"year","e11102","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Employed","Female","9.3","5","2014","1","2","12","20","56","8.84","9.76","0","150","5","5"
"1985","Employed","Male","13.69","8","3201","2","4","16","30","82","13.03","14.35","0","360","7","8"
"1985","Not Employed","Female","9.17","5","68","1","2","10","30","40","6.89","11.45","1","40","4","8"
"1985","Not Employed","Male","13.45","6","55","1","3","18","36","90","9.32","17.58","1","90","5","10"
"1986","Employed","Female","","","","","","","","","","","","","",""
"1986","Employed","Male","","","","","","","","","","","","","",""
"1986","Not Employed","Female","","","","","","","","","","","","","",""
"1986","Not Employed","Male","","","","","","","","","","","","","",""
"1987","Employed","Female","","","","","","","","","","","","","",""
"1987","Employed","Male","","","","","","","","","","","","","",""
"1987","Not Employed","Female","","","","","","","","","","","","","",""
"1987","Not Employed","Male","","","","","","","","","","","","","",""
"1988","Employed","Female","","","","","","","","","","","","","",""
"1988","Employed","Male","","","","","","","","","","","","","",""
"1988","Not Employed","Female","","","","","","","","","","","","","",""
"1988","Not Employed","Male","","","","","","","","","","","","","",""
"1989","Employed","Female","","","","","","","","","","","","","",""
"1989","Employed","Male","","","","","","","","","","","","","",""
"1989","Not Employed","Female","","","","","","","","","","","","","",""
"1989","Not Employed","Male","","","","","","","","","","","","","",""
"1990","Employed","Female","10.37","6","1890","1","3","14","22","56","9.68","11.06","0","330","5","6"
"1990","Employed","Male","15.82","10","2794","2","4","20","35","100","15.05","16.59","0","330","8","10"
"1990","Not Employed","Female","10.84","5","44","2","4","15","20","120","5.28","16.4","1","120","3","5"
"1990","Not Employed","Male","8.86","6","43","2","4","10","20","50","5.63","12.09","1","50","4","10"
"1991","Employed","Female","","","","","","","","","","","","","",""
"1991","Employed","Male","","","","","","","","","","","","","",""
"1991","Not Employed","Female","","","","","","","","","","","","","",""
"1991","Not Employed","Male","","","","","","","","","","","","","",""
"1992","Employed","Female","20.24","10","287","5","7","18","30","450","12.31","28.17","1","635","10","12"
"1992","Employed","Male","50.11","15","478","5","8","25","110","550","39.55","60.67","1","800","15","16"
"1992","Not Employed","Female","","","","","","","","","","","","","",""
"1992","Not Employed","Male","","","","","","","","","","","","","",""
"1993","Employed","Female","9.07","5","3026","1","2","12","22","57","8.67","9.47","0","140","4","5"
"1993","Employed","Male","13.35","8","3815","1","3","18","30","75","12.88","13.82","0","180","7","8"
"1993","Not Employed","Female","9.28","6","103","1","2","12","25","50","6.98","11.58","0","80","3","7"
"1993","Not Employed","Male","11.8","8","47","2","4","16","35","50","8.26","15.34","0","50","5","14"
"1994","Employed","Female","","","","","","","","","","","","","",""
"1994","Employed","Male","","","","","","","","","","","","","",""
"1994","Not Employed","Female","","","","","","","","","","","","","",""
"1994","Not Employed","Male","","","","","","","","","","","","","",""
"1995","Employed","Female","10.51","6","3110","1","2","14","25","70","9.93","11.09","0","450","5","5"
"1995","Employed","Male","16.06","9","3906","1","3","20","38","100","15.06","17.06","0","750","8","9"
"1995","Not Employed","Female","8.05","5","99","1","2","12","20","30","5.2","10.9","0","124","4","9"
"1995","Not Employed","Male","8.14","4.05","63","1","2","14","25","30","6.08","10.2","0","30","3","7"
"1996","Employed","Female","","","","","","","","","","","","","",""
"1996","Employed","Male","","","","","","","","","","","","","",""
"1996","Not Employed","Female","","","","","","","","","","","","","",""
"1996","Not Employed","Male","","","","","","","","","","","","","",""
"1997","Employed","Female","22.89","15","1222","5","9","25","40","150","20.56","25.22","1","650","15","15"
"1997","Employed","Male","34.17","20","1936","7","12","35","60","400","31.13","37.21","1","800","18","20"
"1997","Not Employed","Female","","","","","","","","","","","","","",""
"1997","Not Employed","Male","","","","","","","","","","","","","",""
"1998","Employed","Female","11.83","8","2977","1","3","15","25","79","11.31","12.35","0","150","7","8"
"1998","Employed","Male","17.34","11","3690","2","5","24","40","100","16.71","17.97","0","200","10","11"
"1998","Not Employed","Female","14.91","7","261","1","3","18","35","110","12.1","17.72","0","193","6","10"
"1998","Not Employed","Male","15.24","8","233","2","4","15","36","140","12.12","18.36","1","160","6","10"
"1999","Employed","Female","24.16","15","1466","5","9","25","40","150","21.87","26.45","2","999","15","15"
"1999","Employed","Male","33.49","20","2204","7","12","34","55","360","30.84","36.14","2","800","18","20"
"1999","Not Employed","Female","22.04","14.22","43","7","10","20","55","110","15.17","28.91","2","110","10","20"
"1999","Not Employed","Male","","","","","","","","","","","","","",""
"2000","Employed","Female","21.4","15","2574","5","9","25","40","120","20.04","22.76","1","800","15","15"
"2000","Employed","Male","31.67","20","3756","7","12","31","55","300","29.64","33.7","1","850","19","20"
"2000","Not Employed","Female","20.53","15","65","3","7","25","48","80","10.12","30.94","2","336","10","16"
"2000","Not Employed","Male","65.52","20","33","7","12","60","100","600","20.57","110.47","5","600","15","35"
"2001","Employed","Female","12.87","7","4969","1","3","15","28","80","12.09","13.65","1","999","7","8"
"2001","Employed","Male","21.95","11","5786","2","4","24","40","220","20.4","23.5","1","999","10","12"
"2001","Not Employed","Female","11.2","6","128","1","2","12","20","80","2.86","19.54","1","450","5","8"
"2001","Not Employed","Male","19.25","12","61","1","3","25","50","148","10.65","27.85","1","160","10","20"
"2002","Employed","Female","13.13","7","5339","1","3","15","27","90","12.22","14.04","0","999","7","8"
"2002","Employed","Male","22.77","11","6078","2","4","24","40","300","21.07","24.47","0","999","12","12"
"2002","Not Employed","Female","18.05","7","113","2","2","15","28","160","5.77","30.33","1","550","5","10"
"2002","Not Employed","Male","45.53","20","64","2","4","30","100","600","22.89","68.17","1","600","7","20"
"2003","Employed","Female","13.09","8","5039","1","3","16","28","80","12.55","13.63","1","450","8","8"
"2003","Employed","Male","17.99","12","5637","2","5","23","40","110","17.28","18.7","0","600","12","12"
"2003","Not Employed","Female","15.3","8","372","1","3","20","35","100","12.61","17.99","1","250","6","10"
"2003","Not Employed","Male","19.5","10","309","2","4","25","40","145","15.96","23.04","1","250","8","12"
"2004","Employed","Female","14.94","8","5015","1","3","16","30","120","14.01","15.87","0","960","8","8"
"2004","Employed","Male","23.94","12","5429","2","5","25","43","300","22.28","25.6","0","900","12","13"
"2004","Not Employed","Female","12.23","7","89","1","2","13","20","100","4.83","19.63","1","310","5","8"
"2004","Not Employed","Male","35.98","15","63","2","5","33","67","350","21.97","49.99","1","350","8","15"
"2005","Employed","Female","14.7","8","4740","1","3","17","30","100","13.7","15.7","1","960","8","8"
"2005","Employed","Male","25.5","12","5062","2","5","25","50","300","23.58","27.42","1","999","12","13"
"2005","Not Employed","Female","18.34","5","80","1","2","22","40","300","10.41","26.27","1","300","3","9"
"2005","Not Employed","Male","21.04","7","59","1","3","25","35","560","2.01","40.07","1","560","6","15"
"2006","Employed","Female","15.03","8","5075","1","3","18","30","112","14.14","15.92","1","999","8","9"
"2006","Employed","Male","25.32","12","5364","2","5","25","46","300","23.5","27.14","1","999","12","13"
"2006","Not Employed","Female","11.07","4","94","1","2","12","25","90","2.17","19.97","1","400","5","10"
"2006","Not Employed","Male","49.73","14.38","75","1","5","30","200","400","26.85","72.61","1","580","7","20"
"2007","Employed","Female","15","8","4812","1","3","18","30","110","14.03","15.97","1","960","8","9"
