"year","regtyp","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","East Germany","","","","","","","","","","","","","",""
"1985","Rural Area","West Germany","12.96","6","986","1","2","15","30","100","11.63","14.29","0","280","5","6"
"1985","Urban Area","East Germany","","","","","","","","","","","","","",""
"1985","Urban Area","West Germany","11.63","7","4352","1","3","15","25","65","11.19","12.07","0","360","6","7"
"1986","Rural Area","East Germany","","","","","","","","","","","","","",""
"1986","Rural Area","West Germany","","","","","","","","","","","","","",""
"1986","Urban Area","East Germany","","","","","","","","","","","","","",""
"1986","Urban Area","West Germany","","","","","","","","","","","","","",""
"1987","Rural Area","East Germany","","","","","","","","","","","","","",""
"1987","Rural Area","West Germany","","","","","","","","","","","","","",""
"1987","Urban Area","East Germany","","","","","","","","","","","","","",""
"1987","Urban Area","West Germany","","","","","","","","","","","","","",""
"1988","Rural Area","East Germany","","","","","","","","","","","","","",""
"1988","Rural Area","West Germany","","","","","","","","","","","","","",""
"1988","Urban Area","East Germany","","","","","","","","","","","","","",""
"1988","Urban Area","West Germany","","","","","","","","","","","","","",""
"1989","Rural Area","East Germany","","","","","","","","","","","","","",""
"1989","Rural Area","West Germany","","","","","","","","","","","","","",""
"1989","Urban Area","East Germany","","","","","","","","","","","","","",""
"1989","Urban Area","West Germany","","","","","","","","","","","","","",""
"1990","Rural Area","East Germany","","","","","","","","","","","","","",""
"1990","Rural Area","West Germany","15.93","10","902","1","3","20","36","110","14.38","17.48","0","330","6","9"
"1990","Urban Area","East Germany","","","","","","","","","","","","","",""
"1990","Urban Area","West Germany","12.91","8","3869","2","4","15","28","74","12.36","13.46","0","330","7","8"
"1991","Rural Area","East Germany","39.79","10","643","5","7","20","65","550","31.73","47.85","1","999","10","12"
"1991","Rural Area","West Germany","","","","","","","","","","","","","",""
"1991","Urban Area","East Germany","49.23","10","182","4","6","20","40","750","30.67","67.79","0","750","10","13"
"1991","Urban Area","West Germany","","","","","","","","","","","","","",""
"1992","Rural Area","East Germany","42.02","12","574","5","7","25","70","550","33.67","50.37","1","800","12","15"
"1992","Rural Area","West Germany","","","","","","","","","","","","","",""
"1992","Urban Area","East Germany","29.03","12","182","5","8","20","30","500","16.21","41.85","1","600","10","15"
"1992","Urban Area","West Germany","","","","","","","","","","","","","",""
"1993","Rural Area","East Germany","9.3","4","1204","1","1","12","25","75","8.58","10.02","0","125","3","5"
"1993","Rural Area","West Germany","12.68","6","1019","1","2","16","30","100","11.6","13.76","0","165","5","7"
"1993","Urban Area","East Germany","8.37","5","739","1","2","12","20","50","7.78","8.96","0","50","5","6"
"1993","Urban Area","West Germany","11.85","7","4029","1","3","15","30","65","11.44","12.26","0","180","6","7"
"1994","Rural Area","East Germany","","","","","","","","","","","","","",""
"1994","Rural Area","West Germany","","","","","","","","","","","","","",""
"1994","Urban Area","East Germany","","","","","","","","","","","","","",""
"1994","Urban Area","West Germany","","","","","","","","","","","","","",""
"1995","Rural Area","East Germany","14.1","5","1299","1","2","15","25","150","11.6","16.6","0","750","5","5"
"1995","Rural Area","West Germany","14.89","8","1118","1","2","20","35","110","13.5","16.28","0","500","6","8"
"1995","Urban Area","East Germany","12.19","6","667","1","3","13","20","200","10.1","14.28","0","400","5","7"
"1995","Urban Area","West Germany","13.23","8","4094","1","3","17","30","75","12.74","13.72","0","340","7","8"
"1996","Rural Area","East Germany","","","","","","","","","","","","","",""
"1996","Rural Area","West Germany","","","","","","","","","","","","","",""
"1996","Urban Area","East Germany","","","","","","","","","","","","","",""
"1996","Urban Area","West Germany","","","","","","","","","","","","","",""
"1997","Rural Area","East Germany","33.39","17","651","6","10","30","50","450","27.58","39.2","2","540","16","20"
"1997","Rural Area","West Germany","30.96","20","611","7","12","35","68","138","27","34.92","1","800","16","20"
"1997","Urban Area","East Germany","37.48","17","189","6","10","30","45","430","25.11","49.85","2","500","15","20"
"1997","Urban Area","West Germany","29.35","18","1763","7","10","30","50","250","26.84","31.86","1","800","16","18"
"1998","Rural Area","East Germany","14.01","8","1216","1","3","20","30","90","12.89","15.13","0","190","7","10"
"1998","Rural Area","West Germany","17.17","10","1181","1","3","21","40","110","15.88","18.46","0","200","8","10"
"1998","Urban Area","East Germany","11.99","8","657","2","4","15","25","75","10.85","13.13","1","140","7","10"
"1998","Urban Area","West Germany","14.87","10","4107","2","4","20","33","79","14.37","15.37","0","193","8","10"
"1999","Rural Area","East Germany","30.99","15","713","6","10","27","50","450","26.38","35.6","2","630","15","20"
"1999","Rural Area","West Germany","31.52","18","756","7","11","32","60","330","26.75","36.29","2","999","15","18"
"1999","Urban Area","East Germany","43.4","20","219","7","10","30","50","550","29.97","56.83","2","620","15","20"
"1999","Urban Area","West Germany","28.23","18","2041","6","10","30","48","210","26.44","30.02","2","800","16","18"
"2000","Rural Area","East Germany","36.3","17","1104","6","10","30","60","500","31.73","40.87","2","650","17","20"
"2000","Rural Area","West Germany","26.09","16","1405","6","10","28","50","168","23.85","28.33","1","700","15","17"
"2000","Urban Area","East Germany","43.14","18","302","7","12","30","55","650","31.23","55.05","3","850","16","20"
"2000","Urban Area","West Germany","25.8","18","3617","6","10","30","47","175","24.42","27.18","1","800","16","18"
"2001","Rural Area","East Germany","26.17","10","1647","1","3","23","45","430","22.39","29.95","1","850","10","11"
