"year","age_gr","bula_h","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","16-34 y.","Baden-W?rttemberg","11.69","7","455","1","2","15","26","89","10.37","13.01","0","150","5","7"
"1985","16-34 y.","Bavaria","11.6","8","423","2","3","15","25","62","10.44","12.76","1","104","7","9"
"1985","16-34 y.","Berlin","9.89","8.66","66","3","5","12","20","27","8.32","11.46","1","27","7","10"
"1985","16-34 y.","Brandenburg","","","","","","","","","","","","","",""
"1985","16-34 y.","Bremen","","","","","","","","","","","","","",""
"1985","16-34 y.","Hamburg","14.26","11","49","3","6","20","25","60","11.29","17.23","2","60","6","15"
"1985","16-34 y.","Hesse","12.82","8","243","2","3","16","30","70","11.27","14.37","0","100","6","8"
"1985","16-34 y.","Lower Saxony","11.78","6","190","1","2","15","30","80","9.41","14.15","1","130","5","8"
"1985","16-34 y.","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1985","16-34 y.","North Rhine-Westphalia","11.54","7","601","1","3","15","25","77","10.38","12.7","1","130","6","8"
"1985","16-34 y.","Rhineland-Palatinate,Saarland","13.45","8","180","2","4","15","35","70","10.86","16.04","1","120","6","10"
"1985","16-34 y.","Saxony","","","","","","","","","","","","","",""
"1985","16-34 y.","Saxony-Anhalt","","","","","","","","","","","","","",""
"1985","16-34 y.","Schleswig-Holstein","10.69","7.86","71","1","3","13","28","60","8.14","13.24","1","60","5","10"
"1985","16-34 y.","Thuringia","","","","","","","","","","","","","",""
"1985","35-65 y.","Baden-W?rttemberg","9.6","5","622","1","2","12","23","60","8.37","10.83","0","250","4","5"
"1985","35-65 y.","Bavaria","12.32","7","512","1","3","15","25","80","10.79","13.85","0","280","5","7"
"1985","35-65 y.","Berlin","11.91","10","117","3","5","15","20","150","9.28","14.54","1","150","9","12"
"1985","35-65 y.","Brandenburg","","","","","","","","","","","","","",""
"1985","35-65 y.","Bremen","","","","","","","","","","","","","",""
"1985","35-65 y.","Hamburg","12.42","9.22","89","5","7","17","22","48","10.67","14.17","1","48","8","13"
"1985","35-65 y.","Hesse","12.57","6","317","1","3","15","25","82","10.4","14.74","0","260","5","6"
"1985","35-65 y.","Lower Saxony","13.16","8","294","2","3","16","30","80","10.78","15.54","1","250","6","9"
"1985","35-65 y.","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1985","35-65 y.","North Rhine-Westphalia","12.01","6","783","2","3","15","27","82","10.72","13.3","0","360","5","6"
"1985","35-65 y.","Rhineland-Palatinate,Saarland","10.63","8","170","1","3","13","25","70","8.88","12.38","1","80","6","9"
"1985","35-65 y.","Saxony","","","","","","","","","","","","","",""
"1985","35-65 y.","Saxony-Anhalt","","","","","","","","","","","","","",""
"1985","35-65 y.","Schleswig-Holstein","17.1","11","101","2","5","24","40","100","13.88","20.32","1","100","9","14"
"1985","35-65 y.","Thuringia","","","","","","","","","","","","","",""
"1985","66 and older","Baden-W?rttemberg","","","","","","","","","","","","","",""
"1985","66 and older","Bavaria","","","","","","","","","","","","","",""
"1985","66 and older","Berlin","","","","","","","","","","","","","",""
"1985","66 and older","Brandenburg","","","","","","","","","","","","","",""
"1985","66 and older","Bremen","","","","","","","","","","","","","",""
"1985","66 and older","Hamburg","","","","","","","","","","","","","",""
"1985","66 and older","Hesse","","","","","","","","","","","","","",""
"1985","66 and older","Lower Saxony","","","","","","","","","","","","","",""
"1985","66 and older","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1985","66 and older","North Rhine-Westphalia","","","","","","","","","","","","","",""
"1985","66 and older","Rhineland-Palatinate,Saarland","","","","","","","","","","","","","",""
"1985","66 and older","Saxony","","","","","","","","","","","","","",""
"1985","66 and older","Saxony-Anhalt","","","","","","","","","","","","","",""
"1985","66 and older","Schleswig-Holstein","","","","","","","","","","","","","",""
"1985","66 and older","Thuringia","","","","","","","","","","","","","",""
"1986","16-34 y.","Baden-W?rttemberg","","","","","","","","","","","","","",""
"1986","16-34 y.","Bavaria","","","","","","","","","","","","","",""
"1986","16-34 y.","Berlin","","","","","","","","","","","","","",""
"1986","16-34 y.","Brandenburg","","","","","","","","","","","","","",""
"1986","16-34 y.","Bremen","","","","","","","","","","","","","",""
"1986","16-34 y.","Hamburg","","","","","","","","","","","","","",""
"1986","16-34 y.","Hesse","","","","","","","","","","","","","",""
"1986","16-34 y.","Lower Saxony","","","","","","","","","","","","","",""
"1986","16-34 y.","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1986","16-34 y.","North Rhine-Westphalia","","","","","","","","","","","","","",""
"1986","16-34 y.","Rhineland-Palatinate,Saarland","","","","","","","","","","","","","",""
"1986","16-34 y.","Saxony","","","","","","","","","","","","","",""
"1986","16-34 y.","Saxony-Anhalt","","","","","","","","","","","","","",""
"1986","16-34 y.","Schleswig-Holstein","","","","","","","","","","","","","",""
"1986","16-34 y.","Thuringia","","","","","","","","","","","","","",""
"1986","35-65 y.","Baden-W?rttemberg","","","","","","","","","","","","","",""
"1986","35-65 y.","Bavaria","","","","","","","","","","","","","",""
"1986","35-65 y.","Berlin","","","","","","","","","","","","","",""
"1986","35-65 y.","Brandenburg","","","","","","","","","","","","","",""
"1986","35-65 y.","Bremen","","","","","","","","","","","","","",""
"1986","35-65 y.","Hamburg","","","","","","","","","","","","","",""
"1986","35-65 y.","Hesse","","","","","","","","","","","","","",""
"1986","35-65 y.","Lower Saxony","","","","","","","","","","","","","",""
"1986","35-65 y.","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1986","35-65 y.","North Rhine-Westphalia","","","","","","","","","","","","","",""
"1986","35-65 y.","Rhineland-Palatinate,Saarland","","","","","","","","","","","","","",""
"1986","35-65 y.","Saxony","","","","","","","","","","","","","",""
"1986","35-65 y.","Saxony-Anhalt","","","","","","","","","","","","","",""
"1986","35-65 y.","Schleswig-Holstein","","","","","","","","","","","","","",""
"1986","35-65 y.","Thuringia","","","","","","","","","","","","","",""
"1986","66 and older","Baden-W?rttemberg","","","","","","","","","","","","","",""
"1986","66 and older","Bavaria","","","","","","","","","","","","","",""
"1986","66 and older","Berlin","","","","","","","","","","","","","",""
"1986","66 and older","Brandenburg","","","","","","","","","","","","","",""
"1986","66 and older","Bremen","","","","","","","","","","","","","",""
"1986","66 and older","Hamburg","","","","","","","","","","","","","",""
"1986","66 and older","Hesse","","","","","","","","","","","","","",""
"1986","66 and older","Lower Saxony","","","","","","","","","","","","","",""
"1986","66 and older","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1986","66 and older","North Rhine-Westphalia","","","","","","","","","","","","","",""
"1986","66 and older","Rhineland-Palatinate,Saarland","","","","","","","","","","","","","",""
"1986","66 and older","Saxony","","","","","","","","","","","","","",""
"1986","66 and older","Saxony-Anhalt","","","","","","","","","","","","","",""
"1986","66 and older","Schleswig-Holstein","","","","","","","","","","","","","",""
"1986","66 and older","Thuringia","","","","","","","","","","","","","",""
"1987","16-34 y.","Baden-W?rttemberg","","","","","","","","","","","","","",""
"1987","16-34 y.","Bavaria","","","","","","","","","","","","","",""
"1987","16-34 y.","Berlin","","","","","","","","","","","","","",""
"1987","16-34 y.","Brandenburg","","","","","","","","","","","","","",""
"1987","16-34 y.","Bremen","","","","","","","","","","","","","",""
"1987","16-34 y.","Hamburg","","","","","","","","","","","","","",""
"1987","16-34 y.","Hesse","","","","","","","","","","","","","",""
"1987","16-34 y.","Lower Saxony","","","","","","","","","","","","","",""
"1987","16-34 y.","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1987","16-34 y.","North Rhine-Westphalia","","","","","","","","","","","","","",""
"1987","16-34 y.","Rhineland-Palatinate,Saarland","","","","","","","","","","","","","",""
"1987","16-34 y.","Saxony","","","","","","","","","","","","","",""
"1987","16-34 y.","Saxony-Anhalt","","","","","","","","","","","","","",""
"1987","16-34 y.","Schleswig-Holstein","","","","","","","","","","","","","",""
"1987","16-34 y.","Thuringia","","","","","","","","","","","","","",""
"1987","35-65 y.","Baden-W?rttemberg","","","","","","","","","","","","","",""
"1987","35-65 y.","Bavaria","","","","","","","","","","","","","",""
"1987","35-65 y.","Berlin","","","","","","","","","","","","","",""
"1987","35-65 y.","Brandenburg","","","","","","","","","","","","","",""
"1987","35-65 y.","Bremen","","","","","","","","","","","","","",""
"1987","35-65 y.","Hamburg","","","","","","","","","","","","","",""
"1987","35-65 y.","Hesse","","","","","","","","","","","","","",""
"1987","35-65 y.","Lower Saxony","","","","","","","","","","","","","",""
"1987","35-65 y.","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1987","35-65 y.","North Rhine-Westphalia","","","","","","","","","","","","","",""
"1987","35-65 y.","Rhineland-Palatinate,Saarland","","","","","","","","","","","","","",""
"1987","35-65 y.","Saxony","","","","","","","","","","","","","",""
"1987","35-65 y.","Saxony-Anhalt","","","","","","","","","","","","","",""
"1987","35-65 y.","Schleswig-Holstein","","","","","","","","","","","","","",""
"1987","35-65 y.","Thuringia","","","","","","","","","","","","","",""
"1987","66 and older","Baden-W?rttemberg","","","","","","","","","","","","","",""
"1987","66 and older","Bavaria","","","","","","","","","","","","","",""
"1987","66 and older","Berlin","","","","","","","","","","","","","",""
"1987","66 and older","Brandenburg","","","","","","","","","","","","","",""
"1987","66 and older","Bremen","","","","","","","","","","","","","",""
"1987","66 and older","Hamburg","","","","","","","","","","","","","",""
"1987","66 and older","Hesse","","","","","","","","","","","","","",""
"1987","66 and older","Lower Saxony","","","","","","","","","","","","","",""
"1987","66 and older","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1987","66 and older","North Rhine-Westphalia","","","","","","","","","","","","","",""
"1987","66 and older","Rhineland-Palatinate,Saarland","","","","","","","","","","","","","",""
"1987","66 and older","Saxony","","","","","","","","","","","","","",""
"1987","66 and older","Saxony-Anhalt","","","","","","","","","","","","","",""
"1987","66 and older","Schleswig-Holstein","","","","","","","","","","","","","",""
"1987","66 and older","Thuringia","","","","","","","","","","","","","",""
"1988","16-34 y.","Baden-W?rttemberg","","","","","","","","","","","","","",""
"1988","16-34 y.","Bavaria","","","","","","","","","","","","","",""
"1988","16-34 y.","Berlin","","","","","","","","","","","","","",""
"1988","16-34 y.","Brandenburg","","","","","","","","","","","","","",""
"1988","16-34 y.","Bremen","","","","","","","","","","","","","",""
"1988","16-34 y.","Hamburg","","","","","","","","","","","","","",""
"1988","16-34 y.","Hesse","","","","","","","","","","","","","",""
"1988","16-34 y.","Lower Saxony","","","","","","","","","","","","","",""
"1988","16-34 y.","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1988","16-34 y.","North Rhine-Westphalia","","","","","","","","","","","","","",""
"1988","16-34 y.","Rhineland-Palatinate,Saarland","","","","","","","","","","","","","",""
"1988","16-34 y.","Saxony","","","","","","","","","","","","","",""
"1988","16-34 y.","Saxony-Anhalt","","","","","","","","","","","","","",""
"1988","16-34 y.","Schleswig-Holstein","","","","","","","","","","","","","",""
"1988","16-34 y.","Thuringia","","","","","","","","","","","","","",""
"1988","35-65 y.","Baden-W?rttemberg","","","","","","","","","","","","","",""
"1988","35-65 y.","Bavaria","","","","","","","","","","","","","",""
"1988","35-65 y.","Berlin","","","","","","","","","","","","","",""
"1988","35-65 y.","Brandenburg","","","","","","","","","","","","","",""
"1988","35-65 y.","Bremen","","","","","","","","","","","","","",""
"1988","35-65 y.","Hamburg","","","","","","","","","","","","","",""
"1988","35-65 y.","Hesse","","","","","","","","","","","","","",""
"1988","35-65 y.","Lower Saxony","","","","","","","","","","","","","",""
"1988","35-65 y.","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1988","35-65 y.","North Rhine-Westphalia","","","","","","","","","","","","","",""
"1988","35-65 y.","Rhineland-Palatinate,Saarland","","","","","","","","","","","","","",""
"1988","35-65 y.","Saxony","","","","","","","","","","","","","",""
"1988","35-65 y.","Saxony-Anhalt","","","","","","","","","","","","","",""
"1988","35-65 y.","Schleswig-Holstein","","","","","","","","","","","","","",""
"1988","35-65 y.","Thuringia","","","","","","","","","","","","","",""
"1988","66 and older","Baden-W?rttemberg","","","","","","","","","","","","","",""
"1988","66 and older","Bavaria","","","","","","","","","","","","","",""
"1988","66 and older","Berlin","","","","","","","","","","","","","",""
"1988","66 and older","Brandenburg","","","","","","","","","","","","","",""
"1988","66 and older","Bremen","","","","","","","","","","","","","",""
"1988","66 and older","Hamburg","","","","","","","","","","","","","",""
"1988","66 and older","Hesse","","","","","","","","","","","","","",""
"1988","66 and older","Lower Saxony","","","","","","","","","","","","","",""
"1988","66 and older","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1988","66 and older","North Rhine-Westphalia","","","","","","","","","","","","","",""
"1988","66 and older","Rhineland-Palatinate,Saarland","","","","","","","","","","","","","",""
"1988","66 and older","Saxony","","","","","","","","","","","","","",""
"1988","66 and older","Saxony-Anhalt","","","","","","","","","","","","","",""
"1988","66 and older","Schleswig-Holstein","","","","","","","","","","","","","",""
"1988","66 and older","Thuringia","","","","","","","","","","","","","",""
"1989","16-34 y.","Baden-W?rttemberg","","","","","","","","","","","","","",""
"1989","16-34 y.","Bavaria","","","","","","","","","","","","","",""
"1989","16-34 y.","Berlin","","","","","","","","","","","","","",""
"1989","16-34 y.","Brandenburg","","","","","","","","","","","","","",""
"1989","16-34 y.","Bremen","","","","","","","","","","","","","",""
"1989","16-34 y.","Hamburg","","","","","","","","","","","","","",""
"1989","16-34 y.","Hesse","","","","","","","","","","","","","",""
"1989","16-34 y.","Lower Saxony","","","","","","","","","","","","","",""
"1989","16-34 y.","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1989","16-34 y.","North Rhine-Westphalia","","","","","","","","","","","","","",""
"1989","16-34 y.","Rhineland-Palatinate,Saarland","","","","","","","","","","","","","",""
"1989","16-34 y.","Saxony","","","","","","","","","","","","","",""
"1989","16-34 y.","Saxony-Anhalt","","","","","","","","","","","","","",""
"1989","16-34 y.","Schleswig-Holstein","","","","","","","","","","","","","",""
"1989","16-34 y.","Thuringia","","","","","","","","","","","","","",""
"1989","35-65 y.","Baden-W?rttemberg","","","","","","","","","","","","","",""
"1989","35-65 y.","Bavaria","","","","","","","","","","","","","",""
"1989","35-65 y.","Berlin","","","","","","","","","","","","","",""
"1989","35-65 y.","Brandenburg","","","","","","","","","","","","","",""
"1989","35-65 y.","Bremen","","","","","","","","","","","","","",""
"1989","35-65 y.","Hamburg","","","","","","","","","","","","","",""
"1989","35-65 y.","Hesse","","","","","","","","","","","","","",""
"1989","35-65 y.","Lower Saxony","","","","","","","","","","","","","",""
"1989","35-65 y.","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1989","35-65 y.","North Rhine-Westphalia","","","","","","","","","","","","","",""
"1989","35-65 y.","Rhineland-Palatinate,Saarland","","","","","","","","","","","","","",""
"1989","35-65 y.","Saxony","","","","","","","","","","","","","",""
"1989","35-65 y.","Saxony-Anhalt","","","","","","","","","","","","","",""
"1989","35-65 y.","Schleswig-Holstein","","","","","","","","","","","","","",""
"1989","35-65 y.","Thuringia","","","","","","","","","","","","","",""
"1989","66 and older","Baden-W?rttemberg","","","","","","","","","","","","","",""
"1989","66 and older","Bavaria","","","","","","","","","","","","","",""
"1989","66 and older","Berlin","","","","","","","","","","","","","",""
"1989","66 and older","Brandenburg","","","","","","","","","","","","","",""
"1989","66 and older","Bremen","","","","","","","","","","","","","",""
"1989","66 and older","Hamburg","","","","","","","","","","","","","",""
"1989","66 and older","Hesse","","","","","","","","","","","","","",""
"1989","66 and older","Lower Saxony","","","","","","","","","","","","","",""
"1989","66 and older","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"1989","66 and older","North Rhine-Westphalia","","","","","","","","","","","","","",""
"1989","66 and older","Rhineland-Palatinate,Saarland","","","","","","","","","","","","","",""
"1989","66 and older","Saxony","","","","","","","","","","","","","",""
"1989","66 and older","Saxony-Anhalt","","","","","","","","","","","","","",""
"1989","66 and older","Schleswig-Holstein","","","","","","","","","","","","","",""
"1989","66 and older","Thuringia","","","","","","","","","","","","","",""
"1990","16-34 y.","Baden-W?rttemberg","12.63","7","453","1","3","15","25","110","10.31","14.95","1","330","5","8"
"1990","16-34 y.","Bavaria","16.13","10","372","2","5","20","30","90","13.47","18.79","1","330","8","10"
