"erwst","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Full-time","2004","no degree/no degree yet","Couple + C. LE and GT 16","9","","",""
"Part-time","2004","lower secondary degree","1-pers.-HH","40","0.0344306216258144","0.0243389410243319","0.0445223022272969"
"Part-time","2004","lower secondary degree","(Married) couple without C. ","178","0.0590893146932905","0.0509184193510391","0.0672602100355419"
"Part-time","2004","lower secondary degree","Single parent ","53","0.147688015862037","0.111439009440146","0.183937022283928"
"Part-time","2004","lower secondary degree","Couple + C. LE 16 ","121","0.0937914910462958","0.0760729805872134","0.111510001505378"
"Part-time","2004","lower secondary degree","Couple + C. GT 16 ","117","0.118323364497472","0.0989432739210055","0.137703455073938"
"Part-time","2004","lower secondary degree","Couple + C. LE and GT 16","58","0.123483293415934","0.0922787124751506","0.154687874356718"
"Part-time","2004","secondary school degree","1-pers.-HH","38","0.0429120893788572","0.0283985636287683","0.0574256151289461"
"Part-time","2004","secondary school degree","(Married) couple without C. ","169","0.0837523497049654","0.0711665782392657","0.0963381211706651"
"Part-time","2004","secondary school degree","Single parent ","62","0.170815532566754","0.131776122915217","0.20985494221829"
"Part-time","2004","secondary school degree","Couple + C. LE 16 ","304","0.187582004568162","0.167733671461082","0.207430337675242"
"Part-time","2004","secondary school degree","Couple + C. GT 16 ","161","0.12731124025943","0.108388979240215","0.146233501278645"
"Part-time","2004","secondary school degree","Couple + C. LE and GT 16","93","0.167568915197891","0.135468008971497","0.199669821424284"
"Part-time","2004","college entrance qualification","1-pers.-HH","44","0.0610872360134343","0.0442478814731381","0.0779265905537304"
"Part-time","2004","college entrance qualification","(Married) couple without C. ","140","0.0757927014542939","0.0633498019003174","0.0882356010082705"
"Part-time","2004","college entrance qualification","Single parent ","34","0.218544060988572","0.158504964294171","0.278583157682974"
"Part-time","2004","college entrance qualification","Couple + C. LE 16 ","233","0.179815458182376","0.158379847801249","0.201251068563503"
"Part-time","2004","college entrance qualification","Couple + C. GT 16 ","96","0.0879271150218181","0.0704276293332192","0.105426600710417"
"Part-time","2004","college entrance qualification","Couple + C. LE and GT 16","60","0.130964898429023","0.0949460971598264","0.166983699698219"
"Part-time","2004","Other degree","1-pers.-HH","3","","",""
"Part-time","2004","Other degree","(Married) couple without C. ","29","","",""
"Part-time","2004","Other degree","Single parent ","9","","",""
"Part-time","2004","Other degree","Couple + C. LE 16 ","29","","",""
"Part-time","2004","Other degree","Couple + C. GT 16 ","24","","",""
"Part-time","2004","Other degree","Couple + C. LE and GT 16","16","","",""
"Part-time","2004","no degree/no degree yet","1-pers.-HH","","","",""
"Part-time","2004","no degree/no degree yet","(Married) couple without C. ","4","","",""
"Part-time","2004","no degree/no degree yet","Single parent ","3","","",""
"Part-time","2004","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Part-time","2004","no degree/no degree yet","Couple + C. GT 16 ","7","","",""
"Part-time","2004","no degree/no degree yet","Couple + C. LE and GT 16","5","","",""
"Non-working","2004","lower secondary degree","1-pers.-HH","925","0.737722025247564","0.713376081824367","0.762067968670761"
"Non-working","2004","lower secondary degree","(Married) couple without C. ","2305","0.717259274289189","0.701653934068801","0.732864614509577"
"Non-working","2004","lower secondary degree","Single parent ","180","0.461060376115258","0.41013043907927","0.511990313151245"
"Non-working","2004","lower secondary degree","Couple + C. LE 16 ","272","0.260074230416483","0.23341337014167","0.286735090691296"
"Non-working","2004","lower secondary degree","Couple + C. GT 16 ","424","0.416132836402746","0.386556872987719","0.445708799817773"
"Non-working","2004","lower secondary degree","Couple + C. LE and GT 16","124","0.268911970602377","0.226856348886392","0.310967592318361"
"Non-working","2004","secondary school degree","1-pers.-HH","317","0.4463629658794","0.410761832334379","0.48196409942442"
"Non-working","2004","secondary school degree","(Married) couple without C. ","739","0.451065814749054","0.428458186648817","0.473673442849292"
"Non-working","2004","secondary school degree","Single parent ","102","0.293847174990281","0.246594750877016","0.341099599103546"
"Non-working","2004","secondary school degree","Couple + C. LE 16 ","392","0.234312643771885","0.212776780451314","0.255848507092456"
"Non-working","2004","secondary school degree","Couple + C. GT 16 ","274","0.26726376643557","0.242141787944881","0.29238574492626"
"Non-working","2004","secondary school degree","Couple + C. LE and GT 16","124","0.267128914799633","0.229099410657549","0.305158418941717"
"Non-working","2004","college entrance qualification","1-pers.-HH","258","0.352791848482465","0.319193429480736","0.386390267484194"
"Non-working","2004","college entrance qualification","(Married) couple without C. ","622","0.407519348723485","0.384418155759208","0.430620541687762"
"Non-working","2004","college entrance qualification","Single parent ","59","0.324449883001979","0.256433271095786","0.392466494908172"
"Non-working","2004","college entrance qualification","Couple + C. LE 16 ","221","0.210850551891218","0.18808209738091","0.233619006401526"
"Non-working","2004","college entrance qualification","Couple + C. GT 16 ","302","0.322474873537183","0.293590713394826","0.351359033679541"
"Non-working","2004","college entrance qualification","Couple + C. LE and GT 16","76","0.250524623616737","0.204261278229418","0.296787969004057"
"Non-working","2004","Other degree","1-pers.-HH","68","0.729653676400254","0.642165550151126","0.817141802649382"
"Non-working","2004","Other degree","(Married) couple without C. ","221","0.58654627513336","0.536095000460164","0.636997549806557"
"Non-working","2004","Other degree","Single parent ","23","","",""
"Non-working","2004","Other degree","Couple + C. LE 16 ","86","0.379636829544685","0.319479955741234","0.439793703348137"
"Non-working","2004","Other degree","Couple + C. GT 16 ","89","0.40050845696572","0.334857875004357","0.466159038927083"
"Non-working","2004","Other degree","Couple + C. LE and GT 16","50","0.318892371390223","0.241415758115249","0.396368984665197"
"Non-working","2004","no degree/no degree yet","1-pers.-HH","22","","",""
"Non-working","2004","no degree/no degree yet","(Married) couple without C. ","62","0.759948703516698","0.668610468517201","0.851286938516194"
"Non-working","2004","no degree/no degree yet","Single parent ","79","0.864898994995318","0.79616077614719","0.933637213843447"
"Non-working","2004","no degree/no degree yet","Couple + C. LE 16 ","23","","",""
"Non-working","2004","no degree/no degree yet","Couple + C. GT 16 ","299","0.884097241475116","0.849818679737457","0.918375803212776"
"Non-working","2004","no degree/no degree yet","Couple + C. LE and GT 16","267","0.874363658699345","0.836669543279777","0.912057774118913"
"Other","2004","lower secondary degree","1-pers.-HH","38","0.0312351156598136","0.0216072487972689","0.0408629825223584"
"Other","2004","lower secondary degree","(Married) couple without C. ","90","0.0270475308683692","0.0214260518271469","0.0326690099095916"
"Other","2004","lower secondary degree","Single parent ","36","0.104542773571023","0.073282439603123","0.135803107538924"
"Other","2004","lower secondary degree","Couple + C. LE 16 ","76","0.0617826055883758","0.0471501817725198","0.0764150294042319"
"Other","2004","lower secondary degree","Couple + C. GT 16 ","105","0.0972929084488445","0.0795109372880382","0.115074879609651"
"Other","2004","lower secondary degree","Couple + C. LE and GT 16","62","0.173126421753996","0.137239567791411","0.209013275716581"
"Other","2004","secondary school degree","1-pers.-HH","34","0.045840859679326","0.0308631997214593","0.0608185196371927"
"Other","2004","secondary school degree","(Married) couple without C. ","70","0.0346364859264333","0.0263286625154908","0.0429443093373757"
"Other","2004","secondary school degree","Single parent ","54","0.148218792880311","0.111360972780894","0.185076612979728"
"Other","2004","secondary school degree","Couple + C. LE 16 ","110","0.0777206356729168","0.0641081290489461","0.0913331422968876"
"Other","2004","secondary school degree","Couple + C. GT 16 ","140","0.116436838723921","0.0982283472804432","0.134645330167398"
"Other","2004","secondary school degree","Couple + C. LE and GT 16","80","0.151836495515842","0.120992239760308","0.182680751271376"
"Other","2004","college entrance qualification","1-pers.-HH","59","0.0674817075505404","0.0498433032461548","0.0851201118549261"
"Other","2004","college entrance qualification","(Married) couple without C. ","75","0.0515035428133687","0.0411124885301186","0.0618945970966189"
"Other","2004","college entrance qualification","Single parent ","19","","",""
"Other","2004","college entrance qualification","Couple + C. LE 16 ","71","0.0643618589871999","0.0506645642440215","0.0780591537303784"
"Other","2004","college entrance qualification","Couple + C. GT 16 ","135","0.160036172761728","0.137379899669908","0.182692445853548"
"Other","2004","college entrance qualification","Couple + C. LE and GT 16","30","0.145057278192682","0.107458700843985","0.182655855541378"
"Other","2004","Other degree","1-pers.-HH","1","","",""
"Other","2004","Other degree","(Married) couple without C. ","15","","",""
"Other","2004","Other degree","Single parent ","3","","",""
"Other","2004","Other degree","Couple + C. LE 16 ","15","","",""
"Other","2004","Other degree","Couple + C. GT 16 ","13","","",""
"Other","2004","Other degree","Couple + C. LE and GT 16","11","","",""
"Other","2004","no degree/no degree yet","1-pers.-HH","2","","",""
"Other","2004","no degree/no degree yet","(Married) couple without C. ","2","","",""
"Other","2004","no degree/no degree yet","Single parent ","9","","",""
"Other","2004","no degree/no degree yet","Couple + C. LE 16 ","1","","",""
"Other","2004","no degree/no degree yet","Couple + C. GT 16 ","21","","",""
"Other","2004","no degree/no degree yet","Couple + C. LE and GT 16","16","","",""
"Full-time","2005","lower secondary degree","1-pers.-HH","251","0.214929242006302","0.192111872815622","0.237746611196981"
"Full-time","2005","lower secondary degree","(Married) couple without C. ","561","0.198296760359651","0.184074089382731","0.212519431336571"
"Full-time","2005","lower secondary degree","Single parent ","87","0.2689722725297","0.222517028057167","0.315427517002232"
"Full-time","2005","lower secondary degree","Couple + C. LE 16 ","497","0.541632416853368","0.50967777713721","0.573587056569526"
"Full-time","2005","lower secondary degree","Couple + C. GT 16 ","363","0.36327208568884","0.333130116452818","0.393414054924862"
"Full-time","2005","lower secondary degree","Couple + C. LE and GT 16","164","0.445793141081909","0.396462310607829","0.495123971555988"
"Full-time","2005","secondary school degree","1-pers.-HH","384","0.482906698009426","0.447656990995655","0.518156405023197"
"Full-time","2005","secondary school degree","(Married) couple without C. ","847","0.443256485349644","0.420351809635208","0.46616116106408"
"Full-time","2005","secondary school degree","Single parent ","127","0.349175152451857","0.299304131265481","0.399046173638233"
"Full-time","2005","secondary school degree","Couple + C. LE 16 ","626","0.490350268731421","0.463849837424831","0.51685070003801"
"Full-time","2005","secondary school degree","Couple + C. GT 16 ","578","0.499094901321813","0.46973363459072","0.528456168052905"
"Full-time","2005","secondary school degree","Couple + C. LE and GT 16","223","0.393737688207902","0.350998131676528","0.436477244739276"
"Full-time","2005","college entrance qualification","1-pers.-HH","410","0.521966823575489","0.487090118288244","0.556843528862734"
"Full-time","2005","college entrance qualification","(Married) couple without C. ","877","0.468356270757203","0.444916831221666","0.49179571029274"
"Full-time","2005","college entrance qualification","Single parent ","69","0.314307578329726","0.247946831120024","0.380668325539428"
"Full-time","2005","college entrance qualification","Couple + C. LE 16 ","643","0.542845831375638","0.514091515910861","0.571600146840416"
"Full-time","2005","college entrance qualification","Couple + C. GT 16 ","428","0.407403620743124","0.375284756174119","0.43952248531213"
"Full-time","2005","college entrance qualification","Couple + C. LE and GT 16","170","0.49484942758521","0.441149594583978","0.548549260586442"
"Full-time","2005","Other degree","1-pers.-HH","22","","",""
"Full-time","2005","Other degree","(Married) couple without C. ","94","0.284524061000382","0.237255641098769","0.331792480901995"
"Full-time","2005","Other degree","Single parent ","26","","",""
"Full-time","2005","Other degree","Couple + C. LE 16 ","100","0.413720096246864","0.348041021216837","0.479399171276891"
"Full-time","2005","Other degree","Couple + C. GT 16 ","96","0.44390806039678","0.378697868979129","0.50911825181443"
"Full-time","2005","Other degree","Couple + C. LE and GT 16","49","0.391225218104652","0.303171269681739","0.479279166527566"
"Full-time","2005","no degree/no degree yet","1-pers.-HH","6","","",""
"Full-time","2005","no degree/no degree yet","(Married) couple without C. ","12","","",""
"Full-time","2005","no degree/no degree yet","Single parent ","3","","",""
"Full-time","2005","no degree/no degree yet","Couple + C. LE 16 ","11","","",""
"Full-time","2005","no degree/no degree yet","Couple + C. GT 16 ","5","","",""
"Full-time","2005","no degree/no degree yet","Couple + C. LE and GT 16","7","","",""
"Part-time","2005","lower secondary degree","1-pers.-HH","37","0.0305096106969042","0.0209563087954245","0.040062912598384"
"Part-time","2005","lower secondary degree","(Married) couple without C. ","170","0.0627881082883265","0.0541349603428044","0.0714412562338485"
"Part-time","2005","lower secondary degree","Single parent ","52","0.161770335779928","0.123191863508223","0.200348808051633"
"Part-time","2005","lower secondary degree","Couple + C. LE 16 ","116","0.115031875307676","0.0945698994922788","0.135493851123074"
"Part-time","2005","lower secondary degree","Couple + C. GT 16 ","106","0.115371319538586","0.0953492898375715","0.135393349239601"
"Part-time","2005","lower secondary degree","Couple + C. LE and GT 16","53","0.128578201686871","0.0953571275091024","0.16179927586464"
"Part-time","2005","secondary school degree","1-pers.-HH","39","0.0424504802640538","0.0282284576046777","0.0566725029234299"
"Part-time","2005","secondary school degree","(Married) couple without C. ","178","0.090513874741938","0.0772849473713554","0.103742802112521"
"Part-time","2005","secondary school degree","Single parent ","63","0.187310081215848","0.146493413574979","0.228126748856717"
"Part-time","2005","secondary school degree","Couple + C. LE 16 ","268","0.171203293825196","0.151234864757957","0.191171722892436"
"Part-time","2005","secondary school degree","Couple + C. GT 16 ","166","0.1299821539597","0.110234684953326","0.149729622966073"
"Part-time","2005","secondary school degree","Couple + C. LE and GT 16","91","0.193695604636567","0.159125107177195","0.228266102095939"
"Part-time","2005","college entrance qualification","1-pers.-HH","44","0.0562789241922672","0.0401880476451938","0.0723698007393407"
"Part-time","2005","college entrance qualification","(Married) couple without C. ","145","0.0855026834509074","0.0723676919626111","0.0986376749392037"
"Part-time","2005","college entrance qualification","Single parent ","36","0.241001754802192","0.179865383961081","0.302138125643303"
"Part-time","2005","college entrance qualification","Couple + C. LE 16 ","219","0.181022789436629","0.158798086116457","0.203247492756801"
"Part-time","2005","college entrance qualification","Couple + C. GT 16 ","94","0.102301871920951","0.0824922952319362","0.122111448609965"
"Part-time","2005","college entrance qualification","Couple + C. LE and GT 16","53","0.121501885439984","0.086411519298258","0.15659225158171"
"Part-time","2005","Other degree","1-pers.-HH","3","","",""
"Part-time","2005","Other degree","(Married) couple without C. ","23","","",""
"Part-time","2005","Other degree","Single parent ","7","","",""
"Part-time","2005","Other degree","Couple + C. LE 16 ","22","","",""
"Part-time","2005","Other degree","Couple + C. GT 16 ","22","","",""
"Part-time","2005","Other degree","Couple + C. LE and GT 16","20","","",""
"Part-time","2005","no degree/no degree yet","1-pers.-HH","","","",""
"Part-time","2005","no degree/no degree yet","(Married) couple without C. ","4","","",""
"Part-time","2005","no degree/no degree yet","Single parent ","2","","",""
"Part-time","2005","no degree/no degree yet","Couple + C. LE 16 ","2","","",""
"Part-time","2005","no degree/no degree yet","Couple + C. GT 16 ","10","","",""
"Part-time","2005","no degree/no degree yet","Couple + C. LE and GT 16","3","","",""
"Non-working","2005","lower secondary degree","1-pers.-HH","921","0.719347698957333","0.694389275533334","0.744306122381333"
"Non-working","2005","lower secondary degree","(Married) couple without C. ","2201","0.711503214507393","0.695341945582608","0.727664483432178"
"Non-working","2005","lower secondary degree","Single parent ","177","0.449425958527785","0.397312366206979","0.501539550848591"
"Non-working","2005","lower secondary degree","Couple + C. LE 16 ","251","0.270060404523967","0.241586398597142","0.298534410450793"
"Non-working","2005","lower secondary degree","Couple + C. GT 16 ","413","0.416524339681203","0.385627772573934","0.447420906788472"
"Non-working","2005","lower secondary degree","Couple + C. LE and GT 16","115","0.265989584063455","0.222136593644951","0.309842574481958"
"Non-working","2005","secondary school degree","1-pers.-HH","312","0.431984197886004","0.397041729570729","0.46692666620128"
"Non-working","2005","secondary school degree","(Married) couple without C. ","721","0.426650214329221","0.40384601512688","0.449454413531563"
"Non-working","2005","secondary school degree","Single parent ","117","0.355171788747936","0.305106609102794","0.405236968393078"
"Non-working","2005","secondary school degree","Couple + C. LE 16 ","364","0.258359861214284","0.235155320959774","0.281564401468794"
"Non-working","2005","secondary school degree","Couple + C. GT 16 ","247","0.25958266783631","0.233838335710528","0.285326999962091"
"Non-working","2005","secondary school degree","Couple + C. LE and GT 16","111","0.232127427489493","0.195195324381913","0.269059530597074"
"Non-working","2005","college entrance qualification","1-pers.-HH","264","0.348196733270636","0.314934179102772","0.3814592874385"
"Non-working","2005","college entrance qualification","(Married) couple without C. ","647","0.39801960356539","0.375026790356001","0.42101241677478"
"Non-working","2005","college entrance qualification","Single parent ","55","0.332872556854237","0.265510930279002","0.400234183429473"
"Non-working","2005","college entrance qualification","Couple + C. LE 16 ","217","0.201230592839531","0.178089111684704","0.224372073994357"
"Non-working","2005","college entrance qualification","Couple + C. GT 16 ","276","0.350164241549126","0.318982099540741","0.381346383557511"
"Non-working","2005","college entrance qualification","Couple + C. LE and GT 16","76","0.244701722243335","0.198527059244818","0.290876385241853"
"Non-working","2005","Other degree","1-pers.-HH","66","0.656005101751946","0.5619538321588","0.750056371345091"
"Non-working","2005","Other degree","(Married) couple without C. ","215","0.5981940391299","0.546831877044456","0.649556201215344"
"Non-working","2005","Other degree","Single parent ","27","","",""
"Non-working","2005","Other degree","Couple + C. LE 16 ","72","0.337370243282245","0.274316616759815","0.400423869804675"
"Non-working","2005","Other degree","Couple + C. GT 16 ","88","0.361345438447666","0.29829473198863","0.424396144906702"
"Non-working","2005","Other degree","Couple + C. LE and GT 16","41","0.420953540584702","0.331873403657001","0.510033677512402"
"Non-working","2005","no degree/no degree yet","1-pers.-HH","28","","",""
"Non-working","2005","no degree/no degree yet","(Married) couple without C. ","66","0.782847170803887","0.695195566930314","0.870498774677461"
"Non-working","2005","no degree/no degree yet","Single parent ","106","0.913824375736671","0.863404914737079","0.964243836736264"
"Non-working","2005","no degree/no degree yet","Couple + C. LE 16 ","24","","",""
"Non-working","2005","no degree/no degree yet","Couple + C. GT 16 ","272","0.847898041870092","0.807726535076902","0.888069548663283"
"Non-working","2005","no degree/no degree yet","Couple + C. LE and GT 16","255","0.8467274642825","0.804829500643617","0.888625427921384"
"Other","2005","lower secondary degree","1-pers.-HH","36","0.0352134483394609","0.0249750195511147","0.045451877127807"
"Other","2005","lower secondary degree","(Married) couple without C. ","87","0.0274119168446298","0.0215875233336731","0.0332363103555864"
"Other","2005","lower secondary degree","Single parent ","34","0.119831433162587","0.0858076679404408","0.153855198384734"
"Other","2005","lower secondary degree","Couple + C. LE 16 ","70","0.073275303314988","0.0565632876615781","0.0899873189683979"
"Other","2005","lower secondary degree","Couple + C. GT 16 ","96","0.104832255091371","0.0856332669537615","0.12403124322898"
"Other","2005","lower secondary degree","Couple + C. LE and GT 16","58","0.159639073167765","0.123287909997352","0.195990236338179"
"Other","2005","secondary school degree","1-pers.-HH","37","0.0426586238405157","0.0284033266391003","0.0569139210419311"
"Other","2005","secondary school degree","(Married) couple without C. ","61","0.039579425579197","0.030589947333938","0.048568903824456"
"Other","2005","secondary school degree","Single parent ","44","0.108342977584358","0.0758272232642586","0.140858731904458"
"Other","2005","secondary school degree","Couple + C. LE 16 ","109","0.0800865762290986","0.0656980214122045","0.0944751310459927"
"Other","2005","secondary school degree","Couple + C. GT 16 ","123","0.111340276882178","0.0928688947671758","0.129811658997181"
"Other","2005","secondary school degree","Couple + C. LE and GT 16","77","0.180439279666038","0.146799561971426","0.21407899736065"
"Other","2005","college entrance qualification","1-pers.-HH","70","0.0735575189616076","0.0553308314041496","0.0917842065190657"
"Other","2005","college entrance qualification","(Married) couple without C. ","72","0.0481214422264991","0.0380681386993914","0.0581747457536068"
"Other","2005","college entrance qualification","Single parent ","28","","",""
"Other","2005","college entrance qualification","Couple + C. LE 16 ","74","0.0749007863482023","0.059706833235915","0.0900947394604896"
"Other","2005","college entrance qualification","Couple + C. GT 16 ","101","0.140130265786799","0.117439427041705","0.162821104531893"
"Other","2005","college entrance qualification","Couple + C. LE and GT 16","34","0.138946964731471","0.101796396799834","0.176097532663107"
"Other","2005","Other degree","1-pers.-HH","7","","",""
"Other","2005","Other degree","(Married) couple without C. ","18","","",""
"Other","2005","Other degree","Single parent ","3","","",""
"Other","2005","Other degree","Couple + C. LE 16 ","22","","",""
"Other","2005","Other degree","Couple + C. GT 16 ","17","","",""
"Other","2005","Other degree","Couple + C. LE and GT 16","8","","",""
"Other","2005","no degree/no degree yet","1-pers.-HH","3","","",""
"Other","2005","no degree/no degree yet","(Married) couple without C. ","3","","",""
"Other","2005","no degree/no degree yet","Single parent ","8","","",""
"Other","2005","no degree/no degree yet","Couple + C. LE 16 ","1","","",""
"Other","2005","no degree/no degree yet","Couple + C. GT 16 ","20","","",""
"Other","2005","no degree/no degree yet","Couple + C. LE and GT 16","19","","",""
"Full-time","2006","lower secondary degree","1-pers.-HH","270","0.205448309865535","0.184131563778957","0.226765055952114"
"Full-time","2006","lower secondary degree","(Married) couple without C. ","581","0.190540522444574","0.177223685405528","0.203857359483621"
"Full-time","2006","lower secondary degree","Single parent ","83","0.248690282615591","0.204100700627461","0.293279864603721"
"Full-time","2006","lower secondary degree","Couple + C. LE 16 ","500","0.525938748198082","0.494102857832821","0.557774638563343"
"Full-time","2006","lower secondary degree","Couple + C. GT 16 ","403","0.400303255805565","0.370511182772306","0.430095328838824"
"Full-time","2006","lower secondary degree","Couple + C. LE and GT 16","165","0.482435242816815","0.432128019511424","0.532742466122206"
"Full-time","2006","secondary school degree","1-pers.-HH","419","0.47051031069092","0.43760732680596","0.50341329457588"
"Full-time","2006","secondary school degree","(Married) couple without C. ","917","0.436741637001671","0.41531835321233","0.458164920791012"
"Full-time","2006","secondary school degree","Single parent ","143","0.342292992227718","0.295795092786982","0.388790891668454"
"Full-time","2006","secondary school degree","Couple + C. LE 16 ","607","0.470598041617608","0.444498807783427","0.49669727545179"
"Full-time","2006","secondary school degree","Couple + C. GT 16 ","593","0.507084654604582","0.478388399845076","0.535780909364088"
"Full-time","2006","secondary school degree","Couple + C. LE and GT 16","198","0.402050747812286","0.357864195035204","0.446237300589368"
"Full-time","2006","college entrance qualification","1-pers.-HH","460","0.517678282135924","0.484701203480379","0.55065536079147"
"Full-time","2006","college entrance qualification","(Married) couple without C. ","924","0.469148275467291","0.446708786149241","0.491587764785342"
"Full-time","2006","college entrance qualification","Single parent ","76","0.320624670241262","0.260307976589835","0.380941363892689"
"Full-time","2006","college entrance qualification","Couple + C. LE 16 ","694","0.533138135826201","0.505817701414667","0.560458570237736"
"Full-time","2006","college entrance qualification","Couple + C. GT 16 ","433","0.425744209426274","0.393982759716731","0.457505659135818"
"Full-time","2006","college entrance qualification","Couple + C. LE and GT 16","153","0.499215858912637","0.443556690373998","0.554875027451276"
"Full-time","2006","Other degree","1-pers.-HH","24","","",""
"Full-time","2006","Other degree","(Married) couple without C. ","106","0.251158139374006","0.209383125208258","0.292933153539753"
"Full-time","2006","Other degree","Single parent ","23","","",""
"Full-time","2006","Other degree","Couple + C. LE 16 ","99","0.355834600120679","0.295762064681079","0.41590713556028"
"Full-time","2006","Other degree","Couple + C. GT 16 ","83","0.408913855553286","0.34128354606176","0.476544165044812"
"Full-time","2006","Other degree","Couple + C. LE and GT 16","53","0.46537513218462","0.37130269893301","0.55944756543623"
"Full-time","2006","no degree/no degree yet","1-pers.-HH","8","","",""
"Full-time","2006","no degree/no degree yet","(Married) couple without C. ","15","","",""
"Full-time","2006","no degree/no degree yet","Single parent ","3","","",""
"Full-time","2006","no degree/no degree yet","Couple + C. LE 16 ","8","","",""
"Full-time","2006","no degree/no degree yet","Couple + C. GT 16 ","5","","",""
"Full-time","2006","no degree/no degree yet","Couple + C. LE and GT 16","6","","",""
"Part-time","2006","lower secondary degree","1-pers.-HH","38","0.0274480302942627","0.018827766644176","0.0360682939443494"
"Part-time","2006","lower secondary degree","(Married) couple without C. ","186","0.0539499044791792","0.0462893137565712","0.0616104952017871"
"Part-time","2006","lower secondary degree","Single parent ","53","0.148822258762118","0.112107678713438","0.185536838810798"
"Part-time","2006","lower secondary degree","Couple + C. LE 16 ","143","0.143872464490857","0.12149606221827","0.166248866763444"
"Part-time","2006","lower secondary degree","Couple + C. GT 16 ","103","0.0978716322873779","0.0798039309590276","0.115939333615728"
"Part-time","2006","lower secondary degree","Couple + C. LE and GT 16","49","0.118152854658374","0.0856555567104729","0.150650152606275"
"Part-time","2006","secondary school degree","1-pers.-HH","44","0.0468875876431469","0.0329520744856729","0.0608231008006208"
"Part-time","2006","secondary school degree","(Married) couple without C. ","201","0.0940200626417704","0.0814137092911069","0.106626415992434"
"Part-time","2006","secondary school degree","Single parent ","82","0.191992878608001","0.153394572175355","0.230591185040647"
"Part-time","2006","secondary school degree","Couple + C. LE 16 ","281","0.170240930220572","0.150588424795241","0.189893435645903"
"Part-time","2006","secondary school degree","Couple + C. GT 16 ","181","0.139238964078084","0.119367928206643","0.159109999949526"
"Part-time","2006","secondary school degree","Couple + C. LE and GT 16","94","0.192717954028185","0.157171911532504","0.228263996523867"
"Part-time","2006","college entrance qualification","1-pers.-HH","53","0.0631332850359454","0.047083031498938","0.0791835385729528"
"Part-time","2006","college entrance qualification","(Married) couple without C. ","155","0.0948153851936561","0.0816425493654231","0.107988221021889"
"Part-time","2006","college entrance qualification","Single parent ","44","0.18773048024691","0.137264159110138","0.238196801383683"
"Part-time","2006","college entrance qualification","Couple + C. LE 16 ","253","0.179253210031339","0.15824874652095","0.200257673541727"
"Part-time","2006","college entrance qualification","Couple + C. GT 16 ","105","0.100805783932681","0.0814663958460605","0.120145172019302"
"Part-time","2006","college entrance qualification","Couple + C. LE and GT 16","57","0.152640095399665","0.112605493563155","0.192674697236175"
"Part-time","2006","Other degree","1-pers.-HH","1","","",""
"Part-time","2006","Other degree","(Married) couple without C. ","30","0.0796834713495926","0.0535978819377902","0.105769060761395"
"Part-time","2006","Other degree","Single parent ","11","","",""
"Part-time","2006","Other degree","Couple + C. LE 16 ","36","0.139625677007013","0.0961366647159061","0.183114689298121"
"Part-time","2006","Other degree","Couple + C. GT 16 ","20","","",""
"Part-time","2006","Other degree","Couple + C. LE and GT 16","13","","",""
"Part-time","2006","no degree/no degree yet","1-pers.-HH","","","",""
"Part-time","2006","no degree/no degree yet","(Married) couple without C. ","5","","",""
"Part-time","2006","no degree/no degree yet","Single parent ","3","","",""
"Part-time","2006","no degree/no degree yet","Couple + C. LE 16 ","1","","",""
"Part-time","2006","no degree/no degree yet","Couple + C. GT 16 ","5","","",""
"Part-time","2006","no degree/no degree yet","Couple + C. LE and GT 16","5","","",""
"Non-working","2006","lower secondary degree","1-pers.-HH","1043","0.736648420330889","0.713409997871412","0.759886842790367"
"Non-working","2006","lower secondary degree","(Married) couple without C. ","2470","0.723513292704124","0.708347321092038","0.73867926431621"
"Non-working","2006","lower secondary degree","Single parent ","188","0.494920621159717","0.443345283069227","0.546495959250206"
"Non-working","2006","lower secondary degree","Couple + C. LE 16 ","239","0.265748779777286","0.237585050257367","0.293912509297205"
"Non-working","2006","lower secondary degree","Couple + C. GT 16 ","414","0.361979130118059","0.332757830606902","0.391200429629216"
"Non-working","2006","lower secondary degree","Couple + C. LE and GT 16","99","0.237243954358471","0.194416832180225","0.280071076536717"
"Non-working","2006","secondary school degree","1-pers.-HH","372","0.437755607743572","0.405051644660218","0.470459570826926"
"Non-working","2006","secondary school degree","(Married) couple without C. ","859","0.416444007135305","0.395150877762534","0.437737136508076"
"Non-working","2006","secondary school degree","Single parent ","126","0.324193945096359","0.278323644695447","0.370064245497272"
"Non-working","2006","secondary school degree","Couple + C. LE 16 ","381","0.265711859436448","0.242615227413802","0.288808491459095"
"Non-working","2006","secondary school degree","Couple + C. GT 16 ","253","0.22297482920033","0.199083281767026","0.246866376633633"
"Non-working","2006","secondary school degree","Couple + C. LE and GT 16","111","0.25667815114338","0.217314042563471","0.296042259723289"
"Non-working","2006","college entrance qualification","1-pers.-HH","289","0.334678039339221","0.303536266257845","0.365819812420596"
"Non-working","2006","college entrance qualification","(Married) couple without C. ","735","0.386314840094935","0.364421360182591","0.408208320007279"
"Non-working","2006","college entrance qualification","Single parent ","84","0.37004736035538","0.307649919457825","0.432444801252934"
"Non-working","2006","college entrance qualification","Couple + C. LE 16 ","268","0.237026509591165","0.213738803514422","0.260314215667908"
