"erwst","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Full-time","1985","Part Time","general elemantary","171","0.261459697245291","0.224362321791523","0.298557072699059","1"
"Full-time","1985","Part Time","middle vocational","292","0.309202505588703","0.279025053115161","0.339379958062246","1"
"Full-time","1985","Part Time","vocational + Abi","21","","","","1"
"Full-time","1985","Part Time","higher vocational","30","0.283560995692996","0.197349277896964","0.369772713489027","1"
"Full-time","1985","Part Time","higher education","75","0.490615590487956","0.409246851304066","0.571984329671846","1"
"Full-time","1985","Not Working","in school","","","","","1"
"Full-time","1985","Not Working","inadequately","2","","","","1"
"Full-time","1985","Not Working","general elemantary","30","0.0105116664229072","0.00541470850889833","0.0156086243369161","1"
"Full-time","1985","Not Working","middle vocational","38","0.0123741017631015","0.00715727256570263","0.0175909309605003","1"
"Full-time","1985","Not Working","vocational + Abi","1","","","","1"
"Full-time","1985","Not Working","higher vocational","2","","","","1"
"Full-time","1985","Not Working","higher education","6","","","","1"
"Non-working","1985","Part Time","higher vocational","18","","","","5"
"Non-working","1985","Full Time","middle vocational","78","0.0292655636235536","0.0227516608300075","0.0357794664170998","5"
"Non-working","1985","Full Time","general elemantary","41","0.0430390666097437","0.0304731909887828","0.0556049422307045","5"
"Non-working","1985","Part Time","higher education","21","","","","5"
"Non-working","1985","Full Time","inadequately","10","","","","5"
"Non-working","1985","Full Time","vocational + Abi","7","","","","5"
"Non-working","1985","Part Time","vocational + Abi","10","","","","5"
"Non-working","1985","Full Time","higher education","9","","","","5"
"Non-working","1985","Full Time","higher vocational","10","","","","5"
"Non-working","1985","Full Time","in school","","","","","5"
"Non-working","1985","Part Time","in school","4","","","","5"
"Non-working","1985","Part Time","middle vocational","196","0.222888070892352","0.1957129868378","0.250063154946905","5"
"Non-working","1985","Part Time","inadequately","28","","","","5"
"Non-working","1985","Part Time","general elemantary","71","0.123535536862663","0.0957565234219119","0.151314550303413","5"
"Non-working","1985","Not Working","higher vocational","164","0.976090009629302","0.953057600139553","0.999122419119051","5"
"Non-working","1985","Not Working","higher education","134","0.921053474277559","0.87790043434183","0.964206514213288","5"
"Non-working","1985","Not Working","in school","177","0.983939477568979","0.965575114705795","1.00230384043216","5"
"Non-working","1985","Not Working","inadequately","337","0.982670254879519","0.968839845646493","0.996500664112545","5"
"Non-working","1985","Not Working","general elemantary","1475","0.97295979424212","0.964853499949946","0.981066088534295","5"
"Non-working","1985","Not Working","middle vocational","1643","0.96788225316741","0.959561984696117","0.976202521638703","5"
"Non-working","1985","Not Working","vocational + Abi","73","0.948400949835773","0.899619872322745","0.997182027348801","5"
"Other","1985","Not Working","higher education","8","","","","6"
"Other","1985","Not Working","higher vocational","1","","","","6"
"Other","1985","Part Time","higher education","10","","","","6"
"Other","1985","Part Time","higher vocational","11","","","","6"
"Other","1985","Full Time","general elemantary","109","0.14977518428346","0.127679825912574","0.171870542654346","6"
"Other","1985","Part Time","vocational + Abi","4","","","","6"
"Other","1985","Full Time","inadequately","7","","","","6"
"Other","1985","Part Time","middle vocational","91","0.106670638208629","0.0865141928050641","0.126827083612193","6"
"Other","1985","Not Working","in school","2","","","","6"
"Other","1985","Not Working","inadequately","1","","","","6"
"Other","1985","Not Working","general elemantary","25","","","","6"
"Other","1985","Not Working","vocational + Abi","5","","","","6"
"Other","1985","Not Working","middle vocational","28","","","","6"
"Other","1985","Full Time","in school","","","","","6"
"Other","1985","Full Time","middle vocational","59","0.020643342190157","0.0151482743968207","0.0261384099834933","6"
"Other","1985","Full Time","vocational + Abi","1","","","","6"
"Other","1985","Full Time","higher vocational","7","","","","6"
"Other","1985","Full Time","higher education","5","","","","6"
"Other","1985","Part Time","in school","3","","","","6"
"Other","1985","Part Time","inadequately","10","","","","6"
"Other","1985","Part Time","general elemantary","123","0.246101785862484","0.209738137597812","0.282465434127156","6"
"Part-time","1985","Full Time","general elemantary","25","","","","2"
"Part-time","1985","Not Working","higher vocational","2","","","","2"
"Part-time","1985","Full Time","middle vocational","53","0.0210838508291604","0.0155317119241538","0.026635989734167","2"
"Part-time","1985","Full Time","vocational + Abi","4","","","","2"
"Part-time","1985","Full Time","higher vocational","7","","","","2"
"Part-time","1985","Full Time","higher education","9","","","","2"
"Part-time","1985","Not Working","higher education","2","","","","2"
"Part-time","1985","Full Time","inadequately","3","","","","2"
"Part-time","1985","Part Time","middle vocational","322","0.361238785310316","0.329873289921303","0.392604280699328","2"
"Part-time","1985","Part Time","vocational + Abi","15","","","","2"
"Part-time","1985","Part Time","higher vocational","46","0.411626061357078","0.317495296576305","0.50575682613785","2"
"Part-time","1985","Part Time","higher education","39","0.28368468234014","0.210312041210403","0.357057323469877","2"
"Part-time","1985","Not Working","in school","1","","","","2"
"Part-time","1985","Not Working","inadequately","2","","","","2"
"Part-time","1985","Not Working","general elemantary","8","","","","2"
"Part-time","1985","Not Working","middle vocational","16","","","","2"
"Part-time","1985","Not Working","vocational + Abi","","","","","2"
"Part-time","1985","Full Time","in school","","","","","2"
"Part-time","1985","Part Time","in school","","","","","2"
"Part-time","1985","Part Time","inadequately","22","","","","2"
"Part-time","1985","Part Time","general elemantary","174","0.368902980029563","0.328168905384197","0.409637054674928","2"
"Full-time","1986","Full Time","general elemantary","820","0.768877667298556","0.742892704905447","0.794862629691665","1"
"Full-time","1986","Full Time","middle vocational","2346","0.944641426448139","0.935671998222369","0.953610854673909","1"
"Full-time","1986","Full Time","vocational + Abi","145","0.916942242508064","0.873213854636725","0.960670630379403","1"
"Full-time","1986","Full Time","higher vocational","302","0.948660216650467","0.924442393166682","0.972878040134251","1"
"Full-time","1986","Full Time","higher education","423","0.903760275927107","0.877238347729351","0.930282204124863","1"
"Full-time","1986","Part Time","in school","","","","","1"
"Full-time","1986","Part Time","inadequately","45","0.43812104458416","0.344110916890139","0.532131172278181","1"
"Full-time","1986","Full Time","in school","","","","","1"
"Full-time","1986","Full Time","inadequately","342","0.921637205322943","0.893837779632903","0.949436631012983","1"
"Full-time","1986","Part Time","general elemantary","124","0.172285589391275","0.140196528337954","0.204374650444595","1"
"Full-time","1986","Part Time","middle vocational","263","0.280933018386659","0.251254227553119","0.3106118092202","1"
"Full-time","1986","Part Time","vocational + Abi","20","","","","1"
"Full-time","1986","Part Time","higher vocational","26","","","","1"
"Full-time","1986","Part Time","higher education","56","0.410977796753959","0.327044141233446","0.494911452274473","1"
"Full-time","1986","Not Working","in school","1","","","","1"
"Full-time","1986","Not Working","inadequately","7","","","","1"
"Full-time","1986","Not Working","general elemantary","23","","","","1"
"Full-time","1986","Not Working","middle vocational","29","","","","1"
"Full-time","1986","Not Working","vocational + Abi","","","","","1"
"Full-time","1986","Not Working","higher vocational","5","","","","1"
"Full-time","1986","Not Working","higher education","6","","","","1"
"Non-working","1986","Full Time","general elemantary","39","0.041088839208098","0.0288532852643003","0.0533243931518957","5"
"Non-working","1986","Full Time","higher vocational","9","","","","5"
"Non-working","1986","Full Time","middle vocational","69","0.0242536307550475","0.0182197645966646","0.0302874969134305","5"
"Non-working","1986","Part Time","higher vocational","23","","","","5"
"Non-working","1986","Part Time","higher education","24","","","","5"
"Non-working","1986","Full Time","inadequately","10","","","","5"
"Non-working","1986","Full Time","vocational + Abi","5","","","","5"
"Non-working","1986","Full Time","higher education","7","","","","5"
"Non-working","1986","Part Time","vocational + Abi","12","","","","5"
"Non-working","1986","Full Time","in school","","","","","5"
"Non-working","1986","Part Time","in school","4","","","","5"
"Non-working","1986","Part Time","middle vocational","205","0.244911388255088","0.216514968518924","0.273307807991252","5"
"Non-working","1986","Part Time","inadequately","28","","","","5"
"Non-working","1986","Part Time","general elemantary","103","0.192476374444506","0.158975309847265","0.225977439041746","5"
"Non-working","1986","Not Working","higher vocational","156","0.955217713976849","0.92365964417426","0.986775783779437","5"
"Non-working","1986","Not Working","higher education","133","0.929086741251299","0.887163128776403","0.971010353726195","5"
"Non-working","1986","Not Working","in school","179","0.975301447268009","0.952814643332482","0.997788251203536","5"
"Non-working","1986","Not Working","inadequately","313","0.975096210447432","0.958128156390443","0.992064264504421","5"
"Non-working","1986","Not Working","general elemantary","1336","0.979488382560869","0.972012700023249","0.986964065098488","5"
"Non-working","1986","Not Working","middle vocational","1572","0.966663330446112","0.957967271427747","0.975359389464478","5"
"Non-working","1986","Not Working","vocational + Abi","70","0.964498241536035","0.922049744926623","1.00694673814545","5"
"Other","1986","Part Time","higher vocational","13","","","","6"
"Other","1986","Part Time","vocational + Abi","9","","","","6"
"Other","1986","Full Time","general elemantary","131","0.162549982805281","0.139807104626716","0.185292860983847","6"
"Other","1986","Not Working","higher education","3","","","","6"
"Other","1986","Part Time","middle vocational","142","0.1660239429403","0.141452973602781","0.190594912277819","6"
"Other","1986","Part Time","higher education","15","","","","6"
"Other","1986","Not Working","higher vocational","4","","","","6"
"Other","1986","Full Time","inadequately","4","","","","6"
"Other","1986","Full Time","middle vocational","56","0.0195530430120185","0.0141223150422259","0.024983770981811","6"
"Other","1986","Full Time","in school","","","","","6"
"Other","1986","Full Time","vocational + Abi","2","","","","6"
"Other","1986","Full Time","higher vocational","3","","","","6"
"Other","1986","Full Time","higher education","7","","","","6"
"Other","1986","Part Time","in school","1","","","","6"
"Other","1986","Part Time","inadequately","15","","","","6"
"Other","1986","Part Time","general elemantary","154","0.311440832647245","0.272090293852938","0.350791371441552","6"
"Other","1986","Not Working","in school","3","","","","6"
"Other","1986","Not Working","inadequately","4","","","","6"
"Other","1986","Not Working","general elemantary","16","","","","6"
"Other","1986","Not Working","middle vocational","27","","","","6"
"Other","1986","Not Working","vocational + Abi","2","","","","6"
"Part-time","1986","Full Time","general elemantary","21","","","","2"
"Part-time","1986","Full Time","middle vocational","26","","","","2"
"Part-time","1986","Full Time","higher vocational","5","","","","2"
"Part-time","1986","Full Time","higher education","38","0.0685808746779867","0.0458521340978172","0.0913096152581561","2"
"Part-time","1986","Full Time","inadequately","3","","","","2"
"Part-time","1986","Full Time","vocational + Abi","1","","","","2"
"Part-time","1986","Not Working","higher vocational","","","","","2"
"Part-time","1986","Not Working","higher education","2","","","","2"
"Part-time","1986","Full Time","in school","","","","","2"
"Part-time","1986","Part Time","in school","","","","","2"
"Part-time","1986","Part Time","inadequately","19","","","","2"
"Part-time","1986","Part Time","general elemantary","151","0.323797203516974","0.284035287568317","0.363559119465632","2"
"Part-time","1986","Part Time","middle vocational","271","0.308131650417953","0.277642872020123","0.338620428815782","2"
"Part-time","1986","Part Time","vocational + Abi","11","","","","2"
"Part-time","1986","Part Time","higher vocational","37","0.381506068378443","0.285819949317418","0.477192187439469","2"
"Part-time","1986","Part Time","higher education","37","0.291173219753654","0.213672292521583","0.368674146985724","2"
"Part-time","1986","Not Working","in school","","","","","2"
"Part-time","1986","Not Working","inadequately","","","","","2"
"Part-time","1986","Not Working","general elemantary","6","","","","2"
"Part-time","1986","Not Working","middle vocational","9","","","","2"
"Part-time","1986","Not Working","vocational + Abi","1","","","","2"
"Full-time","1987","Full Time","general elemantary","792","0.746526228294559","0.719765118560141","0.773287338028977","1"
"Full-time","1987","Full Time","middle vocational","2400","0.939048404928503","0.92977723911814","0.948319570738865","1"
"Full-time","1987","Full Time","vocational + Abi","142","0.88998402828675","0.840881396743645","0.939086659829855","1"
"Full-time","1987","Full Time","higher vocational","294","0.967983877021062","0.948194608988015","0.987773145054109","1"
"Full-time","1987","Full Time","higher education","432","0.943323848205972","0.922054668093358","0.964593028318586","1"
"Full-time","1987","Part Time","in school","","","","","1"
"Full-time","1987","Part Time","inadequately","41","0.347368219807057","0.260722273955682","0.434014165658433","1"
"Full-time","1987","Part Time","vocational + Abi","16","","","","1"
"Full-time","1987","Part Time","higher vocational","24","","","","1"
"Full-time","1987","Part Time","higher education","75","0.490247909500108","0.409435732457427","0.571060086542789","1"
"Full-time","1987","Not Working","in school","","","","","1"
"Full-time","1987","Not Working","inadequately","","","","","1"
"Full-time","1987","Not Working","general elemantary","13","","","","1"
"Full-time","1987","Not Working","middle vocational","21","","","","1"
"Full-time","1987","Full Time","in school","","","","","1"
"Full-time","1987","Full Time","inadequately","322","0.865948065916729","0.830456192375555","0.901439939457903","1"
"Full-time","1987","Part Time","general elemantary","111","0.175748498506344","0.143253354303819","0.208243642708869","1"
"Full-time","1987","Part Time","middle vocational","218","0.252172722224074","0.222647220674493","0.281698223773654","1"
"Full-time","1987","Not Working","vocational + Abi","3","","","","1"
"Full-time","1987","Not Working","higher vocational","","","","","1"
"Full-time","1987","Not Working","higher education","6","","","","1"
"Non-working","1987","Full Time","general elemantary","38","0.0301664731944652","0.019643803547408","0.0406891428415223","5"
"Non-working","1987","Full Time","inadequately","18","","","","5"
"Non-working","1987","Full Time","middle vocational","54","0.0205929774096812","0.0150894770482392","0.0260964777711232","5"
"Non-working","1987","Full Time","vocational + Abi","10","","","","5"
"Non-working","1987","Part Time","higher vocational","23","","","","5"
"Non-working","1987","Part Time","higher education","17","","","","5"
"Non-working","1987","Full Time","higher vocational","8","","","","5"
"Non-working","1987","Part Time","vocational + Abi","10","","","","5"
"Non-working","1987","Full Time","in school","","","","","5"
"Non-working","1987","Part Time","middle vocational","188","0.244491521046273","0.215270246699759","0.273712795392788","5"
"Non-working","1987","Full Time","higher education","11","","","","5"
"Non-working","1987","Part Time","in school","7","","","","5"
"Non-working","1987","Part Time","inadequately","33","0.317837644486088","0.233102097367166","0.40257319160501","5"
"Non-working","1987","Part Time","general elemantary","100","0.18393919248815","0.15086104482689","0.21701734014941","5"
"Non-working","1987","Not Working","general elemantary","1280","0.98412600787742","0.977370567746788","0.990881448008052","5"
"Non-working","1987","Not Working","in school","175","0.974722992290282","0.951728437188955","0.997717547391608","5"
"Non-working","1987","Not Working","inadequately","289","0.998336956735461","0.993655382175262","1.00301853129566","5"
"Non-working","1987","Not Working","middle vocational","1550","0.979054715606147","0.972031399016948","0.986078032195346","5"
"Non-working","1987","Not Working","vocational + Abi","67","0.932035088812807","0.873899730834355","0.990170446791258","5"
"Non-working","1987","Not Working","higher vocational","159","0.990045359361272","0.974758054609465","1.00533266411308","5"
"Non-working","1987","Not Working","higher education","133","0.947515729898837","0.91096568898284","0.984065770814834","5"
"Other","1987","Part Time","vocational + Abi","11","","","","6"
"Other","1987","Part Time","middle vocational","125","0.140787142629081","0.117139957025164","0.164434328232997","6"
"Other","1987","Part Time","higher vocational","11","","","","6"
"Other","1987","Not Working","higher education","3","","","","6"
"Other","1987","Full Time","general elemantary","173","0.205077940027976","0.180238785017127","0.229917095038826","6"
"Other","1987","Full Time","inadequately","6","","","","6"
"Other","1987","Full Time","middle vocational","73","0.0276024236945","0.0212535985848201","0.03395124880418","6"
"Other","1987","Full Time","in school","","","","","6"
"Other","1987","Full Time","vocational + Abi","2","","","","6"
"Other","1987","Full Time","higher vocational","1","","","","6"
"Other","1987","Full Time","higher education","5","","","","6"
"Other","1987","Part Time","in school","3","","","","6"
"Other","1987","Part Time","inadequately","17","","","","6"
"Other","1987","Part Time","general elemantary","141","0.243232370687727","0.206602554173131","0.279862187202322","6"
"Other","1987","Part Time","higher education","13","","","","6"
"Other","1987","Not Working","higher vocational","","","","","6"
"Other","1987","Not Working","in school","3","","","","6"
"Other","1987","Not Working","inadequately","2","","","","6"
"Other","1987","Not Working","general elemantary","16","","","","6"
"Other","1987","Not Working","middle vocational","17","","","","6"
"Other","1987","Not Working","vocational + Abi","2","","","","6"
"Part-time","1987","Full Time","higher vocational","1","","","","2"
"Part-time","1987","Full Time","general elemantary","12","","","","2"
"Part-time","1987","Full Time","middle vocational","31","0.012756193967316","0.00840738243259635","0.0171050055020357","2"
"Part-time","1987","Full Time","higher education","6","","","","2"
"Part-time","1987","Full Time","inadequately","8","","","","2"
"Part-time","1987","Full Time","vocational + Abi","2","","","","2"
"Part-time","1987","Full Time","in school","","","","","2"
"Part-time","1987","Part Time","in school","2","","","","2"
"Part-time","1987","Part Time","inadequately","25","","","","2"
"Part-time","1987","Part Time","general elemantary","175","0.397079938317779","0.355305403379478","0.43885447325608","2"
"Part-time","1987","Part Time","middle vocational","300","0.362548614100572","0.329863181404332","0.395234046796813","2"
"Part-time","1987","Part Time","vocational + Abi","13","","","","2"
"Part-time","1987","Part Time","higher vocational","45","0.431169195977868","0.335528022726508","0.526810369229228","2"
"Part-time","1987","Part Time","higher education","42","0.291610722823854","0.218137826925417","0.365083618722291","2"
"Part-time","1987","Not Working","in school","1","","","","2"
"Part-time","1987","Not Working","inadequately","","","","","2"
"Part-time","1987","Not Working","general elemantary","6","","","","2"
"Part-time","1987","Not Working","middle vocational","9","","","","2"
"Part-time","1987","Not Working","vocational + Abi","","","","","2"
"Part-time","1987","Not Working","higher vocational","3","","","","2"
"Part-time","1987","Not Working","higher education","1","","","","2"
"Full-time","1988","Full Time","general elemantary","742","0.756112802350455","0.728905848518689","0.783319756182221","1"
"Full-time","1988","Full Time","middle vocational","2234","0.931673462757209","0.921604470480378","0.941742455034041","1"
"Full-time","1988","Full Time","vocational + Abi","130","0.880887800960544","0.827797096084061","0.933978505837026","1"
"Full-time","1988","Full Time","higher vocational","287","0.976990980132561","0.959852639812734","0.994129320452388","1"
"Full-time","1988","Full Time","higher education","413","0.980207160297115","0.966995811989996","0.993418508604233","1"
"Full-time","1988","Part Time","in school","","","","","1"
"Full-time","1988","Part Time","inadequately","33","0.327402651746204","0.235428294245071","0.419377009247338","1"
"Full-time","1988","Part Time","vocational + Abi","17","","","","1"
"Full-time","1988","Part Time","higher vocational","28","","","","1"
"Full-time","1988","Part Time","higher education","67","0.457364290442661","0.376277632370817","0.538450948514504","1"
"Full-time","1988","Not Working","in school","","","","","1"
"Full-time","1988","Not Working","inadequately","4","","","","1"
"Full-time","1988","Not Working","general elemantary","14","","","","1"
"Full-time","1988","Not Working","middle vocational","18","","","","1"
"Full-time","1988","Full Time","in school","","","","","1"
"Full-time","1988","Full Time","inadequately","284","0.902411190861699","0.868941872703568","0.935880509019831","1"
"Full-time","1988","Part Time","general elemantary","120","0.164612559082214","0.134169652332091","0.195055465832337","1"
"Full-time","1988","Part Time","middle vocational","211","0.237796060189335","0.208971412764763","0.266620707613907","1"
"Full-time","1988","Not Working","vocational + Abi","4","","","","1"
"Full-time","1988","Not Working","higher vocational","1","","","","1"
"Full-time","1988","Not Working","higher education","7","","","","1"
"Non-working","1988","Part Time","higher vocational","18","","","","5"
"Non-working","1988","Full Time","general elemantary","25","","","","5"
"Non-working","1988","Part Time","vocational + Abi","19","","","","5"
"Non-working","1988","Part Time","higher education","21","","","","5"
"Non-working","1988","Full Time","inadequately","8","","","","5"
"Non-working","1988","Full Time","middle vocational","80","0.0303688465790579","0.0235206397508991","0.0372170534072166","5"
"Non-working","1988","Full Time","vocational + Abi","4","","","","5"
"Non-working","1988","Full Time","higher vocational","5","","","","5"
"Non-working","1988","Part Time","middle vocational","213","0.268420800599221","0.23841778969419","0.298423811504251","5"
"Non-working","1988","Full Time","in school","","","","","5"
"Non-working","1988","Full Time","higher education","7","","","","5"
"Non-working","1988","Part Time","in school","3","","","","5"
"Non-working","1988","Part Time","inadequately","30","0.390509302545884","0.294889614235513","0.486128990856255","5"
"Non-working","1988","Part Time","general elemantary","131","0.220820872119309","0.186768342544691","0.254873401693927","5"
"Non-working","1988","Not Working","in school","153","0.988742352553712","0.972133193938411","1.00535151116901","5"
"Non-working","1988","Not Working","inadequately","291","0.968593122556805","0.948856604599407","0.988329640514204","5"
"Non-working","1988","Not Working","general elemantary","1179","0.982306547730028","0.974881387526469","0.989731707933587","5"
"Non-working","1988","Not Working","middle vocational","1463","0.97701907640475","0.969453766449793","0.984584386359707","5"
"Non-working","1988","Not Working","vocational + Abi","65","0.909399968215121","0.842633168651142","0.976166767779101","5"
"Non-working","1988","Not Working","higher vocational","146","0.971852027300344","0.94547151346456","0.998232541136129","5"
"Non-working","1988","Not Working","higher education","119","0.939485691168165","0.898498275273497","0.980473107062833","5"
"Other","1988","Not Working","higher education","4","","","","6"
"Other","1988","Part Time","vocational + Abi","11","","","","6"
"Other","1988","Full Time","general elemantary","177","0.198466326425916","0.173196839511004","0.223735813340828","6"
"Other","1988","Full Time","middle vocational","73","0.0265947031970156","0.0201736855162316","0.0330157208777995","6"
"Other","1988","Part Time","middle vocational","110","0.123785515787329","0.101487500390578","0.14608353118408","6"
"Other","1988","Part Time","higher vocational","12","","","","6"
"Other","1988","Full Time","inadequately","8","","","","6"
"Other","1988","Not Working","higher vocational","2","","","","6"
"Other","1988","Full Time","in school","","","","","6"
"Other","1988","Full Time","vocational + Abi","7","","","","6"
"Other","1988","Full Time","higher vocational","1","","","","6"
"Other","1988","Full Time","higher education","2","","","","6"
"Other","1988","Part Time","in school","2","","","","6"
"Other","1988","Part Time","inadequately","5","","","","6"
"Other","1988","Part Time","general elemantary","144","0.250932167362088","0.215340412152661","0.286523922571516","6"
"Other","1988","Part Time","higher education","14","","","","6"
"Other","1988","Not Working","in school","2","","","","6"
"Other","1988","Not Working","inadequately","4","","","","6"
"Other","1988","Not Working","general elemantary","12","","","","6"
