"erwst","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Full-time","2016","Part Time","(1c) basic vocational qualification","204","0.182069908215729","0.159549787147191","0.204590029284268"
"Full-time","2016","Part Time","(2b) intermediate general qualification","18","","",""
"Full-time","2016","Part Time","(2a) intermediate vocational","249","0.165867792364926","0.147920266148224","0.183815318581627"
"Full-time","2016","Part Time","(2c_gen) general maturity certificate","53","0.112073177135463","0.0849073682645145","0.139238986006412"
"Full-time","2016","Part Time","(2c_voc) vocational maturity certificate","129","0.202758621094874","0.175223263528656","0.230293978661091"
"Full-time","2016","Part Time","(3a) lower tertiary education","89","0.229643320834651","0.191658465836755","0.267628175832546"
"Full-time","2016","Part Time","(3b) higher tertiary education","286","0.300136775095431","0.274387263578965","0.325886286611897"
"Full-time","2016","Not Working","(0) in school","1","","",""
"Full-time","2016","Not Working","(1a) inadequately completed","39","0.0179530888075036","0.0119636959185049","0.0239424816965022"
"Full-time","2016","Not Working","(1b) general elementary school","40","0.00781201168705114","0.00385749835818393","0.0117665250159183"
"Full-time","2016","Not Working","(1c) basic vocational qualification","22","","",""
"Full-time","2016","Not Working","(2b) intermediate general qualification","9","","",""
"Full-time","2016","Not Working","(2a) intermediate vocational","13","","",""
"Full-time","2016","Not Working","(2c_gen) general maturity certificate","33","0.0221861919333508","0.0134939901304637","0.0308783937362379"
"Full-time","2016","Not Working","(2c_voc) vocational maturity certificate","19","","",""
"Full-time","2016","Not Working","(3a) lower tertiary education","11","","",""
"Full-time","2016","Not Working","(3b) higher tertiary education","55","0.0151146459930536","0.00939663460724565","0.0208326573788616"
"Part-time","2016","Full Time","(0) in school","","","",""
"Part-time","2016","Full Time","(1a) inadequately completed","6","","",""
"Part-time","2016","Full Time","(1b) general elementary school","19","","",""
"Part-time","2016","Full Time","(1c) basic vocational qualification","72","0.039273113747731","0.0297849364129107","0.0487612910825512"
"Part-time","2016","Full Time","(2b) intermediate general qualification","10","","",""
"Part-time","2016","Full Time","(2a) intermediate vocational","180","0.0687876232241269","0.0585916547552373","0.0789835916930166"
"Part-time","2016","Full Time","(2c_gen) general maturity certificate","15","","",""
"Part-time","2016","Full Time","(2c_voc) vocational maturity certificate","98","0.0654947351363691","0.0512762835035222","0.0797131867692161"
"Part-time","2016","Full Time","(3a) lower tertiary education","51","0.0607860329342256","0.0446085759614409","0.0769634899070104"
"Part-time","2016","Full Time","(3b) higher tertiary education","159","0.0800323770703054","0.0677733102803869","0.092291443860224"
"Part-time","2016","Part Time","(0) in school","1","","",""
"Part-time","2016","Part Time","(1a) inadequately completed","38","0.269815903955791","0.194381019792795","0.345250788118786"
"Part-time","2016","Part Time","(1b) general elementary school","162","0.332430364868443","0.291505445717007","0.373355284019878"
"Part-time","2016","Part Time","(1c) basic vocational qualification","447","0.396206793597468","0.367663859729681","0.424749727465256"
"Part-time","2016","Part Time","(2b) intermediate general qualification","49","0.241666670667359","0.18248482381251","0.300848517522208"
"Part-time","2016","Part Time","(2a) intermediate vocational","905","0.495676582893743","0.471551995902483","0.519801169885003"
"Part-time","2016","Part Time","(2c_gen) general maturity certificate","111","0.153724986380143","0.122664289025626","0.184785683734659"
"Part-time","2016","Part Time","(2c_voc) vocational maturity certificate","470","0.513464847783165","0.479233924724697","0.547695770841633"
"Part-time","2016","Part Time","(3a) lower tertiary education","237","0.428679568528308","0.383986115705507","0.473373021351108"
"Part-time","2016","Part Time","(3b) higher tertiary education","550","0.384297352939479","0.356968461920143","0.411626243958814"
"Part-time","2016","Not Working","(0) in school","","","",""
"Part-time","2016","Not Working","(1a) inadequately completed","38","0.0284504632843413","0.0209511025948414","0.0359498239738411"
"Part-time","2016","Not Working","(1b) general elementary school","37","0.0098272012109288","0.00539637170697358","0.014258030714884"
"Part-time","2016","Not Working","(1c) basic vocational qualification","22","","",""
"Part-time","2016","Not Working","(2b) intermediate general qualification","2","","",""
"Part-time","2016","Not Working","(2a) intermediate vocational","26","","",""
"Part-time","2016","Not Working","(2c_gen) general maturity certificate","25","","",""
"Part-time","2016","Not Working","(2c_voc) vocational maturity certificate","18","","",""
"Part-time","2016","Not Working","(3a) lower tertiary education","5","","",""
"Part-time","2016","Not Working","(3b) higher tertiary education","40","0.0198122931713383","0.0132813608256051","0.0263432255170714"
"Non-working","2016","Full Time","(0) in school","1","","",""
"Non-working","2016","Full Time","(1a) inadequately completed","5","","",""
"Non-working","2016","Full Time","(1b) general elementary school","18","","",""
"Non-working","2016","Full Time","(1c) basic vocational qualification","53","0.0364374104370436","0.027284717966345","0.0455901029077421"
"Non-working","2016","Full Time","(2b) intermediate general qualification","6","","",""
"Non-working","2016","Full Time","(2a) intermediate vocational","65","0.0270232238643523","0.0204908839009712","0.0335555638277333"
"Non-working","2016","Full Time","(2c_gen) general maturity certificate","11","","",""
"Non-working","2016","Full Time","(2c_voc) vocational maturity certificate","32","0.0196808102172881","0.0116978590544156","0.0276637613801606"
"Non-working","2016","Full Time","(3a) lower tertiary education","16","","",""
"Non-working","2016","Full Time","(3b) higher tertiary education","42","0.0127401412613844","0.00767325514897063","0.0178070273737982"
"Non-working","2016","Part Time","(0) in school","27","","",""
"Non-working","2016","Part Time","(1a) inadequately completed","30","0.225384854354932","0.154373527604334","0.29639618110553"
"Non-working","2016","Part Time","(1b) general elementary school","121","0.287800292626117","0.248469227212546","0.327131358039687"
"Non-working","2016","Part Time","(1c) basic vocational qualification","211","0.189159937516519","0.166305227179873","0.212014647853166"
"Non-working","2016","Part Time","(2b) intermediate general qualification","37","0.159872221083358","0.10920708201321","0.210537360153506"
"Non-working","2016","Part Time","(2a) intermediate vocational","217","0.16259247912108","0.144788184431969","0.180396773810191"
"Non-working","2016","Part Time","(2c_gen) general maturity certificate","129","0.249937915389558","0.212651735625188","0.287224095153928"
"Non-working","2016","Part Time","(2c_voc) vocational maturity certificate","93","0.117007641033633","0.0949940078901245","0.139021274177141"
"Non-working","2016","Part Time","(3a) lower tertiary education","77","0.195338767413251","0.159534202717989","0.231143332108513"
"Non-working","2016","Part Time","(3b) higher tertiary education","212","0.193627463680409","0.171427403882824","0.215827523477995"
"Non-working","2016","Not Working","(0) in school","589","0.874715846418275","0.849779356289125","0.899652336547425"
"Non-working","2016","Not Working","(1a) inadequately completed","1739","0.938537905465322","0.927704208515756","0.949371602414889"
"Non-working","2016","Not Working","(1b) general elementary school","1740","0.957641084258317","0.948594421076147","0.966687747440487"
"Non-working","2016","Not Working","(1c) basic vocational qualification","2387","0.984977290537057","0.980171337451361","0.989783243622754"
"Non-working","2016","Not Working","(2b) intermediate general qualification","301","0.862932906935108","0.827984149656996","0.89788166421322"
"Non-working","2016","Not Working","(2a) intermediate vocational","1265","0.961459020301628","0.951121348437346","0.97179669216591"
"Non-working","2016","Not Working","(2c_gen) general maturity certificate","950","0.882476390649877","0.863471103185422","0.901481678114331"
"Non-working","2016","Not Working","(2c_voc) vocational maturity certificate","517","0.909767251776625","0.886409479815789","0.933125023737461"
"Non-working","2016","Not Working","(3a) lower tertiary education","508","0.966733371787331","0.951465872658791","0.982000870915871"
"Non-working","2016","Not Working","(3b) higher tertiary education","1598","0.943053522568538","0.932192898292242","0.953914146844833"
"Other","2016","Full Time","(0) in school","","","",""
"Other","2016","Full Time","(1a) inadequately completed","9","","",""
"Other","2016","Full Time","(1b) general elementary school","72","0.184743180154584","0.147539030899211","0.221947329409957"
"Other","2016","Full Time","(1c) basic vocational qualification","18","","",""
"Other","2016","Full Time","(2b) intermediate general qualification","107","0.374144539537579","0.311470587869995","0.436818491205164"
"Other","2016","Full Time","(2a) intermediate vocational","27","","",""
"Other","2016","Full Time","(2c_gen) general maturity certificate","70","0.234410983733293","0.187253125789406","0.28156884167718"
"Other","2016","Full Time","(2c_voc) vocational maturity certificate","10","","",""
"Other","2016","Full Time","(3a) lower tertiary education","4","","",""
"Other","2016","Full Time","(3b) higher tertiary education","12","","",""
"Other","2016","Part Time","(0) in school","42","0.583399393290847","0.467910024787608","0.698888761794085"
"Other","2016","Part Time","(1a) inadequately completed","37","0.296470087617828","0.218853598329071","0.374086576906585"
"Other","2016","Part Time","(1b) general elementary school","162","0.284202181038216","0.245019144561277","0.323385217515155"
"Other","2016","Part Time","(1c) basic vocational qualification","266","0.232563360670283","0.207909470704435","0.257217250636131"
"Other","2016","Part Time","(2b) intermediate general qualification","97","0.440215930522207","0.371589216082511","0.508842644961904"
"Other","2016","Part Time","(2a) intermediate vocational","279","0.175863145620251","0.15749382031296","0.194232470927542"
"Other","2016","Part Time","(2c_gen) general maturity certificate","225","0.484263921094836","0.441227313998569","0.527300528191104"
"Other","2016","Part Time","(2c_voc) vocational maturity certificate","127","0.166768890088328","0.141239149750806","0.19229863042585"
"Other","2016","Part Time","(3a) lower tertiary education","68","0.14633834322379","0.114418585091663","0.178258101355918"
"Other","2016","Part Time","(3b) higher tertiary education","169","0.121938408284681","0.103554597006524","0.140322219562838"
"Other","2016","Not Working","(0) in school","87","0.123092604362507","0.0983442341900784","0.147840974534935"
"Other","2016","Not Working","(1a) inadequately completed","72","0.0150585424428327","0.00956511018152199","0.0205519747041435"
"Other","2016","Not Working","(1b) general elementary school","87","0.0247197028437027","0.0177453973430474","0.031694008344358"
"Other","2016","Not Working","(1c) basic vocational qualification","30","0.00830146401847293","0.00471670913425467","0.0118862189026912"
"Other","2016","Not Working","(2b) intermediate general qualification","60","0.102256051784071","0.0714669248393553","0.133045178728787"
"Other","2016","Not Working","(2a) intermediate vocational","28","","",""
"Other","2016","Not Working","(2c_gen) general maturity certificate","95","0.0667461275478709","0.0520171272094329","0.081475127886309"
"Other","2016","Not Working","(2c_voc) vocational maturity certificate","24","","",""
"Other","2016","Not Working","(3a) lower tertiary education","6","","",""
"Other","2016","Not Working","(3b) higher tertiary education","56","0.0220195382670702","0.0151421684316045","0.028896908102536"
"Full-time","2017","Full Time","(0) in school","","","",""
"Full-time","2017","Full Time","(1a) inadequately completed","98","0.8095899639936","0.740761106601893","0.878418821385308"
"Full-time","2017","Full Time","(1b) general elementary school","358","0.743150402832071","0.704267827242883","0.782032978421259"
"Full-time","2017","Full Time","(1c) basic vocational qualification","1527","0.925421785207418","0.91287068248099","0.937972887933846"
"Full-time","2017","Full Time","(2b) intermediate general qualification","136","0.582770459721349","0.522948019170346","0.642592900272351"
"Full-time","2017","Full Time","(2a) intermediate vocational","2563","0.907848205498902","0.897217996257332","0.918478414740471"
"Full-time","2017","Full Time","(2c_gen) general maturity certificate","238","0.648337222097231","0.600887139854638","0.695787304339823"
"Full-time","2017","Full Time","(2c_voc) vocational maturity certificate","1118","0.888000857715027","0.870601530541586","0.905400184888468"
"Full-time","2017","Full Time","(3a) lower tertiary education","891","0.934334068145993","0.918810204775612","0.949857931516374"
"Full-time","2017","Full Time","(3b) higher tertiary education","1902","0.905109436265341","0.892695719931679","0.917523152599002"
"Full-time","2017","Part Time","(0) in school","","","",""
"Full-time","2017","Part Time","(1a) inadequately completed","36","0.197629262736516","0.140401761309063","0.25485676416397"
"Full-time","2017","Part Time","(1b) general elementary school","81","0.117407539556461","0.0908408990485172","0.143974180064405"
"Full-time","2017","Part Time","(1c) basic vocational qualification","199","0.150003446823376","0.129817224190815","0.170189669455936"
"Full-time","2017","Part Time","(2b) intermediate general qualification","31","0.15770089795426","0.109540839810896","0.205860956097625"
"Full-time","2017","Part Time","(2a) intermediate vocational","276","0.160091800153482","0.143395861665842","0.176787738641123"
"Full-time","2017","Part Time","(2c_gen) general maturity certificate","79","0.100183533104548","0.0769404242384856","0.12342664197061"
"Full-time","2017","Part Time","(2c_voc) vocational maturity certificate","150","0.163511955652468","0.139857120798361","0.187166790506574"
"Full-time","2017","Part Time","(3a) lower tertiary education","113","0.226499428866217","0.190830987667788","0.262167870064647"
"Full-time","2017","Part Time","(3b) higher tertiary education","337","0.298256028578912","0.27407466970238","0.322437387455443"
"Full-time","2017","Not Working","(0) in school","2","","",""
"Full-time","2017","Not Working","(1a) inadequately completed","87","0.0248107746797655","0.0186627806641003","0.0309587686954307"
"Full-time","2017","Not Working","(1b) general elementary school","75","0.0196126632546905","0.0137072234710903","0.0255181030382907"
"Full-time","2017","Not Working","(1c) basic vocational qualification","30","0.0092732897337013","0.00546307491240435","0.0130835045549982"
"Full-time","2017","Not Working","(2b) intermediate general qualification","10","","",""
"Full-time","2017","Not Working","(2a) intermediate vocational","18","","",""
"Full-time","2017","Not Working","(2c_gen) general maturity certificate","52","0.0233997125424697","0.0150428330963389","0.0317565919886005"
"Full-time","2017","Not Working","(2c_voc) vocational maturity certificate","17","","",""
"Full-time","2017","Not Working","(3a) lower tertiary education","3","","",""
"Full-time","2017","Not Working","(3b) higher tertiary education","87","0.0307069369854959","0.0229839938738991","0.0384298800970927"
"Part-time","2017","Full Time","(0) in school","","","",""
"Part-time","2017","Full Time","(1a) inadequately completed","6","","",""
"Part-time","2017","Full Time","(1b) general elementary school","31","0.0622799537109305","0.0407725512280524","0.0837873561938086"
"Part-time","2017","Full Time","(1c) basic vocational qualification","79","0.0337948558460089","0.0251617710859505","0.0424279406060674"
"Part-time","2017","Full Time","(2b) intermediate general qualification","7","","",""
"Part-time","2017","Full Time","(2a) intermediate vocational","182","0.0571392461922972","0.0486087493270072","0.0656697430575873"
"Part-time","2017","Full Time","(2c_gen) general maturity certificate","24","","",""
"Part-time","2017","Full Time","(2c_voc) vocational maturity certificate","100","0.0740562669822959","0.0596088030115972","0.0885037309529947"
"Part-time","2017","Full Time","(3a) lower tertiary education","67","0.0516105194365751","0.0377448404049698","0.0654761984681804"
"Part-time","2017","Full Time","(3b) higher tertiary education","160","0.0581533160407688","0.0482400421338045","0.0680665899477331"
"Part-time","2017","Part Time","(0) in school","1","","",""
"Part-time","2017","Part Time","(1a) inadequately completed","53","0.257527143709949","0.194686096314658","0.32036819110524"
"Part-time","2017","Part Time","(1b) general elementary school","185","0.340865110579094","0.301746180803098","0.37998404035509"
"Part-time","2017","Part Time","(1c) basic vocational qualification","482","0.345313955200434","0.3184345617761","0.372193348624768"
"Part-time","2017","Part Time","(2b) intermediate general qualification","55","0.182822421039221","0.131747265286913","0.23389757679153"
"Part-time","2017","Part Time","(2a) intermediate vocational","1060","0.528647681533172","0.505919411995327","0.551375951071018"
"Part-time","2017","Part Time","(2c_gen) general maturity certificate","147","0.223254103671188","0.191016831548162","0.255491375794214"
"Part-time","2017","Part Time","(2c_voc) vocational maturity certificate","532","0.526262957876301","0.494326601336774","0.558199314415828"
"Part-time","2017","Part Time","(3a) lower tertiary education","265","0.45244246560993","0.410027725054347","0.494857206165513"
"Part-time","2017","Part Time","(3b) higher tertiary education","637","0.40005909083421","0.37416426154966","0.425953920118761"
"Part-time","2017","Not Working","(0) in school","","","",""
"Part-time","2017","Not Working","(1a) inadequately completed","57","0.0141055169685261","0.00944452291690142","0.0187665110201509"
"Part-time","2017","Not Working","(1b) general elementary school","36","0.00293477078296233","0.000631027976110976","0.00523851358981367"
"Part-time","2017","Not Working","(1c) basic vocational qualification","17","","",""
"Part-time","2017","Not Working","(2b) intermediate general qualification","4","","",""
"Part-time","2017","Not Working","(2a) intermediate vocational","25","","",""
"Part-time","2017","Not Working","(2c_gen) general maturity certificate","31","0.0325190661690183","0.0227135447520048","0.0423245875860318"
"Part-time","2017","Not Working","(2c_voc) vocational maturity certificate","13","","",""
"Part-time","2017","Not Working","(3a) lower tertiary education","10","","",""
"Part-time","2017","Not Working","(3b) higher tertiary education","48","0.01757076693858","0.011689335589304","0.0234521982878561"
"Non-working","2017","Full Time","(0) in school","","","",""
"Non-working","2017","Full Time","(1a) inadequately completed","11","","",""
"Non-working","2017","Full Time","(1b) general elementary school","13","","",""
"Non-working","2017","Full Time","(1c) basic vocational qualification","57","0.0299853493354522","0.0218373734257443","0.0381333252451601"
"Non-working","2017","Full Time","(2b) intermediate general qualification","11","","",""
"Non-working","2017","Full Time","(2a) intermediate vocational","70","0.0223287961210595","0.0168986394379286","0.0277589528041903"
"Non-working","2017","Full Time","(2c_gen) general maturity certificate","13","","",""
"Non-working","2017","Full Time","(2c_voc) vocational maturity certificate","26","","",""
"Non-working","2017","Full Time","(3a) lower tertiary education","17","","",""
"Non-working","2017","Full Time","(3b) higher tertiary education","61","0.024684271363488","0.0181118934512712","0.0312566492757048"
"Non-working","2017","Part Time","(0) in school","34","0.423211534117021","0.316274484919302","0.530148583314739"
"Non-working","2017","Part Time","(1a) inadequately completed","52","0.258353297755967","0.195446560769532","0.321260034742403"
"Non-working","2017","Part Time","(1b) general elementary school","127","0.204423235316311","0.171140829390855","0.237705641241767"
"Non-working","2017","Part Time","(1c) basic vocational qualification","224","0.233510131395147","0.209593394239173","0.257426868551122"
"Non-working","2017","Part Time","(2b) intermediate general qualification","50","0.196747278527524","0.144216090796933","0.249278466258114"
"Non-working","2017","Part Time","(2a) intermediate vocational","230","0.151271546268959","0.134957060645026","0.167586031892892"
"Non-working","2017","Part Time","(2c_gen) general maturity certificate","158","0.231268531769895","0.198627439917632","0.263909623622158"
"Non-working","2017","Part Time","(2c_voc) vocational maturity certificate","126","0.16346334398347","0.13981133842404","0.187115349542901"
"Non-working","2017","Part Time","(3a) lower tertiary education","85","0.164022171387763","0.132467118442264","0.195577224333262"
"Non-working","2017","Part Time","(3b) higher tertiary education","213","0.148920220277816","0.130102859430077","0.167737581125555"
"Non-working","2017","Not Working","(0) in school","646","0.868802937703579","0.844543299544269","0.893062575862889"
"Non-working","2017","Not Working","(1a) inadequately completed","2221","0.936144504645776","0.926480894259734","0.945808115031819"
"Non-working","2017","Not Working","(1b) general elementary school","1891","0.953193565086891","0.944198000090161","0.962189130083622"
"Non-working","2017","Not Working","(1c) basic vocational qualification","2362","0.979030838667845","0.973335175104211","0.984726502231478"
"Non-working","2017","Not Working","(2b) intermediate general qualification","345","0.817364798819012","0.780545279362133","0.854184318275891"
"Non-working","2017","Not Working","(2a) intermediate vocational","1379","0.963352157515502","0.953674270372805","0.973030044658199"
"Non-working","2017","Not Working","(2c_gen) general maturity certificate","1063","0.858178989257916","0.838893099538633","0.8774648789772"
"Non-working","2017","Not Working","(2c_voc) vocational maturity certificate","551","0.947346405120074","0.92957907527281","0.965113734967339"
"Non-working","2017","Not Working","(3a) lower tertiary education","530","0.981761970928362","0.970517456767273","0.99300648508945"
"Non-working","2017","Not Working","(3b) higher tertiary education","1704","0.916775774135478","0.904410792351432","0.929140755919524"
"Other","2017","Full Time","(0) in school","2","","",""
"Other","2017","Full Time","(1a) inadequately completed","10","","",""
"Other","2017","Full Time","(1b) general elementary school","83","0.175202306054657","0.14137083751684","0.209033774592474"
"Other","2017","Full Time","(1c) basic vocational qualification","20","","",""
"Other","2017","Full Time","(2b) intermediate general qualification","107","0.325222953006266","0.268390214595797","0.382055691416735"
"Other","2017","Full Time","(2a) intermediate vocational","29","","",""
"Other","2017","Full Time","(2c_gen) general maturity certificate","114","0.276952870276622","0.232483648546098","0.321422092007146"
"Other","2017","Full Time","(2c_voc) vocational maturity certificate","18","","",""
"Other","2017","Full Time","(3a) lower tertiary education","3","","",""
"Other","2017","Full Time","(3b) higher tertiary education","18","","",""
"Other","2017","Part Time","(0) in school","47","0.570622176711401","0.463486209951221","0.677758143471581"
"Other","2017","Part Time","(1a) inadequately completed","45","0.286490295797567","0.221515261276415","0.351465330318719"
"Other","2017","Part Time","(1b) general elementary school","171","0.337304114548134","0.298285082142857","0.376323146953411"
"Other","2017","Part Time","(1c) basic vocational qualification","297","0.271172466581043","0.246040235838637","0.296304697323449"
"Other","2017","Part Time","(2b) intermediate general qualification","84","0.462729402478994","0.396842842097413","0.528615962860576"
"Other","2017","Part Time","(2a) intermediate vocational","287","0.159988972044387","0.143297374714504","0.176680569374269"
"Other","2017","Part Time","(2c_gen) general maturity certificate","257","0.445293831454369","0.406819249165854","0.483768413742884"
"Other","2017","Part Time","(2c_voc) vocational maturity certificate","131","0.146761742487761","0.124127973201038","0.169395511774484"
"Other","2017","Part Time","(3a) lower tertiary education","66","0.15703593413609","0.126031464474865","0.188040403797314"
"Other","2017","Part Time","(3b) higher tertiary education","188","0.152764660309062","0.133749052018674","0.17178026859945"
"Other","2017","Not Working","(0) in school","96","0.12604972833085","0.102200411609352","0.149899045052348"
"Other","2017","Not Working","(1a) inadequately completed","94","0.024939203705932","0.0187757240669548","0.0311026833449092"
"Other","2017","Not Working","(1b) general elementary school","116","0.0242590008754558","0.0177067752321544","0.0308112265187573"
"Other","2017","Not Working","(1c) basic vocational qualification","22","","",""
"Other","2017","Not Working","(2b) intermediate general qualification","64","0.128225218075636","0.0963636767374491","0.160086759413822"
"Other","2017","Not Working","(2a) intermediate vocational","26","","",""
"Other","2017","Not Working","(2c_gen) general maturity certificate","111","0.0859022320305956","0.0704112481998816","0.10139321586131"
"Other","2017","Not Working","(2c_voc) vocational maturity certificate","26","","",""
"Other","2017","Not Working","(3a) lower tertiary education","1","","",""
"Other","2017","Not Working","(3b) higher tertiary education","78","0.0349465219404457","0.0267257101736767","0.0431673337072146"
"Full-time","2018","Full Time","(0) in school","1","","",""
"Full-time","2018","Full Time","(1a) inadequately completed","105","0.823489808494063","0.761219523639864","0.885760093348263"
"Full-time","2018","Full Time","(1b) general elementary school","339","0.731668964176363","0.691568034605223","0.771769893747503"
"Full-time","2018","Full Time","(1c) basic vocational qualification","1371","0.913111864673681","0.89897955791641","0.927244171430952"
"Full-time","2018","Full Time","(2b) intermediate general qualification","135","0.636645066216216","0.576296438702804","0.696993693729628"
"Full-time","2018","Full Time","(2a) intermediate vocational","2348","0.900258814856911","0.888817426304322","0.911700203409501"
"Full-time","2018","Full Time","(2c_gen) general maturity certificate","248","0.693939896989433","0.648260117264154","0.739619676714713"
"Full-time","2018","Full Time","(2c_voc) vocational maturity certificate","1072","0.904982119471975","0.888473169563945","0.921491069380005"
"Full-time","2018","Full Time","(3a) lower tertiary education","879","0.920184435498974","0.903138544287772","0.937230326710176"
"Full-time","2018","Full Time","(3b) higher tertiary education","1810","0.911237895147609","0.898995169361646","0.923480620933573"
"Full-time","2018","Part Time","(0) in school","2","","",""
"Full-time","2018","Part Time","(1a) inadequately completed","52","0.152338287226218","0.1087425872383","0.195933987214135"
"Full-time","2018","Part Time","(1b) general elementary school","102","0.137452182641329","0.110082881259794","0.164821484022863"
"Full-time","2018","Part Time","(1c) basic vocational qualification","191","0.169035403047986","0.147046878383673","0.191023927712299"
"Full-time","2018","Part Time","(2b) intermediate general qualification","26","","",""
"Full-time","2018","Part Time","(2a) intermediate vocational","264","0.176883491169402","0.159231643483701","0.194535338855103"
"Full-time","2018","Part Time","(2c_gen) general maturity certificate","91","0.101039118056999","0.0784368037711468","0.12364143234285"
"Full-time","2018","Part Time","(2c_voc) vocational maturity certificate","137","0.166022630694958","0.141479581509614","0.190565679880302"
"Full-time","2018","Part Time","(3a) lower tertiary education","81","0.177117668553147","0.143315087475171","0.210920249631123"
"Full-time","2018","Part Time","(3b) higher tertiary education","328","0.236258741382734","0.213732444131935","0.258785038633534"
"Full-time","2018","Not Working","(0) in school","1","","",""
"Full-time","2018","Not Working","(1a) inadequately completed","101","0.0328208052150849","0.0247173501568275","0.0409242602733422"
"Full-time","2018","Not Working","(1b) general elementary school","81","0.0150859705171349","0.00938956418565642","0.0207823768486135"
"Full-time","2018","Not Working","(1c) basic vocational qualification","19","","",""
"Full-time","2018","Not Working","(2b) intermediate general qualification","3","","",""
"Full-time","2018","Not Working","(2a) intermediate vocational","13","","",""
"Full-time","2018","Not Working","(2c_gen) general maturity certificate","55","0.0248391844227422","0.015320659394881","0.0343577094506034"
"Full-time","2018","Not Working","(2c_voc) vocational maturity certificate","22","","",""
"Full-time","2018","Not Working","(3a) lower tertiary education","6","","",""
"Full-time","2018","Not Working","(3b) higher tertiary education","104","0.0400689772074961","0.0305539035208675","0.0495840508941247"
"Part-time","2018","Full Time","(0) in school","","","",""
"Part-time","2018","Full Time","(1a) inadequately completed","9","","",""
"Part-time","2018","Full Time","(1b) general elementary school","25","","",""
"Part-time","2018","Full Time","(1c) basic vocational qualification","82","0.0474037947029781","0.0367419635110048","0.0580656258949514"
"Part-time","2018","Full Time","(2b) intermediate general qualification","5","","",""
"Part-time","2018","Full Time","(2a) intermediate vocational","181","0.0610492717846272","0.0519077304619699","0.0701908131072845"
"Part-time","2018","Full Time","(2c_gen) general maturity certificate","22","","",""
"Part-time","2018","Full Time","(2c_voc) vocational maturity certificate","90","0.0599379867309039","0.0465743054721213","0.0733016679896864"
"Part-time","2018","Full Time","(3a) lower tertiary education","70","0.0497514980071846","0.0360754645753809","0.0634275314389884"
"Part-time","2018","Full Time","(3b) higher tertiary education","166","0.0554091201415293","0.0455608275946599","0.0652574126883987"
"Part-time","2018","Part Time","(0) in school","","","",""
"Part-time","2018","Part Time","(1a) inadequately completed","72","0.380200656727179","0.321308179243752","0.439093134210607"
"Part-time","2018","Part Time","(1b) general elementary school","194","0.356167497121516","0.318103894357193","0.394231099885839"
"Part-time","2018","Part Time","(1c) basic vocational qualification","441","0.367121139043474","0.3388410361841","0.395401241902849"
"Part-time","2018","Part Time","(2b) intermediate general qualification","68","0.266425812530509","0.211734115366906","0.321117509694113"
"Part-time","2018","Part Time","(2a) intermediate vocational","1024","0.518433747565467","0.495318927399982","0.541548567730952"
"Part-time","2018","Part Time","(2c_gen) general maturity certificate","167","0.247724376427361","0.215349314650651","0.280099438204072"
"Part-time","2018","Part Time","(2c_voc) vocational maturity certificate","510","0.504056801221952","0.471078866942932","0.537034735500973"
"Part-time","2018","Part Time","(3a) lower tertiary education","259","0.497066609080273","0.452796297236691","0.541336920923855"
"Part-time","2018","Part Time","(3b) higher tertiary education","629","0.430500748248177","0.404243072827896","0.456758423668459"
"Part-time","2018","Not Working","(0) in school","3","","",""
"Part-time","2018","Not Working","(1a) inadequately completed","61","0.0278229087762903","0.0203426590564953","0.0353031584960853"
"Part-time","2018","Not Working","(1b) general elementary school","51","0.00993956801443404","0.00530371371218515","0.0145754223166829"
"Part-time","2018","Not Working","(1c) basic vocational qualification","20","","",""
"Part-time","2018","Not Working","(2b) intermediate general qualification","5","","",""
"Part-time","2018","Not Working","(2a) intermediate vocational","19","","",""
"Part-time","2018","Not Working","(2c_gen) general maturity certificate","40","0.0128605315528102","0.00596954206972957","0.0197515210358909"
"Part-time","2018","Not Working","(2c_voc) vocational maturity certificate","24","","",""
"Part-time","2018","Not Working","(3a) lower tertiary education","7","","",""
"Part-time","2018","Not Working","(3b) higher tertiary education","49","0.00893298677513372","0.00436801738291598","0.0134979561673515"
"Non-working","2018","Full Time","(0) in school","","","",""
"Non-working","2018","Full Time","(1a) inadequately completed","11","","",""
"Non-working","2018","Full Time","(1b) general elementary school","27","","",""
"Non-working","2018","Full Time","(1c) basic vocational qualification","58","0.0323010697404081","0.0234305430409853","0.0411715964398308"
"Non-working","2018","Full Time","(2b) intermediate general qualification","9","","",""
"Non-working","2018","Full Time","(2a) intermediate vocational","75","0.0244382989405414","0.0185427990058987","0.030333798875184"
"Non-working","2018","Full Time","(2c_gen) general maturity certificate","12","","",""
"Non-working","2018","Full Time","(2c_voc) vocational maturity certificate","36","0.0269779972659766","0.0178565665276148","0.0360994280043384"
"Non-working","2018","Full Time","(3a) lower tertiary education","14","","",""
"Non-working","2018","Full Time","(3b) higher tertiary education","69","0.029156371771008","0.0219138497907482","0.0363988937512678"
"Non-working","2018","Part Time","(0) in school","32","0.418242276126046","0.301001501726975","0.535483050525117"
"Non-working","2018","Part Time","(1a) inadequately completed","88","0.252151703789684","0.199469304556014","0.304834103023355"
"Non-working","2018","Part Time","(1b) general elementary school","129","0.181697234955341","0.15104744731106","0.212347022599622"
"Non-working","2018","Part Time","(1c) basic vocational qualification","201","0.182585992987128","0.159920208226402","0.205251777747855"
