"erwst","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Full-time","1984","16-34 y.","lower secondary degree","980","0.557541183153646","0.534859348452056","0.580223017855237"
"Full-time","1984","16-34 y.","secondary school degree","473","0.479637504085055","0.449023521176893","0.510251486993217"
"Full-time","1984","16-34 y.","college entrance qualification","244","0.367304310639585","0.330856293646724","0.403752327632447"
"Full-time","1984","16-34 y.","Other degree","316","0.600033257513573","0.558088078796096","0.641978436231049"
"Full-time","1984","16-34 y.","no degree/no degree yet","154","0.155827333857324","0.124623936970552","0.187030730744097"
"Full-time","1984","35-65 y.","lower secondary degree","1566","0.464825386939089","0.44783664684471","0.481814127033468"
"Full-time","1984","35-65 y.","secondary school degree","399","0.523386720771061","0.487760559116522","0.5590128824256"
"Full-time","1984","35-65 y.","college entrance qualification","370","0.69406998111418","0.654690689777931","0.73344927245043"
"Full-time","1984","35-65 y.","Other degree","697","0.753661229735627","0.725848917116789","0.781473542354466"
"Full-time","1984","35-65 y.","no degree/no degree yet","463","0.569130184439914","0.534084927034775","0.604175441845054"
"Full-time","1984","66 and older","lower secondary degree","","","",""
"Full-time","1984","66 and older","secondary school degree","","","",""
"Full-time","1984","66 and older","college entrance qualification","","","",""
"Full-time","1984","66 and older","Other degree","","","",""
"Full-time","1984","66 and older","no degree/no degree yet","","","",""
"Part-time","1984","16-34 y.","lower secondary degree","79","0.0454381728606369","0.0359274015452469","0.0549489441760268"
"Part-time","1984","16-34 y.","secondary school degree","48","0.0414482588649564","0.0292338852479861","0.0536626324819267"
"Part-time","1984","16-34 y.","college entrance qualification","37","0.0519891090599001","0.0352039173715627","0.0687743007482375"
"Part-time","1984","16-34 y.","Other degree","","","",""
"Part-time","1984","16-34 y.","no degree/no degree yet","","","",""
"Part-time","1984","35-65 y.","lower secondary degree","278","0.0793514239171883","0.07014496105279","0.0885578867815866"
"Part-time","1984","35-65 y.","secondary school degree","88","0.104749873555785","0.082906306284815","0.126593440826755"
"Part-time","1984","35-65 y.","college entrance qualification","42","0.0814370415607141","0.058063706908531","0.104810376212897"
"Part-time","1984","35-65 y.","Other degree","","","",""
"Part-time","1984","35-65 y.","no degree/no degree yet","","","",""
"Part-time","1984","66 and older","lower secondary degree","","","",""
"Part-time","1984","66 and older","secondary school degree","","","",""
"Part-time","1984","66 and older","college entrance qualification","","","",""
"Part-time","1984","66 and older","Other degree","","","",""
"Part-time","1984","66 and older","no degree/no degree yet","","","",""
"Non-working","1984","16-34 y.","lower secondary degree","532","0.273274077680018","0.25292298076037","0.293625174599666"
"Non-working","1984","16-34 y.","secondary school degree","314","0.299935403500404","0.27185565604073","0.328015150960077"
"Non-working","1984","16-34 y.","college entrance qualification","302","0.445264061726195","0.407687639470126","0.482840483982264"
"Non-working","1984","16-34 y.","Other degree","168","0.316522166915868","0.276697997244437","0.356346336587298"
"Non-working","1984","16-34 y.","no degree/no degree yet","342","0.805793768292096","0.771760163999015","0.839827372585176"
"Non-working","1984","35-65 y.","lower secondary degree","1350","0.42189313386622","0.405071282430575","0.438714985301866"
"Non-working","1984","35-65 y.","secondary school degree","238","0.330250100776077","0.296703198537674","0.363797003014479"
"Non-working","1984","35-65 y.","college entrance qualification","98","0.196456557014493","0.162502383474507","0.230410730554478"
"Non-working","1984","35-65 y.","Other degree","187","0.209101631153412","0.182852092146599","0.235351170160226"
"Non-working","1984","35-65 y.","no degree/no degree yet","270","0.383982341284377","0.349562995122133","0.418401687446621"
"Non-working","1984","66 and older","lower secondary degree","946","0.971301507821694","0.960816344882722","0.981786670760666"
"Non-working","1984","66 and older","secondary school degree","174","0.963773409712816","0.936626925163571","0.990919894262061"
"Non-working","1984","66 and older","college entrance qualification","84","0.90408670404954","0.84548548200574","0.96268792609334"
"Non-working","1984","66 and older","Other degree","","","",""
"Non-working","1984","66 and older","no degree/no degree yet","","","",""
"Other","1984","16-34 y.","lower secondary degree","251","0.123746566305699","0.108708751813659","0.138784380797739"
"Other","1984","16-34 y.","secondary school degree","188","0.178978833549585","0.155488548457582","0.202469118641588"
"Other","1984","16-34 y.","college entrance qualification","89","0.135442518574319","0.109570048003663","0.161314989144976"
"Other","1984","16-34 y.","Other degree","","","",""
"Other","1984","16-34 y.","no degree/no degree yet","","","",""
"Other","1984","35-65 y.","lower secondary degree","117","0.0339300552775025","0.0277631813537263","0.0400969292012788"
"Other","1984","35-65 y.","secondary school degree","30","0.041613304897078","0.0273683490509667","0.0558582607431892"
"Other","1984","35-65 y.","college entrance qualification","","","",""
"Other","1984","35-65 y.","Other degree","","","",""
"Other","1984","35-65 y.","no degree/no degree yet","","","",""
"Other","1984","66 and older","lower secondary degree","","","",""
"Other","1984","66 and older","secondary school degree","","","",""
"Other","1984","66 and older","college entrance qualification","","","",""
"Other","1984","66 and older","Other degree","","","",""
"Other","1984","66 and older","no degree/no degree yet","","","",""
"Full-time","1985","16-34 y.","lower secondary degree","956","0.614184023805049","0.590566879939057","0.637801167671041"
"Full-time","1985","16-34 y.","secondary school degree","492","0.521131503889483","0.489871042425103","0.552391965353862"
"Full-time","1985","16-34 y.","college entrance qualification","260","0.426798445667691","0.388597839742759","0.464999051592623"
"Full-time","1985","16-34 y.","Other degree","248","0.590315110214595","0.54236116623206","0.638269054197131"
"Full-time","1985","16-34 y.","no degree/no degree yet","100","0.116425116327168","0.0862500490099406","0.146600183644395"
"Full-time","1985","35-65 y.","lower secondary degree","1388","0.448966375804481","0.431241575123606","0.466691176485356"
"Full-time","1985","35-65 y.","secondary school degree","389","0.529155498770705","0.492971229157941","0.56533976838347"
"Full-time","1985","35-65 y.","college entrance qualification","354","0.696407978355849","0.656185087686769","0.736630869024929"
"Full-time","1985","35-65 y.","Other degree","604","0.71471401987663","0.683769923529145","0.745658116224115"
"Full-time","1985","35-65 y.","no degree/no degree yet","383","0.545684074052182","0.507436207378428","0.583931940725937"
"Full-time","1985","66 and older","lower secondary degree","","","",""
"Full-time","1985","66 and older","secondary school degree","","","",""
"Full-time","1985","66 and older","college entrance qualification","","","",""
"Full-time","1985","66 and older","Other degree","","","",""
"Full-time","1985","66 and older","no degree/no degree yet","","","",""
"Part-time","1985","16-34 y.","lower secondary degree","80","0.0515121420337169","0.040788095089708","0.0622361889777257"
"Part-time","1985","16-34 y.","secondary school degree","58","0.0544025990261295","0.0402095224368367","0.0685956756154224"
"Part-time","1985","16-34 y.","college entrance qualification","53","0.0808254066642866","0.0597741458313996","0.101876667497174"
"Part-time","1985","16-34 y.","Other degree","","","",""
"Part-time","1985","16-34 y.","no degree/no degree yet","","","",""
"Part-time","1985","35-65 y.","lower secondary degree","323","0.102520951920671","0.0917114949802735","0.113330408861068"
"Part-time","1985","35-65 y.","secondary school degree","102","0.128111076035582","0.103883312719525","0.15233883935164"
"Part-time","1985","35-65 y.","college entrance qualification","36","0.0701653581926743","0.047821381645758","0.0925093347395906"
"Part-time","1985","35-65 y.","Other degree","37","0.0420855913479075","0.0283261275777512","0.0558450551180638"
"Part-time","1985","35-65 y.","no degree/no degree yet","","","",""
"Part-time","1985","66 and older","lower secondary degree","","","",""
"Part-time","1985","66 and older","secondary school degree","","","",""
"Part-time","1985","66 and older","college entrance qualification","","","",""
"Part-time","1985","66 and older","Other degree","","","",""
"Part-time","1985","66 and older","no degree/no degree yet","","","",""
"Non-working","1985","16-34 y.","lower secondary degree","447","0.247840581967907","0.226893227934654","0.26878793600116"
"Non-working","1985","16-34 y.","secondary school degree","299","0.296735465491196","0.268149183499716","0.325321747482676"
"Non-working","1985","16-34 y.","college entrance qualification","263","0.383489594753391","0.345935944684758","0.421043244822024"
"Non-working","1985","16-34 y.","Other degree","127","0.318307253829053","0.272884337653517","0.363730170004588"
"Non-working","1985","16-34 y.","no degree/no degree yet","311","0.83287904580141","0.797778841237463","0.867979250365357"
"Non-working","1985","35-65 y.","lower secondary degree","1239","0.4250613135868","0.407444719091193","0.442677908082407"
"Non-working","1985","35-65 y.","secondary school degree","225","0.322501050013801","0.288615910174251","0.35638618985335"
"Non-working","1985","35-65 y.","college entrance qualification","96","0.203041418445896","0.167852458773511","0.238230378118281"
"Non-working","1985","35-65 y.","Other degree","172","0.233110038532609","0.204135371511154","0.262084705554063"
"Non-working","1985","35-65 y.","no degree/no degree yet","243","0.415419175359929","0.377564184194386","0.453274166525471"
"Non-working","1985","66 and older","lower secondary degree","806","0.970998130175503","0.959609086407663","0.982387173943343"
"Non-working","1985","66 and older","secondary school degree","164","0.968571768875559","0.942421515078658","0.994722022672459"
"Non-working","1985","66 and older","college entrance qualification","75","0.895644090520235","0.831402731358944","0.959885449681527"
"Non-working","1985","66 and older","Other degree","","","",""
"Non-working","1985","66 and older","no degree/no degree yet","","","",""
"Other","1985","16-34 y.","lower secondary degree","149","0.0864632521933274","0.0728278859278421","0.100098618458813"
"Other","1985","16-34 y.","secondary school degree","132","0.127730431593192","0.106842947232862","0.148617915953521"
"Other","1985","16-34 y.","college entrance qualification","68","0.108886552914631","0.0848285939017099","0.132944511927552"
"Other","1985","16-34 y.","Other degree","","","",""
"Other","1985","16-34 y.","no degree/no degree yet","","","",""
"Other","1985","35-65 y.","lower secondary degree","75","0.0234513586880485","0.0180585334548923","0.0288441839212048"
"Other","1985","35-65 y.","secondary school degree","","","",""
