"erwst","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Part-time","1997","Employed","1-pers.-HH","47","0.0789789554130571","0.0593195937668955","0.0986383170592187"
"Part-time","1997","Employed","(Married) couple without C. ","192","0.109789603593398","0.09598092337211","0.123598283814686"
"Part-time","1997","Employed","Single parent ","71","0.211867592477664","0.172833966012974","0.250901218942355"
"Part-time","1997","Employed","Couple + C. LE 16 ","330","0.16856047602667","0.152870694117497","0.184250257935843"
"Part-time","1997","Employed","Couple + C. GT 16 ","164","0.126911070135543","0.110471638219714","0.143350502051371"
"Part-time","1997","Employed","Couple + C. LE and GT 16","116","0.151239516871857","0.127167719038834","0.17531131470488"
"Non-working","1997","Not Employed","1-pers.-HH","732","0.992899482341126","0.986849837498482","0.998949127183769"
"Non-working","1997","Not Employed","(Married) couple without C. ","1628","0.986791421287939","0.981279408528021","0.992303434047857"
"Non-working","1997","Not Employed","Single parent ","205","0.968210219730952","0.944867749245486","0.991552690216419"
"Non-working","1997","Not Employed","Couple + C. LE 16 ","623","0.943632605766894","0.926050827039808","0.96121438449398"
"Non-working","1997","Not Employed","Couple + C. GT 16 ","776","0.966653520290872","0.954250982300529","0.979056058281214"
"Non-working","1997","Not Employed","Couple + C. LE and GT 16","347","0.962526868398878","0.942962752334837","0.98209098446292"
"Non-working","1997","Employed","1-pers.-HH","84","0.125870945441917","0.101692439150215","0.15004945173362"
"Non-working","1997","Employed","(Married) couple without C. ","231","0.117133646233222","0.102929551920598","0.131337740545846"
"Non-working","1997","Employed","Single parent ","58","0.125328952368914","0.0937021617484278","0.156955742989401"
"Non-working","1997","Employed","Couple + C. LE 16 ","222","0.0959604750306195","0.083616256448017","0.108304693613222"
"Non-working","1997","Employed","Couple + C. GT 16 ","152","0.0957477627890352","0.081216045991005","0.110279479587065"
"Non-working","1997","Employed","Couple + C. LE and GT 16","68","0.0621331555254538","0.0459144716952572","0.0783518393556505"
"Other","1997","Not Employed","1-pers.-HH","3","","",""
"Other","1997","Not Employed","(Married) couple without C. ","7","","",""
"Other","1997","Not Employed","Single parent ","6","","",""
"Other","1997","Not Employed","Couple + C. LE 16 ","15","","",""
"Other","1997","Not Employed","Couple + C. GT 16 ","16","","",""
"Other","1997","Not Employed","Couple + C. LE and GT 16","6","","",""
"Other","1997","Employed","1-pers.-HH","33","0.0426413502918245","0.0279137581184747","0.0573689424651742"
"Other","1997","Employed","(Married) couple without C. ","70","0.0312318039180439","0.0235487531302367","0.038914854705851"
"Other","1997","Employed","Single parent ","50","0.127685894382898","0.0958061410697257","0.159565647696069"
"Other","1997","Employed","Couple + C. LE 16 ","93","0.0427432797288852","0.0342657009751182","0.0512208584826522"
"Other","1997","Employed","Couple + C. GT 16 ","216","0.141521976529518","0.124307875574218","0.158736077484818"
"Other","1997","Employed","Couple + C. LE and GT 16","136","0.172989448233311","0.147576875007169","0.198402021459454"
"Full-time","1998","Not Employed","1-pers.-HH","11","","",""
"Full-time","1998","Not Employed","(Married) couple without C. ","11","","",""
"Full-time","1998","Not Employed","Single parent ","2","","",""
"Full-time","1998","Not Employed","Couple + C. LE 16 ","16","","",""
"Full-time","1998","Not Employed","Couple + C. GT 16 ","10","","",""
"Full-time","1998","Not Employed","Couple + C. LE and GT 16","2","","",""
"Full-time","1998","Employed","1-pers.-HH","658","0.759914157382796","0.731283548966326","0.788544765799267"
"Full-time","1998","Employed","(Married) couple without C. ","1665","0.740650500375389","0.722344696664642","0.758956304086136"
"Full-time","1998","Employed","Single parent ","260","0.546128642361091","0.500179894023049","0.592077390699134"
"Full-time","1998","Employed","Couple + C. LE 16 ","1668","0.691526486090523","0.672974870231107","0.710078101949939"
"Full-time","1998","Employed","Couple + C. GT 16 ","1138","0.646729353873596","0.624140253743506","0.669318454003686"
"Full-time","1998","Employed","Couple + C. LE and GT 16","512","0.588355381210681","0.555540388962763","0.6211703734586"
"Part-time","1998","Not Employed","1-pers.-HH","2","","",""
"Part-time","1998","Not Employed","(Married) couple without C. ","3","","",""
"Part-time","1998","Not Employed","Single parent ","1","","",""
"Part-time","1998","Not Employed","Couple + C. LE 16 ","15","","",""
"Part-time","1998","Not Employed","Couple + C. GT 16 ","3","","",""
"Part-time","1998","Not Employed","Couple + C. LE and GT 16","4","","",""
"Part-time","1998","Employed","1-pers.-HH","58","0.0846221680890955","0.0659666504903095","0.103277685687882"
"Part-time","1998","Employed","(Married) couple without C. ","246","0.12915870867921","0.115150881100156","0.143166536258265"
"Part-time","1998","Employed","Single parent ","80","0.223257691622455","0.184824936764264","0.261690446480646"
"Part-time","1998","Employed","Couple + C. LE 16 ","349","0.165788325877998","0.150850633965603","0.180726017790393"
"Part-time","1998","Employed","Couple + C. GT 16 ","177","0.11523109134612","0.100141286209115","0.130320896483124"
"Part-time","1998","Employed","Couple + C. LE and GT 16","122","0.168698832711527","0.143728377838736","0.193669287584317"
"Non-working","1998","Not Employed","1-pers.-HH","895","0.985290158599869","0.977468236931586","0.993112080268152"
"Non-working","1998","Not Employed","(Married) couple without C. ","1967","0.993503850977852","0.989970626456211","0.997037075499494"
"Non-working","1998","Not Employed","Single parent ","253","0.944168006687501","0.916419703984501","0.971916309390501"
"Non-working","1998","Not Employed","Couple + C. LE 16 ","686","0.935544521830707","0.917755392283497","0.953333651377917"
"Non-working","1998","Not Employed","Couple + C. GT 16 ","829","0.975936129026234","0.965633879341026","0.986238378711442"
"Non-working","1998","Not Employed","Couple + C. LE and GT 16","376","0.935434401803396","0.911137042600236","0.959731761006556"
"Non-working","1998","Employed","1-pers.-HH","91","0.10639458938386","0.0857266252176003","0.127062553550121"
"Non-working","1998","Employed","(Married) couple without C. ","199","0.085775855553699","0.0740795607436321","0.0974721503637659"
"Non-working","1998","Employed","Single parent ","51","0.105469411462792","0.0771215253503939","0.13381729757519"
"Non-working","1998","Employed","Couple + C. LE 16 ","259","0.10349751516627","0.0912623706424752","0.115732659690064"
"Non-working","1998","Employed","Couple + C. GT 16 ","149","0.086832729893501","0.0735250984814879","0.100140361305514"
"Non-working","1998","Employed","Couple + C. LE and GT 16","77","0.0835794605907452","0.0651255501364511","0.102033371045039"
"Other","1998","Not Employed","1-pers.-HH","2","","",""
"Other","1998","Not Employed","(Married) couple without C. ","5","","",""
"Other","1998","Not Employed","Single parent ","7","","",""
"Other","1998","Not Employed","Couple + C. LE 16 ","15","","",""
"Other","1998","Not Employed","Couple + C. GT 16 ","8","","",""
"Other","1998","Not Employed","Couple + C. LE and GT 16","11","","",""
"Other","1998","Employed","1-pers.-HH","48","0.0490690851442476","0.0345899208041353","0.0635482494843599"
"Other","1998","Employed","(Married) couple without C. ","92","0.0444149353917015","0.0358101780465532","0.0530196927368498"
"Other","1998","Employed","Single parent ","60","0.125144254553662","0.0946067529997581","0.155681756107565"
"Other","1998","Employed","Couple + C. LE 16 ","105","0.039187672865209","0.031393636756568","0.04698170897385"
"Other","1998","Employed","Couple + C. GT 16 ","256","0.151206824886783","0.134276296822668","0.168137352950899"
"Other","1998","Employed","Couple + C. LE and GT 16","153","0.159366325487047","0.134960534310851","0.183772116663243"
"Full-time","1999","Not Employed","1-pers.-HH","7","","",""
"Full-time","1999","Not Employed","(Married) couple without C. ","7","","",""
"Full-time","1999","Not Employed","Single parent ","5","","",""
"Full-time","1999","Not Employed","Couple + C. LE 16 ","17","","",""
"Full-time","1999","Not Employed","Couple + C. GT 16 ","12","","",""
"Full-time","1999","Not Employed","Couple + C. LE and GT 16","2","","",""
"Full-time","1999","Employed","1-pers.-HH","667","0.769389306700471","0.741171451380262","0.79760716202068"
"Full-time","1999","Employed","(Married) couple without C. ","1691","0.733486068711495","0.715257617760151","0.75171451966284"
"Full-time","1999","Employed","Single parent ","257","0.523778498409952","0.478384342206477","0.569172654613427"
"Full-time","1999","Employed","Couple + C. LE 16 ","1641","0.685188248140301","0.666560457394194","0.703816038886409"
"Full-time","1999","Employed","Couple + C. GT 16 ","1096","0.595919767479914","0.572856225827119","0.618983309132709"
"Full-time","1999","Employed","Couple + C. LE and GT 16","484","0.557207754035403","0.523597198576374","0.590818309494431"
"Part-time","1999","Not Employed","1-pers.-HH","1","","",""
"Part-time","1999","Not Employed","(Married) couple without C. ","8","","",""
"Part-time","1999","Not Employed","Single parent ","2","","",""
"Part-time","1999","Not Employed","Couple + C. LE 16 ","14","","",""
"Part-time","1999","Not Employed","Couple + C. GT 16 ","3","","",""
"Part-time","1999","Not Employed","Couple + C. LE and GT 16","1","","",""
"Part-time","1999","Employed","1-pers.-HH","50","0.0607105906856767","0.0447134210302473","0.0767077603411061"
"Part-time","1999","Employed","(Married) couple without C. ","244","0.119708630751332","0.106325126998888","0.133092134503775"
"Part-time","1999","Employed","Single parent ","77","0.198507850742391","0.162253503125896","0.234762198358886"
"Part-time","1999","Employed","Couple + C. LE 16 ","383","0.162920493649468","0.148108887913784","0.177732099385152"
"Part-time","1999","Employed","Couple + C. GT 16 ","192","0.125907711351221","0.110315665281475","0.141499757420967"
"Part-time","1999","Employed","Couple + C. LE and GT 16","121","0.159074680527577","0.134326324512282","0.183823036542872"
"Non-working","1999","Not Employed","1-pers.-HH","831","0.990093540823376","0.983408075439628","0.996779006207123"
"Non-working","1999","Not Employed","(Married) couple without C. ","1861","0.988671347439659","0.983896304912969","0.993446389966349"
"Non-working","1999","Not Employed","Single parent ","240","0.953707906271088","0.927867916578662","0.979547895963515"
"Non-working","1999","Not Employed","Couple + C. LE 16 ","594","0.920667525485718","0.899826996187353","0.941508054784083"
"Non-working","1999","Not Employed","Couple + C. GT 16 ","748","0.96623165340385","0.95347319338061","0.978990113427089"
"Non-working","1999","Not Employed","Couple + C. LE and GT 16","311","0.955077547208692","0.932558113836507","0.977596980580878"
"Non-working","1999","Employed","1-pers.-HH","73","0.094047205972629","0.0744931460420248","0.113601265903233"
"Non-working","1999","Employed","(Married) couple without C. ","213","0.0944433829980677","0.082386433459946","0.106500332536189"
"Non-working","1999","Employed","Single parent ","42","0.0848717508182675","0.0595412266877939","0.110202274948741"
"Non-working","1999","Employed","Couple + C. LE 16 ","228","0.0874000584515729","0.0760727426242696","0.0987273742788763"
"Non-working","1999","Employed","Couple + C. GT 16 ","194","0.122433696831446","0.107027737362927","0.137839656299965"
"Non-working","1999","Employed","Couple + C. LE and GT 16","75","0.0922969739725516","0.0727115609939111","0.111882386951192"
"Other","1999","Not Employed","1-pers.-HH","4","","",""
"Other","1999","Not Employed","(Married) couple without C. ","11","","",""
"Other","1999","Not Employed","Single parent ","7","","",""
"Other","1999","Not Employed","Couple + C. LE 16 ","21","","",""
"Other","1999","Not Employed","Couple + C. GT 16 ","7","","",""
"Other","1999","Not Employed","Couple + C. LE and GT 16","11","","",""
"Other","1999","Employed","1-pers.-HH","66","0.0758528966412231","0.0581163997532488","0.0935893935291975"
"Other","1999","Employed","(Married) couple without C. ","112","0.0523619175391057","0.0431781074317334","0.061545727646478"
"Other","1999","Employed","Single parent ","89","0.19284190002939","0.156982615502197","0.228701184556582"
"Other","1999","Employed","Couple + C. LE 16 ","136","0.0644911997586576","0.0546396377198093","0.0743427617975058"
"Other","1999","Employed","Couple + C. GT 16 ","257","0.155738824337419","0.138696251645738","0.1727813970291"
"Other","1999","Employed","Couple + C. LE and GT 16","159","0.191420591464469","0.164799688881768","0.218041494047169"
"Full-time","2000","Not Employed","1-pers.-HH","15","","",""
"Full-time","2000","Not Employed","(Married) couple without C. ","17","","",""
"Full-time","2000","Not Employed","Single parent ","10","","",""
"Full-time","2000","Not Employed","Couple + C. LE 16 ","22","","",""
"Full-time","2000","Not Employed","Couple + C. GT 16 ","14","","",""
"Full-time","2000","Not Employed","Couple + C. LE and GT 16","5","","",""
"Full-time","2000","Employed","1-pers.-HH","1282","0.739503717016313","0.719045023015428","0.759962411017199"
"Full-time","2000","Employed","(Married) couple without C. ","2724","0.705955507124126","0.691486531169218","0.720424483079034"
"Full-time","2000","Employed","Single parent ","443","0.543339306048046","0.508972141548628","0.577706470547464"
"Full-time","2000","Employed","Couple + C. LE 16 ","2771","0.674632394146473","0.660360925365404","0.688903862927543"
"Full-time","2000","Employed","Couple + C. GT 16 ","1710","0.597609204815394","0.579465042785758","0.615753366845029"
"Full-time","2000","Employed","Couple + C. LE and GT 16","770","0.530212402716754","0.504012937966638","0.55641186746687"
"Part-time","2000","Not Employed","1-pers.-HH","5","","",""
"Part-time","2000","Not Employed","(Married) couple without C. ","9","","",""
"Part-time","2000","Not Employed","Single parent ","7","","",""
"Part-time","2000","Not Employed","Couple + C. LE 16 ","30","0.02885737284745","0.0190444791699159","0.038670266524984"
"Part-time","2000","Not Employed","Couple + C. GT 16 ","12","","",""
"Part-time","2000","Not Employed","Couple + C. LE and GT 16","2","","",""
"Part-time","2000","Employed","1-pers.-HH","140","0.0826807726473916","0.06984359733651","0.0955179479582733"
"Part-time","2000","Employed","(Married) couple without C. ","504","0.140648440133374","0.129607768347406","0.151689111919341"
"Part-time","2000","Employed","Single parent ","146","0.196327599935444","0.168921860180377","0.22373333969051"
"Part-time","2000","Employed","Couple + C. LE 16 ","729","0.178145211708753","0.166489667870376","0.18980075554713"
"Part-time","2000","Employed","Couple + C. GT 16 ","364","0.137333584085083","0.124598140383734","0.150069027786432"
"Part-time","2000","Employed","Couple + C. LE and GT 16","230","0.167961953759384","0.148337672673857","0.187586234844911"
"Non-working","2000","Not Employed","1-pers.-HH","1570","0.981647743243716","0.975077160263698","0.988218326223734"
"Non-working","2000","Not Employed","(Married) couple without C. ","3746","0.990343511572411","0.987227260343069","0.993459762801753"
"Non-working","2000","Not Employed","Single parent ","375","0.941072930853077","0.917966615061888","0.964179246644266"
"Non-working","2000","Not Employed","Couple + C. LE 16 ","1041","0.915437220003186","0.899128078596377","0.931746361409995"
"Non-working","2000","Not Employed","Couple + C. GT 16 ","1108","0.952444092634313","0.940207316653584","0.964680868615042"
"Non-working","2000","Not Employed","Couple + C. LE and GT 16","529","0.947222251497822","0.928603755998601","0.965840746997044"
"Non-working","2000","Employed","1-pers.-HH","212","0.102271178335368","0.0881472282263593","0.116395128444377"
"Non-working","2000","Employed","(Married) couple without C. ","392","0.101062260649015","0.091490277712433","0.110634243585597"
"Non-working","2000","Employed","Single parent ","103","0.108435372413089","0.0869831038057697","0.129887641020409"
"Non-working","2000","Employed","Couple + C. LE 16 ","405","0.0928942621163891","0.0840518383931657","0.101736685839612"
"Non-working","2000","Employed","Couple + C. GT 16 ","318","0.112616384250263","0.100919754297691","0.124313014202834"
"Non-working","2000","Employed","Couple + C. LE and GT 16","132","0.101876628239047","0.0859976708001283","0.117755585677966"
"Other","2000","Not Employed","1-pers.-HH","13","","",""
"Other","2000","Not Employed","(Married) couple without C. ","11","","",""
"Other","2000","Not Employed","Single parent ","7","","",""
"Other","2000","Not Employed","Couple + C. LE 16 ","25","","",""
"Other","2000","Not Employed","Couple + C. GT 16 ","28","","",""
"Other","2000","Not Employed","Couple + C. LE and GT 16","18","","",""
"Other","2000","Employed","1-pers.-HH","134","0.0755443320009272","0.0632260271391361","0.0878626368627183"
"Other","2000","Employed","(Married) couple without C. ","189","0.0523337920934857","0.0452614802107855","0.059406103976186"
"Other","2000","Employed","Single parent ","115","0.151897721603421","0.127134276235283","0.176661166971558"
"Other","2000","Employed","Couple + C. LE 16 ","235","0.0543281320283846","0.0474236589308149","0.0612326051259544"
"Other","2000","Employed","Couple + C. GT 16 ","414","0.152440826849261","0.139141185796178","0.165740467902343"
"Other","2000","Employed","Couple + C. LE and GT 16","262","0.199949015284814","0.178953082633764","0.220944947935865"
"Full-time","2001","Not Employed","1-pers.-HH","10","","",""
"Full-time","2001","Not Employed","(Married) couple without C. ","12","","",""
"Full-time","2001","Not Employed","Single parent ","7","","",""
"Full-time","2001","Not Employed","Couple + C. LE 16 ","24","","",""
"Full-time","2001","Not Employed","Couple + C. GT 16 ","10","","",""
"Full-time","2001","Not Employed","Couple + C. LE and GT 16","4","","",""
"Full-time","2001","Employed","1-pers.-HH","1166","0.733474439828889","0.711631672911584","0.755317206746194"
"Full-time","2001","Employed","(Married) couple without C. ","2417","0.679349758187117","0.663818435620558","0.694881080753675"
"Full-time","2001","Employed","Single parent ","401","0.517138677364898","0.481351956802262","0.552925397927535"
"Full-time","2001","Employed","Couple + C. LE 16 ","2520","0.661752333319446","0.646760982979288","0.676743683659604"
"Full-time","2001","Employed","Couple + C. GT 16 ","1549","0.581188881651057","0.562195672859614","0.6001820904425"
"Full-time","2001","Employed","Couple + C. LE and GT 16","698","0.537281467810385","0.510030182917174","0.564532752703595"
"Part-time","2001","Not Employed","1-pers.-HH","1","","",""
"Part-time","2001","Not Employed","(Married) couple without C. ","2","","",""
"Part-time","2001","Not Employed","Single parent ","5","","",""
"Part-time","2001","Not Employed","Couple + C. LE 16 ","35","0.0438693488816969","0.0308045927198521","0.0569341050435416"
"Part-time","2001","Not Employed","Couple + C. GT 16 ","4","","",""
"Part-time","2001","Not Employed","Couple + C. LE and GT 16","8","","",""
"Part-time","2001","Employed","1-pers.-HH","124","0.0841370957631665","0.0704233933850615","0.0978507981412715"
"Part-time","2001","Employed","(Married) couple without C. ","444","0.137695593304908","0.126228951012295","0.149162235597522"
"Part-time","2001","Employed","Single parent ","144","0.208794227586497","0.179686309129373","0.23790214604362"
"Part-time","2001","Employed","Couple + C. LE 16 ","687","0.177292434222838","0.165190815794826","0.189394052650849"
"Part-time","2001","Employed","Couple + C. GT 16 ","341","0.142856334418678","0.129385107444244","0.156327561393113"
"Part-time","2001","Employed","Couple + C. LE and GT 16","205","0.149598770035898","0.130104653498133","0.169092886573662"
"Non-working","2001","Not Employed","1-pers.-HH","1424","0.98971912854879","0.98452174494592","0.99491651215166"
"Non-working","2001","Not Employed","(Married) couple without C. ","3420","0.991289750926207","0.988188641515997","0.994390860336416"
"Non-working","2001","Not Employed","Single parent ","359","0.940374623799851","0.91659792151857","0.964151326081133"
"Non-working","2001","Not Employed","Couple + C. LE 16 ","866","0.910032659719595","0.891779711405285","0.928285608033905"
"Non-working","2001","Not Employed","Couple + C. GT 16 ","1017","0.960870266711172","0.949180753702637","0.972559779719708"
"Non-working","2001","Not Employed","Couple + C. LE and GT 16","437","0.928705766546376","0.905343154044688","0.952068379048063"
"Non-working","2001","Employed","1-pers.-HH","162","0.103523884415288","0.0884739236315118","0.118573845199064"
"Non-working","2001","Employed","(Married) couple without C. ","403","0.120718717354981","0.109877022954234","0.131560411755728"
"Non-working","2001","Employed","Single parent ","93","0.114559231263148","0.0917504550186285","0.137368007507668"
"Non-working","2001","Employed","Couple + C. LE 16 ","397","0.103122647991498","0.0934861515579837","0.112759144425013"
"Non-working","2001","Employed","Couple + C. GT 16 ","302","0.118138164714043","0.105712318446062","0.130564010982025"
"Non-working","2001","Employed","Couple + C. LE and GT 16","121","0.104313541115982","0.0876074073189472","0.121019674913017"
"Other","2001","Not Employed","1-pers.-HH","12","","",""
"Other","2001","Not Employed","(Married) couple without C. ","15","","",""
"Other","2001","Not Employed","Single parent ","10","","",""
"Other","2001","Not Employed","Couple + C. LE 16 ","19","","",""
"Other","2001","Not Employed","Couple + C. GT 16 ","26","","",""
"Other","2001","Not Employed","Couple + C. LE and GT 16","17","","",""
"Other","2001","Employed","1-pers.-HH","122","0.0788645799926568","0.0655493563405228","0.0921798036447908"
"Other","2001","Employed","(Married) couple without C. ","205","0.0622359311529938","0.0541967219358485","0.0702751403701391"
"Other","2001","Employed","Single parent ","111","0.159507863785457","0.133285909326862","0.185729818244052"
"Other","2001","Employed","Couple + C. LE 16 ","222","0.0578325844662179","0.0504360897947159","0.0652290791377198"
"Other","2001","Employed","Couple + C. GT 16 ","400","0.157816619216221","0.143781687832431","0.171851550600011"
"Other","2001","Employed","Couple + C. LE and GT 16","262","0.208806221037736","0.186591505550072","0.231020936525399"
"Full-time","2002","Not Employed","1-pers.-HH","4","","",""
"Full-time","2002","Not Employed","(Married) couple without C. ","13","","",""
"Full-time","2002","Not Employed","Single parent ","3","","",""
"Full-time","2002","Not Employed","Couple + C. LE 16 ","15","","",""
"Full-time","2002","Not Employed","Couple + C. GT 16 ","19","","",""
"Full-time","2002","Not Employed","Couple + C. LE and GT 16","5","","",""
"Full-time","2002","Employed","1-pers.-HH","1163","0.732926449537131","0.711138511090531","0.754714387983731"
"Full-time","2002","Employed","(Married) couple without C. ","2723","0.66260287491055","0.647799599945217","0.677406149875883"
"Full-time","2002","Employed","Single parent ","407","0.497584485329503","0.462222843796772","0.532946126862233"
"Full-time","2002","Employed","Couple + C. LE 16 ","2534","0.662725639506084","0.647834121639483","0.677617157372684"
"Full-time","2002","Employed","Couple + C. GT 16 ","1680","0.547179476476492","0.52887571173392","0.565483241219065"
"Full-time","2002","Employed","Couple + C. LE and GT 16","768","0.510990477809935","0.485287683220174","0.536693272399696"
"Part-time","2002","Not Employed","1-pers.-HH","4","","",""
"Part-time","2002","Not Employed","(Married) couple without C. ","1","","",""
"Part-time","2002","Not Employed","Single parent ","9","","",""
"Part-time","2002","Not Employed","Couple + C. LE 16 ","19","","",""
"Part-time","2002","Not Employed","Couple + C. GT 16 ","6","","",""
"Part-time","2002","Not Employed","Couple + C. LE and GT 16","6","","",""
"Part-time","2002","Employed","1-pers.-HH","113","0.0720294491549339","0.0592975659439148","0.084761332365953"
"Part-time","2002","Employed","(Married) couple without C. ","534","0.148115799467865","0.136994605008853","0.159236993926876"
"Part-time","2002","Employed","Single parent ","147","0.204212978488353","0.175702298413394","0.232723658563311"
"Part-time","2002","Employed","Couple + C. LE 16 ","757","0.180807975986633","0.16868575863659","0.192930193336675"
"Part-time","2002","Employed","Couple + C. GT 16 ","385","0.145091883278499","0.1321411680666","0.158042598490397"
"Part-time","2002","Employed","Couple + C. LE and GT 16","248","0.165340776548597","0.146239610988872","0.184441942108323"
"Non-working","2002","Not Employed","1-pers.-HH","1420","0.987612764367543","0.981901968360005","0.99332356037508"
"Non-working","2002","Not Employed","(Married) couple without C. ","3541","0.991302467983823","0.988255718263622","0.994349217704025"
"Non-working","2002","Not Employed","Single parent ","340","0.929254794298966","0.903094006384151","0.955415582213782"
"Non-working","2002","Not Employed","Couple + C. LE 16 ","841","0.939521750150461","0.92387879894813","0.955164701352793"
"Non-working","2002","Not Employed","Couple + C. GT 16 ","1125","0.959604934669362","0.94833309821391","0.970876771124815"
"Non-working","2002","Not Employed","Couple + C. LE and GT 16","477","0.937888592912981","0.916796221538808","0.958980964287155"
"Non-working","2002","Employed","1-pers.-HH","187","0.119402843549333","0.103434256999004","0.135371430099662"
"Non-working","2002","Employed","(Married) couple without C. ","457","0.134877169430437","0.124182470393577","0.145571868467298"
"Non-working","2002","Employed","Single parent ","94","0.129061484279937","0.105349955416638","0.152773013143236"
"Non-working","2002","Employed","Couple + C. LE 16 ","343","0.0901509597742372","0.0811300515451834","0.099171868003291"
"Non-working","2002","Employed","Couple + C. GT 16 ","326","0.129346938022369","0.117006996086912","0.141686879957826"
"Non-working","2002","Employed","Couple + C. LE and GT 16","178","0.120434486861646","0.10369952166335","0.137169452059942"
"Other","2002","Not Employed","1-pers.-HH","13","","",""
"Other","2002","Not Employed","(Married) couple without C. ","13","","",""
"Other","2002","Not Employed","Single parent ","17","","",""
"Other","2002","Not Employed","Couple + C. LE 16 ","17","","",""
"Other","2002","Not Employed","Couple + C. GT 16 ","22","","",""
"Other","2002","Not Employed","Couple + C. LE and GT 16","15","","",""
"Other","2002","Employed","1-pers.-HH","121","0.0756412577586022","0.0626194838770396","0.0886630316401648"
"Other","2002","Employed","(Married) couple without C. ","205","0.0544041561911479","0.0473029965519806","0.0615053158303152"
"Other","2002","Employed","Single parent ","120","0.169141051902208","0.14262824887446","0.195653854929956"
"Other","2002","Employed","Couple + C. LE 16 ","238","0.0663154247330464","0.0584777400659932","0.0741531094000997"
"Other","2002","Employed","Couple + C. GT 16 ","450","0.17838170222264","0.164304294882742","0.192459109562539"
"Other","2002","Employed","Couple + C. LE and GT 16","259","0.203234258779822","0.182543373680625","0.223925143879019"
"Full-time","2003","Not Employed","1-pers.-HH","4","","",""
"Full-time","2003","Not Employed","(Married) couple without C. ","12","","",""
"Full-time","2003","Not Employed","Single parent ","2","","",""
"Full-time","2003","Not Employed","Couple + C. LE 16 ","9","","",""
"Full-time","2003","Not Employed","Couple + C. GT 16 ","8","","",""
"Full-time","2003","Not Employed","Couple + C. LE and GT 16","5","","",""
"Full-time","2003","Employed","1-pers.-HH","1114","0.730887164842967","0.708664570988237","0.753109758697696"
"Full-time","2003","Employed","(Married) couple without C. ","2543","0.653342401320261","0.63813282177081","0.668551980869713"
"Full-time","2003","Employed","Single parent ","367","0.508954522796783","0.472788528644427","0.545120516949138"
"Full-time","2003","Employed","Couple + C. LE 16 ","2265","0.643892184074225","0.628213052069061","0.659571316079389"
"Full-time","2003","Employed","Couple + C. GT 16 ","1637","0.569618807163956","0.551196865625495","0.588040748702418"
"Full-time","2003","Employed","Couple + C. LE and GT 16","699","0.50809655444115","0.481358910111444","0.534834198770857"
"Part-time","2003","Not Employed","1-pers.-HH","2","","",""
"Part-time","2003","Not Employed","(Married) couple without C. ","4","","",""
"Part-time","2003","Not Employed","Single parent ","4","","",""
"Part-time","2003","Not Employed","Couple + C. LE 16 ","20","","",""
"Part-time","2003","Not Employed","Couple + C. GT 16 ","3","","",""
"Part-time","2003","Not Employed","Couple + C. LE and GT 16","1","","",""
"Part-time","2003","Employed","1-pers.-HH","126","0.0892615675569459","0.0749748827893885","0.103548252324503"
"Part-time","2003","Employed","(Married) couple without C. ","528","0.147113552959958","0.135792980911349","0.158434125008568"
"Part-time","2003","Employed","Single parent ","148","0.192182372402149","0.163677867698106","0.220686877106193"
"Part-time","2003","Employed","Couple + C. LE 16 ","749","0.196871899824071","0.183851960395834","0.209891839252307"
"Part-time","2003","Employed","Couple + C. GT 16 ","380","0.145560889319143","0.132439509497546","0.15868226914074"
"Part-time","2003","Employed","Couple + C. LE and GT 16","261","0.169946891680688","0.149859680857632","0.190034102503745"
"Non-working","2003","Not Employed","1-pers.-HH","1450","0.988803403538124","0.983417245462023","0.994189561614225"
"Non-working","2003","Not Employed","(Married) couple without C. ","3542","0.991496515265618","0.988485337255666","0.994507693275569"
"Non-working","2003","Not Employed","Single parent ","364","0.932934498892383","0.908045502099176","0.957823495685589"
"Non-working","2003","Not Employed","Couple + C. LE 16 ","759","0.936962742094741","0.920226212913891","0.95369927127559"
"Non-working","2003","Not Employed","Couple + C. GT 16 ","1147","0.977671137329457","0.96925521074576","0.986087063913155"
"Non-working","2003","Not Employed","Couple + C. LE and GT 16","482","0.947557276437122","0.92809569278038","0.967018860093863"
"Non-working","2003","Employed","1-pers.-HH","167","0.106985873806487","0.0914978945214689","0.122473853091505"
"Non-working","2003","Employed","(Married) couple without C. ","466","0.134329136651881","0.123430857290207","0.145227416013556"
"Non-working","2003","Employed","Single parent ","107","0.152663934747786","0.126644603339636","0.178683266155936"
"Non-working","2003","Employed","Couple + C. LE 16 ","345","0.0939634981385571","0.0844096766444021","0.103517319632712"
"Non-working","2003","Employed","Couple + C. GT 16 ","330","0.118443986053269","0.106421395390272","0.130466576716267"
"Non-working","2003","Employed","Couple + C. LE and GT 16","146","0.121619416330994","0.104138954367216","0.139099878294772"
"Other","2003","Not Employed","1-pers.-HH","10","","",""
"Other","2003","Not Employed","(Married) couple without C. ","14","","",""
"Other","2003","Not Employed","Single parent ","18","","",""
"Other","2003","Not Employed","Couple + C. LE 16 ","22","","",""
"Other","2003","Not Employed","Couple + C. GT 16 ","26","","",""
"Other","2003","Not Employed","Couple + C. LE and GT 16","16","","",""
"Other","2003","Employed","1-pers.-HH","123","0.0728653937936006","0.0598416924144936","0.0858890951727076"
