"erwst","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Full-time","1985","Saxony-Anhalt","Urban Area","","","",""
"Full-time","1985","Saxony-Anhalt","Rural Area","","","",""
"Full-time","1985","Thuringia","Urban Area","","","",""
"Full-time","1985","Thuringia","Rural Area","","","",""
"Part-time","1985","Schleswig-Holstein","Urban Area","23","","",""
"Part-time","1985","Schleswig-Holstein","Rural Area","7","","",""
"Part-time","1985","Hamburg","Urban Area","21","","",""
"Part-time","1985","Hamburg","Rural Area","1","","",""
"Part-time","1985","Lower Saxony","Urban Area","44","0.0758548434324976","0.0543259464895878","0.0973837403754075"
"Part-time","1985","Lower Saxony","Rural Area","39","0.0725871048607815","0.0504353015815059","0.0947389081400571"
"Part-time","1985","Bremen","Urban Area","6","","",""
"Part-time","1985","Bremen","Rural Area","","","",""
"Part-time","1985","North Rhine-Westphalia","Urban Area","182","0.0609272024089793","0.0522229901044159","0.0696314147135427"
"Part-time","1985","North Rhine-Westphalia","Rural Area","3","","",""
"Part-time","1985","Hesse","Urban Area","62","0.0686971228131834","0.0528931858679864","0.0845010597583803"
"Part-time","1985","Hesse","Rural Area","8","","",""
"Part-time","1985","Rhineland-Palatinate,Saarland","Urban Area","30","0.047729214158192","0.0311473405356074","0.0643110877807765"
"Part-time","1985","Rhineland-Palatinate,Saarland","Rural Area","8","","",""
"Part-time","1985","Baden-Württemberg","Urban Area","119","0.070945402736831","0.0589477049315471","0.082943100542115"
"Part-time","1985","Baden-Württemberg","Rural Area","23","","",""
"Part-time","1985","Bavaria","Urban Area","84","0.0852383821601774","0.0680598269142161","0.102416937406139"
"Part-time","1985","Bavaria","Rural Area","64","0.0660023523353467","0.0497812847202474","0.082223419950446"
"Part-time","1985","Berlin","Urban Area","31","0.0792838153531464","0.0516793499365718","0.106888280769721"
"Part-time","1985","Berlin","Rural Area","","","",""
"Part-time","1985","Brandenburg","Urban Area","","","",""
"Part-time","1985","Brandenburg","Rural Area","","","",""
"Part-time","1985","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Part-time","1985","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Part-time","1985","Saxony","Urban Area","","","",""
"Part-time","1985","Saxony","Rural Area","","","",""
"Part-time","1985","Saxony-Anhalt","Urban Area","","","",""
"Part-time","1985","Saxony-Anhalt","Rural Area","","","",""
"Part-time","1985","Thuringia","Urban Area","","","",""
"Part-time","1985","Thuringia","Rural Area","","","",""
"Non-working","1985","Schleswig-Holstein","Urban Area","65","0.413973869236349","0.339714767122196","0.488232971350502"
"Non-working","1985","Schleswig-Holstein","Rural Area","84","0.510713344155674","0.438680176161614","0.582746512149734"
"Non-working","1985","Hamburg","Urban Area","111","0.474844182166308","0.415823884525166","0.53386447980745"
"Non-working","1985","Hamburg","Rural Area","3","","",""
"Non-working","1985","Lower Saxony","Urban Area","267","0.490445331700248","0.449796251797548","0.531094411602948"
"Non-working","1985","Lower Saxony","Rural Area","256","0.534496580375234","0.491909615768534","0.577083544981933"
"Non-working","1985","Bremen","Urban Area","74","0.705774378729247","0.622848079418511","0.788700678039984"
"Non-working","1985","Bremen","Rural Area","","","",""
"Non-working","1985","North Rhine-Westphalia","Urban Area","1252","0.48108839110217","0.462906738366709","0.499270043837631"
"Non-working","1985","North Rhine-Westphalia","Rural Area","31","0.47002694272039","0.355534997714052","0.584518887726728"
"Non-working","1985","Hesse","Urban Area","385","0.454703708723847","0.423591484362109","0.485815933085585"
"Non-working","1985","Hesse","Rural Area","78","0.551718925151161","0.473427105872223","0.630010744430098"
"Non-working","1985","Rhineland-Palatinate,Saarland","Urban Area","283","0.49307062210258","0.454184957828793","0.531956286376367"
"Non-working","1985","Rhineland-Palatinate,Saarland","Rural Area","72","0.536455352691916","0.453852194922363","0.619058510461469"
"Non-working","1985","Baden-Württemberg","Urban Area","622","0.411307443280953","0.388311950109288","0.434302936452619"
"Non-working","1985","Baden-Württemberg","Rural Area","110","0.437848118762019","0.381519573254861","0.494176664269178"
"Non-working","1985","Bavaria","Urban Area","368","0.423484799878749","0.393087195080466","0.453882404677032"
"Non-working","1985","Bavaria","Rural Area","357","0.456560811604249","0.424018258023967","0.489103365184531"
"Non-working","1985","Berlin","Urban Area","140","0.437937167629496","0.387247141150523","0.488627194108469"
"Non-working","1985","Berlin","Rural Area","","","",""
"Non-working","1985","Brandenburg","Urban Area","","","",""
"Non-working","1985","Brandenburg","Rural Area","","","",""
"Non-working","1985","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Non-working","1985","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Non-working","1985","Saxony","Urban Area","","","",""
"Non-working","1985","Saxony","Rural Area","","","",""
"Non-working","1985","Saxony-Anhalt","Urban Area","","","",""
"Non-working","1985","Saxony-Anhalt","Rural Area","","","",""
"Non-working","1985","Thuringia","Urban Area","","","",""
"Non-working","1985","Thuringia","Rural Area","","","",""
"Other","1985","Schleswig-Holstein","Urban Area","10","","",""
"Other","1985","Schleswig-Holstein","Rural Area","5","","",""
"Other","1985","Hamburg","Urban Area","16","","",""
"Other","1985","Hamburg","Rural Area","","","",""
"Other","1985","Lower Saxony","Urban Area","21","","",""
"Other","1985","Lower Saxony","Rural Area","30","0.0562446603978919","0.0365742625577193","0.0759150582380645"
"Other","1985","Bremen","Urban Area","5","","",""
"Other","1985","Bremen","Rural Area","","","",""
"Other","1985","North Rhine-Westphalia","Urban Area","136","0.0454626531295457","0.037882149192984","0.0530431570661075"
"Other","1985","North Rhine-Westphalia","Rural Area","4","","",""
"Other","1985","Hesse","Urban Area","47","0.0495008520392517","0.0359479360918849","0.0630537679866185"
"Other","1985","Hesse","Rural Area","5","","",""
"Other","1985","Rhineland-Palatinate,Saarland","Urban Area","26","","",""
"Other","1985","Rhineland-Palatinate,Saarland","Rural Area","9","","",""
"Other","1985","Baden-Württemberg","Urban Area","81","0.0502223374511597","0.0400158899066529","0.0604287849956664"
"Other","1985","Baden-Württemberg","Rural Area","16","","",""
"Other","1985","Bavaria","Urban Area","53","0.0544025560017246","0.0404492259530955","0.0683558860503536"
"Other","1985","Bavaria","Rural Area","38","0.0435933014735666","0.0302532341500255","0.0569333687971078"
"Other","1985","Berlin","Urban Area","16","","",""
"Other","1985","Berlin","Rural Area","","","",""
"Other","1985","Brandenburg","Urban Area","","","",""
"Other","1985","Brandenburg","Rural Area","","","",""
"Other","1985","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Other","1985","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Other","1985","Saxony","Urban Area","","","",""
"Other","1985","Saxony","Rural Area","","","",""
"Other","1985","Saxony-Anhalt","Urban Area","","","",""
"Other","1985","Saxony-Anhalt","Rural Area","","","",""
"Other","1985","Thuringia","Urban Area","","","",""
"Other","1985","Thuringia","Rural Area","","","",""
"Full-time","1986","Schleswig-Holstein","Urban Area","68","0.439681636308221","0.361542459139042","0.517820813477401"
"Full-time","1986","Schleswig-Holstein","Rural Area","83","0.464518603080775","0.389325416808667","0.539711789352884"
"Full-time","1986","Hamburg","Urban Area","115","0.420341621168225","0.359153750076396","0.481529492260053"
"Full-time","1986","Hamburg","Rural Area","2","","",""
"Full-time","1986","Lower Saxony","Urban Area","254","0.393954370737252","0.354560380414141","0.433348361060362"
"Full-time","1986","Lower Saxony","Rural Area","209","0.357167700377484","0.315983432214442","0.398351968540527"
"Full-time","1986","Bremen","Urban Area","32","0.214392769118654","0.13734809102124","0.291437447216068"
"Full-time","1986","Bremen","Rural Area","","","",""
"Full-time","1986","North Rhine-Westphalia","Urban Area","1264","0.401157661859678","0.383006462324893","0.419308861394463"
"Full-time","1986","North Rhine-Westphalia","Rural Area","29","","",""
"Full-time","1986","Hesse","Urban Area","444","0.421276605525149","0.389195702427827","0.453357508622472"
"Full-time","1986","Hesse","Rural Area","55","0.331045776666244","0.253915960169739","0.408175593162748"
"Full-time","1986","Rhineland-Palatinate,Saarland","Urban Area","301","0.431756574549987","0.392955155050188","0.470557994049786"
"Full-time","1986","Rhineland-Palatinate,Saarland","Rural Area","56","0.350907633839185","0.273493310515696","0.428321957162673"
"Full-time","1986","Baden-Württemberg","Urban Area","908","0.469336487688201","0.445647981625415","0.493024993750987"
"Full-time","1986","Baden-Württemberg","Rural Area","153","0.425465998441656","0.369704438235208","0.481227558648103"
"Full-time","1986","Bavaria","Urban Area","474","0.433461561976691","0.402048582460001","0.464874541493381"
"Full-time","1986","Bavaria","Rural Area","398","0.430094181155824","0.396412607524354","0.463775754787295"
"Full-time","1986","Berlin","Urban Area","185","0.482869181266659","0.430887673946823","0.534850688586495"
"Full-time","1986","Berlin","Rural Area","","","",""
"Full-time","1986","Brandenburg","Urban Area","","","",""
"Full-time","1986","Brandenburg","Rural Area","","","",""
"Full-time","1986","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Full-time","1986","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Full-time","1986","Saxony","Urban Area","","","",""
"Full-time","1986","Saxony","Rural Area","","","",""
"Full-time","1986","Saxony-Anhalt","Urban Area","","","",""
"Full-time","1986","Saxony-Anhalt","Rural Area","","","",""
"Full-time","1986","Thuringia","Urban Area","","","",""
"Full-time","1986","Thuringia","Rural Area","","","",""
"Part-time","1986","Schleswig-Holstein","Urban Area","20","","",""
"Part-time","1986","Schleswig-Holstein","Rural Area","7","","",""
"Part-time","1986","Hamburg","Urban Area","16","","",""
"Part-time","1986","Hamburg","Rural Area","1","","",""
"Part-time","1986","Lower Saxony","Urban Area","37","0.0586100356314158","0.0396724275098625","0.077547643752969"
"Part-time","1986","Lower Saxony","Rural Area","38","0.0681310087586434","0.0464741103624893","0.0897879071547975"
"Part-time","1986","Bremen","Urban Area","5","","",""
"Part-time","1986","Bremen","Rural Area","","","",""
"Part-time","1986","North Rhine-Westphalia","Urban Area","146","0.0515674844329241","0.0433775065861908","0.0597574622796574"
"Part-time","1986","North Rhine-Westphalia","Rural Area","3","","",""
"Part-time","1986","Hesse","Urban Area","56","0.0694160442816026","0.0529026973226382","0.0859293912405671"
"Part-time","1986","Hesse","Rural Area","5","","",""
"Part-time","1986","Rhineland-Palatinate,Saarland","Urban Area","28","","",""
"Part-time","1986","Rhineland-Palatinate,Saarland","Rural Area","5","","",""
"Part-time","1986","Baden-Württemberg","Urban Area","106","0.0663998466919285","0.0545816858896869","0.0782180074941701"
"Part-time","1986","Baden-Württemberg","Rural Area","20","","",""
"Part-time","1986","Bavaria","Urban Area","67","0.070219248674596","0.0540221394983591","0.0864163578508329"
"Part-time","1986","Bavaria","Rural Area","52","0.0572482499337036","0.0414434564313637","0.0730530434360435"
"Part-time","1986","Berlin","Urban Area","30","0.0675508648122357","0.0414435656088405","0.0936581640156309"
"Part-time","1986","Berlin","Rural Area","","","",""
"Part-time","1986","Brandenburg","Urban Area","","","",""
"Part-time","1986","Brandenburg","Rural Area","","","",""
"Part-time","1986","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Part-time","1986","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Part-time","1986","Saxony","Urban Area","","","",""
"Part-time","1986","Saxony","Rural Area","","","",""
"Part-time","1986","Saxony-Anhalt","Urban Area","","","",""
"Part-time","1986","Saxony-Anhalt","Rural Area","","","",""
"Part-time","1986","Thuringia","Urban Area","","","",""
"Part-time","1986","Thuringia","Rural Area","","","",""
"Non-working","1986","Schleswig-Holstein","Urban Area","56","0.377645948805303","0.301325060330808","0.453966837279797"
"Non-working","1986","Schleswig-Holstein","Rural Area","72","0.456000202802597","0.380909421079902","0.531090984525292"
"Non-working","1986","Hamburg","Urban Area","110","0.496269079614959","0.434291301888999","0.558246857340919"
"Non-working","1986","Hamburg","Rural Area","3","","",""
"Non-working","1986","Lower Saxony","Urban Area","263","0.488185121995887","0.447885305040129","0.528484938951645"
"Non-working","1986","Lower Saxony","Rural Area","235","0.504820313321714","0.461847257200142","0.547793369443285"
"Non-working","1986","Bremen","Urban Area","60","0.644335758145793","0.55446651984087","0.734204996450715"
"Non-working","1986","Bremen","Rural Area","","","",""
"Non-working","1986","North Rhine-Westphalia","Urban Area","1234","0.492176738691092","0.473662392769227","0.510691084612957"
"Non-working","1986","North Rhine-Westphalia","Rural Area","30","0.463587817354031","0.345925101259854","0.581250533448207"
"Non-working","1986","Hesse","Urban Area","349","0.447102087341944","0.414798316651803","0.479405858032085"
"Non-working","1986","Hesse","Rural Area","70","0.534672449351681","0.45291951330239","0.616425385400972"
"Non-working","1986","Rhineland-Palatinate,Saarland","Urban Area","267","0.476189890531195","0.437066368188851","0.515313412873538"
"Non-working","1986","Rhineland-Palatinate,Saarland","Rural Area","80","0.589004636227538","0.509196075059497","0.66881319739558"
"Non-working","1986","Baden-Württemberg","Urban Area","592","0.411196988387516","0.387841127851567","0.434552848923464"
"Non-working","1986","Baden-Württemberg","Rural Area","108","0.417025452581209","0.361415733948777","0.47263517121364"
"Non-working","1986","Bavaria","Urban Area","363","0.443771753209715","0.412277922231926","0.475265584187503"
"Non-working","1986","Bavaria","Rural Area","318","0.444926900015622","0.411118200369719","0.478735599661525"
"Non-working","1986","Berlin","Urban Area","128","0.420469418786316","0.369119554414394","0.471819283158238"
"Non-working","1986","Berlin","Rural Area","","","",""
"Non-working","1986","Brandenburg","Urban Area","","","",""
"Non-working","1986","Brandenburg","Rural Area","","","",""
"Non-working","1986","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Non-working","1986","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Non-working","1986","Saxony","Urban Area","","","",""
"Non-working","1986","Saxony","Rural Area","","","",""
"Non-working","1986","Saxony-Anhalt","Urban Area","","","",""
"Non-working","1986","Saxony-Anhalt","Rural Area","","","",""
"Non-working","1986","Thuringia","Urban Area","","","",""
"Non-working","1986","Thuringia","Rural Area","","","",""
"Other","1986","Schleswig-Holstein","Urban Area","11","","",""
"Other","1986","Schleswig-Holstein","Rural Area","7","","",""
"Other","1986","Hamburg","Urban Area","9","","",""
"Other","1986","Hamburg","Rural Area","","","",""
"Other","1986","Lower Saxony","Urban Area","37","0.0592504716354454","0.0402161562472515","0.0782847870236393"
"Other","1986","Lower Saxony","Rural Area","38","0.0698809775421583","0.047968314110011","0.0917936409743056"
"Other","1986","Bremen","Urban Area","12","","",""
"Other","1986","Bremen","Rural Area","","","",""
"Other","1986","North Rhine-Westphalia","Urban Area","157","0.0550981150163059","0.0466481820257557","0.0635480480068562"
"Other","1986","North Rhine-Westphalia","Rural Area","7","","",""
"Other","1986","Hesse","Urban Area","61","0.0622052628513039","0.0465126646442055","0.0778978610584024"
"Other","1986","Hesse","Rural Area","13","","",""
"Other","1986","Rhineland-Palatinate,Saarland","Urban Area","30","0.0437690855093557","0.0277430518387155","0.0597951191799958"
"Other","1986","Rhineland-Palatinate,Saarland","Rural Area","5","","",""
"Other","1986","Baden-Württemberg","Urban Area","99","0.0530666772323552","0.0424263117219647","0.0637070427427456"
"Other","1986","Baden-Württemberg","Rural Area","21","","",""
"Other","1986","Bavaria","Urban Area","52","0.0525474361389982","0.0384033905304415","0.0666914817475548"
"Other","1986","Bavaria","Rural Area","62","0.0677306688948502","0.0506355381808887","0.0848257996088117"
"Other","1986","Berlin","Urban Area","12","","",""
"Other","1986","Berlin","Rural Area","","","",""
"Other","1986","Brandenburg","Urban Area","","","",""
"Other","1986","Brandenburg","Rural Area","","","",""
"Other","1986","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Other","1986","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Other","1986","Saxony","Urban Area","","","",""
"Other","1986","Saxony","Rural Area","","","",""
"Other","1986","Saxony-Anhalt","Urban Area","","","",""
"Other","1986","Saxony-Anhalt","Rural Area","","","",""
"Other","1986","Thuringia","Urban Area","","","",""
"Other","1986","Thuringia","Rural Area","","","",""
"Full-time","1987","Schleswig-Holstein","Urban Area","65","0.409717785557639","0.330754135690769","0.488681435424508"
"Full-time","1987","Schleswig-Holstein","Rural Area","79","0.421056014564893","0.348113628104432","0.493998401025354"
"Full-time","1987","Hamburg","Urban Area","100","0.415032509265752","0.35021706123902","0.479847957292484"
"Full-time","1987","Hamburg","Rural Area","1","","",""
"Full-time","1987","Lower Saxony","Urban Area","254","0.393594684306303","0.354173633446316","0.433015735166289"
"Full-time","1987","Lower Saxony","Rural Area","206","0.354857722462758","0.313653844415687","0.396061600509828"
"Full-time","1987","Bremen","Urban Area","32","0.229047501674607","0.14709466441052","0.311000338938693"
"Full-time","1987","Bremen","Rural Area","","","",""
"Full-time","1987","North Rhine-Westphalia","Urban Area","1246","0.412236525502625","0.393902360112768","0.430570690892481"
"Full-time","1987","North Rhine-Westphalia","Rural Area","34","0.478027960844269","0.361010858177301","0.595045063511238"
"Full-time","1987","Hesse","Urban Area","454","0.420236482032054","0.388289065727117","0.45218389833699"
"Full-time","1987","Hesse","Rural Area","59","0.339277651484297","0.262213710461081","0.416341592507513"
"Full-time","1987","Rhineland-Palatinate,Saarland","Urban Area","285","0.409622546887867","0.37109975692913","0.448145336846605"
"Full-time","1987","Rhineland-Palatinate,Saarland","Rural Area","50","0.314301564584309","0.238477563826305","0.390125565342314"
"Full-time","1987","Baden-Württemberg","Urban Area","883","0.469093762221689","0.445301075750712","0.492886448692665"
"Full-time","1987","Baden-Württemberg","Rural Area","148","0.433160452442614","0.376031844679727","0.490289060205501"
"Full-time","1987","Bavaria","Urban Area","468","0.449985261574522","0.417890544702146","0.482079978446898"
"Full-time","1987","Bavaria","Rural Area","405","0.460318997386041","0.426036844210774","0.494601150561307"
"Full-time","1987","Berlin","Urban Area","188","0.481770458358551","0.430509959902401","0.533030956814701"
"Full-time","1987","Berlin","Rural Area","","","",""
"Full-time","1987","Brandenburg","Urban Area","","","",""
"Full-time","1987","Brandenburg","Rural Area","","","",""
"Full-time","1987","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Full-time","1987","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Full-time","1987","Saxony","Urban Area","","","",""
"Full-time","1987","Saxony","Rural Area","","","",""
"Full-time","1987","Saxony-Anhalt","Urban Area","","","",""
"Full-time","1987","Saxony-Anhalt","Rural Area","","","",""
"Full-time","1987","Thuringia","Urban Area","","","",""
"Full-time","1987","Thuringia","Rural Area","","","",""
"Part-time","1987","Schleswig-Holstein","Urban Area","16","","",""
"Part-time","1987","Schleswig-Holstein","Rural Area","12","","",""
"Part-time","1987","Hamburg","Urban Area","13","","",""
"Part-time","1987","Hamburg","Rural Area","1","","",""
"Part-time","1987","Lower Saxony","Urban Area","37","0.063920910393359","0.0441830608981385","0.0836587598885795"
"Part-time","1987","Lower Saxony","Rural Area","52","0.0959247700524539","0.0705646748362665","0.121284865268641"
"Part-time","1987","Bremen","Urban Area","5","","",""
"Part-time","1987","Bremen","Rural Area","","","",""
"Part-time","1987","North Rhine-Westphalia","Urban Area","157","0.0582109706574648","0.0494899794770284","0.0669319618379013"
"Part-time","1987","North Rhine-Westphalia","Rural Area","3","","",""
"Part-time","1987","Hesse","Urban Area","61","0.0664362709092781","0.0503172732610583","0.0825552685574979"
"Part-time","1987","Hesse","Rural Area","9","","",""
"Part-time","1987","Rhineland-Palatinate,Saarland","Urban Area","26","","",""
"Part-time","1987","Rhineland-Palatinate,Saarland","Rural Area","8","","",""
"Part-time","1987","Baden-Württemberg","Urban Area","114","0.0703963651068995","0.0582000464481215","0.0825926837656776"
"Part-time","1987","Baden-Württemberg","Rural Area","23","","",""
"Part-time","1987","Bavaria","Urban Area","71","0.0757614013158454","0.0586902311695898","0.0928325714621011"
"Part-time","1987","Bavaria","Rural Area","59","0.0665128438129782","0.0493741780899001","0.0836515095360563"
"Part-time","1987","Berlin","Urban Area","22","","",""
"Part-time","1987","Berlin","Rural Area","","","",""
"Part-time","1987","Brandenburg","Urban Area","","","",""
"Part-time","1987","Brandenburg","Rural Area","","","",""
"Part-time","1987","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Part-time","1987","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Part-time","1987","Saxony","Urban Area","","","",""
"Part-time","1987","Saxony","Rural Area","","","",""
"Part-time","1987","Saxony-Anhalt","Urban Area","","","",""
"Part-time","1987","Saxony-Anhalt","Rural Area","","","",""
"Part-time","1987","Thuringia","Urban Area","","","",""
"Part-time","1987","Thuringia","Rural Area","","","",""
"Non-working","1987","Schleswig-Holstein","Urban Area","59","0.426171211169668","0.346767979625744","0.505574442713592"
"Non-working","1987","Schleswig-Holstein","Rural Area","73","0.453530423421146","0.379981221575212","0.52707962526708"
"Non-working","1987","Hamburg","Urban Area","94","0.472355968695001","0.406684485885336","0.538027451504665"
"Non-working","1987","Hamburg","Rural Area","2","","",""
"Non-working","1987","Lower Saxony","Urban Area","257","0.480604944017274","0.440290088477648","0.5209197995569"
"Non-working","1987","Lower Saxony","Rural Area","222","0.481217552620077","0.438190006579527","0.524245098660627"
"Non-working","1987","Bremen","Urban Area","60","0.685909241674723","0.595388456912231","0.776430026437215"
"Non-working","1987","Bremen","Rural Area","","","",""
"Non-working","1987","North Rhine-Westphalia","Urban Area","1208","0.478657061277525","0.460050736558027","0.497263385997023"
"Non-working","1987","North Rhine-Westphalia","Rural Area","30","0.443286036584185","0.326911717245172","0.559660355923199"
"Non-working","1987","Hesse","Urban Area","349","0.45973446234717","0.427477713988754","0.491991210705586"
"Non-working","1987","Hesse","Rural Area","62","0.476660128655415","0.395365769007192","0.557954488303638"
"Non-working","1987","Rhineland-Palatinate,Saarland","Urban Area","276","0.486269096698011","0.447115910909177","0.525422282486844"
"Non-working","1987","Rhineland-Palatinate,Saarland","Rural Area","78","0.58818855411704","0.507803679975602","0.668573428258479"
"Non-working","1987","Baden-Württemberg","Urban Area","592","0.402885531465011","0.379501231594681","0.426269831335341"
"Non-working","1987","Baden-Württemberg","Rural Area","100","0.407501090138032","0.350850122162761","0.464152058113303"
"Non-working","1987","Bavaria","Urban Area","327","0.418054211786023","0.386233872444066","0.44987455112798"
"Non-working","1987","Bavaria","Rural Area","289","0.418188383106487","0.384261242958654","0.45211552325432"
"Non-working","1987","Berlin","Urban Area","135","0.416435936272924","0.365862783512405","0.467009089033444"
"Non-working","1987","Berlin","Rural Area","","","",""
"Non-working","1987","Brandenburg","Urban Area","","","",""
"Non-working","1987","Brandenburg","Rural Area","","","",""
"Non-working","1987","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Non-working","1987","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Non-working","1987","Saxony","Urban Area","","","",""
"Non-working","1987","Saxony","Rural Area","","","",""
"Non-working","1987","Saxony-Anhalt","Urban Area","","","",""
"Non-working","1987","Saxony-Anhalt","Rural Area","","","",""
"Non-working","1987","Thuringia","Urban Area","","","",""
"Non-working","1987","Thuringia","Rural Area","","","",""
"Other","1987","Schleswig-Holstein","Urban Area","9","","",""
"Other","1987","Schleswig-Holstein","Rural Area","12","","",""
"Other","1987","Hamburg","Urban Area","15","","",""
"Other","1987","Hamburg","Rural Area","","","",""
"Other","1987","Lower Saxony","Urban Area","42","0.0618794612830647","0.0424381895992173","0.0813207329669121"
"Other","1987","Lower Saxony","Rural Area","38","0.0679999548647114","0.0463206431416329","0.0896792665877898"
"Other","1987","Bremen","Urban Area","4","","",""
"Other","1987","Bremen","Rural Area","","","",""
"Other","1987","North Rhine-Westphalia","Urban Area","158","0.0508954425623853","0.0427092286274586","0.0590816564973119"
"Other","1987","North Rhine-Westphalia","Rural Area","3","","",""
"Other","1987","Hesse","Urban Area","53","0.0535927847114983","0.0390162058551478","0.0681693635678488"
"Other","1987","Hesse","Rural Area","15","","",""
"Other","1987","Rhineland-Palatinate,Saarland","Urban Area","39","0.058364550424992","0.0400001439560397","0.0767289568939444"
"Other","1987","Rhineland-Palatinate,Saarland","Rural Area","8","","",""
"Other","1987","Baden-Württemberg","Urban Area","101","0.0576243412064008","0.046514195481731","0.0687344869310706"
"Other","1987","Baden-Württemberg","Rural Area","18","","",""
"Other","1987","Bavaria","Urban Area","57","0.0561991253236097","0.0413414040651752","0.0710568465820442"
"Other","1987","Bavaria","Rural Area","59","0.0549797756944941","0.0393017233644359","0.0706578280245522"
"Other","1987","Berlin","Urban Area","20","","",""
"Other","1987","Berlin","Rural Area","","","",""
"Other","1987","Brandenburg","Urban Area","","","",""
"Other","1987","Brandenburg","Rural Area","","","",""
"Other","1987","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Other","1987","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Other","1987","Saxony","Urban Area","","","",""
"Other","1987","Saxony","Rural Area","","","",""
"Other","1987","Saxony-Anhalt","Urban Area","","","",""
"Other","1987","Saxony-Anhalt","Rural Area","","","",""
"Other","1987","Thuringia","Urban Area","","","",""
"Other","1987","Thuringia","Rural Area","","","",""
"Full-time","1988","Schleswig-Holstein","Urban Area","67","0.424046706319954","0.343884041960735","0.504209370679174"
"Full-time","1988","Schleswig-Holstein","Rural Area","76","0.391805454482678","0.319890707444329","0.463720201521027"
"Full-time","1988","Hamburg","Urban Area","90","0.445568952169078","0.376512734977415","0.514625169360741"
"Full-time","1988","Hamburg","Rural Area","1","","",""
"Full-time","1988","Lower Saxony","Urban Area","255","0.415227960008424","0.374846067247781","0.455609852769067"
"Full-time","1988","Lower Saxony","Rural Area","196","0.369341010785796","0.32612035061302","0.412561670958572"
"Full-time","1988","Bremen","Urban Area","34","0.286460512646096","0.197849136873435","0.375071888418757"
"Full-time","1988","Bremen","Rural Area","","","",""
