"erwst","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Part-time","1997","16-34 y.","Urban Area","204","0.0742577510720728","0.0650548241383839","0.0834606780057618","2"
"Part-time","1997","35-65 y.","Rural Area","218","0.0975064533176956","0.0854639801665648","0.109548926468826","2"
"Part-time","1997","35-65 y.","Urban Area","489","0.11453548926243","0.105055471359478","0.124015507165383","2"
"Part-time","1997","66 and older","Urban Area","7","","","","2"
"Part-time","1997","66 and older","Rural Area","3","","","","2"
"Full-time","1998","16-34 y.","Urban Area","1570","0.474403735768214","0.457301904238888","0.49150556729754","1"
"Full-time","1998","16-34 y.","Rural Area","733","0.449736670623647","0.425437044641166","0.474036296606128","1"
"Full-time","1998","35-65 y.","Urban Area","2538","0.514410404187129","0.500397876622494","0.528422931751765","1"
"Full-time","1998","35-65 y.","Rural Area","1391","0.482643244649948","0.463667922453196","0.501618566846699","1"
"Full-time","1998","66 and older","Urban Area","9","","","","1"
"Full-time","1998","66 and older","Rural Area","2","","","","1"
"Non-working","1998","16-34 y.","Urban Area","1157","0.352402950735217","0.33604177017205","0.368764131298384","5"
"Non-working","1998","16-34 y.","Rural Area","571","0.357665506244061","0.334252655077224","0.381078357410899","5"
"Non-working","1998","35-65 y.","Rural Area","944","0.388867622445049","0.370355785354247","0.407379459535851","5"
"Non-working","1998","35-65 y.","Urban Area","1647","0.340250024783034","0.326966427656952","0.353533621909116","5"
"Non-working","1998","66 and older","Urban Area","1248","0.977352101196123","0.969201632390029","0.985502570002217","5"
"Non-working","1998","66 and older","Rural Area","602","0.989795379713449","0.981826475224198","0.9977642842027","5"
"Other","1998","16-34 y.","Urban Area","358","0.107515819759522","0.0969067113444057","0.118124928174638","6"
"Other","1998","16-34 y.","Rural Area","231","0.128343779584673","0.112005919134614","0.144681640034732","6"
"Other","1998","35-65 y.","Urban Area","123","0.0232200578904559","0.0189976815726292","0.0274424342082827","6"
"Other","1998","35-65 y.","Rural Area","73","0.0281558548093539","0.0218743506656825","0.0344373589530254","6"
"Other","1998","66 and older","Urban Area","13","","","","6"
"Other","1998","66 and older","Rural Area","3","","","","6"
"Part-time","1998","16-34 y.","Urban Area","190","0.0656774937370472","0.0571935236246863","0.0741614638494081","2"
"Part-time","1998","16-34 y.","Rural Area","75","0.0642540435476183","0.0522765936126916","0.076231493482545","2"
"Part-time","1998","35-65 y.","Urban Area","579","0.122119513139381","0.112939630023521","0.13129939625524","2"
"Part-time","1998","35-65 y.","Rural Area","256","0.100333278095649","0.0889243640046631","0.111742192186636","2"
"Part-time","1998","66 and older","Urban Area","10","","","","2"
"Part-time","1998","66 and older","Rural Area","4","","","","2"
"Full-time","1999","16-34 y.","Urban Area","1466","0.465868800247402","0.448231886240572","0.483505714254233","1"
"Full-time","1999","16-34 y.","Rural Area","719","0.472190953718577","0.447289672724919","0.497092234712235","1"
"Full-time","1999","35-65 y.","Rural Area","1356","0.497179637977504","0.477864095277718","0.516495180677289","1"
"Full-time","1999","35-65 y.","Urban Area","2505","0.529034320698284","0.514827271974513","0.543241369422055","1"
"Full-time","1999","66 and older","Rural Area","6","","","","1"
"Full-time","1999","66 and older","Urban Area","9","","","","1"
"Non-working","1999","16-34 y.","Rural Area","489","0.306748694115116","0.283746929627027","0.329750458603205","5"
"Non-working","1999","16-34 y.","Urban Area","1013","0.330159586296711","0.313532565501752","0.34678660709167","5"
"Non-working","1999","35-65 y.","Rural Area","859","0.362123255073806","0.34355631173013","0.380690198417483","5"
"Non-working","1999","35-65 y.","Urban Area","1528","0.320723690835698","0.307438858709947","0.33400852296145","5"
"Non-working","1999","66 and older","Urban Area","1191","0.971287353880085","0.961935654813405","0.980639052946766","5"
"Non-working","1999","66 and older","Rural Area","599","0.97925986242539","0.967950504033474","0.990569220817306","5"
"Other","1999","16-34 y.","Urban Area","406","0.141489780996931","0.129167188619023","0.153812373374839","6"
"Other","1999","16-34 y.","Rural Area","233","0.137752524813109","0.120561958163225","0.154943091462992","6"
"Other","1999","35-65 y.","Urban Area","159","0.0367765862941848","0.0314196492963005","0.042133523292069","6"
"Other","1999","35-65 y.","Rural Area","91","0.040763385891002","0.033124292516017","0.0484024792659871","6"
"Other","1999","66 and older","Urban Area","15","","","","6"
"Other","1999","66 and older","Rural Area","3","","","","6"
"Part-time","1999","16-34 y.","Rural Area","103","0.0833078273531979","0.0695237053398885","0.0970919493665072","2"
"Part-time","1999","16-34 y.","Urban Area","188","0.0624818324589557","0.0539245959364733","0.071039068981438","2"
"Part-time","1999","35-65 y.","Urban Area","550","0.113465402171833","0.104438330531523","0.122492473812143","2"
"Part-time","1999","35-65 y.","Rural Area","268","0.099933721057688","0.0883476258037048","0.111519816311671","2"
"Part-time","1999","66 and older","Urban Area","10","","","","2"
"Part-time","1999","66 and older","Rural Area","2","","","","2"
"Full-time","2000","16-34 y.","Urban Area","2089","0.462873366877656","0.448633462354459","0.477113271400852","1"
"Full-time","2000","16-34 y.","Rural Area","1072","0.467584918503694","0.447767182889136","0.487402654118253","1"
"Full-time","2000","35-65 y.","Rural Area","2377","0.509763625977714","0.495348637798165","0.524178614157262","1"
"Full-time","2000","35-65 y.","Urban Area","4514","0.517454359210379","0.507048906891671","0.527859811529086","1"
"Full-time","2000","66 and older","Rural Area","11","","","","1"
"Full-time","2000","66 and older","Urban Area","22","","","","1"
"Non-working","2000","16-34 y.","Urban Area","1630","0.323474724256376","0.310114928257734","0.336834520255018","5"
"Non-working","2000","16-34 y.","Rural Area","815","0.320578545651319","0.302041715793861","0.339115375508778","5"
"Non-working","2000","35-65 y.","Rural Area","1553","0.335577714728023","0.321961833491782","0.349193595964265","5"
"Non-working","2000","35-65 y.","Urban Area","2875","0.314998147362972","0.305325271529039","0.324671023196905","5"
"Non-working","2000","66 and older","Urban Area","2324","0.967934757054812","0.96087175308404","0.974997761025583","5"
"Non-working","2000","66 and older","Rural Area","1224","0.974253666012658","0.96547382183539","0.983033510189925","5"
"Other","2000","16-34 y.","Rural Area","390","0.146543607210058","0.132496958707432","0.160590255712685","6"
"Other","2000","16-34 y.","Urban Area","625","0.135123505943484","0.125360576810251","0.144886435076717","6"
"Other","2000","35-65 y.","Urban Area","304","0.0364047350795355","0.0325045788296114","0.0403048913294596","6"
"Other","2000","35-65 y.","Rural Area","167","0.038122953503131","0.0326011601002865","0.0436447469059754","6"
"Other","2000","66 and older","Urban Area","23","","","","6"
"Other","2000","66 and older","Rural Area","9","","","","6"
"Part-time","2000","16-34 y.","Urban Area","366","0.0785284029224841","0.0708460899399719","0.0862107159049962","2"
"Part-time","2000","16-34 y.","Rural Area","158","0.0652929286349278","0.0554806596112108","0.0751051976586447","2"
"Part-time","2000","35-65 y.","Rural Area","523","0.116535705791132","0.107283375889891","0.125788035692373","2"
"Part-time","2000","35-65 y.","Urban Area","1166","0.131142758347113","0.124113619698762","0.138171896995465","2"
"Part-time","2000","66 and older","Urban Area","21","","","","2"
"Part-time","2000","66 and older","Rural Area","6","","","","2"
"Full-time","2001","16-34 y.","Urban Area","1800","0.442626530763343","0.427552830913813","0.457700230612873","1"
"Full-time","2001","16-34 y.","Rural Area","891","0.459216814245816","0.438048769691599","0.480384858800034","1"
"Full-time","2001","35-65 y.","Urban Area","4196","0.524458685453245","0.513580345933414","0.535337024973077","1"
"Full-time","2001","35-65 y.","Rural Area","2166","0.504229293344338","0.48914783135263","0.519310755336046","1"
"Full-time","2001","66 and older","Rural Area","11","","","","1"
"Full-time","2001","66 and older","Urban Area","18","","","","1"
"Non-working","2001","16-34 y.","Urban Area","1435","0.322460671492258","0.308275531447144","0.336645811537373","5"
"Non-working","2001","16-34 y.","Rural Area","727","0.313723970507703","0.294014111087967","0.333433829927438","5"
"Non-working","2001","35-65 y.","Urban Area","2492","0.305129661419365","0.295099522649109","0.315159800189622","5"
"Non-working","2001","35-65 y.","Rural Area","1423","0.34172262423772","0.327416226082891","0.35602902239255","5"
"Non-working","2001","66 and older","Urban Area","2204","0.969145324125097","0.962020719627813","0.976269928622381","5"
"Non-working","2001","66 and older","Rural Area","1150","0.9761302855223","0.967428330012864","0.984832241031736","5"
"Other","2001","16-34 y.","Urban Area","614","0.154059322034214","0.14310357636673","0.165015067701698","6"
"Other","2001","16-34 y.","Rural Area","377","0.160233904073465","0.144652139586179","0.175815668560751","6"
"Other","2001","35-65 y.","Urban Area","308","0.0377577306554806","0.0336057244047989","0.0419097369061623","6"
"Other","2001","35-65 y.","Rural Area","142","0.0347842767876791","0.0292572361266942","0.0403113174486639","6"
"Other","2001","66 and older","Urban Area","29","","","","6"
"Other","2001","66 and older","Rural Area","13","","","","6"
"Part-time","2001","16-34 y.","Urban Area","322","0.0808534757101847","0.0725803482046558","0.0891266032157136","2"
"Part-time","2001","16-34 y.","Rural Area","134","0.0668253111730159","0.0562178309563213","0.0774327913897105","2"
"Part-time","2001","35-65 y.","Rural Area","491","0.119263805630262","0.109487692236781","0.129039919023744","2"
"Part-time","2001","35-65 y.","Urban Area","1100","0.132653922471908","0.125265204347262","0.140042640596555","2"
"Part-time","2001","66 and older","Urban Area","12","","","","2"
"Part-time","2001","66 and older","Rural Area","8","","","","2"
"Full-time","2002","16-34 y.","Urban Area","1677","0.42497310577841","0.409869245018342","0.440076966538478","1"
"Full-time","2002","16-34 y.","Rural Area","843","0.447630906648165","0.426215182743447","0.469046630552882","1"
"Full-time","2002","35-65 y.","Urban Area","4757","0.512333903647525","0.501983527032256","0.522684280262795","1"
"Full-time","2002","35-65 y.","Rural Area","2256","0.487811629821044","0.472993321754751","0.502629937887337","1"
"Full-time","2002","66 and older","Urban Area","28","","","","1"
"Full-time","2002","66 and older","Rural Area","10","","","","1"
"Non-working","2002","16-34 y.","Urban Area","1494","0.344455589330931","0.32993678511805","0.358974393543812","5"
"Non-working","2002","16-34 y.","Rural Area","745","0.328002825757906","0.307782853397842","0.34822279811797","5"
"Non-working","2002","35-65 y.","Rural Area","1406","0.34470949341984","0.330619809581452","0.358799177258227","5"
"Non-working","2002","35-65 y.","Urban Area","2570","0.311325140328619","0.3017370407992","0.320913239858037","5"
"Non-working","2002","66 and older","Urban Area","2331","0.972363086631806","0.965822323370042","0.97890384989357","5"
"Non-working","2002","66 and older","Rural Area","1191","0.974720183015647","0.965940560374505","0.983499805656789","5"
"Other","2002","16-34 y.","Urban Area","637","0.156867071995655","0.145755459390845","0.167978684600466","6"
"Other","2002","16-34 y.","Rural Area","362","0.162164279840653","0.146289230767055","0.178039328914251","6"
"Other","2002","35-65 y.","Urban Area","346","0.0422398182804838","0.0380748880362407","0.046404748524727","6"
"Other","2002","35-65 y.","Rural Area","167","0.0434119458041653","0.0373707238716535","0.0494531677366771","6"
"Other","2002","66 and older","Urban Area","30","0.0114247303803148","0.00718442357559448","0.0156650371850351","6"
"Other","2002","66 and older","Rural Area","13","","","","6"
"Part-time","2002","16-34 y.","Urban Area","307","0.0737042328950034","0.0657209002385408","0.081687565551466","2"
"Part-time","2002","16-34 y.","Rural Area","121","0.0622019877532765","0.0518000361883888","0.0726039393181642","2"
"Part-time","2002","35-65 y.","Rural Area","542","0.124066930954951","0.114294082402692","0.13383977950721","2"
"Part-time","2002","35-65 y.","Urban Area","1286","0.134101137743372","0.127044982316596","0.141157293170148","2"
"Part-time","2002","66 and older","Urban Area","24","","","","2"
"Part-time","2002","66 and older","Rural Area","14","","","","2"
"Full-time","2003","16-34 y.","Urban Area","1522","0.406568442376187","0.391213481265067","0.421923403487307","1"
"Full-time","2003","16-34 y.","Rural Area","772","0.439448981279927","0.417448280510079","0.461449682049774","1"
"Full-time","2003","35-65 y.","Urban Area","4438","0.505675513855927","0.495085354303353","0.5162656734085","1"
"Full-time","2003","35-65 y.","Rural Area","2099","0.479203448466985","0.463995177532503","0.494411719401467","1"
"Full-time","2003","66 and older","Urban Area","26","","","","1"
"Full-time","2003","66 and older","Rural Area","14","","","","1"
"Non-working","2003","16-34 y.","Urban Area","1489","0.360922136824538","0.345908696700304","0.375935576948772","5"
"Non-working","2003","16-34 y.","Rural Area","725","0.342277745884128","0.321245516483198","0.363309975285058","5"
"Non-working","2003","35-65 y.","Rural Area","1317","0.342771822260217","0.328322533585521","0.357221110934914","5"
"Non-working","2003","35-65 y.","Urban Area","2531","0.319001554930457","0.309128991348287","0.328874118512627","5"
"Non-working","2003","66 and older","Urban Area","2367","0.969011996812779","0.9621559750934","0.975868018532159","5"
"Non-working","2003","66 and older","Rural Area","1207","0.965566325536468","0.955458079020795","0.975674572052141","5"
"Other","2003","16-34 y.","Rural Area","332","0.152657557684856","0.136714803671866","0.168600311697846","6"
"Other","2003","16-34 y.","Urban Area","610","0.150142173930281","0.138975571397105","0.161308776463456","6"
"Other","2003","35-65 y.","Urban Area","331","0.0428848919798027","0.0385935341880819","0.0471762497715234","6"
"Other","2003","35-65 y.","Rural Area","181","0.0465586398324721","0.0401445806985507","0.0529726989663935","6"
"Other","2003","66 and older","Urban Area","36","0.0157146686082862","0.0107940021054409","0.0206353351111315","6"
"Other","2003","66 and older","Rural Area","18","","","","6"
"Part-time","2003","16-34 y.","Urban Area","310","0.0823672468689939","0.0737729906457418","0.090961503092246","2"
"Part-time","2003","16-34 y.","Rural Area","126","0.065615715151089","0.054639783189603","0.0765916471125749","2"
"Part-time","2003","35-65 y.","Urban Area","1262","0.132438039233813","0.125258160631267","0.13961791783636","2"
"Part-time","2003","35-65 y.","Rural Area","548","0.131466089440325","0.121179152308686","0.141753026571965","2"
"Part-time","2003","66 and older","Urban Area","25","","","","2"
"Part-time","2003","66 and older","Rural Area","11","","","","2"
"Full-time","2004","16-34 y.","Urban Area","1442","0.407841916096099","0.392131897878693","0.423551934313505","1"
"Full-time","2004","16-34 y.","Rural Area","706","0.401101365092784","0.378987438045133","0.423215292140435","1"
"Full-time","2004","35-65 y.","Urban Area","4302","0.507749777881151","0.496965748055958","0.518533807706343","1"
"Full-time","2004","35-65 y.","Rural Area","2042","0.480830433787839","0.465373975218488","0.496286892357189","1"
"Full-time","2004","66 and older","Rural Area","14","","","","1"
"Full-time","2004","66 and older","Urban Area","29","","","","1"
"Non-working","2004","16-34 y.","Urban Area","1466","0.36250699342829","0.347139330180552","0.377874656676027","5"
"Non-working","2004","16-34 y.","Rural Area","728","0.370276606215268","0.348489467832412","0.392063744598124","5"
"Non-working","2004","35-65 y.","Rural Area","1246","0.345896369772","0.331181524876644","0.360611214667355","5"
"Non-working","2004","35-65 y.","Urban Area","2361","0.308585320956989","0.298621631611998","0.31854901030198","5"
"Non-working","2004","66 and older","Urban Area","2415","0.965482525540204","0.958360637685798","0.97260441339461","5"
"Non-working","2004","66 and older","Rural Area","1250","0.965040192053355","0.955028533069833","0.975051851036877","5"
"Other","2004","16-34 y.","Rural Area","326","0.162563643968087","0.145916115762212","0.179211172173963","6"
"Other","2004","16-34 y.","Urban Area","591","0.15862409523639","0.146945474836149","0.170302715636631","6"
"Other","2004","35-65 y.","Rural Area","200","0.0462138243803525","0.0397189482382635","0.0527087005224414","6"
"Other","2004","35-65 y.","Urban Area","355","0.0478668464176956","0.0432618478361633","0.0524718449992279","6"
"Other","2004","66 and older","Urban Area","55","0.0203414603578664","0.0148342477316574","0.0258486729840754","6"
"Other","2004","66 and older","Rural Area","14","","","","6"
"Part-time","2004","16-34 y.","Urban Area","260","0.0710269952392218","0.0628154442048173","0.0792385462736263","2"
"Part-time","2004","16-34 y.","Rural Area","127","0.0660583847238604","0.0548514722611428","0.077265297186578","2"
"Part-time","2004","35-65 y.","Rural Area","526","0.127059372059809","0.116756575776746","0.137362168342872","2"
"Part-time","2004","35-65 y.","Urban Area","1238","0.135798054744165","0.128408510681759","0.14318759880657","2"
"Part-time","2004","66 and older","Urban Area","25","","","","2"
"Part-time","2004","66 and older","Rural Area","15","","","","2"
"Full-time","2005","16-34 y.","Urban Area","1324","0.38865889103776","0.372673676485711","0.40464410558981","1"
"Full-time","2005","16-34 y.","Rural Area","655","0.397854668098838","0.375065465821967","0.420643870375709","1"
"Full-time","2005","35-65 y.","Urban Area","4051","0.509170114900031","0.498087940341645","0.520252289458417","1"
"Full-time","2005","35-65 y.","Rural Area","1939","0.49064189856247","0.474813781048892","0.506470016076049","1"
"Full-time","2005","66 and older","Urban Area","21","","","","1"
"Full-time","2005","66 and older","Rural Area","11","","","","1"
"Non-working","2005","16-34 y.","Urban Area","1430","0.377667311344722","0.36176873008963","0.393565892599813","5"
"Non-working","2005","16-34 y.","Rural Area","715","0.381666188206378","0.359047387520777","0.404284988891978","5"
"Non-working","2005","35-65 y.","Urban Area","2199","0.294544051274011","0.284439009504502","0.30464909304352","5"
"Non-working","2005","35-65 y.","Rural Area","1182","0.33107521303559","0.316175176994614","0.345975249076567","5"
"Non-working","2005","66 and older","Rural Area","1236","0.966883009210641","0.957064735122718","0.976701283298563","5"
"Non-working","2005","66 and older","Urban Area","2445","0.966351462478674","0.959342954669382","0.973359970287966","5"
"Other","2005","16-34 y.","Rural Area","285","0.154588208122663","0.137756097977895","0.171420318267432","6"
"Other","2005","16-34 y.","Urban Area","583","0.162197926877222","0.150109056225442","0.174286797529002","6"
"Other","2005","35-65 y.","Rural Area","200","0.0531325114946694","0.0460308475768991","0.0602341754124397","6"
"Other","2005","35-65 y.","Urban Area","381","0.0538031758570485","0.0488014171838948","0.0588049345302022","6"
"Other","2005","66 and older","Urban Area","44","0.0158519006037843","0.0109973860186881","0.0207064151888804","6"
"Other","2005","66 and older","Rural Area","15","","","","6"
"Part-time","2005","16-34 y.","Urban Area","235","0.0714758707402965","0.0630275831310801","0.079924158349513","2"
"Part-time","2005","16-34 y.","Rural Area","117","0.0658909355721214","0.0543397153821318","0.0774421557621111","2"
"Part-time","2005","35-65 y.","Rural Area","511","0.12515037690727","0.114673830857315","0.135626922957225","2"
"Part-time","2005","35-65 y.","Urban Area","1186","0.142482657968909","0.134733928565031","0.150231387372787","2"
"Part-time","2005","66 and older","Rural Area","14","","","","2"
"Part-time","2005","66 and older","Urban Area","33","0.0104239529299381","0.00647651128075561","0.0143713945791205","2"
"Full-time","2006","16-34 y.","Urban Area","1292","0.373788091572633","0.357986169271875","0.38959001387339","1"
"Full-time","2006","16-34 y.","Rural Area","654","0.398643736506504","0.376320585381551","0.420966887631457","1"
"Full-time","2006","35-65 y.","Urban Area","4259","0.51179758694889","0.50103609964576","0.52255907425202","1"
"Full-time","2006","35-65 y.","Rural Area","2070","0.494789275440868","0.479579663143185","0.509998887738551","1"
"Full-time","2006","66 and older","Urban Area","38","0.0123284122606893","0.00834780098277691","0.0163090235386016","1"
"Full-time","2006","66 and older","Rural Area","17","","","","1"
"Non-working","2006","16-34 y.","Urban Area","1439","0.378416926662929","0.362576335063395","0.394257518262464","5"
"Non-working","2006","16-34 y.","Rural Area","727","0.367933290078582","0.345946435288187","0.389920144868978","5"
"Non-working","2006","35-65 y.","Urban Area","2303","0.289141575977974","0.279381121305551","0.298902030650398","5"
"Non-working","2006","35-65 y.","Rural Area","1264","0.325384337226274","0.311131600720308","0.339637073732239","5"
"Non-working","2006","66 and older","Urban Area","2829","0.963601393078688","0.956845527416946","0.97035725874043","5"
"Non-working","2006","66 and older","Rural Area","1475","0.955465651045034","0.945163146284139","0.96576815580593","5"
"Other","2006","16-34 y.","Urban Area","615","0.171016842039451","0.158719002410992","0.18331468166791","6"
"Other","2006","16-34 y.","Rural Area","356","0.178724595996776","0.161256978314153","0.196192213679399","6"
"Other","2006","35-65 y.","Urban Area","422","0.0574832196995545","0.0524720592539873","0.0624943801451218","6"
"Other","2006","35-65 y.","Rural Area","227","0.0561214084974721","0.0491198604528255","0.0631229565421188","6"
"Other","2006","66 and older","Urban Area","54","0.0131186176475873","0.00901405933801534","0.0172231759571593","6"
"Other","2006","66 and older","Rural Area","27","","","","6"
"Part-time","2006","16-34 y.","Urban Area","255","0.0767781397249869","0.0680823633514442","0.0854739160985296","2"
"Part-time","2006","16-34 y.","Rural Area","111","0.0546983774181375","0.0443309851524801","0.0650657696837949","2"
"Part-time","2006","35-65 y.","Rural Area","590","0.123704978835386","0.113689067160278","0.133720890510495","2"
"Part-time","2006","35-65 y.","Urban Area","1304","0.141577617373581","0.134072265883028","0.149082968864134","2"
"Part-time","2006","66 and older","Urban Area","31","0.0109515770130354","0.00719720743050221","0.0147059465955686","2"
"Part-time","2006","66 and older","Rural Area","21","","","","2"
"Full-time","2007","16-34 y.","Urban Area","1217","0.382779623975476","0.366287958346654","0.399271289604297","1"
"Full-time","2007","16-34 y.","Rural Area","631","0.41767071568738","0.394451361399542","0.440890069975218","1"
"Full-time","2007","35-65 y.","Urban Area","3970","0.517032647270544","0.505816439703459","0.528248854837629","1"
"Full-time","2007","35-65 y.","Rural Area","2016","0.513309846032272","0.497550230814724","0.529069461249819","1"
"Full-time","2007","66 and older","Urban Area","36","0.00921351337049375","0.00573493675623501","0.0126920899847525","1"
"Full-time","2007","66 and older","Rural Area","16","","","","1"
"Non-working","2007","16-34 y.","Urban Area","1293","0.363077569433712","0.346761596759252","0.379393542108173","5"
"Non-working","2007","16-34 y.","Rural Area","648","0.340894261386199","0.318577241454244","0.363211281318154","5"
"Non-working","2007","35-65 y.","Rural Area","1092","0.295176523766695","0.280794810705216","0.309558236828174","5"
"Non-working","2007","35-65 y.","Urban Area","1967","0.273262240590211","0.263259780152814","0.283264701027608","5"
"Non-working","2007","66 and older","Rural Area","1443","0.948116711060416","0.936918823177692","0.959314598943139","5"
"Non-working","2007","66 and older","Urban Area","2780","0.965081789390363","0.958398243245233","0.971765335535493","5"
"Other","2007","16-34 y.","Rural Area","321","0.174205672124743","0.156348367667455","0.192062976582032","6"
"Other","2007","16-34 y.","Urban Area","565","0.171495981639235","0.158706755356984","0.184285207921486","6"
"Other","2007","35-65 y.","Rural Area","194","0.052637868569342","0.0455968305358373","0.0596789066028467","6"
"Other","2007","35-65 y.","Urban Area","402","0.0565618977362673","0.0513769204393657","0.061746875033169","6"
"Other","2007","66 and older","Urban Area","49","0.0143478895052512","0.0100182200652184","0.0186775589452839","6"
"Other","2007","66 and older","Rural Area","30","0.0260657101488984","0.0180213580008787","0.0341100622969182","6"
"Part-time","2007","16-34 y.","Urban Area","262","0.0826468249515771","0.0733045776625995","0.0919890722405548","2"
"Part-time","2007","16-34 y.","Rural Area","133","0.0672293508016776","0.0554392992394553","0.0790194023638999","2"
"Part-time","2007","35-65 y.","Rural Area","562","0.138875761631691","0.127972017146218","0.149779506117165","2"
"Part-time","2007","35-65 y.","Urban Area","1286","0.153143214402978","0.145060038457669","0.161226390348287","2"
"Part-time","2007","66 and older","Rural Area","18","","","","2"
"Part-time","2007","66 and older","Urban Area","33","0.0113568077338921","0.00749894450037153","0.0152146709674127","2"
"Full-time","2008","16-34 y.","Urban Area","1177","0.40207952983287","0.384766226637867","0.419392833027874","1"
"Full-time","2008","16-34 y.","Rural Area","599","0.421929533535215","0.397351193640437","0.446507873429994","1"
"Full-time","2008","35-65 y.","Urban Area","3789","0.538945214077882","0.527326548553926","0.550563879601838","1"
"Full-time","2008","35-65 y.","Rural Area","1911","0.520896379772909","0.504629497641838","0.537163261903981","1"
"Full-time","2008","66 and older","Rural Area","14","","","","1"
"Full-time","2008","66 and older","Urban Area","38","0.0112281853638651","0.00737666682666264","0.0150797039010676","1"
"Non-working","2008","16-34 y.","Urban Area","1101","0.331564590805505","0.314941336920057","0.348187844690953","5"
"Non-working","2008","16-34 y.","Rural Area","571","0.353745940566673","0.329950729216862","0.377541151916484","5"
"Non-working","2008","35-65 y.","Urban Area","1712","0.249062533914373","0.238982458995967","0.259142608832779","5"
"Non-working","2008","35-65 y.","Rural Area","959","0.271071994821099","0.256597661554552","0.285546328087647","5"
"Non-working","2008","66 and older","Rural Area","1417","0.948875479652659","0.937673259603682","0.960077699701635","5"
"Non-working","2008","66 and older","Urban Area","2744","0.958847305404768","0.951586195151548","0.966108415657987","5"
"Other","2008","16-34 y.","Rural Area","277","0.155717444422066","0.137672533856357","0.173762354987774","6"
"Other","2008","16-34 y.","Urban Area","571","0.192161718284053","0.178249451621071","0.206073984947035","6"
"Other","2008","35-65 y.","Rural Area","205","0.0620917131521766","0.0542337329230706","0.0699496933812826","6"
"Other","2008","35-65 y.","Urban Area","375","0.0598567986553679","0.0543276098496717","0.0653859874610641","6"
"Other","2008","66 and older","Urban Area","58","0.0193768596971621","0.0143381198915619","0.0244155995027623","6"
"Other","2008","66 and older","Rural Area","37","0.032394685488603","0.0233899518544184","0.0413994191227877","6"
"Part-time","2008","16-34 y.","Urban Area","232","0.0741941610775718","0.0649397867133899","0.0834485354417537","2"
"Part-time","2008","16-34 y.","Rural Area","104","0.0686070814760458","0.0560267196992979","0.0811874432527936","2"
"Part-time","2008","35-65 y.","Urban Area","1195","0.152135453352377","0.143764284024099","0.160506622680655","2"
"Part-time","2008","35-65 y.","Rural Area","548","0.145939912253815","0.134443954007267","0.157435870500362","2"
"Part-time","2008","66 and older","Urban Area","35","0.0105476495342048","0.0068133903798977","0.0142819086885119","2"
"Part-time","2008","66 and older","Rural Area","17","","","","2"
"Full-time","2009","16-34 y.","Urban Area","1047","0.398443502878093","0.380386846622557","0.41650015913363","1"
"Full-time","2009","16-34 y.","Rural Area","550","0.415323117298716","0.389665626619198","0.440980607978234","1"
"Full-time","2009","35-65 y.","Urban Area","3477","0.540918120868114","0.528752130429301","0.553084111306927","1"
"Full-time","2009","35-65 y.","Rural Area","1854","0.535198626431024","0.518570151478338","0.55182710138371","1"
"Full-time","2009","66 and older","Urban Area","45","0.0117907664915088","0.00777024779399693","0.0158112851890206","1"
"Full-time","2009","66 and older","Rural Area","15","","","","1"
"Non-working","2009","16-34 y.","Urban Area","1027","0.336592869856842","0.319164439784408","0.354021299929275","5"
"Non-working","2009","16-34 y.","Rural Area","512","0.327144062420549","0.302715735038246","0.351572389802852","5"
"Non-working","2009","35-65 y.","Rural Area","894","0.270204952235144","0.25539995494241","0.285009949527878","5"
"Non-working","2009","35-65 y.","Urban Area","1525","0.247489925347946","0.236954027484945","0.258025823210947","5"
"Non-working","2009","66 and older","Rural Area","1379","0.939420695035334","0.927141884598114","0.951699505472554","5"
"Non-working","2009","66 and older","Urban Area","2611","0.951074021769179","0.943039435251916","0.959108608286441","5"
"Other","2009","16-34 y.","Urban Area","543","0.192657929189668","0.178112116829135","0.207203741550202","6"
"Other","2009","16-34 y.","Rural Area","247","0.173058880370113","0.15336200193257","0.192755758807656","6"
"Other","2009","35-65 y.","Urban Area","348","0.0590435018797932","0.053289003701758","0.0647980000578285","6"
"Other","2009","35-65 y.","Rural Area","184","0.0577511182043655","0.049973900819413","0.065528335589318","6"
"Other","2009","66 and older","Urban Area","70","0.0240063430032218","0.0183050532395367","0.0297076327669069","6"
"Other","2009","66 and older","Rural Area","39","0.0363057545437615","0.0266780787706279","0.045933430316895","6"
"Part-time","2009","16-34 y.","Urban Area","207","0.072305698075397","0.0627534751106538","0.0818579210401403","2"
"Part-time","2009","16-34 y.","Rural Area","108","0.0844739399106223","0.0699942288230458","0.0989536509981988","2"
"Part-time","2009","35-65 y.","Rural Area","524","0.136845303129467","0.125386995150511","0.148303611108422","2"
"Part-time","2009","35-65 y.","Urban Area","1095","0.152548451904146","0.143770403502144","0.161326500306148","2"
"Part-time","2009","66 and older","Rural Area","17","","","","2"
"Part-time","2009","66 and older","Urban Area","43","0.013128868736091","0.00888921401762047","0.0173685234545615","2"
"Full-time","2010","16-34 y.","Urban Area","1453","0.383935780937261","0.36983381053165","0.398037751342872","1"
"Full-time","2010","16-34 y.","Rural Area","791","0.420175322819651","0.400345299216679","0.440005346422622","1"
"Full-time","2010","35-65 y.","Urban Area","4382","0.535505356814865","0.525084493563574","0.545926220066156","1"
