"erwst","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Non-working","2018","35-65 y.","(1c) basic vocational qualification","704","0.25471167032172","0.238179047389502","0.271244293253938"
"Non-working","2018","35-65 y.","(2b) intermediate general qualification","74","0.236593945714585","0.183912498112779","0.289275393316392"
"Non-working","2018","35-65 y.","(2a) intermediate vocational","689","0.167280204469329","0.155909899911245","0.178650509027414"
"Non-working","2018","35-65 y.","(2c_gen) general maturity certificate","284","0.156447817366413","0.129183374049522","0.183712260683304"
"Non-working","2018","35-65 y.","(2c_voc) vocational maturity certificate","296","0.133859366114933","0.118164143977863","0.149554588252002"
"Non-working","2018","35-65 y.","(3a) lower tertiary education","119","0.0943562237045584","0.0781379443212787","0.110574503087838"
"Non-working","2018","35-65 y.","(3b) higher tertiary education","600","0.126639691397429","0.11491367496492","0.138365707829938"
"Non-working","2018","66 and older","(0) in school","","","",""
"Non-working","2018","66 and older","(1a) inadequately completed","86","0.91451921771925","0.857073447472917","0.971964987965583"
"Non-working","2018","66 and older","(1b) general elementary school","492","0.942214129841237","0.922158696314324","0.962269563368151"
"Non-working","2018","66 and older","(1c) basic vocational qualification","1690","0.915441690314665","0.902697935455392","0.928185445173937"
"Non-working","2018","66 and older","(2b) intermediate general qualification","79","0.931777945762406","0.878491411472022","0.985064480052789"
"Non-working","2018","66 and older","(2a) intermediate vocational","830","0.921242562531809","0.903634927363324","0.938850197700295"
"Non-working","2018","66 and older","(2c_gen) general maturity certificate","64","0.931929846113272","0.873344514403818","0.990515177822726"
"Non-working","2018","66 and older","(2c_voc) vocational maturity certificate","205","0.877585733402786","0.835318590147394","0.919852876658177"
"Non-working","2018","66 and older","(3a) lower tertiary education","439","0.890924630490934","0.863152497296942","0.918696763684926"
"Non-working","2018","66 and older","(3b) higher tertiary education","714","0.872603705477413","0.849769123547667","0.895438287407159"
"Other","2018","16-34 y.","(0) in school","121","0.173335904963256","0.145313985168937","0.201357824757575"
"Other","2018","16-34 y.","(1a) inadequately completed","96","0.131280919038152","0.111195834551425","0.151366003524878"
"Other","2018","16-34 y.","(1b) general elementary school","230","0.278203566062213","0.251746236561409","0.304660895563018"
"Other","2018","16-34 y.","(1c) basic vocational qualification","34","0.0541878274540923","0.0328889583062084","0.0754866966019762"
"Other","2018","16-34 y.","(2b) intermediate general qualification","240","0.404650389307554","0.363998559773091","0.445302218842017"
"Other","2018","16-34 y.","(2a) intermediate vocational","49","0.052946067409566","0.0372314070270317","0.0686607277921002"
"Other","2018","16-34 y.","(2c_gen) general maturity certificate","401","0.351298685805683","0.325814908788152","0.376782462823214"
"Other","2018","16-34 y.","(2c_voc) vocational maturity certificate","48","0.0867044112836264","0.0642627037319031","0.10914611883535"
"Other","2018","16-34 y.","(3a) lower tertiary education","21","","",""
"Other","2018","16-34 y.","(3b) higher tertiary education","114","0.0975284420655953","0.0804704686898249","0.114586415441366"
"Other","2018","35-65 y.","(0) in school","","","",""
"Other","2018","35-65 y.","(1a) inadequately completed","53","0.0778430933278072","0.061900987917394","0.0937851987382204"
"Other","2018","35-65 y.","(1b) general elementary school","111","0.121085423813525","0.102734496532411","0.13943635109464"
"Other","2018","35-65 y.","(1c) basic vocational qualification","190","0.07186337650847","0.0620636277246933","0.0816631252922468"
"Other","2018","35-65 y.","(2b) intermediate general qualification","29","","",""
"Other","2018","35-65 y.","(2a) intermediate vocational","233","0.0503817207654712","0.0437180825682603","0.0570453589626822"
"Other","2018","35-65 y.","(2c_gen) general maturity certificate","61","0.0854994229731695","0.0645134317218426","0.106485414224496"
"Other","2018","35-65 y.","(2c_voc) vocational maturity certificate","94","0.0426980515799066","0.0333788784911822","0.0520172246686311"
"Other","2018","35-65 y.","(3a) lower tertiary education","32","0.0176792372346191","0.0103678594987109","0.0249906149705273"
"Other","2018","35-65 y.","(3b) higher tertiary education","126","0.0220119629596509","0.0168386945823639","0.027185231336938"
"Other","2018","66 and older","(0) in school","","","",""
"Other","2018","66 and older","(1a) inadequately completed","1","","",""
"Other","2018","66 and older","(1b) general elementary school","22","","",""
"Other","2018","66 and older","(1c) basic vocational qualification","93","0.0549527076141474","0.0445145166521461","0.0653908985761488"
"Other","2018","66 and older","(2b) intermediate general qualification","6","","",""
"Other","2018","66 and older","(2a) intermediate vocational","38","0.0394127917193246","0.0266937250489245","0.0521318583897248"
"Other","2018","66 and older","(2c_gen) general maturity certificate","4","","",""
"Other","2018","66 and older","(2c_voc) vocational maturity certificate","10","","",""
"Other","2018","66 and older","(3a) lower tertiary education","25","","",""
"Other","2018","66 and older","(3b) higher tertiary education","45","0.062640015335103","0.0460447090302569","0.0792353216399491"
"Full-time","2019","16-34 y.","(0) in school","3","","",""
"Full-time","2019","16-34 y.","(1a) inadequately completed","156","0.222580256733763","0.195205051520207","0.249955461947318"
"Full-time","2019","16-34 y.","(1b) general elementary school","172","0.241025711952643","0.212973469714394","0.269077954190892"
"Full-time","2019","16-34 y.","(1c) basic vocational qualification","216","0.643863287233724","0.594259848836664","0.693466725630785"
"Full-time","2019","16-34 y.","(2b) intermediate general qualification","76","0.16086857568442","0.129879985972321","0.191857165396519"
"Full-time","2019","16-34 y.","(2a) intermediate vocational","456","0.685434976776274","0.650913128821359","0.719956824731188"
"Full-time","2019","16-34 y.","(2c_gen) general maturity certificate","157","0.135961488947024","0.11665734597724","0.155265631916807"
"Full-time","2019","16-34 y.","(2c_voc) vocational maturity certificate","309","0.591719344838418","0.551010257791705","0.632428431885131"
"Full-time","2019","16-34 y.","(3a) lower tertiary education","155","0.709899617202991","0.651878407165087","0.767920827240895"
"Full-time","2019","16-34 y.","(3b) higher tertiary education","492","0.591100139921802","0.56154585398403","0.620654425859574"
"Full-time","2019","35-65 y.","(0) in school","","","",""
"Full-time","2019","35-65 y.","(1a) inadequately completed","172","0.241604019556212","0.215907779689862","0.267300259422562"
"Full-time","2019","35-65 y.","(1b) general elementary school","321","0.344475831820182","0.316406752722886","0.372544910917477"
"Full-time","2019","35-65 y.","(1c) basic vocational qualification","1247","0.526504678384694","0.50675805363573","0.546251303133658"
"Full-time","2019","35-65 y.","(2b) intermediate general qualification","117","0.424246023771352","0.365185225274977","0.483306822267727"
"Full-time","2019","35-65 y.","(2a) intermediate vocational","2305","0.547574229141535","0.532596087725165","0.562552370557904"
"Full-time","2019","35-65 y.","(2c_gen) general maturity certificate","264","0.522484353685897","0.485051711052423","0.559916996319371"
"Full-time","2019","35-65 y.","(2c_voc) vocational maturity certificate","1044","0.583259734435475","0.561343613377294","0.605175855493656"
"Full-time","2019","35-65 y.","(3a) lower tertiary education","947","0.672533788124632","0.648295209596656","0.696772366652608"
"Full-time","2019","35-65 y.","(3b) higher tertiary education","2080","0.66324918782394","0.647451706733725","0.679046668914155"
"Full-time","2019","66 and older","(0) in school","","","",""
"Full-time","2019","66 and older","(1a) inadequately completed","4","","",""
"Full-time","2019","66 and older","(1b) general elementary school","7","","",""
"Full-time","2019","66 and older","(1c) basic vocational qualification","31","0.00593113198602173","0.00234890775797944","0.00951335621406402"
"Full-time","2019","66 and older","(2b) intermediate general qualification","3","","",""
"Full-time","2019","66 and older","(2a) intermediate vocational","46","0.0261208139406","0.0161956394687328","0.0360459884124673"
"Full-time","2019","66 and older","(2c_gen) general maturity certificate","3","","",""
"Full-time","2019","66 and older","(2c_voc) vocational maturity certificate","14","","",""
"Full-time","2019","66 and older","(3a) lower tertiary education","36","0.0314599351485128","0.0166129410032311","0.0463069292937945"
"Full-time","2019","66 and older","(3b) higher tertiary education","66","0.0345647778841522","0.0228744921414848","0.0462550636268197"
"Part-time","2019","16-34 y.","(0) in school","1","","",""
"Part-time","2019","16-34 y.","(1a) inadequately completed","39","0.0883126032653052","0.0696393236608658","0.106985882869745"
"Part-time","2019","16-34 y.","(1b) general elementary school","70","0.103400544413304","0.0834303170370943","0.123370771789514"
"Part-time","2019","16-34 y.","(1c) basic vocational qualification","44","0.127850445220049","0.0932602365647385","0.162440653875359"
"Part-time","2019","16-34 y.","(2b) intermediate general qualification","31","0.0704661839053389","0.0488800839123694","0.0920522838983084"
"Part-time","2019","16-34 y.","(2a) intermediate vocational","88","0.14513281797332","0.11894569273807","0.171319943208569"
"Part-time","2019","16-34 y.","(2c_gen) general maturity certificate","115","0.113778739903974","0.0958942045522632","0.131663275255684"
"Part-time","2019","16-34 y.","(2c_voc) vocational maturity certificate","88","0.151952701416921","0.12222109823802","0.181684304595821"
"Part-time","2019","16-34 y.","(3a) lower tertiary education","35","0.149861710392696","0.104226055123144","0.195497365662248"
"Part-time","2019","16-34 y.","(3b) higher tertiary education","168","0.153440924414022","0.131774826730557","0.175107022097486"
"Part-time","2019","35-65 y.","(0) in school","","","",""
"Part-time","2019","35-65 y.","(1a) inadequately completed","90","0.168957728755616","0.146463553342181","0.191451904169051"
"Part-time","2019","35-65 y.","(1b) general elementary school","148","0.187353980227135","0.164305802203937","0.210402158250333"
"Part-time","2019","35-65 y.","(1c) basic vocational qualification","426","0.153294519677734","0.139046207900547","0.167542831454921"
"Part-time","2019","35-65 y.","(2b) intermediate general qualification","55","0.229789481558639","0.179515677711747","0.280063285405531"
"Part-time","2019","35-65 y.","(2a) intermediate vocational","1084","0.24399815378081","0.231073543484221","0.256922764077398"
"Part-time","2019","35-65 y.","(2c_gen) general maturity certificate","132","0.209522968570841","0.179024327622984","0.240021609518698"
"Part-time","2019","35-65 y.","(2c_voc) vocational maturity certificate","514","0.230166385639793","0.211454422862092","0.248878348417493"
"Part-time","2019","35-65 y.","(3a) lower tertiary education","331","0.212856165943567","0.191714606845437","0.233997725041697"
"Part-time","2019","35-65 y.","(3b) higher tertiary education","713","0.183771482187574","0.170825348242972","0.196717616132175"
"Part-time","2019","66 and older","(0) in school","","","",""
"Part-time","2019","66 and older","(1a) inadequately completed","4","","",""
