"erwst","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Full-time","2009","Not Employed","general elemantary","6","","","","1"
"Full-time","2009","Employed","vocational + Abi","480","0.648473939293774","0.614507327281251","0.682440551306298","1"
"Full-time","2009","Employed","higher vocational","638","0.703786021459913","0.674153148110906","0.73341889480892","1"
"Non-working","2009","Not Employed","vocational + Abi","233","0.943956788565323","0.915097159703866","0.97281641742678","5"
"Non-working","2009","Not Employed","higher vocational","416","0.985790971610775","0.974552224458708","0.997029718762842","5"
"Non-working","2009","Not Employed","higher education","1082","0.966310514889495","0.95568182294237","0.97693920683662","5"
"Non-working","2009","Not Employed","middle vocational","3490","0.980887898757878","0.976387073049533","0.985388724466222","5"
"Non-working","2009","Employed","in school","29","","","","5"
"Non-working","2009","Not Employed","inadequately","94","0.969212905279187","0.934836839482111","1.00358897107626","5"
"Non-working","2009","Not Employed","general elemantary","1057","0.96641194528803","0.955760149898663","0.977063740677398","5"
"Non-working","2009","Employed","inadequately","17","","","","5"
"Non-working","2009","Not Employed","in school","389","0.889093005488036","0.859917314497491","0.918268696478581","5"
"Non-working","2009","Employed","general elemantary","96","0.151161153962775","0.125593249163943","0.176729058761607","5"
"Non-working","2009","Employed","middle vocational","563","0.102863227348744","0.0948761609492649","0.110850293748224","5"
"Non-working","2009","Employed","higher education","193","0.067412436671446","0.0583521575083715","0.0764727158345204","5"
"Non-working","2009","Employed","vocational + Abi","57","0.0669217225487722","0.0491442589488231","0.0846991861487214","5"
"Non-working","2009","Employed","higher vocational","65","0.0882682164979429","0.0698568342357019","0.106679598760184","5"
"Other","2009","Not Employed","in school","56","0.110906994511964","0.0817313035214193","0.140082685502509","6"
"Other","2009","Not Employed","inadequately","2","","","","6"
"Other","2009","Not Employed","general elemantary","35","0.0284840558784436","0.0186490386376686","0.0383190731192187","6"
"Other","2009","Not Employed","middle vocational","29","","","","6"
"Other","2009","Not Employed","vocational + Abi","3","","","","6"
"Other","2009","Not Employed","higher vocational","3","","","","6"
"Other","2009","Not Employed","higher education","10","","","","6"
"Other","2009","Employed","in school","29","","","","6"
"Other","2009","Employed","inadequately","18","","","","6"
"Other","2009","Employed","general elemantary","256","0.287979832290788","0.255658474051012","0.320301190530564","6"
"Other","2009","Employed","middle vocational","624","0.120149120053807","0.111600564738815","0.128697675368798","6"
"Other","2009","Employed","vocational + Abi","63","0.0746982073277286","0.0559946595005123","0.0934017551549449","6"
"Other","2009","Employed","higher vocational","54","0.0608910685592182","0.0453712923329276","0.0764108447855089","6"
"Other","2009","Employed","higher education","129","0.0634265402797924","0.05461943492705","0.0722336456325348","6"
"Part-time","2009","Not Employed","in school","","","","","2"
"Part-time","2009","Not Employed","inadequately","","","","","2"
"Part-time","2009","Not Employed","general elemantary","1","","","","2"
"Part-time","2009","Not Employed","middle vocational","21","","","","2"
"Part-time","2009","Not Employed","vocational + Abi","2","","","","2"
"Part-time","2009","Not Employed","higher vocational","4","","","","2"
"Part-time","2009","Not Employed","higher education","8","","","","2"
"Part-time","2009","Employed","in school","3","","","","2"
"Part-time","2009","Employed","inadequately","8","","","","2"
"Part-time","2009","Employed","general elemantary","112","0.146563177978259","0.121319040120661","0.171807315835856","2"
"Part-time","2009","Employed","middle vocational","1015","0.162674698883166","0.152971051521481","0.172378346244851","2"
"Part-time","2009","Employed","vocational + Abi","159","0.209906130829725","0.180934088523491","0.238878173135959","2"
"Part-time","2009","Employed","higher vocational","155","0.147054693482926","0.124069365304879","0.170040021660972","2"
"Part-time","2009","Employed","higher education","493","0.143773338772892","0.131095059636921","0.156451617908863","2"
"Full-time","2010","Not Employed","vocational + Abi","6","","","","1"
"Full-time","2010","Not Employed","higher vocational","3","","","","1"
"Full-time","2010","Not Employed","higher education","20","","","","1"
"Full-time","2010","Employed","in school","","","","","1"
"Full-time","2010","Employed","higher education","2689","0.719529473435003","0.705714627672703","0.733344319197302","1"
"Full-time","2010","Not Employed","middle vocational","39","0.00728841521436774","0.00472295284726157","0.0098538775814739","1"
"Full-time","2010","Employed","inadequately","57","0.541539006144913","0.455554677749783","0.627523334540043","1"
"Full-time","2010","Employed","higher vocational","806","0.705919560834796","0.679812027728254","0.732027093941337","1"
"Full-time","2010","Not Employed","inadequately","","","","","1"
"Full-time","2010","Employed","middle vocational","4272","0.60464502203983","0.593636864476629","0.615653179603032","1"
"Full-time","2010","Employed","vocational + Abi","679","0.635988572331109","0.609721976146591","0.662255168515628","1"
"Full-time","2010","Not Employed","in school","2","","","","1"
"Full-time","2010","Not Employed","general elemantary","11","","","","1"
"Full-time","2010","Employed","general elemantary","400","0.370803721698894","0.342452239263888","0.3991552041339","1"
"Non-working","2010","Not Employed","vocational + Abi","391","0.964206128778076","0.946564748126183","0.981847509429969","5"
"Non-working","2010","Not Employed","higher vocational","439","0.990449787912324","0.981453824915958","0.999445750908691","5"
"Non-working","2010","Not Employed","higher education","1268","0.972741542949999","0.963970455017967","0.981512630882031","5"
"Non-working","2010","Not Employed","middle vocational","4041","0.973828465807909","0.969013498154625","0.978643433461193","5"
"Non-working","2010","Employed","in school","39","0.593505968666767","0.483077531250625","0.703934406082909","5"
"Non-working","2010","Employed","higher education","411","0.0660785309654921","0.0584390561996311","0.073718005731353","5"
"Non-working","2010","Not Employed","in school","531","0.869649869249256","0.843400582604122","0.895899155894391","5"
"Non-working","2010","Not Employed","inadequately","209","0.970655461465119","0.948148471939222","0.993162450991017","5"
"Non-working","2010","Not Employed","general elemantary","1339","0.954619168092138","0.943797297065573","0.965441039118702","5"
"Non-working","2010","Employed","general elemantary","175","0.146683219605838","0.125917068143401","0.167449371068274","5"
"Non-working","2010","Employed","middle vocational","995","0.109305174267851","0.102280024040199","0.116330324495504","5"
"Non-working","2010","Employed","higher vocational","98","0.0820343408966904","0.0663102254402644","0.0977584563531164","5"
"Non-working","2010","Employed","inadequately","27","","","","5"
"Non-working","2010","Employed","vocational + Abi","161","0.0667995015515235","0.0531695056793112","0.0804294974237358","5"
"Other","2010","Not Employed","in school","99","0.126622556907239","0.100695926485465","0.152549187329013","6"
"Other","2010","Not Employed","inadequately","5","","","","6"
"Other","2010","Not Employed","general elemantary","59","0.0333842810384727","0.0240442355240453","0.0427243265529001","6"
"Other","2010","Not Employed","middle vocational","79","0.0118063202551085","0.00854858441285918","0.0150640560973578","6"
"Other","2010","Not Employed","vocational + Abi","12","","","","6"
"Other","2010","Not Employed","higher vocational","1","","","","6"
"Other","2010","Not Employed","higher education","11","","","","6"
"Other","2010","Employed","in school","35","0.36838258256895","0.259935496353315","0.476829668784584","6"
"Other","2010","Employed","inadequately","32","0.192667264935343","0.124608590977175","0.260725938893512","6"
"Other","2010","Employed","general elemantary","370","0.326840077771573","0.299308098386279","0.354372057156867","6"
"Other","2010","Employed","middle vocational","878","0.12234267781947","0.114964956070065","0.129720399568876","6"
"Other","2010","Employed","vocational + Abi","125","0.0914006037751044","0.0756686599641547","0.107132547586054","6"
"Other","2010","Employed","higher vocational","68","0.0542884343369352","0.0413050423649596","0.0672718263089107","6"
"Other","2010","Employed","higher education","187","0.0576568695428565","0.0504887012114945","0.0648250378742186","6"
"Part-time","2010","Not Employed","in school","","","","","2"
"Part-time","2010","Not Employed","inadequately","2","","","","2"
"Part-time","2010","Not Employed","general elemantary","12","","","","2"
"Part-time","2010","Not Employed","middle vocational","64","0.0070767987226148","0.00454858489943506","0.00960501254579454","2"
"Part-time","2010","Not Employed","vocational + Abi","17","","","","2"
"Part-time","2010","Not Employed","higher vocational","6","","","","2"
"Part-time","2010","Not Employed","higher education","25","","","","2"
"Part-time","2010","Employed","in school","2","","","","2"
"Part-time","2010","Employed","inadequately","13","","","","2"
"Part-time","2010","Employed","general elemantary","170","0.155672980923695","0.134392932015753","0.176953029831638","2"
"Part-time","2010","Employed","middle vocational","1433","0.163707125872848","0.155376382033608","0.172037869712088","2"
"Part-time","2010","Employed","vocational + Abi","324","0.205811322342263","0.183740520605841","0.227882124078685","2"
"Part-time","2010","Employed","higher vocational","198","0.157757663931579","0.136871007289743","0.178644320573415","2"
"Part-time","2010","Employed","higher education","775","0.156735126056649","0.145555087395473","0.167915164717825","2"
"Full-time","2011","Not Employed","vocational + Abi","5","","","","1"
"Full-time","2011","Not Employed","higher vocational","4","","","","1"
"Full-time","2011","Not Employed","higher education","25","","","","1"
"Full-time","2011","Employed","in school","3","","","","1"
"Full-time","2011","Employed","higher education","3154","0.722339107435732","0.709458690914134","0.73521952395733","1"
"Full-time","2011","Employed","inadequately","68","0.495614599742275","0.420010255760649","0.571218943723901","1"
"Full-time","2011","Not Employed","middle vocational","32","0.00611363125856771","0.00398179634219467","0.00824546617494074","1"
