"erwst","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Part-time","2013","(2c_gen) general maturity certificate","East Germany","","","",""
"Part-time","2013","(2c_voc) vocational maturity certificate","West Germany","552","0.162121060377986","0.147612638262846","0.176629482493127"
"Part-time","2013","(2c_voc) vocational maturity certificate","East Germany","77","0.138532924987877","0.104465023168881","0.172600826806872"
"Part-time","2013","(3a) lower tertiary education","West Germany","276","0.129752590722876","0.112996865194306","0.146508316251446"
"Part-time","2013","(3a) lower tertiary education","East Germany","96","0.10393730619042","0.0806193720764528","0.127255240304388"
"Part-time","2013","(3b) higher tertiary education","West Germany","638","0.126389549263152","0.115788187957207","0.136990910569096"
"Part-time","2013","(3b) higher tertiary education","East Germany","132","0.134113191662957","0.11187440273314","0.156351980592773"
"Non-working","2013","(0) in school","West Germany","720","0.778038957536451","0.751387945680982","0.80468996939192"
"Non-working","2013","(0) in school","East Germany","132","0.855427842971796","0.799521598622797","0.911334087320796"
"Non-working","2013","(1a) inadequately completed","West Germany","344","0.606324420176027","0.567521785702165","0.645127054649889"
"Non-working","2013","(1a) inadequately completed","East Germany","46","0.650743597889078","0.539063390701705","0.762423805076452"
"Non-working","2013","(1b) general elementary school","West Germany","1404","0.63467571750394","0.616181208230088","0.653170226777793"
"Non-working","2013","(1b) general elementary school","East Germany","200","0.78091396112305","0.73202726480615","0.829800657439951"
"Non-working","2013","(1c) basic vocational qualification","West Germany","2450","0.526600764453991","0.513431715605248","0.539769813302735"
"Non-working","2013","(1c) basic vocational qualification","East Germany","815","0.775590898285662","0.751168862103567","0.800012934467757"
"Non-working","2013","(2b) intermediate general qualification","West Germany","330","0.413337989123548","0.380214132943896","0.4464618453032"
"Non-working","2013","(2b) intermediate general qualification","East Germany","73","0.409121350412054","0.334551190155879","0.48369151066823"
"Non-working","2013","(2a) intermediate vocational","West Germany","1294","0.319413377683171","0.306012295535664","0.332814459830679"
"Non-working","2013","(2a) intermediate vocational","East Germany","624","0.275613159951893","0.256958920506349","0.294267399397437"
"Non-working","2013","(2c_gen) general maturity certificate","West Germany","633","0.432082362590369","0.406532389791032","0.457632335389706"
"Non-working","2013","(2c_gen) general maturity certificate","East Germany","81","0.439853422219571","0.367138020679451","0.51256882375969"
"Non-working","2013","(2c_voc) vocational maturity certificate","West Germany","614","0.269779752030237","0.252307799592554","0.28725170446792"
"Non-working","2013","(2c_voc) vocational maturity certificate","East Germany","95","0.210837715136535","0.170611714649359","0.251063715623711"
"Non-working","2013","(3a) lower tertiary education","West Germany","384","0.290033554117605","0.267406558992062","0.312660549243149"
"Non-working","2013","(3a) lower tertiary education","East Germany","270","0.438592041658131","0.400677588185572","0.476506495130691"
"Non-working","2013","(3b) higher tertiary education","West Germany","1006","0.279386043725134","0.265070731275019","0.293701356175249"
"Non-working","2013","(3b) higher tertiary education","East Germany","270","0.351970030548921","0.320803015494861","0.383137045602981"
"Other","2013","(0) in school","West Germany","210","0.217545570142139","0.191086212177408","0.244004928106871"
"Other","2013","(0) in school","East Germany","","","",""
"Other","2013","(1a) inadequately completed","West Germany","64","0.0953873027918362","0.0720572313519322","0.11871737423174"
"Other","2013","(1a) inadequately completed","East Germany","","","",""
"Other","2013","(1b) general elementary school","West Germany","373","0.115085627854526","0.10282849845269","0.127342757256362"
"Other","2013","(1b) general elementary school","East Germany","31","0.0897986265999702","0.0560088488995315","0.123588404300409"
"Other","2013","(1c) basic vocational qualification","West Germany","355","0.0548773368016379","0.0488705738709597","0.0608840997323161"
"Other","2013","(1c) basic vocational qualification","East Germany","55","0.038031196441586","0.0268343486896926","0.0492280441934794"
"Other","2013","(2b) intermediate general qualification","West Germany","315","0.320054886590955","0.288675575440656","0.351434197741254"
"Other","2013","(2b) intermediate general qualification","East Germany","60","0.311651997676411","0.241404826325311","0.38189916902751"
"Other","2013","(2a) intermediate vocational","West Germany","362","0.0603649677415849","0.0535196485917498","0.0672102868914201"
"Other","2013","(2a) intermediate vocational","East Germany","108","0.048464485200411","0.039499148611263","0.0574298217895589"
"Other","2013","(2c_gen) general maturity certificate","West Germany","326","0.265525043175588","0.242747559993165","0.288302526358012"
"Other","2013","(2c_gen) general maturity certificate","East Germany","51","0.293313398556344","0.226617219382688","0.36000957773"
"Other","2013","(2c_voc) vocational maturity certificate","West Germany","178","0.0559172161220478","0.046872652096388","0.0649617801477075"
"Other","2013","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Other","2013","(3a) lower tertiary education","West Germany","62","0.0441073424895982","0.0338686651260251","0.0543460198531713"
"Other","2013","(3a) lower tertiary education","East Germany","","","",""
"Other","2013","(3b) higher tertiary education","West Germany","211","0.0496707720343671","0.042739153704544","0.0566023903641902"
"Other","2013","(3b) higher tertiary education","East Germany","36","0.0427759799349446","0.0295705787444295","0.0559813811254596"
"Full-time","2014","(0) in school","West Germany","","","",""
"Full-time","2014","(0) in school","East Germany","","","",""
"Full-time","2014","(1a) inadequately completed","West Germany","106","0.182875051718551","0.148542579552949","0.217207523884152"
"Full-time","2014","(1a) inadequately completed","East Germany","","","",""
"Full-time","2014","(1b) general elementary school","West Germany","493","0.193017554334642","0.176389175475884","0.2096459331934"
"Full-time","2014","(1b) general elementary school","East Germany","","","",""
"Full-time","2014","(1c) basic vocational qualification","West Germany","1783","0.329587629606147","0.31638832922618","0.342786929986114"
"Full-time","2014","(1c) basic vocational qualification","East Germany","174","0.153908477463708","0.131664499507601","0.176152455419815"
"Full-time","2014","(2b) intermediate general qualification","West Germany","119","0.212700038927471","0.182974050728751","0.242426027126191"
"Full-time","2014","(2b) intermediate general qualification","East Germany","","","",""
"Full-time","2014","(2a) intermediate vocational","West Germany","1719","0.442699995955333","0.42750904289769","0.457890949012976"
"Full-time","2014","(2a) intermediate vocational","East Germany","1014","0.528293488445573","0.50629976506742","0.550287211823726"
"Full-time","2014","(2c_gen) general maturity certificate","West Germany","270","0.207593530849366","0.185613660160717","0.229573401538015"
"Full-time","2014","(2c_gen) general maturity certificate","East Germany","","","",""
"Full-time","2014","(2c_voc) vocational maturity certificate","West Germany","996","0.509300618345938","0.488174352383006","0.530426884308871"
"Full-time","2014","(2c_voc) vocational maturity certificate","East Germany","194","0.616534382262398","0.566990607270418","0.666078157254378"
"Full-time","2014","(3a) lower tertiary education","West Germany","753","0.535539118220269","0.509689731548437","0.561388504892101"
"Full-time","2014","(3a) lower tertiary education","East Germany","237","0.395950063476733","0.357329877134873","0.434570249818594"
"Full-time","2014","(3b) higher tertiary education","West Germany","1677","0.533120450298465","0.516263824207545","0.549977076389386"
"Full-time","2014","(3b) higher tertiary education","East Germany","409","0.504472787006135","0.470478948574813","0.538466625437457"
"Part-time","2014","(0) in school","West Germany","","","",""
"Part-time","2014","(0) in school","East Germany","","","",""
"Part-time","2014","(1a) inadequately completed","West Germany","37","0.063342543186201","0.0417092938420747","0.0849757925303272"
"Part-time","2014","(1a) inadequately completed","East Germany","","","",""
"Part-time","2014","(1b) general elementary school","West Germany","189","0.0790453473859917","0.0676775390637885","0.0904131557081949"
"Part-time","2014","(1b) general elementary school","East Germany","","","",""
"Part-time","2014","(1c) basic vocational qualification","West Germany","547","0.0868811377946453","0.0789721508594621","0.0947901247298284"
"Part-time","2014","(1c) basic vocational qualification","East Germany","44","0.0306021102457917","0.0199851733530144","0.041219047138569"
"Part-time","2014","(2b) intermediate general qualification","West Germany","61","0.0853108537262873","0.0650190193794581","0.105602688073117"
"Part-time","2014","(2b) intermediate general qualification","East Germany","","","",""
"Part-time","2014","(2a) intermediate vocational","West Germany","900","0.170067331423685","0.158577395197964","0.181557267649406"
"Part-time","2014","(2a) intermediate vocational","East Germany","307","0.147002535477808","0.131401210736598","0.162603860219018"
"Part-time","2014","(2c_gen) general maturity certificate","West Germany","134","0.0838864545000325","0.068863173486568","0.0989097355134969"
"Part-time","2014","(2c_gen) general maturity certificate","East Germany","","","",""
"Part-time","2014","(2c_voc) vocational maturity certificate","West Germany","491","0.174448276967305","0.158410898730147","0.190485655204463"
"Part-time","2014","(2c_voc) vocational maturity certificate","East Germany","70","0.127572482701751","0.093579410999406","0.161565554404096"
"Part-time","2014","(3a) lower tertiary education","West Germany","245","0.125033830900915","0.107890726431258","0.142176935370571"
"Part-time","2014","(3a) lower tertiary education","East Germany","91","0.114767972283551","0.0895971937559855","0.139938750811117"
"Part-time","2014","(3b) higher tertiary education","West Germany","581","0.127983267000861","0.116695850201421","0.139270683800301"
"Part-time","2014","(3b) higher tertiary education","East Germany","108","0.092161845661648","0.0724953320758052","0.111828359247491"
"Non-working","2014","(0) in school","West Germany","598","0.801261177817994","0.773148253913594","0.829374101722393"
"Non-working","2014","(0) in school","East Germany","106","0.872544762439042","0.812374793301243","0.932714731576842"
"Non-working","2014","(1a) inadequately completed","West Germany","294","0.655308550779659","0.613097925763299","0.697519175796018"
"Non-working","2014","(1a) inadequately completed","East Germany","42","0.601953547010009","0.475979099508484","0.727927994511534"
"Non-working","2014","(1b) general elementary school","West Germany","1174","0.603101356208494","0.582487728757353","0.623714983659635"
"Non-working","2014","(1b) general elementary school","East Germany","198","0.779478841232917","0.729466932960303","0.829490749505531"
"Non-working","2014","(1c) basic vocational qualification","West Germany","2215","0.524106824197234","0.510083237716623","0.538130410677845"
"Non-working","2014","(1c) basic vocational qualification","East Germany","742","0.776303927319571","0.750616678969543","0.8019911756696"
"Non-working","2014","(2b) intermediate general qualification","West Germany","274","0.38576157188558","0.350401725112184","0.421121418658976"
"Non-working","2014","(2b) intermediate general qualification","East Germany","77","0.458160539789771","0.379211558324031","0.537109521255511"
"Non-working","2014","(2a) intermediate vocational","West Germany","1154","0.321714336518552","0.307427789796081","0.336000883241023"
"Non-working","2014","(2a) intermediate vocational","East Germany","563","0.286030653443238","0.266120653161555","0.305940653724922"
"Non-working","2014","(2c_gen) general maturity certificate","West Germany","550","0.423865185736697","0.397084595023779","0.450645776449614"
"Non-working","2014","(2c_gen) general maturity certificate","East Germany","74","0.429381517992429","0.352683756239133","0.506079279745724"
"Non-working","2014","(2c_voc) vocational maturity certificate","West Germany","499","0.254050267026448","0.23565345820983","0.272447075843066"
"Non-working","2014","(2c_voc) vocational maturity certificate","East Germany","87","0.223915283290041","0.181439278300802","0.266391288279281"
"Non-working","2014","(3a) lower tertiary education","West Germany","371","0.296274015949632","0.272607809541598","0.319940222357666"
"Non-working","2014","(3a) lower tertiary education","East Germany","271","0.445173125218045","0.405926623740724","0.484419626695367"
"Non-working","2014","(3b) higher tertiary education","West Germany","920","0.284016907421895","0.268780624190438","0.299253190653352"
"Non-working","2014","(3b) higher tertiary education","East Germany","279","0.368641459610052","0.335840413297498","0.401442505922606"
"Other","2014","(0) in school","West Germany","173","0.190972313100661","0.1632809389814","0.218663687219923"
"Other","2014","(0) in school","East Germany","","","",""
"Other","2014","(1a) inadequately completed","West Germany","50","0.0984738543155898","0.0720112098452696","0.12493649878591"
"Other","2014","(1a) inadequately completed","East Germany","","","",""
"Other","2014","(1b) general elementary school","West Germany","308","0.124835742070872","0.110909506966751","0.138761977174993"
"Other","2014","(1b) general elementary school","East Germany","","","",""
"Other","2014","(1c) basic vocational qualification","West Germany","327","0.0594244084019735","0.0527858506641742","0.0660629661397728"
"Other","2014","(1c) basic vocational qualification","East Germany","51","0.039185484970929","0.027224831611962","0.0511461383298961"
"Other","2014","(2b) intermediate general qualification","West Germany","274","0.316227535460661","0.282449215362087","0.350005855559235"
"Other","2014","(2b) intermediate general qualification","East Germany","47","0.348342760979146","0.272848248919116","0.423837273039176"
"Other","2014","(2a) intermediate vocational","West Germany","334","0.0655183361024299","0.0579508338047101","0.0730858384001496"
"Other","2014","(2a) intermediate vocational","East Germany","95","0.0386733226333811","0.0301782629534501","0.0471683823133121"
"Other","2014","(2c_gen) general maturity certificate","West Germany","354","0.284654828913905","0.260200186219747","0.309109471608062"
"Other","2014","(2c_gen) general maturity certificate","East Germany","44","0.32207242902793","0.249669435532316","0.394475422523544"
"Other","2014","(2c_voc) vocational maturity certificate","West Germany","165","0.0622008376603091","0.0519942417072976","0.0724074336133205"
"Other","2014","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Other","2014","(3a) lower tertiary education","West Germany","61","0.0431530349291842","0.0326211286310928","0.0536849412272756"
"Other","2014","(3a) lower tertiary education","East Germany","","","",""
"Other","2014","(3b) higher tertiary education","West Germany","187","0.0548793752787792","0.0471844615256971","0.0625742890318613"
"Other","2014","(3b) higher tertiary education","East Germany","35","0.0347239077221649","0.0222762496303159","0.0471715658140138"
"Full-time","2015","(0) in school","West Germany","","","",""
"Full-time","2015","(0) in school","East Germany","","","",""
"Full-time","2015","(1a) inadequately completed","West Germany","121","0.202159153409894","0.167967902129191","0.236350404690596"
"Full-time","2015","(1a) inadequately completed","East Germany","","","",""
"Full-time","2015","(1b) general elementary school","West Germany","456","0.190600712961544","0.173700868419076","0.207500557504012"
"Full-time","2015","(1b) general elementary school","East Germany","32","0.106884422615645","0.0695438256575569","0.144225019573734"
"Full-time","2015","(1c) basic vocational qualification","West Germany","1669","0.320916035894809","0.307469356737765","0.334362715051852"
"Full-time","2015","(1c) basic vocational qualification","East Germany","162","0.153822825864349","0.131083588259491","0.176562063469208"
"Full-time","2015","(2b) intermediate general qualification","West Germany","120","0.213948802509604","0.18380530527808","0.244092299741129"
"Full-time","2015","(2b) intermediate general qualification","East Germany","","","",""
"Full-time","2015","(2a) intermediate vocational","West Germany","1651","0.449384234796334","0.4338243570431","0.464944112549569"
"Full-time","2015","(2a) intermediate vocational","East Germany","945","0.529247324908276","0.506750146071162","0.551744503745391"
"Full-time","2015","(2c_gen) general maturity certificate","West Germany","331","0.231309969031965","0.209362584378421","0.253257353685508"
"Full-time","2015","(2c_gen) general maturity certificate","East Germany","38","0.144503729447819","0.0921106858977535","0.196896772997883"
"Full-time","2015","(2c_voc) vocational maturity certificate","West Germany","1043","0.498070603724063","0.477429262841042","0.518711944607084"
"Full-time","2015","(2c_voc) vocational maturity certificate","East Germany","188","0.60205652457728","0.551494300552077","0.652618748602482"
"Full-time","2015","(3a) lower tertiary education","West Germany","704","0.530785167587284","0.504426322595823","0.557144012578744"
"Full-time","2015","(3a) lower tertiary education","East Germany","219","0.370735609783779","0.331495037903523","0.409976181664035"
"Full-time","2015","(3b) higher tertiary education","West Germany","1795","0.521044440185811","0.504838036545215","0.537250843826406"
"Full-time","2015","(3b) higher tertiary education","East Germany","408","0.492621868925802","0.458972813239806","0.526270924611799"
"Part-time","2015","(0) in school","West Germany","","","",""
"Part-time","2015","(0) in school","East Germany","","","",""
"Part-time","2015","(1a) inadequately completed","West Germany","59","0.102909396894233","0.0770418153698745","0.128776978418591"
"Part-time","2015","(1a) inadequately completed","East Germany","","","",""
"Part-time","2015","(1b) general elementary school","West Germany","199","0.0846493364081241","0.0726724323725853","0.0966262404436628"
"Part-time","2015","(1b) general elementary school","East Germany","","","",""
"Part-time","2015","(1c) basic vocational qualification","West Germany","508","0.0888683607234395","0.0806719871567404","0.0970647342901386"
"Part-time","2015","(1c) basic vocational qualification","East Germany","49","0.0386460960423891","0.0264974098107168","0.0507947822740613"
"Part-time","2015","(2b) intermediate general qualification","West Germany","58","0.0761069806941298","0.0566158793318037","0.095598082056456"
"Part-time","2015","(2b) intermediate general qualification","East Germany","","","",""
"Part-time","2015","(2a) intermediate vocational","West Germany","868","0.164705734216695","0.153103355078366","0.176308113355025"
"Part-time","2015","(2a) intermediate vocational","East Germany","299","0.146531468623789","0.130592451612953","0.162470485634625"
"Part-time","2015","(2c_gen) general maturity certificate","West Germany","157","0.097212844790589","0.081793550854535","0.112632138726643"
"Part-time","2015","(2c_gen) general maturity certificate","East Germany","","","",""
"Part-time","2015","(2c_voc) vocational maturity certificate","West Germany","517","0.173558263544256","0.157923190875125","0.189193336213387"
"Part-time","2015","(2c_voc) vocational maturity certificate","East Germany","64","0.152385628005383","0.115260496457977","0.189510759552788"
"Part-time","2015","(3a) lower tertiary education","West Germany","236","0.120067026221381","0.102899101740859","0.137234950701903"
"Part-time","2015","(3a) lower tertiary education","East Germany","77","0.117184630661465","0.0910535801657742","0.143315681157156"
"Part-time","2015","(3b) higher tertiary education","West Germany","637","0.148915004450041","0.137365659436221","0.160464349463862"
"Part-time","2015","(3b) higher tertiary education","East Germany","127","0.13425510461223","0.111308917095924","0.157201292128536"
"Non-working","2015","(0) in school","West Germany","487","0.732433187144468","0.698634057759187","0.766232316529748"
"Non-working","2015","(0) in school","East Germany","109","0.934325827334764","0.890549228402317","0.978102426267211"
"Non-working","2015","(1a) inadequately completed","West Germany","307","0.592480006117788","0.550646769565044","0.634313242670531"
"Non-working","2015","(1a) inadequately completed","East Germany","43","0.736378004665707","0.625811291652226","0.846944717679188"
"Non-working","2015","(1b) general elementary school","West Germany","1144","0.610080554110414","0.589095017489845","0.631066090730983"
"Non-working","2015","(1b) general elementary school","East Germany","184","0.740799774124379","0.687840951026069","0.793758597222689"
"Non-working","2015","(1c) basic vocational qualification","West Germany","2143","0.527848183356564","0.513468380115672","0.542227986597456"
"Non-working","2015","(1c) basic vocational qualification","East Germany","712","0.758659577247643","0.731690048312193","0.785629106183092"
"Non-working","2015","(2b) intermediate general qualification","West Germany","280","0.404802054162294","0.368722151573524","0.440881956751065"
"Non-working","2015","(2b) intermediate general qualification","East Germany","63","0.354994816705823","0.274867533880536","0.43512209953111"
"Non-working","2015","(2a) intermediate vocational","West Germany","1118","0.323951899130056","0.309313216101938","0.338590582158174"
"Non-working","2015","(2a) intermediate vocational","East Germany","560","0.28252794477577","0.262235446070226","0.302820443481313"
"Non-working","2015","(2c_gen) general maturity certificate","West Germany","615","0.405181136562618","0.379629015809567","0.43073325731567"
"Non-working","2015","(2c_gen) general maturity certificate","East Germany","76","0.441134262295438","0.367145770071399","0.515122754519477"
"Non-working","2015","(2c_voc) vocational maturity certificate","West Germany","544","0.269319940400203","0.251006538863898","0.287633341936508"
"Non-working","2015","(2c_voc) vocational maturity certificate","East Germany","89","0.211761004680219","0.16955747319623","0.253964536164209"
"Non-working","2015","(3a) lower tertiary education","West Germany","377","0.303430117310239","0.279147650156684","0.327712584463794"
"Non-working","2015","(3a) lower tertiary education","East Germany","262","0.438442653445646","0.39813012355112","0.478755183340173"
"Non-working","2015","(3b) higher tertiary education","West Germany","1018","0.287961043323545","0.27327109034743","0.302650996299661"
"Non-working","2015","(3b) higher tertiary education","East Germany","271","0.332061430351354","0.300363738204818","0.36375912249789"
"Other","2015","(0) in school","West Germany","168","0.263741323431153","0.230097163621936","0.297385483240371"
"Other","2015","(0) in school","East Germany","","","",""
"Other","2015","(1a) inadequately completed","West Germany","43","0.102451443578086","0.076634895427051","0.12826799172912"
"Other","2015","(1a) inadequately completed","East Germany","","","",""
"Other","2015","(1b) general elementary school","West Germany","276","0.114669396519918","0.100960088242909","0.128378704796927"
"Other","2015","(1b) general elementary school","East Germany","30","0.0929604692723227","0.0578665010932246","0.128054437451421"
"Other","2015","(1c) basic vocational qualification","West Germany","310","0.0623674200251881","0.0554019114757284","0.0693329285746478"
"Other","2015","(1c) basic vocational qualification","East Germany","44","0.0488715008456189","0.035282663833876","0.0624603378573619"
"Other","2015","(2b) intermediate general qualification","West Germany","253","0.305142162633971","0.27129577057653","0.338988554691413"
"Other","2015","(2b) intermediate general qualification","East Germany","43","0.351954807030535","0.271983553268757","0.431926060792313"
"Other","2015","(2a) intermediate vocational","West Germany","289","0.061958131856914","0.0544170576898361","0.0694992060239919"
"Other","2015","(2a) intermediate vocational","East Germany","87","0.0416932616921651","0.0326840346167384","0.0507024887675918"
"Other","2015","(2c_gen) general maturity certificate","West Germany","315","0.266296049614828","0.243289432425639","0.289302666804018"
"Other","2015","(2c_gen) general maturity certificate","East Germany","48","0.349882163507282","0.278812872676608","0.420951454337957"
"Other","2015","(2c_voc) vocational maturity certificate","West Germany","150","0.0590511923314778","0.0493199459404738","0.0687824387224819"
"Other","2015","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Other","2015","(3a) lower tertiary education","West Germany","60","0.045717688881096","0.0346854999262223","0.0567498778359698"
"Other","2015","(3a) lower tertiary education","East Germany","","","",""
"Other","2015","(3b) higher tertiary education","West Germany","200","0.0420795120406026","0.0355662022133621","0.0485928218678431"
"Other","2015","(3b) higher tertiary education","East Germany","42","0.0410615961106138","0.0277059951652475","0.0544171970559801"
"Full-time","2016","(0) in school","West Germany","","","",""
"Full-time","2016","(0) in school","East Germany","","","",""
"Full-time","2016","(1a) inadequately completed","West Germany","137","0.199773477078915","0.181146737489101","0.218400216668729"
"Full-time","2016","(1a) inadequately completed","East Germany","","","",""
"Full-time","2016","(1b) general elementary school","West Germany","389","0.170030900962387","0.155170954920498","0.184890847004275"
"Full-time","2016","(1b) general elementary school","East Germany","","","",""
"Full-time","2016","(1c) basic vocational qualification","West Germany","1542","0.340399371412697","0.326249739286871","0.354549003538524"
"Full-time","2016","(1c) basic vocational qualification","East Germany","151","0.16244541118653","0.138225668542312","0.186665153830749"
"Full-time","2016","(2b) intermediate general qualification","West Germany","113","0.23163216253584","0.199711576891518","0.263552748180161"
"Full-time","2016","(2b) intermediate general qualification","East Germany","","","",""
"Full-time","2016","(2a) intermediate vocational","West Germany","1481","0.452409120060715","0.436068331062969","0.468749909058461"
"Full-time","2016","(2a) intermediate vocational","East Germany","876","0.506905157707024","0.483712123644675","0.530098191769373"
"Full-time","2016","(2c_gen) general maturity certificate","West Germany","272","0.23180661550047","0.211597892095919","0.252015338905021"
"Full-time","2016","(2c_gen) general maturity certificate","East Germany","","","",""
"Full-time","2016","(2c_voc) vocational maturity certificate","West Germany","985","0.512299768742631","0.491398549382438","0.533200988102823"
"Full-time","2016","(2c_voc) vocational maturity certificate","East Germany","186","0.640248442391484","0.590945481007759","0.689551403775209"
"Full-time","2016","(3a) lower tertiary education","West Germany","661","0.531637825709039","0.504439155452087","0.558836495965991"
"Full-time","2016","(3a) lower tertiary education","East Germany","206","0.370135263855455","0.329635205528783","0.410635322182127"
"Full-time","2016","(3b) higher tertiary education","West Germany","1604","0.511538792248842","0.495888776257854","0.52718880823983"
"Full-time","2016","(3b) higher tertiary education","East Germany","406","0.484734965768442","0.452666751303808","0.516803180233076"
"Part-time","2016","(0) in school","West Germany","","","",""
"Part-time","2016","(0) in school","East Germany","","","",""
"Part-time","2016","(1a) inadequately completed","West Germany","72","0.078031372406808","0.0655358576383737","0.0905268871752423"
"Part-time","2016","(1a) inadequately completed","East Germany","","","",""
"Part-time","2016","(1b) general elementary school","West Germany","191","0.0912218979915227","0.0798324986243673","0.102611297358678"
"Part-time","2016","(1b) general elementary school","East Germany","","","",""
"Part-time","2016","(1c) basic vocational qualification","West Germany","484","0.0980024415707852","0.0891241097486975","0.106880773392873"
"Part-time","2016","(1c) basic vocational qualification","East Germany","57","0.0680399918171174","0.0515055322821136","0.0845744513521213"
"Part-time","2016","(2b) intermediate general qualification","West Germany","54","0.069870505882388","0.0505816937704276","0.0891593179943484"
"Part-time","2016","(2b) intermediate general qualification","East Germany","","","",""
"Part-time","2016","(2a) intermediate vocational","West Germany","830","0.171163125757419","0.158797420806471","0.183528830708366"
"Part-time","2016","(2a) intermediate vocational","East Germany","281","0.133627343257578","0.117842909153315","0.14941177736184"
"Part-time","2016","(2c_gen) general maturity certificate","West Germany","135","0.0802470268862276","0.0672366235306168","0.0932574302418385"
"Part-time","2016","(2c_gen) general maturity certificate","East Germany","","","",""
"Part-time","2016","(2c_voc) vocational maturity certificate","West Germany","513","0.176178812510201","0.160248423528406","0.192109201491996"
"Part-time","2016","(2c_voc) vocational maturity certificate","East Germany","73","0.181882299790764","0.142254449638121","0.221510149943407"
"Part-time","2016","(3a) lower tertiary education","West Germany","221","0.124247200334367","0.106267481269924","0.142226919398809"
"Part-time","2016","(3a) lower tertiary education","East Germany","72","0.139945640688959","0.110845545622815","0.169045735755103"
"Part-time","2016","(3b) higher tertiary education","West Germany","630","0.147990294032702","0.136872993477912","0.159107594587492"
"Part-time","2016","(3b) higher tertiary education","East Germany","119","0.132208730686043","0.110474464824504","0.153942996547581"
"Non-working","2016","(0) in school","West Germany","512","0.826358072873523","0.796872138287977","0.855844007459068"
"Non-working","2016","(0) in school","East Germany","105","0.945513491858981","0.903848239302953","0.987178744415009"
"Non-working","2016","(1a) inadequately completed","West Germany","1455","0.611929649439031","0.58922747598921","0.634631822888852"
"Non-working","2016","(1a) inadequately completed","East Germany","324","0.762033678201182","0.718105891518811","0.805961464883553"
"Non-working","2016","(1b) general elementary school","West Germany","1579","0.624083825582372","0.604924098766229","0.643243552398516"
"Non-working","2016","(1b) general elementary school","East Germany","305","0.718098527564504","0.672979773339682","0.763217281789327"
"Non-working","2016","(1c) basic vocational qualification","West Germany","2008","0.503712842246742","0.488782551192265","0.51864313330122"
"Non-working","2016","(1c) basic vocational qualification","East Germany","643","0.73586345557145","0.70691521969383","0.764811691449071"
"Non-working","2016","(2b) intermediate general qualification","West Germany","284","0.438125251377696","0.400584260575698","0.475666242179694"
"Non-working","2016","(2b) intermediate general qualification","East Germany","60","0.407293059020392","0.323156266009047","0.491429852031736"
"Non-working","2016","(2a) intermediate vocational","West Germany","1005","0.319890924885219","0.304577600297764","0.335204249472673"
"Non-working","2016","(2a) intermediate vocational","East Germany","542","0.30944367282522","0.287999004244599","0.330888341405841"
"Non-working","2016","(2c_gen) general maturity certificate","West Germany","928","0.422564450531848","0.398908580631985","0.446220320431711"
"Non-working","2016","(2c_gen) general maturity certificate","East Germany","165","0.411815289313318","0.351876728919885","0.47175384970675"
"Non-working","2016","(2c_voc) vocational maturity certificate","West Germany","556","0.247936087640854","0.229879723300803","0.265992451980905"
"Non-working","2016","(2c_voc) vocational maturity certificate","East Germany","87","0.156204793998071","0.118908721083702","0.19350086691244"
"Non-working","2016","(3a) lower tertiary education","West Germany","357","0.30423053870278","0.279153115263639","0.329307962141922"
"Non-working","2016","(3a) lower tertiary education","East Germany","244","0.438856647830085","0.397232052773864","0.480481242886306"
"Non-working","2016","(3b) higher tertiary education","West Germany","1489","0.298597263169321","0.284269212826832","0.312925313511809"
"Non-working","2016","(3b) higher tertiary education","East Germany","366","0.34815350381785","0.317585623661182","0.378721383974519"
"Other","2016","(0) in school","West Germany","120","0.171347777231595","0.142016643541144","0.200678910922046"
"Other","2016","(0) in school","East Germany","","","",""
"Other","2016","(1a) inadequately completed","West Germany","106","0.110265501075246","0.0956736126334461","0.124857389517046"
"Other","2016","(1a) inadequately completed","East Germany","","","",""
"Other","2016","(1b) general elementary school","West Germany","296","0.114663375463719","0.102059940658546","0.127266810268891"
"Other","2016","(1b) general elementary school","East Germany","","","",""
"Other","2016","(1c) basic vocational qualification","West Germany","274","0.0578853447697752","0.0509119149319821","0.0648587746075683"
"Other","2016","(1c) basic vocational qualification","East Germany","40","0.0336511414249017","0.0218104760480968","0.0454918068017066"
"Other","2016","(2b) intermediate general qualification","West Germany","220","0.260372080204076","0.227168058756144","0.293576101652009"
"Other","2016","(2b) intermediate general qualification","East Germany","44","0.322821608405907","0.242756132861767","0.402887083950047"
"Other","2016","(2a) intermediate vocational","West Germany","248","0.0565368292966473","0.0489544161651993","0.0641192424280954"
"Other","2016","(2a) intermediate vocational","East Germany","86","0.0500238262101785","0.03991097096757","0.060136681452787"
"Other","2016","(2c_gen) general maturity certificate","West Germany","340","0.265381907081454","0.244236933305645","0.286526880857263"
"Other","2016","(2c_gen) general maturity certificate","East Germany","50","0.365420029859839","0.306774142307639","0.424065917412039"
"Other","2016","(2c_voc) vocational maturity certificate","West Germany","143","0.0635853311063143","0.0533819141248403","0.0737887480877882"
"Other","2016","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Other","2016","(3a) lower tertiary education","West Germany","54","0.0398844352538139","0.0292181717811079","0.0505506987265199"
