"erwst","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Full-time","1984","(Married) couple without C. ","Female","430","0.255331990461836","0.232088908736288","0.278575072187383","1"
"Full-time","1984","(Married) couple without C. ","Male","763","0.480609114595709","0.453987011792359","0.507231217399059","1"
"Full-time","1984","1-pers.-HH","Female","202","0.197175628103831","0.169501450079097","0.224849806128566","1"
"Full-time","1984","1-pers.-HH","Male","356","0.56723690967485","0.525486878287719","0.608986941061981","1"
"Full-time","1984","Couple + C. GT 16 ","Female","251","0.230094387788865","0.202717950932896","0.257470824644833","1"
"Full-time","1984","Couple + C. GT 16 ","Male","666","0.603305427014224","0.574196247290874","0.632414606737574","1"
"Full-time","1984","Couple + C. LE 16 ","Female","305","0.147792141331808","0.130067144396285","0.165517138267331","1"
"Full-time","1984","Couple + C. LE 16 ","Male","1421","0.919332130994194","0.905739847753878","0.932924414234511","1"
"Full-time","1984","Couple + C. LE and GT 16","Female","184","0.202147557011991","0.174213540985313","0.230081573038668","1"
"Full-time","1984","Couple + C. LE and GT 16","Male","592","0.644868112165927","0.614045255707168","0.675690968624687","1"
"Full-time","1984","Single parent ","Female","127","0.288192029462649","0.242713332890946","0.333670726034353","1"
"Full-time","1984","Single parent ","Male","113","0.548697187536414","0.479383998155788","0.618010376917041","1"
"Non-working","1984","(Married) couple without C. ","Male","556","0.492476626231055","0.465837496775238","0.519115755686872","5"
"Non-working","1984","1-pers.-HH","Female","543","0.746807951728829","0.716561994224964","0.777053909232694","5"
"Non-working","1984","(Married) couple without C. ","Female","770","0.631941910170235","0.606234607641932","0.657649212698539","5"
"Non-working","1984","1-pers.-HH","Male","163","0.391742188892863","0.350608895936629","0.432875481849097","5"
"Non-working","1984","Couple + C. LE 16 ","Male","105","0.0696299623268055","0.0569262151501999","0.082333709503411","5"
"Non-working","1984","Couple + C. GT 16 ","Female","443","0.516279916506322","0.483775315315302","0.548784517697341","5"
"Non-working","1984","Couple + C. GT 16 ","Male","301","0.290695355674913","0.263676393065323","0.317714318284503","5"
"Non-working","1984","Couple + C. LE 16 ","Female","893","0.58704547920511","0.562454562598866","0.611636395811354","5"
"Non-working","1984","Couple + C. LE and GT 16","Female","425","0.528990051404965","0.494270297982303","0.563709804827627","5"
"Non-working","1984","Couple + C. LE and GT 16","Male","215","0.222742702392285","0.19594319914859","0.24954220563598","5"
"Non-working","1984","Single parent ","Female","189","0.534914499162425","0.484831054844673","0.584997943480176","5"
"Non-working","1984","Single parent ","Male","64","0.349335218923904","0.282927994002893","0.415742443844915","5"
"Other","1984","Couple + C. LE 16 ","Male","10","","","","6"
"Other","1984","(Married) couple without C. ","Male","18","","","","6"
"Other","1984","1-pers.-HH","Male","17","","","","6"
"Other","1984","Couple + C. LE 16 ","Female","114","0.0894664625541325","0.0752115080052867","0.103721417102978","6"
"Other","1984","(Married) couple without C. ","Female","42","0.0313060819945102","0.0220235299917996","0.0405886339972208","6"
"Other","1984","1-pers.-HH","Female","26","","","","6"
"Other","1984","Couple + C. GT 16 ","Female","103","0.120743047611483","0.0995499646111643","0.141936130611801","6"
"Other","1984","Couple + C. GT 16 ","Male","113","0.100679738380198","0.0827752691871877","0.118584207573208","6"
"Other","1984","Couple + C. LE and GT 16","Male","116","0.129740259301724","0.108097908863409","0.151382609740038","6"
"Other","1984","Single parent ","Female","32","0.0760430991196223","0.0494271863822645","0.10265901185698","6"
"Other","1984","Single parent ","Male","20","","","","6"
"Other","1984","Couple + C. LE and GT 16","Female","102","0.157139167601979","0.131825329376913","0.182453005827044","6"
"Part-time","1984","(Married) couple without C. ","Female","110","0.0814200173734185","0.0668424912229574","0.0959975435238795","2"
"Part-time","1984","(Married) couple without C. ","Male","16","","","","2"
"Part-time","1984","1-pers.-HH","Female","23","","","","2"
"Part-time","1984","1-pers.-HH","Male","5","","","","2"
"Part-time","1984","Couple + C. GT 16 ","Female","111","0.132882648093331","0.110803706920636","0.154961589266026","2"
"Part-time","1984","Couple + C. GT 16 ","Male","5","","","","2"
"Part-time","1984","Couple + C. LE 16 ","Female","228","0.17569591690895","0.156688973110912","0.194702860706987","2"
"Part-time","1984","Couple + C. LE 16 ","Male","6","","","","2"
"Part-time","1984","Couple + C. LE and GT 16","Female","83","0.111723223981066","0.089811137998277","0.133635309963855","2"
"Part-time","1984","Couple + C. LE and GT 16","Male","3","","","","2"
"Part-time","1984","Single parent ","Female","33","0.100850372255303","0.0706132580402024","0.131087486470404","2"
"Part-time","1984","Single parent ","Male","1","","","","2"
"Full-time","1985","(Married) couple without C. ","Female","399","0.268665475334059","0.243771834713801","0.293559115954317","1"
"Full-time","1985","(Married) couple without C. ","Male","680","0.48165013968265","0.453577701115502","0.509722578249799","1"
"Full-time","1985","1-pers.-HH","Female","201","0.219456655342566","0.188991888129572","0.24992142255556","1"
"Full-time","1985","1-pers.-HH","Male","309","0.565227497461606","0.520505646809254","0.609949348113959","1"
"Full-time","1985","Couple + C. GT 16 ","Female","278","0.261211806548742","0.232794486076445","0.28962912702104","1"
"Full-time","1985","Couple + C. GT 16 ","Male","687","0.603741517505991","0.574980392573857","0.632502642438124","1"
"Full-time","1985","Couple + C. LE 16 ","Female","259","0.142412198024469","0.123693713063982","0.161130682984956","1"
"Full-time","1985","Couple + C. LE 16 ","Male","1218","0.901710650559836","0.885788676403772","0.9176326247159","1"
"Full-time","1985","Couple + C. LE and GT 16","Female","162","0.218219287845285","0.187243184684966","0.249195391005604","1"
"Full-time","1985","Couple + C. LE and GT 16","Male","535","0.649323206922623","0.616461542440514","0.682184871404732","1"
"Full-time","1985","Single parent ","Female","139","0.348861576279803","0.299490816698313","0.398232335861294","1"
"Full-time","1985","Single parent ","Male","103","0.524834661117313","0.45345034592899","0.596218976305637","1"
"Non-working","1985","(Married) couple without C. ","Female","674","0.612865780213927","0.585510704949456","0.640220855478399","5"
"Non-working","1985","(Married) couple without C. ","Male","502","0.491085819888717","0.462998922028289","0.519172717749145","5"
"Non-working","1985","1-pers.-HH","Female","464","0.728600784928588","0.695868668714233","0.761332901142943","5"
"Non-working","1985","1-pers.-HH","Male","139","0.374204183365321","0.330547801592436","0.417860565138206","5"
"Non-working","1985","Couple + C. GT 16 ","Female","419","0.475281003714677","0.442976329007477","0.507585678421876","5"
"Non-working","1985","Couple + C. GT 16 ","Male","333","0.317752195905935","0.290373899872939","0.34513049193893","5"
"Non-working","1985","Couple + C. LE 16 ","Male","108","0.0856639367658981","0.0706959970993674","0.100631876432429","5"
"Non-working","1985","Couple + C. LE 16 ","Female","748","0.562723721657816","0.536154222177987","0.589293221137644","5"
"Non-working","1985","Single parent ","Male","69","0.380896137639873","0.311480997060719","0.450311278219027","5"
"Non-working","1985","Couple + C. LE and GT 16","Female","384","0.539496098433279","0.502115301987419","0.576876894879138","5"
"Non-working","1985","Couple + C. LE and GT 16","Male","195","0.244283551228214","0.214694425614148","0.27387267684228","5"
"Non-working","1985","Single parent ","Female","161","0.477538231268174","0.42579686300568","0.529279599530668","5"
"Other","1985","Couple + C. LE 16 ","Male","10","","","","6"
"Other","1985","(Married) couple without C. ","Female","14","","","","6"
"Other","1985","(Married) couple without C. ","Male","17","","","","6"
"Other","1985","1-pers.-HH","Male","14","","","","6"
"Other","1985","Couple + C. LE 16 ","Female","77","0.0692214174033201","0.0556257279147664","0.0828171068918738","6"
"Other","1985","1-pers.-HH","Female","21","","","","6"
"Other","1985","Couple + C. GT 16 ","Female","79","0.0933459951952108","0.074527045227026","0.112164945163396","6"
"Other","1985","Couple + C. GT 16 ","Male","80","0.0676909255323902","0.0529190294658682","0.0824628215989121","6"
"Other","1985","Couple + C. LE and GT 16","Male","76","0.10248711832882","0.0816008637182291","0.123373372939411","6"
"Other","1985","Single parent ","Female","23","","","","6"
"Other","1985","Single parent ","Male","14","","","","6"
"Other","1985","Couple + C. LE and GT 16","Female","57","0.10653532538339","0.0833974620980224","0.129673188668757","6"
"Part-time","1985","1-pers.-HH","Female","23","","","","2"
"Part-time","1985","1-pers.-HH","Male","10","","","","2"
"Part-time","1985","(Married) couple without C. ","Female","131","0.107103400126739","0.0897363258948144","0.124470474358663","2"
"Part-time","1985","(Married) couple without C. ","Male","18","","","","2"
"Part-time","1985","Couple + C. GT 16 ","Female","142","0.17016119454137","0.145852933968862","0.194469455113878","2"
"Part-time","1985","Couple + C. GT 16 ","Male","11","","","","2"
"Part-time","1985","Couple + C. LE 16 ","Female","255","0.225642662914395","0.203253434885393","0.248031890943397","2"
"Part-time","1985","Couple + C. LE 16 ","Male","7","","","","2"
"Part-time","1985","Couple + C. LE and GT 16","Female","80","0.135749288338047","0.110061519000691","0.161437057675402","2"
"Part-time","1985","Couple + C. LE and GT 16","Male","4","","","","2"
"Part-time","1985","Single parent ","Female","35","0.103585610066864","0.0720202533539575","0.13515096677977","2"
"Part-time","1985","Single parent ","Male","2","","","","2"
"Full-time","1986","(Married) couple without C. ","Female","409","0.27255519285094","0.247330361561318","0.297780024140561","1"
"Full-time","1986","(Married) couple without C. ","Male","678","0.483665553445165","0.455284380571989","0.512046726318341","1"
"Full-time","1986","1-pers.-HH","Female","184","0.22017171825616","0.188702117509734","0.251641319002586","1"
"Full-time","1986","1-pers.-HH","Male","309","0.595180811369067","0.550128126721625","0.640233496016509","1"
"Full-time","1986","Couple + C. GT 16 ","Female","289","0.26756043520376","0.239335754892179","0.295785115515341","1"
"Full-time","1986","Couple + C. GT 16 ","Male","695","0.585941787075737","0.557621153540835","0.61426242061064","1"
"Full-time","1986","Couple + C. LE 16 ","Female","240","0.151448141139789","0.131215824866804","0.171680457412773","1"
"Full-time","1986","Couple + C. LE 16 ","Male","1094","0.910824108294218","0.894732644346196","0.92691557224224","1"
"Full-time","1986","Couple + C. LE and GT 16","Female","146","0.209624223042518","0.178308439216042","0.240940006868994","1"
"Full-time","1986","Couple + C. LE and GT 16","Male","482","0.625709403775603","0.591166947457424","0.660251860093782","1"
"Full-time","1986","Single parent ","Female","131","0.36144604273877","0.309690766420542","0.413201319056998","1"
"Full-time","1986","Single parent ","Male","93","0.505353809222585","0.43231445162874","0.578393166816431","1"
"Non-working","1986","(Married) couple without C. ","Female","629","0.598316777514482","0.570544694635343","0.62608886039362","5"
"Non-working","1986","(Married) couple without C. ","Male","480","0.489745288765326","0.46135493165528","0.518135645875373","5"
"Non-working","1986","1-pers.-HH","Female","434","0.726847697986128","0.693007326761328","0.760688069210928","5"
"Non-working","1986","1-pers.-HH","Male","130","0.369042294426103","0.32475247956933","0.413332109282876","5"
"Non-working","1986","Couple + C. GT 16 ","Female","432","0.474264474962203","0.442427914156224","0.506101035768181","5"
"Non-working","1986","Couple + C. GT 16 ","Male","348","0.312604251632406","0.285951264598139","0.339257238666673","5"
"Non-working","1986","Couple + C. LE 16 ","Male","88","0.0688766773545819","0.0545780527548804","0.0831753019542835","5"
"Non-working","1986","Couple + C. LE 16 ","Female","685","0.581927793664826","0.55409001128779","0.609765576041863","5"
"Non-working","1986","Single parent ","Male","62","0.340581318155293","0.271349956590601","0.409812679719985","5"
"Non-working","1986","Couple + C. LE and GT 16","Female","358","0.51564150803151","0.477192677323357","0.554090338739663","5"
"Non-working","1986","Single parent ","Female","144","0.464645046314871","0.410915192046886","0.518374900582857","5"
