"erwst","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Non-working","1986","Couple + C. LE and GT 16","Male","190","0.253160659052454","0.222124060386195","0.284197257718713","5"
"Other","1986","Couple + C. LE 16 ","Male","4","","","","6"
"Other","1986","(Married) couple without C. ","Female","48","0.0339307816838839","0.0236742135234637","0.044187349844304","6"
"Other","1986","(Married) couple without C. ","Male","19","","","","6"
"Other","1986","1-pers.-HH","Female","26","","","","6"
"Other","1986","1-pers.-HH","Male","10","","","","6"
"Other","1986","Couple + C. GT 16 ","Female","95","0.108549937604436","0.0887166145605743","0.128383260648299","6"
"Other","1986","Couple + C. GT 16 ","Male","107","0.0893141488616515","0.0729162027998804","0.105712094923423","6"
"Other","1986","Couple + C. LE 16 ","Female","88","0.0817532199658203","0.0662897634416272","0.0972166764900134","6"
"Other","1986","Couple + C. LE and GT 16","Male","75","0.108807966238556","0.0865810909687285","0.131034841508384","6"
"Other","1986","Single parent ","Female","24","","","","6"
"Other","1986","Single parent ","Male","23","","","","6"
"Other","1986","Couple + C. LE and GT 16","Female","77","0.152695948166499","0.125022763527422","0.180369132805575","6"
"Part-time","1986","(Married) couple without C. ","Female","111","0.0951972479506949","0.0785711563444365","0.111823339556953","2"
"Part-time","1986","(Married) couple without C. ","Male","14","","","","2"
"Part-time","1986","1-pers.-HH","Female","22","","","","2"
"Part-time","1986","1-pers.-HH","Male","7","","","","2"
"Part-time","1986","Couple + C. GT 16 ","Female","129","0.149625152229601","0.126882574248941","0.172367730210261","2"
"Part-time","1986","Couple + C. GT 16 ","Male","12","","","","2"
"Part-time","1986","Couple + C. LE 16 ","Female","193","0.184870845229565","0.162961880109211","0.206779810349919","2"
"Part-time","1986","Couple + C. LE 16 ","Male","19","","","","2"
"Part-time","1986","Couple + C. LE and GT 16","Female","68","0.122038320759474","0.096855079017231","0.147221562501716","2"
"Part-time","1986","Couple + C. LE and GT 16","Male","7","","","","2"
"Part-time","1986","Single parent ","Female","32","0.099385412996075","0.0671550715864265","0.131615754405723","2"
"Part-time","1986","Single parent ","Male","2","","","","2"
"Full-time","1987","(Married) couple without C. ","Female","423","0.291192938057836","0.265238340653223","0.317147535462449","1"
"Full-time","1987","(Married) couple without C. ","Male","676","0.492936256334218","0.464410724655382","0.521461788013055","1"
"Full-time","1987","1-pers.-HH","Female","182","0.22083167135104","0.189422461225403","0.252240881476678","1"
"Full-time","1987","1-pers.-HH","Male","296","0.573468324646457","0.527772954900438","0.619163694392476","1"
"Full-time","1987","Couple + C. GT 16 ","Female","269","0.256003783403238","0.228353430570698","0.283654136235779","1"
"Full-time","1987","Couple + C. GT 16 ","Male","707","0.604719581877648","0.577068874034972","0.632370289720325","1"
"Full-time","1987","Couple + C. LE 16 ","Female","238","0.151955369222035","0.131507897355603","0.172402841088467","1"
"Full-time","1987","Couple + C. LE 16 ","Male","1098","0.930396117034525","0.915900960206736","0.944891273862313","1"
"Full-time","1987","Couple + C. LE and GT 16","Female","133","0.192458985374336","0.16059421314142","0.224323757607253","1"
"Full-time","1987","Couple + C. LE and GT 16","Male","426","0.646298513587632","0.610149331490196","0.682447695685069","1"
"Full-time","1987","Single parent ","Female","125","0.357948178120336","0.306146329129804","0.409750027110867","1"
"Full-time","1987","Single parent ","Male","86","0.448716959317996","0.378729410368526","0.518704508267465","1"
"Non-working","1987","(Married) couple without C. ","Female","616","0.588674054650495","0.56056214428705","0.61678596501394","5"
"Non-working","1987","1-pers.-HH","Male","133","0.379245371667572","0.334416071206973","0.424074672128171","5"
"Non-working","1987","Couple + C. GT 16 ","Male","355","0.295533086334139","0.269727725136161","0.321338447532117","5"
"Non-working","1987","Couple + C. LE 16 ","Female","666","0.573378441455785","0.54520665947855","0.60155022343302","5"
"Non-working","1987","Couple + C. LE 16 ","Male","78","0.0625862295919499","0.0487894635836114","0.0763829956002884","5"
"Non-working","1987","(Married) couple without C. ","Male","469","0.477090070743295","0.448591654812994","0.505588486673596","5"
"Non-working","1987","1-pers.-HH","Female","440","0.72340015442592","0.689529315395444","0.757270993456397","5"
"Non-working","1987","Couple + C. GT 16 ","Female","425","0.446768804146365","0.415270521691603","0.478267086601126","5"
"Non-working","1987","Couple + C. LE and GT 16","Male","164","0.223454157863778","0.191959186059379","0.254949129668177","5"
"Non-working","1987","Couple + C. LE and GT 16","Female","302","0.492157292185585","0.451748487820825","0.532566096550344","5"
"Non-working","1987","Single parent ","Female","141","0.44671592955806","0.39299544206698","0.500436417049139","5"
"Non-working","1987","Single parent ","Male","75","0.359836451666632","0.292298905958888","0.427373997374377","5"
"Other","1987","1-pers.-HH","Female","23","","","","6"
"Other","1987","Couple + C. GT 16 ","Male","130","0.0905316069229887","0.0743034011036812","0.106759812742296","6"
"Other","1987","Couple + C. LE 16 ","Male","4","","","","6"
"Other","1987","(Married) couple without C. ","Female","23","","","","6"
"Other","1987","(Married) couple without C. ","Male","19","","","","6"
"Other","1987","1-pers.-HH","Male","16","","","","6"
"Other","1987","Couple + C. GT 16 ","Female","114","0.127882105685882","0.10672361862384","0.149040592747924","6"
"Other","1987","Couple + C. LE 16 ","Female","65","0.0594257251224018","0.0459591848898866","0.0728922653549169","6"
"Other","1987","Couple + C. LE and GT 16","Male","78","0.124768151370345","0.0997832936258088","0.14975300911488","6"
"Other","1987","Couple + C. LE and GT 16","Female","84","0.165451490608349","0.135416979781085","0.195486001435613","6"
"Other","1987","Single parent ","Female","21","","","","6"
"Other","1987","Single parent ","Male","30","0.175247224731271","0.121749576175012","0.228744873287529","6"
"Part-time","1987","(Married) couple without C. ","Female","115","0.102515953669121","0.0851871350365248","0.119844772301717","2"
"Part-time","1987","(Married) couple without C. ","Male","16","","","","2"
"Part-time","1987","1-pers.-HH","Male","5","","","","2"
"Part-time","1987","1-pers.-HH","Female","25","","","","2"
"Part-time","1987","Couple + C. GT 16 ","Female","149","0.169345306764514","0.145582979860175","0.193107633668854","2"
"Part-time","1987","Couple + C. GT 16 ","Male","9","","","","2"
"Part-time","1987","Couple + C. LE 16 ","Female","215","0.215240464199778","0.191830405609827","0.23865052278973","2"
"Part-time","1987","Couple + C. LE 16 ","Male","4","","","","2"
"Part-time","1987","Couple + C. LE and GT 16","Female","69","0.14993223183173","0.121076392871411","0.178788070792049","2"
"Part-time","1987","Couple + C. LE and GT 16","Male","4","","","","2"
"Part-time","1987","Single parent ","Female","42","0.135881451083372","0.0988545902382423","0.172908311928501","2"
"Part-time","1987","Single parent ","Male","3","","","","2"
"Full-time","1988","(Married) couple without C. ","Female","415","0.301009639818099","0.274475626534015","0.327543653102183","1"
"Full-time","1988","(Married) couple without C. ","Male","657","0.504855809887263","0.475858042477582","0.533853577296944","1"
"Full-time","1988","1-pers.-HH","Female","175","0.221229126581188","0.189021126833533","0.253437126328843","1"
"Full-time","1988","1-pers.-HH","Male","273","0.56096314578438","0.51427346763807","0.607652823930691","1"
"Full-time","1988","Couple + C. GT 16 ","Female","260","0.244933803256312","0.217981521338368","0.271886085174256","1"
"Full-time","1988","Couple + C. GT 16 ","Male","715","0.59103496601969","0.56357065295717","0.618499279082209","1"
"Full-time","1988","Couple + C. LE 16 ","Female","197","0.129570903482868","0.109867718383113","0.149274088582623","1"
"Full-time","1988","Couple + C. LE 16 ","Male","1022","0.922241117922006","0.906515680296644","0.937966555547369","1"
"Full-time","1988","Couple + C. LE and GT 16","Female","116","0.190458237530424","0.156578288387024","0.224338186673824","1"
"Full-time","1988","Couple + C. LE and GT 16","Male","362","0.636595162767651","0.597281710034374","0.675908615500928","1"
"Full-time","1988","Single parent ","Female","132","0.395258939541175","0.341941116491699","0.448576762590652","1"
"Full-time","1988","Single parent ","Male","89","0.503235672410988","0.431764636515593","0.574706708306383","1"
"Non-working","1988","(Married) couple without C. ","Female","592","0.571209606173363","0.542581183413277","0.599838028933448","5"
"Non-working","1988","(Married) couple without C. ","Male","453","0.472079306142378","0.443125419897273","0.501033192387483","5"
"Non-working","1988","1-pers.-HH","Female","422","0.728393486949677","0.693879838704025","0.762907135195328","5"
"Non-working","1988","1-pers.-HH","Male","145","0.401954837766163","0.355827451461511","0.448082224070815","5"
"Non-working","1988","Couple + C. GT 16 ","Female","446","0.464515135161361","0.433257782098707","0.495772488224016","5"
"Non-working","1988","Couple + C. GT 16 ","Male","380","0.318503570526668","0.292477535520582","0.344529605532753","5"
"Non-working","1988","Couple + C. LE 16 ","Female","621","0.557023490434152","0.527879897160286","0.586167083708017","5"
"Non-working","1988","Couple + C. LE 16 ","Male","79","0.0668557197317312","0.0521884533666506","0.0815229860968117","5"
"Non-working","1988","Couple + C. LE and GT 16","Male","131","0.217626419134634","0.183899469416938","0.25135336885233","5"
"Non-working","1988","Single parent ","Male","64","0.308588943322696","0.24256103993017","0.374616846715222","5"
"Non-working","1988","Couple + C. LE and GT 16","Female","280","0.524423075197626","0.481333270686365","0.567512879708886","5"
"Non-working","1988","Single parent ","Female","133","0.426512528794568","0.372577030722211","0.480448026866924","5"
"Other","1988","(Married) couple without C. ","Female","30","0.0245860497491497","0.0156279476846918","0.0335441518136076","6"
"Other","1988","(Married) couple without C. ","Male","21","","","","6"
"Other","1988","1-pers.-HH","Female","17","","","","6"
"Other","1988","1-pers.-HH","Male","12","","","","6"
"Other","1988","Couple + C. GT 16 ","Female","117","0.115925917062466","0.0958621136769834","0.135989720447948","6"
"Other","1988","Couple + C. GT 16 ","Male","126","0.0817806163494443","0.066472650577846","0.0970885821210426","6"
"Other","1988","Couple + C. LE 16 ","Female","69","0.0707239514347653","0.0556831276155844","0.0857647752539462","6"
"Other","1988","Couple + C. LE 16 ","Male","6","","","","6"
"Other","1988","Couple + C. LE and GT 16","Male","77","0.140411097456797","0.112014893581727","0.168807301331868","6"
"Other","1988","Couple + C. LE and GT 16","Female","63","0.138948185748429","0.109103684633831","0.168792686863028","6"
"Other","1988","Single parent ","Female","27","","","","6"
"Other","1988","Single parent ","Male","31","0.169985186942956","0.116292192318726","0.223678181567187","6"
"Part-time","1988","(Married) couple without C. ","Female","111","0.103194704259389","0.0855970437773256","0.120792364741451","2"
"Part-time","1988","(Married) couple without C. ","Male","11","","","","2"
"Part-time","1988","1-pers.-HH","Female","24","","","","2"
"Part-time","1988","1-pers.-HH","Male","4","","","","2"
"Part-time","1988","Couple + C. GT 16 ","Female","155","0.174625144519861","0.150831680733843","0.198418608305879","2"
"Part-time","1988","Couple + C. GT 16 ","Male","10","","","","2"
"Part-time","1988","Couple + C. LE 16 ","Female","229","0.242681654648215","0.217529586209114","0.267833723087315","2"
"Part-time","1988","Couple + C. LE 16 ","Male","7","","","","2"
"Part-time","1988","Couple + C. LE and GT 16","Female","57","0.146170501523521","0.115688836494145","0.176652166552897","2"
"Part-time","1988","Couple + C. LE and GT 16","Male","5","","","","2"
"Part-time","1988","Single parent ","Female","31","0.103155319722351","0.0699848774003866","0.136325762044315","2"
"Part-time","1988","Single parent ","Male","4","","","","2"
"Full-time","1989","(Married) couple without C. ","Female","439","0.313582527450572","0.286603330512895","0.340561724388249","1"
"Full-time","1989","(Married) couple without C. ","Male","658","0.503174806801697","0.474009780705489","0.532339832897905","1"
"Full-time","1989","1-pers.-HH","Female","191","0.244037096403983","0.210812574232079","0.277261618575888","1"
"Full-time","1989","1-pers.-HH","Male","285","0.60947386239541","0.563253983596824","0.655693741193996","1"
"Full-time","1989","Couple + C. GT 16 ","Female","267","0.251772531136631","0.223996661268651","0.279548401004612","1"
"Full-time","1989","Couple + C. GT 16 ","Male","698","0.574909129262731","0.547043077968444","0.602775180557018","1"
"Full-time","1989","Couple + C. LE 16 ","Female","198","0.148571122021625","0.127329795790924","0.169812448252326","1"
"Full-time","1989","Couple + C. LE 16 ","Male","985","0.929293378990571","0.913920014369586","0.944666743611557","1"
"Full-time","1989","Couple + C. LE and GT 16","Female","118","0.18910485120393","0.154290072209981","0.223919630197878","1"
"Full-time","1989","Couple + C. LE and GT 16","Male","332","0.6450154013569","0.603156673024203","0.686874129689597","1"
"Full-time","1989","Single parent ","Female","112","0.355174961095475","0.301289836168905","0.409060086022046","1"
"Full-time","1989","Single parent ","Male","85","0.512434551915489","0.437516634017886","0.587352469813091","1"
"Non-working","1989","(Married) couple without C. ","Female","557","0.564820730588179","0.535990485205139","0.593650975971218","5"
"Non-working","1989","(Married) couple without C. ","Male","444","0.475679809467937","0.446548717121572","0.504810901814302","5"
"Non-working","1989","1-pers.-HH","Female","415","0.711418110094348","0.676368953491886","0.746467266696809","5"
"Non-working","1989","1-pers.-HH","Male","124","0.351721790134004","0.306483460993204","0.396960119274804","5"
"Non-working","1989","Couple + C. GT 16 ","Female","422","0.459384799678212","0.42749299404799","0.491276605308434","5"
"Non-working","1989","Couple + C. GT 16 ","Male","372","0.308747086721894","0.28270625434134","0.334787919102447","5"
"Non-working","1989","Couple + C. LE 16 ","Female","590","0.543694757933162","0.513947595750796","0.573441920115527","5"
"Non-working","1989","Couple + C. LE 16 ","Male","70","0.0598620361917964","0.0456343590197834","0.0740897133638094","5"
"Non-working","1989","Couple + C. LE and GT 16","Male","109","0.236753832421408","0.199568038556772","0.273939626286044","5"
"Non-working","1989","Single parent ","Male","54","0.325623024580186","0.255387156265885","0.395858892894488","5"
"Non-working","1989","Couple + C. LE and GT 16","Female","251","0.515067384926842","0.47063468754864","0.559500082305044","5"
"Non-working","1989","Single parent ","Female","130","0.436660733969166","0.380815790096245","0.492505677842087","5"
"Other","1989","(Married) couple without C. ","Female","21","","","","6"
"Other","1989","(Married) couple without C. ","Male","14","","","","6"
"Other","1989","1-pers.-HH","Female","14","","","","6"
"Other","1989","1-pers.-HH","Male","12","","","","6"
"Other","1989","Couple + C. GT 16 ","Female","109","0.117194205584657","0.0966100844446924","0.137778326724622","6"
"Other","1989","Couple + C. GT 16 ","Male","128","0.103997605941808","0.0867907629246961","0.12120444895892","6"
"Other","1989","Couple + C. LE 16 ","Female","64","0.0664695361270834","0.05159252078885","0.0813465514653168","6"
"Other","1989","Couple + C. LE 16 ","Male","7","","","","6"
"Other","1989","Couple + C. LE and GT 16","Female","57","0.137452586987914","0.106840150019607","0.16806502395622","6"
"Other","1989","Couple + C. LE and GT 16","Male","58","0.112190727617318","0.0845827526152252","0.139798702619411","6"
"Other","1989","Single parent ","Female","23","","","","6"
"Other","1989","Single parent ","Male","31","0.157282606890987","0.10271544527062","0.211849768511354","6"
"Part-time","1989","(Married) couple without C. ","Female","119","0.106603612299375","0.0886576404576927","0.124549584141057","2"
"Part-time","1989","(Married) couple without C. ","Male","13","","","","2"
"Part-time","1989","1-pers.-HH","Male","7","","","","2"
"Part-time","1989","1-pers.-HH","Female","22","","","","2"
"Part-time","1989","Couple + C. LE and GT 16","Female","60","0.158375176881315","0.125916352889132","0.190834000873498","2"
"Part-time","1989","Couple + C. LE and GT 16","Male","3","","","","2"
"Part-time","1989","Single parent ","Female","38","0.144497893915696","0.10490948232278","0.184086305508611","2"
"Part-time","1989","Single parent ","Male","1","","","","2"
"Part-time","1989","Couple + C. GT 16 ","Female","140","0.171648463600499","0.147517538418702","0.195779388782296","2"
"Part-time","1989","Couple + C. GT 16 ","Male","11","","","","2"
"Part-time","1989","Couple + C. LE 16 ","Female","225","0.24126458391813","0.21571215404489","0.26681701379137","2"
"Part-time","1989","Couple + C. LE 16 ","Male","6","","","","2"
"Full-time","1990","(Married) couple without C. ","Female","656","0.336592239720187","0.31372908666725","0.359455392773124","1"
"Full-time","1990","(Married) couple without C. ","Male","972","0.521612873380242","0.497355071673962","0.545870675086521","1"
"Full-time","1990","1-pers.-HH","Female","230","0.233319773785607","0.20508545183304","0.261554095738175","1"
"Full-time","1990","1-pers.-HH","Male","338","0.629648104359744","0.587941895618613","0.671354313100875","1"
"Full-time","1990","Couple + C. GT 16 ","Female","471","0.308478331080502","0.283361852861084","0.333594809299919","1"
"Full-time","1990","Couple + C. GT 16 ","Male","1017","0.61468994223083","0.590798786519584","0.638581097942076","1"
"Full-time","1990","Couple + C. LE 16 ","Female","667","0.272350735587119","0.251791045768421","0.292910425405817","1"
"Full-time","1990","Couple + C. LE 16 ","Male","1673","0.943951081157058","0.933241447969526","0.95466071434459","1"
"Full-time","1990","Couple + C. LE and GT 16","Female","182","0.257715787206957","0.222303424262523","0.293128150151391","1"
"Full-time","1990","Couple + C. LE and GT 16","Male","414","0.643997418261552","0.606548704471531","0.681446132051573","1"
"Full-time","1990","Single parent ","Female","204","0.403703536393956","0.356947218674959","0.450459854112952","1"
