"erwst","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Full-time","2017","16-34 y.","Single parent ","151","0.189351677374715","0.166697990190363","0.212005364559068","1"
"Full-time","2017","16-34 y.","Couple + C. LE 16 ","529","0.348589850243648","0.330301314858342","0.366878385628953","1"
"Full-time","2017","16-34 y.","Couple + C. GT 16 ","268","0.244894294286698","0.221159593722316","0.26862899485108","1"
"Full-time","2017","16-34 y.","Couple + C. LE and GT 16","108","0.135665106555346","0.116035303672904","0.155294909437787","1"
"Full-time","2017","35-65 y.","1-pers.-HH","979","0.586069779665185","0.56388214454162","0.608257414788751","1"
"Full-time","2017","35-65 y.","(Married) couple without C. ","2114","0.557517557252322","0.54207138879624","0.572963725708404","1"
"Full-time","2017","35-65 y.","Couple + C. LE and GT 16","768","0.504279251623324","0.482448702304224","0.526109800942424","1"
"Full-time","2017","66 and older","(Married) couple without C. ","53","0.017901592037742","0.0133652882157395","0.0224378958597445","1"
"Full-time","2017","66 and older","Single parent ","1","","","","1"
"Full-time","2017","66 and older","Couple + C. LE 16 ","","","","","1"
"Full-time","2017","66 and older","Couple + C. GT 16 ","13","","","","1"
"Full-time","2017","66 and older","Couple + C. LE and GT 16","","","","","1"
"Full-time","2017","35-65 y.","Couple + C. GT 16 ","1038","0.534041303040497","0.51236257729408","0.555720028786914","1"
"Full-time","2017","35-65 y.","Couple + C. LE 16 ","2552","0.563347498093453","0.550399018991577","0.576295977195329","1"
"Full-time","2017","66 and older","1-pers.-HH","14","","","","1"
"Full-time","2017","35-65 y.","Single parent ","537","0.399947350369075","0.375668629195668","0.424226071542482","1"
"Non-working","2017","16-34 y.","Couple + C. GT 16 ","578","0.421698065323611","0.394441653992742","0.44895447665448","5"
"Non-working","2017","16-34 y.","Couple + C. LE and GT 16","722","0.536754673503324","0.508169931551296","0.565339415455351","5"
"Non-working","2017","35-65 y.","(Married) couple without C. ","977","0.221507091504011","0.208592977415165","0.234421205592858","5"
"Non-working","2017","35-65 y.","Single parent ","474","0.246934609217418","0.225563008952069","0.268306209482768","5"
"Non-working","2017","66 and older","1-pers.-HH","1280","0.933727220259596","0.920612118252096","0.946842322267097","5"
"Non-working","2017","66 and older","Couple + C. LE 16 ","9","","","","5"
"Non-working","2017","66 and older","Couple + C. GT 16 ","172","0.834432022166331","0.783797516818404","0.885066527514258","5"
"Non-working","2017","16-34 y.","Single parent ","670","0.476627110853932","0.447748050480156","0.505506171227707","5"
"Non-working","2017","16-34 y.","Couple + C. LE 16 ","1632","0.390756320575811","0.372030415419361","0.409482225732261","5"
"Non-working","2017","66 and older","Single parent ","72","0.888278036439382","0.818367194624329","0.958188878254435","5"
"Non-working","2017","35-65 y.","1-pers.-HH","581","0.25097256844939","0.231441105540145","0.270504031358636","5"
"Non-working","2017","35-65 y.","Couple + C. LE and GT 16","695","0.156591178925298","0.140723504458227","0.17245885339237","5"
"Non-working","2017","16-34 y.","1-pers.-HH","837","0.227146978748897","0.207774910549009","0.246519046948785","5"
"Non-working","2017","16-34 y.","(Married) couple without C. ","232","0.128691754667329","0.10984750004779","0.147536009286867","5"
"Non-working","2017","66 and older","(Married) couple without C. ","3017","0.921174660464494","0.911955683725154","0.930393637203834","5"
"Non-working","2017","35-65 y.","Couple + C. GT 16 ","390","0.171784888314949","0.155392709974523","0.188177066655375","5"
"Non-working","2017","35-65 y.","Couple + C. LE 16 ","1497","0.137309476554032","0.128324015456136","0.146294937651927","5"
"Non-working","2017","66 and older","Couple + C. LE and GT 16","4","","","","5"
"Other","2017","16-34 y.","1-pers.-HH","243","0.158076971117631","0.141209710713149","0.174944231522113","6"
"Other","2017","16-34 y.","(Married) couple without C. ","128","0.103602478284753","0.0864529141642053","0.120752042405302","6"
"Other","2017","16-34 y.","Single parent ","260","0.265765153093719","0.240223171308498","0.291307134878941","6"
"Other","2017","16-34 y.","Couple + C. LE 16 ","161","0.0687624264105338","0.0590506172601001","0.0784742355609674","6"
"Other","2017","16-34 y.","Couple + C. GT 16 ","364","0.287942071083942","0.26295008483988","0.312934057328005","6"
"Other","2017","16-34 y.","Couple + C. LE and GT 16","318","0.312078517665005","0.285517653026941","0.33863938230307","6"
"Other","2017","35-65 y.","1-pers.-HH","112","0.054212493890408","0.0440120454854416","0.0644129422953744","6"
"Other","2017","35-65 y.","(Married) couple without C. ","238","0.0612505739537043","0.0537934150988253","0.0687077328085833","6"
"Other","2017","35-65 y.","Single parent ","107","0.0645099216292521","0.0523351011344369","0.0766847421240673","6"
"Other","2017","35-65 y.","Couple + C. LE 16 ","280","0.041178381325169","0.0359907853684717","0.0463659772818663","6"
"Other","2017","35-65 y.","Couple + C. GT 16 ","133","0.0793473513695532","0.067601439514607","0.0910932632244995","6"
"Other","2017","35-65 y.","Couple + C. LE and GT 16","141","0.0898575575831242","0.0773710048878742","0.102344110278374","6"
"Other","2017","66 and older","1-pers.-HH","62","0.0459180602515995","0.0348828992518399","0.0569532212513591","6"
"Other","2017","66 and older","(Married) couple without C. ","146","0.0456949430657811","0.0385506956642289","0.0528391904673334","6"
"Other","2017","66 and older","Single parent ","4","","","","6"
"Other","2017","66 and older","Couple + C. LE 16 ","","","","","6"
"Other","2017","66 and older","Couple + C. GT 16 ","13","","","","6"
"Other","2017","66 and older","Couple + C. LE and GT 16","1","","","","6"
"Part-time","2017","16-34 y.","1-pers.-HH","136","0.0977813699553253","0.0840486043771954","0.111514135533455","2"
"Part-time","2017","66 and older","(Married) couple without C. ","66","0.0152288044319827","0.0110391386873042","0.0194184701766611","2"
"Part-time","2017","35-65 y.","Couple + C. LE and GT 16","411","0.249272011868253","0.230383896408585","0.268160127327922","2"
"Part-time","2017","66 and older","Single parent ","1","","","","2"
"Part-time","2017","35-65 y.","(Married) couple without C. ","643","0.159724777289963","0.148331717000949","0.171117837578976","2"
"Part-time","2017","16-34 y.","Single parent ","68","0.0682560586776337","0.0536743986319583","0.0828377187233091","2"
"Part-time","2017","16-34 y.","Couple + C. LE 16 ","286","0.191891402770008","0.176778185708783","0.207004619831232","2"
"Part-time","2017","16-34 y.","Couple + C. GT 16 ","51","0.0454655693057488","0.0339674274152948","0.0569637111962028","2"
"Part-time","2017","16-34 y.","Couple + C. LE and GT 16","21","","","","2"
"Part-time","2017","35-65 y.","Couple + C. GT 16 ","473","0.214826457275001","0.196978055704635","0.232674858845367","2"
"Part-time","2017","66 and older","1-pers.-HH","26","","","","2"
"Part-time","2017","66 and older","Couple + C. LE 16 ","","","","","2"
"Part-time","2017","66 and older","Couple + C. GT 16 ","9","","","","2"
"Part-time","2017","66 and older","Couple + C. LE and GT 16","","","","","2"
"Part-time","2017","35-65 y.","Single parent ","446","0.288608118784255","0.26615180640724","0.31106443116127","2"
"Part-time","2017","35-65 y.","Couple + C. LE 16 ","1307","0.258164644027347","0.246739419455589","0.269589868599104","2"
"Part-time","2017","16-34 y.","(Married) couple without C. ","113","0.0835483866589709","0.0679764906558634","0.0991202826620783","2"
"Part-time","2017","35-65 y.","1-pers.-HH","221","0.108745157995016","0.094720938527776","0.122769377462257","2"
"Full-time","2018","16-34 y.","1-pers.-HH","644","0.537368742306044","0.512602650904657","0.562134833707432","1"
"Full-time","2018","16-34 y.","(Married) couple without C. ","709","0.668946433457086","0.641736161432868","0.696156705481305","1"
"Full-time","2018","16-34 y.","Single parent ","140","0.16124871283245","0.139815784258103","0.182681641406797","1"
"Full-time","2018","16-34 y.","Couple + C. LE 16 ","498","0.342061920679347","0.321976456083869","0.362147385274825","1"
"Full-time","2018","16-34 y.","Couple + C. GT 16 ","278","0.293278275700599","0.267011343415683","0.319545207985515","1"
"Full-time","2018","16-34 y.","Couple + C. LE and GT 16","118","0.14828417956643","0.127824391088361","0.168743968044498","1"
"Full-time","2018","35-65 y.","1-pers.-HH","1009","0.580374094906264","0.558520845201459","0.602227344611069","1"
"Full-time","2018","35-65 y.","(Married) couple without C. ","1985","0.562182517448156","0.546303717586089","0.578061317310222","1"
"Full-time","2018","35-65 y.","Couple + C. LE and GT 16","728","0.497469933309388","0.475169084244319","0.519770782374458","1"
"Full-time","2018","66 and older","(Married) couple without C. ","46","0.019264070687763","0.0145565470062138","0.0239715943693123","1"
"Full-time","2018","66 and older","Single parent ","1","","","","1"
"Full-time","2018","66 and older","Couple + C. LE 16 ","","","","","1"
"Full-time","2018","66 and older","Couple + C. GT 16 ","13","","","","1"
"Full-time","2018","66 and older","Couple + C. LE and GT 16","1","","","","1"
"Full-time","2018","35-65 y.","Single parent ","542","0.430604467361046","0.405546331776456","0.455662602945635","1"
"Full-time","2018","35-65 y.","Couple + C. LE 16 ","2414","0.595121699852745","0.581694504657994","0.608548895047496","1"
"Full-time","2018","35-65 y.","Couple + C. GT 16 ","965","0.544985911918271","0.522511812049891","0.56746001178665","1"
"Full-time","2018","66 and older","1-pers.-HH","10","","","","1"
"Non-working","2018","35-65 y.","(Married) couple without C. ","904","0.210417329873098","0.197371490899067","0.223463168847129","5"
"Non-working","2018","35-65 y.","Single parent ","449","0.238788030690617","0.217212497223413","0.260363564157821","5"
"Non-working","2018","16-34 y.","(Married) couple without C. ","183","0.118054842252167","0.0993974574266447","0.13671222707769","5"
"Non-working","2018","16-34 y.","Single parent ","644","0.459749493353792","0.430704250662358","0.488794736045226","5"
"Non-working","2018","16-34 y.","Couple + C. LE 16 ","1190","0.388215811916608","0.367582319645092","0.408849304188123","5"
"Non-working","2018","16-34 y.","Couple + C. GT 16 ","498","0.384512723732848","0.35644481317024","0.412580634295457","5"
"Non-working","2018","16-34 y.","Couple + C. LE and GT 16","670","0.533786006712138","0.505066126935078","0.562505886489199","5"
"Non-working","2018","35-65 y.","1-pers.-HH","586","0.247567239837185","0.228455012247526","0.266679467426843","5"
"Non-working","2018","35-65 y.","Couple + C. LE and GT 16","644","0.172366037806343","0.15551983769321","0.189212237919476","5"
"Non-working","2018","66 and older","1-pers.-HH","1310","0.926629610990084","0.913048666869003","0.940210555111165","5"
"Non-working","2018","16-34 y.","1-pers.-HH","516","0.221708794851617","0.201075608205146","0.242341981498087","5"
"Non-working","2018","66 and older","Couple + C. GT 16 ","172","0.805283553093409","0.750944916168551","0.859622190018267","5"
"Non-working","2018","35-65 y.","Couple + C. LE 16 ","1197","0.110888250784911","0.102299280507262","0.119477221062559","5"
"Non-working","2018","35-65 y.","Couple + C. GT 16 ","347","0.166693824452678","0.14987330892099","0.183514339984366","5"
"Non-working","2018","66 and older","(Married) couple without C. ","2994","0.909547386194605","0.899723899426327","0.919370872962884","5"
"Non-working","2018","66 and older","Couple + C. LE 16 ","6","","","","5"
"Non-working","2018","66 and older","Single parent ","74","0.86245442122919","0.787907011323386","0.937001831134994","5"
"Non-working","2018","66 and older","Couple + C. LE and GT 16","5","","","","5"
"Other","2018","16-34 y.","1-pers.-HH","251","0.142574134728856","0.125207228985714","0.159941040471998","6"
"Other","2018","16-34 y.","(Married) couple without C. ","136","0.110562888759622","0.0924306934484403","0.128695084070804","6"
"Other","2018","16-34 y.","Single parent ","263","0.282424974711298","0.256188710529189","0.308661238893406","6"
"Other","2018","16-34 y.","Couple + C. LE 16 ","153","0.0671242812489327","0.0565295797704823","0.0777189827273832","6"
"Other","2018","16-34 y.","Couple + C. GT 16 ","321","0.263207090254051","0.237799311581144","0.288614868926958","6"
"Other","2018","16-34 y.","Couple + C. LE and GT 16","345","0.299768680040639","0.273391991762615","0.326145368318664","6"
"Other","2018","35-65 y.","1-pers.-HH","101","0.0511598467520741","0.0414033923770126","0.0609163011271355","6"
"Other","2018","35-65 y.","(Married) couple without C. ","212","0.0518522868210636","0.0447556200117495","0.0589489536303778","6"
"Other","2018","35-65 y.","Single parent ","99","0.0567132371306609","0.0450083683309765","0.0684181059303452","6"
"Other","2018","35-65 y.","Couple + C. LE 16 ","260","0.0434155544730097","0.0378410727973689","0.0489900361486505","6"
"Other","2018","35-65 y.","Couple + C. GT 16 ","124","0.0698983583602277","0.0583909919917713","0.0814057247286842","6"
"Other","2018","35-65 y.","Couple + C. LE and GT 16","132","0.0697677861256783","0.058405123481848","0.0811304487695086","6"
"Other","2018","66 and older","1-pers.-HH","65","0.0496734763875577","0.0383568971887103","0.0609900555864051","6"
"Other","2018","66 and older","(Married) couple without C. ","155","0.0488606010419478","0.0414774130396926","0.056243789044203","6"
"Other","2018","66 and older","Single parent ","7","","","","6"
"Other","2018","66 and older","Couple + C. LE 16 ","1","","","","6"
"Other","2018","66 and older","Couple + C. GT 16 ","14","","","","6"
"Other","2018","66 and older","Couple + C. LE and GT 16","2","","","","6"
"Part-time","2018","16-34 y.","1-pers.-HH","146","0.0983483281134828","0.0835570170095902","0.113139639217375","2"
"Part-time","2018","16-34 y.","(Married) couple without C. ","121","0.102435835531124","0.0849032168973573","0.119968454164891","2"
"Part-time","2018","16-34 y.","Single parent ","84","0.0965768191024611","0.0793621431457339","0.113791495059188","2"
"Part-time","2018","16-34 y.","Couple + C. LE and GT 16","26","","","","2"
"Part-time","2018","35-65 y.","Couple + C. GT 16 ","450","0.218421905268824","0.199774795308641","0.237069015229007","2"
"Part-time","2018","35-65 y.","Couple + C. LE and GT 16","427","0.26039624275859","0.240822500503985","0.279969985013196","2"
"Part-time","2018","66 and older","(Married) couple without C. ","80","0.0223279420756837","0.0172677921008756","0.0273880920504918","2"
