"erwst","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Part-time","1992","secondary school degree","Female","270","0.132305868431144","0.117595658007651","0.147016078854636"
"Part-time","1992","college entrance qualification","Male","42","0.0440071578606541","0.0314991855506636","0.0565151301706446"
"Part-time","1992","college entrance qualification","Female","88","0.140170760939715","0.114706339965","0.165635181914431"
"Part-time","1992","Other degree","Male","","","",""
"Part-time","1992","Other degree","Female","48","0.0905539160410309","0.0633981823073509","0.117709649774711"
"Part-time","1992","no degree/no degree yet","Male","","","",""
"Part-time","1992","no degree/no degree yet","Female","38","0.0580462816338767","0.0374263794241334","0.0786661838436199"
"Non-working","1992","lower secondary degree","Male","889","0.372597730661774","0.354650607149147","0.390544854174402"
"Non-working","1992","lower secondary degree","Female","1857","0.653778674732175","0.636992860495641","0.67056448896871"
"Non-working","1992","secondary school degree","Male","322","0.238371933116197","0.217355642988073","0.259388223244322"
"Non-working","1992","secondary school degree","Female","732","0.430566826310203","0.409069340728955","0.452064311891451"
"Non-working","1992","college entrance qualification","Male","261","0.2625535031253","0.235720326005655","0.289386680244944"
"Non-working","1992","college entrance qualification","Female","265","0.380659918651649","0.345044983839664","0.416274853463634"
"Non-working","1992","Other degree","Male","116","0.243340960309782","0.208628390861145","0.278053529758419"
"Non-working","1992","Other degree","Female","198","0.484868157134394","0.437575852874792","0.532160461393995"
"Non-working","1992","no degree/no degree yet","Male","168","0.571544359505728","0.520984939238564","0.622103779772893"
"Non-working","1992","no degree/no degree yet","Female","342","0.756269731143148","0.718409983952038","0.794129478334258"
"Other","1992","lower secondary degree","Male","119","0.0308699079443526","0.0244495326790315","0.0372902832096737"
"Other","1992","lower secondary degree","Female","112","0.0303310823778305","0.024280379576167","0.036381785179494"
"Other","1992","secondary school degree","Male","107","0.060977854190837","0.0491751638731558","0.0727805445085181"
"Other","1992","secondary school degree","Female","150","0.0610879920735273","0.050690313853898","0.0714856702931567"
"Other","1992","college entrance qualification","Male","58","0.0570497618745707","0.0429058599729125","0.071193663776229"
"Other","1992","college entrance qualification","Female","52","0.070610810279901","0.0518205242516546","0.0894010963081473"
"Other","1992","Other degree","Male","","","",""
"Other","1992","Other degree","Female","","","",""
"Other","1992","no degree/no degree yet","Male","","","",""
"Other","1992","no degree/no degree yet","Female","","","",""
"Full-time","1993","lower secondary degree","Male","1671","0.574953483494674","0.556344702803687","0.59356226418566"
"Full-time","1993","lower secondary degree","Female","626","0.172473380416133","0.158945516971144","0.186001243861123"
"Full-time","1993","secondary school degree","Male","1130","0.684251341066796","0.661252009978809","0.707250672154783"
"Full-time","1993","secondary school degree","Female","890","0.388565487853909","0.367288511371256","0.409842464336562"
"Full-time","1993","college entrance qualification","Male","664","0.642219573368748","0.61310081960502","0.671338327132476"
"Full-time","1993","college entrance qualification","Female","303","0.389596264167402","0.354341289670742","0.424851238664061"
"Full-time","1993","Other degree","Male","430","0.714028456601972","0.676997132044095","0.75105978115985"
"Full-time","1993","Other degree","Female","166","0.407450256075791","0.359888720527422","0.455011791624161"
"Full-time","1993","no degree/no degree yet","Male","179","0.372789157850725","0.322908415866035","0.422669899835415"
"Full-time","1993","no degree/no degree yet","Female","94","0.159098934359549","0.126343269337994","0.191854599381103"
"Part-time","1993","lower secondary degree","Male","","","",""
"Part-time","1993","lower secondary degree","Female","380","0.123047707170759","0.111285144962744","0.134810269378774"
"Part-time","1993","secondary school degree","Male","","","",""
"Part-time","1993","secondary school degree","Female","272","0.136464097008455","0.121479252892326","0.151448941124584"
"Part-time","1993","college entrance qualification","Male","32","0.0377547754028995","0.0261762952904056","0.0493332555153935"
"Part-time","1993","college entrance qualification","Female","100","0.152504996420136","0.126514472692501","0.178495520147771"
"Part-time","1993","Other degree","Male","","","",""
"Part-time","1993","Other degree","Female","50","0.112568515414303","0.0819748122748831","0.143162218553724"
"Part-time","1993","no degree/no degree yet","Male","","","",""
"Part-time","1993","no degree/no degree yet","Female","41","0.0583915467209521","0.0373929391036958","0.0793901543382084"
"Non-working","1993","lower secondary degree","Male","917","0.387942110634786","0.369599419866574","0.406284801402998"
"Non-working","1993","lower secondary degree","Female","1842","0.661129088455268","0.644180346608763","0.678077830301773"
"Non-working","1993","secondary school degree","Male","327","0.254547728288445","0.232993565762173","0.276101890814716"
"Non-working","1993","secondary school degree","Female","697","0.412069695425281","0.390583917203348","0.433555473647215"
"Non-working","1993","college entrance qualification","Male","281","0.262939265848415","0.236196760768695","0.289681770928135"
"Non-working","1993","college entrance qualification","Female","270","0.379674990126771","0.344590104734706","0.414759875518836"
"Non-working","1993","Other degree","Male","134","0.266210820022328","0.229990808841991","0.302430831202664"
"Non-working","1993","Other degree","Female","189","0.465900858858076","0.417615678496399","0.514186039219753"
"Non-working","1993","no degree/no degree yet","Male","171","0.582642620062529","0.531774034293825","0.633511205831234"
"Non-working","1993","no degree/no degree yet","Female","335","0.761176428840257","0.722994172065054","0.79935868561546"
"Other","1993","lower secondary degree","Male","109","0.0326858687263834","0.0259924635618284","0.0393792738909385"
"Other","1993","lower secondary degree","Female","148","0.0433498239578394","0.0360578109706769","0.0506418369450019"
"Other","1993","secondary school degree","Male","104","0.0562529886981524","0.0448521391501594","0.0676538382461453"
"Other","1993","secondary school degree","Female","157","0.0629007197123545","0.0523027313899515","0.0734987080347576"
"Other","1993","college entrance qualification","Male","64","0.0570863853799372","0.0429926876770151","0.0711800830828592"
"Other","1993","college entrance qualification","Female","62","0.0782237492856911","0.0588110247187836","0.0976364738525985"
"Other","1993","Other degree","Male","","","",""
"Other","1993","Other degree","Female","","","",""
"Other","1993","no degree/no degree yet","Male","","","",""
"Other","1993","no degree/no degree yet","Female","","","",""
"Full-time","1994","lower secondary degree","Male","1550","0.545353772659055","0.526287166224829","0.564420379093282"
"Full-time","1994","lower secondary degree","Female","580","0.165456386366631","0.151946037222288","0.178966735510975"
"Full-time","1994","secondary school degree","Male","1129","0.702627888817596","0.679738641149066","0.725517136486126"
"Full-time","1994","secondary school degree","Female","836","0.357400185381646","0.336339214671997","0.378461156091296"
"Full-time","1994","college entrance qualification","Male","684","0.637023603453981","0.60806236925563","0.665984837652331"
"Full-time","1994","college entrance qualification","Female","323","0.403108873144758","0.368349165598705","0.437868580690811"
"Full-time","1994","Other degree","Male","373","0.696556264518671","0.65704111692418","0.736071412113162"
"Full-time","1994","Other degree","Female","136","0.367190820938401","0.319040407624014","0.415341234252788"
"Full-time","1994","no degree/no degree yet","Male","156","0.334376236501993","0.285231323357332","0.383521149646655"
"Full-time","1994","no degree/no degree yet","Female","82","0.132560823422262","0.102225084002341","0.162896562842183"
"Part-time","1994","lower secondary degree","Male","","","",""
"Part-time","1994","lower secondary degree","Female","346","0.113656223545327","0.102116431126677","0.125196015963977"
"Part-time","1994","secondary school degree","Male","","","",""
"Part-time","1994","secondary school degree","Female","279","0.144551626926244","0.129097691479454","0.160005562373034"
"Part-time","1994","college entrance qualification","Male","","","",""
"Part-time","1994","college entrance qualification","Female","97","0.14295763633182","0.118153609199802","0.167761663463839"
"Part-time","1994","Other degree","Male","","","",""
"Part-time","1994","Other degree","Female","49","0.104761070431628","0.0741705285914691","0.135351612271787"
"Part-time","1994","no degree/no degree yet","Male","","","",""
"Part-time","1994","no degree/no degree yet","Female","38","0.0601834396537195","0.0389075601677659","0.0814593191396731"
"Non-working","1994","lower secondary degree","Male","955","0.417002106990343","0.398122190776728","0.435882023203959"
"Non-working","1994","lower secondary degree","Female","1855","0.688784932832786","0.67195151076939","0.705618354896183"
"Non-working","1994","secondary school degree","Male","312","0.240500607663146","0.21909929003012","0.261901925296173"
"Non-working","1994","secondary school degree","Female","719","0.432771173011682","0.410997133397413","0.45454521262595"
"Non-working","1994","college entrance qualification","Male","282","0.271455785210259","0.244671650612998","0.29823991980752"
"Non-working","1994","college entrance qualification","Female","264","0.360763432376828","0.326733629450628","0.394793235303029"
"Non-working","1994","Other degree","Male","136","0.274133818875801","0.235793474573305","0.312474163178297"
"Non-working","1994","Other degree","Female","193","0.509028655619313","0.459092291896219","0.558965019342408"
"Non-working","1994","no degree/no degree yet","Male","190","0.646266523081663","0.596459524516695","0.696073521646631"
"Non-working","1994","no degree/no degree yet","Female","346","0.775416003747469","0.738083746042636","0.812748261452302"
"Other","1994","lower secondary degree","Male","97","0.0298590854843594","0.0233420046641706","0.0363761663045482"
"Other","1994","lower secondary degree","Female","125","0.0321024572552553","0.025693548066552","0.0385113664439587"
"Other","1994","secondary school degree","Male","83","0.0499856921374272","0.0390736348722458","0.0608977494026085"
"Other","1994","secondary school degree","Female","155","0.0652770146804283","0.0544214529099756","0.076132576450881"
"Other","1994","college entrance qualification","Male","65","0.0608857390979711","0.046483927676804","0.0752875505191383"
"Other","1994","college entrance qualification","Female","81","0.0931700581465938","0.0725723698194419","0.113767746473746"
"Other","1994","Other degree","Male","","","",""
"Other","1994","Other degree","Female","","","",""
"Other","1994","no degree/no degree yet","Male","","","",""
"Other","1994","no degree/no degree yet","Female","","","",""
"Full-time","1995","lower secondary degree","Male","1528","0.53565388958868","0.51647640885597","0.554831370321391"
"Full-time","1995","lower secondary degree","Female","545","0.157034669663747","0.143634691342039","0.170434647985456"
"Full-time","1995","secondary school degree","Male","1149","0.719378459046736","0.696938247447451","0.741818670646022"
"Full-time","1995","secondary school degree","Female","869","0.355938975049315","0.335227792407691","0.376650157690938"
"Full-time","1995","college entrance qualification","Male","727","0.63324907951265","0.604770085893173","0.661728073132128"
"Full-time","1995","college entrance qualification","Female","325","0.384685500654017","0.35134493817653","0.418026063131504"
"Full-time","1995","Other degree","Male","451","0.640529498631282","0.603555438171156","0.677503559091409"
"Full-time","1995","Other degree","Female","175","0.30287586193265","0.263902770684637","0.341848953180663"
"Full-time","1995","no degree/no degree yet","Male","145","0.270988367391059","0.226532915193233","0.315443819588886"
"Full-time","1995","no degree/no degree yet","Female","73","0.113984081868607","0.0856135526691088","0.142354611068105"
"Part-time","1995","lower secondary degree","Male","","","",""
"Part-time","1995","lower secondary degree","Female","355","0.111698733809973","0.100097458527506","0.12330000909244"
"Part-time","1995","secondary school degree","Male","","","",""
"Part-time","1995","secondary school degree","Female","311","0.143741088586693","0.128565461944168","0.158916715229219"
"Part-time","1995","college entrance qualification","Male","30","0.0362432327301013","0.0251986596642466","0.0472878057959559"
"Part-time","1995","college entrance qualification","Female","123","0.161097548748451","0.135905027298108","0.186290070198794"
"Part-time","1995","Other degree","Male","","","",""
"Part-time","1995","Other degree","Female","58","0.109733685576075","0.0832238266898914","0.136243544462259"
"Part-time","1995","no degree/no degree yet","Male","","","",""
"Part-time","1995","no degree/no degree yet","Female","35","0.0537254652267115","0.0335964169801522","0.0738545134732708"
"Non-working","1995","lower secondary degree","Male","939","0.423869953100304","0.404867700089294","0.442872206111315"
"Non-working","1995","lower secondary degree","Female","1804","0.693813337359366","0.676838097360324","0.710788577358407"
"Non-working","1995","secondary school degree","Male","276","0.213112116616501","0.192659530457228","0.233564702775775"
"Non-working","1995","secondary school degree","Female","713","0.432986407805624","0.411553184791161","0.454419630820087"
"Non-working","1995","college entrance qualification","Male","276","0.266427031305231","0.240301655213618","0.292552407396845"
"Non-working","1995","college entrance qualification","Female","291","0.372055106336079","0.338931635305214","0.405178577366944"
"Non-working","1995","Other degree","Male","175","0.304132567831663","0.26868465486884","0.339580480794486"
"Non-working","1995","Other degree","Female","274","0.526720342227017","0.484372973801183","0.569067710652851"
"Non-working","1995","no degree/no degree yet","Male","233","0.695939855886657","0.649930295700678","0.741949416072637"
"Non-working","1995","no degree/no degree yet","Female","363","0.798811863416126","0.763022991530702","0.83460073530155"
"Other","1995","lower secondary degree","Male","106","0.0312865278274625","0.0245922324457796","0.0379808232091454"
"Other","1995","lower secondary degree","Female","128","0.0374532591669144","0.0304603612512467","0.0444461570825821"
"Other","1995","secondary school degree","Male","103","0.0533018043081451","0.0420825379046699","0.0645210707116203"
"Other","1995","secondary school degree","Female","160","0.067333528558368","0.0564934486023164","0.0781736085144196"
"Other","1995","college entrance qualification","Male","67","0.0640806564520174","0.0496084604345989","0.0785528524694359"
"Other","1995","college entrance qualification","Female","79","0.0821618442614534","0.0633431458315244","0.100980542691382"
"Other","1995","Other degree","Male","","","",""
"Other","1995","Other degree","Female","","","",""
"Other","1995","no degree/no degree yet","Male","","","",""
"Other","1995","no degree/no degree yet","Female","","","",""
"Full-time","1996","lower secondary degree","Male","1471","0.527114090989853","0.507675029865578","0.546553152114128"
"Full-time","1996","lower secondary degree","Female","526","0.158713368712389","0.145088372279257","0.172338365145521"
"Full-time","1996","secondary school degree","Male","1132","0.697077419846881","0.674193589820867","0.719961249872896"
"Full-time","1996","secondary school degree","Female","819","0.33887587076549","0.318361260904828","0.359390480626153"
"Full-time","1996","college entrance qualification","Male","726","0.644225051462481","0.61580392227241","0.672646180652552"
"Full-time","1996","college entrance qualification","Female","346","0.366415158133132","0.333576572681176","0.399253743585088"
"Full-time","1996","Other degree","Male","392","0.623021697850915","0.584243981560453","0.661799414141376"
"Full-time","1996","Other degree","Female","146","0.266235356525728","0.227532726015788","0.304937987035669"
"Full-time","1996","no degree/no degree yet","Male","130","0.27478129132322","0.228859073084339","0.320703509562101"
"Full-time","1996","no degree/no degree yet","Female","62","0.0954781074424764","0.0687962183274092","0.122159996557544"
"Part-time","1996","lower secondary degree","Male","31","0.0123216035693875","0.00802637599603709","0.0166168311427379"
"Part-time","1996","lower secondary degree","Female","356","0.116141456933205","0.104194902522569","0.12808801134384"
"Part-time","1996","secondary school degree","Male","","","",""
"Part-time","1996","secondary school degree","Female","338","0.162130784196794","0.146156467374584","0.178105101019004"
"Part-time","1996","college entrance qualification","Male","47","0.0503353988889193","0.0373559359023939","0.0633148618754446"
"Part-time","1996","college entrance qualification","Female","125","0.179488212169448","0.153333152542706","0.20564327179619"
"Part-time","1996","Other degree","Male","","","",""
"Part-time","1996","Other degree","Female","72","0.148566550737348","0.117423216823619","0.179709884651076"
"Part-time","1996","no degree/no degree yet","Male","","","",""
"Part-time","1996","no degree/no degree yet","Female","39","0.0758591468991128","0.0518194939003869","0.0998987998978387"
"Non-working","1996","lower secondary degree","Male","929","0.434710352068316","0.41540933062777","0.454011373508862"
"Non-working","1996","lower secondary degree","Female","1757","0.68828718849847","0.671016095701445","0.705558281295495"
"Non-working","1996","secondary school degree","Male","314","0.235837553876921","0.214696739720267","0.256978368033575"
"Non-working","1996","secondary school degree","Female","717","0.430139766161162","0.408681708490564","0.45159782383176"
"Non-working","1996","college entrance qualification","Male","257","0.24894898878889","0.223279055329246","0.274618922248534"
"Non-working","1996","college entrance qualification","Female","296","0.380587629063418","0.347496422131013","0.413678835995822"
"Non-working","1996","Other degree","Male","188","0.335081748728112","0.297313053700546","0.372850443755679"
"Non-working","1996","Other degree","Female","265","0.540033956096645","0.496392156759175","0.583675755434114"
"Non-working","1996","no degree/no degree yet","Male","226","0.696186110979321","0.648875204645625","0.743497017313018"
"Non-working","1996","no degree/no degree yet","Female","353","0.798390291836189","0.761963705248812","0.834816878423565"
"Other","1996","lower secondary degree","Male","103","0.0258539533724441","0.0196749233899816","0.0320329833549066"
"Other","1996","lower secondary degree","Female","124","0.0368579858559357","0.0298326253958355","0.0438833463160358"
"Other","1996","secondary school degree","Male","95","0.0583676207095747","0.0466928309324102","0.0700424104867392"
"Other","1996","secondary school degree","Female","171","0.0688535788765538","0.0578793583386531","0.0798277994144544"
"Other","1996","college entrance qualification","Male","60","0.0564905608597101","0.0427850284796206","0.0701960932397996"
"Other","1996","college entrance qualification","Female","60","0.0735090006340024","0.0557226766942536","0.0912953245737511"
"Other","1996","Other degree","Male","","","",""
"Other","1996","Other degree","Female","","","",""
"Other","1996","no degree/no degree yet","Male","","","",""
"Other","1996","no degree/no degree yet","Female","","","",""
"Full-time","1997","lower secondary degree","Male","1398","0.499513511578119","0.479902110637317","0.519124912518922"
"Full-time","1997","lower secondary degree","Female","490","0.158098969112243","0.144286359619068","0.171911578605418"
"Full-time","1997","secondary school degree","Male","1105","0.688198800792121","0.665017849332598","0.711379752251644"
"Full-time","1997","secondary school degree","Female","814","0.33260248731141","0.312041205755259","0.353163768867561"
"Full-time","1997","college entrance qualification","Male","749","0.669474846374065","0.641714190355886","0.697235502392245"
"Full-time","1997","college entrance qualification","Female","360","0.374405280462961","0.341676790530155","0.407133770395766"
"Full-time","1997","Other degree","Male","356","0.620470249144881","0.579988250496903","0.660952247792859"
"Full-time","1997","Other degree","Female","132","0.234881681758533","0.196758410430761","0.273004953086305"
"Full-time","1997","no degree/no degree yet","Male","112","0.267293797147166","0.221955320629776","0.312632273664556"
"Full-time","1997","no degree/no degree yet","Female","61","0.107904226862273","0.0793961866854201","0.136412267039126"
"Part-time","1997","lower secondary degree","Male","","","",""
"Part-time","1997","lower secondary degree","Female","343","0.112618363841417","0.100649841929247","0.124586885753587"
"Part-time","1997","secondary school degree","Male","","","",""
"Part-time","1997","secondary school degree","Female","328","0.156017225209933","0.140181126204746","0.171853324215121"
"Part-time","1997","college entrance qualification","Male","43","0.0481051091610915","0.0354766479403373","0.0607335703818457"
"Part-time","1997","college entrance qualification","Female","124","0.180681464738595","0.154662402542106","0.206700526935083"
"Part-time","1997","Other degree","Male","","","",""
"Part-time","1997","Other degree","Female","55","0.148419267418638","0.116448037669531","0.180390497167745"
"Part-time","1997","no degree/no degree yet","Male","","","",""
"Part-time","1997","no degree/no degree yet","Female","31","0.0556460575028239","0.0345827294548039","0.0767093855508438"
"Non-working","1997","lower secondary degree","Male","972","0.458257739588054","0.438714791344042","0.477800687832065"
"Non-working","1997","lower secondary degree","Female","1736","0.698389725479255","0.681013610538018","0.715765840420493"
"Non-working","1997","secondary school degree","Male","323","0.254525595350778","0.232727552066935","0.276323638634622"
"Non-working","1997","secondary school degree","Female","710","0.441903232093716","0.42023050887742","0.463575955310011"
"Non-working","1997","college entrance qualification","Male","257","0.228679956476008","0.203894798361736","0.25346511459028"
"Non-working","1997","college entrance qualification","Female","289","0.380524918422885","0.347691816146374","0.413358020699396"
"Non-working","1997","Other degree","Male","180","0.346545631861007","0.306847835518853","0.386243428203161"
"Non-working","1997","Other degree","Female","272","0.571112774873774","0.526605215606722","0.615620334140826"
"Non-working","1997","no degree/no degree yet","Male","246","0.711615314580369","0.665204810221819","0.758025818938918"
"Non-working","1997","no degree/no degree yet","Female","351","0.801025671773352","0.764342731924541","0.837708611622162"
"Other","1997","lower secondary degree","Male","99","0.0259608401262242","0.0197236870933111","0.0321979931591374"
"Other","1997","lower secondary degree","Female","111","0.0308929415670848","0.0243421134583509","0.0374437696758187"
"Other","1997","secondary school degree","Male","96","0.0457462297243412","0.0352907248999476","0.0562017345487348"
"Other","1997","secondary school degree","Female","165","0.0694770553849411","0.058380724799298","0.0805733859705841"
"Other","1997","college entrance qualification","Male","54","0.0537400879888353","0.0404320282334807","0.0670481477441899"
"Other","1997","college entrance qualification","Female","67","0.0643883363755597","0.0477901795476876","0.0809864932034319"
"Other","1997","Other degree","Male","","","",""
"Other","1997","Other degree","Female","","","",""
"Other","1997","no degree/no degree yet","Male","","","",""
"Other","1997","no degree/no degree yet","Female","","","",""
"Full-time","1998","lower secondary degree","Male","1447","0.475812807917028","0.457078914967881","0.494546700866175"
"Full-time","1998","lower secondary degree","Female","509","0.143621951877614","0.130912455803765","0.156331447951462"
"Full-time","1998","secondary school degree","Male","1221","0.695528421837378","0.673633772710457","0.717423070964298"
"Full-time","1998","secondary school degree","Female","867","0.329360149254378","0.309685453748186","0.34903484476057"
"Full-time","1998","college entrance qualification","Male","825","0.650196098189269","0.623522389008841","0.676869807369698"
"Full-time","1998","college entrance qualification","Female","429","0.389478676987183","0.359087871801009","0.419869482173356"
"Full-time","1998","Other degree","Male","344","0.623275863642526","0.582292006814537","0.664259720470514"
"Full-time","1998","Other degree","Female","125","0.27006366757049","0.22970868298521","0.310418652155769"
"Full-time","1998","no degree/no degree yet","Male","107","0.278024186351398","0.23180768095848","0.324240691744316"
"Full-time","1998","no degree/no degree yet","Female","51","0.112876808191693","0.0836720142205711","0.142081602162816"
"Part-time","1998","lower secondary degree","Male","31","0.015034656890947","0.0104698332545148","0.0195994805273792"
"Part-time","1998","lower secondary degree","Female","375","0.115899734350734","0.104299222913089","0.127500245788379"
"Part-time","1998","secondary school degree","Male","","","",""
"Part-time","1998","secondary school degree","Female","353","0.158165625421328","0.142890063491428","0.173441187351227"
"Part-time","1998","college entrance qualification","Male","43","0.0437168158012858","0.0322810190512291","0.0551526125513425"
"Part-time","1998","college entrance qualification","Female","138","0.177955986112043","0.154118866181464","0.201793106042622"
"Part-time","1998","Other degree","Male","","","",""
"Part-time","1998","Other degree","Female","64","0.15512438158989","0.122219674070634","0.188029089109147"
"Part-time","1998","no degree/no degree yet","Male","","","",""
"Part-time","1998","no degree/no degree yet","Female","32","0.0591428379079006","0.0373721201440823","0.0809135556717189"
"Non-working","1998","lower secondary degree","Male","1131","0.472527464332777","0.453799946414815","0.491254982250738"
"Non-working","1998","lower secondary degree","Female","1913","0.709980429588008","0.693535879456968","0.726424979719049"
"Non-working","1998","secondary school degree","Male","335","0.229585246808693","0.209575506437612","0.249594987179775"
"Non-working","1998","secondary school degree","Female","807","0.449681122069654","0.42885600988786","0.470506234251448"
"Non-working","1998","college entrance qualification","Male","300","0.252781270735909","0.228473494572594","0.277089046899225"
"Non-working","1998","college entrance qualification","Female","352","0.37355574256087","0.343407023143327","0.403704461978414"
"Non-working","1998","Other degree","Male","169","0.324927497248598","0.285315258298542","0.364539736198654"
"Non-working","1998","Other degree","Female","253","0.543708075034264","0.498436469409027","0.588979680659502"
"Non-working","1998","no degree/no degree yet","Male","243","0.676570056499651","0.628315204384455","0.724824908614847"
"Non-working","1998","no degree/no degree yet","Female","353","0.793921472573584","0.756590872995074","0.831252072152094"
"Other","1998","lower secondary degree","Male","121","0.0366250708592489","0.0295788918171817","0.043671249901316"
"Other","1998","lower secondary degree","Female","128","0.0304978841836438","0.0242663584640666","0.0367294099032209"
"Other","1998","secondary school degree","Male","123","0.0613148688294163","0.0499005489045306","0.0727291887543021"
"Other","1998","secondary school degree","Female","165","0.0627931032546405","0.0526375981847172","0.0729486083245638"
"Other","1998","college entrance qualification","Male","60","0.0533058152735354","0.0407414354339186","0.0658701951131522"
"Other","1998","college entrance qualification","Female","70","0.0590095943399039","0.0443235830592335","0.0736956056205743"
"Other","1998","Other degree","Male","","","",""
"Other","1998","Other degree","Female","","","",""
"Other","1998","no degree/no degree yet","Male","","","",""
"Other","1998","no degree/no degree yet","Female","","","",""
"Full-time","1999","lower secondary degree","Male","1446","0.4962123166085","0.477307529086344","0.515117104130655"
"Full-time","1999","lower secondary degree","Female","498","0.151112597272566","0.137944851481657","0.164280343063474"
"Full-time","1999","secondary school degree","Male","1229","0.693045480558983","0.670963960421907","0.71512700069606"
"Full-time","1999","secondary school degree","Female","847","0.33087189609332","0.311160844902585","0.350582947284054"
"Full-time","1999","college entrance qualification","Male","839","0.650697431408332","0.624075891529345","0.67731897128732"
"Full-time","1999","college entrance qualification","Female","443","0.385592153805123","0.355454690063776","0.415729617546469"
"Full-time","1999","Other degree","Male","315","0.618835369634007","0.576434312565122","0.661236426702892"
"Full-time","1999","Other degree","Female","118","0.306312021698473","0.262793557446855","0.349830485950092"
"Full-time","1999","no degree/no degree yet","Male","100","0.284276918165613","0.23702087225215","0.331532964079077"
"Full-time","1999","no degree/no degree yet","Female","55","0.121650400786916","0.0907901158446878","0.152510685729144"
"Part-time","1999","lower secondary degree","Male","38","0.0159215484984679","0.0111887090641848","0.020654387932751"
"Part-time","1999","lower secondary degree","Female","346","0.104706084574057","0.0934495468652557","0.115962622282858"
"Part-time","1999","secondary school degree","Male","","","",""
"Part-time","1999","secondary school degree","Female","389","0.171260353840409","0.155478330311369","0.187042377369449"
"Part-time","1999","college entrance qualification","Male","49","0.0464914781762396","0.0347346085077505","0.0582483478447287"
"Part-time","1999","college entrance qualification","Female","146","0.156166583870511","0.13368967187453","0.178643495866493"
"Part-time","1999","Other degree","Male","","","",""
"Part-time","1999","Other degree","Female","59","0.148794667492836","0.115196135110257","0.182393199875416"
"Part-time","1999","no degree/no degree yet","Male","","","",""
"Part-time","1999","no degree/no degree yet","Female","34","0.0627598568240196","0.0398629999790679","0.0856567136689712"
"Non-working","1999","lower secondary degree","Male","1088","0.456286410652676","0.437453470818733","0.475119350486618"
"Non-working","1999","lower secondary degree","Female","1827","0.693838361642471","0.676893399816118","0.710783323468824"
"Non-working","1999","secondary school degree","Male","312","0.226655593511223","0.206611760364617","0.246699426657829"
"Non-working","1999","secondary school degree","Female","763","0.416925346882105","0.396270763426631","0.437579930337579"
"Non-working","1999","college entrance qualification","Male","272","0.238289366793027","0.214499605856514","0.262079127729539"
"Non-working","1999","college entrance qualification","Female","315","0.354431006555948","0.324813300686585","0.38404871242531"
"Non-working","1999","Other degree","Male","169","0.338368803586688","0.29706063242522","0.379676974748156"
"Non-working","1999","Other degree","Female","230","0.490993495223916","0.443797082380322","0.53818990806751"
"Non-working","1999","no degree/no degree yet","Male","228","0.627680909593548","0.577035372474609","0.678326446712487"
"Non-working","1999","no degree/no degree yet","Female","321","0.741581851684693","0.700253269413672","0.782910433955713"
"Other","1999","lower secondary degree","Male","115","0.0315797242403567","0.0249674575529771","0.0381919909277363"
"Other","1999","lower secondary degree","Female","171","0.050342956510906","0.0423042011993797","0.0583817118224323"
"Other","1999","secondary school degree","Male","117","0.0617010840237583","0.0501817309911781","0.0732204370563384"
"Other","1999","secondary school degree","Female","190","0.0809424031841672","0.0695166556888893","0.0923681506794451"
"Other","1999","college entrance qualification","Male","72","0.0645217236224015","0.0508030358881018","0.0782404113567013"
"Other","1999","college entrance qualification","Female","98","0.103810255768419","0.0849245010200712","0.122696010516766"
"Other","1999","Other degree","Male","","","",""
"Other","1999","Other degree","Female","","","",""
"Other","1999","no degree/no degree yet","Male","","","",""
"Other","1999","no degree/no degree yet","Female","","","",""
"Full-time","2000","lower secondary degree","Male","2496","0.500735966518851","0.486619072258395","0.514852860779308"
"Full-time","2000","lower secondary degree","Female","759","0.14150719209567","0.132006387045461","0.15100799714588"
"Full-time","2000","secondary school degree","Male","2136","0.691680558515595","0.675224014289467","0.708137102741724"
"Full-time","2000","secondary school degree","Female","1426","0.338483673727067","0.323773470556642","0.353193876897491"
"Full-time","2000","college entrance qualification","Male","1694","0.640087149335878","0.621591562836269","0.658582735835487"
"Full-time","2000","college entrance qualification","Female","819","0.357564209019676","0.337370720711366","0.377757697327985"
"Full-time","2000","Other degree","Male","462","0.594491683038082","0.559968537729245","0.629014828346919"
"Full-time","2000","Other degree","Female","169","0.232693618974681","0.202789772733321","0.262597465216042"
"Full-time","2000","no degree/no degree yet","Male","82","0.228658226038215","0.188730877850347","0.268585574226083"
"Full-time","2000","no degree/no degree yet","Female","","","",""
"Part-time","2000","lower secondary degree","Male","62","0.0158103170272532","0.0122883983704993","0.019332235684007"
"Part-time","2000","lower secondary degree","Female","720","0.128308638745342","0.119192474542406","0.137424802948279"
"Part-time","2000","secondary school degree","Male","34","0.0147715231655089","0.0104725323277659","0.0190705140032519"
"Part-time","2000","secondary school degree","Female","770","0.18166857559865","0.169682305927454","0.193654845269847"
"Part-time","2000","college entrance qualification","Male","99","0.0463947322952554","0.0382894427466601","0.0545000218438506"
"Part-time","2000","college entrance qualification","Female","390","0.178545567884229","0.162409944880287","0.194681190888172"
"Part-time","2000","Other degree","Male","","","",""
"Part-time","2000","Other degree","Female","128","0.177456027272517","0.150417978408484","0.204494076136551"
"Part-time","2000","no degree/no degree yet","Male","","","",""
"Part-time","2000","no degree/no degree yet","Female","","","",""
"Non-working","2000","lower secondary degree","Male","2060","0.443937512627326","0.429909622711763","0.457965402542888"
