"erwst","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Part-time","1995","1-pers.-HH","44","0.0314830867348861","0.0225260589653339","0.0404401145044383","2"
"Part-time","1995","Couple + C. GT 16 ","179","0.0774870493905627","0.0670191785488642","0.0879549202322611","2"
"Part-time","1995","Couple + C. LE 16 ","359","0.127389016371948","0.115760659334409","0.139017373409486","2"
"Part-time","1995","Couple + C. LE and GT 16","94","0.0898121435379124","0.0739622578676204","0.105662029208204","2"
"Part-time","1995","Single parent ","55","0.0993987592848736","0.0757714379856935","0.123026080584054","2"
"Full-time","1996","(Married) couple without C. ","1499","0.364219470045239","0.348434303294697","0.380004636795781","1"
"Full-time","1996","1-pers.-HH","586","0.341138694625103","0.317066402246272","0.365210987003935","1"
"Full-time","1996","Couple + C. GT 16 ","1045","0.41391494676306","0.394114755849333","0.433715137676788","1"
"Full-time","1996","Couple + C. LE 16 ","1659","0.541439787387596","0.523636087477444","0.559243487297748","1"
"Full-time","1996","Couple + C. LE and GT 16","550","0.415004105171292","0.387733050855198","0.442275159487385","1"
"Full-time","1996","Single parent ","252","0.366871060544596","0.329934025884581","0.403808095204611","1"
"Non-working","1996","1-pers.-HH","809","0.595276388428671","0.570353776444896","0.620199000412447","5"
"Non-working","1996","(Married) couple without C. ","1787","0.55922735531112","0.542941315078333","0.575513395543907","5"
"Non-working","1996","Couple + C. LE 16 ","883","0.286874638208583","0.270713720613871","0.303035555803296","5"
"Non-working","1996","Couple + C. GT 16 ","933","0.409192134792613","0.389426067343564","0.428958202241661","5"
"Non-working","1996","Couple + C. LE and GT 16","408","0.333112248948527","0.307025437789476","0.359199060107578","5"
"Non-working","1996","Single parent ","270","0.409666602991512","0.371976860185185","0.447356345797839","5"
"Other","1996","1-pers.-HH","44","0.0255739874205849","0.0175585243978235","0.0335894504433464","6"
"Other","1996","(Married) couple without C. ","91","0.0232824077201078","0.0183357434799531","0.0282290719602625","6"
"Other","1996","Couple + C. LE 16 ","102","0.0382191799020827","0.0313687829921499","0.0450695768120154","6"
"Other","1996","Couple + C. GT 16 ","207","0.0831978125348038","0.0720951465527524","0.0943004785168553","6"
"Other","1996","Couple + C. LE and GT 16","171","0.135660584716446","0.116708005346211","0.154613164086682","6"
"Other","1996","Single parent ","64","0.103888528920175","0.0805042472519581","0.127272810588392","6"
"Part-time","1996","(Married) couple without C. ","193","0.0532707669235331","0.0459040946194784","0.0606374392275878","2"
"Part-time","1996","1-pers.-HH","51","0.0380109295256402","0.0283014875484149","0.0477203715028656","2"
"Part-time","1996","Couple + C. GT 16 ","192","0.0936951059095233","0.081980461349451","0.105409750469596","2"
"Part-time","1996","Couple + C. LE 16 ","365","0.133466394501738","0.121315292504572","0.145617496498904","2"
"Part-time","1996","Couple + C. LE and GT 16","125","0.116223061163735","0.0984845645155881","0.133961557811881","2"
"Part-time","1996","Single parent ","68","0.119573807543717","0.0947067887123144","0.144440826375119","2"
"Full-time","1997","(Married) couple without C. ","1485","0.357725010379635","0.342104004548626","0.373346016210645","1"
"Full-time","1997","1-pers.-HH","562","0.328703742872592","0.304633228804845","0.352774256940339","1"
"Full-time","1997","Couple + C. LE 16 ","1551","0.538528634761466","0.520220045667789","0.556837223855143","1"
"Full-time","1997","Couple + C. GT 16 ","1055","0.410810614718943","0.391045110494262","0.430576118943625","1"
"Full-time","1997","Single parent ","245","0.356881371715112","0.319706863143152","0.394055880287071","1"
"Full-time","1997","Couple + C. LE and GT 16","538","0.423848050137504","0.396038670339794","0.451657429935214","1"
"Non-working","1997","(Married) couple without C. ","1859","0.569641653024885","0.553505878335641","0.585777427714129","5"
"Non-working","1997","1-pers.-HH","816","0.617173908293991","0.59226638922139","0.642081427366591","5"
"Non-working","1997","Couple + C. LE 16 ","845","0.287747839975238","0.271121332874911","0.304374347075565","5"
"Non-working","1997","Couple + C. GT 16 ","928","0.41147240238506","0.391702096668649","0.431242708101471","5"
"Non-working","1997","Couple + C. LE and GT 16","415","0.349567094026158","0.322733168201886","0.37640101985043","5"
"Non-working","1997","Single parent ","263","0.409941480605342","0.371778153750725","0.44810480745996","5"
"Other","1997","(Married) couple without C. ","77","0.0160013984388143","0.0119120883220369","0.0200907085555917","6"
"Other","1997","1-pers.-HH","36","0.0191498994420704","0.0121270962587238","0.026172702625417","6"
"Other","1997","Couple + C. GT 16 ","232","0.0964269274948397","0.0845681364460332","0.108285718543646","6"
"Other","1997","Couple + C. LE 16 ","108","0.0379892441194103","0.0309682535675667","0.045010234671254","6"
"Other","1997","Couple + C. LE and GT 16","142","0.121689464040703","0.103291565226034","0.140087362855371","6"
"Other","1997","Single parent ","56","0.0890655990108484","0.0669633585315992","0.111167839490098","6"
"Part-time","1997","(Married) couple without C. ","196","0.0566319381566653","0.0490993342070796","0.064164542106251","2"
"Part-time","1997","1-pers.-HH","49","0.034972449391347","0.0255587828728426","0.0443861159098514","2"
"Part-time","1997","Couple + C. GT 16 ","165","0.0812900554011569","0.0703109354239032","0.0922691753784106","2"
"Part-time","1997","Couple + C. LE 16 ","344","0.135734281143886","0.123155269600398","0.148313292687373","2"
"Part-time","1997","Couple + C. LE and GT 16","118","0.104895391795636","0.0876515991532886","0.122139184437983","2"
"Part-time","1997","Single parent ","74","0.144111548668698","0.116859715129915","0.17136338220748","2"
"Full-time","1998","(Married) couple without C. ","1676","0.351562179174077","0.337101789471003","0.366022568877151","1"
"Full-time","1998","1-pers.-HH","669","0.326788353158893","0.304906463111454","0.348670243206331","1"
"Full-time","1998","Couple + C. LE 16 ","1684","0.537819248629673","0.520305358188519","0.555333139070828","1"
"Full-time","1998","Couple + C. GT 16 ","1148","0.421913869167109","0.402820186285321","0.441007552048897","1"
"Full-time","1998","Single parent ","262","0.348209077662109","0.31326503206749","0.383153123256728","1"
"Full-time","1998","Couple + C. LE and GT 16","514","0.391528719855103","0.364546212348259","0.418511227361946","1"
"Non-working","1998","1-pers.-HH","986","0.614066985877553","0.591355812311901","0.636778159443205","5"
"Non-working","1998","(Married) couple without C. ","2166","0.565158199310031","0.550144233808513","0.580172164811549","5"
"Non-working","1998","Couple + C. LE 16 ","945","0.294519488349351","0.278507028272406","0.310531948426296","5"
"Non-working","1998","Couple + C. GT 16 ","978","0.401594405075885","0.382641613839948","0.420547196311822","5"
"Non-working","1998","Couple + C. LE and GT 16","453","0.373583024556953","0.346840292179041","0.400325756934865","5"
"Non-working","1998","Single parent ","304","0.413340089402227","0.377220237951972","0.449459940852483","5"
"Other","1998","1-pers.-HH","50","0.0212958719009716","0.0145606926417925","0.0280310511601506","6"
"Other","1998","(Married) couple without C. ","97","0.0217226195206434","0.0173076078266291","0.0261376312146577","6"
"Other","1998","Couple + C. LE 16 ","120","0.0356338135156769","0.0291218693338987","0.042145757697455","6"
"Other","1998","Couple + C. GT 16 ","264","0.101127169042266","0.0894707653143985","0.112783572770133","6"
"Other","1998","Couple + C. LE and GT 16","164","0.117520272815687","0.0997174357830683","0.135323109848306","6"
"Other","1998","Single parent ","67","0.0930918194014175","0.0717792208783968","0.114404417924438","6"
"Part-time","1998","(Married) couple without C. ","249","0.061557001995248","0.054277738608937","0.068836265381559","2"
"Part-time","1998","1-pers.-HH","60","0.0378487890625826","0.0289460550905899","0.0467515230345754","2"
"Part-time","1998","Couple + C. GT 16 ","180","0.0753645567147398","0.0651586787197681","0.0855704347097115","2"
"Part-time","1998","Couple + C. LE 16 ","364","0.132027449505299","0.120135757759567","0.143919141251031","2"
"Part-time","1998","Couple + C. LE and GT 16","126","0.117367982772258","0.0995751494269141","0.135160816117601","2"
"Part-time","1998","Single parent ","81","0.145359013534246","0.119505961102169","0.171212065966322","2"
"Full-time","1999","(Married) couple without C. ","1698","0.362238261212878","0.347609502923479","0.376867019502277","1"
"Full-time","1999","1-pers.-HH","674","0.343208317434369","0.320632466655147","0.365784168213591","1"
"Full-time","1999","Couple + C. LE 16 ","1658","0.552142225382452","0.534447825316101","0.569836625448803","1"
"Full-time","1999","Couple + C. GT 16 ","1108","0.41475642829935","0.395478398406745","0.434034458191955","1"
"Full-time","1999","Single parent ","262","0.345524840421095","0.31076563283303","0.380284048009161","1"
"Full-time","1999","Couple + C. LE and GT 16","486","0.388477145774914","0.360476974739928","0.4164773168099","1"
"Non-working","1999","(Married) couple without C. ","2074","0.549371082699691","0.534227679008665","0.564514486390717","5"
"Non-working","1999","1-pers.-HH","904","0.594702098318539","0.571357397381788","0.618046799255289","5"
"Non-working","1999","Couple + C. LE 16 ","822","0.256036994141521","0.240507141566016","0.271566846717027","5"
"Non-working","1999","Couple + C. GT 16 ","942","0.385018910102486","0.365978790530762","0.404059029674209","5"
"Non-working","1999","Couple + C. LE and GT 16","386","0.354784529288523","0.327298859548709","0.382270199028338","5"
"Non-working","1999","Single parent ","282","0.386241035550617","0.350652364047948","0.421829707053285","5"
"Other","1999","(Married) couple without C. ","123","0.02773379402623","0.0227360004829182","0.0327315875695418","6"
"Other","1999","1-pers.-HH","70","0.0350422495115634","0.0262984228458401","0.0437860761772867","6"
"Other","1999","Couple + C. GT 16 ","264","0.112346930952042","0.0999903022673842","0.1247035596367","6"
"Other","1999","Couple + C. LE 16 ","157","0.0572017704406327","0.0489384533700034","0.065465087511262","6"
"Other","1999","Couple + C. LE and GT 16","170","0.145828438340323","0.125553232712572","0.166103643968075","6"
"Other","1999","Single parent ","96","0.13735144537438","0.112191064431568","0.162511826317193","6"
"Part-time","1999","(Married) couple without C. ","252","0.060656862061201","0.0533919029124392","0.0679218212099628","2"
"Part-time","1999","1-pers.-HH","51","0.0270473347355289","0.0193336924385194","0.0347609770325384","2"
"Part-time","1999","Couple + C. GT 16 ","195","0.0878777306461225","0.0767996708119723","0.0989557904802727","2"
"Part-time","1999","Couple + C. LE 16 ","397","0.134619010035394","0.122474019675884","0.146764000394903","2"
"Part-time","1999","Couple + C. LE and GT 16","122","0.110909886596239","0.0928701736776932","0.128949599514785","2"
"Part-time","1999","Single parent ","79","0.130882678653908","0.106230010152307","0.155535347155508","2"
"Full-time","2000","(Married) couple without C. ","2741","0.339774312132602","0.329120342093518","0.350428282171686","1"
"Full-time","2000","1-pers.-HH","1297","0.372154278364297","0.355836662978155","0.388471893750438","1"
"Full-time","2000","Couple + C. GT 16 ","1724","0.425879422989373","0.410494081361336","0.441264764617409","1"
"Full-time","2000","Couple + C. LE 16 ","2795","0.542869307284443","0.529406889814441","0.556331724754445","1"
"Full-time","2000","Single parent ","453","0.375736601667797","0.34840279459392","0.403070408741674","1"
"Full-time","2000","Couple + C. LE and GT 16","775","0.377749291382538","0.356219583176332","0.399278999588744","1"
"Non-working","2000","(Married) couple without C. ","4138","0.564601238824834","0.553448423802031","0.575754053847637","5"
"Non-working","2000","1-pers.-HH","1782","0.544239811739501","0.527427320867985","0.561052302611017","5"
"Non-working","2000","Couple + C. LE 16 ","1446","0.259378437271315","0.247533839159286","0.271223035383344","5"
"Non-working","2000","Couple + C. GT 16 ","1426","0.359664899977727","0.344733004480158","0.374596795475297","5"
"Non-working","2000","Couple + C. LE and GT 16","661","0.349819831782106","0.328641454181105","0.370998209383106","5"
"Non-working","2000","Single parent ","478","0.378206921098554","0.35083772035575","0.405576121841357","5"
"Other","2000","(Married) couple without C. ","200","0.0263787751150131","0.0227738825971302","0.029983667632896","6"
"Other","2000","1-pers.-HH","147","0.0410900784787765","0.0343892869565128","0.0477908700010401","6"
"Other","2000","Couple + C. LE 16 ","260","0.0499075365144912","0.0440228785935005","0.0557921944354819","6"
"Other","2000","Couple + C. GT 16 ","442","0.114928993747476","0.105005465312604","0.124852522182348","6"
"Other","2000","Couple + C. LE and GT 16","280","0.152544523745523","0.13657800002074","0.168511047470306","6"
"Other","2000","Single parent ","122","0.107437308300213","0.0899601282017688","0.124914488398658","6"
"Part-time","2000","1-pers.-HH","145","0.0425158314174262","0.0357048475144102","0.0493268153204422","2"
"Part-time","2000","(Married) couple without C. ","513","0.0692456739275513","0.063535046245593","0.0749563016095096","2"
"Part-time","2000","Couple + C. GT 16 ","376","0.0995266832854236","0.0902120138053565","0.108841352765491","2"
"Part-time","2000","Couple + C. LE 16 ","759","0.147844718929751","0.138252535020344","0.157436902839159","2"
"Part-time","2000","Couple + C. LE and GT 16","232","0.119886353089833","0.10546161730659","0.134311088873076","2"
"Part-time","2000","Single parent ","153","0.138619168933436","0.11911696543006","0.158121372436812","2"
"Full-time","2001","(Married) couple without C. ","2429","0.32941564715305","0.318340318256042","0.340490976050058","1"
"Full-time","2001","1-pers.-HH","1176","0.372535742265413","0.35529518903334","0.389776295497486","1"
"Full-time","2001","Couple + C. GT 16 ","1559","0.419784494314402","0.403771630092593","0.435797358536211","1"
"Full-time","2001","Couple + C. LE 16 ","2544","0.541980125797255","0.527840993966717","0.556119257627793","1"
"Full-time","2001","Single parent ","408","0.356917479404858","0.328983929529815","0.384851029279901","1"
"Full-time","2001","Couple + C. LE and GT 16","702","0.395585596722354","0.372689118994983","0.418482074449725","1"
"Non-working","2001","(Married) couple without C. ","3823","0.572077078364776","0.560417902296851","0.5837362544327","5"
"Non-working","2001","1-pers.-HH","1586","0.542187640940021","0.524421574105015","0.559953707775026","5"
"Non-working","2001","Couple + C. LE 16 ","1263","0.255123962746296","0.242752913688541","0.267495011804051","5"
"Non-working","2001","Couple + C. GT 16 ","1319","0.355670114262223","0.340137699309137","0.371202529215309","5"
"Non-working","2001","Couple + C. LE and GT 16","558","0.327020192642451","0.305053263868394","0.348987121416508","5"
"Non-working","2001","Single parent ","452","0.381184662943423","0.352867019250349","0.409502306636497","5"
"Other","2001","(Married) couple without C. ","220","0.0319096021867056","0.0277679229249567","0.0360512814484545","6"
"Other","2001","1-pers.-HH","134","0.0424209294444881","0.0352338881385229","0.0496079707504532","6"
"Other","2001","Couple + C. GT 16 ","426","0.120974929322122","0.110394349236977","0.131555509407267","6"
"Other","2001","Couple + C. LE 16 ","241","0.0507369916227334","0.0445090499505502","0.0569649332949166","6"
"Other","2001","Couple + C. LE and GT 16","279","0.162481853363674","0.145208343787328","0.179755362940021","6"
"Other","2001","Single parent ","121","0.115408848093252","0.0967794116222118","0.134038284564291","6"
"Part-time","2001","1-pers.-HH","125","0.042855687350078","0.035633551182408","0.0500778235177479","2"
"Part-time","2001","(Married) couple without C. ","446","0.0665976722954686","0.0607224841754239","0.0724728604155133","2"
"Part-time","2001","Couple + C. GT 16 ","345","0.103570462101253","0.0936840844643139","0.113456839738193","2"
"Part-time","2001","Couple + C. LE 16 ","722","0.152158919833715","0.141966088505701","0.16235175116173","2"
"Part-time","2001","Couple + C. LE and GT 16","213","0.114912357271521","0.0999789968995787","0.129845717643463","2"
"Part-time","2001","Single parent ","149","0.146489009558467","0.125872461558362","0.167105557558573","2"
"Full-time","2002","(Married) couple without C. ","2736","0.315165176194113","0.304641773133147","0.325688579255079","1"
"Full-time","2002","1-pers.-HH","1167","0.367723970708525","0.350540941407955","0.384907000009095","1"
"Full-time","2002","Couple + C. GT 16 ","1699","0.385687987544518","0.370627949416133","0.400748025672902","1"
"Full-time","2002","Couple + C. LE 16 ","2549","0.536454138499101","0.52229375978127","0.550614517216932","1"
"Full-time","2002","Single parent ","410","0.345541060941045","0.317899733742962","0.373182388139127","1"
"Full-time","2002","Couple + C. LE and GT 16","773","0.383872656363928","0.362320412306259","0.405424900421598","1"
"Non-working","2002","(Married) couple without C. ","3998","0.587054746071802","0.575902053889359","0.598207438254245","5"
"Non-working","2002","1-pers.-HH","1607","0.55315610660122","0.535439229575127","0.570872983627314","5"
"Non-working","2002","Couple + C. GT 16 ","1451","0.383413102297958","0.36836976712166","0.398456437474256","5"
"Non-working","2002","Couple + C. LE 16 ","1184","0.257432909738248","0.245017470285515","0.269848349190981","5"
"Non-working","2002","Couple + C. LE and GT 16","655","0.328383143770219","0.307571092472298","0.349195195068141","5"
"Non-working","2002","Single parent ","434","0.376813662752863","0.348646692119554","0.404980633386173","5"
"Other","2002","(Married) couple without C. ","218","0.0276650471311866","0.0239499700368708","0.0313801242255024","6"
"Other","2002","1-pers.-HH","134","0.0413562270207426","0.0342607028360682","0.0484517512054169","6"
"Other","2002","Couple + C. LE 16 ","255","0.0581706571230962","0.0515240454194229","0.0648172688267695","6"
"Other","2002","Couple + C. GT 16 ","472","0.129058978026839","0.1186860349332","0.139431921120478","6"
"Other","2002","Couple + C. LE and GT 16","274","0.161785117547973","0.145465475307451","0.178104759788495","6"
"Other","2002","Single parent ","137","0.128947807274434","0.10946744951085","0.148428165038019","6"
"Part-time","2002","1-pers.-HH","117","0.0377636956695115","0.0309706659399331","0.0445567253990899","2"
"Part-time","2002","(Married) couple without C. ","535","0.0701150306028981","0.0643312161475855","0.0758988450582107","2"
"Part-time","2002","Couple + C. GT 16 ","391","0.101839932130686","0.0924826562712329","0.111197207990139","2"
"Part-time","2002","Couple + C. LE 16 ","776","0.147942294639555","0.137860382834676","0.158024206444433","2"
"Part-time","2002","Couple + C. LE and GT 16","254","0.12595908231788","0.111254784443524","0.140663380192235","2"
"Part-time","2002","Single parent ","156","0.148697469031657","0.128016941671677","0.169377996391638","2"
"Full-time","2003","(Married) couple without C. ","2555","0.305206706287847","0.294666912995485","0.315746499580208","1"
"Full-time","2003","1-pers.-HH","1118","0.359985971267951","0.342798391705238","0.377173550830665","1"
"Full-time","2003","Couple + C. GT 16 ","1645","0.389683846303756","0.374492754993126","0.404874937614386","1"
"Full-time","2003","Couple + C. LE 16 ","2274","0.520275043640792","0.50550165433071","0.535048432950874","1"
"Full-time","2003","Single parent ","369","0.335079764774752","0.307460600165574","0.36269892938393","1"
"Full-time","2003","Couple + C. LE and GT 16","704","0.376118080070784","0.354026440523","0.398209719618569","1"
"Non-working","2003","(Married) couple without C. ","4008","0.593162278121486","0.581918698035229","0.604405858207743","5"
"Non-working","2003","1-pers.-HH","1617","0.555713740973894","0.537921354843899","0.573506127103888","5"
"Non-working","2003","Couple + C. LE 16 ","1104","0.258219651530873","0.24527769917874","0.271161603883007","5"
"Non-working","2003","Couple + C. GT 16 ","1477","0.391905618002124","0.376699036978698","0.40711219902555","5"
"Non-working","2003","Couple + C. LE and GT 16","628","0.342745852926066","0.321100363245989","0.364391342606144","5"
"Non-working","2003","Single parent ","471","0.425746826477302","0.396814785319909","0.454678867634695","5"
"Other","2003","(Married) couple without C. ","238","0.0323928931087532","0.0283407792284735","0.0364450069890329","6"
"Other","2003","1-pers.-HH","133","0.0398790184711169","0.032872336637945","0.0468857003042888","6"
"Other","2003","Couple + C. LE 16 ","246","0.0586615116784274","0.0517125963076232","0.0656104270492316","6"
"Other","2003","Couple + C. GT 16 ","454","0.118676193039477","0.108602124664448","0.128750261414505","6"
"Other","2003","Couple + C. LE and GT 16","253","0.156386288807305","0.139821504130737","0.172951073483873","6"
"Other","2003","Single parent ","130","0.11075807684735","0.0923948360016631","0.129121317693037","6"
"Part-time","2003","1-pers.-HH","128","0.0444212692870381","0.0370438255558044","0.0517987130182719","2"
"Part-time","2003","(Married) couple without C. ","532","0.0692381224819141","0.0634278140974887","0.0750484308663394","2"
"Part-time","2003","Couple + C. GT 16 ","383","0.099734342654643","0.0904004447414673","0.109068240567819","2"
"Part-time","2003","Couple + C. LE 16 ","769","0.162843793149907","0.151925459915411","0.173762126384404","2"
"Part-time","2003","Couple + C. LE and GT 16","262","0.124749778195844","0.10968021552018","0.139819340871509","2"
"Part-time","2003","Single parent ","152","0.128415331900596","0.108839740436106","0.147990923365086","2"
"Full-time","2004","(Married) couple without C. ","2553","0.306263198654873","0.29568504221889","0.316841355090857","1"
"Full-time","2004","1-pers.-HH","1064","0.345420148699838","0.328229057355489","0.362611240044188","1"
"Full-time","2004","Couple + C. GT 16 ","1622","0.383159898621145","0.367952698253954","0.398367098988335","1"
"Full-time","2004","Couple + C. LE 16 ","2105","0.527978124524461","0.512639257811928","0.543316991236995","1"
"Full-time","2004","Couple + C. LE and GT 16","659","0.36060009352694","0.338392877026309","0.382807310027572","1"
"Full-time","2004","Single parent ","340","0.313169536828413","0.2857372855273","0.340601788129526","1"
"Non-working","2004","(Married) couple without C. ","3962","0.590798088028621","0.57951433481282","0.602081841244421","5"
"Non-working","2004","1-pers.-HH","1603","0.564850595369684","0.546926621989892","0.582774568749476","5"
"Non-working","2004","Couple + C. GT 16 ","1446","0.397239483555112","0.381933136867475","0.412545830242749","5"
"Non-working","2004","Couple + C. LE 16 ","1001","0.253365310323597","0.240001450716805","0.266729169930389","5"
"Non-working","2004","Couple + C. LE and GT 16","676","0.377557072178222","0.355137052053019","0.399977092303425","5"
"Non-working","2004","Single parent ","458","0.407995497040536","0.378926027223805","0.437064966857267","5"
"Other","2004","(Married) couple without C. ","258","0.0343256915202753","0.0301474821589409","0.0385039008816098","6"
"Other","2004","1-pers.-HH","145","0.0467677272141755","0.0391342783760293","0.0544011760523217","6"
"Other","2004","Couple + C. LE 16 ","273","0.0671416023868669","0.0594519278340761","0.0748312769396577","6"
"Other","2004","Couple + C. GT 16 ","449","0.113384129034285","0.103466295190721","0.123301962877849","6"
"Other","2004","Couple + C. LE and GT 16","227","0.149131078388144","0.132656650768847","0.165605506007442","6"
"Other","2004","Single parent ","139","0.129867654786997","0.109984281024131","0.149751028549863","6"
"Part-time","2004","1-pers.-HH","127","0.0429615287163018","0.0356307035970138","0.0502923538355899","2"
"Part-time","2004","(Married) couple without C. ","521","0.0686130217962307","0.0628116117098371","0.0744144318826243","2"
"Part-time","2004","Couple + C. LE 16 ","690","0.151514962765075","0.140498197351386","0.162531728178764","2"
"Part-time","2004","Couple + C. GT 16 ","409","0.106216488789458","0.0965785296005274","0.115854447978388","2"
"Part-time","2004","Couple + C. LE and GT 16","234","0.112711755906693","0.098086216363182","0.127337295450204","2"
"Part-time","2004","Single parent ","161","0.148967311344054","0.127906963903754","0.170027658784354","2"
"Full-time","2005","(Married) couple without C. ","2422","0.314535494506006","0.303707449253338","0.325363539758675","1"
"Full-time","2005","1-pers.-HH","1080","0.359182483934037","0.341948589214259","0.376416378653815","1"
"Full-time","2005","Couple + C. GT 16 ","1483","0.376287677993557","0.36059702269887","0.391978333288243","1"
"Full-time","2005","Couple + C. LE 16 ","1890","0.511936089059359","0.495888321855801","0.527983856262916","1"
"Full-time","2005","Couple + C. LE and GT 16","627","0.355325802545675","0.332627798201596","0.378023806889755","1"
"Full-time","2005","Single parent ","317","0.281896848579544","0.255440519237556","0.308353177921532","1"
"Non-working","2005","(Married) couple without C. ","3872","0.576484572390601","0.564961953230257","0.588007191550944","5"
"Non-working","2005","1-pers.-HH","1604","0.546434676081755","0.528551373632866","0.564317978530645","5"
"Non-working","2005","Couple + C. LE 16 ","932","0.25748903205643","0.243451227274295","0.271526836838566","5"
"Non-working","2005","Couple + C. GT 16 ","1366","0.392994263784368","0.377175285702149","0.408813241866587","5"
"Non-working","2005","Single parent ","506","0.453446365239428","0.424173150576043","0.482719579902812","5"
"Non-working","2005","Couple + C. LE and GT 16","636","0.371227946674284","0.348315519122081","0.394140374226487","5"
"Other","2005","(Married) couple without C. ","247","0.0351512202336512","0.0308566216698932","0.0394458187974093","6"
"Other","2005","1-pers.-HH","168","0.0520867951310594","0.044104886014859","0.0600687042472598","6"
"Other","2005","Couple + C. LE 16 ","277","0.0782850788160123","0.0696611294040574","0.0869090282279672","6"
"Other","2005","Couple + C. GT 16 ","411","0.121005382653526","0.110442453340016","0.131568311967036","6"
"Other","2005","Single parent ","127","0.110458332373858","0.092026290402773","0.128890374344944","6"
"Other","2005","Couple + C. LE and GT 16","225","0.153064191287013","0.135988975288149","0.170139407285878","6"
"Part-time","2005","1-pers.-HH","125","0.0422960448531483","0.0350662796505633","0.0495258100557334","2"
"Part-time","2005","(Married) couple without C. ","523","0.0738287128697415","0.0677308023013734","0.0799266234381096","2"
"Part-time","2005","Couple + C. LE 16 ","628","0.152289800068199","0.140754536894206","0.163825063242192","2"
"Part-time","2005","Couple + C. GT 16 ","402","0.109712675568549","0.0995903006422078","0.119835050494891","2"
"Part-time","2005","Couple + C. LE and GT 16","220","0.120382059493027","0.104949708881374","0.13581441010468","2"
"Part-time","2005","Single parent ","161","0.15419845380717","0.132962816051979","0.175434091562361","2"
"Full-time","2006","(Married) couple without C. ","2571","0.309908323373169","0.299705401347876","0.320111245398463","1"
"Full-time","2006","1-pers.-HH","1197","0.35624165568508","0.340041984243443","0.372441327126718","1"
"Full-time","2006","Couple + C. GT 16 ","1543","0.398027999757929","0.382460618259323","0.413595381256535","1"
"Full-time","2006","Couple + C. LE 16 ","1921","0.491526335592139","0.475900294410553","0.507152376773726","1"
"Full-time","2006","Couple + C. LE and GT 16","585","0.362561136849294","0.339187230358693","0.385935043339896","1"
"Full-time","2006","Single parent ","335","0.273909733838671","0.248823365886173","0.298996101791169","1"
"Non-working","2006","(Married) couple without C. ","4433","0.573230367183986","0.562318077110437","0.584142657257535","5"
"Non-working","2006","1-pers.-HH","1847","0.552803858264777","0.535984594664156","0.569623121865398","5"
"Non-working","2006","Couple + C. GT 16 ","1352","0.357186022810888","0.341946881560612","0.372425164061165","5"
"Non-working","2006","Couple + C. LE 16 ","1010","0.276455598982151","0.262476260357036","0.290434937607265","5"
"Non-working","2006","Couple + C. LE and GT 16","562","0.357276640394747","0.333977721928855","0.380575558860639","5"
"Non-working","2006","Single parent ","533","0.443581641322488","0.415635216614454","0.471528066030522","5"
"Other","2006","(Married) couple without C. ","306","0.0432787689075421","0.0387894060634413","0.0477681317516428","6"
"Other","2006","1-pers.-HH","176","0.0507852483942221","0.0433580769275765","0.0582124198608677","6"
"Other","2006","Couple + C. LE 16 ","285","0.0713724773280554","0.0633255978327709","0.0794193568233398","6"
"Other","2006","Couple + C. GT 16 ","484","0.14504907429836","0.13384957298545","0.15624857561127","6"
"Other","2006","Couple + C. LE and GT 16","259","0.16464448680987","0.146613035796404","0.182675937823336","6"
"Other","2006","Single parent ","151","0.130214158691789","0.111283138478126","0.149145178905453","6"
"Part-time","2006","1-pers.-HH","137","0.0401692376559207","0.0335269673119517","0.0468115079998897","2"
"Part-time","2006","(Married) couple without C. ","582","0.0735825405353023","0.0678222378136032","0.0793428432570015","2"
"Part-time","2006","Couple + C. LE 16 ","716","0.160645588097654","0.149168058361836","0.172123117833473","2"
"Part-time","2006","Couple + C. GT 16 ","419","0.0997369031328223","0.0902071143645237","0.109266691901121","2"
"Part-time","2006","Couple + C. LE and GT 16","219","0.115517735946089","0.0999763299115844","0.131059141980593","2"
"Part-time","2006","Single parent ","195","0.152294466147052","0.132082744051051","0.172506188243053","2"
"Full-time","2007","(Married) couple without C. ","2423","0.320212788012443","0.309574041067172","0.330851534957715","1"
"Full-time","2007","1-pers.-HH","1131","0.36573908381967","0.349004394080455","0.382473773558885","1"
"Full-time","2007","Couple + C. GT 16 ","1519","0.409425552136277","0.393544764816839","0.425306339455714","1"
"Full-time","2007","Couple + C. LE 16 ","1805","0.495610231576427","0.479261925941444","0.51195853721141","1"
"Full-time","2007","Couple + C. LE and GT 16","534","0.344694085744524","0.320480662523565","0.368907508965484","1"
"Full-time","2007","Single parent ","326","0.269694657713076","0.244111297564124","0.295278017862028","1"
"Non-working","2007","(Married) couple without C. ","4123","0.568301933298501","0.557007504647683","0.579596361949319","5"
"Non-working","2007","1-pers.-HH","1732","0.536756823471756","0.519431102898187","0.554082544045326","5"
"Non-working","2007","Couple + C. LE 16 ","791","0.236476490106504","0.222582573915701","0.250370406297306","5"
"Non-working","2007","Couple + C. GT 16 ","1312","0.345025905216224","0.329673191726787","0.360378618705661","5"
"Non-working","2007","Single parent ","496","0.44450181108086","0.415856914075268","0.473146708086452","5"
"Non-working","2007","Couple + C. LE and GT 16","498","0.347591128265304","0.323329971504028","0.371852285026579","5"
