"erwst","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Non-working","1992","Full Time","Single parent ","22","","",""
"Non-working","1992","Full Time","Couple + C. LE 16 ","113","0.0466905695417187","0.0372634918215128","0.0561176472619246"
"Non-working","1992","Full Time","Couple + C. GT 16 ","65","0.0391760293859663","0.0289286398856429","0.0494234188862896"
"Non-working","1992","Full Time","Couple + C. LE and GT 16","15","","",""
"Non-working","1992","Part Time","1-pers.-HH","51","0.337832440255761","0.256528603573674","0.419136276937848"
"Non-working","1992","Part Time","(Married) couple without C. ","167","0.341529013597335","0.297810941956557","0.385247085238112"
"Non-working","1992","Part Time","Single parent ","47","0.257291231208745","0.19038787028544","0.32419459213205"
"Non-working","1992","Part Time","Couple + C. LE 16 ","199","0.239802077663026","0.209991197947275","0.269612957378776"
"Non-working","1992","Part Time","Couple + C. GT 16 ","162","0.281814319537149","0.244586589183733","0.319042049890565"
"Non-working","1992","Part Time","Couple + C. LE and GT 16","59","0.216280987754745","0.165649510816159","0.26691246469333"
"Non-working","1992","Not Working","1-pers.-HH","678","0.99485247768507","0.989485667922361","1.00021928744778"
"Non-working","1992","Not Working","(Married) couple without C. ","1357","0.98990721819697","0.984620142723115","0.995194293670825"
"Non-working","1992","Not Working","Single parent ","174","0.959390262211559","0.930870104339022","0.987910420084096"
"Non-working","1992","Not Working","Couple + C. LE 16 ","544","0.931312675533683","0.910834779209118","0.951790571858248"
"Non-working","1992","Not Working","Couple + C. GT 16 ","763","0.962568655995276","0.949423510379468","0.975713801611085"
"Non-working","1992","Not Working","Couple + C. LE and GT 16","290","0.961319565521417","0.939642980585774","0.98299615045706"
"Other","1992","Full Time","1-pers.-HH","14","","",""
"Other","1992","Full Time","(Married) couple without C. ","23","","",""
"Other","1992","Full Time","Single parent ","23","","",""
"Other","1992","Full Time","Couple + C. LE 16 ","8","","",""
"Other","1992","Full Time","Couple + C. GT 16 ","138","0.0944976152450947","0.0790473355983782","0.109947894891811"
"Other","1992","Full Time","Couple + C. LE and GT 16","77","0.132655114329272","0.105626217919138","0.159684010739405"
"Other","1992","Part Time","1-pers.-HH","16","","",""
"Other","1992","Part Time","(Married) couple without C. ","35","0.0771841709030311","0.0525804657982729","0.101787876007789"
"Other","1992","Part Time","Single parent ","25","","",""
"Other","1992","Part Time","Couple + C. LE 16 ","52","0.0750500254804882","0.056654189585809","0.0934458613751673"
"Other","1992","Part Time","Couple + C. GT 16 ","111","0.224420551684459","0.189897345707111","0.258943757661806"
"Other","1992","Part Time","Couple + C. LE and GT 16","63","0.235979328125159","0.183761263967059","0.288197392283259"
"Other","1992","Not Working","1-pers.-HH","2","","",""
"Other","1992","Not Working","(Married) couple without C. ","7","","",""
"Other","1992","Not Working","Single parent ","4","","",""
"Other","1992","Not Working","Couple + C. LE 16 ","11","","",""
"Other","1992","Not Working","Couple + C. GT 16 ","18","","",""
"Other","1992","Not Working","Couple + C. LE and GT 16","9","","",""
"Full-time","1993","Full Time","1-pers.-HH","512","0.921278358932146","0.899013372360238","0.943543345504053"
"Full-time","1993","Full Time","(Married) couple without C. ","1306","0.920395499507569","0.906346532835256","0.934444466179882"
"Full-time","1993","Full Time","Single parent ","212","0.848219356408747","0.803830545146758","0.892608167670736"
"Full-time","1993","Full Time","Couple + C. LE 16 ","1694","0.958469180624368","0.949203219848245","0.967735141400492"
"Full-time","1993","Full Time","Couple + C. GT 16 ","1065","0.837485351038288","0.817195395412856","0.85777530666372"
"Full-time","1993","Full Time","Couple + C. LE and GT 16","496","0.805286262386715","0.773733030758748","0.836839494014681"
"Full-time","1993","Part Time","1-pers.-HH","50","0.352038427264941","0.273205401458382","0.430871453071499"
"Full-time","1993","Part Time","(Married) couple without C. ","126","0.283738183285549","0.241805621285882","0.325670745285216"
"Full-time","1993","Part Time","Single parent ","43","0.248903722451922","0.181696951510818","0.316110493393026"
"Full-time","1993","Part Time","Couple + C. LE 16 ","170","0.200463002323561","0.171637599520949","0.229288405126172"
"Full-time","1993","Part Time","Couple + C. GT 16 ","98","0.140549441919202","0.111737853722699","0.169361030115706"
"Full-time","1993","Part Time","Couple + C. LE and GT 16","60","0.205101705215305","0.156116125100749","0.254087285329862"
"Full-time","1993","Not Working","1-pers.-HH","10","","",""
"Full-time","1993","Not Working","(Married) couple without C. ","10","","",""
"Full-time","1993","Not Working","Single parent ","5","","",""
"Full-time","1993","Not Working","Couple + C. LE 16 ","20","","",""
"Full-time","1993","Not Working","Couple + C. GT 16 ","17","","",""
"Full-time","1993","Not Working","Couple + C. LE and GT 16","6","","",""
"Part-time","1993","Full Time","1-pers.-HH","5","","",""
"Part-time","1993","Full Time","(Married) couple without C. ","22","","",""
"Part-time","1993","Full Time","Single parent ","4","","",""
"Part-time","1993","Full Time","Couple + C. LE 16 ","27","","",""
"Part-time","1993","Full Time","Couple + C. GT 16 ","20","","",""
"Part-time","1993","Full Time","Couple + C. LE and GT 16","9","","",""
"Part-time","1993","Part Time","1-pers.-HH","27","","",""
"Part-time","1993","Part Time","(Married) couple without C. ","129","0.317634795493026","0.274330689393224","0.360938901592827"
"Part-time","1993","Part Time","Single parent ","49","0.336745980405121","0.263287712391185","0.410204248419057"
"Part-time","1993","Part Time","Couple + C. LE 16 ","306","0.475563859386695","0.439606340700548","0.511521378072842"
"Part-time","1993","Part Time","Couple + C. GT 16 ","150","0.323853967164532","0.28506242459527","0.362645509733795"
"Part-time","1993","Part Time","Couple + C. LE and GT 16","81","0.352118826699248","0.294173269895361","0.410064383503136"
"Part-time","1993","Not Working","1-pers.-HH","","","",""
"Part-time","1993","Not Working","(Married) couple without C. ","4","","",""
"Part-time","1993","Not Working","Single parent ","3","","",""
"Part-time","1993","Not Working","Couple + C. LE 16 ","20","","",""
"Part-time","1993","Not Working","Couple + C. GT 16 ","3","","",""
"Part-time","1993","Not Working","Couple + C. LE and GT 16","4","","",""
"Non-working","1993","Full Time","1-pers.-HH","29","","",""
"Non-working","1993","Full Time","(Married) couple without C. ","67","0.0407581966248105","0.0304955386168188","0.0510208546328022"
"Non-working","1993","Full Time","Single parent ","15","","",""
"Non-working","1993","Full Time","Couple + C. LE 16 ","50","0.0236115950834779","0.0165599555905028","0.030663234576453"
"Non-working","1993","Full Time","Couple + C. GT 16 ","61","0.0445377944819783","0.0331924590569565","0.055883129907"
"Non-working","1993","Full Time","Couple + C. LE and GT 16","19","","",""
"Non-working","1993","Part Time","1-pers.-HH","47","0.310748085906575","0.234358922069255","0.387137249743896"
"Non-working","1993","Part Time","(Married) couple without C. ","157","0.325065315295581","0.281496796474927","0.368633834116234"
"Non-working","1993","Part Time","Single parent ","43","0.223417947547555","0.158673544279647","0.288162350815463"
"Non-working","1993","Part Time","Couple + C. LE 16 ","218","0.250881224836694","0.219667297959774","0.282095151713613"
"Non-working","1993","Part Time","Couple + C. GT 16 ","187","0.299424177513116","0.261456573412478","0.337391781613754"
"Non-working","1993","Part Time","Couple + C. LE and GT 16","52","0.191693113892258","0.143938071737285","0.239448156047232"
"Non-working","1993","Not Working","1-pers.-HH","696","0.977265495363087","0.966339925444893","0.988191065281281"
"Non-working","1993","Not Working","(Married) couple without C. ","1444","0.992431670161895","0.987995262580525","0.996868077743266"
"Non-working","1993","Not Working","Single parent ","182","0.929374053361682","0.893688461130628","0.965059645592736"
"Non-working","1993","Not Working","Couple + C. LE 16 ","542","0.90587483558096","0.88251017709278","0.929239494069141"
"Non-working","1993","Not Working","Couple + C. GT 16 ","733","0.963423958546703","0.950139083295753","0.976708833797654"
"Non-working","1993","Not Working","Couple + C. LE and GT 16","297","0.905312987738842","0.873481935706078","0.937144039771606"
"Other","1993","Full Time","1-pers.-HH","16","","",""
"Other","1993","Full Time","(Married) couple without C. ","31","0.0222795223384747","0.0146191721841276","0.0299398724928218"
"Other","1993","Full Time","Single parent ","20","","",""
"Other","1993","Full Time","Couple + C. LE 16 ","10","","",""
"Other","1993","Full Time","Couple + C. GT 16 ","124","0.102653831908329","0.0859616226845324","0.119346041132126"
"Other","1993","Full Time","Couple + C. LE and GT 16","81","0.146789325575166","0.118589541603325","0.174989109547007"
"Other","1993","Part Time","1-pers.-HH","17","","",""
"Other","1993","Part Time","(Married) couple without C. ","32","0.0735617059258447","0.0492793538851201","0.0978440579665693"
"Other","1993","Part Time","Single parent ","24","","",""
"Other","1993","Part Time","Couple + C. LE 16 ","47","0.0730919134530507","0.0543509467865279","0.0918328801195735"
"Other","1993","Part Time","Couple + C. GT 16 ","124","0.23617241340315","0.200963352591771","0.271381474214528"
"Other","1993","Part Time","Couple + C. LE and GT 16","68","0.251086354193188","0.198477933477855","0.303694774908521"
"Other","1993","Not Working","1-pers.-HH","9","","",""
"Other","1993","Not Working","(Married) couple without C. ","8","","",""
"Other","1993","Not Working","Single parent ","8","","",""
"Other","1993","Not Working","Couple + C. LE 16 ","18","","",""
"Other","1993","Not Working","Couple + C. GT 16 ","14","","",""
"Other","1993","Not Working","Couple + C. LE and GT 16","18","","",""
"Full-time","1994","Full Time","1-pers.-HH","496","0.932408358642632","0.911254040382133","0.953562676903132"
"Full-time","1994","Full Time","(Married) couple without C. ","1320","0.928621744949441","0.915277854734962","0.94196563516392"
"Full-time","1994","Full Time","Single parent ","202","0.840385785768281","0.794711186510947","0.886060385025616"
"Full-time","1994","Full Time","Couple + C. LE 16 ","1562","0.941048005584202","0.929778437977236","0.952317573191168"
"Full-time","1994","Full Time","Couple + C. GT 16 ","1003","0.873156891408771","0.853989041819872","0.89232474099767"
"Full-time","1994","Full Time","Couple + C. LE and GT 16","466","0.809777610573743","0.777809092261919","0.841746128885566"
"Full-time","1994","Part Time","1-pers.-HH","45","0.267527760592094","0.194718950957311","0.340336570226878"
"Full-time","1994","Part Time","(Married) couple without C. ","148","0.290132519117214","0.24829501974855","0.331970018485878"
"Full-time","1994","Part Time","Single parent ","28","","",""
"Full-time","1994","Part Time","Couple + C. LE 16 ","151","0.17970557317571","0.151222553283649","0.208188593067771"
"Full-time","1994","Part Time","Couple + C. GT 16 ","113","0.173531869709257","0.140534789589415","0.2065289498291"
"Full-time","1994","Part Time","Couple + C. LE and GT 16","50","0.168460564062791","0.124144277687964","0.212776850437619"
"Full-time","1994","Not Working","1-pers.-HH","10","","",""
"Full-time","1994","Not Working","(Married) couple without C. ","11","","",""
"Full-time","1994","Not Working","Single parent ","2","","",""
"Full-time","1994","Not Working","Couple + C. LE 16 ","16","","",""
"Full-time","1994","Not Working","Couple + C. GT 16 ","18","","",""
"Full-time","1994","Not Working","Couple + C. LE and GT 16","5","","",""
"Part-time","1994","Full Time","1-pers.-HH","5","","",""
"Part-time","1994","Full Time","(Married) couple without C. ","25","","",""
"Part-time","1994","Full Time","Single parent ","7","","",""
"Part-time","1994","Full Time","Couple + C. LE 16 ","30","0.0179400087356089","0.0115891500820083","0.0242908673892096"
"Part-time","1994","Full Time","Couple + C. GT 16 ","12","","",""
"Part-time","1994","Full Time","Couple + C. LE and GT 16","9","","",""
"Part-time","1994","Part Time","1-pers.-HH","35","0.25660557269937","0.184768833403693","0.328442311995048"
"Part-time","1994","Part Time","(Married) couple without C. ","139","0.344397674147987","0.300592115689213","0.388203232606762"
"Part-time","1994","Part Time","Single parent ","36","0.283909551622467","0.206990296880762","0.360828806364173"
"Part-time","1994","Part Time","Couple + C. LE 16 ","276","0.443833455558957","0.40697536540737","0.480691545710545"
"Part-time","1994","Part Time","Couple + C. GT 16 ","149","0.332806378629918","0.291748680610082","0.373864076649755"
"Part-time","1994","Part Time","Couple + C. LE and GT 16","82","0.325644378048744","0.270157652904028","0.381131103193461"
"Part-time","1994","Not Working","1-pers.-HH","","","",""
"Part-time","1994","Not Working","(Married) couple without C. ","1","","",""
"Part-time","1994","Not Working","Single parent ","3","","",""
"Part-time","1994","Not Working","Couple + C. LE 16 ","17","","",""
"Part-time","1994","Not Working","Couple + C. GT 16 ","3","","",""
"Part-time","1994","Not Working","Couple + C. LE and GT 16","1","","",""
"Non-working","1994","Full Time","1-pers.-HH","24","","",""
"Non-working","1994","Full Time","(Married) couple without C. ","62","0.0412500857339815","0.0309427797416577","0.0515573917263053"
"Non-working","1994","Full Time","Single parent ","16","","",""
"Non-working","1994","Full Time","Couple + C. LE 16 ","74","0.0331610523446291","0.0245937649985502","0.041728339690708"
"Non-working","1994","Full Time","Couple + C. GT 16 ","42","0.0339999644226451","0.023561860562111","0.0444380682831792"
"Non-working","1994","Full Time","Couple + C. LE and GT 16","20","","",""
"Non-working","1994","Part Time","1-pers.-HH","49","0.378501456017156","0.298728120041358","0.458274791992954"
"Non-working","1994","Part Time","(Married) couple without C. ","129","0.279155895266831","0.237801378440641","0.320510412093022"
"Non-working","1994","Part Time","Single parent ","41","0.289415052125069","0.212052696623314","0.366777407626824"
"Non-working","1994","Part Time","Couple + C. LE 16 ","191","0.237847710133296","0.206261992658036","0.269433427608555"
"Non-working","1994","Part Time","Couple + C. GT 16 ","154","0.306092465743409","0.265936511192767","0.346248420294051"
"Non-working","1994","Part Time","Couple + C. LE and GT 16","65","0.236437916131622","0.186128005208944","0.2867478270543"
"Non-working","1994","Not Working","1-pers.-HH","718","0.982337818969534","0.972795692935081","0.991879945003987"
"Non-working","1994","Not Working","(Married) couple without C. ","1504","0.99296190850985","0.988763430453113","0.997160386566587"
"Non-working","1994","Not Working","Single parent ","188","0.927998766844828","0.892263771557313","0.963733762132342"
"Non-working","1994","Not Working","Couple + C. LE 16 ","605","0.940723335832627","0.922583621929277","0.958863049735977"
"Non-working","1994","Not Working","Couple + C. GT 16 ","765","0.962202456153662","0.949003915112347","0.975400997194977"
"Non-working","1994","Not Working","Couple + C. LE and GT 16","308","0.945692238691607","0.921204087119594","0.97018039026362"
"Other","1994","Full Time","1-pers.-HH","16","","",""
"Other","1994","Full Time","(Married) couple without C. ","23","","",""
"Other","1994","Full Time","Single parent ","22","","",""
"Other","1994","Full Time","Couple + C. LE 16 ","12","","",""
"Other","1994","Full Time","Couple + C. GT 16 ","101","0.083589444367878","0.0676484806980338","0.0995304080377223"
"Other","1994","Full Time","Couple + C. LE and GT 16","84","0.147803305944001","0.118895122248018","0.176711489639985"
"Other","1994","Part Time","1-pers.-HH","13","","",""
"Other","1994","Part Time","(Married) couple without C. ","36","0.0863139114679676","0.0604247622405882","0.112203060695347"
"Other","1994","Part Time","Single parent ","27","","",""
"Other","1994","Part Time","Couple + C. LE 16 ","80","0.138613261132037","0.112978937612454","0.164247584651619"
"Other","1994","Part Time","Couple + C. GT 16 ","90","0.187569285917416","0.153556135323324","0.221582436511507"
"Other","1994","Part Time","Couple + C. LE and GT 16","77","0.269457141756843","0.216923137044357","0.321991146469328"
"Other","1994","Not Working","1-pers.-HH","4","","",""
"Other","1994","Not Working","(Married) couple without C. ","7","","",""
"Other","1994","Not Working","Single parent ","8","","",""
"Other","1994","Not Working","Couple + C. LE 16 ","13","","",""
"Other","1994","Not Working","Couple + C. GT 16 ","16","","",""
"Other","1994","Not Working","Couple + C. LE and GT 16","15","","",""
"Full-time","1995","Full Time","1-pers.-HH","485","0.932673246151131","0.911176563910675","0.954169928391587"
"Full-time","1995","Full Time","(Married) couple without C. ","1343","0.917457110010712","0.903375064142019","0.931539155879404"
"Full-time","1995","Full Time","Single parent ","189","0.837440511242054","0.789653101002578","0.885227921481529"
"Full-time","1995","Full Time","Couple + C. LE 16 ","1571","0.951906358122907","0.941576117594065","0.962236598651749"
"Full-time","1995","Full Time","Couple + C. GT 16 ","949","0.827697995086391","0.80580495395931","0.849591036213472"
"Full-time","1995","Full Time","Couple + C. LE and GT 16","478","0.854279166791156","0.825540306591615","0.883018026990697"
"Full-time","1995","Part Time","1-pers.-HH","77","0.35802745770245","0.290390225020332","0.425664690384568"
"Full-time","1995","Part Time","(Married) couple without C. ","160","0.294878354050255","0.255108328289584","0.334648379810926"
"Full-time","1995","Part Time","Single parent ","51","0.293813324956548","0.223452543172192","0.364174106740904"
"Full-time","1995","Part Time","Couple + C. LE 16 ","191","0.226084631947918","0.196691859730841","0.255477404164995"
"Full-time","1995","Part Time","Couple + C. GT 16 ","151","0.251968424043136","0.215214922474816","0.288721925611456"
"Full-time","1995","Part Time","Couple + C. LE and GT 16","72","0.203685449703015","0.155735762952896","0.251635136453134"
"Full-time","1995","Not Working","1-pers.-HH","10","","",""
"Full-time","1995","Not Working","(Married) couple without C. ","27","","",""
"Full-time","1995","Not Working","Single parent ","5","","",""
"Full-time","1995","Not Working","Couple + C. LE 16 ","20","","",""
"Full-time","1995","Not Working","Couple + C. GT 16 ","13","","",""
"Full-time","1995","Not Working","Couple + C. LE and GT 16","7","","",""
"Part-time","1995","Full Time","1-pers.-HH","3","","",""
"Part-time","1995","Full Time","(Married) couple without C. ","31","0.0204620562012601","0.0132173912942523","0.0277067211082679"
"Part-time","1995","Full Time","Single parent ","6","","",""
"Part-time","1995","Full Time","Couple + C. LE 16 ","28","","",""
"Part-time","1995","Full Time","Couple + C. GT 16 ","24","","",""
"Part-time","1995","Full Time","Couple + C. LE and GT 16","8","","",""
"Part-time","1995","Part Time","1-pers.-HH","38","0.249174503256072","0.188151898285229","0.310197108226915"
"Part-time","1995","Part Time","(Married) couple without C. ","155","0.321425211574247","0.28069269610106","0.362157727047434"
"Part-time","1995","Part Time","Single parent ","46","0.331867582793998","0.259131678771084","0.404603486816911"
"Part-time","1995","Part Time","Couple + C. LE 16 ","315","0.437030050985688","0.402175736174262","0.471884365797114"
"Part-time","1995","Part Time","Couple + C. GT 16 ","152","0.310291784378705","0.271128100693536","0.349455468063874"
"Part-time","1995","Part Time","Couple + C. LE and GT 16","84","0.358267635077718","0.301179716950344","0.415355553205092"
"Part-time","1995","Not Working","1-pers.-HH","3","","",""
"Part-time","1995","Not Working","(Married) couple without C. ","2","","",""
"Part-time","1995","Not Working","Single parent ","3","","",""
"Part-time","1995","Not Working","Couple + C. LE 16 ","16","","",""
"Part-time","1995","Not Working","Couple + C. GT 16 ","3","","",""
"Part-time","1995","Not Working","Couple + C. LE and GT 16","2","","",""
"Non-working","1995","Full Time","1-pers.-HH","13","","",""
"Non-working","1995","Full Time","(Married) couple without C. ","66","0.0467863039726013","0.0359797422069038","0.0575928657382987"
"Non-working","1995","Full Time","Single parent ","11","","",""
"Non-working","1995","Full Time","Couple + C. LE 16 ","39","0.0227266602580843","0.0155314196242785","0.0299219008918902"
"Non-working","1995","Full Time","Couple + C. GT 16 ","46","0.0445119040810621","0.0325561849899788","0.0564676231721454"
"Non-working","1995","Full Time","Couple + C. LE and GT 16","18","","",""
"Non-working","1995","Part Time","1-pers.-HH","57","0.300798641896861","0.236098012765208","0.365499271028513"
"Non-working","1995","Part Time","(Married) couple without C. ","137","0.264952225176869","0.226462574355545","0.303441875998192"
"Non-working","1995","Part Time","Single parent ","35","0.159656175530394","0.103077012286505","0.216235338774283"
"Non-working","1995","Part Time","Couple + C. LE 16 ","193","0.224947019628319","0.19560674939078","0.254287289865858"
"Non-working","1995","Part Time","Couple + C. GT 16 ","124","0.239031946431504","0.202926153876254","0.275137738986754"
"Non-working","1995","Part Time","Couple + C. LE and GT 16","42","0.15563518373073","0.112475087814164","0.198795279647296"
"Non-working","1995","Not Working","1-pers.-HH","727","0.977887180417358","0.967327849696149","0.988446511138567"
"Non-working","1995","Not Working","(Married) couple without C. ","1520","0.98403066979392","0.977800059874757","0.990261279713083"
"Non-working","1995","Not Working","Single parent ","211","0.932217726089454","0.899445147249726","0.964990304929182"
"Non-working","1995","Not Working","Couple + C. LE 16 ","684","0.936838777024459","0.919216977952402","0.954460576096517"
"Non-working","1995","Not Working","Couple + C. GT 16 ","796","0.969986255655787","0.958357366900854","0.98161514441072"
"Non-working","1995","Not Working","Couple + C. LE and GT 16","373","0.934140106647385","0.909832924454869","0.9584472888399"
"Other","1995","Full Time","1-pers.-HH","21","","",""
"Other","1995","Full Time","(Married) couple without C. ","27","","",""
"Other","1995","Full Time","Single parent ","23","","",""
"Other","1995","Full Time","Couple + C. LE 16 ","10","","",""
"Other","1995","Full Time","Couple + C. GT 16 ","124","0.107186926496772","0.089252968206881","0.125120884786663"
"Other","1995","Full Time","Couple + C. LE and GT 16","75","0.114872418630442","0.0888995673520331","0.14084526990885"
"Other","1995","Part Time","1-pers.-HH","21","","",""
"Other","1995","Part Time","(Married) couple without C. ","53","0.118744209198629","0.090530537164617","0.14695788123264"
"Other","1995","Part Time","Single parent ","29","","",""
"Other","1995","Part Time","Couple + C. LE 16 ","79","0.111938297438075","0.0897834271397605","0.134093167736389"
"Other","1995","Part Time","Couple + C. GT 16 ","109","0.198707845146655","0.164927144859607","0.232488545433703"
"Other","1995","Part Time","Couple + C. LE and GT 16","73","0.282411731488537","0.228814485174565","0.336008977802509"
"Other","1995","Not Working","1-pers.-HH","5","","",""
"Other","1995","Not Working","(Married) couple without C. ","6","","",""
"Other","1995","Not Working","Single parent ","7","","",""
"Other","1995","Not Working","Couple + C. LE 16 ","12","","",""
"Other","1995","Not Working","Couple + C. GT 16 ","15","","",""
"Other","1995","Not Working","Couple + C. LE and GT 16","18","","",""
"Full-time","1996","Full Time","1-pers.-HH","512","0.915481898674099","0.892422820905869","0.938540976442329"
"Full-time","1996","Full Time","(Married) couple without C. ","1308","0.911282856187146","0.896602165907025","0.925963546467267"
"Full-time","1996","Full Time","Single parent ","206","0.800973642472178","0.751480788636156","0.850466496308199"
"Full-time","1996","Full Time","Couple + C. LE 16 ","1468","0.943400383673662","0.931955616025632","0.954845151321691"
"Full-time","1996","Full Time","Couple + C. GT 16 ","900","0.860778436624718","0.839938610026197","0.881618263223239"
"Full-time","1996","Full Time","Couple + C. LE and GT 16","463","0.81314113495568","0.781363322988673","0.844918946922688"
"Full-time","1996","Part Time","1-pers.-HH","69","0.334293705548314","0.266498801526203","0.402088609570425"
"Full-time","1996","Part Time","(Married) couple without C. ","179","0.281006459200223","0.243877349180814","0.318135569219632"
"Full-time","1996","Part Time","Single parent ","44","0.253811816262118","0.189517607015629","0.318106025508607"
"Full-time","1996","Part Time","Couple + C. LE 16 ","179","0.221345894287767","0.192041757944042","0.250650030631492"
"Full-time","1996","Part Time","Couple + C. GT 16 ","126","0.201370827340315","0.166836255701339","0.235905398979292"
"Full-time","1996","Part Time","Couple + C. LE and GT 16","81","0.198229332536271","0.154752702764164","0.241705962308378"
"Full-time","1996","Not Working","1-pers.-HH","5","","",""
"Full-time","1996","Not Working","(Married) couple without C. ","12","","",""
"Full-time","1996","Not Working","Single parent ","2","","",""
"Full-time","1996","Not Working","Couple + C. LE 16 ","12","","",""
"Full-time","1996","Not Working","Couple + C. GT 16 ","19","","",""
"Full-time","1996","Not Working","Couple + C. LE and GT 16","6","","",""
"Part-time","1996","Full Time","1-pers.-HH","7","","",""
"Part-time","1996","Full Time","(Married) couple without C. ","29","","",""
"Part-time","1996","Full Time","Single parent ","7","","",""
"Part-time","1996","Full Time","Couple + C. LE 16 ","27","","",""
"Part-time","1996","Full Time","Couple + C. GT 16 ","27","","",""
"Part-time","1996","Full Time","Couple + C. LE and GT 16","11","","",""
"Part-time","1996","Part Time","1-pers.-HH","40","0.269281279627786","0.20553280213171","0.333029757123862"
"Part-time","1996","Part Time","(Married) couple without C. ","162","0.309381277844147","0.271199154010069","0.347563401678225"
"Part-time","1996","Part Time","Single parent ","56","0.340752904818894","0.270730720725082","0.410775088912705"
"Part-time","1996","Part Time","Couple + C. LE 16 ","324","0.447866688413948","0.412765868777013","0.482967508050883"
"Part-time","1996","Part Time","Couple + C. GT 16 ","160","0.35919011745008","0.317874903967971","0.400505330932189"
"Part-time","1996","Part Time","Couple + C. LE and GT 16","109","0.399168406135509","0.345761024029179","0.45257578824184"
"Part-time","1996","Not Working","1-pers.-HH","4","","",""
"Part-time","1996","Not Working","(Married) couple without C. ","2","","",""
"Part-time","1996","Not Working","Single parent ","5","","",""
"Part-time","1996","Not Working","Couple + C. LE 16 ","14","","",""
"Part-time","1996","Not Working","Couple + C. GT 16 ","5","","",""
"Part-time","1996","Not Working","Couple + C. LE and GT 16","5","","",""
"Non-working","1996","Full Time","1-pers.-HH","19","","",""
"Non-working","1996","Full Time","(Married) couple without C. ","78","0.0571242787577524","0.045141606195702","0.0691069513198028"
"Non-working","1996","Full Time","Single parent ","12","","",""
"Non-working","1996","Full Time","Couple + C. LE 16 ","61","0.0298910773300133","0.0214570841451508","0.0383250705148758"
"Non-working","1996","Full Time","Couple + C. GT 16 ","44","0.0347778108501259","0.0237482066608267","0.0458074150394252"
"Non-working","1996","Full Time","Couple + C. LE and GT 16","22","","",""
"Non-working","1996","Part Time","1-pers.-HH","56","0.267603940313369","0.203981419801551","0.331226460825188"
"Non-working","1996","Part Time","(Married) couple without C. ","165","0.296984995337371","0.259241384583076","0.334728606091666"
"Non-working","1996","Part Time","Single parent ","41","0.197345638618104","0.138546656434264","0.256144620801944"
"Non-working","1996","Part Time","Couple + C. LE 16 ","188","0.212805077413763","0.183914711864565","0.241695442962961"
"Non-working","1996","Part Time","Couple + C. GT 16 ","130","0.234023464674788","0.197563130368373","0.270483798981203"
"Non-working","1996","Part Time","Couple + C. LE and GT 16","59","0.170866881021195","0.129819267999936","0.211914494042455"
"Non-working","1996","Not Working","1-pers.-HH","734","0.982250361940822","0.972768889125652","0.991731834755992"
"Non-working","1996","Not Working","(Married) couple without C. ","1544","0.989305009038158","0.984210439117589","0.994399578958727"
"Non-working","1996","Not Working","Single parent ","217","0.956969313201653","0.930629128728104","0.983309497675202"
"Non-working","1996","Not Working","Couple + C. LE 16 ","634","0.956915136551874","0.941563222614544","0.972267050489205"
"Non-working","1996","Not Working","Couple + C. GT 16 ","759","0.952349702201171","0.937578843757085","0.967120560645256"
"Non-working","1996","Not Working","Couple + C. LE and GT 16","327","0.918458806951464","0.889910581981818","0.947007031921109"
"Other","1996","Full Time","1-pers.-HH","21","","",""
"Other","1996","Full Time","(Married) couple without C. ","26","","",""
"Other","1996","Full Time","Single parent ","25","","",""
"Other","1996","Full Time","Couple + C. LE 16 ","10","","",""
"Other","1996","Full Time","Couple + C. GT 16 ","89","0.0784107752986101","0.0622280475965433","0.0945935030006768"
"Other","1996","Full Time","Couple + C. LE and GT 16","82","0.135579520989577","0.107670555220101","0.163488486759053"
"Other","1996","Part Time","1-pers.-HH","21","","",""
"Other","1996","Part Time","(Married) couple without C. ","57","0.112627267618259","0.0865135497724826","0.138740985464035"
"Other","1996","Part Time","Single parent ","35","0.208089640300884","0.148116747298153","0.268062533303615"
"Other","1996","Part Time","Couple + C. LE 16 ","80","0.117982339884522","0.0952120769823395","0.140752602786705"
"Other","1996","Part Time","Couple + C. GT 16 ","102","0.205415590534817","0.170624348586703","0.240206832482931"
"Other","1996","Part Time","Couple + C. LE and GT 16","74","0.231735380307024","0.185720487035776","0.277750273578273"
"Other","1996","Not Working","1-pers.-HH","2","","",""
"Other","1996","Not Working","(Married) couple without C. ","8","","",""
"Other","1996","Not Working","Single parent ","4","","",""
"Other","1996","Not Working","Couple + C. LE 16 ","12","","",""
"Other","1996","Not Working","Couple + C. GT 16 ","16","","",""
"Other","1996","Not Working","Couple + C. LE and GT 16","15","","",""
"Full-time","1997","Full Time","1-pers.-HH","494","0.913957291594825","0.890370538361566","0.937544044828083"
"Full-time","1997","Full Time","(Married) couple without C. ","1312","0.923291126993853","0.90955044677166","0.937031807216047"
"Full-time","1997","Full Time","Single parent ","202","0.829103322950103","0.781180206226645","0.877026439673561"
"Full-time","1997","Full Time","Couple + C. LE 16 ","1371","0.932346207882293","0.919459110160209","0.945233305604377"
"Full-time","1997","Full Time","Couple + C. GT 16 ","880","0.834223505467377","0.811857495202175","0.856589515732579"
"Full-time","1997","Full Time","Couple + C. LE and GT 16","465","0.813888410390077","0.78193775253612","0.845839068244034"
