"erwst","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"Other","1993","Full Time","no migration background","223","0.0442253518285017","0.0384314190930033","0.0500192845640001","6"
"Other","1993","Full Time","direct migration background","32","0.0313983441253322","0.0217384603163066","0.0410582279343578","6"
"Other","1993","Full Time","indirect migration background","48","0.298139589080294","0.231313347570149","0.364965830590439","6"
"Other","1993","Part Time","no migration background","244","0.13692543081312","0.121508510576022","0.152342351050218","6"
"Other","1993","Part Time","direct migration background","29","","","","6"
"Other","1993","Part Time","indirect migration background","64","0.553938772206311","0.467825275201968","0.640052269210653","6"
"Other","1993","Not Working","no migration background","67","0.0137856389607271","0.0098987913612161","0.0176724865602381","6"
"Other","1993","Not Working","direct migration background","6","","","","6"
"Other","1993","Not Working","indirect migration background","7","","","","6"
"Part-time","1993","Full Time","no migration background","80","0.0144049503775114","0.0110470702571016","0.0177628304979211","2"
"Part-time","1993","Full Time","direct migration background","13","","","","2"
"Part-time","1993","Part Time","direct migration background","137","0.291875370736064","0.248703897812704","0.335046843659425","2"
"Part-time","1993","Part Time","no migration background","640","0.371393169965861","0.349724217770667","0.393062122161055","2"
"Part-time","1993","Full Time","indirect migration background","","","","","2"
"Part-time","1993","Part Time","indirect migration background","15","","","","2"
"Part-time","1993","Not Working","direct migration background","7","","","","2"
"Part-time","1993","Not Working","indirect migration background","1","","","","2"
"Part-time","1993","Not Working","no migration background","27","","","","2"
"Full-time","1994","Full Time","no migration background","4214","0.915382445631893","0.907392569177934","0.923372322085853","1"
"Full-time","1994","Full Time","direct migration background","1004","0.899647891223936","0.881971803985001","0.917323978462871","1"
"Full-time","1994","Full Time","indirect migration background","142","0.637650633553913","0.573249078320877","0.702052188786949","1"
"Full-time","1994","Part Time","no migration background","413","0.197502850406329","0.179297378281097","0.215708322531561","1"
"Full-time","1994","Part Time","direct migration background","141","0.302845434866268","0.259109318516028","0.346581551216508","1"
"Full-time","1994","Part Time","indirect migration background","22","","","","1"
"Full-time","1994","Not Working","no migration background","47","0.0109610707546406","0.00754849328185632","0.0143736482274248","1"
"Full-time","1994","Not Working","direct migration background","11","","","","1"
"Full-time","1994","Not Working","indirect migration background","6","","","","1"
"Non-working","1994","Full Time","no migration background","183","0.0346880426209324","0.029434741691936","0.0399413435499288","5"
"Non-working","1994","Full Time","direct migration background","65","0.0597050160365153","0.0457662582648235","0.0736437738082071","5"
"Non-working","1994","Full Time","indirect migration background","8","","","","5"
"Non-working","1994","Part Time","no migration background","513","0.275435286241256","0.255006531637972","0.295864040844539","5"
"Non-working","1994","Part Time","direct migration background","128","0.315820071650526","0.271574461218186","0.360065682082866","5"
"Non-working","1994","Part Time","indirect migration background","37","0.304057001912998","0.217699676874401","0.390414326951595","5"
"Non-working","1994","Not Working","direct migration background","812","0.973800709515356","0.962999105393225","0.984602313637486","5"
"Non-working","1994","Not Working","indirect migration background","157","0.926059743597395","0.887066890070382","0.965052597124408","5"
"Non-working","1994","Not Working","no migration background","3459","0.975568719640564","0.970508709548054","0.980628729733074","5"
"Other","1994","Full Time","no migration background","187","0.034282419694417","0.0290588265646606","0.0395060128241735","6"
"Other","1994","Full Time","direct migration background","28","","","","6"
"Other","1994","Full Time","indirect migration background","62","0.334143823549286","0.270946579514326","0.397341067584245","6"
"Other","1994","Part Time","no migration background","280","0.158049932476622","0.141368480934126","0.174731384019117","6"
"Other","1994","Part Time","direct migration background","34","0.104307607046658","0.0752136631692703","0.133401550924046","6"
"Other","1994","Part Time","indirect migration background","34","0.289620369707181","0.204468410708906","0.374772328705456","6"
"Other","1994","Not Working","no migration background","52","0.010117184669841","0.00683720564072002","0.0133971636989621","6"
"Other","1994","Not Working","direct migration background","10","","","","6"
"Other","1994","Not Working","indirect migration background","9","","","","6"
"Part-time","1994","Full Time","no migration background","77","0.0156470920527573","0.0120842155201561","0.0192099685853584","2"
"Part-time","1994","Full Time","direct migration background","13","","","","2"
"Part-time","1994","Part Time","no migration background","631","0.369011930875793","0.346945896488355","0.391077965263231","2"
"Part-time","1994","Part Time","direct migration background","121","0.277026886436548","0.23442908384844","0.319624689024657","2"
"Part-time","1994","Full Time","indirect migration background","2","","","","2"
"Part-time","1994","Part Time","indirect migration background","16","","","","2"
"Part-time","1994","Not Working","direct migration background","7","","","","2"
"Part-time","1994","Not Working","indirect migration background","1","","","","2"
"Part-time","1994","Not Working","no migration background","18","","","","2"
"Full-time","1995","Full Time","no migration background","4107","0.909398521492473","0.901058116164632","0.917738926820313","1"
"Full-time","1995","Full Time","direct migration background","1077","0.913788742229742","0.897650734495921","0.929926749963564","1"
"Full-time","1995","Full Time","indirect migration background","128","0.63316007196654","0.567187073955728","0.699133069977352","1"
"Full-time","1995","Part Time","no migration background","514","0.253812381634752","0.234406876534529","0.273217886734975","1"
"Full-time","1995","Part Time","direct migration background","192","0.355736469634566","0.31558071988174","0.395892219387392","1"
"Full-time","1995","Part Time","indirect migration background","51","0.302892433721509","0.225664796560015","0.380120070883004","1"
"Full-time","1995","Not Working","no migration background","67","0.0131221407276753","0.0093839871459957","0.0168602943093549","1"
"Full-time","1995","Not Working","direct migration background","17","","","","1"
"Full-time","1995","Not Working","indirect migration background","4","","","","1"
"Non-working","1995","Full Time","no migration background","152","0.0315752284419395","0.0264942355394863","0.0366562213443928","5"
"Non-working","1995","Full Time","direct migration background","39","0.0454124112176096","0.0334411419433711","0.0573836804918482","5"
"Non-working","1995","Full Time","indirect migration background","16","","","","5"
"Non-working","1995","Part Time","no migration background","462","0.238381949392431","0.21938211446979","0.257381784315073","5"
"Non-working","1995","Part Time","direct migration background","140","0.236943935606659","0.201278068036469","0.272609803176848","5"
"Non-working","1995","Part Time","indirect migration background","26","","","","5"
"Non-working","1995","Not Working","direct migration background","1073","0.976938861530417","0.968092909252075","0.985784813808759","5"
"Non-working","1995","Not Working","indirect migration background","159","0.925276780915344","0.885980858639981","0.964572703190707","5"
"Non-working","1995","Not Working","no migration background","3417","0.969705966630474","0.96407579446099","0.975336138799957","5"
"Other","1995","Full Time","no migration background","199","0.0410498286061075","0.0352848714066199","0.0468147858055951","6"
"Other","1995","Full Time","direct migration background","35","0.0297829191348335","0.020009126597903","0.039556711671764","6"
"Other","1995","Full Time","indirect migration background","59","0.291066700473525","0.228883923928126","0.353249477018923","6"
"Other","1995","Part Time","no migration background","292","0.145857915112793","0.130119007318191","0.161596822907394","6"
"Other","1995","Part Time","direct migration background","58","0.129914843913592","0.101714004380571","0.158115683446613","6"
"Other","1995","Part Time","indirect migration background","38","0.311642275111927","0.233800287759618","0.389484262464236","6"
"Other","1995","Not Working","no migration background","50","0.0121233345951922","0.0085284454609979","0.0157182237293866","6"
"Other","1995","Not Working","direct migration background","11","","","","6"
"Other","1995","Not Working","indirect migration background","8","","","","6"
"Part-time","1995","Full Time","no migration background","92","0.0179764214594803","0.0141158199940075","0.0218370229249532","2"
"Part-time","1995","Full Time","direct migration background","11","","","","2"
"Part-time","1995","Full Time","indirect migration background","2","","","","2"
"Part-time","1995","Part Time","no migration background","664","0.361947753860024","0.340519065255705","0.383376442464343","2"
"Part-time","1995","Part Time","direct migration background","156","0.277404750845183","0.239850745142647","0.314958756547719","2"
"Part-time","1995","Part Time","indirect migration background","21","","","","2"
"Part-time","1995","Not Working","direct migration background","5","","","","2"
"Part-time","1995","Not Working","indirect migration background","1","","","","2"
"Part-time","1995","Not Working","no migration background","26","","","","2"
"Full-time","1996","Full Time","no migration background","4056","0.904622779881923","0.896064334385078","0.913181225378768","1"
"Full-time","1996","Full Time","direct migration background","910","0.89829713997512","0.879637879965199","0.916956399985041","1"
"Full-time","1996","Full Time","indirect migration background","160","0.672418594884505","0.61040081308139","0.734436376687621","1"
"Full-time","1996","Part Time","no migration background","470","0.237336748397755","0.218530367034113","0.256143129761396","1"
"Full-time","1996","Part Time","direct migration background","228","0.308591994266596","0.271224965198359","0.345959023334833","1"
"Full-time","1996","Not Working","direct migration background","14","","","","1"
"Full-time","1996","Not Working","no migration background","37","0.00712288297640896","0.00432198364005822","0.00992378231275969","1"
"Full-time","1996","Not Working","indirect migration background","8","","","","1"
"Full-time","1996","Part Time","indirect migration background","33","0.231990923754368","0.163986697021125","0.29999515048761","1"
"Non-working","1996","Full Time","no migration background","190","0.0411239469098233","0.0353380934422584","0.0469098003773883","5"
"Non-working","1996","Full Time","direct migration background","45","0.0388335158527563","0.0269068105012102","0.0507602212043024","5"
"Non-working","1996","Full Time","indirect migration background","13","","","","5"
"Non-working","1996","Part Time","no migration background","494","0.233469468862202","0.214769705501043","0.252169232223362","5"
"Non-working","1996","Part Time","direct migration background","140","0.270294213676487","0.234367184244655","0.306221243108319","5"
"Non-working","1996","Not Working","direct migration background","995","0.966256607098619","0.955207809361369","0.97730540483587","5"
"Non-working","1996","Not Working","indirect migration background","166","0.951064117552375","0.919635345435185","0.982492889669565","5"
"Non-working","1996","Part Time","indirect migration background","48","0.2753887511408","0.203420182128493","0.347357320153106","5"
"Non-working","1996","Not Working","no migration background","3352","0.975239671963332","0.970064131335078","0.980415212591587","5"
"Other","1996","Full Time","no migration background","183","0.0338794258128555","0.0286080681365202","0.0391507834891907","6"
"Other","1996","Full Time","direct migration background","35","0.039387452565811","0.0273794464873781","0.0513954586442439","6"
"Other","1996","Full Time","indirect migration background","47","0.267383725286985","0.208898991620105","0.325868458953865","6"
"Other","1996","Part Time","no migration background","288","0.146076202823119","0.130464307592085","0.161688098054152","6"
"Other","1996","Part Time","direct migration background","50","0.124123551241183","0.0974502014022295","0.150796901080136","6"
"Other","1996","Part Time","indirect migration background","45","0.292531142382301","0.21923907866175","0.365823206102851","6"
"Other","1996","Not Working","no migration background","46","0.00931387483515299","0.00611457396424728","0.0125131757060587","6"
"Other","1996","Not Working","direct migration background","10","","","","6"
"Other","1996","Not Working","indirect migration background","6","","","","6"
"Part-time","1996","Full Time","no migration background","96","0.020373847395398","0.0162575617072479","0.0244901330835482","2"
"Part-time","1996","Full Time","direct migration background","18","","","","2"
"Part-time","1996","Full Time","indirect migration background","","","","","2"
"Part-time","1996","Part Time","no migration background","714","0.383117579916924","0.361628215457949","0.4046069443759","2"
"Part-time","1996","Part Time","direct migration background","169","0.296990240815734","0.260026083778177","0.333954397853292","2"
"Part-time","1996","Part Time","indirect migration background","22","","","","2"
"Part-time","1996","Not Working","direct migration background","7","","","","2"
"Part-time","1996","Not Working","indirect migration background","1","","","","2"
"Part-time","1996","Not Working","no migration background","28","","","","2"
"Full-time","1997","Full Time","no migration background","3952","0.901467459935259","0.892683232159411","0.910251687711107","1"
"Full-time","1997","Full Time","direct migration background","867","0.898959937829552","0.879845418712086","0.918074456947017","1"
"Full-time","1997","Full Time","indirect migration background","165","0.680315205252342","0.619913885374686","0.740716525129997","1"
"Full-time","1997","Part Time","no migration background","478","0.247723073228791","0.228281553780179","0.267164592677402","1"
"Full-time","1997","Part Time","direct migration background","206","0.352907610966884","0.311794714903765","0.394020507030002","1"
"Full-time","1997","Not Working","direct migration background","11","","","","1"
"Full-time","1997","Not Working","indirect migration background","11","","","","1"
"Full-time","1997","Not Working","no migration background","24","","","","1"
"Full-time","1997","Part Time","indirect migration background","31","0.145591659172714","0.0879856442874001","0.203197674058028","1"
"Non-working","1997","Full Time","no migration background","180","0.0389735133724989","0.0332693601916161","0.0446776665533818","5"
"Non-working","1997","Full Time","direct migration background","43","0.0415315636222141","0.0288776619888076","0.0541854652556206","5"
"Non-working","1997","Full Time","indirect migration background","8","","","","5"
"Non-working","1997","Part Time","no migration background","478","0.249306480304517","0.229823462795237","0.268789497813798","5"
"Non-working","1997","Part Time","direct migration background","125","0.239215448147054","0.202513436733275","0.275917459560832","5"
"Non-working","1997","Not Working","direct migration background","997","0.969640175606285","0.959100454225328","0.980179896987242","5"
"Non-working","1997","Not Working","indirect migration background","183","0.909529463085562","0.869971458525479","0.949087467645645","5"
"Non-working","1997","Part Time","indirect migration background","30","0.187119267426057","0.123419255431229","0.250819279420885","5"
"Non-working","1997","Not Working","no migration background","3441","0.983215964352507","0.978979433232235","0.987452495472778","5"
"Other","1997","Full Time","no migration background","187","0.0355978727401959","0.0301367765667852","0.0410589689136066","6"
"Other","1997","Full Time","direct migration background","31","0.038250033543391","0.0260855575595233","0.0504145095272586","6"
"Other","1997","Full Time","indirect migration background","52","0.233281914795963","0.178506113520879","0.288057716071047","6"
"Other","1997","Part Time","no migration background","269","0.131834731398213","0.116598616928769","0.147070845867658","6"
"Other","1997","Part Time","direct migration background","46","0.113464881836682","0.0861786781558763","0.140751085517487","6"
"Other","1997","Part Time","indirect migration background","47","0.366492021700738","0.287791945710568","0.445192097690909","6"
"Other","1997","Not Working","no migration background","46","0.0068958900985608","0.00416672191996842","0.00962505827715318","6"
"Other","1997","Not Working","direct migration background","5","","","","6"
"Other","1997","Not Working","indirect migration background","8","","","","6"
"Part-time","1997","Full Time","no migration background","103","0.0239611539520461","0.0194537535606969","0.0284685543433953","2"
"Part-time","1997","Full Time","direct migration background","14","","","","2"
"Part-time","1997","Full Time","indirect migration background","4","","","","2"
"Part-time","1997","Part Time","no migration background","669","0.371135715068478","0.349378518090798","0.392892912046159","2"
"Part-time","1997","Part Time","direct migration background","142","0.294412059049381","0.25520016826973","0.333623949829032","2"
"Part-time","1997","Part Time","indirect migration background","36","0.300797051700491","0.225893008992591","0.375701094408391","2"
"Part-time","1997","Not Working","direct migration background","5","","","","2"
"Part-time","1997","Not Working","indirect migration background","","","","","2"
"Part-time","1997","Not Working","no migration background","21","","","","2"
"Full-time","1998","Full Time","no migration background","4367","0.901462495054999","0.893094440605442","0.909830549504555","1"
"Full-time","1998","Full Time","direct migration background","800","0.89419473421789","0.87397539745106","0.914414070984721","1"
"Full-time","1998","Full Time","indirect migration background","168","0.658403021228223","0.599019223693822","0.717786818762624","1"
"Full-time","1998","Part Time","no migration background","581","0.253890420531235","0.235752813210416","0.272028027852053","1"
"Full-time","1998","Part Time","direct migration background","224","0.401743805858889","0.359525441099032","0.443962170618746","1"
"Full-time","1998","Part Time","indirect migration background","48","0.310712601442722","0.236898519883206","0.384526683002238","1"
"Full-time","1998","Not Working","no migration background","38","0.00773454648138727","0.00509044783982968","0.0103786451229448","1"
"Full-time","1998","Not Working","direct migration background","13","","","","1"
"Full-time","1998","Not Working","indirect migration background","4","","","","1"
"Non-working","1998","Full Time","no migration background","179","0.0379757328111249","0.0326091729191333","0.0433422927031166","5"
"Non-working","1998","Full Time","direct migration background","40","0.0494096964396439","0.035163465068627","0.0636559278106609","5"
"Non-working","1998","Full Time","indirect migration background","12","","","","5"
"Non-working","1998","Part Time","no migration background","485","0.206638397943925","0.189765229915996","0.223511565971853","5"
"Non-working","1998","Part Time","direct migration background","110","0.203230371230724","0.168577126791719","0.23788361566973","5"
"Non-working","1998","Not Working","direct migration background","987","0.96513212856005","0.953841055484594","0.976423201635506","5"
"Non-working","1998","Not Working","indirect migration background","193","0.939002067784288","0.906477820501748","0.971526315066827","5"
"Non-working","1998","Part Time","indirect migration background","41","0.281013019518405","0.209318930421325","0.352707108615484","5"
"Non-working","1998","Not Working","no migration background","4122","0.980362654845077","0.97617490185971","0.984550407830444","5"
"Other","1998","Full Time","no migration background","215","0.0364052928204107","0.0311465812349546","0.0416640044058668","6"
"Other","1998","Full Time","direct migration background","33","0.0412737107460338","0.0281975188051091","0.0543499026869586","6"
"Other","1998","Full Time","indirect migration background","62","0.262854193340282","0.207735463210147","0.317972923470417","6"
"Other","1998","Part Time","no migration background","357","0.146785227747425","0.132037473628666","0.161532981866184","6"
"Other","1998","Part Time","direct migration background","43","0.0822206500060916","0.0585645686565701","0.105876731355613","6"
"Other","1998","Part Time","indirect migration background","38","0.223158086023217","0.156748273207888","0.289567898838547","6"
"Other","1998","Not Working","no migration background","38","0.00788934880688453","0.00521912953857253","0.0105595680751965","6"
"Other","1998","Not Working","direct migration background","9","","","","6"
"Other","1998","Not Working","indirect migration background","6","","","","6"
"Part-time","1998","Full Time","no migration background","112","0.0241564793134659","0.0198456900162752","0.0284672686106565","2"
"Part-time","1998","Full Time","indirect migration background","3","","","","2"
"Part-time","1998","Part Time","no migration background","789","0.392685953777416","0.37233499492918","0.413036912625652","2"
"Part-time","1998","Part Time","direct migration background","141","0.312805172904295","0.272878776417138","0.352731569391452","2"
"Part-time","1998","Not Working","no migration background","19","","","","2"
"Part-time","1998","Not Working","direct migration background","5","","","","2"
"Part-time","1998","Not Working","indirect migration background","5","","","","2"
"Part-time","1998","Full Time","direct migration background","16","","","","2"
"Part-time","1998","Part Time","indirect migration background","24","","","","2"
"Full-time","1999","Full Time","no migration background","4259","0.897043706098958","0.888409478533818","0.905677933664098","1"
"Full-time","1999","Full Time","direct migration background","769","0.907874332185013","0.888409379235759","0.927339285134266","1"
"Full-time","1999","Full Time","indirect migration background","179","0.7300667142907","0.674365755283702","0.785767673297699","1"
"Full-time","1999","Part Time","no migration background","584","0.253381186916776","0.235648082722796","0.271114291110756","1"
"Full-time","1999","Not Working","direct migration background","8","","","","1"
"Full-time","1999","Part Time","direct migration background","164","0.32028489068708","0.277784856127234","0.362784925246925","1"
"Full-time","1999","Not Working","no migration background","36","0.00848401634577215","0.00559176291407639","0.0113762697774679","1"
"Full-time","1999","Part Time","indirect migration background","53","0.305420337307474","0.237180328469221","0.373660346145727","1"
"Full-time","1999","Not Working","indirect migration background","9","","","","1"
"Non-working","1999","Full Time","no migration background","161","0.0351058317270528","0.0298768188322522","0.0403348446218533","5"
"Non-working","1999","Full Time","direct migration background","37","0.0422204501079647","0.0286858828577347","0.0557550173581948","5"
"Non-working","1999","Full Time","indirect migration background","8","","","","5"
"Non-working","1999","Part Time","no migration background","503","0.216083291919287","0.199303225617753","0.232863358220822","5"
"Non-working","1999","Part Time","direct migration background","105","0.210664675951115","0.173521056204454","0.247808295697775","5"
"Non-working","1999","Not Working","direct migration background","889","0.977771441339638","0.968203356939309","0.987339525739967","5"
"Non-working","1999","Not Working","indirect migration background","181","0.949166500611433","0.918176924103736","0.98015607711913","5"
"Non-working","1999","Part Time","indirect migration background","42","0.1951968995188","0.136473614183631","0.253920184853968","5"
"Non-working","1999","Not Working","no migration background","3753","0.977439282953907","0.972756467090537","0.982122098817276","5"
"Other","1999","Full Time","no migration background","208","0.0378195884392667","0.0323998678985898","0.0432393089799436","6"
"Other","1999","Full Time","direct migration background","29","","","","6"
"Other","1999","Full Time","indirect migration background","54","0.228532543144431","0.17584766140895","0.281217424879913","6"
"Other","1999","Part Time","no migration background","441","0.194756330787074","0.178610605095425","0.210902056478724","6"
"Other","1999","Part Time","direct migration background","58","0.162801097408945","0.129173132563724","0.196429062254165","6"
"Other","1999","Not Working","no migration background","52","0.0097113001642683","0.00661883128717486","0.0128037690413617","6"
"Other","1999","Not Working","direct migration background","10","","","","6"
"Other","1999","Not Working","indirect migration background","1","","","","6"
"Other","1999","Part Time","indirect migration background","54","0.327878628330194","0.258326652172427","0.397430604487961","6"
"Part-time","1999","Full Time","no migration background","131","0.0300308737347223","0.0251818626361341","0.0348798848333106","2"
"Part-time","1999","Full Time","direct migration background","13","","","","2"
"Part-time","1999","Full Time","indirect migration background","3","","","","2"
"Part-time","1999","Part Time","no migration background","783","0.335779190376862","0.31652473468768","0.355033646066044","2"
"Part-time","1999","Part Time","direct migration background","136","0.306249335952861","0.264264072829832","0.348234599075889","2"
"Part-time","1999","Not Working","no migration background","22","","","","2"
"Part-time","1999","Not Working","direct migration background","5","","","","2"
"Part-time","1999","Not Working","indirect migration background","2","","","","2"
"Part-time","1999","Part Time","indirect migration background","26","","","","2"
"Full-time","2000","Full Time","no migration background","7546","0.893511700112429","0.886956492205677","0.90006690801918","1"
"Full-time","2000","Full Time","direct migration background","1122","0.88857140447215","0.87114864061875","0.90599416832555","1"
"Full-time","2000","Full Time","indirect migration background","256","0.754038233070224","0.708262098396275","0.799814367744174","1"
"Full-time","2000","Part Time","no migration background","799","0.204748662397459","0.192439146105736","0.217058178689181","1"
"Full-time","2000","Not Working","direct migration background","19","","","","1"
"Full-time","2000","Not Working","no migration background","67","0.00788182115956696","0.0058744889236738","0.00988915339546012","1"
"Full-time","2000","Part Time","direct migration background","219","0.281111872817641","0.248366566477579","0.313857179157702","1"
"Full-time","2000","Not Working","indirect migration background","2","","","","1"
"Full-time","2000","Part Time","indirect migration background","55","0.207079900376751","0.156236233456468","0.257923567297033","1"
"Non-working","2000","Full Time","no migration background","292","0.0329602062213516","0.0291661607215901","0.0367542517211132","5"
"Non-working","2000","Full Time","direct migration background","52","0.0400995772350019","0.0292364330485608","0.0509627214214429","5"
"Non-working","2000","Full Time","indirect migration background","11","","","","5"
"Non-working","2000","Part Time","no migration background","1008","0.233255281817291","0.22035440030378","0.246156163330801","5"
"Non-working","2000","Part Time","direct migration background","166","0.224838710321835","0.194429132630735","0.255248288012935","5"
"Non-working","2000","Not Working","direct migration background","1317","0.955789649734961","0.944892649175346","0.966686650294577","5"
"Non-working","2000","Not Working","indirect migration background","233","0.943840151800684","0.915128260487496","0.972552043113873","5"
"Non-working","2000","Part Time","indirect migration background","89","0.354297912015467","0.294283774415215","0.414312049615719","5"
"Non-working","2000","Not Working","no migration background","7253","0.975537145425516","0.972030436334747","0.979043854516286","5"
"Other","2000","Full Time","no migration background","388","0.0411690446137766","0.036946815272242","0.0453912739553111","6"
"Other","2000","Full Time","direct migration background","43","0.0280251849603659","0.0188866978145716","0.0371636721061603","6"
"Other","2000","Full Time","indirect migration background","64","0.180659384808607","0.139764297679175","0.22155447193804","6"
"Other","2000","Part Time","no migration background","755","0.185131937715632","0.173283459664759","0.196980415766505","6"
"Other","2000","Part Time","direct migration background","99","0.16141475893412","0.134615422785837","0.188214095082403","6"
"Other","2000","Not Working","no migration background","82","0.0101627439461446","0.00788601328197088","0.0124394746103184","6"
"Other","2000","Not Working","direct migration background","17","","","","6"
"Other","2000","Not Working","indirect migration background","11","","","","6"
"Other","2000","Part Time","indirect migration background","59","0.256914300219448","0.20209079884434","0.311737801594557","6"
"Part-time","2000","Full Time","no migration background","280","0.0323590490524431","0.0285985940454885","0.0361195040593977","2"
"Part-time","2000","Full Time","direct migration background","36","0.043303833332482","0.0320338637544827","0.0545738029104813","2"
"Part-time","2000","Full Time","indirect migration background","9","","","","2"
"Part-time","2000","Part Time","no migration background","1566","0.376864118069618","0.362081136979463","0.391647099159774","2"
"Part-time","2000","Part Time","direct migration background","240","0.332634657926404","0.298314886949683","0.366954428903126","2"
"Part-time","2000","Not Working","no migration background","53","0.00641828946877227","0.00460554866121381","0.00823103027633073","2"
"Part-time","2000","Not Working","direct migration background","14","","","","2"
"Part-time","2000","Not Working","indirect migration background","1","","","","2"
"Part-time","2000","Part Time","indirect migration background","41","0.181707887388334","0.133324725118109","0.230091049658559","2"
"Full-time","2001","Part Time","no migration background","729","0.191737737649197","0.179420493723555","0.20405498157484","1"
"Full-time","2001","Full Time","no migration background","6796","0.889371891575219","0.882347967588693","0.896395815561746","1"
"Full-time","2001","Full Time","direct migration background","1000","0.882548099142646","0.863565041395517","0.901531156889775","1"
"Full-time","2001","Full Time","indirect migration background","242","0.767824069106876","0.721490878450111","0.814157259763641","1"
"Full-time","2001","Part Time","direct migration background","193","0.252165436757162","0.219763640110373","0.284567233403951","1"
"Full-time","2001","Part Time","indirect migration background","54","0.255676666925715","0.198675572171109","0.312677761680322","1"
"Full-time","2001","Not Working","no migration background","51","0.00653181744880702","0.00461095055648419","0.00845268434112985","1"
"Full-time","2001","Not Working","direct migration background","12","","","","1"
"Full-time","2001","Not Working","indirect migration background","5","","","","1"
"Non-working","2001","Full Time","no migration background","262","0.0356765441125132","0.0315231024537451","0.0398299857712814","5"
"Non-working","2001","Part Time","no migration background","968","0.244419499662097","0.230973537409664","0.25786546191453","5"
"Non-working","2001","Not Working","direct migration background","1118","0.966887862299134","0.956546426627813","0.977229297970456","5"
"Non-working","2001","Not Working","indirect migration background","219","0.927408020213895","0.894092248720695","0.960723791707095","5"
"Non-working","2001","Full Time","direct migration background","38","0.0386196123211976","0.0272585606244995","0.0499806640178957","5"
"Non-working","2001","Full Time","indirect migration background","8","","","","5"
"Non-working","2001","Part Time","direct migration background","162","0.265858376098701","0.23289447188049","0.298822280316912","5"
"Non-working","2001","Part Time","indirect migration background","83","0.35097825925115","0.288615321958251","0.413341196544048","5"
"Non-working","2001","Not Working","no migration background","6573","0.977768751342453","0.974253120422319","0.981284382262586","5"
"Other","2001","Full Time","no migration background","352","0.0393975636121535","0.0350413227498338","0.0437538044744732","6"
"Other","2001","Part Time","no migration background","757","0.197465459474507","0.185009963424916","0.209920955524097","6"
"Other","2001","Part Time","direct migration background","106","0.157835539244169","0.130632063293492","0.185039015194846","6"
"Other","2001","Full Time","indirect migration background","65","0.203537117664276","0.159353901047713","0.247720334280838","6"
"Other","2001","Full Time","direct migration background","43","0.0494836624723795","0.0366963975470828","0.0622709273976761","6"
"Other","2001","Not Working","no migration background","86","0.0096721180734043","0.00733837217011604","0.0120058639766926","6"
"Other","2001","Not Working","direct migration background","12","","","","6"
"Other","2001","Not Working","indirect migration background","7","","","","6"
"Other","2001","Part Time","indirect migration background","55","0.253853863614144","0.196986817749686","0.310720909478603","6"
"Part-time","2001","Full Time","indirect migration background","4","","","","2"
"Part-time","2001","Part Time","no migration background","1470","0.366377303214199","0.351302097913332","0.381452508515067","2"
"Part-time","2001","Part Time","direct migration background","229","0.324140647899968","0.289217091962492","0.359064203837444","2"
"Part-time","2001","Not Working","no migration background","46","0.00602731313533621","0.00418165027419498","0.00787297599647745","2"
"Part-time","2001","Not Working","direct migration background","8","","","","2"
"Part-time","2001","Full Time","no migration background","251","0.0355540007001141","0.0314074349505553","0.0397005664496728","2"
"Part-time","2001","Full Time","direct migration background","24","","","","2"
"Part-time","2001","Part Time","indirect migration background","33","0.139491210208991","0.094221479769597","0.184760940648384","2"
"Part-time","2001","Not Working","indirect migration background","2","","","","2"
"Full-time","2002","Part Time","no migration background","786","0.176406649464001","0.165128738203393","0.187684560724608","1"
"Full-time","2002","Full Time","no migration background","7307","0.889563041363527","0.882781507743087","0.896344574983967","1"
"Full-time","2002","Full Time","direct migration background","940","0.869893527302548","0.849612352954126","0.89017470165097","1"
"Full-time","2002","Full Time","indirect migration background","256","0.742172075429006","0.695118099019746","0.789226051838265","1"
"Full-time","2002","Not Working","direct migration background","8","","","","1"
"Full-time","2002","Not Working","no migration background","49","0.00720662273744594","0.00521929267461819","0.00919395280027368","1"
"Full-time","2002","Part Time","direct migration background","180","0.249857629552453","0.216626703109523","0.283088555995383","1"
"Full-time","2002","Part Time","indirect migration background","40","0.159817335341868","0.110606913234569","0.209027757449166","1"
"Full-time","2002","Not Working","indirect migration background","5","","","","1"
"Non-working","2002","Full Time","no migration background","272","0.0333742587317425","0.0294881287103312","0.0372603887531538","5"
"Non-working","2002","Part Time","no migration background","1081","0.270705354899604","0.257558716513399","0.283851993285809","5"
"Non-working","2002","Not Working","direct migration background","1084","0.970947147120072","0.961071097824796","0.980823196415348","5"
"Non-working","2002","Not Working","indirect migration background","222","0.944083846872152","0.914955015136755","0.973212678607548","5"
"Non-working","2002","Full Time","direct migration background","46","0.0404840375605002","0.0286023368431119","0.0523657382778884","5"
"Non-working","2002","Full Time","indirect migration background","13","","","","5"
"Non-working","2002","Part Time","direct migration background","155","0.251350548586616","0.218053674239471","0.284647422933762","5"
"Non-working","2002","Part Time","indirect migration background","72","0.327984957961022","0.264936459262529","0.391033456659515","5"
"Non-working","2002","Not Working","no migration background","6792","0.978655930183242","0.975260238075821","0.982051622290663","5"
"Other","2002","Full Time","no migration background","368","0.0467163732260325","0.0421504567644876","0.0512822896875774","6"
"Other","2002","Full Time","direct migration background","47","0.0657806887492589","0.0508360911467567","0.0807252863517611","6"
