"erwst","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Other","1984","Schleswig-Holstein","Male","","","",""
"Other","1984","Schleswig-Holstein","Female","","","",""
"Other","1984","Hamburg","Male","","","",""
"Other","1984","Hamburg","Female","","","",""
"Other","1984","Lower Saxony","Male","32","0.0525757561883926","0.0347620434060342","0.0703894689707509"
"Other","1984","Lower Saxony","Female","59","0.0869309860895819","0.064983471753302","0.108878500425862"
"Other","1984","Bremen","Male","","","",""
"Other","1984","Bremen","Female","","","",""
"Other","1984","North Rhine-Westphalia","Male","83","0.0493211743997229","0.0387604078426252","0.0598819409568205"
"Other","1984","North Rhine-Westphalia","Female","107","0.0621828857959349","0.0505484961283605","0.0738172754635092"
"Other","1984","Hesse","Male","36","0.0555193540598361","0.0376239502751275","0.0734147578445447"
"Other","1984","Hesse","Female","48","0.0772219294536385","0.0562603972537263","0.0981834616535506"
"Other","1984","Rhineland-Palatinate,Saarland","Male","","","",""
"Other","1984","Rhineland-Palatinate,Saarland","Female","39","0.0904747014166234","0.0635175229663839","0.117431879866863"
"Other","1984","Baden-Württemberg","Male","61","0.0492016091455025","0.0365908061386971","0.0618124121523079"
"Other","1984","Baden-Württemberg","Female","72","0.0694735996296511","0.0547141584118115","0.0842330408474906"
"Other","1984","Bavaria","Male","61","0.0617466792819406","0.0468359834656743","0.0766573750982069"
"Other","1984","Bavaria","Female","92","0.0809484277474686","0.064880923228979","0.0970159322659582"
"Other","1984","Berlin","Male","","","",""
"Other","1984","Berlin","Female","","","",""
"Other","1984","Brandenburg","Male","","","",""
"Other","1984","Brandenburg","Female","","","",""
"Other","1984","Mecklenburg-Western Pomerania","Male","","","",""
"Other","1984","Mecklenburg-Western Pomerania","Female","","","",""
"Other","1984","Saxony","Male","","","",""
"Other","1984","Saxony","Female","","","",""
"Other","1984","Saxony-Anhalt","Male","","","",""
"Other","1984","Saxony-Anhalt","Female","","","",""
"Other","1984","Thuringia","Male","","","",""
"Other","1984","Thuringia","Female","","","",""
"Full-time","1985","Schleswig-Holstein","Male","113","0.630636787872928","0.558298786452892","0.702974789292964"
"Full-time","1985","Schleswig-Holstein","Female","47","0.224611610564186","0.16414741295303","0.285075808175341"
"Full-time","1985","Hamburg","Male","88","0.544220599671347","0.461721557226931","0.626719642115764"
"Full-time","1985","Hamburg","Female","41","0.248771767580048","0.177416665594198","0.320126869565898"
"Full-time","1985","Lower Saxony","Male","327","0.561205110232163","0.519389248841382","0.603020971622944"
"Full-time","1985","Lower Saxony","Female","124","0.202956339651429","0.169850932893568","0.236061746409289"
"Full-time","1985","Bremen","Male","","","",""
"Full-time","1985","Bremen","Female","","","",""
"Full-time","1985","North Rhine-Westphalia","Male","1010","0.635395039782163","0.610823490202698","0.659966589361628"
"Full-time","1985","North Rhine-Westphalia","Female","356","0.214932726128625","0.194144991121537","0.235720461135712"
"Full-time","1985","Hesse","Male","404","0.620246829236396","0.580509034621011","0.659984623851781"
"Full-time","1985","Hesse","Female","150","0.21027055664911","0.176699247863486","0.243841865434734"
"Full-time","1985","Rhineland-Palatinate,Saarland","Male","249","0.595392925731978","0.546302019446103","0.644483832017852"
"Full-time","1985","Rhineland-Palatinate,Saarland","Female","98","0.225585438281537","0.184156672171035","0.267014204392039"
"Full-time","1985","Baden-Württemberg","Male","753","0.677473117988945","0.648870656912376","0.706075579065514"
"Full-time","1985","Baden-Württemberg","Female","333","0.272187221003228","0.245018921109682","0.299355520896775"
"Full-time","1985","Bavaria","Male","650","0.656699961476602","0.625934887375458","0.687465035577745"
"Full-time","1985","Bavaria","Female","301","0.24701323396655","0.220283054566813","0.273743413366287"
"Full-time","1985","Berlin","Male","115","0.648118828901945","0.577765153371744","0.718472504432145"
"Full-time","1985","Berlin","Female","66","0.281260839934124","0.217497406245113","0.345024273623135"
"Full-time","1985","Brandenburg","Male","","","",""
"Full-time","1985","Brandenburg","Female","","","",""
"Full-time","1985","Mecklenburg-Western Pomerania","Male","","","",""
"Full-time","1985","Mecklenburg-Western Pomerania","Female","","","",""
"Full-time","1985","Saxony","Male","","","",""
"Full-time","1985","Saxony","Female","","","",""
"Full-time","1985","Saxony-Anhalt","Male","","","",""
"Full-time","1985","Saxony-Anhalt","Female","","","",""
"Full-time","1985","Thuringia","Male","","","",""
"Full-time","1985","Thuringia","Female","","","",""
"Part-time","1985","Schleswig-Holstein","Male","","","",""
"Part-time","1985","Schleswig-Holstein","Female","","","",""
"Part-time","1985","Hamburg","Male","","","",""
"Part-time","1985","Hamburg","Female","","","",""
"Part-time","1985","Lower Saxony","Male","","","",""
"Part-time","1985","Lower Saxony","Female","80","0.133364735819938","0.105381673187036","0.16134779845284"
"Part-time","1985","Bremen","Male","","","",""
"Part-time","1985","Bremen","Female","","","",""
"Part-time","1985","North Rhine-Westphalia","Male","","","",""
"Part-time","1985","North Rhine-Westphalia","Female","163","0.100621998785614","0.0853983042308204","0.115845693340408"
"Part-time","1985","Hesse","Male","","","",""
"Part-time","1985","Hesse","Female","67","0.130327403488806","0.10259192646787","0.158062880509742"
"Part-time","1985","Rhineland-Palatinate,Saarland","Male","","","",""
"Part-time","1985","Rhineland-Palatinate,Saarland","Female","35","0.0875257070082367","0.0595141115868855","0.115537302429588"
"Part-time","1985","Baden-Württemberg","Male","","","",""
"Part-time","1985","Baden-Württemberg","Female","134","0.133234882279896","0.112491553915688","0.153978210644103"
"Part-time","1985","Bavaria","Male","","","",""
"Part-time","1985","Bavaria","Female","141","0.133080138788453","0.112028098621369","0.154132178955536"
"Part-time","1985","Berlin","Male","","","",""
"Part-time","1985","Berlin","Female","","","",""
"Part-time","1985","Brandenburg","Male","","","",""
"Part-time","1985","Brandenburg","Female","","","",""
"Part-time","1985","Mecklenburg-Western Pomerania","Male","","","",""
"Part-time","1985","Mecklenburg-Western Pomerania","Female","","","",""
"Part-time","1985","Saxony","Male","","","",""
"Part-time","1985","Saxony","Female","","","",""
"Part-time","1985","Saxony-Anhalt","Male","","","",""
"Part-time","1985","Saxony-Anhalt","Female","","","",""
"Part-time","1985","Thuringia","Male","","","",""
"Part-time","1985","Thuringia","Female","","","",""
"Non-working","1985","Schleswig-Holstein","Male","48","0.315498867954468","0.245846477833521","0.385151258075414"
"Non-working","1985","Schleswig-Holstein","Female","101","0.600408555728306","0.529441943638803","0.671375167817809"
"Non-working","1985","Hamburg","Male","42","0.373909570577234","0.293762824206459","0.45405631694801"
"Non-working","1985","Hamburg","Female","72","0.57690750403912","0.495360259665665","0.658454748412574"
"Non-working","1985","Lower Saxony","Male","188","0.38562102528333","0.3446055278149","0.42663652275176"
"Non-working","1985","Lower Saxony","Female","335","0.622602013299818","0.582703050005648","0.662500976593988"
"Non-working","1985","Bremen","Male","","","",""
"Non-working","1985","Bremen","Female","46","0.823243534104137","0.728291545379562","0.918195522828712"
"Non-working","1985","North Rhine-Westphalia","Male","379","0.308958590535098","0.285370025451901","0.332547155618296"
"Non-working","1985","North Rhine-Westphalia","Female","904","0.633809034418187","0.609428934176944","0.65818913465943"
"Non-working","1985","Hesse","Male","141","0.329335256635969","0.290854586092682","0.367815927179256"
"Non-working","1985","Hesse","Female","322","0.611464580823827","0.571309469342277","0.651619692305378"
"Non-working","1985","Rhineland-Palatinate,Saarland","Male","116","0.359645032748014","0.311646285409904","0.407643780086125"
"Non-working","1985","Rhineland-Palatinate,Saarland","Female","239","0.636749141926209","0.58907891482115","0.684419369031268"
"Non-working","1985","Baden-Württemberg","Male","221","0.27430817766055","0.247007721562901","0.301608633758198"
"Non-working","1985","Baden-Württemberg","Female","511","0.537589872933792","0.507155947917584","0.56802379795"
"Non-working","1985","Bavaria","Male","226","0.298773101137604","0.269115393815659","0.328430808459549"
"Non-working","1985","Bavaria","Female","499","0.560086247935067","0.529321078234631","0.590851417635504"
"Non-working","1985","Berlin","Male","51","0.298313264634145","0.230911793824069","0.365714735444221"
"Non-working","1985","Berlin","Female","89","0.553894208396835","0.483398326120566","0.624390090673103"
"Non-working","1985","Brandenburg","Male","","","",""
"Non-working","1985","Brandenburg","Female","","","",""
"Non-working","1985","Mecklenburg-Western Pomerania","Male","","","",""
"Non-working","1985","Mecklenburg-Western Pomerania","Female","","","",""
"Non-working","1985","Saxony","Male","","","",""
"Non-working","1985","Saxony","Female","","","",""
"Non-working","1985","Saxony-Anhalt","Male","","","",""
"Non-working","1985","Saxony-Anhalt","Female","","","",""
"Non-working","1985","Thuringia","Male","","","",""
"Non-working","1985","Thuringia","Female","","","",""
"Other","1985","Schleswig-Holstein","Male","","","",""
"Other","1985","Schleswig-Holstein","Female","","","",""
"Other","1985","Hamburg","Male","","","",""
"Other","1985","Hamburg","Female","","","",""
"Other","1985","Lower Saxony","Male","","","",""
"Other","1985","Lower Saxony","Female","","","",""
"Other","1985","Bremen","Male","","","",""
"Other","1985","Bremen","Female","","","",""
"Other","1985","North Rhine-Westphalia","Male","63","0.0409840308219203","0.0308631198769648","0.0511049417668758"
"Other","1985","North Rhine-Westphalia","Female","77","0.0506362406675743","0.0395406733230858","0.0617318080120629"
"Other","1985","Hesse","Male","","","",""
"Other","1985","Hesse","Female","","","",""
"Other","1985","Rhineland-Palatinate,Saarland","Male","","","",""
"Other","1985","Rhineland-Palatinate,Saarland","Female","","","",""
"Other","1985","Baden-Württemberg","Male","44","0.039847806960695","0.0278791157578379","0.051816498163552"
"Other","1985","Baden-Württemberg","Female","53","0.0569880237830841","0.0428376093033567","0.0711384382628114"
"Other","1985","Bavaria","Male","32","0.0363334686468067","0.0242092331799372","0.0484577041136762"
"Other","1985","Bavaria","Female","59","0.05982037930993","0.0451217076447166","0.0745190509751435"
"Other","1985","Berlin","Male","","","",""
"Other","1985","Berlin","Female","","","",""
"Other","1985","Brandenburg","Male","","","",""
"Other","1985","Brandenburg","Female","","","",""
"Other","1985","Mecklenburg-Western Pomerania","Male","","","",""
"Other","1985","Mecklenburg-Western Pomerania","Female","","","",""
"Other","1985","Saxony","Male","","","",""
"Other","1985","Saxony","Female","","","",""
"Other","1985","Saxony-Anhalt","Male","","","",""
"Other","1985","Saxony-Anhalt","Female","","","",""
"Other","1985","Thuringia","Male","","","",""
"Other","1985","Thuringia","Female","","","",""
"Full-time","1986","Schleswig-Holstein","Male","109","0.66965340687312","0.596546318723811","0.742760495022428"
"Full-time","1986","Schleswig-Holstein","Female","42","0.247950485827888","0.182061652421961","0.313839319233816"
"Full-time","1986","Hamburg","Male","80","0.57541394519764","0.489785874173509","0.661042016221771"
"Full-time","1986","Hamburg","Female","37","0.264293982891556","0.18790356284266","0.340684402940453"
"Full-time","1986","Lower Saxony","Male","338","0.581300567453263","0.539766926200948","0.622834208705578"
"Full-time","1986","Lower Saxony","Female","125","0.196838708132192","0.164168748665063","0.229508667599322"
"Full-time","1986","Bremen","Male","","","",""
"Full-time","1986","Bremen","Female","","","",""
"Full-time","1986","North Rhine-Westphalia","Male","948","0.608005076883267","0.582719643246408","0.633290510520126"
"Full-time","1986","North Rhine-Westphalia","Female","345","0.213640238429259","0.19245561170168","0.234824865156838"
"Full-time","1986","Hesse","Male","355","0.603415802828744","0.561650193133108","0.645181412524381"
"Full-time","1986","Hesse","Female","144","0.216513160548549","0.181315546752951","0.251710774344148"
"Full-time","1986","Rhineland-Palatinate,Saarland","Male","251","0.601726532352703","0.552441079144426","0.65101198556098"
"Full-time","1986","Rhineland-Palatinate,Saarland","Female","106","0.241872560670463","0.199535936551329","0.284209184789596"
"Full-time","1986","Baden-Württemberg","Male","738","0.670835667818025","0.641941133824559","0.699730201811492"
"Full-time","1986","Baden-Württemberg","Female","323","0.276398934112914","0.248555099549583","0.304242768676245"
"Full-time","1986","Bavaria","Male","585","0.63733853264373","0.60513177509367","0.669545290193789"
"Full-time","1986","Bavaria","Female","287","0.256396844791741","0.228333878996919","0.284459810586562"
"Full-time","1986","Berlin","Male","128","0.701273762766346","0.633845505148069","0.768702020384622"
"Full-time","1986","Berlin","Female","57","0.284455930842875","0.218178787758373","0.350733073927378"
"Full-time","1986","Brandenburg","Male","","","",""
"Full-time","1986","Brandenburg","Female","","","",""
"Full-time","1986","Mecklenburg-Western Pomerania","Male","","","",""
"Full-time","1986","Mecklenburg-Western Pomerania","Female","","","",""
"Full-time","1986","Saxony","Male","","","",""
"Full-time","1986","Saxony","Female","","","",""
"Full-time","1986","Saxony-Anhalt","Male","","","",""
"Full-time","1986","Saxony-Anhalt","Female","","","",""
"Full-time","1986","Thuringia","Male","","","",""
"Full-time","1986","Thuringia","Female","","","",""
"Part-time","1986","Schleswig-Holstein","Male","","","",""
"Part-time","1986","Schleswig-Holstein","Female","","","",""
"Part-time","1986","Hamburg","Male","","","",""
"Part-time","1986","Hamburg","Female","","","",""
"Part-time","1986","Lower Saxony","Male","","","",""
"Part-time","1986","Lower Saxony","Female","65","0.104564992572991","0.0794228579226671","0.129707127223316"
"Part-time","1986","Bremen","Male","","","",""
"Part-time","1986","Bremen","Female","","","",""
"Part-time","1986","North Rhine-Westphalia","Male","","","",""
"Part-time","1986","North Rhine-Westphalia","Female","131","0.0862180864450106","0.0717107021069775","0.100725470783044"
"Part-time","1986","Hesse","Male","","","",""
"Part-time","1986","Hesse","Female","56","0.118883934022955","0.0912251321731356","0.146542735872774"
"Part-time","1986","Rhineland-Palatinate,Saarland","Male","","","",""
"Part-time","1986","Rhineland-Palatinate,Saarland","Female","31","0.0813363697727594","0.0543109486639015","0.108361790881617"
"Part-time","1986","Baden-Württemberg","Male","","","",""
"Part-time","1986","Baden-Württemberg","Female","115","0.117945089524014","0.0978634573985751","0.138026721649452"
"Part-time","1986","Bavaria","Male","","","",""
"Part-time","1986","Bavaria","Female","108","0.106953719150191","0.087090869952606","0.126816568347776"
"Part-time","1986","Berlin","Male","","","",""
"Part-time","1986","Berlin","Female","","","",""
"Part-time","1986","Brandenburg","Male","","","",""
"Part-time","1986","Brandenburg","Female","","","",""
"Part-time","1986","Mecklenburg-Western Pomerania","Male","","","",""
"Part-time","1986","Mecklenburg-Western Pomerania","Female","","","",""
"Part-time","1986","Saxony","Male","","","",""
"Part-time","1986","Saxony","Female","","","",""
"Part-time","1986","Saxony-Anhalt","Male","","","",""
"Part-time","1986","Saxony-Anhalt","Female","","","",""
"Part-time","1986","Thuringia","Male","","","",""
"Part-time","1986","Thuringia","Female","","","",""
"Non-working","1986","Schleswig-Holstein","Male","40","0.268645380782171","0.199747919094479","0.337542842469863"
"Non-working","1986","Schleswig-Holstein","Female","88","0.56551922624614","0.489885571327304","0.641152881164976"
"Non-working","1986","Hamburg","Male","41","0.37395716569318","0.290135543695227","0.457778787691133"
"Non-working","1986","Hamburg","Female","72","0.617341240697779","0.533141339684214","0.701541141711344"
"Non-working","1986","Lower Saxony","Male","170","0.354065519305318","0.313804524706529","0.394326513904107"
"Non-working","1986","Lower Saxony","Female","328","0.620381101586646","0.580506610805301","0.660255592367992"
"Non-working","1986","Bremen","Male","","","",""
"Non-working","1986","Bremen","Female","39","0.742956329672883","0.631448032024856","0.85446462732091"
"Non-working","1986","North Rhine-Westphalia","Male","389","0.325211152198829","0.300948222197168","0.349474082200491"
"Non-working","1986","North Rhine-Westphalia","Female","875","0.64153871869425","0.616753017449069","0.666324419939431"
"Non-working","1986","Hesse","Male","144","0.336161556875962","0.295829719618511","0.376493394133414"
"Non-working","1986","Hesse","Female","275","0.582275063594994","0.540128272415003","0.624421854774984"
"Non-working","1986","Rhineland-Palatinate,Saarland","Male","110","0.351054176733948","0.303001257200314","0.399107096267582"
"Non-working","1986","Rhineland-Palatinate,Saarland","Female","237","0.637704668325823","0.590182857301017","0.685226479350629"
"Non-working","1986","Baden-Württemberg","Male","216","0.272073838686004","0.244709289796404","0.299438387575604"
"Non-working","1986","Baden-Württemberg","Female","484","0.537081852220466","0.506037428233313","0.56812627620762"
"Non-working","1986","Bavaria","Male","224","0.312575750806895","0.28152291448281","0.343628587130981"
"Non-working","1986","Bavaria","Female","457","0.556804967734684","0.524878151738058","0.588731783731311"
"Non-working","1986","Berlin","Male","39","0.242618410693782","0.179467341692558","0.305769479695006"
"Non-working","1986","Berlin","Female","89","0.582041105444533","0.509583879272333","0.654498331616733"
"Non-working","1986","Brandenburg","Male","","","",""
"Non-working","1986","Brandenburg","Female","","","",""
"Non-working","1986","Mecklenburg-Western Pomerania","Male","","","",""
"Non-working","1986","Mecklenburg-Western Pomerania","Female","","","",""
"Non-working","1986","Saxony","Male","","","",""
"Non-working","1986","Saxony","Female","","","",""
"Non-working","1986","Saxony-Anhalt","Male","","","",""
"Non-working","1986","Saxony-Anhalt","Female","","","",""
"Non-working","1986","Thuringia","Male","","","",""
"Non-working","1986","Thuringia","Female","","","",""
"Other","1986","Schleswig-Holstein","Male","","","",""
"Other","1986","Schleswig-Holstein","Female","","","",""
"Other","1986","Hamburg","Male","","","",""
"Other","1986","Hamburg","Female","","","",""
"Other","1986","Lower Saxony","Male","","","",""
"Other","1986","Lower Saxony","Female","51","0.0782151977081702","0.0561528206170524","0.100277574799288"
"Other","1986","Bremen","Male","","","",""
"Other","1986","Bremen","Female","","","",""
"Other","1986","North Rhine-Westphalia","Male","77","0.0545325667304006","0.0427720111473112","0.0662931223134899"
"Other","1986","North Rhine-Westphalia","Female","87","0.0586029564314803","0.0464630643495719","0.0707428485133887"
"Other","1986","Hesse","Male","","","",""
"Other","1986","Hesse","Female","51","0.0823278418335023","0.0588384181111734","0.105817265555831"
"Other","1986","Rhineland-Palatinate,Saarland","Male","","","",""
"Other","1986","Rhineland-Palatinate,Saarland","Female","","","",""
"Other","1986","Baden-Württemberg","Male","51","0.0433089197135482","0.0307926251651312","0.0558252142619652"
"Other","1986","Baden-Württemberg","Female","69","0.0685741241426062","0.0528391675975402","0.0843090806876723"
"Other","1986","Bavaria","Male","36","0.0365491214791477","0.0239782765687561","0.0491199663895394"
"Other","1986","Bavaria","Female","78","0.0798444683233844","0.0624240069048649","0.0972649297419039"
"Other","1986","Berlin","Male","","","",""
"Other","1986","Berlin","Female","","","",""
"Other","1986","Brandenburg","Male","","","",""
"Other","1986","Brandenburg","Female","","","",""
"Other","1986","Mecklenburg-Western Pomerania","Male","","","",""
"Other","1986","Mecklenburg-Western Pomerania","Female","","","",""
"Other","1986","Saxony","Male","","","",""
"Other","1986","Saxony","Female","","","",""
"Other","1986","Saxony-Anhalt","Male","","","",""
"Other","1986","Saxony-Anhalt","Female","","","",""
"Other","1986","Thuringia","Male","","","",""
"Other","1986","Thuringia","Female","","","",""
"Full-time","1987","Schleswig-Holstein","Male","105","0.650162790037571","0.575323467514152","0.72500211256099"
"Full-time","1987","Schleswig-Holstein","Female","39","0.205022086939509","0.144154989084943","0.265889184794075"
"Full-time","1987","Hamburg","Male","69","0.5875889347319","0.496825519679665","0.678352349784135"
"Full-time","1987","Hamburg","Female","32","0.235735861702003","0.157475214030653","0.313996509373353"
"Full-time","1987","Lower Saxony","Male","331","0.575350710392289","0.533699177791463","0.617002242993115"
"Full-time","1987","Lower Saxony","Female","129","0.197963243376458","0.165165347869508","0.230761138883408"
"Full-time","1987","Bremen","Male","","","",""
"Full-time","1987","Bremen","Female","","","",""
"Full-time","1987","North Rhine-Westphalia","Male","941","0.623293717258385","0.598143824667513","0.648443609849257"
"Full-time","1987","North Rhine-Westphalia","Female","339","0.223888330731884","0.202153570884154","0.245623090579614"
"Full-time","1987","Hesse","Male","368","0.613762853397163","0.572428437339912","0.655097269454414"
"Full-time","1987","Hesse","Female","145","0.208169176712484","0.173571680616609","0.242766672808359"
"Full-time","1987","Rhineland-Palatinate,Saarland","Male","245","0.587327357824875","0.537893038580504","0.636761677069246"
"Full-time","1987","Rhineland-Palatinate,Saarland","Female","90","0.206804022245811","0.166556140096196","0.247051904395426"
"Full-time","1987","Baden-Württemberg","Male","718","0.683424718763561","0.654494127548905","0.712355309978217"
"Full-time","1987","Baden-Württemberg","Female","313","0.270513217269532","0.242785597360603","0.298240837178461"
"Full-time","1987","Bavaria","Male","576","0.651622110666787","0.619285964175575","0.683958257157998"
"Full-time","1987","Bavaria","Female","297","0.285495200416029","0.256004324181868","0.31498607665019"
"Full-time","1987","Berlin","Male","123","0.669796989101469","0.601472796699711","0.738121181503226"
"Full-time","1987","Berlin","Female","65","0.312500044484968","0.245344182931896","0.379655906038041"
"Full-time","1987","Brandenburg","Male","","","",""
"Full-time","1987","Brandenburg","Female","","","",""
"Full-time","1987","Mecklenburg-Western Pomerania","Male","","","",""
"Full-time","1987","Mecklenburg-Western Pomerania","Female","","","",""
"Full-time","1987","Saxony","Male","","","",""
"Full-time","1987","Saxony","Female","","","",""
"Full-time","1987","Saxony-Anhalt","Male","","","",""
"Full-time","1987","Saxony-Anhalt","Female","","","",""
"Full-time","1987","Thuringia","Male","","","",""
"Full-time","1987","Thuringia","Female","","","",""
"Part-time","1987","Schleswig-Holstein","Male","","","",""
"Part-time","1987","Schleswig-Holstein","Female","","","",""
"Part-time","1987","Hamburg","Male","","","",""
"Part-time","1987","Hamburg","Female","","","",""
"Part-time","1987","Lower Saxony","Male","","","",""
"Part-time","1987","Lower Saxony","Female","83","0.139628686273933","0.111099666604972","0.168157705942894"
"Part-time","1987","Bremen","Male","","","",""
