"erwst","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence","value"
"Non-working","1991","Bavaria","Full Time","12","","","","5"
"Non-working","1991","Bavaria","Part Time","70","0.224792365410909","0.178096470544396","0.271488260277423","5"
"Non-working","1991","Berlin","Part Time","25","","","","5"
"Non-working","1991","Thuringia","Full Time","","","","","5"
"Non-working","1991","Rhineland-Palatinate,Saarland","Full Time","8","","","","5"
"Non-working","1991","Rhineland-Palatinate,Saarland","Part Time","22","","","","5"
"Other","1991","Schleswig-Holstein","Full Time","9","","","","6"
"Other","1991","Schleswig-Holstein","Part Time","13","","","","6"
"Other","1991","Schleswig-Holstein","Not Working","4","","","","6"
"Other","1991","Hamburg","Full Time","3","","","","6"
"Other","1991","Hamburg","Part Time","6","","","","6"
"Other","1991","Hamburg","Not Working","2","","","","6"
"Other","1991","Rhineland-Palatinate,Saarland","Full Time","14","","","","6"
"Other","1991","Hesse","Full Time","25","","","","6"
"Other","1991","Hesse","Part Time","26","","","","6"
"Other","1991","Hesse","Not Working","3","","","","6"
"Other","1991","Rhineland-Palatinate,Saarland","Not Working","5","","","","6"
"Other","1991","Baden-Württemberg","Full Time","53","0.0613348308551865","0.0458887906351781","0.0767808710751949","6"
"Other","1991","Baden-Württemberg","Part Time","65","0.198418081137647","0.156274304786535","0.240561857488758","6"
"Other","1991","Baden-Württemberg","Not Working","9","","","","6"
"Other","1991","Bavaria","Full Time","45","0.051628039121446","0.0362562745245013","0.0669998037183907","6"
"Other","1991","Bavaria","Part Time","46","0.156925207320832","0.116237959793973","0.197612454847691","6"
"Other","1991","Bavaria","Not Working","2","","","","6"
"Other","1991","Berlin","Full Time","7","","","","6"
"Other","1991","Berlin","Part Time","14","","","","6"
"Other","1991","Berlin","Not Working","","","","","6"
"Other","1991","Brandenburg","Full Time","","","","","6"
"Other","1991","Brandenburg","Part Time","","","","","6"
"Other","1991","Lower Saxony","Full Time","20","","","","6"
"Other","1991","Lower Saxony","Part Time","37","0.212260984193798","0.151849706382451","0.272672262005144","6"
"Other","1991","Lower Saxony","Not Working","6","","","","6"
"Other","1991","North Rhine-Westphalia","Full Time","74","0.0575450733346888","0.044102952167059","0.0709871945023186","6"
"Other","1991","North Rhine-Westphalia","Part Time","73","0.157423820714168","0.123699058458024","0.191148582970313","6"
"Other","1991","North Rhine-Westphalia","Not Working","22","","","","6"
"Other","1991","Rhineland-Palatinate,Saarland","Part Time","19","","","","6"
"Other","1991","Bremen","Full Time","2","","","","6"
"Other","1991","Bremen","Part Time","3","","","","6"
"Other","1991","Bremen","Not Working","1","","","","6"
"Other","1991","Brandenburg","Not Working","","","","","6"
"Other","1991","Mecklenburg-Western Pomerania","Full Time","","","","","6"
"Other","1991","Mecklenburg-Western Pomerania","Part Time","","","","","6"
"Other","1991","Mecklenburg-Western Pomerania","Not Working","","","","","6"
"Other","1991","Saxony","Full Time","","","","","6"
"Other","1991","Saxony","Part Time","","","","","6"
"Other","1991","Saxony","Not Working","","","","","6"
"Other","1991","Saxony-Anhalt","Full Time","","","","","6"
"Other","1991","Saxony-Anhalt","Part Time","","","","","6"
"Other","1991","Saxony-Anhalt","Not Working","","","","","6"
"Other","1991","Thuringia","Full Time","","","","","6"
"Other","1991","Thuringia","Part Time","","","","","6"
"Other","1991","Thuringia","Not Working","","","","","6"
"Part-time","1991","Schleswig-Holstein","Part Time","30","0.399191004351445","0.28527689919298","0.51310510950991","2"
"Part-time","1991","Hamburg","Part Time","9","","","","2"
"Part-time","1991","Schleswig-Holstein","Full Time","","","","","2"
"Part-time","1991","Schleswig-Holstein","Not Working","1","","","","2"
"Part-time","1991","Hamburg","Full Time","2","","","","2"
"Part-time","1991","Hamburg","Not Working","1","","","","2"
"Part-time","1991","Lower Saxony","Full Time","6","","","","2"
"Part-time","1991","Lower Saxony","Not Working","2","","","","2"
"Part-time","1991","Bremen","Full Time","","","","","2"
"Part-time","1991","Lower Saxony","Part Time","68","0.386403868017917","0.314466623878103","0.45834111215773","2"
"Part-time","1991","Bremen","Part Time","3","","","","2"
"Part-time","1991","Bremen","Not Working","1","","","","2"
"Part-time","1991","North Rhine-Westphalia","Full Time","12","","","","2"
"Part-time","1991","North Rhine-Westphalia","Part Time","164","0.392616201987484","0.347396802122639","0.437835601852329","2"
"Part-time","1991","North Rhine-Westphalia","Not Working","12","","","","2"
"Part-time","1991","Hesse","Part Time","79","0.441167366148707","0.370750940427281","0.511583791870133","2"
"Part-time","1991","Hesse","Full Time","3","","","","2"
"Part-time","1991","Hesse","Not Working","2","","","","2"
"Part-time","1991","Rhineland-Palatinate,Saarland","Full Time","4","","","","2"
"Part-time","1991","Baden-Württemberg","Full Time","8","","","","2"
"Part-time","1991","Rhineland-Palatinate,Saarland","Part Time","41","0.385035151458561","0.294916555733767","0.475153747183354","2"
"Part-time","1991","Rhineland-Palatinate,Saarland","Not Working","","","","","2"
"Part-time","1991","Baden-Württemberg","Part Time","143","0.462741018070324","0.41005083457823","0.515431201562419","2"
"Part-time","1991","Bavaria","Part Time","123","0.419339293448306","0.364141349395954","0.474537237500659","2"
"Part-time","1991","Bavaria","Not Working","","","","","2"
"Part-time","1991","Berlin","Full Time","2","","","","2"
"Part-time","1991","Baden-Württemberg","Not Working","7","","","","2"
"Part-time","1991","Bavaria","Full Time","7","","","","2"
"Part-time","1991","Berlin","Part Time","20","","","","2"
"Part-time","1991","Berlin","Not Working","","","","","2"
"Part-time","1991","Brandenburg","Full Time","","","","","2"
"Part-time","1991","Brandenburg","Part Time","","","","","2"
"Part-time","1991","Thuringia","Not Working","","","","","2"
"Part-time","1991","Brandenburg","Not Working","","","","","2"
"Part-time","1991","Mecklenburg-Western Pomerania","Full Time","","","","","2"
"Part-time","1991","Mecklenburg-Western Pomerania","Part Time","","","","","2"
"Part-time","1991","Mecklenburg-Western Pomerania","Not Working","","","","","2"
"Part-time","1991","Saxony","Not Working","","","","","2"
"Part-time","1991","Saxony-Anhalt","Not Working","","","","","2"
"Part-time","1991","Thuringia","Full Time","","","","","2"
"Part-time","1991","Thuringia","Part Time","","","","","2"
"Part-time","1991","Saxony","Full Time","","","","","2"
"Part-time","1991","Saxony","Part Time","","","","","2"
"Part-time","1991","Saxony-Anhalt","Full Time","","","","","2"
"Part-time","1991","Saxony-Anhalt","Part Time","","","","","2"
"Full-time","1992","Schleswig-Holstein","Full Time","107","0.939222799173131","0.895744378855647","0.982701219490616","1"
"Full-time","1992","Schleswig-Holstein","Part Time","10","","","","1"
"Full-time","1992","Schleswig-Holstein","Not Working","","","","","1"
"Full-time","1992","Hamburg","Full Time","64","0.949401884283271","0.898420557553167","1.00038321101338","1"
"Full-time","1992","Hamburg","Part Time","6","","","","1"
"Full-time","1992","Hamburg","Not Working","","","","","1"
"Full-time","1992","Lower Saxony","Full Time","398","0.915164063571795","0.888979648872768","0.941348478270822","1"
"Full-time","1992","Lower Saxony","Part Time","32","0.151804746176718","0.0981788625295784","0.205430629823857","1"
"Full-time","1992","Lower Saxony","Not Working","5","","","","1"
"Full-time","1992","Bremen","Full Time","32","0.95548421082053","0.886161198119899","1.02480722352116","1"
"Full-time","1992","Bremen","Part Time","3","","","","1"
"Full-time","1992","Bremen","Not Working","","","","","1"
"Full-time","1992","North Rhine-Westphalia","Full Time","1043","0.915594582635515","0.899506542164036","0.931682623106995","1"
"Full-time","1992","North Rhine-Westphalia","Part Time","103","0.212922559963502","0.175754088234316","0.250091031692689","1"
"Full-time","1992","North Rhine-Westphalia","Not Working","6","","","","1"
"Full-time","1992","Hesse","Full Time","412","0.90245866965461","0.87525684799461","0.929660491314611","1"
"Full-time","1992","Hesse","Part Time","35","0.174428915198079","0.118992094541824","0.229865735854334","1"
"Full-time","1992","Hesse","Not Working","1","","","","1"
"Full-time","1992","Rhineland-Palatinate,Saarland","Full Time","270","0.937077617413536","0.909415042864588","0.964740191962484","1"
"Full-time","1992","Rhineland-Palatinate,Saarland","Part Time","17","","","","1"
"Full-time","1992","Rhineland-Palatinate,Saarland","Not Working","3","","","","1"
"Full-time","1992","Baden-Württemberg","Full Time","813","0.904112043352561","0.884886489728427","0.923337596976694","1"
"Full-time","1992","Baden-Württemberg","Part Time","77","0.196080525844829","0.154124690170452","0.238036361519206","1"
"Full-time","1992","Baden-Württemberg","Not Working","9","","","","1"
"Full-time","1992","Bavaria","Full Time","747","0.925267082438043","0.90721369047888","0.943320474397206","1"
"Full-time","1992","Bavaria","Part Time","66","0.155224935047764","0.115487115242477","0.194962754853051","1"
"Full-time","1992","Bavaria","Not Working","10","","","","1"
"Full-time","1992","Berlin","Full Time","278","0.875481892533558","0.839585876525542","0.911377908541574","1"
"Full-time","1992","Berlin","Part Time","34","0.330725027242944","0.24073606066433","0.420713993821559","1"
"Full-time","1992","Berlin","Not Working","5","","","","1"
"Full-time","1992","Brandenburg","Full Time","324","0.87284658104163","0.838992611454218","0.906700550629041","1"
"Full-time","1992","Brandenburg","Part Time","37","0.29995417352711","0.217274685771372","0.382633661282849","1"
"Full-time","1992","Brandenburg","Not Working","","","","","1"
"Full-time","1992","Mecklenburg-Western Pomerania","Full Time","182","0.794480455705882","0.741798481108988","0.847162430302776","1"
"Full-time","1992","Mecklenburg-Western Pomerania","Part Time","33","0.314447442749708","0.21905327882039","0.409841606679026","1"
"Full-time","1992","Mecklenburg-Western Pomerania","Not Working","2","","","","1"
"Full-time","1992","Saxony","Full Time","519","0.803230167846398","0.772308672238987","0.834151663453809","1"
"Full-time","1992","Saxony","Part Time","76","0.331780605291384","0.269702709139033","0.393858501443735","1"
"Full-time","1992","Saxony","Not Working","1","","","","1"
"Full-time","1992","Saxony-Anhalt","Full Time","357","0.844697627623002","0.810058804508666","0.879336450737339","1"
"Full-time","1992","Saxony-Anhalt","Part Time","53","0.372422679736154","0.293733363698079","0.45111199577423","1"
"Full-time","1992","Saxony-Anhalt","Not Working","3","","","","1"
"Full-time","1992","Thuringia","Full Time","296","0.819349670558506","0.779328670645436","0.859370670471576","1"
"Full-time","1992","Thuringia","Part Time","51","0.344591007301496","0.267238880765079","0.421943133837913","1"
"Full-time","1992","Thuringia","Not Working","5","","","","1"
"Non-working","1992","Schleswig-Holstein","Full Time","2","","","","5"
"Non-working","1992","Schleswig-Holstein","Part Time","9","","","","5"
"Non-working","1992","Schleswig-Holstein","Not Working","95","0.985264819272144","0.961286626619914","1.00924301192437","5"
"Non-working","1992","Hamburg","Full Time","1","","","","5"
"Non-working","1992","Hamburg","Part Time","2","","","","5"
"Non-working","1992","Brandenburg","Not Working","175","0.992015038167495","0.97894028074668","1.00508979558831","5"
"Non-working","1992","Mecklenburg-Western Pomerania","Not Working","92","0.952978819612775","0.911695387829204","0.994262251396347","5"
"Non-working","1992","Saxony","Full Time","81","0.145814920194264","0.1183651823419","0.173264658046629","5"
"Non-working","1992","Saxony","Part Time","95","0.470045282043599","0.404242965269944","0.535847598817255","5"
"Non-working","1992","Hamburg","Not Working","62","1","1","1","5"
"Non-working","1992","Lower Saxony","Full Time","6","","","","5"
"Non-working","1992","Lower Saxony","Part Time","55","0.311232932004753","0.242039825910688","0.380426038098819","5"
"Non-working","1992","Lower Saxony","Not Working","361","0.983736953277436","0.970813915040089","0.996659991514784","5"
"Non-working","1992","Bremen","Full Time","","","","","5"
"Non-working","1992","Bavaria","Not Working","495","0.968512206955189","0.953429887435564","0.983594526474815","5"
"Non-working","1992","Berlin","Not Working","167","0.982583398904652","0.963089825709592","1.00207697209971","5"
"Non-working","1992","Brandenburg","Full Time","31","0.0821571366784693","0.054252046119633","0.110062227237306","5"
"Non-working","1992","Brandenburg","Part Time","54","0.451807133506261","0.362012513048908","0.541601753963615","5"
"Non-working","1992","Mecklenburg-Western Pomerania","Full Time","29","","","","5"
"Non-working","1992","Mecklenburg-Western Pomerania","Part Time","40","0.519125779697002","0.416470937285443","0.621780622108561","5"
"Non-working","1992","Saxony","Not Working","301","0.978274566763728","0.962019698446594","0.994529435080863","5"
"Non-working","1992","Saxony-Anhalt","Full Time","37","0.0988137944322277","0.0702747451298372","0.127352843734618","5"
"Non-working","1992","Saxony-Anhalt","Part Time","56","0.412806779862376","0.332670714154734","0.492942845570019","5"
"Non-working","1992","Saxony-Anhalt","Not Working","204","0.976205582131823","0.955785880602051","0.996625283661595","5"
"Non-working","1992","Thuringia","Part Time","58","0.43889212759169","0.358119136333465","0.519665118849916","5"
"Non-working","1992","Thuringia","Not Working","173","0.950721490599295","0.919361351310004","0.982081629888585","5"
"Non-working","1992","Bremen","Part Time","4","","","","5"
"Non-working","1992","Bremen","Not Working","46","0.979635344329811","0.939255009052647","1.02001567960698","5"
"Non-working","1992","North Rhine-Westphalia","Full Time","30","0.0262266515395416","0.0169782485143218","0.0354750545647614","5"
"Non-working","1992","North Rhine-Westphalia","Part Time","108","0.22003136000497","0.182418531400958","0.257644188608981","5"
"Non-working","1992","North Rhine-Westphalia","Not Working","898","0.978853430846688","0.969591809610523","0.988115052082854","5"
"Non-working","1992","Hesse","Full Time","17","","","","5"
"Non-working","1992","Rhineland-Palatinate,Saarland","Not Working","245","0.98609848677873","0.971614023235692","1.00058295032177","5"
"Non-working","1992","Baden-Württemberg","Full Time","27","","","","5"
"Non-working","1992","Baden-Württemberg","Not Working","508","0.973091812679589","0.959289550898902","0.986894074460276","5"
"Non-working","1992","Bavaria","Full Time","23","","","","5"
"Non-working","1992","Bavaria","Part Time","71","0.245263856004994","0.198050257802269","0.292477454207719","5"
"Non-working","1992","Berlin","Full Time","27","","","","5"
"Non-working","1992","Berlin","Part Time","29","","","","5"
"Non-working","1992","Thuringia","Full Time","39","0.125548242497138","0.0910809507098139","0.160015534284462","5"
"Non-working","1992","Hesse","Part Time","38","0.185665221596802","0.128861261971895","0.242469181221709","5"
"Non-working","1992","Hesse","Not Working","321","0.998432491527392","0.994118183678239","1.00274679937654","5"
"Non-working","1992","Rhineland-Palatinate,Saarland","Full Time","10","","","","5"
"Non-working","1992","Rhineland-Palatinate,Saarland","Part Time","42","0.358816468870862","0.270379014582518","0.447253923159207","5"
"Non-working","1992","Baden-Württemberg","Part Time","82","0.254162218630138","0.208152820104137","0.300171617156138","5"
"Other","1992","Schleswig-Holstein","Full Time","6","","","","6"
"Other","1992","Schleswig-Holstein","Part Time","8","","","","6"
"Other","1992","Schleswig-Holstein","Not Working","","","","","6"
"Other","1992","Hamburg","Full Time","5","","","","6"
"Other","1992","Hamburg","Part Time","3","","","","6"
"Other","1992","Hamburg","Not Working","","","","","6"
"Other","1992","Rhineland-Palatinate,Saarland","Full Time","14","","","","6"
"Other","1992","Hesse","Full Time","19","","","","6"
"Other","1992","Hesse","Part Time","32","0.206411130605775","0.147285446493586","0.265536814717963","6"
"Other","1992","Hesse","Not Working","1","","","","6"
"Other","1992","Rhineland-Palatinate,Saarland","Not Working","1","","","","6"
"Other","1992","Baden-Württemberg","Full Time","48","0.0479035650194352","0.0339588358931258","0.0618482941457446","6"
"Other","1992","Baden-Württemberg","Part Time","46","0.129762736839343","0.0942517528998479","0.165273720778839","6"
"Other","1992","Baden-Württemberg","Not Working","6","","","","6"
"Other","1992","Bavaria","Full Time","33","0.0392248656691031","0.0258969911127431","0.052552740225463","6"
"Other","1992","Bavaria","Part Time","53","0.152021036980015","0.112620954230787","0.191421119729243","6"
"Other","1992","Bavaria","Not Working","5","","","","6"
"Other","1992","Berlin","Full Time","14","","","","6"
"Other","1992","Berlin","Part Time","17","","","","6"
"Other","1992","Berlin","Not Working","1","","","","6"
"Other","1992","Brandenburg","Full Time","13","","","","6"
"Other","1992","Brandenburg","Part Time","13","","","","6"
"Other","1992","Lower Saxony","Full Time","25","","","","6"
"Other","1992","Lower Saxony","Part Time","23","","","","6"
"Other","1992","North Rhine-Westphalia","Full Time","59","0.0455275665040979","0.0334637340843896","0.0575913989238061","6"
"Other","1992","North Rhine-Westphalia","Part Time","70","0.139745399717608","0.108265206110612","0.171225593324603","6"
"Other","1992","North Rhine-Westphalia","Not Working","11","","","","6"
"Other","1992","Rhineland-Palatinate,Saarland","Part Time","14","","","","6"
"Other","1992","Lower Saxony","Not Working","","","","","6"
"Other","1992","Bremen","Full Time","2","","","","6"
"Other","1992","Bremen","Part Time","1","","","","6"
"Other","1992","Bremen","Not Working","1","","","","6"
"Other","1992","Brandenburg","Not Working","3","","","","6"
"Other","1992","Mecklenburg-Western Pomerania","Full Time","13","","","","6"
"Other","1992","Mecklenburg-Western Pomerania","Part Time","3","","","","6"
"Other","1992","Mecklenburg-Western Pomerania","Not Working","6","","","","6"
"Other","1992","Saxony","Full Time","22","","","","6"
"Other","1992","Saxony","Part Time","22","","","","6"
"Other","1992","Saxony","Not Working","7","","","","6"
"Other","1992","Saxony-Anhalt","Full Time","20","","","","6"
"Other","1992","Saxony-Anhalt","Part Time","4","","","","6"
"Other","1992","Saxony-Anhalt","Not Working","7","","","","6"
"Other","1992","Thuringia","Full Time","9","","","","6"
"Other","1992","Thuringia","Part Time","12","","","","6"
"Other","1992","Thuringia","Not Working","5","","","","6"
"Part-time","1992","Schleswig-Holstein","Full Time","1","","","","2"
"Part-time","1992","Hamburg","Full Time","1","","","","2"
"Part-time","1992","Schleswig-Holstein","Part Time","32","0.489373122045208","0.361819152930803","0.616927091159613","2"
"Part-time","1992","Schleswig-Holstein","Not Working","2","","","","2"
"Part-time","1992","Lower Saxony","Part Time","62","0.390301758983452","0.317399398090746","0.463204119876159","2"
"Part-time","1992","Lower Saxony","Not Working","2","","","","2"
"Part-time","1992","Bremen","Not Working","","","","","2"
"Part-time","1992","North Rhine-Westphalia","Full Time","15","","","","2"
"Part-time","1992","Hamburg","Part Time","9","","","","2"
"Part-time","1992","Hamburg","Not Working","","","","","2"
"Part-time","1992","Lower Saxony","Full Time","6","","","","2"
"Part-time","1992","Hesse","Full Time","9","","","","2"
"Part-time","1992","Bremen","Full Time","","","","","2"
"Part-time","1992","Bremen","Part Time","4","","","","2"
"Part-time","1992","North Rhine-Westphalia","Part Time","185","0.42730068031392","0.382386315891395","0.472215044736445","2"
"Part-time","1992","North Rhine-Westphalia","Not Working","12","","","","2"
"Part-time","1992","Hesse","Part Time","75","0.433494732599344","0.361100206923546","0.505889258275142","2"
"Part-time","1992","Hesse","Not Working","","","","","2"
"Part-time","1992","Rhineland-Palatinate,Saarland","Not Working","2","","","","2"
"Part-time","1992","Rhineland-Palatinate,Saarland","Part Time","40","0.376890546560355","0.287539702078972","0.466241391041737","2"
"Part-time","1992","Rhineland-Palatinate,Saarland","Full Time","2","","","","2"
"Part-time","1992","Baden-Württemberg","Full Time","13","","","","2"
"Part-time","1992","Bavaria","Full Time","12","","","","2"
"Part-time","1992","Bavaria","Part Time","129","0.447490171967227","0.392925128678598","0.502055215255856","2"
"Part-time","1992","Baden-Württemberg","Part Time","139","0.41999451868569","0.367838224064386","0.472150813306994","2"
"Part-time","1992","Baden-Württemberg","Not Working","5","","","","2"
"Part-time","1992","Bavaria","Not Working","5","","","","2"
"Part-time","1992","Berlin","Part Time","25","","","","2"
"Part-time","1992","Berlin","Not Working","","","","","2"
"Part-time","1992","Brandenburg","Full Time","4","","","","2"
"Part-time","1992","Brandenburg","Not Working","","","","","2"
"Part-time","1992","Berlin","Full Time","6","","","","2"
"Part-time","1992","Brandenburg","Part Time","14","","","","2"
"Part-time","1992","Mecklenburg-Western Pomerania","Full Time","2","","","","2"
"Part-time","1992","Mecklenburg-Western Pomerania","Part Time","15","","","","2"
"Part-time","1992","Saxony","Part Time","28","","","","2"
"Part-time","1992","Mecklenburg-Western Pomerania","Not Working","1","","","","2"
"Part-time","1992","Saxony","Full Time","13","","","","2"
"Part-time","1992","Saxony","Not Working","","","","","2"
"Part-time","1992","Saxony-Anhalt","Not Working","","","","","2"
"Part-time","1992","Thuringia","Full Time","11","","","","2"
"Part-time","1992","Thuringia","Part Time","24","","","","2"
"Part-time","1992","Thuringia","Not Working","","","","","2"
"Part-time","1992","Saxony-Anhalt","Full Time","6","","","","2"
"Part-time","1992","Saxony-Anhalt","Part Time","32","0.193266105211413","0.128996284367565","0.25753592605526","2"
"Full-time","1993","Schleswig-Holstein","Not Working","1","","","","1"
"Full-time","1993","Hamburg","Full Time","63","0.995769123832349","0.979867093076785","1.01167115458791","1"
"Full-time","1993","Hamburg","Part Time","4","","","","1"
"Full-time","1993","Hamburg","Not Working","1","","","","1"
"Full-time","1993","Schleswig-Holstein","Full Time","111","0.858229977373729","0.797564687806598","0.918895266940861","1"
"Full-time","1993","Schleswig-Holstein","Part Time","11","","","","1"
"Full-time","1993","Lower Saxony","Full Time","392","0.914763285245185","0.888431886388081","0.941094684102288","1"
"Full-time","1993","Lower Saxony","Part Time","36","0.169977329867479","0.116285322032081","0.223669337702877","1"
"Full-time","1993","Lower Saxony","Not Working","3","","","","1"
"Full-time","1993","Bremen","Full Time","33","0.876667321801266","0.77071664888609","0.982617994716442","1"
"Full-time","1993","Bremen","Part Time","1","","","","1"
"Full-time","1993","Bremen","Not Working","","","","","1"
"Full-time","1993","North Rhine-Westphalia","Full Time","1034","0.928248233713669","0.913200980363482","0.943295487063856","1"
"Full-time","1993","North Rhine-Westphalia","Part Time","104","0.232533448840521","0.194136734808257","0.270930162872784","1"
"Full-time","1993","North Rhine-Westphalia","Not Working","12","","","","1"
"Full-time","1993","Hesse","Full Time","390","0.878490068359416","0.847822512664811","0.90915762405402","1"
"Full-time","1993","Hesse","Part Time","46","0.251561857174749","0.191872015845987","0.311251698503512","1"
"Full-time","1993","Hesse","Not Working","6","","","","1"
"Full-time","1993","Rhineland-Palatinate,Saarland","Full Time","251","0.888191091752495","0.851213604218661","0.925168579286328","1"
"Full-time","1993","Rhineland-Palatinate,Saarland","Part Time","15","","","","1"
"Full-time","1993","Rhineland-Palatinate,Saarland","Not Working","","","","","1"
"Full-time","1993","Baden-Württemberg","Full Time","805","0.903608528542908","0.884240958758337","0.922976098327478","1"
"Full-time","1993","Baden-Württemberg","Part Time","65","0.162855422763883","0.124607493806352","0.201103351721414","1"
"Full-time","1993","Baden-Württemberg","Not Working","17","","","","1"
"Full-time","1993","Bavaria","Full Time","730","0.918138024298081","0.899092775297724","0.937183273298438","1"
"Full-time","1993","Bavaria","Part Time","78","0.230658219144337","0.185548532109686","0.275767906178989","1"
"Full-time","1993","Bavaria","Not Working","5","","","","1"
"Full-time","1993","Berlin","Full Time","264","0.89583369447261","0.861092304224433","0.930575084720788","1"
"Full-time","1993","Berlin","Part Time","30","0.284430080982769","0.200878844795443","0.367981317170094","1"
"Full-time","1993","Berlin","Not Working","5","","","","1"
"Full-time","1993","Brandenburg","Full Time","287","0.863216287740533","0.82614240027735","0.900290175203716","1"
"Full-time","1993","Brandenburg","Part Time","28","","","","1"
"Full-time","1993","Brandenburg","Not Working","8","","","","1"
"Full-time","1993","Mecklenburg-Western Pomerania","Full Time","159","0.825691226674519","0.771605129105975","0.879777324243063","1"
"Full-time","1993","Mecklenburg-Western Pomerania","Part Time","28","","","","1"
"Full-time","1993","Mecklenburg-Western Pomerania","Not Working","1","","","","1"
"Full-time","1993","Saxony","Full Time","499","0.857088715945797","0.828482506237969","0.885694925653624","1"
"Full-time","1993","Saxony","Part Time","50","0.307711967346911","0.23685706654494","0.378566868148882","1"
"Full-time","1993","Saxony","Not Working","11","","","","1"
"Full-time","1993","Saxony-Anhalt","Full Time","326","0.874715804980553","0.841030322938547","0.908401287022558","1"
"Full-time","1993","Saxony-Anhalt","Part Time","45","0.323656168245724","0.245310765335089","0.40200157115636","1"
"Full-time","1993","Saxony-Anhalt","Not Working","3","","","","1"
"Full-time","1993","Thuringia","Full Time","274","0.864544934072825","0.826694167616306","0.902395700529344","1"
"Full-time","1993","Thuringia","Part Time","43","0.334380389568034","0.252968714627143","0.415792064508925","1"
"Full-time","1993","Thuringia","Not Working","3","","","","1"
"Non-working","1993","Schleswig-Holstein","Full Time","10","","","","5"
"Non-working","1993","Schleswig-Holstein","Part Time","10","","","","5"
"Non-working","1993","Schleswig-Holstein","Not Working","96","0.950366432960544","0.9080098718988","0.992722994022288","5"
"Non-working","1993","Hamburg","Full Time","1","","","","5"
"Non-working","1993","Hamburg","Part Time","4","","","","5"
"Non-working","1993","Hamburg","Not Working","58","0.973885697622137","0.933193111303955","1.01457828394032","5"
"Non-working","1993","Lower Saxony","Full Time","10","","","","5"
"Non-working","1993","Lower Saxony","Part Time","42","0.201517509008058","0.1441774338086","0.258857584207516","5"
"Non-working","1993","Lower Saxony","Not Working","353","0.967280316349395","0.94900444373392","0.985556188964869","5"
"Non-working","1993","Mecklenburg-Western Pomerania","Not Working","129","0.974854105489476","0.948245284752481","1.00146292622647","5"
"Non-working","1993","Saxony","Full Time","37","0.0786424846142056","0.0566407524753673","0.100644216753044","5"
"Non-working","1993","Saxony","Part Time","70","0.465258342779705","0.388685744777808","0.541830940781602","5"
"Non-working","1993","Saxony-Anhalt","Part Time","61","0.490051509619187","0.406342572347652","0.573760446890721","5"
"Non-working","1993","Thuringia","Not Working","206","0.936153893596977","0.903848310571304","0.96845947662265","5"
"Non-working","1993","Bremen","Full Time","1","","","","5"
"Non-working","1993","Bremen","Part Time","5","","","","5"
"Non-working","1993","Bremen","Not Working","46","1","1","1","5"
"Non-working","1993","North Rhine-Westphalia","Full Time","32","0.0222821916678465","0.0136763255610427","0.0308880577746503","5"
"Non-working","1993","North Rhine-Westphalia","Part Time","121","0.228497078287386","0.190335113387081","0.26665904318769","5"
"Non-working","1993","Berlin","Not Working","162","0.963365266713165","0.935207899484976","0.991522633941354","5"
"Non-working","1993","Brandenburg","Full Time","15","","","","5"
"Non-working","1993","Brandenburg","Not Working","198","0.949216155587745","0.919730985513081","0.978701325662409","5"
"Non-working","1993","Mecklenburg-Western Pomerania","Full Time","15","","","","5"
"Non-working","1993","Mecklenburg-Western Pomerania","Part Time","35","0.418456708245191","0.312963441666297","0.523949974824085","5"
"Non-working","1993","Saxony","Not Working","357","0.952391975018022","0.931066601322463","0.973717348713581","5"
"Non-working","1993","Saxony-Anhalt","Full Time","23","","","","5"
"Non-working","1993","Saxony-Anhalt","Not Working","225","0.961946070589173","0.937536102811562","0.986356038366785","5"
"Non-working","1993","Thuringia","Full Time","20","","","","5"
"Non-working","1993","Thuringia","Part Time","47","0.381256213194763","0.297442105394469","0.465070320995057","5"
"Non-working","1993","North Rhine-Westphalia","Not Working","885","0.969292023153156","0.958161895070828","0.980422151235484","5"
"Non-working","1993","Hesse","Full Time","15","","","","5"
"Non-working","1993","Hesse","Part Time","49","0.235566885759454","0.177191879754216","0.293941891764693","5"
"Non-working","1993","Hesse","Not Working","294","0.990032706683014","0.978829095973181","1.00123631739285","5"
"Non-working","1993","Rhineland-Palatinate,Saarland","Full Time","11","","","","5"
"Non-working","1993","Rhineland-Palatinate,Saarland","Part Time","32","0.296033199509264","0.210723571748602","0.381342827269926","5"
"Non-working","1993","Rhineland-Palatinate,Saarland","Not Working","249","0.991052607333757","0.979449229523037","1.00265598514448","5"
"Non-working","1993","Baden-Württemberg","Not Working","512","0.952552858065058","0.934671613343138","0.970434102786977","5"
"Non-working","1993","Bavaria","Full Time","17","","","","5"
"Non-working","1993","Bavaria","Part Time","91","0.233017302095634","0.187747087228836","0.278287516962431","5"
"Non-working","1993","Bavaria","Not Working","484","0.980261745807419","0.968044907783161","0.992478583831678","5"
"Non-working","1993","Berlin","Full Time","16","","","","5"
"Non-working","1993","Berlin","Part Time","41","0.33451800539732","0.247137010776723","0.421899000017917","5"
"Non-working","1993","Brandenburg","Part Time","38","0.433483011822626","0.330528449285759","0.536437574359493","5"
"Non-working","1993","Baden-Württemberg","Full Time","32","0.0312793548357597","0.0198559955879217","0.0427027140835978","5"
"Non-working","1993","Baden-Württemberg","Part Time","105","0.299620258097497","0.252167773976286","0.347072742218707","5"
