"erwst","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Full-time","1984","Saxony-Anhalt","Not Employed","","","",""
"Full-time","1984","Saxony-Anhalt","Employed","","","",""
"Full-time","1984","Thuringia","Not Employed","","","",""
"Full-time","1984","Thuringia","Employed","","","",""
"Part-time","1984","Schleswig-Holstein","Not Employed","1","","",""
"Part-time","1984","Schleswig-Holstein","Employed","31","0.125046777437914","0.0829350954888662","0.167158459386961"
"Part-time","1984","Hamburg","Not Employed","","","",""
"Part-time","1984","Hamburg","Employed","17","","",""
"Part-time","1984","Lower Saxony","Not Employed","5","","",""
"Part-time","1984","Lower Saxony","Employed","67","0.103027716825878","0.0804756199103815","0.125579813741374"
"Part-time","1984","Bremen","Not Employed","","","",""
"Part-time","1984","Bremen","Employed","4","","",""
"Part-time","1984","North Rhine-Westphalia","Not Employed","3","","",""
"Part-time","1984","North Rhine-Westphalia","Employed","145","0.0881393090039668","0.0755305441320229","0.100748073875911"
"Part-time","1984","Hesse","Not Employed","1","","",""
"Part-time","1984","Hesse","Employed","72","0.112810740801413","0.0907501109074303","0.134871370695395"
"Part-time","1984","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Part-time","1984","Rhineland-Palatinate,Saarland","Employed","28","","",""
"Part-time","1984","Baden-Württemberg","Not Employed","5","","",""
"Part-time","1984","Baden-Württemberg","Employed","130","0.102782684476353","0.0874658711713319","0.118099497781375"
"Part-time","1984","Bavaria","Not Employed","2","","",""
"Part-time","1984","Bavaria","Employed","119","0.0895079697784543","0.074396792825243","0.104619146731666"
"Part-time","1984","Berlin","Not Employed","","","",""
"Part-time","1984","Berlin","Employed","31","0.112229901942327","0.0751916452167547","0.149268158667899"
"Part-time","1984","Brandenburg","Not Employed","","","",""
"Part-time","1984","Brandenburg","Employed","","","",""
"Part-time","1984","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Part-time","1984","Mecklenburg-Western Pomerania","Employed","","","",""
"Part-time","1984","Saxony","Not Employed","","","",""
"Part-time","1984","Saxony","Employed","","","",""
"Part-time","1984","Saxony-Anhalt","Not Employed","","","",""
"Part-time","1984","Saxony-Anhalt","Employed","","","",""
"Part-time","1984","Thuringia","Not Employed","","","",""
"Part-time","1984","Thuringia","Employed","","","",""
"Non-working","1984","Schleswig-Holstein","Not Employed","142","0.959168888310691","0.927499067548818","0.990838709072563"
"Non-working","1984","Schleswig-Holstein","Employed","18","","",""
"Non-working","1984","Hamburg","Not Employed","118","0.985216399291227","0.963712791312523","1.00672000726993"
"Non-working","1984","Hamburg","Employed","14","","",""
"Non-working","1984","Lower Saxony","Not Employed","521","0.973313804229701","0.959695384087488","0.986932224371914"
"Non-working","1984","Lower Saxony","Employed","43","0.0593183188258854","0.0417942019904147","0.0768424356613562"
"Non-working","1984","Bremen","Not Employed","68","0.993967388069962","0.975955564731322","1.0119792114086"
"Non-working","1984","Bremen","Employed","10","","",""
"Non-working","1984","North Rhine-Westphalia","Not Employed","1276","0.965069832112994","0.955195021845158","0.974944642380829"
"Non-working","1984","North Rhine-Westphalia","Employed","163","0.0872766145634479","0.0747237739908501","0.0998294551360458"
"Non-working","1984","Hesse","Not Employed","432","0.95662364092294","0.938048838385448","0.975198443460432"
"Non-working","1984","Hesse","Employed","68","0.096733841491267","0.0761212957462768","0.117346387236257"
"Non-working","1984","Rhineland-Palatinate,Saarland","Not Employed","355","0.981661047047529","0.967877358654092","0.995444735440967"
"Non-working","1984","Rhineland-Palatinate,Saarland","Employed","43","0.092308286159427","0.0666788188188826","0.117937753499971"
"Non-working","1984","Baden-Württemberg","Not Employed","728","0.965292397178832","0.952279228861502","0.978305565496161"
"Non-working","1984","Baden-Württemberg","Employed","91","0.0704975848100032","0.0575862245865637","0.0834089450334427"
"Non-working","1984","Bavaria","Not Employed","713","0.973212127431191","0.961555116188867","0.984869138673514"
"Non-working","1984","Bavaria","Employed","119","0.0935317691143986","0.0781188381901563","0.108944700038641"
"Non-working","1984","Berlin","Not Employed","126","0.978714951329736","0.954092767999102","1.00333713466037"
"Non-working","1984","Berlin","Employed","20","","",""
"Non-working","1984","Brandenburg","Not Employed","","","",""
"Non-working","1984","Brandenburg","Employed","","","",""
"Non-working","1984","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Non-working","1984","Mecklenburg-Western Pomerania","Employed","","","",""
"Non-working","1984","Saxony","Not Employed","","","",""
"Non-working","1984","Saxony","Employed","","","",""
"Non-working","1984","Saxony-Anhalt","Not Employed","","","",""
"Non-working","1984","Saxony-Anhalt","Employed","","","",""
"Non-working","1984","Thuringia","Not Employed","","","",""
"Non-working","1984","Thuringia","Employed","","","",""
"Other","1984","Schleswig-Holstein","Not Employed","1","","",""
"Other","1984","Schleswig-Holstein","Employed","24","","",""
"Other","1984","Hamburg","Not Employed","2","","",""
"Other","1984","Hamburg","Employed","15","","",""
"Other","1984","Lower Saxony","Not Employed","7","","",""
"Other","1984","Lower Saxony","Employed","84","0.127255578802754","0.102532512377917","0.151978645227592"
"Other","1984","Bremen","Not Employed","1","","",""
"Other","1984","Bremen","Employed","9","","",""
"Other","1984","North Rhine-Westphalia","Not Employed","24","","",""
"Other","1984","North Rhine-Westphalia","Employed","166","0.0925766344197249","0.0796858557655265","0.105467413073923"
"Other","1984","Hesse","Not Employed","11","","",""
"Other","1984","Hesse","Employed","73","0.0999458248697657","0.0790311460755209","0.12086050366401"
"Other","1984","Rhineland-Palatinate,Saarland","Not Employed","6","","",""
"Other","1984","Rhineland-Palatinate,Saarland","Employed","53","0.115778279417068","0.087448435218029","0.144108123616107"
"Other","1984","Baden-Württemberg","Not Employed","10","","",""
"Other","1984","Baden-Württemberg","Employed","123","0.0927010004347013","0.0780732667824943","0.107328734086908"
"Other","1984","Bavaria","Not Employed","6","","",""
"Other","1984","Bavaria","Employed","147","0.11547184407541","0.0985548481285858","0.132388840022235"
"Other","1984","Berlin","Not Employed","1","","",""
"Other","1984","Berlin","Employed","17","","",""
"Other","1984","Brandenburg","Not Employed","","","",""
"Other","1984","Brandenburg","Employed","","","",""
"Other","1984","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Other","1984","Mecklenburg-Western Pomerania","Employed","","","",""
"Other","1984","Saxony","Not Employed","","","",""
"Other","1984","Saxony","Employed","","","",""
"Other","1984","Saxony-Anhalt","Not Employed","","","",""
"Other","1984","Saxony-Anhalt","Employed","","","",""
"Other","1984","Thuringia","Not Employed","","","",""
"Other","1984","Thuringia","Employed","","","",""
"Full-time","1985","Schleswig-Holstein","Not Employed","1","","",""
"Full-time","1985","Schleswig-Holstein","Employed","159","0.72796676875488","0.668758142961028","0.787175394548731"
"Full-time","1985","Hamburg","Not Employed","2","","",""
"Full-time","1985","Hamburg","Employed","127","0.719761114919288","0.652642612782485","0.78687961705609"
"Full-time","1985","Lower Saxony","Not Employed","6","","",""
"Full-time","1985","Lower Saxony","Employed","445","0.699479149547283","0.663534622499262","0.735423676595305"
"Full-time","1985","Bremen","Not Employed","","","",""
"Full-time","1985","Bremen","Employed","31","0.574061349294339","0.438350151977435","0.709772546611243"
"Full-time","1985","North Rhine-Westphalia","Not Employed","18","","",""
"Full-time","1985","North Rhine-Westphalia","Employed","1348","0.745927752081878","0.725629585425084","0.766225918738672"
"Full-time","1985","Hesse","Not Employed","11","","",""
"Full-time","1985","Hesse","Employed","543","0.73249984458258","0.700008393027656","0.764991296137503"
"Full-time","1985","Rhineland-Palatinate,Saarland","Not Employed","2","","",""
"Full-time","1985","Rhineland-Palatinate,Saarland","Employed","345","0.777709540944925","0.738815330857685","0.816603751032165"
"Full-time","1985","Baden-Württemberg","Not Employed","23","","",""
"Full-time","1985","Baden-Württemberg","Employed","1063","0.743746557204594","0.720671431233887","0.766821683175302"
"Full-time","1985","Bavaria","Not Employed","13","","",""
"Full-time","1985","Bavaria","Employed","938","0.722067474250326","0.697233189133768","0.746901759366884"
"Full-time","1985","Berlin","Not Employed","3","","",""
"Full-time","1985","Berlin","Employed","178","0.750794163438225","0.696630928184694","0.804957398691755"
"Full-time","1985","Brandenburg","Not Employed","","","",""
"Full-time","1985","Brandenburg","Employed","","","",""
"Full-time","1985","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Full-time","1985","Mecklenburg-Western Pomerania","Employed","","","",""
"Full-time","1985","Saxony","Not Employed","","","",""
"Full-time","1985","Saxony","Employed","","","",""
"Full-time","1985","Saxony-Anhalt","Not Employed","","","",""
"Full-time","1985","Saxony-Anhalt","Employed","","","",""
"Full-time","1985","Thuringia","Not Employed","","","",""
"Full-time","1985","Thuringia","Employed","","","",""
"Part-time","1985","Schleswig-Holstein","Not Employed","","","",""
"Part-time","1985","Schleswig-Holstein","Employed","30","0.136432192718938","0.0907628379651952","0.182101547472681"
"Part-time","1985","Hamburg","Not Employed","2","","",""
"Part-time","1985","Hamburg","Employed","20","","",""
"Part-time","1985","Lower Saxony","Not Employed","4","","",""
"Part-time","1985","Lower Saxony","Employed","79","0.135024445445681","0.108231762773064","0.161817128118298"
"Part-time","1985","Bremen","Not Employed","","","",""
"Part-time","1985","Bremen","Employed","6","","",""
"Part-time","1985","North Rhine-Westphalia","Not Employed","12","","",""
"Part-time","1985","North Rhine-Westphalia","Employed","173","0.103595939274557","0.0893872803229405","0.117804598226174"
"Part-time","1985","Hesse","Not Employed","1","","",""
"Part-time","1985","Hesse","Employed","69","0.11863652087059","0.0949014762482726","0.142371565492908"
"Part-time","1985","Rhineland-Palatinate,Saarland","Not Employed","1","","",""
"Part-time","1985","Rhineland-Palatinate,Saarland","Employed","37","0.0931545977734204","0.0659661379622912","0.12034305758455"
"Part-time","1985","Baden-Württemberg","Not Employed","3","","",""
"Part-time","1985","Baden-Württemberg","Employed","139","0.121487351821565","0.104219580687416","0.138755122955714"
"Part-time","1985","Bavaria","Not Employed","7","","",""
"Part-time","1985","Bavaria","Employed","141","0.122191406755338","0.104035692836835","0.140347120673842"
"Part-time","1985","Berlin","Not Employed","2","","",""
"Part-time","1985","Berlin","Employed","29","","",""
"Part-time","1985","Brandenburg","Not Employed","","","",""
"Part-time","1985","Brandenburg","Employed","","","",""
"Part-time","1985","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Part-time","1985","Mecklenburg-Western Pomerania","Employed","","","",""
"Part-time","1985","Saxony","Not Employed","","","",""
"Part-time","1985","Saxony","Employed","","","",""
"Part-time","1985","Saxony-Anhalt","Not Employed","","","",""
"Part-time","1985","Saxony-Anhalt","Employed","","","",""
"Part-time","1985","Thuringia","Not Employed","","","",""
"Part-time","1985","Thuringia","Employed","","","",""
"Non-working","1985","Schleswig-Holstein","Not Employed","134","0.985563426090354","0.965589558522846","1.00553729365786"
"Non-working","1985","Schleswig-Holstein","Employed","15","","",""
"Non-working","1985","Hamburg","Not Employed","102","0.946124798196681","0.903740645086108","0.988508951307255"
"Non-working","1985","Hamburg","Employed","12","","",""
"Non-working","1985","Lower Saxony","Not Employed","467","0.98255907202539","0.970884562203583","0.994233581847198"
"Non-working","1985","Lower Saxony","Employed","56","0.0877962725689029","0.0656096067142329","0.109982938423573"
"Non-working","1985","Bremen","Not Employed","65","1","1","1"
"Non-working","1985","Bremen","Employed","9","","",""
"Non-working","1985","North Rhine-Westphalia","Not Employed","1158","0.968629848249599","0.958795814609439","0.97846388188976"
"Non-working","1985","North Rhine-Westphalia","Employed","125","0.0768744362386009","0.0644535902403625","0.0892952822368394"
"Non-working","1985","Hesse","Not Employed","403","0.960892281743059","0.942484058063706","0.979300505422413"
"Non-working","1985","Hesse","Employed","60","0.0848308095514679","0.0643790429729045","0.105282576130031"
"Non-working","1985","Rhineland-Palatinate,Saarland","Not Employed","328","0.97747851056174","0.961613856155322","0.993343164968157"
"Non-working","1985","Rhineland-Palatinate,Saarland","Employed","27","","",""
"Non-working","1985","Baden-Württemberg","Not Employed","647","0.965777250201651","0.952132931963954","0.979421568439347"
"Non-working","1985","Baden-Württemberg","Employed","85","0.0624216740131549","0.0496346869087464","0.0752086611175635"
"Non-working","1985","Bavaria","Not Employed","631","0.956995805693224","0.941577108008466","0.972414503377982"
"Non-working","1985","Bavaria","Employed","94","0.0853767827715376","0.0698856174779439","0.100867948065131"
"Non-working","1985","Berlin","Not Employed","115","0.97536744474746","0.947974772826022","1.0027601166689"
"Non-working","1985","Berlin","Employed","25","","",""
"Non-working","1985","Brandenburg","Not Employed","","","",""
"Non-working","1985","Brandenburg","Employed","","","",""
"Non-working","1985","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Non-working","1985","Mecklenburg-Western Pomerania","Employed","","","",""
"Non-working","1985","Saxony","Not Employed","","","",""
"Non-working","1985","Saxony","Employed","","","",""
"Non-working","1985","Saxony-Anhalt","Not Employed","","","",""
"Non-working","1985","Saxony-Anhalt","Employed","","","",""
"Non-working","1985","Thuringia","Not Employed","","","",""
"Non-working","1985","Thuringia","Employed","","","",""
"Other","1985","Schleswig-Holstein","Not Employed","2","","",""
"Other","1985","Schleswig-Holstein","Employed","13","","",""
"Other","1985","Hamburg","Not Employed","3","","",""
"Other","1985","Hamburg","Employed","13","","",""
"Other","1985","Lower Saxony","Not Employed","6","","",""
"Other","1985","Lower Saxony","Employed","45","0.077700132438133","0.0567129066418812","0.0986873582343848"
"Other","1985","Bremen","Not Employed","","","",""
"Other","1985","Bremen","Employed","5","","",""
"Other","1985","North Rhine-Westphalia","Not Employed","19","","",""
"Other","1985","North Rhine-Westphalia","Employed","121","0.0736018724049638","0.061426757126824","0.0857769876831036"
"Other","1985","Hesse","Not Employed","11","","",""
"Other","1985","Hesse","Employed","41","0.0640328249953625","0.0460633674787905","0.0820022825119344"
"Other","1985","Rhineland-Palatinate,Saarland","Not Employed","5","","",""
"Other","1985","Rhineland-Palatinate,Saarland","Employed","30","0.0703687401381794","0.0464432370726902","0.0942942432036685"
"Other","1985","Baden-Württemberg","Not Employed","9","","",""
"Other","1985","Baden-Württemberg","Employed","88","0.0723444169606856","0.0586516053284254","0.0860372285929459"
"Other","1985","Bavaria","Not Employed","14","","",""
"Other","1985","Bavaria","Employed","77","0.0703643362227978","0.0561859836995526","0.0845426887460431"
"Other","1985","Berlin","Not Employed","3","","",""
"Other","1985","Berlin","Employed","13","","",""
"Other","1985","Brandenburg","Not Employed","","","",""
"Other","1985","Brandenburg","Employed","","","",""
"Other","1985","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Other","1985","Mecklenburg-Western Pomerania","Employed","","","",""
"Other","1985","Saxony","Not Employed","","","",""
"Other","1985","Saxony","Employed","","","",""
"Other","1985","Saxony-Anhalt","Not Employed","","","",""
"Other","1985","Saxony-Anhalt","Employed","","","",""
"Other","1985","Thuringia","Not Employed","","","",""
"Other","1985","Thuringia","Employed","","","",""
"Full-time","1986","Schleswig-Holstein","Not Employed","1","","",""
"Full-time","1986","Schleswig-Holstein","Employed","150","0.713014288474482","0.652548723543711","0.773479853405253"
"Full-time","1986","Hamburg","Not Employed","2","","",""
"Full-time","1986","Hamburg","Employed","115","0.757720303357409","0.689605850896657","0.825834755818162"
"Full-time","1986","Lower Saxony","Not Employed","12","","",""
"Full-time","1986","Lower Saxony","Employed","451","0.683999034767095","0.64820319650624","0.719794873027949"
"Full-time","1986","Bremen","Not Employed","","","",""
"Full-time","1986","Bremen","Employed","32","0.623571589240159","0.48928042285682","0.757862755623498"
"Full-time","1986","North Rhine-Westphalia","Not Employed","19","","",""
"Full-time","1986","North Rhine-Westphalia","Employed","1274","0.727174194891483","0.706069210351106","0.748279179431861"
"Full-time","1986","Hesse","Not Employed","6","","",""
"Full-time","1986","Hesse","Employed","493","0.723602314022332","0.689688468729668","0.757516159314996"
"Full-time","1986","Rhineland-Palatinate,Saarland","Not Employed","7","","",""
"Full-time","1986","Rhineland-Palatinate,Saarland","Employed","350","0.759728305568453","0.720513855501986","0.79894275563492"
"Full-time","1986","Baden-Württemberg","Not Employed","14","","",""
"Full-time","1986","Baden-Württemberg","Employed","1047","0.740012181820634","0.716726117254337","0.763298246386931"
"Full-time","1986","Bavaria","Not Employed","12","","",""
"Full-time","1986","Bavaria","Employed","860","0.702177157362757","0.676227584114875","0.728126730610639"
"Full-time","1986","Berlin","Not Employed","","","",""
"Full-time","1986","Berlin","Employed","185","0.797828986780756","0.747228492708025","0.848429480853488"
"Full-time","1986","Brandenburg","Not Employed","","","",""
"Full-time","1986","Brandenburg","Employed","","","",""
"Full-time","1986","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Full-time","1986","Mecklenburg-Western Pomerania","Employed","","","",""
"Full-time","1986","Saxony","Not Employed","","","",""
"Full-time","1986","Saxony","Employed","","","",""
"Full-time","1986","Saxony-Anhalt","Not Employed","","","",""
"Full-time","1986","Saxony-Anhalt","Employed","","","",""
"Full-time","1986","Thuringia","Not Employed","","","",""
"Full-time","1986","Thuringia","Employed","","","",""
"Part-time","1986","Schleswig-Holstein","Not Employed","1","","",""
"Part-time","1986","Schleswig-Holstein","Employed","26","","",""
"Part-time","1986","Hamburg","Not Employed","1","","",""
"Part-time","1986","Hamburg","Employed","16","","",""
"Part-time","1986","Lower Saxony","Not Employed","5","","",""
"Part-time","1986","Lower Saxony","Employed","70","0.109144809940229","0.0851362733050169","0.133153346575442"
"Part-time","1986","Bremen","Not Employed","1","","",""
"Part-time","1986","Bremen","Employed","4","","",""
"Part-time","1986","North Rhine-Westphalia","Not Employed","2","","",""
"Part-time","1986","North Rhine-Westphalia","Employed","147","0.0938217552112999","0.0800057757558342","0.107637734666766"
"Part-time","1986","Hesse","Not Employed","4","","",""
"Part-time","1986","Hesse","Employed","57","0.106904673643697","0.0834727947451513","0.130336552542243"
"Part-time","1986","Rhineland-Palatinate,Saarland","Not Employed","1","","",""
"Part-time","1986","Rhineland-Palatinate,Saarland","Employed","32","0.0821288323272921","0.0569286108440922","0.107329053810492"
"Part-time","1986","Baden-Württemberg","Not Employed","2","","",""
"Part-time","1986","Baden-Württemberg","Employed","124","0.109087633130381","0.0925373504359611","0.125637915824801"
"Part-time","1986","Bavaria","Not Employed","1","","",""
"Part-time","1986","Bavaria","Employed","118","0.104801094544563","0.0874202630291421","0.122181926059985"
"Part-time","1986","Berlin","Not Employed","","","",""
"Part-time","1986","Berlin","Employed","30","0.111612088988441","0.0719388785013061","0.151285299475575"
"Part-time","1986","Brandenburg","Not Employed","","","",""
"Part-time","1986","Brandenburg","Employed","","","",""
"Part-time","1986","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Part-time","1986","Mecklenburg-Western Pomerania","Employed","","","",""
"Part-time","1986","Saxony","Not Employed","","","",""
"Part-time","1986","Saxony","Employed","","","",""
"Part-time","1986","Saxony-Anhalt","Not Employed","","","",""
"Part-time","1986","Saxony-Anhalt","Employed","","","",""
"Part-time","1986","Thuringia","Not Employed","","","",""
"Part-time","1986","Thuringia","Employed","","","",""
"Non-working","1986","Schleswig-Holstein","Not Employed","105","0.972508814828547","0.941813057921933","1.00320457173516"
"Non-working","1986","Schleswig-Holstein","Employed","23","","",""
"Non-working","1986","Hamburg","Not Employed","101","0.963488132679969","0.927440925009023","0.999535340350916"
"Non-working","1986","Hamburg","Employed","12","","",""
"Non-working","1986","Lower Saxony","Not Employed","437","0.957413411825618","0.939020784424807","0.97580603922643"
"Non-working","1986","Lower Saxony","Employed","61","0.101819394466719","0.0785353896970453","0.125103399236392"
"Non-working","1986","Bremen","Not Employed","56","0.953042496009545","0.8990627644686","1.00702222755049"
"Non-working","1986","Bremen","Employed","4","","",""
"Non-working","1986","North Rhine-Westphalia","Not Employed","1118","0.970029127098141","0.960212812768776","0.979845441427507"
"Non-working","1986","North Rhine-Westphalia","Employed","146","0.0883121086328923","0.074867247933888","0.101756969331897"
"Non-working","1986","Hesse","Not Employed","370","0.96578598072936","0.947628306395748","0.983943655062972"
"Non-working","1986","Hesse","Employed","49","0.0566415627796686","0.0391122115684052","0.0741709139909321"
"Non-working","1986","Rhineland-Palatinate,Saarland","Not Employed","308","0.979355976999763","0.963678650400163","0.995033303599363"
"Non-working","1986","Rhineland-Palatinate,Saarland","Employed","39","0.0830542007198322","0.0577251855630851","0.108383215876579"
"Non-working","1986","Baden-Württemberg","Not Employed","617","0.97621877626213","0.964450961188819","0.987986591335441"
"Non-working","1986","Baden-Württemberg","Employed","83","0.0653970798552332","0.0522722733904084","0.078521886320058"
"Non-working","1986","Bavaria","Not Employed","571","0.96958163396058","0.955759316115695","0.983403951805464"
"Non-working","1986","Bavaria","Employed","110","0.101016693323065","0.0839165300540198","0.11811685659211"
"Non-working","1986","Berlin","Not Employed","112","0.991207872917753","0.973995600179297","1.00842014565621"
"Non-working","1986","Berlin","Employed","16","","",""
"Non-working","1986","Brandenburg","Not Employed","","","",""
"Non-working","1986","Brandenburg","Employed","","","",""
"Non-working","1986","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Non-working","1986","Mecklenburg-Western Pomerania","Employed","","","",""
"Non-working","1986","Saxony","Not Employed","","","",""
"Non-working","1986","Saxony","Employed","","","",""
"Non-working","1986","Saxony-Anhalt","Not Employed","","","",""
"Non-working","1986","Saxony-Anhalt","Employed","","","",""
"Non-working","1986","Thuringia","Not Employed","","","",""
"Non-working","1986","Thuringia","Employed","","","",""
"Other","1986","Schleswig-Holstein","Not Employed","2","","",""
"Other","1986","Schleswig-Holstein","Employed","16","","",""
"Other","1986","Hamburg","Not Employed","","","",""
"Other","1986","Hamburg","Employed","9","","",""
"Other","1986","Lower Saxony","Not Employed","9","","",""
"Other","1986","Lower Saxony","Employed","66","0.105036760825958","0.0814301387856792","0.128643382866236"
"Other","1986","Bremen","Not Employed","2","","",""
"Other","1986","Bremen","Employed","10","","",""
"Other","1986","North Rhine-Westphalia","Not Employed","20","","",""
"Other","1986","North Rhine-Westphalia","Employed","144","0.0906919412643243","0.0770849233890901","0.104298959139559"
"Other","1986","Hesse","Not Employed","5","","",""
"Other","1986","Hesse","Employed","69","0.112851449554302","0.0888569550865525","0.136845944022051"
"Other","1986","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Other","1986","Rhineland-Palatinate,Saarland","Employed","35","0.0750886613844226","0.0509004974950245","0.0992768252738208"
"Other","1986","Baden-Württemberg","Not Employed","11","","",""
"Other","1986","Baden-Württemberg","Employed","109","0.0855031051937519","0.0706580360663342","0.10034817432117"
"Other","1986","Bavaria","Not Employed","9","","",""
"Other","1986","Bavaria","Employed","105","0.0920050547696151","0.0756038621652709","0.108406247373959"
"Other","1986","Berlin","Not Employed","1","","",""
"Other","1986","Berlin","Employed","11","","",""
"Other","1986","Brandenburg","Not Employed","","","",""
"Other","1986","Brandenburg","Employed","","","",""
"Other","1986","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Other","1986","Mecklenburg-Western Pomerania","Employed","","","",""
"Other","1986","Saxony","Not Employed","","","",""
"Other","1986","Saxony","Employed","","","",""
"Other","1986","Saxony-Anhalt","Not Employed","","","",""
"Other","1986","Saxony-Anhalt","Employed","","","",""
"Other","1986","Thuringia","Not Employed","","","",""
"Other","1986","Thuringia","Employed","","","",""
"Full-time","1987","Schleswig-Holstein","Not Employed","2","","",""
"Full-time","1987","Schleswig-Holstein","Employed","142","0.657569230481996","0.593389841790658","0.721748619173334"
"Full-time","1987","Hamburg","Not Employed","3","","",""
"Full-time","1987","Hamburg","Employed","98","0.709113767145744","0.633881592540715","0.784345941750773"
"Full-time","1987","Lower Saxony","Not Employed","4","","",""
"Full-time","1987","Lower Saxony","Employed","456","0.657571091246443","0.621826500942951","0.693315681549934"
"Full-time","1987","Bremen","Not Employed","","","",""
"Full-time","1987","Bremen","Employed","32","0.595362211986638","0.459315847458585","0.73140857651469"
"Full-time","1987","North Rhine-Westphalia","Not Employed","9","","",""
"Full-time","1987","North Rhine-Westphalia","Employed","1271","0.741913354266727","0.721118528062995","0.762708180470459"
"Full-time","1987","Hesse","Not Employed","5","","",""
"Full-time","1987","Hesse","Employed","508","0.703192198132609","0.669079728805499","0.737304667459719"
"Full-time","1987","Rhineland-Palatinate,Saarland","Not Employed","3","","",""
"Full-time","1987","Rhineland-Palatinate,Saarland","Employed","332","0.714268421979649","0.672758469359905","0.755778374599393"
"Full-time","1987","Baden-Württemberg","Not Employed","8","","",""
"Full-time","1987","Baden-Württemberg","Employed","1023","0.72533075799487","0.701652223099819","0.74900929288992"
"Full-time","1987","Bavaria","Not Employed","10","","",""
"Full-time","1987","Bavaria","Employed","863","0.730067594298755","0.704717213100605","0.755417975496906"
"Full-time","1987","Berlin","Not Employed","","","",""
"Full-time","1987","Berlin","Employed","188","0.783288460800259","0.732011280768634","0.834565640831885"
"Full-time","1987","Brandenburg","Not Employed","","","",""
"Full-time","1987","Brandenburg","Employed","","","",""
"Full-time","1987","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Full-time","1987","Mecklenburg-Western Pomerania","Employed","","","",""
"Full-time","1987","Saxony","Not Employed","","","",""
"Full-time","1987","Saxony","Employed","","","",""
"Full-time","1987","Saxony-Anhalt","Not Employed","","","",""
"Full-time","1987","Saxony-Anhalt","Employed","","","",""
"Full-time","1987","Thuringia","Not Employed","","","",""
"Full-time","1987","Thuringia","Employed","","","",""
"Part-time","1987","Schleswig-Holstein","Not Employed","2","","",""
"Part-time","1987","Schleswig-Holstein","Employed","26","","",""
"Part-time","1987","Hamburg","Not Employed","1","","",""
"Part-time","1987","Hamburg","Employed","13","","",""
"Part-time","1987","Lower Saxony","Not Employed","1","","",""
"Part-time","1987","Lower Saxony","Employed","88","0.137294918518398","0.111370312409058","0.163219524627738"
"Part-time","1987","Bremen","Not Employed","","","",""
"Part-time","1987","Bremen","Employed","5","","",""
"Part-time","1987","North Rhine-Westphalia","Not Employed","7","","",""
"Part-time","1987","North Rhine-Westphalia","Employed","153","0.100232202034939","0.0859608607153845","0.114503543354494"
