"erwst","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence"
"Full-time","1999","Full Time","West Germany","3742","0.903736291206433","0.894757084284568","0.912715498128299"
"Full-time","1999","Full Time","East Germany","1465","0.853190318782717","0.836396135642818","0.869984501922617"
"Full-time","1999","Part Time","West Germany","559","0.244065088137969","0.226257530474286","0.261872645801653"
"Full-time","1999","Part Time","East Germany","242","0.371397412159331","0.335956368362482","0.406838455956181"
"Full-time","1999","Not Working","West Germany","41","0.00896359565776151","0.00587835217360131","0.0120488391419217"
"Full-time","1999","Not Working","East Germany","12","","",""
"Part-time","1999","Full Time","West Germany","96","0.0255851851011065","0.0207784294629913","0.0303919407392218"
"Part-time","1999","Full Time","East Germany","51","0.0369805523086092","0.0280256097803691","0.0459354948368493"
"Part-time","1999","Part Time","West Germany","772","0.345115857211462","0.325406429150768","0.364825285272155"
"Part-time","1999","Part Time","East Germany","173","0.221453761470925","0.190997070188891","0.25191045275296"
"Part-time","1999","Not Working","West Germany","22","","",""
"Part-time","1999","Not Working","East Germany","7","","",""
"Non-working","1999","Full Time","West Germany","122","0.0306448928106343","0.0253979500280708","0.0358918355931978"
"Non-working","1999","Full Time","East Germany","84","0.0584643183862143","0.0473310567674898","0.0695975800049388"
"Non-working","1999","Part Time","West Germany","456","0.203065995966731","0.186388182620235","0.219743809313227"
"Non-working","1999","Part Time","East Germany","194","0.274398818058205","0.241669338911056","0.307128297205354"
"Non-working","1999","Not Working","West Germany","3473","0.975923079984185","0.970905298200941","0.980940861767429"
"Non-working","1999","Not Working","East Germany","1350","0.980138109295608","0.972784662870804","0.987491555720413"
"Other","1999","Full Time","West Germany","185","0.0400336308818259","0.0340656651174761","0.0460015966461757"
"Other","1999","Full Time","East Germany","106","0.051364810522459","0.0408901239150809","0.0618394971298372"
"Other","1999","Part Time","West Germany","448","0.207753058683838","0.190933549199338","0.224572568168339"
"Other","1999","Part Time","East Germany","105","0.132750008311539","0.107862098988982","0.157637917634095"
"Other","1999","Not Working","West Germany","49","0.0109721319893456","0.00756214056224076","0.0143821234164504"
"Other","1999","Not Working","East Germany","14","","",""
"Full-time","2000","Full Time","West Germany","6718","0.895644362273047","0.888740077564961","0.902548646981133"
"Full-time","2000","Full Time","East Germany","2206","0.861499623275367","0.84813710906808","0.874862137482653"
"Full-time","2000","Part Time","West Germany","814","0.209024999900865","0.196461819399118","0.221588180402613"
"Full-time","2000","Part Time","East Germany","259","0.248292303018749","0.222430617561078","0.27415398847642"
"Full-time","2000","Not Working","West Germany","58","0.00836959447219339","0.00620935803345395","0.0105298309109328"
"Full-time","2000","Not Working","East Germany","30","0.0124929633262737","0.00789020755746815","0.0170957190950792"
"Part-time","2000","Full Time","West Germany","235","0.0340356409536799","0.0299407677977376","0.0381305141096222"
"Part-time","2000","Full Time","East Germany","90","0.0331609331305917","0.0262342451735315","0.040087621087652"
"Part-time","2000","Part Time","West Germany","1582","0.385868388185597","0.370827640291007","0.400909136080188"
"Part-time","2000","Part Time","East Germany","265","0.246481832340553","0.220683595874239","0.272280068806867"
"Part-time","2000","Not Working","West Germany","54","0.00757446494839057","0.00551857857817118","0.00963035131860995"
"Part-time","2000","Not Working","East Germany","14","","",""
"Non-working","2000","Full Time","West Germany","230","0.0293174589282038","0.0255077244594046","0.0331271933970031"
"Non-working","2000","Full Time","East Germany","125","0.0523825806531836","0.0437638140613185","0.0610013472450486"
"Non-working","2000","Part Time","West Germany","890","0.217596721843815","0.204848177179076","0.230345266508553"
"Non-working","2000","Part Time","East Germany","373","0.335401155263452","0.307138512674652","0.363663797852252"
"Non-working","2000","Not Working","West Germany","6639","0.972557967047449","0.968684141572099","0.976431792522799"
"Non-working","2000","Not Working","East Germany","2164","0.9709529793669","0.963993688395631","0.977912270338169"
"Other","2000","Full Time","West Germany","349","0.0410025378450692","0.0365243012626513","0.0454807744274871"
"Other","2000","Full Time","East Germany","146","0.0529568629408581","0.0442936066517843","0.0616201192299319"
"Other","2000","Part Time","West Germany","738","0.187509890069723","0.175450086440534","0.199569693698911"
"Other","2000","Part Time","East Germany","175","0.169824709377246","0.147347828712894","0.192301590041598"
"Other","2000","Not Working","West Germany","81","0.0114979735319669","0.00896999374890584","0.014025953315028"
"Other","2000","Not Working","East Germany","29","","",""
"Full-time","2001","Full Time","West Germany","6045","0.894098280324503","0.886755900078239","0.901440660570766"
"Full-time","2001","Full Time","East Germany","1993","0.846269177770516","0.831648733341529","0.860889622199502"
"Full-time","2001","Part Time","West Germany","718","0.190393293948241","0.177962518739024","0.202824069157457"
"Full-time","2001","Part Time","East Germany","258","0.26862084197507","0.241244557894341","0.2959971260558"
"Full-time","2001","Not Working","West Germany","44","0.00718528636279399","0.00505154359365404","0.00931902913193393"
"Full-time","2001","Not Working","East Germany","24","","",""
"Part-time","2001","Full Time","West Germany","196","0.0334008583525756","0.0291134509609408","0.0376882657442105"
"Part-time","2001","Full Time","East Germany","83","0.0385151770948752","0.0307148466010206","0.0463155075887298"
"Part-time","2001","Part Time","West Germany","1469","0.372404380536649","0.357097641322072","0.387711119751227"
"Part-time","2001","Part Time","East Germany","263","0.242807310294912","0.216324294411797","0.269290326178027"
"Part-time","2001","Not Working","West Germany","43","0.0063700095883834","0.00436013801411278","0.00837988116265402"
"Part-time","2001","Not Working","East Germany","13","","",""
"Non-working","2001","Full Time","West Germany","194","0.0299133356157331","0.0258486175757693","0.0339780536556969"
"Non-working","2001","Full Time","East Germany","114","0.0589512571937449","0.0494040041662525","0.0684985102212372"
"Non-working","2001","Part Time","West Germany","877","0.234753487648938","0.221333811143339","0.248173164154537"
"Non-working","2001","Part Time","East Germany","336","0.340001113469748","0.310743080374439","0.369259146565056"
"Non-working","2001","Not Working","West Germany","5869","0.977715830071158","0.973986846469438","0.981444813672877"
"Non-working","2001","Not Working","East Germany","2041","0.965947822688325","0.958227606934448","0.973668038442202"
"Other","2001","Full Time","West Germany","312","0.0425875257071887","0.0377693405972759","0.0474057108171015"
"Other","2001","Full Time","East Germany","148","0.0562643879408642","0.0469239377508718","0.0656048381308566"
"Other","2001","Part Time","West Germany","768","0.202448837866172","0.189726343683633","0.215171332048711"
"Other","2001","Part Time","East Germany","150","0.14857073426027","0.126603555834937","0.170537912685602"
"Other","2001","Not Working","West Germany","63","0.00872887397766507","0.0063789097073882","0.0110788382479419"
"Other","2001","Not Working","East Germany","42","0.0175845951722038","0.0119896745450375","0.0231795157993701"
"Full-time","2002","Full Time","West Germany","6525","0.890446915395307","0.883273283698167","0.897620547092446"
"Full-time","2002","Full Time","East Germany","1978","0.847141461246862","0.832476426533723","0.861806495960001"
"Full-time","2002","Part Time","West Germany","754","0.179268177712707","0.167700707907795","0.19083564751762"
"Full-time","2002","Part Time","East Germany","252","0.221349683611869","0.195983736149316","0.246715631074423"
"Full-time","2002","Not Working","West Germany","41","0.00702047324220085","0.00494101170241595","0.00909993478198575"
"Full-time","2002","Not Working","East Germany","21","","",""
"Part-time","2002","Full Time","West Germany","205","0.0277965145869577","0.0240208230012027","0.0315722061727128"
"Part-time","2002","Full Time","East Germany","87","0.0388450605267393","0.0309705262644907","0.0467195947889879"
"Part-time","2002","Part Time","West Germany","1697","0.3797646068642","0.365128632085899","0.394400581642501"
"Part-time","2002","Part Time","East Germany","260","0.242688666103264","0.216494632566187","0.268882699640341"
"Part-time","2002","Not Working","West Germany","38","0.00465567938886629","0.00296026542821015","0.00635109334952243"
"Part-time","2002","Not Working","East Germany","7","","",""
"Non-working","2002","Full Time","West Germany","224","0.0307682611701027","0.026801938483646","0.0347345838565593"
"Non-working","2002","Full Time","East Germany","107","0.050522611849073","0.0415968461000535","0.0594483775980926"
"Non-working","2002","Part Time","West Germany","947","0.24652685199789","0.233529581990417","0.259524122005363"
"Non-working","2002","Part Time","East Germany","361","0.391827757878997","0.362001326114184","0.421654189643809"
"Non-working","2002","Not Working","West Germany","6050","0.978318708533516","0.974691435023435","0.981945982043598"
"Non-working","2002","Not Working","East Germany","2048","0.971543379521713","0.964458817305989","0.978627941737438"
"Other","2002","Full Time","West Germany","328","0.0509883088476331","0.045935954073361","0.0560406636219051"
"Other","2002","Full Time","East Germany","141","0.0634908663773259","0.0535534860875473","0.0734282466671046"
"Other","2002","Part Time","West Germany","826","0.194440363425202","0.182505204756887","0.206375522093518"
"Other","2002","Part Time","East Germany","156","0.14413389240587","0.122674057551414","0.165593727260327"
"Other","2002","Not Working","West Germany","64","0.0100051388354164","0.00752642962297263","0.0124838480478602"
"Other","2002","Not Working","East Germany","40","0.0166516122443388","0.0111994080947598","0.0221038163939177"
"Full-time","2003","Full Time","West Germany","6006","0.889022058079881","0.881517114555216","0.896527001604546"
"Full-time","2003","Full Time","East Germany","1861","0.842543650920951","0.827337524748586","0.857749777093317"
"Full-time","2003","Part Time","West Germany","743","0.189887988970519","0.17790155439051","0.201874423550527"
"Full-time","2003","Part Time","East Germany","221","0.229958953483866","0.204285142356715","0.255632764611017"
"Full-time","2003","Not Working","West Germany","24","","",""
"Full-time","2003","Not Working","East Germany","16","","",""
"Part-time","2003","Full Time","West Germany","203","0.0319920341840207","0.0277873515610426","0.0361967168069988"
"Part-time","2003","Full Time","East Germany","105","0.0493480444757922","0.0403055543620127","0.0583905345895717"
"Part-time","2003","Part Time","West Germany","1653","0.375167028951644","0.360370391344631","0.389963666558656"
"Part-time","2003","Part Time","East Germany","286","0.255977216454947","0.229351456283279","0.282602976626614"
"Part-time","2003","Not Working","West Germany","33","0.00440080511431805","0.00273740196467961","0.00606420826395649"
"Part-time","2003","Not Working","East Germany","2","","",""
"Non-working","2003","Full Time","West Germany","194","0.0286288298533682","0.0246443904122971","0.0326132692944394"
"Non-working","2003","Full Time","East Germany","109","0.0573514662125697","0.0476443672604981","0.0670585651646412"
"Non-working","2003","Part Time","West Germany","934","0.240850900206045","0.227782981807742","0.253918818604348"
"Non-working","2003","Part Time","East Germany","365","0.366442142973432","0.337045070025161","0.395839215921703"
"Non-working","2003","Not Working","West Germany","5951","0.980426232979957","0.976944993888257","0.983907472071656"
"Non-working","2003","Not Working","East Germany","2083","0.976926912981437","0.970559964205781","0.983293861757093"
"Other","2003","Full Time","West Germany","326","0.0503570778827301","0.0451321144518712","0.055582041313589"
"Other","2003","Full Time","East Germany","129","0.0507568383906869","0.0415929811336564","0.0599206956477175"
"Other","2003","Part Time","West Germany","783","0.194094081871793","0.182007122688861","0.206181041054724"
"Other","2003","Part Time","East Germany","160","0.147621687087755","0.125979581066405","0.169263793109105"
"Other","2003","Not Working","West Germany","75","0.0111631000645256","0.00852285691872533","0.0138033432103259"
"Other","2003","Not Working","East Germany","35","0.0172133312805127","0.0116975179670576","0.0227291445939678"
"Full-time","2004","Full Time","West Germany","5720","0.889516513556873","0.881845098980161","0.897187928133584"
"Full-time","2004","Full Time","East Germany","1779","0.838187530693569","0.822299508598218","0.85407555278892"
"Full-time","2004","Part Time","West Germany","749","0.198096898447186","0.185762398580672","0.2104313983137"
"Full-time","2004","Part Time","East Germany","241","0.209161811596753","0.184214702077971","0.234108921115535"
"Full-time","2004","Not Working","West Germany","34","0.00460257675754419","0.00289729004758019","0.00630786346750818"
"Full-time","2004","Not Working","East Germany","12","","",""
"Part-time","2004","Full Time","West Germany","216","0.0336624878391341","0.0292489456255451","0.0380760300527231"
"Part-time","2004","Full Time","East Germany","90","0.0496717539542621","0.0402986202696877","0.0590448876388365"
"Part-time","2004","Part Time","West Germany","1556","0.35410813569847","0.339307866336174","0.368908405060767"
"Part-time","2004","Part Time","East Germany","296","0.279763005371983","0.252229083559302","0.307296927184664"
"Part-time","2004","Not Working","West Germany","22","","",""
"Part-time","2004","Not Working","East Germany","11","","",""
"Non-working","2004","Full Time","West Germany","184","0.0299031866512307","0.0257352986949407","0.0340710746075208"
"Non-working","2004","Full Time","East Germany","83","0.0508773157179707","0.0413971371853619","0.0603574942505796"
"Non-working","2004","Part Time","West Germany","860","0.239679969657451","0.226468964973821","0.252890974341081"
"Non-working","2004","Part Time","East Germany","298","0.30673643558646","0.278450725150499","0.335022146022421"
"Non-working","2004","Not Working","West Germany","5929","0.98186162359024","0.978499427960289","0.985223819220191"
"Non-working","2004","Not Working","East Germany","2112","0.974602628398934","0.967983109903843","0.981222146894026"
"Other","2004","Full Time","West Germany","295","0.0469178119527625","0.0417431282112086","0.0520924956943163"
"Other","2004","Full Time","East Germany","112","0.0612633996341979","0.0509175618063984","0.0716092374619974"
"Other","2004","Part Time","West Germany","846","0.208114996196892","0.195551673730849","0.220678318662936"
"Other","2004","Part Time","East Germany","186","0.204338747444804","0.179605867580149","0.229071627309459"
"Other","2004","Not Working","West Germany","67","0.00986653373764594","0.00737637057716695","0.0123566968981249"
"Other","2004","Not Working","East Germany","35","0.0159106713486604","0.0106458972908661","0.0211754454064548"
"Full-time","2005","Full Time","West Germany","5416","0.878107160761837","0.869905840922536","0.886308480601138"
"Full-time","2005","Full Time","East Germany","1675","0.835296116793374","0.818790970556413","0.851801263030336"
"Full-time","2005","Part Time","West Germany","648","0.176262015616587","0.164178583071927","0.188345448161247"
"Full-time","2005","Part Time","East Germany","212","0.228343178796594","0.202455475333609","0.254230882259579"
"Full-time","2005","Not Working","West Germany","32","0.00374981259749839","0.00217886310816678","0.00532076208683"
"Full-time","2005","Not Working","East Germany","18","","",""
"Part-time","2005","Full Time","West Germany","220","0.0397343177717203","0.0348376630947769","0.0446309724486637"
"Part-time","2005","Full Time","East Germany","84","0.0513548308891182","0.0415330604907368","0.0611766012874995"
"Part-time","2005","Part Time","West Germany","1459","0.347314043045426","0.332215685153783","0.362412400937069"
"Part-time","2005","Part Time","East Germany","299","0.268441293632092","0.241111480810119","0.295771106454066"
"Part-time","2005","Not Working","West Germany","25","","",""
"Part-time","2005","Not Working","East Germany","9","","",""
"Non-working","2005","Full Time","West Germany","188","0.0330996222134744","0.0286150267160755","0.0375842177108732"
"Non-working","2005","Full Time","East Germany","89","0.057934997076119","0.0475391913263431","0.0683308028258949"
"Non-working","2005","Part Time","West Germany","858","0.247194445288948","0.233514726468311","0.260874164109586"
"Non-working","2005","Part Time","East Germany","317","0.34651064869884","0.31716356474521","0.37585773265247"
"Non-working","2005","Not Working","West Germany","5697","0.981070072046576","0.977567414119231","0.984572729973921"
"Non-working","2005","Not Working","East Germany","2058","0.978512114627185","0.972330875539132","0.984693353715237"
"Other","2005","Full Time","West Germany","289","0.0490588992529683","0.0436444211439883","0.0544733773619483"
"Other","2005","Full Time","East Germany","92","0.0554140552413886","0.0452333483917023","0.065594762091075"
"Other","2005","Part Time","West Germany","855","0.229229496049039","0.215899985500467","0.242559006597611"
"Other","2005","Part Time","East Germany","182","0.156704878872474","0.134285764269471","0.179123993475477"
"Other","2005","Not Working","West Germany","61","0.0107865262146729","0.00813155972012245","0.0134414927092234"
"Other","2005","Not Working","East Germany","29","","",""
"Full-time","2006","Full Time","West Germany","5703","0.878024374878053","0.870028543479409","0.886020206276696"
"Full-time","2006","Full Time","East Germany","1721","0.847720193832046","0.832028646182014","0.863411741482077"
"Full-time","2006","Part Time","West Germany","632","0.174898463070533","0.16309356079471","0.186703365346356"
"Full-time","2006","Part Time","East Germany","212","0.208812022018929","0.184285303302344","0.233338740735515"
"Full-time","2006","Not Working","West Germany","42","0.00693823043607716","0.00493170008881249","0.00894476078334183"
"Full-time","2006","Not Working","East Germany","20","","",""
"Part-time","2006","Full Time","West Germany","240","0.0354566461525304","0.030938258185437","0.0399750341196237"
"Part-time","2006","Full Time","East Germany","110","0.0554440422337873","0.0454495750446183","0.0654385094229564"
"Part-time","2006","Part Time","West Germany","1615","0.367837932119858","0.352852882880312","0.382822981359404"
"Part-time","2006","Part Time","East Germany","296","0.236581601142871","0.210937135396093","0.262226066889648"
"Part-time","2006","Not Working","West Germany","35","0.00563517951661975","0.00382567365404348","0.00744468537919602"
"Part-time","2006","Not Working","East Germany","16","","",""
"Non-working","2006","Full Time","West Germany","207","0.0349638377763664","0.0304758139122049","0.0394518616405279"
"Non-working","2006","Full Time","East Germany","69","0.0345847400773581","0.0266044680506105","0.0425650121041058"
"Non-working","2006","Part Time","West Germany","848","0.232417064752088","0.219291670323281","0.245542459180895"
"Non-working","2006","Part Time","East Germany","327","0.338807203855468","0.310246938660405","0.367367469050532"
"Non-working","2006","Not Working","West Germany","6346","0.96696778414629","0.962647541917466","0.971288026375114"
"Non-working","2006","Not Working","East Germany","2240","0.967995724054179","0.960839717135896","0.975151730972461"
"Other","2006","Full Time","West Germany","285","0.0515551411930506","0.0461523790383856","0.0569579033477155"
"Other","2006","Full Time","East Germany","114","0.0622510238568091","0.0516990208420155","0.0728030268716027"
"Other","2006","Part Time","West Germany","883","0.224846540057521","0.211873174635499","0.237819905479543"
"Other","2006","Part Time","East Germany","220","0.215799172982732","0.190975822613127","0.240622523352337"
"Other","2006","Not Working","West Germany","151","0.0204588059010128","0.0170367686361246","0.023880843165901"
"Other","2006","Not Working","East Germany","48","0.0173105308128001","0.0120078758033107","0.0226131858222894"
"Full-time","2007","Full Time","West Germany","5364","0.895980770806522","0.888225690313082","0.903735851299962"
"Full-time","2007","Full Time","East Germany","1668","0.859857168856129","0.844370142475303","0.875344195236955"
"Full-time","2007","Part Time","West Germany","583","0.168228805441025","0.156237110798553","0.180220500083498"
"Full-time","2007","Part Time","East Germany","209","0.198115894835957","0.173300183623793","0.222931606048121"
"Full-time","2007","Not Working","West Germany","40","0.00584493217577855","0.00394118271936781","0.0077486816321893"
"Full-time","2007","Not Working","East Germany","22","","",""
"Part-time","2007","Full Time","West Germany","226","0.0371198543281243","0.0323173319496399","0.0419223767066087"
"Part-time","2007","Full Time","East Germany","98","0.0559550469335834","0.0457012336219259","0.066208860245241"
"Part-time","2007","Part Time","West Germany","1590","0.386922414960518","0.37130899265909","0.402535837261947"
"Part-time","2007","Part Time","East Germany","325","0.302303111877598","0.27370970095637","0.330896522798826"
"Part-time","2007","Not Working","West Germany","44","0.00904315326560649","0.00667897453422937","0.0114073319969836"
"Part-time","2007","Not Working","East Germany","11","","",""
"Non-working","2007","Full Time","West Germany","138","0.0236597444127924","0.0197988691362593","0.0275206196893255"
"Non-working","2007","Full Time","East Germany","55","0.0273617697159235","0.0200836834959946","0.0346398559358523"
"Non-working","2007","Part Time","West Germany","723","0.213469734432587","0.200334001295244","0.22660546756993"
"Non-working","2007","Part Time","East Germany","274","0.299897980005428","0.271369495645065","0.32842646436579"
"Non-working","2007","Not Working","West Germany","5921","0.960939544075009","0.956101055990477","0.965778032159541"
"Non-working","2007","Not Working","East Germany","2112","0.964372562386101","0.956614674623476","0.972130450148725"
"Other","2007","Full Time","West Germany","225","0.0432396304525611","0.0380728176682463","0.0484064432368759"
"Other","2007","Full Time","East Germany","109","0.0568260144943641","0.0464974743414873","0.0671545546472408"
"Other","2007","Part Time","West Germany","842","0.231379045165869","0.217859983004032","0.244898107327706"
"Other","2007","Part Time","East Germany","183","0.199683013281017","0.17479370413329","0.224572322428743"
"Other","2007","Not Working","West Germany","154","0.0241723704836062","0.020336718770806","0.0280080221964063"
"Other","2007","Not Working","East Germany","48","0.0179126247779529","0.012361468503597","0.0234637810523087"
"Full-time","2008","Full Time","West Germany","5055","0.894811877138935","0.886803679593601","0.902820074684268"
"Full-time","2008","Full Time","East Germany","1643","0.873004771773772","0.857897213381145","0.888112330166399"
"Full-time","2008","Part Time","West Germany","548","0.163956947737845","0.151666615217013","0.176247280258677"
"Full-time","2008","Part Time","East Germany","220","0.231177861281134","0.204212803453252","0.258142919109016"
"Full-time","2008","Not Working","West Germany","45","0.0114912287528815","0.00873139972284569","0.0142510577829173"
"Full-time","2008","Not Working","East Germany","17","","",""
"Part-time","2008","Full Time","West Germany","217","0.0347761021273774","0.0299937666361174","0.0395584376186375"
"Part-time","2008","Full Time","East Germany","79","0.0487315829448869","0.0389626063360684","0.0585005595537053"
"Part-time","2008","Part Time","West Germany","1502","0.39378314861716","0.377564040624432","0.410002256609888"
"Part-time","2008","Part Time","East Germany","295","0.289376931154078","0.260372329912884","0.318381532395273"
"Part-time","2008","Not Working","West Germany","31","0.00477525612451615","0.00299013537693013","0.00656037687210216"
"Part-time","2008","Not Working","East Germany","7","","",""
"Non-working","2008","Full Time","West Germany","128","0.023244094278568","0.0193109951508467","0.0271771934062893"
"Non-working","2008","Full Time","East Germany","46","0.0227873610993887","0.0160166571248737","0.0295580650739037"
"Non-working","2008","Part Time","West Germany","616","0.190788400758334","0.177744982131861","0.203831819384808"
"Non-working","2008","Part Time","East Germany","254","0.283935422274242","0.25509502899734","0.312775815551143"
"Non-working","2008","Not Working","West Germany","5502","0.958044650564302","0.952853122257975","0.96323617887063"
"Non-working","2008","Not Working","East Germany","1958","0.970537589859587","0.963177986118296","0.977897193600879"
"Other","2008","Full Time","West Germany","238","0.04716792645512","0.0416342070812567","0.0527016458289833"
"Other","2008","Full Time","East Germany","98","0.0554762841819522","0.0450901868811201","0.0658623814827842"
"Other","2008","Part Time","West Germany","820","0.251471502886661","0.237069166251146","0.265873839522175"
"Other","2008","Part Time","East Germany","170","0.195509785290546","0.170143321581214","0.220876248999879"
"Other","2008","Not Working","West Germany","151","0.0256888645583001","0.0215922041240442","0.0297855249925559"
"Other","2008","Not Working","East Germany","46","0.0187400701140029","0.0128381713772542","0.0246419688507517"
"Full-time","2009","Full Time","West Germany","4646","0.893267146830358","0.884877166969212","0.901657126691504"
"Full-time","2009","Full Time","East Germany","1554","0.852575375412985","0.836247101636248","0.868903649189721"
"Full-time","2009","Part Time","West Germany","543","0.176054955155902","0.163151872346983","0.188958037964821"
"Full-time","2009","Part Time","East Germany","206","0.230194458771286","0.2024603378545","0.257928579688071"
"Full-time","2009","Not Working","West Germany","31","0.00552088034712069","0.00351060084433587","0.00753115984990551"
"Full-time","2009","Not Working","East Germany","8","","",""
"Part-time","2009","Full Time","West Germany","183","0.0315466620751099","0.0267972786190605","0.0362960455311593"
"Part-time","2009","Full Time","East Germany","97","0.0594021997295181","0.0485156036676876","0.0702887957913485"
"Part-time","2009","Part Time","West Germany","1388","0.367745059936385","0.351409283764298","0.384080836108471"
"Part-time","2009","Part Time","East Germany","290","0.279974157092979","0.250393387363885","0.309554926822072"
"Part-time","2009","Not Working","West Germany","23","","",""
"Part-time","2009","Not Working","East Germany","13","","",""
"Non-working","2009","Full Time","West Germany","146","0.0286355396616306","0.0241037998291016","0.0331672794941595"
"Non-working","2009","Full Time","East Germany","71","0.0411662495286973","0.0320160371714566","0.0503164618859381"
"Non-working","2009","Part Time","West Germany","615","0.200856789987423","0.187283791503554","0.214429788471292"
"Non-working","2009","Part Time","East Germany","221","0.262736214823843","0.233739561524911","0.291732868122774"
"Non-working","2009","Not Working","West Germany","5044","0.969480969281728","0.964814273881785","0.974147664681671"
"Non-working","2009","Not Working","East Germany","1851","0.967967682876935","0.96004169267399","0.975893673079879"
"Other","2009","Full Time","West Germany","228","0.0465506514329015","0.0408262132126482","0.0522750896531548"
"Other","2009","Full Time","East Germany","89","0.0468561753288","0.0371230682086321","0.0565892824489679"
"Other","2009","Part Time","West Germany","801","0.25534319492029","0.240570475128675","0.270115914711905"
"Other","2009","Part Time","East Germany","168","0.227095169311893","0.199492987347804","0.254697351275982"
"Other","2009","Not Working","West Germany","121","0.019820723872161","0.0160391990433012","0.0236022487010207"
"Other","2009","Not Working","East Germany","24","","",""
"Full-time","2010","Full Time","West Germany","6106","0.883431615306673","0.8759566648245","0.890906565788847"
"Full-time","2010","Full Time","East Germany","1850","0.846231987280596","0.831072092747523","0.86139188181367"
"Full-time","2010","Part Time","West Germany","728","0.159666149175901","0.149625944889569","0.169706353462233"
"Full-time","2010","Part Time","East Germany","257","0.201342551502341","0.179067871564568","0.223617231440114"
"Full-time","2010","Not Working","West Germany","50","0.00722418468418547","0.00519650991795562","0.00925185945041531"
"Full-time","2010","Not Working","East Germany","32","0.0132375043338909","0.0083678331823145","0.0181071754854673"
"Part-time","2010","Full Time","West Germany","340","0.0417030908220109","0.0370465262695573","0.0463596553744645"
"Part-time","2010","Full Time","East Germany","123","0.0648476198574203","0.0544984224172078","0.0751968172976328"
"Part-time","2010","Part Time","West Germany","2052","0.361297485637129","0.348130329751986","0.374464641522271"
"Part-time","2010","Part Time","East Germany","411","0.315920358457408","0.290097426256748","0.341743290658069"
"Part-time","2010","Not Working","West Germany","100","0.00688315962667777","0.00490358273318136","0.00886273652017417"
"Part-time","2010","Not Working","East Germany","28","","",""
"Non-working","2010","Full Time","West Germany","340","0.0265679767572059","0.0228220134577578","0.030313940056654"
"Non-working","2010","Full Time","East Germany","116","0.0376691892136224","0.0296676453183463","0.0456707331088986"
"Non-working","2010","Part Time","West Germany","1141","0.21336603101773","0.202136563009151","0.22459549902631"
"Non-working","2010","Part Time","East Germany","342","0.284405574993744","0.259346447703344","0.309464702284144"
"Non-working","2010","Not Working","West Germany","6328","0.964121132901496","0.959668022687857","0.968574243115135"
"Non-working","2010","Not Working","East Germany","2006","0.964775456112961","0.956920819968853","0.972630092257068"
"Other","2010","Full Time","West Germany","294","0.0482973171141097","0.0433033737551893","0.05329126047303"
"Other","2010","Full Time","East Germany","86","0.0512512036483609","0.041984055326282","0.0605183519704398"
"Other","2010","Part Time","West Germany","1192","0.26567033416924","0.253563592869646","0.277777075468834"
"Other","2010","Part Time","East Germany","235","0.198331515046507","0.176182384363766","0.220480645729248"
"Other","2010","Not Working","West Germany","223","0.0217715227876406","0.0182773623997207","0.0252656831755605"
"Other","2010","Not Working","East Germany","50","0.0159057473202276","0.0105750300814401","0.0212364645590151"
"Full-time","2011","Full Time","West Germany","7199","0.882483895487914","0.875502650766943","0.889465140208886"
"Full-time","2011","Full Time","East Germany","2139","0.863169572103642","0.849616460387175","0.876722683820109"
"Full-time","2011","Part Time","West Germany","1054","0.188980287375943","0.179258905009292","0.198701669742595"
"Full-time","2011","Part Time","East Germany","350","0.240741651340697","0.218713186562561","0.262770116118832"
"Full-time","2011","Not Working","West Germany","61","0.00841073528954528","0.00643350842512653","0.010387962153964"
"Full-time","2011","Not Working","East Germany","25","","",""
"Part-time","2011","Full Time","West Germany","394","0.0393858257311892","0.0351691010388527","0.0436025504235257"
"Part-time","2011","Full Time","East Germany","149","0.0542813496928416","0.0453461161116243","0.0632165832740588"
"Part-time","2011","Part Time","West Germany","2737","0.374255700211014","0.362238958386812","0.386272442035215"
"Part-time","2011","Part Time","East Germany","503","0.302240128320597","0.278578595097538","0.325901661543657"
"Part-time","2011","Not Working","West Germany","123","0.00692123488674211","0.0051262646409316","0.00871620513255263"
"Part-time","2011","Not Working","East Germany","35","0.00644956536929384","0.00330915802900812","0.00958997270957957"
"Non-working","2011","Full Time","West Germany","241","0.0294246453463313","0.0257611046311161","0.0330881860615464"
"Non-working","2011","Full Time","East Germany","65","0.0274232662394022","0.0209827431364913","0.0338637893423131"
"Non-working","2011","Part Time","West Germany","1167","0.217214736640345","0.206975442211024","0.227454031069666"
"Non-working","2011","Part Time","East Germany","358","0.261204224558497","0.238569973669879","0.283838475447116"
"Non-working","2011","Not Working","West Germany","7711","0.961209157044705","0.957028474699338","0.965389839390071"
"Non-working","2011","Not Working","East Germany","2391","0.97048408080928","0.963844385279551","0.977123776339009"
"Other","2011","Full Time","West Germany","340","0.0487056334345655","0.0440392777962343","0.0533719890728967"
"Other","2011","Full Time","East Germany","117","0.0551258119641137","0.0461253643882649","0.0641262595399626"
"Other","2011","Part Time","West Germany","1272","0.219549275772698","0.209270466299841","0.229828085245554"
"Other","2011","Part Time","East Germany","236","0.195813995780209","0.175367732650218","0.216260258910199"
"Other","2011","Not Working","West Germany","300","0.023458872779008","0.0201819028864685","0.0267358426715474"
"Other","2011","Not Working","East Germany","45","0.0131962455273522","0.00871945894890935","0.0176730321057951"
