"erwst","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Full-time","1987","Couple + C. LE 16 ","vocational + Abi","49","0.503679491862895","0.39342588909348","0.613933094632309","1"
"Full-time","1987","Couple + C. LE 16 ","higher vocational","97","0.570798199357367","0.496394300247066","0.645202098467668","1"
"Full-time","1987","Couple + C. LE 16 ","higher education","170","0.745476120110497","0.688935339117088","0.802016901103906","1"
"Full-time","1987","Couple + C. GT 16 ","in school","","","","","1"
"Full-time","1987","Couple + C. GT 16 ","inadequately","55","0.389130030600963","0.305319579779769","0.472940481422156","1"
"Full-time","1987","Couple + C. GT 16 ","general elemantary","178","0.240403675070421","0.207348264507638","0.273459085633204","1"
"Full-time","1987","Couple + C. GT 16 ","middle vocational","564","0.53663803601286","0.506095926577854","0.567180145447865","1"
"Full-time","1987","Couple + C. GT 16 ","vocational + Abi","26","","","","1"
"Full-time","1987","Couple + C. GT 16 ","higher vocational","62","0.655849582898404","0.559807750446775","0.751891415350033","1"
"Full-time","1987","Couple + C. GT 16 ","higher education","83","0.754390040085358","0.674313082987429","0.834466997183287","1"
"Full-time","1987","Couple + C. LE and GT 16","in school","","","","","1"
"Full-time","1987","Couple + C. LE and GT 16","inadequately","65","0.465699001969711","0.385604887686595","0.545793116252827","1"
"Full-time","1987","Couple + C. LE and GT 16","general elemantary","144","0.271059763796626","0.229760094424717","0.312359433168536","1"
"Full-time","1987","Couple + C. LE and GT 16","middle vocational","268","0.533670268001675","0.488569678453943","0.578770857549407","1"
"Full-time","1987","Couple + C. LE and GT 16","vocational + Abi","11","","","","1"
"Full-time","1987","Couple + C. LE and GT 16","higher vocational","25","","","","1"
"Full-time","1987","Couple + C. LE and GT 16","higher education","37","0.875012316748178","0.776167350963726","0.973857282532629","1"
"Non-working","1987","Couple + C. GT 16 ","higher vocational","21","","","","5"
"Non-working","1987","Couple + C. LE and GT 16","general elemantary","176","0.383668153644219","0.338487421331999","0.428848885956439","5"
"Non-working","1987","Single parent ","general elemantary","77","0.442306521442366","0.368297528645687","0.516315514239046","5"
"Non-working","1987","1-pers.-HH","vocational + Abi","13","","","","5"
"Non-working","1987","Single parent ","vocational + Abi","2","","","","5"
"Non-working","1987","Couple + C. LE and GT 16","in school","62","0.914834397829549","0.847493410920173","0.982175384738924","5"
"Non-working","1987","1-pers.-HH","in school","1","","","","5"
"Non-working","1987","1-pers.-HH","general elemantary","221","0.801962615027277","0.757813035134521","0.846112194920034","5"
"Non-working","1987","Couple + C. GT 16 ","inadequately","61","0.458902382362198","0.373243109804233","0.544561654920164","5"
"Non-working","1987","Couple + C. GT 16 ","general elemantary","270","0.44496637760095","0.406524568188465","0.483408187013435","5"
"Non-working","1987","Couple + C. GT 16 ","vocational + Abi","12","","","","5"
"Non-working","1987","Couple + C. GT 16 ","higher education","21","","","","5"
"Non-working","1987","Couple + C. LE 16 ","inadequately","96","0.525686194117516","0.460584837291602","0.59078755094343","5"
"Non-working","1987","Couple + C. LE and GT 16","inadequately","72","0.470289706981614","0.390148311647566","0.550431102315662","5"
"Non-working","1987","Couple + C. LE 16 ","vocational + Abi","19","","","","5"
"Non-working","1987","Couple + C. LE and GT 16","vocational + Abi","3","","","","5"
"Non-working","1987","Couple + C. LE 16 ","higher education","32","0.140176309622059","0.0951130417864442","0.185239577457673","5"
"Non-working","1987","1-pers.-HH","inadequately","12","","","","5"
"Non-working","1987","1-pers.-HH","middle vocational","262","0.577716681172158","0.535745451652255","0.619687910692062","5"
"Non-working","1987","1-pers.-HH","higher vocational","29","","","","5"
"Non-working","1987","Single parent ","higher education","6","","","","5"
"Non-working","1987","(Married) couple without C. ","in school","1","","","","5"
"Non-working","1987","(Married) couple without C. ","general elemantary","343","0.688831490653882","0.65052071220451","0.727142269103255","5"
"Non-working","1987","Couple + C. LE and GT 16","middle vocational","129","0.296359868792008","0.255075641593476","0.33764409599054","5"
"Non-working","1987","Couple + C. LE and GT 16","higher vocational","9","","","","5"
"Non-working","1987","Couple + C. LE 16 ","in school","","","","","5"
"Non-working","1987","Couple + C. LE 16 ","general elemantary","177","0.449352200609753","0.403944655950869","0.494759745268637","5"
"Non-working","1987","Couple + C. GT 16 ","middle vocational","301","0.309859455184408","0.281535802494134","0.338183107874682","5"
"Non-working","1987","Couple + C. LE and GT 16","higher education","3","","","","5"
"Non-working","1987","1-pers.-HH","higher education","32","0.343649708148489","0.259028107304771","0.428271308992207","5"
"Non-working","1987","(Married) couple without C. ","inadequately","29","","","","5"
"Non-working","1987","(Married) couple without C. ","middle vocational","555","0.502828812794451","0.475297758861836","0.530359866727065","5"
"Non-working","1987","(Married) couple without C. ","vocational + Abi","28","","","","5"
"Non-working","1987","(Married) couple without C. ","higher vocational","65","0.464057834250181","0.385547421635609","0.542568246864754","5"
"Non-working","1987","(Married) couple without C. ","higher education","60","0.3725981686435","0.303849460848809","0.44134687643819","5"
"Non-working","1987","Single parent ","in school","25","","","","5"
"Non-working","1987","Single parent ","inadequately","16","","","","5"
"Non-working","1987","Single parent ","middle vocational","80","0.365697550928964","0.304380234711064","0.427014867146865","5"
"Non-working","1987","Single parent ","higher vocational","6","","","","5"
"Non-working","1987","Couple + C. LE 16 ","middle vocational","363","0.312673826116484","0.286223301352578","0.33912435088039","5"
"Non-working","1987","Couple + C. LE 16 ","higher vocational","48","0.274127957748439","0.207073086905957","0.34118282859092","5"
"Non-working","1987","Couple + C. GT 16 ","in school","87","0.962355063015861","0.923031959069214","1.00167816696251","5"
"Other","1987","1-pers.-HH","general elemantary","8","","","","6"
"Other","1987","1-pers.-HH","inadequately","4","","","","6"
"Other","1987","(Married) couple without C. ","higher vocational","2","","","","6"
"Other","1987","Couple + C. GT 16 ","inadequately","5","","","","6"
"Other","1987","Couple + C. GT 16 ","in school","3","","","","6"
"Other","1987","1-pers.-HH","middle vocational","14","","","","6"
"Other","1987","Couple + C. GT 16 ","general elemantary","141","0.211678434492731","0.180079634635072","0.243277234350391","6"
"Other","1987","(Married) couple without C. ","in school","","","","","6"
"Other","1987","(Married) couple without C. ","vocational + Abi","1","","","","6"
"Other","1987","Couple + C. GT 16 ","middle vocational","80","0.0723950705066594","0.0565229798871662","0.0882671611261526","6"
"Other","1987","1-pers.-HH","in school","","","","","6"
"Other","1987","1-pers.-HH","vocational + Abi","5","","","","6"
"Other","1987","1-pers.-HH","higher vocational","3","","","","6"
"Other","1987","1-pers.-HH","higher education","4","","","","6"
"Other","1987","(Married) couple without C. ","middle vocational","18","","","","6"
"Other","1987","Couple + C. GT 16 ","vocational + Abi","1","","","","6"
"Other","1987","(Married) couple without C. ","inadequately","2","","","","6"
"Other","1987","(Married) couple without C. ","general elemantary","12","","","","6"
"Other","1987","Couple + C. GT 16 ","higher vocational","1","","","","6"
"Other","1987","Couple + C. GT 16 ","higher education","2","","","","6"
"Other","1987","Couple + C. LE and GT 16","in school","2","","","","6"
"Other","1987","Couple + C. LE and GT 16","inadequately","5","","","","6"
"Other","1987","(Married) couple without C. ","higher education","5","","","","6"
"Other","1987","Single parent ","in school","1","","","","6"
"Other","1987","Single parent ","inadequately","1","","","","6"
"Other","1987","Couple + C. LE 16 ","higher education","8","","","","6"
"Other","1987","Couple + C. LE and GT 16","general elemantary","104","0.28270187219268","0.240862777719897","0.324540966665463","6"
"Other","1987","Couple + C. LE and GT 16","middle vocational","38","0.0866463402527239","0.0612135645812349","0.112079115924213","6"
"Other","1987","Couple + C. LE and GT 16","vocational + Abi","1","","","","6"
"Other","1987","Single parent ","general elemantary","28","","","","6"
"Other","1987","Single parent ","middle vocational","18","","","","6"
"Other","1987","Single parent ","vocational + Abi","","","","","6"
"Other","1987","Single parent ","higher vocational","1","","","","6"
"Other","1987","Single parent ","higher education","1","","","","6"
"Other","1987","Couple + C. LE 16 ","in school","","","","","6"
"Other","1987","Couple + C. LE 16 ","inadequately","5","","","","6"
"Other","1987","Couple + C. LE 16 ","general elemantary","13","","","","6"
"Other","1987","Couple + C. LE 16 ","middle vocational","34","0.0294932027779645","0.0198400907475167","0.0391463148084122","6"
"Other","1987","Couple + C. LE 16 ","vocational + Abi","6","","","","6"
"Other","1987","Couple + C. LE 16 ","higher vocational","3","","","","6"
"Other","1987","Couple + C. LE and GT 16","higher vocational","2","","","","6"
"Other","1987","Couple + C. LE and GT 16","higher education","","","","","6"
"Part-time","1987","1-pers.-HH","inadequately","1","","","","2"
"Part-time","1987","(Married) couple without C. ","inadequately","3","","","","2"
"Part-time","1987","Couple + C. GT 16 ","in school","","","","","2"
"Part-time","1987","Couple + C. LE and GT 16","inadequately","7","","","","2"
"Part-time","1987","1-pers.-HH","in school","","","","","2"
"Part-time","1987","1-pers.-HH","general elemantary","8","","","","2"
"Part-time","1987","1-pers.-HH","middle vocational","11","","","","2"
"Part-time","1987","1-pers.-HH","vocational + Abi","1","","","","2"
"Part-time","1987","Couple + C. LE 16 ","higher education","18","","","","2"
"Part-time","1987","1-pers.-HH","higher vocational","1","","","","2"
"Part-time","1987","1-pers.-HH","higher education","7","","","","2"
"Part-time","1987","(Married) couple without C. ","in school","","","","","2"
"Part-time","1987","(Married) couple without C. ","general elemantary","38","0.0716088372366805","0.0502727160114468","0.0929449584619141","2"
"Part-time","1987","(Married) couple without C. ","middle vocational","64","0.0516936215826412","0.0395022491389914","0.0638849940262909","2"
"Part-time","1987","Couple + C. GT 16 ","inadequately","9","","","","2"
"Part-time","1987","Couple + C. GT 16 ","general elemantary","53","0.102951512835898","0.0794440963193034","0.126458929352492","2"
"Part-time","1987","Couple + C. GT 16 ","middle vocational","79","0.0811074382960728","0.0643864931132052","0.0978283834789405","2"
"Part-time","1987","Couple + C. GT 16 ","vocational + Abi","1","","","","2"
"Part-time","1987","Couple + C. LE and GT 16","general elemantary","21","","","","2"
"Part-time","1987","Couple + C. LE and GT 16","middle vocational","35","0.0833235229535929","0.0583378519317281","0.108309193975458","2"
"Part-time","1987","Couple + C. LE 16 ","higher vocational","22","","","","2"
"Part-time","1987","Couple + C. GT 16 ","higher vocational","10","","","","2"
"Part-time","1987","Couple + C. GT 16 ","higher education","5","","","","2"
"Part-time","1987","Couple + C. LE and GT 16","in school","2","","","","2"
"Part-time","1987","(Married) couple without C. ","vocational + Abi","6","","","","2"
"Part-time","1987","(Married) couple without C. ","higher vocational","8","","","","2"
"Part-time","1987","(Married) couple without C. ","higher education","11","","","","2"
"Part-time","1987","Single parent ","middle vocational","22","","","","2"
"Part-time","1987","Single parent ","vocational + Abi","","","","","2"
"Part-time","1987","Single parent ","higher vocational","3","","","","2"
"Part-time","1987","Single parent ","higher education","2","","","","2"
"Part-time","1987","Couple + C. LE 16 ","in school","","","","","2"
"Part-time","1987","Couple + C. LE 16 ","inadequately","12","","","","2"
"Part-time","1987","Couple + C. LE 16 ","general elemantary","50","0.154573485181151","0.121574311878094","0.187572658484207","2"
"Part-time","1987","Couple + C. LE 16 ","middle vocational","109","0.0981884596601013","0.0812101204853747","0.115166798834828","2"
"Part-time","1987","Couple + C. LE 16 ","vocational + Abi","5","","","","2"
"Part-time","1987","Single parent ","in school","1","","","","2"
"Part-time","1987","Single parent ","inadequately","1","","","","2"
"Part-time","1987","Single parent ","general elemantary","16","","","","2"
"Part-time","1987","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"Part-time","1987","Couple + C. LE and GT 16","higher vocational","4","","","","2"
"Part-time","1987","Couple + C. LE and GT 16","higher education","3","","","","2"
"Full-time","1988","1-pers.-HH","in school","","","","","1"
"Full-time","1988","1-pers.-HH","inadequately","29","","","","1"
"Full-time","1988","1-pers.-HH","general elemantary","71","0.144638767849955","0.104836794760503","0.184440740939407","1"
"Full-time","1988","1-pers.-HH","middle vocational","230","0.378866167921682","0.337010069316878","0.420722266526486","1"
"Full-time","1988","1-pers.-HH","vocational + Abi","20","","","","1"
"Full-time","1988","1-pers.-HH","higher vocational","24","","","","1"
"Full-time","1988","1-pers.-HH","higher education","73","0.579167475231411","0.489326216577599","0.669008733885223","1"
"Full-time","1988","(Married) couple without C. ","in school","","","","","1"
"Full-time","1988","(Married) couple without C. ","inadequately","41","0.438854529027968","0.329425494195886","0.54828356386005","1"
"Full-time","1988","(Married) couple without C. ","general elemantary","161","0.202971585599604","0.169569389770289","0.236373781428919","1"
"Full-time","1988","(Married) couple without C. ","middle vocational","612","0.439154325328904","0.411283186369923","0.467025464287885","1"
"Full-time","1988","(Married) couple without C. ","vocational + Abi","38","0.469399170197873","0.354123683638662","0.584674656757084","1"
"Full-time","1988","(Married) couple without C. ","higher vocational","90","0.534249691039636","0.455972630707355","0.612526751371917","1"
"Full-time","1988","(Married) couple without C. ","higher education","115","0.617199840228118","0.546387693389904","0.688011987066331","1"
"Full-time","1988","Single parent ","in school","","","","","1"
"Full-time","1988","Single parent ","inadequately","12","","","","1"
"Full-time","1988","Single parent ","general elemantary","53","0.312295238173483","0.240261952349063","0.384328523997904","1"
"Full-time","1988","Single parent ","middle vocational","121","0.507215930929898","0.443021862182653","0.571409999677143","1"
"Full-time","1988","Single parent ","vocational + Abi","10","","","","1"
"Full-time","1988","Single parent ","higher vocational","15","","","","1"
"Full-time","1988","Single parent ","higher education","8","","","","1"
"Full-time","1988","Couple + C. LE 16 ","in school","","","","","1"
"Full-time","1988","Couple + C. LE 16 ","inadequately","92","0.377089732529625","0.308713599642355","0.445465865416894","1"
"Full-time","1988","Couple + C. LE 16 ","general elemantary","202","0.35030523662575","0.305678633683564","0.394931839567936","1"
"Full-time","1988","Couple + C. LE 16 ","middle vocational","617","0.53480593812783","0.505594410359653","0.564017465896008","1"
"Full-time","1988","Couple + C. LE 16 ","vocational + Abi","42","0.423681862883879","0.308742179411337","0.538621546356422","1"
"Full-time","1988","Couple + C. LE 16 ","higher vocational","93","0.592467974212153","0.516090931209212","0.668845017215095","1"
"Full-time","1988","Couple + C. LE 16 ","higher education","160","0.74814948466814","0.690127247015231","0.806171722321049","1"
"Full-time","1988","Couple + C. GT 16 ","in school","","","","","1"
"Full-time","1988","Couple + C. GT 16 ","inadequately","56","0.342627546441783","0.261357720036505","0.423897372847062","1"
"Full-time","1988","Couple + C. GT 16 ","general elemantary","192","0.252822769760642","0.219838636168125","0.285806903353159","1"
"Full-time","1988","Couple + C. GT 16 ","middle vocational","544","0.512184740592766","0.481921985855767","0.542447495329764","1"
"Full-time","1988","Couple + C. GT 16 ","vocational + Abi","29","","","","1"
"Full-time","1988","Couple + C. GT 16 ","higher vocational","62","0.659605802212661","0.563302778181394","0.755908826243928","1"
"Full-time","1988","Couple + C. GT 16 ","higher education","82","0.779861554143192","0.701718043768744","0.85800506451764","1"
"Full-time","1988","Couple + C. LE and GT 16","in school","","","","","1"
"Full-time","1988","Couple + C. LE and GT 16","inadequately","61","0.446132775838599","0.36437316472917","0.527892386948029","1"
"Full-time","1988","Couple + C. LE and GT 16","general elemantary","125","0.253220377906032","0.210282009717379","0.296158746094685","1"
"Full-time","1988","Couple + C. LE and GT 16","middle vocational","224","0.535710332722726","0.486277074872226","0.585143590573225","1"
"Full-time","1988","Couple + C. LE and GT 16","vocational + Abi","7","","","","1"
"Full-time","1988","Couple + C. LE and GT 16","higher vocational","24","","","","1"
"Full-time","1988","Couple + C. LE and GT 16","higher education","28","","","","1"
"Non-working","1988","Single parent ","in school","18","","","","5"
"Non-working","1988","Single parent ","general elemantary","64","0.428283721765586","0.351369687428373","0.505197756102799","5"
"Non-working","1988","Single parent ","vocational + Abi","3","","","","5"
"Non-working","1988","1-pers.-HH","middle vocational","264","0.581976905720296","0.539419391435744","0.624534420004847","5"
"Non-working","1988","1-pers.-HH","higher vocational","32","0.587167076924191","0.45935300420156","0.714981149646823","5"
"Non-working","1988","(Married) couple without C. ","in school","","","","","5"
"Non-working","1988","(Married) couple without C. ","inadequately","35","0.505306669088153","0.395056290813725","0.615557047362582","5"
"Non-working","1988","(Married) couple without C. ","general elemantary","341","0.698075144469366","0.659949164580163","0.73620112435857","5"
"Non-working","1988","(Married) couple without C. ","middle vocational","528","0.496663428797703","0.468584225498611","0.524742632096796","5"
"Non-working","1988","(Married) couple without C. ","vocational + Abi","28","","","","5"
"Non-working","1988","(Married) couple without C. ","higher education","51","0.310701683584724","0.243282387199764","0.378120979969685","5"
"Non-working","1988","Single parent ","inadequately","19","","","","5"
"Non-working","1988","Single parent ","middle vocational","77","0.334602067428041","0.27401566515328","0.395188469702803","5"
"Non-working","1988","Single parent ","higher vocational","4","","","","5"
"Non-working","1988","Single parent ","higher education","6","","","","5"
"Non-working","1988","Couple + C. LE 16 ","in school","","","","","5"
"Non-working","1988","Couple + C. LE 16 ","inadequately","79","0.493998052743838","0.423462487802126","0.56453361768555","5"
"Non-working","1988","Couple + C. LE 16 ","general elemantary","172","0.444574011526738","0.398090282057516","0.49105774099596","5"
"Non-working","1988","Couple + C. LE 16 ","vocational + Abi","18","","","","5"
"Non-working","1988","Couple + C. LE 16 ","higher education","30","0.13199515149864","0.0867503251200974","0.177239977877183","5"
"Non-working","1988","Couple + C. GT 16 ","inadequately","64","0.575087273961439","0.49043683958984","0.659737708333039","5"
"Non-working","1988","Couple + C. GT 16 ","general elemantary","275","0.441066655691052","0.403386100167734","0.478747211214369","5"
"Non-working","1988","Couple + C. GT 16 ","middle vocational","349","0.347417505007935","0.318589737675681","0.376245272340189","5"
"Non-working","1988","Couple + C. GT 16 ","vocational + Abi","15","","","","5"
"Non-working","1988","Couple + C. GT 16 ","higher vocational","18","","","","5"
"Non-working","1988","Couple + C. LE and GT 16","in school","52","0.966674607235059","0.91880289020673","1.01454632426339","5"
"Non-working","1988","Couple + C. LE and GT 16","general elemantary","154","0.395732513040743","0.347447154534177","0.444017871547309","5"
"Non-working","1988","1-pers.-HH","in school","1","","","","5"
"Non-working","1988","1-pers.-HH","inadequately","11","","","","5"
"Non-working","1988","1-pers.-HH","general elemantary","211","0.808730747216717","0.764225417613376","0.853236076820057","5"
"Non-working","1988","1-pers.-HH","vocational + Abi","11","","","","5"
"Non-working","1988","1-pers.-HH","higher education","35","0.358158634259672","0.270907584530555","0.445409683988789","5"
"Non-working","1988","(Married) couple without C. ","higher vocational","56","0.405340346888719","0.328297921606568","0.482382772170869","5"
"Non-working","1988","Couple + C. GT 16 ","higher education","18","","","","5"
"Non-working","1988","Couple + C. LE and GT 16","inadequately","74","0.526264043957085","0.444139316296169","0.608388771618","5"
"Non-working","1988","Couple + C. LE and GT 16","middle vocational","105","0.288410843260218","0.243507346161472","0.333314340358964","5"
"Non-working","1988","Couple + C. LE and GT 16","vocational + Abi","4","","","","5"
"Non-working","1988","Couple + C. LE and GT 16","higher vocational","8","","","","5"
"Non-working","1988","Couple + C. LE and GT 16","higher education","2","","","","5"
"Non-working","1988","Couple + C. LE 16 ","middle vocational","344","0.309695635379982","0.282616990190997","0.336774280568968","5"
"Non-working","1988","Couple + C. LE 16 ","higher vocational","43","0.256353175046326","0.188487176534868","0.324219173557785","5"
"Non-working","1988","Couple + C. GT 16 ","in school","76","0.97007054292023","0.932496699320422","1.00764438652004","5"
"Other","1988","Couple + C. GT 16 ","general elemantary","146","0.206043931117703","0.175349235997922","0.236738626237483","6"
"Other","1988","1-pers.-HH","inadequately","1","","","","6"
"Other","1988","1-pers.-HH","general elemantary","8","","","","6"
"Other","1988","Couple + C. GT 16 ","inadequately","4","","","","6"
"Other","1988","1-pers.-HH","in school","","","","","6"
"Other","1988","1-pers.-HH","higher education","2","","","","6"
"Other","1988","(Married) couple without C. ","in school","","","","","6"
"Other","1988","1-pers.-HH","middle vocational","11","","","","6"
"Other","1988","Couple + C. GT 16 ","higher education","1","","","","6"
"Other","1988","1-pers.-HH","higher vocational","1","","","","6"
"Other","1988","Couple + C. GT 16 ","middle vocational","71","0.0574056416053281","0.0433222532472602","0.0714890299633961","6"
"Other","1988","Couple + C. GT 16 ","vocational + Abi","4","","","","6"
"Other","1988","Couple + C. GT 16 ","higher vocational","4","","","","6"
"Other","1988","1-pers.-HH","vocational + Abi","3","","","","6"
"Other","1988","(Married) couple without C. ","inadequately","1","","","","6"
"Other","1988","(Married) couple without C. ","general elemantary","17","","","","6"
"Other","1988","(Married) couple without C. ","middle vocational","15","","","","6"
"Other","1988","(Married) couple without C. ","vocational + Abi","3","","","","6"
"Other","1988","(Married) couple without C. ","higher vocational","2","","","","6"
"Other","1988","Couple + C. GT 16 ","in school","2","","","","6"
"Other","1988","Couple + C. LE and GT 16","in school","1","","","","6"
"Other","1988","Couple + C. LE and GT 16","inadequately","2","","","","6"
"Other","1988","Couple + C. LE and GT 16","general elemantary","91","0.274603002079008","0.23053326114762","0.318672743010397","6"
"Other","1988","Couple + C. LE and GT 16","middle vocational","36","0.0952902977468112","0.0661872361699966","0.124393359323626","6"
"Other","1988","Couple + C. LE and GT 16","vocational + Abi","1","","","","6"
"Other","1988","(Married) couple without C. ","higher education","8","","","","6"
"Other","1988","Single parent ","in school","1","","","","6"
"Other","1988","Single parent ","inadequately","2","","","","6"
"Other","1988","Couple + C. LE 16 ","higher education","6","","","","6"
"Other","1988","Single parent ","general elemantary","33","0.203618238153029","0.141026282754967","0.266210193551092","6"
"Other","1988","Single parent ","middle vocational","17","","","","6"
"Other","1988","Single parent ","vocational + Abi","2","","","","6"
"Other","1988","Single parent ","higher vocational","1","","","","6"
"Other","1988","Single parent ","higher education","","","","","6"
"Other","1988","Couple + C. LE 16 ","in school","","","","","6"
"Other","1988","Couple + C. LE 16 ","inadequately","4","","","","6"
"Other","1988","Couple + C. LE 16 ","general elemantary","15","","","","6"
"Other","1988","Couple + C. LE 16 ","middle vocational","35","0.0329668515369395","0.0225100588843669","0.0434236441895121","6"
"Other","1988","Couple + C. LE 16 ","vocational + Abi","6","","","","6"
"Other","1988","Couple + C. LE 16 ","higher vocational","6","","","","6"
"Other","1988","Couple + C. LE and GT 16","higher vocational","1","","","","6"
"Other","1988","Couple + C. LE and GT 16","higher education","2","","","","6"
"Part-time","1988","1-pers.-HH","general elemantary","10","","","","2"
"Part-time","1988","1-pers.-HH","inadequately","1","","","","2"
"Part-time","1988","1-pers.-HH","middle vocational","11","","","","2"
"Part-time","1988","1-pers.-HH","in school","","","","","2"
"Part-time","1988","1-pers.-HH","higher education","6","","","","2"
"Part-time","1988","(Married) couple without C. ","in school","","","","","2"
"Part-time","1988","Couple + C. LE 16 ","higher education","19","","","","2"
"Part-time","1988","Couple + C. GT 16 ","in school","1","","","","2"
"Part-time","1988","Couple + C. GT 16 ","inadequately","7","","","","2"
"Part-time","1988","Couple + C. GT 16 ","general elemantary","54","0.100066643430604","0.0772928689873142","0.122840417873894","2"
"Part-time","1988","1-pers.-HH","vocational + Abi","","","","","2"
"Part-time","1988","1-pers.-HH","higher vocational","","","","","2"
"Part-time","1988","Couple + C. GT 16 ","middle vocational","84","0.0829921127939712","0.0662899621800509","0.0996942634078915","2"
"Part-time","1988","(Married) couple without C. ","inadequately","2","","","","2"
"Part-time","1988","(Married) couple without C. ","general elemantary","38","0.0723639983694899","0.0508475508452319","0.0938804458937479","2"
"Part-time","1988","(Married) couple without C. ","middle vocational","63","0.0544779708856889","0.0417320642091376","0.0672238775622401","2"
"Part-time","1988","Couple + C. GT 16 ","vocational + Abi","2","","","","2"
"Part-time","1988","Couple + C. GT 16 ","higher vocational","9","","","","2"
"Part-time","1988","Couple + C. GT 16 ","higher education","7","","","","2"
"Part-time","1988","Couple + C. LE and GT 16","in school","1","","","","2"
"Part-time","1988","Couple + C. LE and GT 16","inadequately","5","","","","2"
"Part-time","1988","Couple + C. LE and GT 16","general elemantary","24","","","","2"
"Part-time","1988","Couple + C. LE and GT 16","middle vocational","26","","","","2"
"Part-time","1988","Couple + C. LE 16 ","higher vocational","17","","","","2"
"Part-time","1988","(Married) couple without C. ","vocational + Abi","3","","","","2"
"Part-time","1988","(Married) couple without C. ","higher vocational","8","","","","2"
"Part-time","1988","(Married) couple without C. ","higher education","7","","","","2"
"Part-time","1988","Single parent ","in school","1","","","","2"
"Part-time","1988","Single parent ","inadequately","2","","","","2"
"Part-time","1988","Single parent ","general elemantary","9","","","","2"
"Part-time","1988","Single parent ","middle vocational","18","","","","2"
"Part-time","1988","Single parent ","vocational + Abi","1","","","","2"
"Part-time","1988","Single parent ","higher vocational","1","","","","2"
"Part-time","1988","Single parent ","higher education","2","","","","2"
"Part-time","1988","Couple + C. LE 16 ","in school","","","","","2"
"Part-time","1988","Couple + C. LE 16 ","inadequately","18","","","","2"
"Part-time","1988","Couple + C. LE 16 ","general elemantary","50","0.164723541187981","0.130025194120179","0.199421888255783","2"
"Part-time","1988","Couple + C. LE 16 ","middle vocational","124","0.122531574955248","0.103328143640665","0.14173500626983","2"
"Part-time","1988","Couple + C. LE 16 ","vocational + Abi","5","","","","2"
"Part-time","1988","Couple + C. LE and GT 16","vocational + Abi","1","","","","2"
"Part-time","1988","Couple + C. LE and GT 16","higher vocational","5","","","","2"
"Part-time","1988","Couple + C. LE and GT 16","higher education","","","","","2"
"Full-time","1989","(Married) couple without C. ","higher education","120","0.573764998186263","0.504532239649904","0.642997756722621","1"
"Full-time","1989","Single parent ","in school","","","","","1"
"Full-time","1989","Single parent ","inadequately","12","","","","1"
"Full-time","1989","Single parent ","general elemantary","42","0.276616024321544","0.202251843109921","0.350980205533167","1"
"Full-time","1989","Single parent ","middle vocational","107","0.494670783815225","0.427840363028334","0.561501204602116","1"
"Full-time","1989","Single parent ","vocational + Abi","5","","","","1"
"Full-time","1989","Single parent ","higher vocational","15","","","","1"
"Full-time","1989","Single parent ","higher education","13","","","","1"
"Full-time","1989","Couple + C. LE 16 ","in school","1","","","","1"
"Full-time","1989","Couple + C. LE 16 ","inadequately","84","0.429654190528698","0.355888622179697","0.503419758877699","1"
"Full-time","1989","Couple + C. LE 16 ","general elemantary","197","0.357912278064994","0.312442835007782","0.403381721122206","1"
"Full-time","1989","1-pers.-HH","in school","","","","","1"
"Full-time","1989","1-pers.-HH","inadequately","28","","","","1"
"Full-time","1989","1-pers.-HH","general elemantary","77","0.167160561619841","0.12507896862318","0.209242154616503","1"
"Full-time","1989","1-pers.-HH","middle vocational","240","0.413336004921574","0.370556521470721","0.456115488372427","1"
"Full-time","1989","1-pers.-HH","vocational + Abi","27","","","","1"
"Full-time","1989","1-pers.-HH","higher vocational","25","","","","1"
"Full-time","1989","1-pers.-HH","higher education","78","0.621537212264233","0.534028307744984","0.709046116783482","1"
"Full-time","1989","(Married) couple without C. ","in school","","","","","1"
"Full-time","1989","(Married) couple without C. ","inadequately","34","0.321816702220093","0.215375427696577","0.428257976743608","1"
"Full-time","1989","(Married) couple without C. ","general elemantary","160","0.200642587790371","0.16664355596935","0.234641619611392","1"
"Full-time","1989","(Married) couple without C. ","middle vocational","631","0.4508006100363","0.422753235678933","0.478847984393667","1"
"Full-time","1989","(Married) couple without C. ","vocational + Abi","50","0.550795235896356","0.440408204526197","0.661182267266514","1"
"Full-time","1989","(Married) couple without C. ","higher vocational","86","0.512284772634243","0.432559043741798","0.592010501526687","1"
"Full-time","1989","Couple + C. LE 16 ","middle vocational","622","0.556979611800184","0.527557588358949","0.586401635241418","1"
"Full-time","1989","Couple + C. LE 16 ","vocational + Abi","33","0.382370434126934","0.266006906016376","0.498733962237491","1"
"Full-time","1989","Couple + C. LE 16 ","higher vocational","88","0.585353957411595","0.506513251650589","0.664194663172601","1"
"Full-time","1989","Couple + C. LE 16 ","higher education","144","0.73401201906213","0.672621098616057","0.795402939508202","1"
"Full-time","1989","Couple + C. GT 16 ","in school","","","","","1"
"Full-time","1989","Couple + C. GT 16 ","inadequately","58","0.38377626835244","0.301437577150602","0.466114959554277","1"
"Full-time","1989","Couple + C. GT 16 ","general elemantary","204","0.264402222565515","0.229992104215114","0.298812340915916","1"
