"erwst","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Part-time","1993","Not Employed","(0) in school","","","",""
"Part-time","1993","Not Employed","(1a) inadequately completed","2","","",""
"Part-time","1993","Not Employed","(1b) general elementary school","4","","",""
"Part-time","1993","Not Employed","(1c) basic vocational qualification","10","","",""
"Part-time","1993","Not Employed","(2b) intermediate general qualification","3","","",""
"Part-time","1993","Not Employed","(2a) intermediate vocational","5","","",""
"Part-time","1993","Not Employed","(2c_gen) general maturity certificate","","","",""
"Part-time","1993","Not Employed","(2c_voc) vocational maturity certificate","3","","",""
"Part-time","1993","Not Employed","(3a) lower tertiary education","4","","",""
"Part-time","1993","Not Employed","(3b) higher tertiary education","3","","",""
"Part-time","1993","Employed","(0) in school","1","","",""
"Part-time","1993","Employed","(1a) inadequately completed","41","0.0874841504588326","0.0588107914246056","0.11615750949306"
"Part-time","1993","Employed","(1b) general elementary school","155","0.180025094332803","0.157819317278428","0.202230871387177"
"Part-time","1993","Employed","(1c) basic vocational qualification","267","0.10870624892273","0.0969500317514966","0.120462466093963"
"Part-time","1993","Employed","(2b) intermediate general qualification","23","","",""
"Part-time","1993","Employed","(2a) intermediate vocational","211","0.111566987084664","0.0979417064112941","0.125192267758033"
"Part-time","1993","Employed","(2c_gen) general maturity certificate","24","","",""
"Part-time","1993","Employed","(2c_voc) vocational maturity certificate","37","0.101063358460364","0.0714140722585169","0.13071264466221"
"Part-time","1993","Employed","(3a) lower tertiary education","56","0.0875954344897723","0.0660762510717978","0.109114617907747"
"Part-time","1993","Employed","(3b) higher tertiary education","55","0.108344968337002","0.084469032530411","0.132220904143592"
"Non-working","1993","Not Employed","(0) in school","118","0.987137151685142","0.966891491968954","1.00738281140133"
"Non-working","1993","Not Employed","(1a) inadequately completed","344","0.959491419925732","0.938954253715406","0.980028586136057"
"Non-working","1993","Not Employed","(1b) general elementary school","1036","0.988466339821902","0.982029464228407","0.994903215415397"
"Non-working","1993","Not Employed","(1c) basic vocational qualification","1450","0.979014644418168","0.971739158079156","0.98629013075718"
"Non-working","1993","Not Employed","(2b) intermediate general qualification","184","0.947535236596724","0.91671176107425","0.978358712119197"
"Non-working","1993","Not Employed","(2a) intermediate vocational","487","0.941182220483275","0.921282264402017","0.961082176564533"
"Non-working","1993","Not Employed","(2c_gen) general maturity certificate","154","0.966057609247669","0.938258747346758","0.993856471148581"
"Non-working","1993","Not Employed","(2c_voc) vocational maturity certificate","110","0.906489823767296","0.854179728061635","0.958799919472957"
"Non-working","1993","Not Employed","(3a) lower tertiary education","174","0.937711334201565","0.902979260343889","0.97244340805924"
"Non-working","1993","Not Employed","(3b) higher tertiary education","127","0.949710321281838","0.913509445048159","0.985911197515518"
"Non-working","1993","Employed","(0) in school","7","","",""
"Non-working","1993","Employed","(1a) inadequately completed","38","0.117034063335563","0.0844112214107193","0.149656905260407"
"Non-working","1993","Employed","(1b) general elementary school","142","0.120540338681542","0.101722344208765","0.139358333154318"
"Non-working","1993","Employed","(1c) basic vocational qualification","316","0.113701831164944","0.101712262207821","0.125691400122066"
"Non-working","1993","Employed","(2b) intermediate general qualification","30","0.0948778540852871","0.0628202104329288","0.126935497737645"
"Non-working","1993","Employed","(2a) intermediate vocational","231","0.104886392865127","0.0916257702580732","0.11814701547218"
"Non-working","1993","Employed","(2c_gen) general maturity certificate","63","0.263005153745345","0.207420625435252","0.318589682055438"
"Non-working","1993","Employed","(2c_voc) vocational maturity certificate","57","0.110022455203576","0.0792414337033142","0.140803476703838"
"Non-working","1993","Employed","(3a) lower tertiary education","45","0.0664193175868213","0.0474647247501153","0.0853739104235274"
"Non-working","1993","Employed","(3b) higher tertiary education","56","0.0790547957265078","0.0583276928734938","0.0997818985795218"
"Other","1993","Not Employed","(0) in school","1","","",""
"Other","1993","Not Employed","(1a) inadequately completed","1","","",""
"Other","1993","Not Employed","(1b) general elementary school","7","","",""
"Other","1993","Not Employed","(1c) basic vocational qualification","12","","",""
"Other","1993","Not Employed","(2b) intermediate general qualification","12","","",""
"Other","1993","Not Employed","(2a) intermediate vocational","25","","",""
"Other","1993","Not Employed","(2c_gen) general maturity certificate","7","","",""
"Other","1993","Not Employed","(2c_voc) vocational maturity certificate","3","","",""
"Other","1993","Not Employed","(3a) lower tertiary education","3","","",""
"Other","1993","Not Employed","(3b) higher tertiary education","4","","",""
"Other","1993","Employed","(0) in school","1","","",""
"Other","1993","Employed","(1a) inadequately completed","23","","",""
"Other","1993","Employed","(1b) general elementary school","144","0.144172302070628","0.123870562315647","0.164474041825609"
"Other","1993","Employed","(1c) basic vocational qualification","92","0.0359162480105207","0.028888231436233","0.0429442645848084"
"Other","1993","Employed","(2b) intermediate general qualification","171","0.426975764215852","0.372864998156021","0.481086530275683"
"Other","1993","Employed","(2a) intermediate vocational","55","0.0303023815812255","0.0228837841179475","0.0377209790445034"
"Other","1993","Employed","(2c_gen) general maturity certificate","75","0.280589462431752","0.223865880737824","0.33731304412568"
"Other","1993","Employed","(2c_voc) vocational maturity certificate","24","","",""
"Other","1993","Employed","(3a) lower tertiary education","6","","",""
"Other","1993","Employed","(3b) higher tertiary education","14","","",""
"Full-time","1994","Not Employed","(0) in school","","","",""
"Full-time","1994","Not Employed","(1a) inadequately completed","1","","",""
"Full-time","1994","Not Employed","(1b) general elementary school","8","","",""
"Full-time","1994","Not Employed","(1c) basic vocational qualification","19","","",""
"Full-time","1994","Not Employed","(2b) intermediate general qualification","1","","",""
"Full-time","1994","Not Employed","(2a) intermediate vocational","10","","",""
"Full-time","1994","Not Employed","(2c_gen) general maturity certificate","3","","",""
"Full-time","1994","Not Employed","(2c_voc) vocational maturity certificate","3","","",""
"Full-time","1994","Not Employed","(3a) lower tertiary education","6","","",""
"Full-time","1994","Not Employed","(3b) higher tertiary education","8","","",""
"Full-time","1994","Employed","(0) in school","","","",""
"Full-time","1994","Employed","(1a) inadequately completed","244","0.703162612588264","0.655162124348098","0.75116310082843"
"Full-time","1994","Employed","(1b) general elementary school","596","0.525578131300034","0.494903793554163","0.556252469045905"
"Full-time","1994","Employed","(1c) basic vocational qualification","1888","0.738776231610145","0.721614176759233","0.755938286461057"
"Full-time","1994","Employed","(2b) intermediate general qualification","95","0.363337161078659","0.30918242585912","0.417491896298199"
"Full-time","1994","Employed","(2a) intermediate vocational","1543","0.742927523938266","0.723986543771359","0.761868504105172"
"Full-time","1994","Employed","(2c_gen) general maturity certificate","80","0.440706984166479","0.373558980068099","0.507854988264859"
"Full-time","1994","Employed","(2c_voc) vocational maturity certificate","278","0.717179678122225","0.672016374416514","0.762342981827937"
"Full-time","1994","Employed","(3a) lower tertiary education","531","0.801940033680388","0.771395850577806","0.83248421678297"
"Full-time","1994","Employed","(3b) higher tertiary education","552","0.802890983929204","0.772448666729315","0.833333301129093"
"Part-time","1994","Not Employed","(0) in school","","","",""
"Part-time","1994","Not Employed","(1a) inadequately completed","2","","",""
"Part-time","1994","Not Employed","(1b) general elementary school","4","","",""
"Part-time","1994","Not Employed","(1c) basic vocational qualification","10","","",""
"Part-time","1994","Not Employed","(2b) intermediate general qualification","","","",""
"Part-time","1994","Not Employed","(2a) intermediate vocational","5","","",""
"Part-time","1994","Not Employed","(2c_gen) general maturity certificate","1","","",""
"Part-time","1994","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"Part-time","1994","Not Employed","(3a) lower tertiary education","1","","",""
"Part-time","1994","Not Employed","(3b) higher tertiary education","1","","",""
"Part-time","1994","Employed","(0) in school","1","","",""
"Part-time","1994","Employed","(1a) inadequately completed","37","0.0981647672808078","0.0669039816114574","0.129425552950158"
"Part-time","1994","Employed","(1b) general elementary school","134","0.162386383838914","0.139731028846201","0.185041738831626"
"Part-time","1994","Employed","(1c) basic vocational qualification","256","0.113200295574667","0.100822507761507","0.125578083387826"
"Part-time","1994","Employed","(2b) intermediate general qualification","22","","",""
"Part-time","1994","Employed","(2a) intermediate vocational","216","0.121560688179373","0.107397732653608","0.135723643705138"
"Part-time","1994","Employed","(2c_gen) general maturity certificate","19","","",""
"Part-time","1994","Employed","(2c_voc) vocational maturity certificate","38","0.118312088141025","0.0859237688061394","0.15070040747591"
"Part-time","1994","Employed","(3a) lower tertiary education","65","0.0887908641353526","0.0669910700762497","0.110590658194456"
"Part-time","1994","Employed","(3b) higher tertiary education","55","0.102646075301666","0.0794214225662413","0.125870728037091"
"Non-working","1994","Not Employed","(0) in school","195","0.991853409166242","0.979269031228967","1.00443778710352"
"Non-working","1994","Not Employed","(1a) inadequately completed","295","0.973707482524321","0.955631780120689","0.991783184927954"
"Non-working","1994","Not Employed","(1b) general elementary school","1032","0.990151999198833","0.98418203529897","0.996121963098695"
"Non-working","1994","Not Employed","(1c) basic vocational qualification","1517","0.98209533009544","0.975512918792975","0.988677741397905"
"Non-working","1994","Not Employed","(2b) intermediate general qualification","159","0.980605282694115","0.95968927963844","1.00152128574979"
"Non-working","1994","Not Employed","(2a) intermediate vocational","515","0.959361525856011","0.942769153455093","0.975953898256928"
"Non-working","1994","Not Employed","(2c_gen) general maturity certificate","181","0.937257288767374","0.903394241882361","0.971120335652387"
"Non-working","1994","Not Employed","(2c_voc) vocational maturity certificate","135","0.925889860887006","0.882805227956392","0.968974493817619"
"Non-working","1994","Not Employed","(3a) lower tertiary education","186","0.962160772814795","0.935583497930802","0.988738047698788"
"Non-working","1994","Not Employed","(3b) higher tertiary education","136","0.946601226627051","0.910379728800258","0.982822724453845"
"Non-working","1994","Employed","(0) in school","5","","",""
"Non-working","1994","Employed","(1a) inadequately completed","44","0.112023035622101","0.0788860509119011","0.145160020332301"
"Non-working","1994","Employed","(1b) general elementary school","163","0.170492253116321","0.147390935550116","0.193593570682527"
"Non-working","1994","Employed","(1c) basic vocational qualification","294","0.117724207394942","0.105133748701334","0.13031466608855"
"Non-working","1994","Employed","(2b) intermediate general qualification","35","0.125211509119416","0.0879465686269938","0.162476449611837"
"Non-working","1994","Employed","(2a) intermediate vocational","218","0.0998887644111614","0.086892819947202","0.112884708875121"
"Non-working","1994","Employed","(2c_gen) general maturity certificate","29","","",""
"Non-working","1994","Employed","(2c_voc) vocational maturity certificate","41","0.0867023989170205","0.0584836259828273","0.114921171851214"
"Non-working","1994","Employed","(3a) lower tertiary education","46","0.0741829691869574","0.0540978734731474","0.0942680649007674"
"Non-working","1994","Employed","(3b) higher tertiary education","32","0.0608044875771732","0.0425175074824709","0.0790914676718754"
"Other","1994","Not Employed","(0) in school","1","","",""
"Other","1994","Not Employed","(1a) inadequately completed","3","","",""
"Other","1994","Not Employed","(1b) general elementary school","7","","",""
"Other","1994","Not Employed","(1c) basic vocational qualification","13","","",""
"Other","1994","Not Employed","(2b) intermediate general qualification","7","","",""
"Other","1994","Not Employed","(2a) intermediate vocational","14","","",""
"Other","1994","Not Employed","(2c_gen) general maturity certificate","12","","",""
"Other","1994","Not Employed","(2c_voc) vocational maturity certificate","3","","",""
"Other","1994","Not Employed","(3a) lower tertiary education","5","","",""
"Other","1994","Not Employed","(3b) higher tertiary education","3","","",""
"Other","1994","Employed","(0) in school","1","","",""
"Other","1994","Employed","(1a) inadequately completed","23","","",""
"Other","1994","Employed","(1b) general elementary school","125","0.141543231744731","0.120130209400216","0.162956254089246"
"Other","1994","Employed","(1c) basic vocational qualification","79","0.0302992654202459","0.0236028653032866","0.0369956655372051"
"Other","1994","Employed","(2b) intermediate general qualification","151","0.417655387186079","0.362125620125023","0.473185154247136"
"Other","1994","Employed","(2a) intermediate vocational","68","0.0356230234711999","0.0275897927560452","0.0436562541863547"
"Other","1994","Employed","(2c_gen) general maturity certificate","82","0.351989871985955","0.287395538072135","0.416584205899776"
"Other","1994","Employed","(2c_voc) vocational maturity certificate","25","","",""
"Other","1994","Employed","(3a) lower tertiary education","12","","",""
"Other","1994","Employed","(3b) higher tertiary education","17","","",""
"Full-time","1995","Not Employed","(0) in school","","","",""
"Full-time","1995","Not Employed","(1a) inadequately completed","4","","",""
"Full-time","1995","Not Employed","(1b) general elementary school","11","","",""
"Full-time","1995","Not Employed","(1c) basic vocational qualification","30","0.0146858123192928","0.00877868191765274","0.0205929427209329"
"Full-time","1995","Not Employed","(2b) intermediate general qualification","3","","",""
"Full-time","1995","Not Employed","(2a) intermediate vocational","21","","",""
"Full-time","1995","Not Employed","(2c_gen) general maturity certificate","","","",""
"Full-time","1995","Not Employed","(2c_voc) vocational maturity certificate","5","","",""
"Full-time","1995","Not Employed","(3a) lower tertiary education","5","","",""
"Full-time","1995","Not Employed","(3b) higher tertiary education","6","","",""
"Full-time","1995","Employed","(0) in school","1","","",""
"Full-time","1995","Employed","(1a) inadequately completed","221","0.65438966102024","0.60236525237232","0.70641406966816"
"Full-time","1995","Employed","(1b) general elementary school","593","0.545950565962206","0.514746808526092","0.57715432339832"
"Full-time","1995","Employed","(1c) basic vocational qualification","1867","0.735737521573302","0.718501197192774","0.752973845953829"
"Full-time","1995","Employed","(2b) intermediate general qualification","98","0.386776776502381","0.331850000133684","0.441703552871078"
"Full-time","1995","Employed","(2a) intermediate vocational","1580","0.746431326259008","0.727766257469065","0.76509639504895"
"Full-time","1995","Employed","(2c_gen) general maturity certificate","98","0.412605987940182","0.352063013553771","0.473148962326593"
"Full-time","1995","Employed","(2c_voc) vocational maturity certificate","321","0.701904235352631","0.659356794789875","0.744451675915388"
"Full-time","1995","Employed","(3a) lower tertiary education","556","0.82242248093943","0.793571563932843","0.851273397946018"
"Full-time","1995","Employed","(3b) higher tertiary education","584","0.76737884830967","0.736517751583121","0.798239945036219"
"Part-time","1995","Not Employed","(0) in school","","","",""
"Part-time","1995","Not Employed","(1a) inadequately completed","","","",""
"Part-time","1995","Not Employed","(1b) general elementary school","2","","",""
"Part-time","1995","Not Employed","(1c) basic vocational qualification","11","","",""
"Part-time","1995","Not Employed","(2b) intermediate general qualification","1","","",""
"Part-time","1995","Not Employed","(2a) intermediate vocational","10","","",""
"Part-time","1995","Not Employed","(2c_gen) general maturity certificate","2","","",""
"Part-time","1995","Not Employed","(2c_voc) vocational maturity certificate","3","","",""
"Part-time","1995","Not Employed","(3a) lower tertiary education","","","",""
"Part-time","1995","Not Employed","(3b) higher tertiary education","3","","",""
"Part-time","1995","Employed","(0) in school","","","",""
"Part-time","1995","Employed","(1a) inadequately completed","36","0.0943036919922328","0.0623330600059857","0.12627432397848"
"Part-time","1995","Employed","(1b) general elementary school","117","0.145096775652993","0.123023538874103","0.167170012431883"
"Part-time","1995","Employed","(1c) basic vocational qualification","284","0.124297619379365","0.111401022498864","0.137194216259867"
"Part-time","1995","Employed","(2b) intermediate general qualification","17","","",""
"Part-time","1995","Employed","(2a) intermediate vocational","245","0.127590542247015","0.113276697888352","0.141904386605677"
"Part-time","1995","Employed","(2c_gen) general maturity certificate","23","","",""
"Part-time","1995","Employed","(2c_voc) vocational maturity certificate","48","0.116804273083329","0.0869288233952788","0.146679722771379"
"Part-time","1995","Employed","(3a) lower tertiary education","79","0.117720179369667","0.0933899180533797","0.142050440685953"
"Part-time","1995","Employed","(3b) higher tertiary education","78","0.126316629405753","0.102051135142411","0.150582123669094"
"Non-working","1995","Not Employed","(0) in school","257","0.970565046161025","0.950059476435801","0.991070615886248"
"Non-working","1995","Not Employed","(1a) inadequately completed","293","0.978483404175312","0.962009236876483","0.99495757147414"
"Non-working","1995","Not Employed","(1b) general elementary school","1063","0.989726130230927","0.983726040181763","0.995726220280092"
"Non-working","1995","Not Employed","(1c) basic vocational qualification","1543","0.977648725729998","0.970389625946064","0.984907825513932"
"Non-working","1995","Not Employed","(2b) intermediate general qualification","156","0.922847494296486","0.883313649494385","0.962381339098586"
"Non-working","1995","Not Employed","(2a) intermediate vocational","517","0.944705519656453","0.925809555776271","0.963601483536634"
"Non-working","1995","Not Employed","(2c_gen) general maturity certificate","208","0.951356486958672","0.922734331770954","0.97997864214639"
"Non-working","1995","Not Employed","(2c_voc) vocational maturity certificate","152","0.940084043084399","0.903537595040285","0.976630491128514"
"Non-working","1995","Not Employed","(3a) lower tertiary education","185","0.976531846965816","0.955118717733881","0.997944976197751"
"Non-working","1995","Not Employed","(3b) higher tertiary education","163","0.924071503143657","0.885048863111261","0.963094143176053"
"Non-working","1995","Employed","(0) in school","2","","",""
"Non-working","1995","Employed","(1a) inadequately completed","46","0.169038574282279","0.128039040595711","0.210038107968848"
"Non-working","1995","Employed","(1b) general elementary school","123","0.141834057152602","0.119968801265845","0.163699313039358"
"Non-working","1995","Employed","(1c) basic vocational qualification","272","0.101602358730058","0.0897923110484261","0.113412406411689"
"Non-working","1995","Employed","(2b) intermediate general qualification","25","","",""
"Non-working","1995","Employed","(2a) intermediate vocational","190","0.0937311138480075","0.0812268741410647","0.10623535355495"
"Non-working","1995","Employed","(2c_gen) general maturity certificate","36","0.135783226240564","0.0936557308166842","0.177910721664444"
"Non-working","1995","Employed","(2c_voc) vocational maturity certificate","50","0.117035903075437","0.0871347673993596","0.146937038751514"
"Non-working","1995","Employed","(3a) lower tertiary education","31","0.0463544854619909","0.030481540501681","0.0622274304223007"
"Non-working","1995","Employed","(3b) higher tertiary education","36","0.0656026257811415","0.04751805278913","0.0836871987731529"
"Other","1995","Not Employed","(0) in school","4","","",""
"Other","1995","Not Employed","(1a) inadequately completed","1","","",""
"Other","1995","Not Employed","(1b) general elementary school","9","","",""
"Other","1995","Not Employed","(1c) basic vocational qualification","9","","",""
"Other","1995","Not Employed","(2b) intermediate general qualification","15","","",""
"Other","1995","Not Employed","(2a) intermediate vocational","14","","",""
"Other","1995","Not Employed","(2c_gen) general maturity certificate","7","","",""
"Other","1995","Not Employed","(2c_voc) vocational maturity certificate","2","","",""
"Other","1995","Not Employed","(3a) lower tertiary education","2","","",""
"Other","1995","Not Employed","(3b) higher tertiary education","5","","",""
"Other","1995","Employed","(0) in school","1","","",""
"Other","1995","Employed","(1a) inadequately completed","18","","",""
"Other","1995","Employed","(1b) general elementary school","145","0.167118601232199","0.143736548208237","0.190500654256162"
"Other","1995","Employed","(1c) basic vocational qualification","91","0.0383625003172753","0.0308544944704546","0.0458705061640959"
"Other","1995","Employed","(2b) intermediate general qualification","162","0.468201643138265","0.411924170971491","0.524479115305039"
"Other","1995","Employed","(2a) intermediate vocational","72","0.0322470176459703","0.0246679828089952","0.0398260524829455"
"Other","1995","Employed","(2c_gen) general maturity certificate","97","0.363599235377583","0.304441974117601","0.422756496637566"
"Other","1995","Employed","(2c_voc) vocational maturity certificate","25","","",""
"Other","1995","Employed","(3a) lower tertiary education","8","","",""
"Other","1995","Employed","(3b) higher tertiary education","22","","",""
"Full-time","1996","Not Employed","(0) in school","","","",""
"Full-time","1996","Not Employed","(1a) inadequately completed","2","","",""
"Full-time","1996","Not Employed","(1b) general elementary school","7","","",""
"Full-time","1996","Not Employed","(1c) basic vocational qualification","22","","",""
"Full-time","1996","Not Employed","(2b) intermediate general qualification","3","","",""
"Full-time","1996","Not Employed","(2a) intermediate vocational","11","","",""
"Full-time","1996","Not Employed","(2c_gen) general maturity certificate","3","","",""
"Full-time","1996","Not Employed","(2c_voc) vocational maturity certificate","3","","",""
"Full-time","1996","Not Employed","(3a) lower tertiary education","3","","",""
"Full-time","1996","Not Employed","(3b) higher tertiary education","4","","",""
"Full-time","1996","Employed","(0) in school","","","",""
"Full-time","1996","Employed","(1a) inadequately completed","199","0.656279153978302","0.602172649645065","0.71038565831154"
"Full-time","1996","Employed","(1b) general elementary school","529","0.525889421554314","0.493623712189806","0.558155130918822"
"Full-time","1996","Employed","(1c) basic vocational qualification","1805","0.734214379792801","0.716729403756928","0.751699355828674"
"Full-time","1996","Employed","(2b) intermediate general qualification","91","0.351471294602108","0.297802624757447","0.405139964446769"
"Full-time","1996","Employed","(2a) intermediate vocational","1534","0.722664376195194","0.703580492899362","0.741748259491026"
"Full-time","1996","Employed","(2c_gen) general maturity certificate","90","0.403866623660139","0.342798728496838","0.464934518823441"
"Full-time","1996","Employed","(2c_voc) vocational maturity certificate","328","0.680448530530239","0.637743070768701","0.723153990291778"
"Full-time","1996","Employed","(3a) lower tertiary education","554","0.797512181123321","0.767528036814561","0.827496325432082"
"Full-time","1996","Employed","(3b) higher tertiary education","582","0.758656509599135","0.727530734890581","0.789782284307689"
"Part-time","1996","Not Employed","(0) in school","1","","",""
"Part-time","1996","Not Employed","(1a) inadequately completed","","","",""
"Part-time","1996","Not Employed","(1b) general elementary school","6","","",""
"Part-time","1996","Not Employed","(1c) basic vocational qualification","10","","",""
"Part-time","1996","Not Employed","(2b) intermediate general qualification","1","","",""
"Part-time","1996","Not Employed","(2a) intermediate vocational","8","","",""
"Part-time","1996","Not Employed","(2c_gen) general maturity certificate","4","","",""
"Part-time","1996","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"Part-time","1996","Not Employed","(3a) lower tertiary education","3","","",""
"Part-time","1996","Not Employed","(3b) higher tertiary education","1","","",""
"Part-time","1996","Employed","(0) in school","1","","",""
"Part-time","1996","Employed","(1a) inadequately completed","39","0.13667482858563","0.0975426788900005","0.17580697828126"
"Part-time","1996","Employed","(1b) general elementary school","120","0.149696447452032","0.126642413889044","0.17275048101502"
"Part-time","1996","Employed","(1c) basic vocational qualification","296","0.13060113486081","0.117263744328031","0.14393852539359"
"Part-time","1996","Employed","(2b) intermediate general qualification","18","","",""
"Part-time","1996","Employed","(2a) intermediate vocational","271","0.137512875085281","0.122832282340858","0.152193467829705"
"Part-time","1996","Employed","(2c_gen) general maturity certificate","33","0.134303000507277","0.0918656692764859","0.176740331738068"
"Part-time","1996","Employed","(2c_voc) vocational maturity certificate","64","0.160272842351182","0.126674765358675","0.19387091934369"
"Part-time","1996","Employed","(3a) lower tertiary education","78","0.119416762946635","0.0952208841778985","0.143612641715371"
"Part-time","1996","Employed","(3b) higher tertiary education","75","0.129494241842495","0.105071701626737","0.153916782058254"
"Non-working","1996","Not Employed","(0) in school","274","0.983794410158137","0.968925032114913","0.99866378820136"
"Non-working","1996","Not Employed","(1a) inadequately completed","260","0.992532918100072","0.98212849190483","1.00293734429531"
"Non-working","1996","Not Employed","(1b) general elementary school","1022","0.984362243641369","0.976836272708689","0.99188821457405"
"Non-working","1996","Not Employed","(1c) basic vocational qualification","1528","0.983107071864366","0.976732498229656","0.989481645499076"
"Non-working","1996","Not Employed","(2b) intermediate general qualification","153","0.935740278079005","0.898660209139042","0.972820347018968"
"Non-working","1996","Not Employed","(2a) intermediate vocational","513","0.963806013413693","0.948052978429654","0.979559048397731"
"Non-working","1996","Not Employed","(2c_gen) general maturity certificate","178","0.933466937937137","0.898216403751712","0.968717472122563"
"Non-working","1996","Not Employed","(2c_voc) vocational maturity certificate","136","0.925717623416456","0.883181899935776","0.968253346897136"
"Non-working","1996","Not Employed","(3a) lower tertiary education","179","0.962364873754831","0.935014819703335","0.989714927806326"
"Non-working","1996","Not Employed","(3b) higher tertiary education","161","0.97572226147198","0.952448816560058","0.998995706383902"
"Non-working","1996","Employed","(0) in school","7","","",""
"Non-working","1996","Employed","(1a) inadequately completed","40","0.134835267584388","0.0959259700692338","0.173744565099542"
"Non-working","1996","Employed","(1b) general elementary school","135","0.165830287508904","0.141796992758375","0.189863582259433"
"Non-working","1996","Employed","(1c) basic vocational qualification","261","0.0994981864205842","0.0876503858187099","0.111345987022459"
"Non-working","1996","Employed","(2b) intermediate general qualification","28","","",""
"Non-working","1996","Employed","(2a) intermediate vocational","234","0.106125837107991","0.092996452936262","0.11925522127972"
"Non-working","1996","Employed","(2c_gen) general maturity certificate","48","0.155522039676542","0.11041831763795","0.200625761715133"
"Non-working","1996","Employed","(2c_voc) vocational maturity certificate","50","0.113729416297208","0.084653398599515","0.1428054339949"
"Non-working","1996","Employed","(3a) lower tertiary education","47","0.0593893533933669","0.0417540559447358","0.077024650841998"
"Non-working","1996","Employed","(3b) higher tertiary education","52","0.0739070157001615","0.0548765283227737","0.0929375030775493"
"Other","1996","Not Employed","(0) in school","2","","",""
"Other","1996","Not Employed","(1a) inadequately completed","1","","",""
"Other","1996","Not Employed","(1b) general elementary school","9","","",""
"Other","1996","Not Employed","(1c) basic vocational qualification","10","","",""
"Other","1996","Not Employed","(2b) intermediate general qualification","11","","",""
"Other","1996","Not Employed","(2a) intermediate vocational","8","","",""
"Other","1996","Not Employed","(2c_gen) general maturity certificate","7","","",""
"Other","1996","Not Employed","(2c_voc) vocational maturity certificate","6","","",""
"Other","1996","Not Employed","(3a) lower tertiary education","1","","",""
"Other","1996","Not Employed","(3b) higher tertiary education","2","","",""
"Other","1996","Employed","(0) in school","2","","",""
"Other","1996","Employed","(1a) inadequately completed","18","","",""
"Other","1996","Employed","(1b) general elementary school","136","0.15858384348475","0.134979655187892","0.182188031781608"
"Other","1996","Employed","(1c) basic vocational qualification","90","0.0356862989258044","0.0283437342392043","0.0430288636124045"
"Other","1996","Employed","(2b) intermediate general qualification","167","0.520608828564949","0.46445077077828","0.576766886351617"
"Other","1996","Employed","(2a) intermediate vocational","75","0.0336969116115336","0.0260047689063959","0.0413890543166714"
"Other","1996","Employed","(2c_gen) general maturity certificate","77","0.306308336156042","0.248938329994966","0.363678342317118"
"Other","1996","Employed","(2c_voc) vocational maturity certificate","16","","",""
"Other","1996","Employed","(3a) lower tertiary education","11","","",""
"Other","1996","Employed","(3b) higher tertiary education","17","","",""
"Full-time","1997","Not Employed","(0) in school","","","",""
"Full-time","1997","Not Employed","(1a) inadequately completed","1","","",""
"Full-time","1997","Not Employed","(1b) general elementary school","4","","",""
"Full-time","1997","Not Employed","(1c) basic vocational qualification","12","","",""
"Full-time","1997","Not Employed","(2b) intermediate general qualification","3","","",""
"Full-time","1997","Not Employed","(2a) intermediate vocational","12","","",""
"Full-time","1997","Not Employed","(2c_gen) general maturity certificate","2","","",""
"Full-time","1997","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"Full-time","1997","Not Employed","(3a) lower tertiary education","4","","",""
"Full-time","1997","Not Employed","(3b) higher tertiary education","4","","",""
"Full-time","1997","Employed","(0) in school","","","",""
"Full-time","1997","Employed","(1a) inadequately completed","184","0.682490632520111","0.62644370974469","0.738537555295532"
"Full-time","1997","Employed","(1b) general elementary school","491","0.551451039973907","0.518075217055341","0.584826862892473"
"Full-time","1997","Employed","(1c) basic vocational qualification","1704","0.717888209393643","0.699700899729628","0.736075519057658"
"Full-time","1997","Employed","(2b) intermediate general qualification","100","0.402276187216569","0.347063457596915","0.457488916836223"
"Full-time","1997","Employed","(2a) intermediate vocational","1492","0.713749955031691","0.694135383031747","0.733364527031636"
"Full-time","1997","Employed","(2c_gen) general maturity certificate","92","0.426670725583887","0.363164162100287","0.490177289067487"
"Full-time","1997","Employed","(2c_voc) vocational maturity certificate","335","0.683643235810941","0.640958854332166","0.726327617289716"
"Full-time","1997","Employed","(3a) lower tertiary education","560","0.803967923965846","0.77419505611419","0.833740791817502"
"Full-time","1997","Employed","(3b) higher tertiary education","601","0.798381882064","0.769237656738097","0.827526107389903"
"Part-time","1997","Not Employed","(0) in school","","","",""
"Part-time","1997","Not Employed","(1a) inadequately completed","1","","",""
"Part-time","1997","Not Employed","(1b) general elementary school","4","","",""
"Part-time","1997","Not Employed","(1c) basic vocational qualification","6","","",""
"Part-time","1997","Not Employed","(2b) intermediate general qualification","","","",""
"Part-time","1997","Not Employed","(2a) intermediate vocational","8","","",""
"Part-time","1997","Not Employed","(2c_gen) general maturity certificate","2","","",""
"Part-time","1997","Not Employed","(2c_voc) vocational maturity certificate","3","","",""
"Part-time","1997","Not Employed","(3a) lower tertiary education","2","","",""
"Part-time","1997","Not Employed","(3b) higher tertiary education","","","",""
"Part-time","1997","Employed","(0) in school","","","",""
"Part-time","1997","Employed","(1a) inadequately completed","33","0.108012704529547","0.0706410858658584","0.145384323193235"
