"erwst","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Full-time","1984","Full Time","lower secondary degree","2280","0.895917967063628","0.884127991960854","0.907707942166403"
"Full-time","1984","Full Time","secondary school degree","794","0.839772418890046","0.816446662804949","0.863098174975142"
"Full-time","1984","Full Time","college entrance qualification","502","0.880139768896832","0.853452426007504","0.90682711178616"
"Full-time","1984","Full Time","Other degree","897","0.948313631868918","0.934183173507378","0.962444090230458"
"Full-time","1984","Full Time","no degree/no degree yet","552","0.900288958456884","0.876214740038833","0.924363176874935"
"Full-time","1984","Part Time","lower secondary degree","225","0.242140086650834","0.21450409484859","0.269776078453078"
"Full-time","1984","Part Time","secondary school degree","73","0.22653933043222","0.182369120117767","0.270709540746673"
"Full-time","1984","Part Time","college entrance qualification","98","0.340477672037319","0.286032338022128","0.394923006052509"
"Full-time","1984","Part Time","Other degree","104","0.552369149362174","0.481478018972188","0.62326027975216"
"Full-time","1984","Part Time","no degree/no degree yet","57","0.364187017018575","0.282406623472682","0.445967410564469"
"Full-time","1984","Not Working","lower secondary degree","48","0.014034748753696","0.00953642012006345","0.0185330773873285"
"Full-time","1984","Not Working","secondary school degree","8","","",""
"Full-time","1984","Not Working","college entrance qualification","21","","",""
"Full-time","1984","Not Working","Other degree","12","","",""
"Full-time","1984","Not Working","no degree/no degree yet","8","","",""
"Part-time","1984","Full Time","lower secondary degree","50","0.020588411738554","0.0151058324222322","0.0260709910548758"
"Part-time","1984","Full Time","secondary school degree","29","","",""
"Part-time","1984","Full Time","college entrance qualification","21","","",""
"Part-time","1984","Full Time","Other degree","11","","",""
"Part-time","1984","Full Time","no degree/no degree yet","7","","",""
"Part-time","1984","Part Time","lower secondary degree","304","0.331759967125622","0.301384324469725","0.36213560978152"
"Part-time","1984","Part Time","secondary school degree","106","0.293652330291793","0.245594459257754","0.341710201325831"
"Part-time","1984","Part Time","college entrance qualification","57","0.193658328936854","0.148255884174155","0.239060773699552"
"Part-time","1984","Part Time","Other degree","32","0.139781933716946","0.0903455162857497","0.189218351148142"
"Part-time","1984","Part Time","no degree/no degree yet","22","","",""
"Part-time","1984","Not Working","lower secondary degree","10","","",""
"Part-time","1984","Not Working","secondary school degree","3","","",""
"Part-time","1984","Not Working","college entrance qualification","3","","",""
"Part-time","1984","Not Working","Other degree","","","",""
"Part-time","1984","Not Working","no degree/no degree yet","1","","",""
"Non-working","1984","Full Time","lower secondary degree","101","0.0392194681582152","0.0317247754835154","0.0467141608329149"
"Non-working","1984","Full Time","secondary school degree","38","0.0433814968201911","0.0304273760046609","0.0563356176357212"
"Non-working","1984","Full Time","college entrance qualification","21","","",""
"Non-working","1984","Full Time","Other degree","24","","",""
"Non-working","1984","Full Time","no degree/no degree yet","28","","",""
"Non-working","1984","Part Time","lower secondary degree","188","0.206626475160665","0.180506120108254","0.232746830213077"
"Non-working","1984","Part Time","secondary school degree","49","0.137625086655532","0.101272492885786","0.173977680425278"
"Non-working","1984","Part Time","college entrance qualification","69","0.244736327345785","0.19533937968249","0.29413327500908"
"Non-working","1984","Part Time","Other degree","32","0.181076963783667","0.126177217824237","0.235976709743097"
"Non-working","1984","Part Time","no degree/no degree yet","37","0.377885015770789","0.295483075654537","0.46028695588704"
"Non-working","1984","Not Working","lower secondary degree","2539","0.976799554392792","0.971042916073862","0.982556192711721"
"Non-working","1984","Not Working","secondary school degree","639","0.968681623624504","0.955443469945946","0.981919777303062"
"Non-working","1984","Not Working","college entrance qualification","394","0.914103187441387","0.887770838686394","0.940435536196379"
"Non-working","1984","Not Working","Other degree","305","0.95499114608223","0.932311084752099","0.977671207412361"
"Non-working","1984","Not Working","no degree/no degree yet","565","0.985846793250903","0.976200310572708","0.995493275929098"
"Other","1984","Full Time","lower secondary degree","146","0.0442741530396024","0.0363321019147356","0.0522162041644692"
"Other","1984","Full Time","secondary school degree","89","0.0888496418418415","0.0707567013733708","0.106942582310312"
"Other","1984","Full Time","college entrance qualification","25","","",""
"Other","1984","Full Time","Other degree","11","","",""
"Other","1984","Full Time","no degree/no degree yet","8","","",""
"Other","1984","Part Time","lower secondary degree","206","0.219473471062878","0.192772190448641","0.246174751677114"
"Other","1984","Part Time","secondary school degree","117","0.342183252620455","0.292119847931897","0.392246657309014"
"Other","1984","Part Time","college entrance qualification","67","0.221127671680043","0.173445472191546","0.268809871168539"
"Other","1984","Part Time","Other degree","21","","",""
"Other","1984","Part Time","no degree/no degree yet","17","","",""
"Other","1984","Not Working","lower secondary degree","30","0.00634549111671149","0.00330902542399548","0.0093819568094275"
"Other","1984","Not Working","secondary school degree","15","","",""
"Other","1984","Not Working","college entrance qualification","17","","",""
"Other","1984","Not Working","Other degree","4","","",""
"Other","1984","Not Working","no degree/no degree yet","2","","",""
"Full-time","1985","Full Time","lower secondary degree","2024","0.909269704558165","0.897369879600665","0.921169529515666"
"Full-time","1985","Full Time","secondary school degree","770","0.877959140868913","0.856429767539281","0.899488514198546"
"Full-time","1985","Full Time","college entrance qualification","519","0.924000141677887","0.902091152366775","0.945909130988999"
"Full-time","1985","Full Time","Other degree","743","0.931125052179959","0.913477092758903","0.948773011601016"
"Full-time","1985","Full Time","no degree/no degree yet","431","0.922452247824723","0.8977955207936","0.947108974855845"
"Full-time","1985","Part Time","lower secondary degree","288","0.29766769034173","0.268218065243182","0.327117315440278"
"Full-time","1985","Part Time","secondary school degree","100","0.294221332652529","0.246684298648701","0.341758366656356"
"Full-time","1985","Part Time","college entrance qualification","93","0.335374975624547","0.2797766288231","0.390973322425995"
"Full-time","1985","Part Time","Other degree","97","0.546104194505396","0.471263213564817","0.620945175445976"
"Full-time","1985","Part Time","no degree/no degree yet","48","0.335639857044862","0.248956801025235","0.422322913064489"
"Full-time","1985","Not Working","lower secondary degree","40","0.00996475013028161","0.00592914714330666","0.0140003531172566"
"Full-time","1985","Not Working","secondary school degree","14","","",""
"Full-time","1985","Not Working","college entrance qualification","9","","",""
"Full-time","1985","Not Working","Other degree","12","","",""
"Full-time","1985","Not Working","no degree/no degree yet","4","","",""
"Part-time","1985","Full Time","lower secondary degree","51","0.0233367674123983","0.0170820049929514","0.0295915298318453"
"Part-time","1985","Full Time","secondary school degree","22","","",""
"Part-time","1985","Full Time","college entrance qualification","8","","",""
"Part-time","1985","Full Time","Other degree","16","","",""
"Part-time","1985","Full Time","no degree/no degree yet","4","","",""
"Part-time","1985","Part Time","lower secondary degree","347","0.388505751792816","0.357112412610767","0.419899090974865"
"Part-time","1985","Part Time","secondary school degree","134","0.36622044691283","0.315962916465849","0.41647797735981"
"Part-time","1985","Part Time","college entrance qualification","78","0.285920689324393","0.232709346017528","0.339132032631259"
"Part-time","1985","Part Time","Other degree","36","0.18702822909444","0.128412395712827","0.245644062476052"
"Part-time","1985","Part Time","no degree/no degree yet","21","","",""
"Part-time","1985","Not Working","lower secondary degree","16","","",""
"Part-time","1985","Not Working","secondary school degree","6","","",""
"Part-time","1985","Not Working","college entrance qualification","5","","",""
"Part-time","1985","Not Working","Other degree","1","","",""
"Part-time","1985","Not Working","no degree/no degree yet","3","","",""
"Non-working","1985","Full Time","lower secondary degree","80","0.0365045031694861","0.0287345908937925","0.0442744154451798"
"Non-working","1985","Full Time","secondary school degree","18","","",""
"Non-working","1985","Full Time","college entrance qualification","16","","",""
"Non-working","1985","Full Time","Other degree","27","","",""
"Non-working","1985","Full Time","no degree/no degree yet","14","","",""
"Non-working","1985","Part Time","lower secondary degree","167","0.185912730066242","0.160855524050509","0.210969936081975"
"Non-working","1985","Part Time","secondary school degree","59","0.172464893409768","0.133055086777246","0.211874700042289"
"Non-working","1985","Part Time","college entrance qualification","58","0.19804446698218","0.151112937572139","0.244975996392221"
"Non-working","1985","Part Time","Other degree","30","0.216148519728567","0.154273314193002","0.278023725264132"
"Non-working","1985","Part Time","no degree/no degree yet","32","0.340665514577159","0.253666837790778","0.427664191363539"
"Non-working","1985","Not Working","lower secondary degree","2245","0.976284604278881","0.970102258270915","0.982466950286846"
"Non-working","1985","Not Working","secondary school degree","611","0.965354302351957","0.951207815485389","0.979500789218524"
"Non-working","1985","Not Working","college entrance qualification","360","0.925936896111527","0.900079092691621","0.951794699531434"
"Non-working","1985","Not Working","Other degree","248","0.940892091708316","0.912658027466102","0.96912615595053"
"Non-working","1985","Not Working","no degree/no degree yet","525","0.981192506218422","0.969692230015714","0.99269278242113"
"Other","1985","Full Time","lower secondary degree","83","0.0308890248599501","0.023720877826606","0.0380571718932942"
"Other","1985","Full Time","secondary school degree","78","0.0802039193617657","0.0623396531760859","0.0980681855474456"
"Other","1985","Full Time","college entrance qualification","19","","",""
"Other","1985","Full Time","Other degree","5","","",""
"Other","1985","Full Time","no degree/no degree yet","3","","",""
"Other","1985","Part Time","lower secondary degree","124","0.127913827799212","0.106401815103443","0.149425840494981"
"Other","1985","Part Time","secondary school degree","60","0.167093327024874","0.12817640696299","0.206010247086758"
"Other","1985","Part Time","college entrance qualification","48","0.18065986806888","0.135352256913958","0.225967479223802"
"Other","1985","Part Time","Other degree","7","","",""
"Other","1985","Part Time","no degree/no degree yet","13","","",""
"Other","1985","Not Working","lower secondary degree","26","","",""
"Other","1985","Not Working","secondary school degree","11","","",""
"Other","1985","Not Working","college entrance qualification","20","","",""
"Other","1985","Not Working","Other degree","7","","",""
"Other","1985","Not Working","no degree/no degree yet","4","","",""
"Full-time","1986","Full Time","lower secondary degree","1987","0.926091391099356","0.915093921788541","0.93708886041017"
"Full-time","1986","Full Time","secondary school degree","755","0.869196658316793","0.846918709668441","0.891474606965144"
"Full-time","1986","Full Time","college entrance qualification","517","0.887730129734591","0.862125779571284","0.913334479897899"
"Full-time","1986","Full Time","Other degree","720","0.933772464626803","0.916080867897311","0.951464061356294"
"Full-time","1986","Full Time","no degree/no degree yet","388","0.956370003491518","0.936500334312611","0.976239672670426"
"Full-time","1986","Part Time","lower secondary degree","241","0.251572955486336","0.222968830260775","0.280177080711897"
"Full-time","1986","Part Time","secondary school degree","87","0.246852346825242","0.202125047409394","0.291579646241091"
"Full-time","1986","Part Time","college entrance qualification","79","0.292478620614125","0.239665417555409","0.345291823672842"
"Full-time","1986","Part Time","Other degree","78","0.471924957361927","0.395051771885965","0.548798142837888"
"Full-time","1986","Part Time","no degree/no degree yet","46","0.360191357826575","0.27245272433898","0.44792999131417"
"Full-time","1986","Not Working","lower secondary degree","28","","",""
"Full-time","1986","Not Working","secondary school degree","10","","",""
"Full-time","1986","Not Working","college entrance qualification","15","","",""
"Full-time","1986","Not Working","Other degree","9","","",""
"Full-time","1986","Not Working","no degree/no degree yet","9","","",""
"Part-time","1986","Full Time","lower secondary degree","28","","",""
"Part-time","1986","Full Time","secondary school degree","16","","",""
"Part-time","1986","Full Time","college entrance qualification","31","0.0484208408846997","0.0310115816607447","0.0658301001086547"
"Part-time","1986","Full Time","Other degree","14","","",""
"Part-time","1986","Full Time","no degree/no degree yet","5","","",""
"Part-time","1986","Part Time","lower secondary degree","296","0.354396306040772","0.322864448551352","0.385928163530193"
"Part-time","1986","Part Time","secondary school degree","115","0.307995089041929","0.260105570915407","0.355884607168452"
"Part-time","1986","Part Time","college entrance qualification","62","0.199768523972807","0.1533493929309","0.246187655014713"
"Part-time","1986","Part Time","Other degree","29","","",""
"Part-time","1986","Part Time","no degree/no degree yet","22","","",""
"Part-time","1986","Not Working","lower secondary degree","13","","",""
"Part-time","1986","Not Working","secondary school degree","1","","",""
"Part-time","1986","Not Working","college entrance qualification","3","","",""
"Part-time","1986","Not Working","Other degree","1","","",""
"Part-time","1986","Not Working","no degree/no degree yet","","","",""
"Non-working","1986","Full Time","lower secondary degree","67","0.0271048091955117","0.0202786796399691","0.0339309387510543"
"Non-working","1986","Full Time","secondary school degree","29","","",""
"Non-working","1986","Full Time","college entrance qualification","13","","",""
"Non-working","1986","Full Time","Other degree","18","","",""
"Non-working","1986","Full Time","no degree/no degree yet","12","","",""
"Non-working","1986","Part Time","lower secondary degree","187","0.22295766328817","0.195519470614721","0.250395855961619"
"Non-working","1986","Part Time","secondary school degree","65","0.199724134260496","0.15825269415897","0.241195574362022"
"Non-working","1986","Part Time","college entrance qualification","75","0.268335981326676","0.216893611681817","0.319778350971535"
"Non-working","1986","Part Time","Other degree","38","0.202138693110125","0.140297335871213","0.263980050349038"
"Non-working","1986","Part Time","no degree/no degree yet","34","0.380597286268276","0.29185746157998","0.469337110956572"
"Non-working","1986","Not Working","lower secondary degree","2060","0.97478506615646","0.968127099139352","0.981443033173568"
"Non-working","1986","Not Working","secondary school degree","582","0.969218399302663","0.955454964536768","0.982981834068559"
"Non-working","1986","Not Working","college entrance qualification","363","0.939292063182169","0.915562138848056","0.963021987516281"
