"erwst","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Full-time","2006","Schleswig-Holstein","indirect migration background","5","","",""
"Full-time","2006","Hamburg","no migration background","101","0.371047540160478","0.314055101775148","0.428039978545808"
"Full-time","2006","Hamburg","direct migration background","8","","",""
"Full-time","2006","Hamburg","indirect migration background","3","","",""
"Full-time","2006","Lower Saxony","no migration background","627","0.351917251478572","0.329529375833776","0.374305127123369"
"Full-time","2006","Lower Saxony","direct migration background","74","0.335202601786226","0.269942400600613","0.400462802971839"
"Full-time","2006","Lower Saxony","indirect migration background","16","","",""
"Full-time","2006","Bremen","no migration background","48","0.282737952589849","0.205326111747614","0.360149793432085"
"Full-time","2006","Bremen","direct migration background","3","","",""
"Full-time","2006","Bremen","indirect migration background","3","","",""
"Full-time","2006","North Rhine-Westphalia","no migration background","1364","0.362632876753631","0.347185786907887","0.378079966599374"
"Full-time","2006","North Rhine-Westphalia","direct migration background","231","0.343382387793209","0.307183716206924","0.379581059379493"
"Full-time","2006","North Rhine-Westphalia","indirect migration background","87","0.334310928588617","0.274997100411604","0.393624756765631"
"Full-time","2006","Hesse","no migration background","481","0.397660929395048","0.37007345650195","0.425248402288145"
"Full-time","2006","Hesse","direct migration background","79","0.362190439379315","0.298388504749639","0.42599237400899"
"Full-time","2006","Hesse","indirect migration background","33","0.405568889511728","0.297296523414948","0.513841255608508"
"Full-time","2006","Rhineland-Palatinate,Saarland","no migration background","400","0.370009220642415","0.341188019221274","0.398830422063556"
"Full-time","2006","Rhineland-Palatinate,Saarland","direct migration background","72","0.38974347046559","0.318695047084056","0.460791893847124"
"Full-time","2006","Rhineland-Palatinate,Saarland","indirect migration background","12","","",""
"Full-time","2006","Baden-Württemberg","no migration background","819","0.406870362322898","0.385516214621689","0.428224510024108"
"Full-time","2006","Baden-Württemberg","direct migration background","187","0.348513070442105","0.307753384598224","0.389272756285986"
"Full-time","2006","Baden-Württemberg","indirect migration background","79","0.364356473074929","0.299111807849994","0.429601138299865"
"Full-time","2006","Bavaria","no migration background","1063","0.403341038885142","0.384864396586566","0.421817681183718"
"Full-time","2006","Bavaria","direct migration background","130","0.348608063589674","0.298755851260573","0.398460275918774"
"Full-time","2006","Bavaria","indirect migration background","47","0.318833637506523","0.239030290401485","0.39863698461156"
"Full-time","2006","Berlin","no migration background","275","0.373788575771402","0.338024753040059","0.409552398502744"
"Full-time","2006","Berlin","direct migration background","17","","",""
"Full-time","2006","Berlin","indirect migration background","9","","",""
"Full-time","2006","Brandenburg","no migration background","336","0.345158939726641","0.314652973594426","0.375664905858856"
"Full-time","2006","Brandenburg","direct migration background","3","","",""
"Full-time","2006","Brandenburg","indirect migration background","1","","",""
"Full-time","2006","Mecklenburg-Western Pomerania","no migration background","202","0.312146610193699","0.273456537649506","0.350836682737892"
"Full-time","2006","Mecklenburg-Western Pomerania","direct migration background","2","","",""
"Full-time","2006","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Full-time","2006","Saxony","no migration background","600","0.346926151077055","0.323411128893607","0.370441173260503"
"Full-time","2006","Saxony","direct migration background","4","","",""
"Full-time","2006","Saxony","indirect migration background","1","","",""
"Full-time","2006","Saxony-Anhalt","no migration background","335","0.331032069567563","0.300184779624071","0.361879359511056"
"Full-time","2006","Saxony-Anhalt","direct migration background","1","","",""
"Full-time","2006","Saxony-Anhalt","indirect migration background","2","","",""
"Full-time","2006","Thuringia","no migration background","335","0.339404001544252","0.309230273530347","0.369577729558157"
"Full-time","2006","Thuringia","direct migration background","2","","",""
"Full-time","2006","Thuringia","indirect migration background","4","","",""
"Part-time","2006","Schleswig-Holstein","no migration background","66","0.105254689612194","0.0809810808210119","0.129528298403375"
"Part-time","2006","Schleswig-Holstein","direct migration background","5","","",""
"Part-time","2006","Schleswig-Holstein","indirect migration background","2","","",""
"Part-time","2006","Hamburg","no migration background","25","","",""
"Part-time","2006","Hamburg","direct migration background","3","","",""
"Part-time","2006","Hamburg","indirect migration background","","","",""
"Part-time","2006","Lower Saxony","no migration background","202","0.0975971139059044","0.0836849046213475","0.111509323190461"
"Part-time","2006","Lower Saxony","direct migration background","18","","",""
"Part-time","2006","Lower Saxony","indirect migration background","3","","",""
"Part-time","2006","Bremen","no migration background","14","","",""
"Part-time","2006","Bremen","direct migration background","2","","",""
"Part-time","2006","Bremen","indirect migration background","","","",""
"Part-time","2006","North Rhine-Westphalia","no migration background","408","0.1036436752974","0.0938503540190044","0.113436996575796"
"Part-time","2006","North Rhine-Westphalia","direct migration background","71","0.0927390302412834","0.0706261786911401","0.114851881791427"
"Part-time","2006","North Rhine-Westphalia","indirect migration background","16","","",""
"Part-time","2006","Hesse","no migration background","157","0.112861130477001","0.0950249054600379","0.130697355493965"
"Part-time","2006","Hesse","direct migration background","26","","",""
"Part-time","2006","Hesse","indirect migration background","9","","",""
"Part-time","2006","Rhineland-Palatinate,Saarland","no migration background","124","0.0868053208620805","0.0699981904418711","0.10361245128229"
"Part-time","2006","Rhineland-Palatinate,Saarland","direct migration background","17","","",""
"Part-time","2006","Rhineland-Palatinate,Saarland","indirect migration background","8","","",""
"Part-time","2006","Baden-Württemberg","no migration background","229","0.0887162667779325","0.0763565693302684","0.101075964225597"
"Part-time","2006","Baden-Württemberg","direct migration background","59","0.112586693685707","0.08554867024145","0.139624717129964"
"Part-time","2006","Baden-Württemberg","indirect migration background","15","","",""
"Part-time","2006","Bavaria","no migration background","312","0.0966571669537327","0.0855278863230458","0.107786447584419"
"Part-time","2006","Bavaria","direct migration background","37","0.0950449386618627","0.0643637248756936","0.125726152448032"
"Part-time","2006","Bavaria","indirect migration background","16","","",""
"Part-time","2006","Berlin","no migration background","63","0.0782407083305653","0.0583891055161122","0.0980923111450184"
"Part-time","2006","Berlin","direct migration background","6","","",""
"Part-time","2006","Berlin","indirect migration background","2","","",""
"Part-time","2006","Brandenburg","no migration background","77","0.0734015936462525","0.056667361549372","0.090135825743133"
"Part-time","2006","Brandenburg","direct migration background","1","","",""
"Part-time","2006","Brandenburg","indirect migration background","","","",""
"Part-time","2006","Mecklenburg-Western Pomerania","no migration background","40","0.0745655883867302","0.0526317651915872","0.0964994115818733"
"Part-time","2006","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Part-time","2006","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Part-time","2006","Saxony","no migration background","131","0.0612900810116808","0.049440403583088","0.0731397584402736"
"Part-time","2006","Saxony","direct migration background","3","","",""
"Part-time","2006","Saxony","indirect migration background","1","","",""
"Part-time","2006","Saxony-Anhalt","no migration background","62","0.061430779930318","0.0456907519505508","0.0771708079100852"
"Part-time","2006","Saxony-Anhalt","direct migration background","2","","",""
"Part-time","2006","Saxony-Anhalt","indirect migration background","","","",""
"Part-time","2006","Thuringia","no migration background","80","0.0787055424493735","0.0615460510928079","0.0958650338059391"
"Part-time","2006","Thuringia","direct migration background","","","",""
"Part-time","2006","Thuringia","indirect migration background","","","",""
"Non-working","2006","Schleswig-Holstein","no migration background","281","0.485162415079451","0.445630978017599","0.524693852141302"
"Non-working","2006","Schleswig-Holstein","direct migration background","29","","",""
"Non-working","2006","Schleswig-Holstein","indirect migration background","3","","",""
"Non-working","2006","Hamburg","no migration background","134","0.510641686548981","0.45166706423488","0.569616308863081"
"Non-working","2006","Hamburg","direct migration background","17","","",""
"Non-working","2006","Hamburg","indirect migration background","5","","",""
"Non-working","2006","Lower Saxony","no migration background","794","0.485420672531339","0.461991191002667","0.508850154060012"
"Non-working","2006","Lower Saxony","direct migration background","87","0.470926104432693","0.401920460671305","0.539931748194082"
"Non-working","2006","Lower Saxony","indirect migration background","28","","",""
"Non-working","2006","Bremen","no migration background","63","0.60645099167289","0.522471414954351","0.690430568391429"
"Non-working","2006","Bremen","direct migration background","5","","",""
"Non-working","2006","Bremen","indirect migration background","2","","",""
"Non-working","2006","North Rhine-Westphalia","no migration background","1685","0.462530233280834","0.446510129001684","0.478550337559985"
"Non-working","2006","North Rhine-Westphalia","direct migration background","310","0.497119392438126","0.459003143205399","0.535235641670853"
"Non-working","2006","North Rhine-Westphalia","indirect migration background","107","0.491109780301786","0.428253844307217","0.553965716296354"
"Non-working","2006","Hesse","no migration background","489","0.421992951580496","0.394153921109616","0.449831982051376"
"Non-working","2006","Hesse","direct migration background","95","0.440022087766758","0.374128594559622","0.505915580973894"
"Non-working","2006","Hesse","indirect migration background","20","","",""
"Non-working","2006","Rhineland-Palatinate,Saarland","no migration background","463","0.434663904428384","0.405072276577836","0.464255532278932"
"Non-working","2006","Rhineland-Palatinate,Saarland","direct migration background","78","0.431589007930149","0.359432546842964","0.503745469017334"
"Non-working","2006","Rhineland-Palatinate,Saarland","indirect migration background","28","","",""
"Non-working","2006","Baden-Württemberg","no migration background","836","0.427458046788162","0.405953524081673","0.448962569494652"
"Non-working","2006","Baden-Württemberg","direct migration background","255","0.473885406587275","0.431173861636112","0.516596951538438"
"Non-working","2006","Baden-Württemberg","indirect migration background","91","0.444048330022289","0.376687320364887","0.511409339679692"
"Non-working","2006","Bavaria","no migration background","1109","0.429059154880488","0.410417781544055","0.447700528216922"
"Non-working","2006","Bavaria","direct migration background","161","0.49763228077515","0.445325298199293","0.549939263351006"
"Non-working","2006","Bavaria","indirect migration background","43","0.307094596998459","0.22810216138086","0.386087032616057"
"Non-working","2006","Berlin","no migration background","302","0.454138855803439","0.417333938197685","0.490943773409192"
"Non-working","2006","Berlin","direct migration background","29","","",""
"Non-working","2006","Berlin","indirect migration background","19","","",""
"Non-working","2006","Brandenburg","no migration background","450","0.506904520517382","0.474824409554389","0.538984631480376"
"Non-working","2006","Brandenburg","direct migration background","13","","",""
"Non-working","2006","Brandenburg","indirect migration background","5","","",""
"Non-working","2006","Mecklenburg-Western Pomerania","no migration background","276","0.542894014138396","0.501299287692441","0.584488740584351"
"Non-working","2006","Mecklenburg-Western Pomerania","direct migration background","11","","",""
"Non-working","2006","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Non-working","2006","Saxony","no migration background","736","0.520805253854337","0.496125579252392","0.545484928456283"
"Non-working","2006","Saxony","direct migration background","22","","",""
"Non-working","2006","Saxony","indirect migration background","7","","",""
"Non-working","2006","Saxony-Anhalt","no migration background","438","0.550263802595361","0.517654333675935","0.582873271514786"
"Non-working","2006","Saxony-Anhalt","direct migration background","23","","",""
"Non-working","2006","Saxony-Anhalt","indirect migration background","6","","",""
"Non-working","2006","Thuringia","no migration background","464","0.519263615488679","0.487425308515669","0.551101922461689"
"Non-working","2006","Thuringia","direct migration background","15","","",""
"Non-working","2006","Thuringia","indirect migration background","2","","",""
"Other","2006","Schleswig-Holstein","no migration background","58","0.0835107228971849","0.0616281330124197","0.10539331278195"
"Other","2006","Schleswig-Holstein","direct migration background","2","","",""
"Other","2006","Schleswig-Holstein","indirect migration background","2","","",""
"Other","2006","Hamburg","no migration background","16","","",""
"Other","2006","Hamburg","direct migration background","1","","",""
"Other","2006","Hamburg","indirect migration background","","","",""
"Other","2006","Lower Saxony","no migration background","125","0.0650649620841837","0.0535027299264725","0.0766271942418949"
"Other","2006","Lower Saxony","direct migration background","22","","",""
"Other","2006","Lower Saxony","indirect migration background","6","","",""
"Other","2006","Bremen","no migration background","5","","",""
"Other","2006","Bremen","direct migration background","1","","",""
"Other","2006","Bremen","indirect migration background","","","",""
"Other","2006","North Rhine-Westphalia","no migration background","264","0.0711932146681349","0.0629309282217235","0.0794555011145463"
"Other","2006","North Rhine-Westphalia","direct migration background","49","0.0667591895273816","0.0477309000307352","0.0857874790240281"
"Other","2006","North Rhine-Westphalia","indirect migration background","33","0.105547299236116","0.0669152979741552","0.144179300498077"
"Other","2006","Hesse","no migration background","82","0.067484988547455","0.0533444338608339","0.0816255432340761"
"Other","2006","Hesse","direct migration background","18","","",""
"Other","2006","Hesse","indirect migration background","17","","",""
"Other","2006","Rhineland-Palatinate,Saarland","no migration background","91","0.10852155406712","0.0899541094813674","0.127088998652873"
"Other","2006","Rhineland-Palatinate,Saarland","direct migration background","14","","",""
"Other","2006","Rhineland-Palatinate,Saarland","indirect migration background","6","","",""
"Other","2006","Baden-Württemberg","no migration background","149","0.0769553241110066","0.0653699490426229","0.0885406991793903"
"Other","2006","Baden-Württemberg","direct migration background","24","","",""
"Other","2006","Baden-Württemberg","indirect migration background","24","","",""
"Other","2006","Bavaria","no migration background","224","0.0709426392806368","0.0612732577672644","0.0806120207940092"
"Other","2006","Bavaria","direct migration background","23","","",""
"Other","2006","Bavaria","indirect migration background","25","","",""
"Other","2006","Berlin","no migration background","63","0.0938318600945942","0.0722767628880533","0.115386957301135"
"Other","2006","Berlin","direct migration background","8","","",""
"Other","2006","Berlin","indirect migration background","5","","",""
"Other","2006","Brandenburg","no migration background","70","0.074534946109724","0.0576823329433325","0.0913875592761156"
"Other","2006","Brandenburg","direct migration background","","","",""
"Other","2006","Brandenburg","indirect migration background","1","","",""
"Other","2006","Mecklenburg-Western Pomerania","no migration background","33","0.0703937872811744","0.0490343913541892","0.0917531832081596"
"Other","2006","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Other","2006","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Other","2006","Saxony","no migration background","107","0.0709785140569268","0.0582925914464705","0.0836644366673832"
"Other","2006","Saxony","direct migration background","1","","",""
"Other","2006","Saxony","indirect migration background","","","",""
"Other","2006","Saxony-Anhalt","no migration background","59","0.0572733479067578","0.0420416432715045","0.072505052542011"
"Other","2006","Saxony-Anhalt","direct migration background","3","","",""
"Other","2006","Saxony-Anhalt","indirect migration background","","","",""
"Other","2006","Thuringia","no migration background","67","0.0626268405176956","0.0471871343531615","0.0780665466822296"
"Other","2006","Thuringia","direct migration background","","","",""
"Other","2006","Thuringia","indirect migration background","2","","",""
"Full-time","2007","Schleswig-Holstein","no migration background","185","0.318978962561608","0.280716585451262","0.357241339671954"
"Full-time","2007","Schleswig-Holstein","direct migration background","16","","",""
"Full-time","2007","Schleswig-Holstein","indirect migration background","4","","",""
"Full-time","2007","Hamburg","no migration background","101","0.409107538336915","0.35002213038299","0.46819294629084"
"Full-time","2007","Hamburg","direct migration background","6","","",""
"Full-time","2007","Hamburg","indirect migration background","4","","",""
"Full-time","2007","Lower Saxony","no migration background","591","0.36161174645855","0.338329753703279","0.38489373921382"
"Full-time","2007","Lower Saxony","direct migration background","63","0.367140258965342","0.29632810101304","0.437952416917645"
"Full-time","2007","Lower Saxony","indirect migration background","20","","",""
"Full-time","2007","Bremen","no migration background","50","0.325347343293438","0.245724804636784","0.404969881950092"
"Full-time","2007","Bremen","direct migration background","3","","",""
"Full-time","2007","Bremen","indirect migration background","1","","",""
"Full-time","2007","North Rhine-Westphalia","no migration background","1285","0.368847970207219","0.352815089278948","0.38488085113549"
"Full-time","2007","North Rhine-Westphalia","direct migration background","201","0.353798922173011","0.314784760778574","0.392813083567447"
"Full-time","2007","North Rhine-Westphalia","indirect migration background","94","0.38783403065551","0.325668501026248","0.449999560284773"
"Full-time","2007","Hesse","no migration background","447","0.380829514285206","0.352715283546349","0.408943745024064"
"Full-time","2007","Hesse","direct migration background","59","0.262194046002241","0.200931084608101","0.323457007396382"
"Full-time","2007","Hesse","indirect migration background","35","0.383633765762497","0.272841342045477","0.494426189479516"
"Full-time","2007","Rhineland-Palatinate,Saarland","no migration background","377","0.384235844377055","0.354042817581601","0.414428871172508"
"Full-time","2007","Rhineland-Palatinate,Saarland","direct migration background","59","0.354035599058073","0.278259868047458","0.429811330068687"
"Full-time","2007","Rhineland-Palatinate,Saarland","indirect migration background","12","","",""
"Full-time","2007","Baden-Württemberg","no migration background","750","0.404405758429634","0.382167790076437","0.426643726782831"
"Full-time","2007","Baden-Württemberg","direct migration background","171","0.327284316534018","0.285131850388317","0.36943678267972"
"Full-time","2007","Baden-Württemberg","indirect migration background","83","0.397910718390926","0.330743668419855","0.465077768361997"
"Full-time","2007","Bavaria","no migration background","1024","0.412192808653537","0.393121495347097","0.431264121959976"
"Full-time","2007","Bavaria","direct migration background","119","0.331370317867974","0.281040184576446","0.381700451159502"
"Full-time","2007","Bavaria","indirect migration background","47","0.278234562997754","0.200601506362855","0.355867619632652"
"Full-time","2007","Berlin","no migration background","276","0.38364373803989","0.347014007831613","0.420273468248167"
"Full-time","2007","Berlin","direct migration background","22","","",""
"Full-time","2007","Berlin","indirect migration background","10","","",""
"Full-time","2007","Brandenburg","no migration background","306","0.343998927486352","0.312175860889975","0.375821994082728"
"Full-time","2007","Brandenburg","direct migration background","2","","",""
"Full-time","2007","Brandenburg","indirect migration background","4","","",""
"Full-time","2007","Mecklenburg-Western Pomerania","no migration background","193","0.330590988219408","0.289843166888912","0.371338809549905"
"Full-time","2007","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"Full-time","2007","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Full-time","2007","Saxony","no migration background","589","0.364685128461996","0.340318198663002","0.389052058260989"
"Full-time","2007","Saxony","direct migration background","3","","",""
"Full-time","2007","Saxony","indirect migration background","4","","",""
"Full-time","2007","Saxony-Anhalt","no migration background","335","0.353356368073596","0.321482836665833","0.385229899481359"
"Full-time","2007","Saxony-Anhalt","direct migration background","2","","",""
"Full-time","2007","Saxony-Anhalt","indirect migration background","3","","",""
"Full-time","2007","Thuringia","no migration background","322","0.367772585720176","0.336373982368833","0.39917118907152"
"Full-time","2007","Thuringia","direct migration background","3","","",""
"Full-time","2007","Thuringia","indirect migration background","4","","",""
"Part-time","2007","Schleswig-Holstein","no migration background","68","0.104721922222435","0.0795852118623796","0.12985863258249"
"Part-time","2007","Schleswig-Holstein","direct migration background","6","","",""
"Part-time","2007","Schleswig-Holstein","indirect migration background","2","","",""
"Part-time","2007","Hamburg","no migration background","31","0.0854517296350644","0.0518570102399234","0.119046449030205"
"Part-time","2007","Hamburg","direct migration background","4","","",""
"Part-time","2007","Hamburg","indirect migration background","","","",""
"Part-time","2007","Lower Saxony","no migration background","196","0.106279454748484","0.0913452544751864","0.121213655021781"
"Part-time","2007","Lower Saxony","direct migration background","19","","",""
"Part-time","2007","Lower Saxony","indirect migration background","6","","",""
"Part-time","2007","Bremen","no migration background","15","","",""
"Part-time","2007","Bremen","direct migration background","2","","",""
"Part-time","2007","Bremen","indirect migration background","","","",""
"Part-time","2007","North Rhine-Westphalia","no migration background","417","0.106293787664562","0.0960520839809762","0.116535491348148"
"Part-time","2007","North Rhine-Westphalia","direct migration background","59","0.0831412874140041","0.0606134364080168","0.105669138419991"
"Part-time","2007","North Rhine-Westphalia","indirect migration background","21","","",""
"Part-time","2007","Hesse","no migration background","153","0.12655374894391","0.107304606680444","0.145802891207376"
"Part-time","2007","Hesse","direct migration background","24","","",""
"Part-time","2007","Hesse","indirect migration background","8","","",""
"Part-time","2007","Rhineland-Palatinate,Saarland","no migration background","118","0.106140367259037","0.0870209140785289","0.125259820439545"
"Part-time","2007","Rhineland-Palatinate,Saarland","direct migration background","17","","",""
"Part-time","2007","Rhineland-Palatinate,Saarland","indirect migration background","9","","",""
"Part-time","2007","Baden-Württemberg","no migration background","215","0.0920013744060765","0.0789050039782703","0.105097744833883"
"Part-time","2007","Baden-Württemberg","direct migration background","51","0.105313940634146","0.0777384732847522","0.13288940798354"
"Part-time","2007","Baden-Württemberg","indirect migration background","16","","",""
"Part-time","2007","Bavaria","no migration background","307","0.106745856804909","0.0947818684552277","0.11870984515459"
"Part-time","2007","Bavaria","direct migration background","44","0.128665318355412","0.0928637788602604","0.164466857850563"
"Part-time","2007","Bavaria","indirect migration background","11","","",""
"Part-time","2007","Berlin","no migration background","63","0.0817786036793749","0.0611368160105068","0.102420391348243"
"Part-time","2007","Berlin","direct migration background","3","","",""
"Part-time","2007","Berlin","indirect migration background","4","","",""
"Part-time","2007","Brandenburg","no migration background","69","0.0632122561495232","0.0469105727462644","0.0795139395527821"
"Part-time","2007","Brandenburg","direct migration background","","","",""
"Part-time","2007","Brandenburg","indirect migration background","","","",""
"Part-time","2007","Mecklenburg-Western Pomerania","no migration background","47","0.103055001191075","0.0767201691291576","0.129389833252993"
"Part-time","2007","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Part-time","2007","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Part-time","2007","Saxony","no migration background","139","0.0756129286765202","0.0622293506319682","0.0889965067210722"
"Part-time","2007","Saxony","direct migration background","3","","",""
"Part-time","2007","Saxony","indirect migration background","1","","",""
"Part-time","2007","Saxony-Anhalt","no migration background","65","0.0744796381897204","0.056972990665472","0.0919862857139689"
"Part-time","2007","Saxony-Anhalt","direct migration background","1","","",""
"Part-time","2007","Saxony-Anhalt","indirect migration background","","","",""
"Part-time","2007","Thuringia","no migration background","77","0.0786884339976637","0.061155980123351","0.0962208878719764"
"Part-time","2007","Thuringia","direct migration background","2","","",""
"Part-time","2007","Thuringia","indirect migration background","","","",""
"Non-working","2007","Schleswig-Holstein","no migration background","273","0.498401031687641","0.457354312825737","0.539447750549545"
"Non-working","2007","Schleswig-Holstein","direct migration background","26","","",""
"Non-working","2007","Schleswig-Holstein","indirect migration background","4","","",""
"Non-working","2007","Hamburg","no migration background","119","0.46604665442821","0.406098802483281","0.525994506373139"
"Non-working","2007","Hamburg","direct migration background","12","","",""
"Non-working","2007","Hamburg","indirect migration background","5","","",""
"Non-working","2007","Lower Saxony","no migration background","720","0.463548452518567","0.439384428409749","0.487712476627384"
"Non-working","2007","Lower Saxony","direct migration background","73","0.405217690481543","0.333096761893666","0.477338619069419"
"Non-working","2007","Lower Saxony","indirect migration background","25","","",""
"Non-working","2007","Bremen","no migration background","61","0.556713329613313","0.472286512512957","0.64114014671367"
"Non-working","2007","Bremen","direct migration background","6","","",""
"Non-working","2007","Bremen","indirect migration background","2","","",""
"Non-working","2007","North Rhine-Westphalia","no migration background","1522","0.451755146215985","0.435218032499222","0.468292259932747"
"Non-working","2007","North Rhine-Westphalia","direct migration background","278","0.50101924668626","0.460222147305454","0.541816346067066"
"Non-working","2007","North Rhine-Westphalia","indirect migration background","98","0.442530046465155","0.379161433156128","0.505898659774182"
"Non-working","2007","Hesse","no migration background","446","0.404309540466962","0.375896147407444","0.432722933526481"
"Non-working","2007","Hesse","direct migration background","100","0.503306020570476","0.433663255390297","0.572948785750655"
"Non-working","2007","Hesse","indirect migration background","21","","",""
"Non-working","2007","Rhineland-Palatinate,Saarland","no migration background","426","0.420013342664081","0.389376708073751","0.450649977254411"
"Non-working","2007","Rhineland-Palatinate,Saarland","direct migration background","70","0.496959309999109","0.417733926703306","0.576184693294913"
"Non-working","2007","Rhineland-Palatinate,Saarland","indirect migration background","21","","",""
"Non-working","2007","Baden-Württemberg","no migration background","778","0.427276408480385","0.404861436984411","0.44969137997636"
"Non-working","2007","Baden-Württemberg","direct migration background","235","0.521340330248743","0.476463859565622","0.566216800931864"
"Non-working","2007","Baden-Württemberg","indirect migration background","76","0.276720192932956","0.215328924956099","0.338111460909812"
"Non-working","2007","Bavaria","no migration background","1024","0.406692514074251","0.387660447363379","0.425724580785123"
"Non-working","2007","Bavaria","direct migration background","156","0.492124931345866","0.438669162175556","0.545580700516176"
"Non-working","2007","Bavaria","indirect migration background","44","0.38882073858662","0.304370258793409","0.473271218379831"
"Non-working","2007","Berlin","no migration background","280","0.450436298870667","0.412958034775334","0.487914562966"
"Non-working","2007","Berlin","direct migration background","27","","",""
"Non-working","2007","Berlin","indirect migration background","15","","",""
"Non-working","2007","Brandenburg","no migration background","431","0.534166811270042","0.500750010246778","0.567583612293305"
"Non-working","2007","Brandenburg","direct migration background","12","","",""
"Non-working","2007","Brandenburg","indirect migration background","4","","",""
"Non-working","2007","Mecklenburg-Western Pomerania","no migration background","240","0.508992895846466","0.465690406968245","0.552295384724687"
"Non-working","2007","Mecklenburg-Western Pomerania","direct migration background","6","","",""
"Non-working","2007","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Non-working","2007","Saxony","no migration background","670","0.483434868083335","0.458137298211865","0.508732437954806"
"Non-working","2007","Saxony","direct migration background","22","","",""
"Non-working","2007","Saxony","indirect migration background","5","","",""
"Non-working","2007","Saxony-Anhalt","no migration background","414","0.516984766397728","0.483664343336438","0.550305189459018"
"Non-working","2007","Saxony-Anhalt","direct migration background","15","","",""
"Non-working","2007","Saxony-Anhalt","indirect migration background","4","","",""
"Non-working","2007","Thuringia","no migration background","443","0.490200886499712","0.457649418707585","0.522752354291839"
"Non-working","2007","Thuringia","direct migration background","12","","",""
"Non-working","2007","Thuringia","indirect migration background","2","","",""
"Other","2007","Schleswig-Holstein","no migration background","44","0.0778980835283165","0.0558960150467798","0.0999001520098533"
"Other","2007","Schleswig-Holstein","direct migration background","2","","",""
"Other","2007","Schleswig-Holstein","indirect migration background","1","","",""
"Other","2007","Hamburg","no migration background","15","","",""
"Other","2007","Hamburg","direct migration background","3","","",""
"Other","2007","Hamburg","indirect migration background","","","",""
"Other","2007","Lower Saxony","no migration background","129","0.0685603462743999","0.0563150216145739","0.0808056709342259"
"Other","2007","Lower Saxony","direct migration background","23","","",""
"Other","2007","Lower Saxony","indirect migration background","6","","",""
"Other","2007","Bremen","no migration background","7","","",""
"Other","2007","Bremen","direct migration background","1","","",""
"Other","2007","Bremen","indirect migration background","1","","",""
"Other","2007","North Rhine-Westphalia","no migration background","255","0.0731030959122342","0.0644533275516234","0.0817528642728449"
"Other","2007","North Rhine-Westphalia","direct migration background","39","0.062040543726725","0.0423576016144176","0.0817234858390324"
"Other","2007","North Rhine-Westphalia","indirect migration background","23","","",""
"Other","2007","Hesse","no migration background","100","0.0883071963039215","0.0718794459737134","0.10473494663413"
"Other","2007","Hesse","direct migration background","15","","",""
"Other","2007","Hesse","indirect migration background","10","","",""
"Other","2007","Rhineland-Palatinate,Saarland","no migration background","76","0.0896104456998278","0.0718810691664476","0.107339822233208"
"Other","2007","Rhineland-Palatinate,Saarland","direct migration background","7","","",""
"Other","2007","Rhineland-Palatinate,Saarland","indirect migration background","7","","",""
"Other","2007","Baden-Württemberg","no migration background","128","0.0763164586839044","0.064286007792089","0.0883469095757198"
"Other","2007","Baden-Württemberg","direct migration background","19","","",""
"Other","2007","Baden-Württemberg","indirect migration background","29","","",""
"Other","2007","Bavaria","no migration background","204","0.0743688204673034","0.0642033523548072","0.0845342885797995"
"Other","2007","Bavaria","direct migration background","17","","",""
"Other","2007","Bavaria","indirect migration background","26","","",""
"Other","2007","Berlin","no migration background","58","0.0841413594100681","0.0632304585804712","0.105052260239665"
"Other","2007","Berlin","direct migration background","6","","",""
"Other","2007","Berlin","indirect migration background","3","","",""
"Other","2007","Brandenburg","no migration background","50","0.0586220050940833","0.0428849464124485","0.074359063775718"
"Other","2007","Brandenburg","direct migration background","","","",""
"Other","2007","Brandenburg","indirect migration background","3","","",""
"Other","2007","Mecklenburg-Western Pomerania","no migration background","32","0.0573611147430504","0.0372194864272849","0.0775027430588158"
"Other","2007","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"Other","2007","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Other","2007","Saxony","no migration background","101","0.0762670747781488","0.0628304858391361","0.0897036637171616"
"Other","2007","Saxony","direct migration background","","","",""
"Other","2007","Saxony","indirect migration background","1","","",""
"Other","2007","Saxony-Anhalt","no migration background","50","0.0551792273389557","0.039954352055833","0.0704041026220783"
"Other","2007","Saxony-Anhalt","direct migration background","1","","",""
"Other","2007","Saxony-Anhalt","indirect migration background","1","","",""
"Other","2007","Thuringia","no migration background","64","0.0633380937824478","0.0474779209535645","0.0791982666113311"
"Other","2007","Thuringia","direct migration background","","","",""
"Other","2007","Thuringia","indirect migration background","3","","",""
"Full-time","2008","Schleswig-Holstein","no migration background","170","0.343238332025315","0.302112480759082","0.384364183291548"
"Full-time","2008","Schleswig-Holstein","direct migration background","10","","",""
