"erwst","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Non-working","1984","secondary school degree","middle vocational","398","0.366362255330254","0.339124473378499","0.393600037282008"
"Non-working","1984","secondary school degree","vocational + Abi","","","",""
"Non-working","1984","secondary school degree","higher vocational","66","0.355147375352941","0.290575796730768","0.419718953975114"
"Non-working","1984","secondary school degree","higher education","15","","",""
"Non-working","1984","college entrance qualification","in school","","","",""
"Non-working","1984","college entrance qualification","inadequately","","","",""
"Non-working","1984","college entrance qualification","general elemantary","","","",""
"Non-working","1984","college entrance qualification","middle vocational","219","0.696120848274331","0.645329985847244","0.746911710701419"
"Non-working","1984","college entrance qualification","vocational + Abi","79","0.401725331349133","0.333951041043979","0.469499621654288"
"Non-working","1984","college entrance qualification","higher vocational","51","0.40920758270523","0.327760906474528","0.490654258935932"
"Non-working","1984","college entrance qualification","higher education","135","0.236765982370787","0.203806060487781","0.269725904253792"
"Non-working","1984","Other degree","in school","","","",""
"Non-working","1984","Other degree","inadequately","13","","",""
"Non-working","1984","Other degree","general elemantary","207","0.278782677665996","0.246187987832077","0.311377367499915"
"Non-working","1984","Other degree","middle vocational","110","0.218401794476639","0.18332625458643","0.253477334366847"
"Non-working","1984","Other degree","vocational + Abi","19","","",""
"Non-working","1984","Other degree","higher vocational","1","","",""
"Non-working","1984","Other degree","higher education","11","","",""
"Non-working","1984","no degree/no degree yet","in school","184","0.982945434617734","0.96438824006594","1.00150262916953"
"Non-working","1984","no degree/no degree yet","inadequately","408","0.481114299580851","0.450068951435091","0.512159647726611"
"Non-working","1984","no degree/no degree yet","general elemantary","","","",""
"Non-working","1984","no degree/no degree yet","middle vocational","37","0.42728687407448","0.33803128273083","0.516542465418129"
"Non-working","1984","no degree/no degree yet","vocational + Abi","","","",""
"Non-working","1984","no degree/no degree yet","higher vocational","1","","",""
"Non-working","1984","no degree/no degree yet","higher education","","","",""
"Other","1984","lower secondary degree","in school","","","",""
"Other","1984","lower secondary degree","inadequately","","","",""
"Other","1984","lower secondary degree","general elemantary","242","0.0855325805732782","0.0740123867530726","0.0970527743934838"
"Other","1984","lower secondary degree","middle vocational","132","0.0308009888488832","0.0251045475108474","0.036497430186919"
"Other","1984","lower secondary degree","vocational + Abi","","","",""
"Other","1984","lower secondary degree","higher vocational","8","","",""
"Other","1984","lower secondary degree","higher education","","","",""
"Other","1984","secondary school degree","in school","","","",""
"Other","1984","secondary school degree","inadequately","","","",""
"Other","1984","secondary school degree","general elemantary","145","0.289454011276788","0.248755850441722","0.330152172111854"
"Other","1984","secondary school degree","middle vocational","63","0.0474265761774315","0.0354106853400412","0.0594424670148219"
"Other","1984","secondary school degree","vocational + Abi","","","",""
"Other","1984","secondary school degree","higher vocational","10","","",""
"Other","1984","secondary school degree","higher education","3","","",""
"Other","1984","college entrance qualification","in school","","","",""
"Other","1984","college entrance qualification","inadequately","","","",""
"Other","1984","college entrance qualification","general elemantary","","","",""
"Other","1984","college entrance qualification","middle vocational","69","0.219321100938696","0.173626041849512","0.26501616002788"
"Other","1984","college entrance qualification","vocational + Abi","9","","",""
"Other","1984","college entrance qualification","higher vocational","7","","",""
"Other","1984","college entrance qualification","higher education","24","","",""
"Other","1984","Other degree","in school","","","",""
"Other","1984","Other degree","inadequately","3","","",""
"Other","1984","Other degree","general elemantary","16","","",""
"Other","1984","Other degree","middle vocational","16","","",""
"Other","1984","Other degree","vocational + Abi","","","",""
"Other","1984","Other degree","higher vocational","","","",""
"Other","1984","Other degree","higher education","1","","",""
"Other","1984","no degree/no degree yet","in school","1","","",""
"Other","1984","no degree/no degree yet","inadequately","23","","",""
"Other","1984","no degree/no degree yet","general elemantary","","","",""
"Other","1984","no degree/no degree yet","middle vocational","3","","",""
"Other","1984","no degree/no degree yet","vocational + Abi","","","",""
"Other","1984","no degree/no degree yet","higher vocational","","","",""
"Other","1984","no degree/no degree yet","higher education","","","",""
"Full-time","1985","lower secondary degree","in school","","","",""
"Full-time","1985","lower secondary degree","inadequately","","","",""
"Full-time","1985","lower secondary degree","general elemantary","525","0.218497744167797","0.200401176415249","0.236594311920344"
"Full-time","1985","lower secondary degree","middle vocational","1634","0.476311812291456","0.458961318600644","0.493662305982268"
"Full-time","1985","lower secondary degree","vocational + Abi","3","","",""
"Full-time","1985","lower secondary degree","higher vocational","174","0.601841094146438","0.544297785514766","0.659384402778111"
"Full-time","1985","lower secondary degree","higher education","16","","",""
"Full-time","1985","secondary school degree","in school","","","",""
"Full-time","1985","secondary school degree","inadequately","","","",""
"Full-time","1985","secondary school degree","general elemantary","102","0.20900273342586","0.172437802227002","0.245567664624719"
"Full-time","1985","secondary school degree","middle vocational","637","0.533639755777056","0.504744256921529","0.562535254632583"
"Full-time","1985","secondary school degree","vocational + Abi","","","",""
"Full-time","1985","secondary school degree","higher vocational","100","0.469811053243282","0.400642284813435","0.538979821673128"
"Full-time","1985","secondary school degree","higher education","45","0.695998316479216","0.581501256491622","0.810495376466809"
"Full-time","1985","college entrance qualification","in school","","","",""
"Full-time","1985","college entrance qualification","inadequately","","","",""
"Full-time","1985","college entrance qualification","general elemantary","","","",""
"Full-time","1985","college entrance qualification","middle vocational","35","0.121264984918129","0.0840773199109095","0.158452649925349"
"Full-time","1985","college entrance qualification","vocational + Abi","94","0.478792244572164","0.407947050293583","0.549637438850746"
"Full-time","1985","college entrance qualification","higher vocational","72","0.526719243147243","0.441220159684877","0.612218326609608"
"Full-time","1985","college entrance qualification","higher education","420","0.66024927026988","0.622817126763544","0.697681413776215"
"Full-time","1985","Other degree","in school","","","",""
"Full-time","1985","Other degree","inadequately","7","","",""
"Full-time","1985","Other degree","general elemantary","401","0.68392556086294","0.646754071657729","0.721097050068151"
"Full-time","1985","Other degree","middle vocational","336","0.718016967919013","0.676626626733925","0.759407309104101"
"Full-time","1985","Other degree","vocational + Abi","64","0.764502257563782","0.67376383851875","0.855240676608815"
"Full-time","1985","Other degree","higher vocational","6","","",""
"Full-time","1985","Other degree","higher education","38","0.673129085169011","0.54802009215034","0.798238078187682"
"Full-time","1985","no degree/no degree yet","in school","","","",""
"Full-time","1985","no degree/no degree yet","inadequately","422","0.418364020874193","0.384518141090785","0.452209900657602"
"Full-time","1985","no degree/no degree yet","general elemantary","","","",""
"Full-time","1985","no degree/no degree yet","middle vocational","58","0.481211928339267","0.380205887739571","0.582217968938964"
"Full-time","1985","no degree/no degree yet","vocational + Abi","","","",""
"Full-time","1985","no degree/no degree yet","higher vocational","2","","",""
"Full-time","1985","no degree/no degree yet","higher education","1","","",""
"Part-time","1985","lower secondary degree","in school","","","",""
"Part-time","1985","lower secondary degree","inadequately","","","",""
"Part-time","1985","lower secondary degree","general elemantary","153","0.0731627867187201","0.061758858702577","0.0845667147348633"
"Part-time","1985","lower secondary degree","middle vocational","240","0.0698350521289795","0.060980910035682","0.078689194222277"
"Part-time","1985","lower secondary degree","vocational + Abi","1","","",""
"Part-time","1985","lower secondary degree","higher vocational","20","","",""
"Part-time","1985","lower secondary degree","higher education","","","",""
"Part-time","1985","secondary school degree","in school","","","",""
"Part-time","1985","secondary school degree","inadequately","","","",""
"Part-time","1985","secondary school degree","general elemantary","25","","",""
"Part-time","1985","secondary school degree","middle vocational","108","0.0819951521793681","0.0661037608234101","0.0978865435353262"
"Part-time","1985","secondary school degree","vocational + Abi","1","","",""
"Part-time","1985","secondary school degree","higher vocational","26","","",""
"Part-time","1985","secondary school degree","higher education","2","","",""
"Part-time","1985","college entrance qualification","in school","","","",""
"Part-time","1985","college entrance qualification","inadequately","","","",""
"Part-time","1985","college entrance qualification","general elemantary","","","",""
"Part-time","1985","college entrance qualification","middle vocational","22","","",""
"Part-time","1985","college entrance qualification","vocational + Abi","14","","",""
"Part-time","1985","college entrance qualification","higher vocational","9","","",""
"Part-time","1985","college entrance qualification","higher education","46","0.0705335527436613","0.0502975247578686","0.090769580729454"
"Part-time","1985","Other degree","in school","","","",""
"Part-time","1985","Other degree","inadequately","2","","",""
"Part-time","1985","Other degree","general elemantary","29","","",""
"Part-time","1985","Other degree","middle vocational","17","","",""
"Part-time","1985","Other degree","vocational + Abi","3","","",""
"Part-time","1985","Other degree","higher vocational","","","",""
"Part-time","1985","Other degree","higher education","2","","",""
"Part-time","1985","no degree/no degree yet","in school","1","","",""
"Part-time","1985","no degree/no degree yet","inadequately","25","","",""
"Part-time","1985","no degree/no degree yet","general elemantary","","","",""
"Part-time","1985","no degree/no degree yet","middle vocational","2","","",""
"Part-time","1985","no degree/no degree yet","vocational + Abi","","","",""
"Part-time","1985","no degree/no degree yet","higher vocational","","","",""
"Part-time","1985","no degree/no degree yet","higher education","","","",""
"Non-working","1985","lower secondary degree","in school","","","",""
"Non-working","1985","lower secondary degree","inadequately","","","",""
"Non-working","1985","lower secondary degree","general elemantary","1178","0.647026421706041","0.626097843609206","0.667954999802875"
"Non-working","1985","lower secondary degree","middle vocational","1228","0.433168781583317","0.415954645691495","0.450382917475139"
"Non-working","1985","lower secondary degree","vocational + Abi","","","",""
"Non-working","1985","lower secondary degree","higher vocational","79","0.3204842892762","0.265627698142194","0.375340880410207"
"Non-working","1985","lower secondary degree","higher education","7","","",""
"Non-working","1985","secondary school degree","in school","","","",""
"Non-working","1985","secondary school degree","inadequately","","","",""
"Non-working","1985","secondary school degree","general elemantary","245","0.545967760396234","0.501193529831854","0.590741990960613"
"Non-working","1985","secondary school degree","middle vocational","363","0.355212016492871","0.327491734761618","0.382932298224125"
"Non-working","1985","secondary school degree","vocational + Abi","","","",""
"Non-working","1985","secondary school degree","higher vocational","68","0.386788849534086","0.319293307763269","0.454284391304904"
"Non-working","1985","secondary school degree","higher education","12","","",""
"Non-working","1985","college entrance qualification","in school","","","",""
"Non-working","1985","college entrance qualification","inadequately","","","",""
"Non-working","1985","college entrance qualification","general elemantary","","","",""
"Non-working","1985","college entrance qualification","middle vocational","187","0.615724936280502","0.560311292528762","0.671138580032242"
"Non-working","1985","college entrance qualification","vocational + Abi","75","0.421593866417799","0.351562113956175","0.491625618879423"
"Non-working","1985","college entrance qualification","higher vocational","42","0.344274758523946","0.262911939912605","0.425637577135286"
"Non-working","1985","college entrance qualification","higher education","130","0.240532614319532","0.206753202504877","0.274312026134188"
"Non-working","1985","Other degree","in school","","","",""
"Non-working","1985","Other degree","inadequately","15","","",""
"Non-working","1985","Other degree","general elemantary","164","0.263627172945299","0.228401863388939","0.298852482501659"
"Non-working","1985","Other degree","middle vocational","97","0.240596048940831","0.201277196292587","0.279914901589076"
"Non-working","1985","Other degree","vocational + Abi","15","","",""
"Non-working","1985","Other degree","higher vocational","1","","",""
"Non-working","1985","Other degree","higher education","13","","",""
"Non-working","1985","no degree/no degree yet","in school","181","0.966362593209511","0.940521636012065","0.992203550406956"
"Non-working","1985","no degree/no degree yet","inadequately","356","0.524184874881359","0.489918798710913","0.558450951051805"
"Non-working","1985","no degree/no degree yet","general elemantary","","","",""
"Non-working","1985","no degree/no degree yet","middle vocational","32","0.494294589230989","0.393223745153827","0.59536543330815"
"Non-working","1985","no degree/no degree yet","vocational + Abi","","","",""
"Non-working","1985","no degree/no degree yet","higher vocational","1","","",""
"Non-working","1985","no degree/no degree yet","higher education","1","","",""
"Other","1985","lower secondary degree","in school","","","",""
"Other","1985","lower secondary degree","inadequately","","","",""
"Other","1985","lower secondary degree","general elemantary","147","0.0613130474074426","0.050806876577489","0.0718192182373962"
"Other","1985","lower secondary degree","middle vocational","81","0.0206843539962472","0.0157399710580126","0.0256287369344819"
"Other","1985","lower secondary degree","vocational + Abi","","","",""
"Other","1985","lower secondary degree","higher vocational","5","","",""
"Other","1985","lower secondary degree","higher education","","","",""
"Other","1985","secondary school degree","in school","","","",""
"Other","1985","secondary school degree","inadequately","","","",""
"Other","1985","secondary school degree","general elemantary","103","0.193938438346355","0.158382074708134","0.229494801984577"
"Other","1985","secondary school degree","middle vocational","37","0.0291530755507041","0.0194085002417792","0.0388976508596291"
"Other","1985","secondary school degree","vocational + Abi","","","",""
"Other","1985","secondary school degree","higher vocational","6","","",""
"Other","1985","secondary school degree","higher education","3","","",""
"Other","1985","college entrance qualification","in school","","","",""
"Other","1985","college entrance qualification","inadequately","","","",""
"Other","1985","college entrance qualification","general elemantary","","","",""
"Other","1985","college entrance qualification","middle vocational","52","0.190413560955959","0.145685220453044","0.235141901458873"
"Other","1985","college entrance qualification","vocational + Abi","8","","",""
"Other","1985","college entrance qualification","higher vocational","8","","",""
"Other","1985","college entrance qualification","higher education","19","","",""
"Other","1985","Other degree","in school","","","",""
"Other","1985","Other degree","inadequately","5","","",""
"Other","1985","Other degree","general elemantary","7","","",""
"Other","1985","Other degree","middle vocational","4","","",""
"Other","1985","Other degree","vocational + Abi","2","","",""
"Other","1985","Other degree","higher vocational","","","",""
"Other","1985","Other degree","higher education","1","","",""
"Other","1985","no degree/no degree yet","in school","5","","",""
"Other","1985","no degree/no degree yet","inadequately","13","","",""
"Other","1985","no degree/no degree yet","general elemantary","","","",""
"Other","1985","no degree/no degree yet","middle vocational","2","","",""
"Other","1985","no degree/no degree yet","vocational + Abi","","","",""
"Other","1985","no degree/no degree yet","higher vocational","","","",""
"Other","1985","no degree/no degree yet","higher education","","","",""
"Full-time","1986","lower secondary degree","in school","","","",""
"Full-time","1986","lower secondary degree","inadequately","","","",""
"Full-time","1986","lower secondary degree","general elemantary","487","0.215562190574677","0.196983981982123","0.234140399167231"
"Full-time","1986","lower secondary degree","middle vocational","1590","0.483227212886588","0.465404651087389","0.501049774685788"
"Full-time","1986","lower secondary degree","vocational + Abi","5","","",""
"Full-time","1986","lower secondary degree","higher vocational","163","0.584909347081556","0.525131042276129","0.644687651886982"
"Full-time","1986","lower secondary degree","higher education","11","","",""
"Full-time","1986","secondary school degree","in school","","","",""
"Full-time","1986","secondary school degree","inadequately","","","",""
"Full-time","1986","secondary school degree","general elemantary","96","0.201802150092763","0.165362575014604","0.238241725170922"
"Full-time","1986","secondary school degree","middle vocational","628","0.523508697969216","0.494426811436357","0.552590584502075"
"Full-time","1986","secondary school degree","vocational + Abi","","","",""
"Full-time","1986","secondary school degree","higher vocational","90","0.467609704281475","0.39471958489874","0.54049982366421"
"Full-time","1986","secondary school degree","higher education","38","0.598818997298589","0.475820122608678","0.7218178719885"
"Full-time","1986","college entrance qualification","in school","","","",""
"Full-time","1986","college entrance qualification","inadequately","","","",""
"Full-time","1986","college entrance qualification","general elemantary","","","",""
"Full-time","1986","college entrance qualification","middle vocational","45","0.128505362391368","0.0921222879116003","0.164888436871135"
"Full-time","1986","college entrance qualification","vocational + Abi","96","0.499417524675526","0.428322206824919","0.570512842526133"
"Full-time","1986","college entrance qualification","higher vocational","72","0.526878773804714","0.44138115666665","0.612376390942777"
"Full-time","1986","college entrance qualification","higher education","398","0.640791838734907","0.602781305382052","0.678802372087761"
"Full-time","1986","Other degree","in school","","","",""
"Full-time","1986","Other degree","inadequately","11","","",""
"Full-time","1986","Other degree","general elemantary","384","0.684969907405153","0.647034162540063","0.722905652270242"
"Full-time","1986","Other degree","middle vocational","304","0.711269183450618","0.668185066913643","0.754353299987593"
"Full-time","1986","Other degree","vocational + Abi","64","0.779214602042241","0.688324453688688","0.870104750395794"
"Full-time","1986","Other degree","higher vocational","7","","",""
"Full-time","1986","Other degree","higher education","37","0.61246848558371","0.48252736808138","0.742409603086041"
"Full-time","1986","no degree/no degree yet","in school","1","","",""
"Full-time","1986","no degree/no degree yet","inadequately","382","0.439670555800487","0.404265928368189","0.475075183232786"
"Full-time","1986","no degree/no degree yet","general elemantary","","","",""
"Full-time","1986","no degree/no degree yet","middle vocational","59","0.52139303152134","0.418188454952708","0.624597608089973"
"Full-time","1986","no degree/no degree yet","vocational + Abi","","","",""
"Full-time","1986","no degree/no degree yet","higher vocational","1","","",""
"Full-time","1986","no degree/no degree yet","higher education","","","",""
"Part-time","1986","lower secondary degree","in school","","","",""
"Part-time","1986","lower secondary degree","inadequately","","","",""
"Part-time","1986","lower secondary degree","general elemantary","138","0.0689972563180149","0.0575466186490078","0.0804478939870221"
"Part-time","1986","lower secondary degree","middle vocational","187","0.0577711239484927","0.0494500720089736","0.0660921758880119"
"Part-time","1986","lower secondary degree","vocational + Abi","","","",""
"Part-time","1986","lower secondary degree","higher vocational","12","","",""
"Part-time","1986","lower secondary degree","higher education","","","",""
"Part-time","1986","secondary school degree","in school","","","",""
"Part-time","1986","secondary school degree","inadequately","","","",""
"Part-time","1986","secondary school degree","general elemantary","14","","",""
"Part-time","1986","secondary school degree","middle vocational","90","0.0691737625671092","0.0543984001007804","0.0839491250334381"
"Part-time","1986","secondary school degree","vocational + Abi","1","","",""
"Part-time","1986","secondary school degree","higher vocational","23","","",""
"Part-time","1986","secondary school degree","higher education","4","","",""
"Part-time","1986","college entrance qualification","in school","","","",""
"Part-time","1986","college entrance qualification","inadequately","","","",""
"Part-time","1986","college entrance qualification","general elemantary","","","",""
"Part-time","1986","college entrance qualification","middle vocational","11","","",""
"Part-time","1986","college entrance qualification","vocational + Abi","12","","",""
"Part-time","1986","college entrance qualification","higher vocational","7","","",""
"Part-time","1986","college entrance qualification","higher education","66","0.0993603529011948","0.0756600185310931","0.123060687271296"
"Part-time","1986","Other degree","in school","","","",""
"Part-time","1986","Other degree","inadequately","","","",""
"Part-time","1986","Other degree","general elemantary","26","","",""
"Part-time","1986","Other degree","middle vocational","12","","",""
"Part-time","1986","Other degree","vocational + Abi","","","",""
"Part-time","1986","Other degree","higher vocational","","","",""
"Part-time","1986","Other degree","higher education","6","","",""
"Part-time","1986","no degree/no degree yet","in school","","","",""
"Part-time","1986","no degree/no degree yet","inadequately","22","","",""
"Part-time","1986","no degree/no degree yet","general elemantary","","","",""
"Part-time","1986","no degree/no degree yet","middle vocational","4","","",""
"Part-time","1986","no degree/no degree yet","vocational + Abi","","","",""
"Part-time","1986","no degree/no degree yet","higher vocational","","","",""
"Part-time","1986","no degree/no degree yet","higher education","1","","",""
"Non-working","1986","lower secondary degree","in school","","","",""
"Non-working","1986","lower secondary degree","inadequately","","","",""
"Non-working","1986","lower secondary degree","general elemantary","1093","0.64943714213712","0.627880069095194","0.670994215179046"
"Non-working","1986","lower secondary degree","middle vocational","1137","0.429668086683598","0.412012790596525","0.447323382770671"
"Non-working","1986","lower secondary degree","vocational + Abi","1","","",""
"Non-working","1986","lower secondary degree","higher vocational","75","0.336931869850952","0.279589193270345","0.394274546431559"
"Non-working","1986","lower secondary degree","higher education","8","","",""
"Non-working","1986","secondary school degree","in school","","","",""
"Non-working","1986","secondary school degree","inadequately","","","",""
"Non-working","1986","secondary school degree","general elemantary","228","0.516413489008511","0.471041166469667","0.561785811547355"
"Non-working","1986","secondary school degree","middle vocational","372","0.375318529820778","0.347124156158428","0.403512903483127"
"Non-working","1986","secondary school degree","vocational + Abi","1","","",""
"Non-working","1986","secondary school degree","higher vocational","60","0.391217290905574","0.319923449843256","0.462511131967893"
"Non-working","1986","secondary school degree","higher education","15","","",""
"Non-working","1986","college entrance qualification","in school","","","",""
"Non-working","1986","college entrance qualification","inadequately","","","",""
"Non-working","1986","college entrance qualification","general elemantary","","","",""
"Non-working","1986","college entrance qualification","middle vocational","201","0.622619866572425","0.569920254977346","0.675319478167503"
"Non-working","1986","college entrance qualification","vocational + Abi","72","0.403948614395275","0.334177412729165","0.473719816061386"
"Non-working","1986","college entrance qualification","higher vocational","50","0.413670478600788","0.329334946728625","0.498006010472951"
"Non-working","1986","college entrance qualification","higher education","128","0.23501161714355","0.201418951647859","0.268604282639241"
"Non-working","1986","Other degree","in school","","","",""
"Non-working","1986","Other degree","inadequately","10","","",""
"Non-working","1986","Other degree","general elemantary","157","0.263402970789525","0.227431171195476","0.299374770383574"
"Non-working","1986","Other degree","middle vocational","103","0.254141207278749","0.212748915071529","0.295533499485968"
"Non-working","1986","Other degree","vocational + Abi","13","","",""
"Non-working","1986","Other degree","higher vocational","1","","",""
"Non-working","1986","Other degree","higher education","10","","",""
"Non-working","1986","no degree/no degree yet","in school","183","0.96689807400888","0.941324810972316","0.992471337045444"
"Non-working","1986","no degree/no degree yet","inadequately","336","0.513470838928487","0.477818588772304","0.54912308908467"
"Non-working","1986","no degree/no degree yet","general elemantary","","","",""
"Non-working","1986","no degree/no degree yet","middle vocational","25","","",""
"Non-working","1986","no degree/no degree yet","vocational + Abi","","","",""
"Non-working","1986","no degree/no degree yet","higher vocational","1","","",""
"Non-working","1986","no degree/no degree yet","higher education","1","","",""
"Other","1986","lower secondary degree","in school","","","",""
"Other","1986","lower secondary degree","inadequately","","","",""
"Other","1986","lower secondary degree","general elemantary","164","0.0660034109701879","0.0547859616391068","0.077220860301269"
"Other","1986","lower secondary degree","middle vocational","106","0.0293335764813209","0.0233154386255439","0.0353517143370979"
"Other","1986","lower secondary degree","vocational + Abi","","","",""
"Other","1986","lower secondary degree","higher vocational","11","","",""
"Other","1986","lower secondary degree","higher education","","","",""
"Other","1986","secondary school degree","in school","","","",""
"Other","1986","secondary school degree","inadequately","","","",""
"Other","1986","secondary school degree","general elemantary","128","0.249833921039534","0.210527858041952","0.289139984037116"
"Other","1986","secondary school degree","middle vocational","43","0.0319990096428973","0.0217510051876061","0.0422470140981884"
"Other","1986","secondary school degree","vocational + Abi","","","",""
"Other","1986","secondary school degree","higher vocational","7","","",""
"Other","1986","secondary school degree","higher education","4","","",""
"Other","1986","college entrance qualification","in school","","","",""
"Other","1986","college entrance qualification","inadequately","","","",""
"Other","1986","college entrance qualification","general elemantary","","","",""
"Other","1986","college entrance qualification","middle vocational","68","0.217800956888195","0.172926940478229","0.262674973298161"
"Other","1986","college entrance qualification","vocational + Abi","10","","",""
"Other","1986","college entrance qualification","higher vocational","2","","",""
"Other","1986","college entrance qualification","higher education","20","","",""
"Other","1986","Other degree","in school","","","",""
"Other","1986","Other degree","inadequately","7","","",""
"Other","1986","Other degree","general elemantary","9","","",""
"Other","1986","Other degree","middle vocational","6","","",""
"Other","1986","Other degree","vocational + Abi","3","","",""
"Other","1986","Other degree","higher vocational","","","",""
"Other","1986","Other degree","higher education","1","","",""
"Other","1986","no degree/no degree yet","in school","4","","",""
"Other","1986","no degree/no degree yet","inadequately","15","","",""
"Other","1986","no degree/no degree yet","general elemantary","","","",""
"Other","1986","no degree/no degree yet","middle vocational","2","","",""
