"erwst","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"Full-time","2011","35-65 y.","indirect migration background","236","0.46069449980916","0.417134483177935","0.504254516440386","1"
"Full-time","2011","66 and older","indirect migration background","","","","","1"
"Non-working","2011","16-34 y.","indirect migration background","434","0.387106250406952","0.355301398071421","0.418911102742483","5"
"Non-working","2011","66 and older","no migration background","4575","0.957303594234276","0.951574072068761","0.963033116399792","5"
"Non-working","2011","16-34 y.","no migration background","2132","0.31561443196955","0.303381623835795","0.327847240103304","5"
"Non-working","2011","16-34 y.","direct migration background","430","0.414737302395949","0.382567553783243","0.446907051008654","5"
"Non-working","2011","35-65 y.","no migration background","3188","0.217867642581524","0.211028799830644","0.224706485332405","5"
"Non-working","2011","35-65 y.","indirect migration background","108","0.217207000901419","0.181172005208527","0.253241996594311","5"
"Non-working","2011","35-65 y.","direct migration background","654","0.320820488309511","0.300123405024077","0.341517571594945","5"
"Non-working","2011","66 and older","direct migration background","406","0.957411262964395","0.938168184350397","0.976654341578393","5"
"Non-working","2011","66 and older","indirect migration background","6","","","","5"
"Other","2011","16-34 y.","no migration background","933","0.17559609798574","0.165581701873356","0.185610494098124","6"
"Other","2011","16-34 y.","direct migration background","114","0.123475019371889","0.101993875891345","0.144956162852433","6"
"Other","2011","16-34 y.","indirect migration background","152","0.17718429817142","0.152252729931884","0.202115866410957","6"
"Other","2011","35-65 y.","no migration background","830","0.0538486123403764","0.0501091109629919","0.057588113717761","6"
"Other","2011","35-65 y.","direct migration background","135","0.0797480490460457","0.067736494484133","0.0917596036079584","6"
"Other","2011","35-65 y.","indirect migration background","46","0.0921625320417029","0.0668843784187133","0.117440685664693","6"
"Other","2011","66 and older","no migration background","91","0.0209334544601999","0.0168762727677554","0.0249906361526443","6"
"Other","2011","66 and older","direct migration background","9","","","","6"
"Other","2011","66 and older","indirect migration background","","","","","6"
"Part-time","2011","16-34 y.","indirect migration background","58","0.0628435308955577","0.0469974438121101","0.0786896179790054","2"
"Part-time","2011","35-65 y.","indirect migration background","113","0.229935967247718","0.193162805394583","0.266709129100852","2"
"Part-time","2011","66 and older","no migration background","64","0.0121818016364063","0.00907300600003275","0.0152905972727799","2"
"Part-time","2011","66 and older","direct migration background","5","","","","2"
"Part-time","2011","16-34 y.","no migration background","593","0.0741831064570723","0.0672852782452313","0.0810809346689134","2"
"Part-time","2011","16-34 y.","direct migration background","96","0.097035862000681","0.0777078547098602","0.116363869291502","2"
"Part-time","2011","35-65 y.","no migration background","2715","0.154980243497797","0.148984849552559","0.160975637443035","2"
"Part-time","2011","35-65 y.","direct migration background","297","0.151410796595796","0.135517536729689","0.167304056461902","2"
"Part-time","2011","66 and older","indirect migration background","","","","","2"
"Full-time","2012","16-34 y.","no migration background","1781","0.434878917593073","0.421507234925759","0.448250600260387","1"
"Full-time","2012","16-34 y.","direct migration background","244","0.396054273755521","0.36184139873914","0.430267148771902","1"
"Full-time","2012","16-34 y.","indirect migration background","217","0.347423262635035","0.314971329117807","0.379875196152263","1"
"Full-time","2012","35-65 y.","no migration background","7048","0.562484744039867","0.554179344191124","0.57079014388861","1"
"Full-time","2012","66 and older","no migration background","55","0.0114381188857666","0.00844392145429229","0.0144323163172409","1"
"Full-time","2012","66 and older","direct migration background","1","","","","1"
"Full-time","2012","66 and older","indirect migration background","","","","","1"
"Full-time","2012","35-65 y.","direct migration background","880","0.479762020609083","0.457148852332569","0.502375188885597","1"
"Full-time","2012","35-65 y.","indirect migration background","274","0.533276995157152","0.491237694086826","0.575316296227478","1"
"Non-working","2012","16-34 y.","indirect migration background","376","0.371843840118574","0.338904913443492","0.404782766793655","5"
"Non-working","2012","66 and older","no migration background","4578","0.947495225933802","0.941214799793707","0.953775652073898","5"
"Non-working","2012","16-34 y.","no migration background","1992","0.306024273524061","0.293593985047658","0.318454562000464","5"
"Non-working","2012","16-34 y.","direct migration background","345","0.355308547318394","0.3218280387463","0.388789055890488","5"
"Non-working","2012","35-65 y.","no migration background","3080","0.226355906044987","0.219349826020699","0.233361986069276","5"
"Non-working","2012","35-65 y.","indirect migration background","107","0.224363057331931","0.189210706331934","0.259515408331929","5"
"Non-working","2012","35-65 y.","direct migration background","543","0.291281455214992","0.270715884255867","0.311847026174116","5"
"Non-working","2012","66 and older","direct migration background","393","0.955435435244582","0.935486363743507","0.975384506745656","5"
"Non-working","2012","66 and older","indirect migration background","6","","","","5"
"Other","2012","16-34 y.","no migration background","991","0.184089308136705","0.173635687760091","0.194542928513318","6"
"Other","2012","16-34 y.","direct migration background","104","0.148052333492537","0.123208000020502","0.172896666964571","6"
"Other","2012","16-34 y.","indirect migration background","172","0.200672665893948","0.173376491849817","0.227968839938079","6"
"Other","2012","35-65 y.","no migration background","812","0.0511009426847287","0.0474142831287144","0.0547876022407431","6"
"Other","2012","35-65 y.","direct migration background","135","0.0655754043200302","0.0543709664135781","0.0767798422264824","6"
"Other","2012","35-65 y.","indirect migration background","41","0.0546720097985322","0.0355151978224518","0.0738288217746127","6"
"Other","2012","66 and older","no migration background","137","0.0285574689419219","0.0238675038126186","0.0332474340712251","6"
"Other","2012","66 and older","direct migration background","10","","","","6"
"Other","2012","66 and older","indirect migration background","","","","","6"
"Part-time","2012","16-34 y.","indirect migration background","62","0.0800602313524434","0.0615639912911972","0.0985564714136897","2"
"Part-time","2012","35-65 y.","indirect migration background","119","0.187687937712384","0.154785423091368","0.2205904523334","2"
"Part-time","2012","66 and older","no migration background","75","0.0125091862385092","0.00937963359317515","0.0156387388838433","2"
"Part-time","2012","66 and older","direct migration background","7","","","","2"
"Part-time","2012","16-34 y.","no migration background","516","0.0750075007461614","0.0679026888736666","0.0821123126186562","2"
"Part-time","2012","16-34 y.","direct migration background","92","0.100584845433548","0.07954417182195","0.121625519045146","2"
"Part-time","2012","35-65 y.","direct migration background","317","0.163381119855895","0.146646639933121","0.180115599778668","2"
"Part-time","2012","66 and older","indirect migration background","","","","","2"
"Part-time","2012","35-65 y.","no migration background","2765","0.160058407230417","0.153919764470336","0.166197049990498","2"
"Full-time","2013","16-34 y.","no migration background","1651","0.41730133001961","0.403623594370017","0.430979065669203","1"
"Full-time","2013","16-34 y.","direct migration background","621","0.379503471131593","0.357970844459624","0.401036097803562","1"
"Full-time","2013","16-34 y.","indirect migration background","404","0.334096330229234","0.31018690965403","0.358005750804437","1"
"Full-time","2013","35-65 y.","no migration background","6678","0.554190357981023","0.545646305186777","0.56273441077527","1"
"Full-time","2013","66 and older","no migration background","56","0.00976247213912716","0.00693799643935647","0.0125869478388979","1"
"Full-time","2013","66 and older","direct migration background","6","","","","1"
"Full-time","2013","66 and older","indirect migration background","","","","","1"
"Full-time","2013","35-65 y.","indirect migration background","389","0.560594712519812","0.52476267658336","0.596426748456264","1"
"Full-time","2013","35-65 y.","direct migration background","1876","0.48077977496803","0.46535026065895","0.49620928927711","1"
"Non-working","2013","16-34 y.","indirect migration background","655","0.396917169960964","0.372116356841495","0.421717983080433","5"
"Non-working","2013","16-34 y.","no migration background","1797","0.303626168995167","0.290871824910005","0.316380513080329","5"
"Non-working","2013","16-34 y.","direct migration background","788","0.334347375438416","0.313413856489501","0.355280894387332","5"
"Non-working","2013","66 and older","no migration background","4379","0.945946120723042","0.939450287257703","0.952441954188381","5"
"Non-working","2013","35-65 y.","indirect migration background","138","0.209239801737459","0.179872848084262","0.238606755390657","5"
"Non-working","2013","35-65 y.","no migration background","2767","0.222255042695561","0.215108366168143","0.229401719222978","5"
"Non-working","2013","35-65 y.","direct migration background","1169","0.28733072625888","0.273356157566333","0.301305294951428","5"
"Non-working","2013","66 and older","direct migration background","428","0.955802776632209","0.936812841940446","0.974792711323973","5"
"Non-working","2013","66 and older","indirect migration background","5","","","","5"
"Other","2013","16-34 y.","no migration background","1043","0.196556272632269","0.185533559774477","0.20757898549006","6"
"Other","2013","16-34 y.","direct migration background","334","0.175021540580393","0.158160416980026","0.191882664180761","6"
"Other","2013","16-34 y.","indirect migration background","337","0.202638926874499","0.182263043415098","0.2230148103339","6"
"Other","2013","35-65 y.","no migration background","788","0.0545735311668233","0.0506690384401539","0.0584780238934928","6"
"Other","2013","35-65 y.","direct migration background","334","0.078820955443575","0.0704995586254229","0.0871423522617272","6"
"Other","2013","35-65 y.","indirect migration background","48","0.0461001022924767","0.0309604223993291","0.0612397821856243","6"
"Other","2013","66 and older","no migration background","152","0.0319451705110959","0.0268934323586075","0.0369969086635844","6"
"Other","2013","66 and older","direct migration background","10","","","","6"
"Other","2013","66 and older","indirect migration background","","","","","6"
"Part-time","2013","35-65 y.","indirect migration background","162","0.184065383450252","0.156086647707534","0.212044119192969","2"
"Part-time","2013","66 and older","no migration background","68","0.0123462366267353","0.00917405600335213","0.0155184172501184","2"
"Part-time","2013","16-34 y.","no migration background","502","0.082516228352954","0.0748842665495521","0.0901481901563559","2"
"Part-time","2013","16-34 y.","direct migration background","208","0.111127612849597","0.0971815969342753","0.125073628764918","2"
"Part-time","2013","16-34 y.","indirect migration background","99","0.0663475729353033","0.0537312548433106","0.078963891027296","2"
"Part-time","2013","35-65 y.","no migration background","2768","0.168981068156593","0.162539609906652","0.175422526406534","2"
"Part-time","2013","35-65 y.","direct migration background","649","0.153068543329515","0.14194942206706","0.164187664591969","2"
"Part-time","2013","66 and older","direct migration background","6","","","","2"
"Part-time","2013","66 and older","indirect migration background","","","","","2"
"Full-time","2014","16-34 y.","no migration background","1448","0.40972594018736","0.395267060459288","0.424184819915433","1"
"Full-time","2014","16-34 y.","direct migration background","476","0.39093040250476","0.365960536129288","0.415900268880233","1"
"Full-time","2014","16-34 y.","indirect migration background","338","0.319392103861176","0.29348323337458","0.345300974347773","1"
"Full-time","2014","35-65 y.","no migration background","6079","0.55703363392395","0.548017018941803","0.566050248906098","1"
"Full-time","2014","66 and older","no migration background","54","0.0103485840416053","0.00741225684719607","0.0132849112360144","1"
"Full-time","2014","66 and older","direct migration background","8","","","","1"
"Full-time","2014","66 and older","indirect migration background","","","","","1"
"Full-time","2014","35-65 y.","direct migration background","1490","0.467323908950131","0.450231011354075","0.484416806546188","1"
"Full-time","2014","35-65 y.","indirect migration background","351","0.561134322717172","0.523917699591674","0.598350945842671","1"
"Non-working","2014","16-34 y.","indirect migration background","540","0.393226554050368","0.366082631786333","0.420370476314402","5"
"Non-working","2014","66 and older","no migration background","4261","0.939940220655107","0.933046322873782","0.946834118436432","5"
"Non-working","2014","16-34 y.","no migration background","1604","0.288334700822813","0.275016443023832","0.301652958621794","5"
"Non-working","2014","16-34 y.","direct migration background","576","0.35385935300978","0.32939059619106","0.3783281098285","5"
"Non-working","2014","35-65 y.","indirect migration background","142","0.217965936729379","0.187002804433258","0.248929069025501","5"
"Non-working","2014","35-65 y.","no migration background","2347","0.210740808457849","0.203337913536923","0.218143703378776","5"
"Non-working","2014","35-65 y.","direct migration background","946","0.293070869384029","0.277477162957859","0.3086645758102","5"
"Non-working","2014","66 and older","indirect migration background","5","","","","5"
"Non-working","2014","66 and older","direct migration background","415","0.952038705936923","0.932117771540749","0.971959640333098","5"
"Other","2014","16-34 y.","no migration background","978","0.209732032646779","0.1977624050649","0.221701660228659","6"
"Other","2014","16-34 y.","direct migration background","274","0.174494935337768","0.155073366062775","0.193916504612762","6"
"Other","2014","16-34 y.","indirect migration background","286","0.216930800670114","0.194027473261243","0.239834128078984","6"
"Other","2014","35-65 y.","no migration background","733","0.0561784746096846","0.0519987530608821","0.0603581961584871","6"
"Other","2014","35-65 y.","direct migration background","282","0.083805691016373","0.0743126438439298","0.0932987381888163","6"
"Other","2014","35-65 y.","indirect migration background","51","0.0597341140959878","0.0419605595008276","0.0775076686911481","6"
"Other","2014","66 and older","no migration background","175","0.0362660319248866","0.0308416350178399","0.0416904288319332","6"
"Other","2014","66 and older","direct migration background","12","","","","6"
"Other","2014","66 and older","indirect migration background","","","","","6"
"Part-time","2014","35-65 y.","indirect migration background","139","0.16116562645746","0.133590846292741","0.18874040662218","2"
"Part-time","2014","66 and older","no migration background","73","0.0134451633784011","0.0101034706501027","0.0167868561066995","2"
"Part-time","2014","16-34 y.","no migration background","414","0.0922073263430476","0.0837010964243131","0.100713556261782","2"
"Part-time","2014","16-34 y.","direct migration background","141","0.0807153091476916","0.0667761683391167","0.0946544499562664","2"
"Part-time","2014","16-34 y.","indirect migration background","80","0.0704505414183428","0.0562299938474256","0.0846710889892599","2"
"Part-time","2014","35-65 y.","no migration background","2500","0.176047083008516","0.16913382039982","0.182960345617211","2"
"Part-time","2014","35-65 y.","direct migration background","555","0.155799530649466","0.143374972428373","0.16822408887056","2"
"Part-time","2014","66 and older","direct migration background","7","","","","2"
"Part-time","2014","66 and older","indirect migration background","","","","","2"
"Full-time","2015","16-34 y.","no migration background","1325","0.413380083442004","0.398399632023486","0.428360534860523","1"
"Full-time","2015","16-34 y.","direct migration background","773","0.437339266341559","0.415658501654719","0.459020031028398","1"
"Full-time","2015","16-34 y.","indirect migration background","279","0.35119386010797","0.323225694625933","0.379162025590007","1"
"Full-time","2015","35-65 y.","no migration background","5739","0.553910758953078","0.544634110271169","0.563187407634987","1"
"Full-time","2015","66 and older","direct migration background","7","","","","1"
"Full-time","2015","35-65 y.","direct migration background","1595","0.459666124232327","0.44326745398383","0.476064794480824","1"
"Full-time","2015","35-65 y.","indirect migration background","358","0.571522663865535","0.534437457813186","0.608607869917883","1"
"Full-time","2015","66 and older","no migration background","53","0.011815262339725","0.00866728518715286","0.0149632394922971","1"
"Full-time","2015","66 and older","indirect migration background","","","","","1"
"Non-working","2015","16-34 y.","indirect migration background","503","0.377139645400536","0.348742186066778","0.405537104734293","5"
"Non-working","2015","66 and older","no migration background","4228","0.936864865561908","0.929779457826203","0.943950273297614","5"
"Non-working","2015","16-34 y.","no migration background","1492","0.291834615682858","0.278005084003545","0.30566414736217","5"
"Non-working","2015","16-34 y.","direct migration background","766","0.309665467503238","0.289457704317392","0.329873230689084","5"
"Non-working","2015","35-65 y.","indirect migration background","140","0.209626032908638","0.179121880540679","0.240130185276598","5"
"Non-working","2015","35-65 y.","direct migration background","1051","0.293419868399792","0.27843745572525","0.308402281074334","5"
"Non-working","2015","66 and older","indirect migration background","5","","","","5"
"Non-working","2015","35-65 y.","no migration background","2170","0.201646041758665","0.19415826432589","0.209133819191439","5"
"Non-working","2015","66 and older","direct migration background","404","0.921174649789253","0.895938971678945","0.946410327899562","5"
"Other","2015","16-34 y.","no migration background","959","0.20733902310851","0.195006385006843","0.219671661210177","6"
"Other","2015","16-34 y.","direct migration background","262","0.1451142817467","0.129720292993605","0.160508270499794","6"
"Other","2015","16-34 y.","indirect migration background","263","0.213529703430507","0.189519084310089","0.237540322550926","6"
"Other","2015","35-65 y.","no migration background","652","0.0573317876229662","0.0529933085416162","0.0616702667043161","6"
"Other","2015","35-65 y.","direct migration background","294","0.0764219687815258","0.0676801420687","0.0851637954943516","6"
"Other","2015","35-65 y.","indirect migration background","45","0.0639146301445838","0.0455839782933748","0.0822452819957928","6"
"Other","2015","66 and older","no migration background","172","0.0383710366711151","0.0327747964274825","0.0439672769147476","6"
"Other","2015","66 and older","direct migration background","17","","","","6"
"Other","2015","66 and older","indirect migration background","","","","","6"
"Part-time","2015","16-34 y.","no migration background","375","0.0874462777666279","0.0788527475415763","0.0960398079916795","2"
"Part-time","2015","16-34 y.","direct migration background","210","0.107880984408504","0.0943220392447999","0.121439929572208","2"
"Part-time","2015","16-34 y.","indirect migration background","74","0.0581367910609869","0.0444263163364306","0.0718472657855433","2"
"Part-time","2015","35-65 y.","indirect migration background","141","0.154936673081243","0.127819664357647","0.18205368180484","2"
"Part-time","2015","66 and older","no migration background","73","0.0129488354272515","0.00965519636689306","0.01624247448761","2"
"Part-time","2015","66 and older","indirect migration background","","","","","2"
"Part-time","2015","35-65 y.","direct migration background","608","0.170492038586355","0.15811779626031","0.182866280912401","2"
"Part-time","2015","35-65 y.","no migration background","2469","0.187111411665291","0.179833178142399","0.194389645188183","2"
"Part-time","2015","66 and older","direct migration background","10","","","","2"
"Full-time","2016","16-34 y.","no migration background","1203","0.410830954657289","0.395126279566373","0.426535629748205","1"
"Full-time","2016","16-34 y.","direct migration background","631","0.375066688124432","0.360031321507893","0.390102054740972","1"
"Full-time","2016","16-34 y.","indirect migration background","247","0.322562580197515","0.293973218936604","0.351151941458426","1"
"Full-time","2016","35-65 y.","no migration background","5352","0.564405415532979","0.554782984055429","0.574027847010529","1"
"Full-time","2016","66 and older","direct migration background","6","","","","1"
"Full-time","2016","35-65 y.","direct migration background","1461","0.458581341509203","0.444735277087739","0.472427405930667","1"
"Full-time","2016","35-65 y.","indirect migration background","337","0.579257262538278","0.541479152328999","0.617035372747558","1"
"Full-time","2016","66 and older","no migration background","64","0.0133617190500142","0.00995866770959461","0.0167647703904337","1"
"Full-time","2016","66 and older","indirect migration background","","","","","1"
"Non-working","2016","16-34 y.","indirect migration background","460","0.407493996647184","0.377442240633082","0.437545752661287","5"
"Non-working","2016","35-65 y.","indirect migration background","122","0.203363652760905","0.172562788904715","0.234164516617094","5"
"Non-working","2016","66 and older","no migration background","4063","0.935178344931594","0.927880987297861","0.942475702565327","5"
"Non-working","2016","16-34 y.","no migration background","1399","0.318007223091028","0.30314150832209","0.332872937859967","5"
"Non-working","2016","16-34 y.","direct migration background","2796","0.386279803599196","0.371158851192573","0.401400756005818","5"
"Non-working","2016","35-65 y.","no migration background","1885","0.18804206331321","0.180459042033351","0.195625084593068","5"
"Non-working","2016","35-65 y.","direct migration background","2546","0.288546548834742","0.275956345740315","0.301136751929168","5"
"Non-working","2016","66 and older","direct migration background","402","0.909210713078746","0.882117794470879","0.936303631686613","5"
"Non-working","2016","66 and older","indirect migration background","4","","","","5"
"Other","2016","16-34 y.","no migration background","837","0.193279461314446","0.180674781267056","0.205884141361836","6"
"Other","2016","16-34 y.","direct migration background","351","0.127279410240149","0.116928950842145","0.137629869638153","6"
"Other","2016","16-34 y.","indirect migration background","248","0.193408979088614","0.16925282022969","0.217565137947537","6"
"Other","2016","35-65 y.","no migration background","571","0.0538895768086189","0.0495075875844753","0.0582715660327625","6"
"Other","2016","35-65 y.","direct migration background","365","0.0845376859868152","0.0768073750694232","0.0922679969042071","6"
"Other","2016","35-65 y.","indirect migration background","37","0.0405529781600328","0.025458501932297","0.0556474543877686","6"
"Other","2016","66 and older","no migration background","166","0.0351733405625378","0.0297133761951974","0.0406333049298783","6"
"Other","2016","66 and older","direct migration background","15","","","","6"
"Other","2016","66 and older","indirect migration background","","","","","6"
"Part-time","2016","16-34 y.","no migration background","331","0.0778823609372368","0.0693279494913724","0.0864367723831012","2"
"Part-time","2016","16-34 y.","direct migration background","205","0.111374098036223","0.101604098979201","0.121144097093245","2"
"Part-time","2016","16-34 y.","indirect migration background","72","0.0765344440666874","0.0602751499964888","0.092793738136886","2"
"Part-time","2016","35-65 y.","indirect migration background","160","0.176826106540784","0.147630657598121","0.206021555483448","2"
"Part-time","2016","66 and older","no migration background","80","0.0162865954558537","0.0125350708306342","0.0200381200810733","2"
"Part-time","2016","35-65 y.","no migration background","2392","0.193662944345193","0.185994106063995","0.201331782626391","2"
"Part-time","2016","35-65 y.","direct migration background","603","0.16833442366924","0.157937319873317","0.178731527465163","2"
"Part-time","2016","66 and older","indirect migration background","","","","","2"
"Part-time","2016","66 and older","direct migration background","9","","","","2"
"Full-time","2017","16-34 y.","no migration background","1570","0.433094163793965","0.418542266717276","0.447646060870654","1"
"Full-time","2017","16-34 y.","direct migration background","681","0.361868850837186","0.347927468235115","0.375810233439257","1"
"Full-time","2017","16-34 y.","indirect migration background","279","0.317782828877559","0.290254757778289","0.34531089997683","1"
"Full-time","2017","35-65 y.","no migration background","6251","0.566838657673556","0.557845032796485","0.575832282550628","1"
"Full-time","2017","66 and older","direct migration background","12","","","","1"
"Full-time","2017","35-65 y.","indirect migration background","373","0.596672384564405","0.560938868101543","0.632405901027268","1"
"Full-time","2017","66 and older","no migration background","70","0.0136403923939315","0.0102822103594566","0.0169985744284064","1"
"Full-time","2017","35-65 y.","direct migration background","1521","0.454015806054193","0.440626915877468","0.467404696230919","1"
"Full-time","2017","66 and older","indirect migration background","","","","","1"
"Non-working","2017","16-34 y.","indirect migration background","493","0.398364405551609","0.369420557516158","0.42730825358706","5"
"Non-working","2017","35-65 y.","indirect migration background","127","0.159333611196488","0.132674580818339","0.185992641574637","5"
"Non-working","2017","16-34 y.","no migration background","1559","0.287688319546375","0.274393907585484","0.300982731507266","5"
"Non-working","2017","66 and older","no migration background","4216","0.928325758839359","0.920857748426277","0.935793769252442","5"
"Non-working","2017","35-65 y.","direct migration background","2801","0.298223385564803","0.285920999491524","0.310525771638082","5"
"Non-working","2017","66 and older","indirect migration background","15","","","","5"
"Non-working","2017","16-34 y.","direct migration background","3217","0.411221739895109","0.396946310210381","0.425497169579838","5"
"Non-working","2017","35-65 y.","no migration background","2030","0.183914173107254","0.1768825479622","0.190945798252308","5"
"Non-working","2017","66 and older","direct migration background","443","0.873578931928659","0.844063821407602","0.903094042449716","5"
"Other","2017","16-34 y.","no migration background","929","0.191320209049879","0.17976862072532","0.202871797374437","6"
"Other","2017","16-34 y.","direct migration background","420","0.125379969214795","0.115772719873098","0.134987218556493","6"
"Other","2017","16-34 y.","indirect migration background","243","0.210370510362577","0.186274044290914","0.234466976434239","6"
"Other","2017","35-65 y.","no migration background","631","0.0539072973825698","0.0498083643845699","0.0580062303805697","6"
"Other","2017","35-65 y.","direct migration background","360","0.0871893759479633","0.0796028807804147","0.0947758711155119","6"
"Other","2017","35-65 y.","indirect migration background","46","0.0433529142550837","0.0285187244096112","0.0581871041005562","6"
"Other","2017","66 and older","no migration background","203","0.0425352000558527","0.0366925643214165","0.0483778357902889","6"
"Other","2017","66 and older","direct migration background","24","","","","6"
"Other","2017","66 and older","indirect migration background","","","","","6"
"Part-time","2017","35-65 y.","indirect migration background","178","0.200641089984023","0.171469529793251","0.229812650174795","2"
"Part-time","2017","16-34 y.","no migration background","396","0.0878973076097812","0.0795819172875243","0.0962126979320382","2"
"Part-time","2017","16-34 y.","direct migration background","246","0.101529440052909","0.0927670376399355","0.110291842465883","2"
"Part-time","2017","16-34 y.","indirect migration background","84","0.0734822552082548","0.0580557569741452","0.0889087534423644","2"
"Part-time","2017","66 and older","no migration background","94","0.0154986487108565","0.0119223956867307","0.0190749017349823","2"
"Part-time","2017","35-65 y.","direct migration background","630","0.16057143243304","0.150698524861912","0.170444340004168","2"
"Part-time","2017","35-65 y.","no migration background","2749","0.19533987183662","0.188144025451147","0.202535718222093","2"
"Part-time","2017","66 and older","direct migration background","8","","","","2"
"Part-time","2017","66 and older","indirect migration background","1","","","","2"
"Full-time","2018","16-34 y.","no migration background","1524","0.439088390655914","0.424291204086925","0.453885577224903","1"
"Full-time","2018","16-34 y.","direct migration background","724","0.375850145231237","0.359867980567139","0.391832309895336","1"
"Full-time","2018","16-34 y.","indirect migration background","276","0.316581010966955","0.288916746354425","0.344245275579484","1"
"Full-time","2018","35-65 y.","no migration background","5850","0.568366106159708","0.559128975502506","0.57760323681691","1"
"Full-time","2018","66 and older","direct migration background","12","","","","1"
"Full-time","2018","35-65 y.","direct migration background","1564","0.49614920791462","0.482121222553102","0.510177193276138","1"
"Full-time","2018","35-65 y.","indirect migration background","370","0.619964056612065","0.584285368011474","0.655642745212655","1"
"Full-time","2018","66 and older","no migration background","61","0.0133554004698854","0.0100359864442218","0.0166748144955489","1"
"Full-time","2018","66 and older","indirect migration background","","","","","1"
"Non-working","2018","35-65 y.","indirect migration background","112","0.13891487715581","0.11349281868844","0.164336935623179","5"
"Non-working","2018","16-34 y.","no migration background","1480","0.282082343143068","0.268664545852836","0.2955001404333","5"
"Non-working","2018","16-34 y.","direct migration background","2098","0.380931393610239","0.364907185519244","0.396955601701235","5"
"Non-working","2018","16-34 y.","indirect migration background","465","0.361058611155039","0.332492406533892","0.389624815776186","5"
"Non-working","2018","35-65 y.","no migration background","1954","0.177143444955018","0.170023283517555","0.184263606392481","5"
"Non-working","2018","35-65 y.","direct migration background","2317","0.274593657325096","0.262071645630257","0.287115669019935","5"
"Non-working","2018","66 and older","no migration background","4209","0.91857764584401","0.910669359985329","0.926485931702691","5"
"Non-working","2018","66 and older","indirect migration background","19","","","","5"
"Non-working","2018","66 and older","direct migration background","434","0.851501801080511","0.819822266772522","0.883181335388501","5"
"Other","2018","16-34 y.","no migration background","915","0.186806834958601","0.175185682497011","0.198427987420191","6"
"Other","2018","16-34 y.","direct migration background","414","0.110489959873277","0.100145194668309","0.120834725078245","6"
"Other","2018","16-34 y.","indirect migration background","254","0.225098012775664","0.200258538707409","0.249937486843919","6"
"Other","2018","35-65 y.","no migration background","553","0.050965531855926","0.0468640149666998","0.0550670487451522","6"
"Other","2018","35-65 y.","direct migration background","336","0.0589631308212789","0.0523541914560646","0.0655720701864932","6"
"Other","2018","35-65 y.","indirect migration background","61","0.0825769067107466","0.062345437154554","0.102808376266939","6"
"Other","2018","66 and older","no migration background","216","0.0466028623301601","0.0405075521180531","0.0526981725422671","6"
"Other","2018","66 and older","direct migration background","29","","","","6"
"Other","2018","66 and older","indirect migration background","","","","","6"
"Part-time","2018","16-34 y.","no migration background","402","0.0920224312424175","0.0834037589224548","0.10064110356238","2"
"Part-time","2018","16-34 y.","direct migration background","292","0.132728501285246","0.121533002807615","0.143923999762878","2"
"Part-time","2018","35-65 y.","indirect migration background","168","0.158544159521379","0.131696645413561","0.185391673629196","2"
"Part-time","2018","66 and older","indirect migration background","1","","","","2"
"Part-time","2018","35-65 y.","direct migration background","663","0.170294003939006","0.159747707543333","0.180840300334679","2"
"Part-time","2018","16-34 y.","indirect migration background","91","0.0972623651023428","0.0796391003506332","0.114885629854052","2"
"Part-time","2018","35-65 y.","no migration background","2688","0.203524917029347","0.196016297113705","0.21103353694499","2"
"Part-time","2018","66 and older","no migration background","108","0.0214640913559443","0.0172732884798049","0.0256548942320836","2"
"Part-time","2018","66 and older","direct migration background","9","","","","2"
"Full-time","2019","16-34 y.","no migration background","1478","0.456152419896614","0.440846789887748","0.471458049905481","1"
"Full-time","2019","16-34 y.","direct migration background","681","0.370663515588344","0.352834312653151","0.388492718523536","1"
"Full-time","2019","16-34 y.","indirect migration background","256","0.317351954414952","0.287832017880558","0.346871890949345","1"
"Full-time","2019","35-65 y.","no migration background","6666","0.567062383430078","0.558111045764939","0.576013721095216","1"
"Full-time","2019","66 and older","direct migration background","17","","","","1"
"Full-time","2019","35-65 y.","direct migration background","1547","0.48169496113142","0.467134820823634","0.496255101439207","1"
"Full-time","2019","35-65 y.","indirect migration background","458","0.613166388839979","0.579226444903261","0.647106332776696","1"
"Full-time","2019","66 and older","no migration background","195","0.0168057554277324","0.0131620991401217","0.020449411715343","1"
"Full-time","2019","66 and older","indirect migration background","6","","","","1"
"Non-working","2019","35-65 y.","indirect migration background","109","0.132556331666408","0.108925406305563","0.156187257027253","5"
"Non-working","2019","16-34 y.","no migration background","1336","0.258773166567789","0.245314785979442","0.272231547156137","5"
"Non-working","2019","16-34 y.","direct migration background","1520","0.382810257886842","0.364866984006174","0.40075353176751","5"
"Non-working","2019","16-34 y.","indirect migration background","386","0.377365334265601","0.346622489315425","0.408108179215778","5"
"Non-working","2019","35-65 y.","no migration background","1822","0.176328938596137","0.169444023956077","0.183213853236196","5"
"Non-working","2019","35-65 y.","direct migration background","2016","0.264055936227564","0.251210254312071","0.276901618143058","5"
"Non-working","2019","66 and older","no migration background","4180","0.917263082308549","0.909454263511351","0.925071901105748","5"
"Non-working","2019","66 and older","indirect migration background","27","","","","5"
"Non-working","2019","66 and older","direct migration background","415","0.91619560320742","0.891144510975896","0.941246695438944","5"
