"erwst","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"Part-time","1984","Couple + C. LE and GT 16","no migration background","59","0.055072001529164","0.0409754173300257","0.0691685857283023"
"Part-time","1984","Couple + C. LE and GT 16","direct migration background","26","","",""
"Part-time","1984","Couple + C. LE and GT 16","indirect migration background","1","","",""
"Non-working","1984","1-pers.-HH","no migration background","647","0.655332877811851","0.627131740498075","0.683534015125626"
"Non-working","1984","1-pers.-HH","direct migration background","56","0.36871328641197","0.307419375786831","0.430007197037109"
"Non-working","1984","1-pers.-HH","indirect migration background","3","","",""
"Non-working","1984","(Married) couple without C. ","no migration background","1178","0.572066885454872","0.551535906506901","0.592597864402843"
"Non-working","1984","(Married) couple without C. ","direct migration background","142","0.411092162979092","0.36632265036754","0.455861675590644"
"Non-working","1984","(Married) couple without C. ","indirect migration background","6","","",""
"Non-working","1984","Single parent ","no migration background","212","0.481922667782136","0.435392759075652","0.52845257648862"
"Non-working","1984","Single parent ","direct migration background","40","0.386802517549901","0.302432539949396","0.471172495150406"
"Non-working","1984","Single parent ","indirect migration background","1","","",""
"Non-working","1984","Couple + C. LE 16 ","no migration background","603","0.316932293228512","0.295838311584053","0.338026274872971"
"Non-working","1984","Couple + C. LE 16 ","direct migration background","386","0.352477862521673","0.325368387804999","0.379587337238347"
"Non-working","1984","Couple + C. LE 16 ","indirect migration background","9","","",""
"Non-working","1984","Couple + C. GT 16 ","no migration background","568","0.392563664406086","0.367592279660773","0.417535049151399"
"Non-working","1984","Couple + C. GT 16 ","direct migration background","155","0.389916681516226","0.346193211076162","0.43364015195629"
"Non-working","1984","Couple + C. GT 16 ","indirect migration background","21","","",""
"Non-working","1984","Couple + C. LE and GT 16","no migration background","363","0.361915582540436","0.332220002596313","0.391611162484559"
"Non-working","1984","Couple + C. LE and GT 16","direct migration background","260","0.375799410011082","0.339396695556883","0.412202124465281"
"Non-working","1984","Couple + C. LE and GT 16","indirect migration background","17","","",""
"Other","1984","1-pers.-HH","no migration background","37","0.0308759016886852","0.020611462244824","0.0411403411325464"
"Other","1984","1-pers.-HH","direct migration background","5","","",""
"Other","1984","1-pers.-HH","indirect migration background","1","","",""
"Other","1984","(Married) couple without C. ","no migration background","53","0.0225616494397225","0.0163995540521283","0.0287237448273166"
"Other","1984","(Married) couple without C. ","direct migration background","7","","",""
"Other","1984","(Married) couple without C. ","indirect migration background","","","",""
"Other","1984","Single parent ","no migration background","42","0.0888161580391949","0.0623253488674879","0.115306967210902"
"Other","1984","Single parent ","direct migration background","9","","",""
"Other","1984","Single parent ","indirect migration background","1","","",""
"Other","1984","Couple + C. LE 16 ","no migration background","97","0.0513240067513673","0.0413202603797908","0.0613277531229438"
"Other","1984","Couple + C. LE 16 ","direct migration background","26","","",""
"Other","1984","Couple + C. LE 16 ","indirect migration background","1","","",""
"Other","1984","Couple + C. GT 16 ","no migration background","170","0.113114555466312","0.0969177187740849","0.12931139215854"
"Other","1984","Couple + C. GT 16 ","direct migration background","34","0.063077447583498","0.0412841451964054","0.0848707499705907"
"Other","1984","Couple + C. GT 16 ","indirect migration background","12","","",""
"Other","1984","Couple + C. LE and GT 16","no migration background","151","0.148129251918936","0.126178147876608","0.170080355961264"
"Other","1984","Couple + C. LE and GT 16","direct migration background","56","0.0961418387405741","0.0739853983643706","0.118298279116778"
"Other","1984","Couple + C. LE and GT 16","indirect migration background","11","","",""
"Full-time","1985","1-pers.-HH","no migration background","360","0.31076030269253","0.281665670724092","0.339854934660968"
"Full-time","1985","1-pers.-HH","direct migration background","146","0.571305674512172","0.502889592683688","0.639721756340656"
"Full-time","1985","1-pers.-HH","indirect migration background","4","","",""
"Full-time","1985","(Married) couple without C. ","no migration background","819","0.366353604081067","0.345342633001259","0.387364575160876"
"Full-time","1985","(Married) couple without C. ","direct migration background","256","0.499497675487064","0.450862010375606","0.548133340598522"
"Full-time","1985","(Married) couple without C. ","indirect migration background","4","","",""
"Full-time","1985","Single parent ","no migration background","165","0.396672709979548","0.349605691388687","0.443739728570409"
"Full-time","1985","Single parent ","direct migration background","71","0.575337316720211","0.486152605806376","0.664522027634045"
"Full-time","1985","Single parent ","indirect migration background","6","","",""
"Full-time","1985","Couple + C. LE 16 ","no migration background","878","0.525730076021613","0.501909290785714","0.549550861257512"
"Full-time","1985","Couple + C. LE 16 ","direct migration background","592","0.536296243572447","0.505026559481166","0.567565927663728"
"Full-time","1985","Couple + C. LE 16 ","indirect migration background","7","","",""
"Full-time","1985","Couple + C. GT 16 ","no migration background","706","0.4481308638766","0.423445160026163","0.472816567727036"
"Full-time","1985","Couple + C. GT 16 ","direct migration background","249","0.481681899847122","0.434344482741176","0.529019316953067"
"Full-time","1985","Couple + C. GT 16 ","indirect migration background","10","","",""
"Full-time","1985","Couple + C. LE and GT 16","no migration background","368","0.450675562154335","0.416640779856783","0.484710344451886"
"Full-time","1985","Couple + C. LE and GT 16","direct migration background","321","0.478755123808004","0.439496911837135","0.518013335778873"
"Full-time","1985","Couple + C. LE and GT 16","indirect migration background","8","","",""
"Part-time","1985","1-pers.-HH","no migration background","28","","",""
"Part-time","1985","1-pers.-HH","direct migration background","5","","",""
"Part-time","1985","1-pers.-HH","indirect migration background","","","",""
"Part-time","1985","(Married) couple without C. ","no migration background","131","0.0610560142191841","0.0506146685550036","0.0714973598833645"
"Part-time","1985","(Married) couple without C. ","direct migration background","18","","",""
"Part-time","1985","(Married) couple without C. ","indirect migration background","","","",""
"Part-time","1985","Single parent ","no migration background","31","0.0721202450842543","0.0472317584840492","0.0970087316844593"
"Part-time","1985","Single parent ","direct migration background","5","","",""
"Part-time","1985","Single parent ","indirect migration background","1","","",""
"Part-time","1985","Couple + C. LE 16 ","no migration background","203","0.119056285971547","0.103606868258381","0.134505703684713"
"Part-time","1985","Couple + C. LE 16 ","direct migration background","57","0.0753025992081754","0.058756119499099","0.0918490789172519"
"Part-time","1985","Couple + C. LE 16 ","indirect migration background","2","","",""
"Part-time","1985","Couple + C. GT 16 ","no migration background","135","0.0834829311716121","0.0697521844318884","0.0972136779113358"
"Part-time","1985","Couple + C. GT 16 ","direct migration background","17","","",""
"Part-time","1985","Couple + C. GT 16 ","indirect migration background","1","","",""
"Part-time","1985","Couple + C. LE and GT 16","no migration background","58","0.0668299567573722","0.0497478081077388","0.0839121054070055"
"Part-time","1985","Couple + C. LE and GT 16","direct migration background","23","","",""
"Part-time","1985","Couple + C. LE and GT 16","indirect migration background","3","","",""
"Non-working","1985","1-pers.-HH","no migration background","552","0.634845588073482","0.604577339799424","0.665113836347539"
"Non-working","1985","1-pers.-HH","direct migration background","49","0.386652747281394","0.31932969082763","0.453975803735158"
"Non-working","1985","1-pers.-HH","indirect migration background","2","","",""
"Non-working","1985","(Married) couple without C. ","no migration background","1045","0.561707312934032","0.540069689540031","0.583344936328033"
"Non-working","1985","(Married) couple without C. ","direct migration background","126","0.419254784958238","0.371257473833811","0.467252096082666"
"Non-working","1985","(Married) couple without C. ","indirect migration background","5","","",""
"Non-working","1985","Single parent ","no migration background","187","0.45203619779037","0.404152620908141","0.4999197746726"
"Non-working","1985","Single parent ","direct migration background","38","0.338787371835168","0.253390637335724","0.424184106334611"
"Non-working","1985","Single parent ","indirect migration background","5","","",""
"Non-working","1985","Couple + C. LE 16 ","no migration background","536","0.313991527606802","0.291851121915943","0.336131933297661"
"Non-working","1985","Couple + C. LE 16 ","direct migration background","312","0.361464854097768","0.331339909935707","0.391589798259829"
"Non-working","1985","Couple + C. LE 16 ","indirect migration background","8","","",""
"Non-working","1985","Couple + C. GT 16 ","no migration background","589","0.386715070747448","0.362540892035243","0.410889249459653"
"Non-working","1985","Couple + C. GT 16 ","direct migration background","142","0.404414740385991","0.357919160858587","0.450910319913395"
"Non-working","1985","Couple + C. GT 16 ","indirect migration background","21","","",""
"Non-working","1985","Couple + C. LE and GT 16","no migration background","309","0.374671919571141","0.341562158199054","0.407781680943227"
"Non-working","1985","Couple + C. LE and GT 16","direct migration background","238","0.392959728920002","0.354577015535335","0.43134244230467"
"Non-working","1985","Couple + C. LE and GT 16","indirect migration background","32","0.62539333276914","0.491231969189556","0.759554696348723"
"Other","1985","1-pers.-HH","no migration background","32","0.03077768890812","0.0199198182781132","0.0416355595381268"
"Other","1985","1-pers.-HH","direct migration background","1","","",""
"Other","1985","1-pers.-HH","indirect migration background","2","","",""
"Other","1985","(Married) couple without C. ","no migration background","25","","",""
"Other","1985","(Married) couple without C. ","direct migration background","6","","",""
"Other","1985","(Married) couple without C. ","indirect migration background","","","",""
"Other","1985","Single parent ","no migration background","32","0.0791708471458271","0.053193415016068","0.105148279275586"
"Other","1985","Single parent ","direct migration background","4","","",""
"Other","1985","Single parent ","indirect migration background","1","","",""
"Other","1985","Couple + C. LE 16 ","no migration background","71","0.0412221104000387","0.0317382318014909","0.0507059889985865"
"Other","1985","Couple + C. LE 16 ","direct migration background","16","","",""
"Other","1985","Couple + C. LE 16 ","indirect migration background","","","",""
"Other","1985","Couple + C. GT 16 ","no migration background","129","0.0816711342043404","0.0680767842782509","0.0952654841304298"
"Other","1985","Couple + C. GT 16 ","direct migration background","20","","",""
"Other","1985","Couple + C. GT 16 ","indirect migration background","10","","",""
"Other","1985","Couple + C. LE and GT 16","no migration background","86","0.107822561517153","0.0866068816623689","0.129038241371936"
"Other","1985","Couple + C. LE and GT 16","direct migration background","40","0.0815461380592077","0.060038967954161","0.103053308164254"
"Other","1985","Couple + C. LE and GT 16","indirect migration background","7","","",""
"Full-time","1986","1-pers.-HH","no migration background","360","0.329714015535771","0.299402274709215","0.360025756362326"
"Full-time","1986","1-pers.-HH","direct migration background","128","0.50085680351664","0.429193528025827","0.572520079007453"
"Full-time","1986","1-pers.-HH","indirect migration background","5","","",""
"Full-time","1986","(Married) couple without C. ","no migration background","844","0.371032534123989","0.349786466668135","0.392278601579843"
"Full-time","1986","(Married) couple without C. ","direct migration background","239","0.484412249316056","0.43481305279387","0.534011445838243"
"Full-time","1986","(Married) couple without C. ","indirect migration background","4","","",""
"Full-time","1986","Single parent ","no migration background","161","0.411510643270663","0.362795397269016","0.460225889272311"
"Full-time","1986","Single parent ","direct migration background","57","0.453859196790026","0.358630832653398","0.549087560926653"
"Full-time","1986","Single parent ","indirect migration background","6","","",""
"Full-time","1986","Couple + C. LE 16 ","no migration background","793","0.536995499932889","0.511795409338723","0.562195590527055"
"Full-time","1986","Couple + C. LE 16 ","direct migration background","534","0.539217246803543","0.506487757110976","0.571946736496109"
"Full-time","1986","Couple + C. LE 16 ","indirect migration background","7","","",""
"Full-time","1986","Couple + C. GT 16 ","no migration background","685","0.439053808944597","0.414474385672589","0.463633232216606"
"Full-time","1986","Couple + C. GT 16 ","direct migration background","283","0.494917179039593","0.450783290434945","0.539051067644241"
"Full-time","1986","Couple + C. GT 16 ","indirect migration background","16","","",""
"Full-time","1986","Couple + C. LE and GT 16","no migration background","322","0.427363174895081","0.392399014307721","0.46232733548244"
"Full-time","1986","Couple + C. LE and GT 16","direct migration background","294","0.496331697504131","0.455815519184317","0.536847875823944"
"Full-time","1986","Couple + C. LE and GT 16","indirect migration background","12","","",""
"Part-time","1986","1-pers.-HH","no migration background","24","","",""
"Part-time","1986","1-pers.-HH","direct migration background","3","","",""
"Part-time","1986","1-pers.-HH","indirect migration background","2","","",""
"Part-time","1986","(Married) couple without C. ","no migration background","108","0.0518716631561026","0.0421182388309848","0.0616250874812204"
"Part-time","1986","(Married) couple without C. ","direct migration background","15","","",""
"Part-time","1986","(Married) couple without C. ","indirect migration background","2","","",""
"Part-time","1986","Single parent ","no migration background","28","","",""
"Part-time","1986","Single parent ","direct migration background","4","","",""
"Part-time","1986","Single parent ","indirect migration background","2","","",""
"Part-time","1986","Couple + C. LE 16 ","no migration background","154","0.101459865493618","0.086200374257704","0.116719356729533"
"Part-time","1986","Couple + C. LE 16 ","direct migration background","56","0.0840401004171876","0.0658225176740247","0.102257683160351"
"Part-time","1986","Couple + C. LE 16 ","indirect migration background","2","","",""
"Part-time","1986","Couple + C. GT 16 ","no migration background","121","0.0749426735255696","0.0619019668390487","0.0879833802120905"
"Part-time","1986","Couple + C. GT 16 ","direct migration background","17","","",""
"Part-time","1986","Couple + C. GT 16 ","indirect migration background","3","","",""
"Part-time","1986","Couple + C. LE and GT 16","no migration background","54","0.0661744870222243","0.0486048382267004","0.0837441358177482"
"Part-time","1986","Couple + C. LE and GT 16","direct migration background","20","","",""
"Part-time","1986","Couple + C. LE and GT 16","indirect migration background","1","","",""
"Non-working","1986","1-pers.-HH","no migration background","511","0.623415607423136","0.592174091473561","0.654657123372712"
"Non-working","1986","1-pers.-HH","direct migration background","50","0.455007041694808","0.383634396602949","0.526379686786668"
"Non-working","1986","1-pers.-HH","indirect migration background","3","","",""
"Non-working","1986","(Married) couple without C. ","no migration background","979","0.552725090131167","0.530857530123479","0.574592650138854"
"Non-working","1986","(Married) couple without C. ","direct migration background","125","0.428368607417967","0.37925717046877","0.477480044367164"
"Non-working","1986","(Married) couple without C. ","indirect migration background","5","","",""
"Non-working","1986","Single parent ","no migration background","164","0.419695696242146","0.37084168689865","0.468549705585641"
"Non-working","1986","Single parent ","direct migration background","37","0.434461130047428","0.33964982270013","0.529272437394725"
"Non-working","1986","Single parent ","indirect migration background","5","","",""
"Non-working","1986","Couple + C. LE 16 ","no migration background","485","0.315028702428407","0.291552090456282","0.338505314400533"
"Non-working","1986","Couple + C. LE 16 ","direct migration background","281","0.354424464707903","0.323016151214629","0.385832778201177"
"Non-working","1986","Couple + C. LE 16 ","indirect migration background","7","","",""
"Non-working","1986","Couple + C. GT 16 ","no migration background","602","0.386278504489507","0.362163455409699","0.410393553569315"
"Non-working","1986","Couple + C. GT 16 ","direct migration background","166","0.379799993796467","0.336958166006239","0.422641821586694"
"Non-working","1986","Couple + C. GT 16 ","indirect migration background","12","","",""
"Non-working","1986","Couple + C. LE and GT 16","no migration background","293","0.370435308230865","0.336303343339654","0.404567273122076"
"Non-working","1986","Couple + C. LE and GT 16","direct migration background","228","0.378273714198129","0.338975496475324","0.417571931920934"
"Non-working","1986","Couple + C. LE and GT 16","indirect migration background","27","","",""
"Other","1986","1-pers.-HH","no migration background","29","","",""
"Other","1986","1-pers.-HH","direct migration background","6","","",""
"Other","1986","1-pers.-HH","indirect migration background","1","","",""
"Other","1986","(Married) couple without C. ","no migration background","55","0.0243707125887416","0.0175890684408766","0.0311523567366067"
"Other","1986","(Married) couple without C. ","direct migration background","11","","",""
"Other","1986","(Married) couple without C. ","indirect migration background","1","","",""
"Other","1986","Single parent ","no migration background","39","0.0993802070795858","0.0697642515151009","0.128996162644071"
"Other","1986","Single parent ","direct migration background","7","","",""
"Other","1986","Single parent ","indirect migration background","1","","",""
"Other","1986","Couple + C. LE 16 ","no migration background","72","0.0465159321450856","0.0358724984897799","0.0571593658003913"
"Other","1986","Couple + C. LE 16 ","direct migration background","20","","",""
"Other","1986","Couple + C. LE 16 ","indirect migration background","","","",""
"Other","1986","Couple + C. GT 16 ","no migration background","158","0.0997250130403258","0.0848847412437902","0.114565284836861"
"Other","1986","Couple + C. GT 16 ","direct migration background","27","","",""
"Other","1986","Couple + C. GT 16 ","indirect migration background","17","","",""
"Other","1986","Couple + C. LE and GT 16","no migration background","100","0.13602702985183","0.111797353863183","0.160256705840477"
"Other","1986","Couple + C. LE and GT 16","direct migration background","43","0.0854333551243761","0.0627821366882777","0.108084573560474"
"Other","1986","Couple + C. LE and GT 16","indirect migration background","9","","",""
"Full-time","1987","1-pers.-HH","no migration background","352","0.3261615251252","0.29593373679765","0.356389313452749"
"Full-time","1987","1-pers.-HH","direct migration background","121","0.460452241440875","0.388433351755971","0.532471131125778"
"Full-time","1987","1-pers.-HH","indirect migration background","5","","",""
"Full-time","1987","(Married) couple without C. ","no migration background","857","0.382969449249753","0.36145428365247","0.404484614847036"
"Full-time","1987","(Married) couple without C. ","direct migration background","238","0.521874618739637","0.471847822494944","0.571901414984329"
"Full-time","1987","(Married) couple without C. ","indirect migration background","4","","",""
"Full-time","1987","Single parent ","no migration background","152","0.388768649994612","0.341468073026443","0.436069226962781"
"Full-time","1987","Single parent ","direct migration background","54","0.440015267044221","0.344614165905082","0.535416368183359"
"Full-time","1987","Single parent ","indirect migration background","5","","",""
"Full-time","1987","Couple + C. LE 16 ","no migration background","782","0.54012542817889","0.514665264222702","0.565585592135077"
"Full-time","1987","Couple + C. LE 16 ","direct migration background","546","0.574237217828605","0.541456241008993","0.607018194648218"
"Full-time","1987","Couple + C. LE 16 ","indirect migration background","8","","",""
"Full-time","1987","Couple + C. GT 16 ","no migration background","696","0.447824935788543","0.423497120821895","0.472152750755191"
"Full-time","1987","Couple + C. GT 16 ","direct migration background","259","0.478933470088554","0.434970053506119","0.52289688667099"
"Full-time","1987","Couple + C. GT 16 ","indirect migration background","21","","",""
"Full-time","1987","Couple + C. LE and GT 16","no migration background","269","0.428859581587984","0.39095807727585","0.466761085900117"
"Full-time","1987","Couple + C. LE and GT 16","direct migration background","279","0.480224596627648","0.43854642925073","0.521902764004566"
"Full-time","1987","Couple + C. LE and GT 16","indirect migration background","11","","",""
"Part-time","1987","1-pers.-HH","no migration background","24","","",""
"Part-time","1987","1-pers.-HH","direct migration background","5","","",""
"Part-time","1987","1-pers.-HH","indirect migration background","1","","",""
"Part-time","1987","(Married) couple without C. ","no migration background","118","0.0585758902666865","0.0481824002956313","0.0689693802377418"
"Part-time","1987","(Married) couple without C. ","direct migration background","12","","",""
"Part-time","1987","(Married) couple without C. ","indirect migration background","1","","",""
"Part-time","1987","Single parent ","no migration background","38","0.0898163768719233","0.0620729385146362","0.11755981522921"
"Part-time","1987","Single parent ","direct migration background","6","","",""
"Part-time","1987","Single parent ","indirect migration background","1","","",""
"Part-time","1987","Couple + C. LE 16 ","no migration background","172","0.116142566405914","0.0997751170930468","0.132510015718781"
"Part-time","1987","Couple + C. LE 16 ","direct migration background","46","0.0737878875093711","0.0564562282869897","0.0911195467317525"
"Part-time","1987","Couple + C. LE 16 ","indirect migration background","1","","",""
"Part-time","1987","Couple + C. GT 16 ","no migration background","128","0.0808824322534138","0.0675434342497002","0.0942214302571275"
"Part-time","1987","Couple + C. GT 16 ","direct migration background","27","","",""
"Part-time","1987","Couple + C. GT 16 ","indirect migration background","3","","",""
"Part-time","1987","Couple + C. LE and GT 16","no migration background","47","0.0741929351981066","0.0541219374264232","0.0942639329697901"
"Part-time","1987","Couple + C. LE and GT 16","direct migration background","25","","",""
"Part-time","1987","Couple + C. LE and GT 16","indirect migration background","1","","",""
"Non-working","1987","1-pers.-HH","no migration background","515","0.622279840653793","0.591019762934176","0.653539918373411"
"Non-working","1987","1-pers.-HH","direct migration background","53","0.477669662906804","0.405496517196547","0.549842808617061"
"Non-working","1987","1-pers.-HH","indirect migration background","5","","",""
"Non-working","1987","(Married) couple without C. ","no migration background","950","0.540399994433743","0.518342459548403","0.562457529319083"
"Non-working","1987","(Married) couple without C. ","direct migration background","128","0.425930001702154","0.376407765714778","0.47545223768953"
"Non-working","1987","(Married) couple without C. ","indirect migration background","7","","",""
"Non-working","1987","Single parent ","no migration background","177","0.417348902521029","0.369500005432906","0.465197799609152"
"Non-working","1987","Single parent ","direct migration background","34","0.358639933172357","0.266465239757952","0.450814626586761"
"Non-working","1987","Single parent ","indirect migration background","5","","",""
"Non-working","1987","Couple + C. LE 16 ","no migration background","464","0.310656445808621","0.287016186818643","0.3342967047986"
"Non-working","1987","Couple + C. LE 16 ","direct migration background","268","0.33424539457733","0.302971484693149","0.365519304461511"
"Non-working","1987","Couple + C. LE 16 ","indirect migration background","12","","",""
"Non-working","1987","Couple + C. GT 16 ","no migration background","588","0.361760910893194","0.33825305111742","0.385268770668968"
"Non-working","1987","Couple + C. GT 16 ","direct migration background","174","0.382652651496934","0.339879188782103","0.425426114211765"
"Non-working","1987","Couple + C. GT 16 ","indirect migration background","18","","",""
"Non-working","1987","Couple + C. LE and GT 16","no migration background","233","0.344702910497579","0.308305621607412","0.381100199387747"
"Non-working","1987","Couple + C. LE and GT 16","direct migration background","203","0.35463132966545","0.314722311667528","0.394540347663371"
"Non-working","1987","Couple + C. LE and GT 16","indirect migration background","30","0.472018195163025","0.337618276982975","0.606418113343076"
"Other","1987","1-pers.-HH","no migration background","33","0.0290000826386948","0.0181802306554088","0.0398199346219807"
"Other","1987","1-pers.-HH","direct migration background","5","","",""
"Other","1987","1-pers.-HH","indirect migration background","1","","",""
"Other","1987","(Married) couple without C. ","no migration background","36","0.0180546660498172","0.0121615135523655","0.0239478185472689"
"Other","1987","(Married) couple without C. ","direct migration background","5","","",""
"Other","1987","(Married) couple without C. ","indirect migration background","1","","",""
"Other","1987","Single parent ","no migration background","41","0.104066070612436","0.074437508216068","0.133694633008804"
"Other","1987","Single parent ","direct migration background","10","","",""
"Other","1987","Single parent ","indirect migration background","","","",""
"Other","1987","Couple + C. LE 16 ","no migration background","54","0.0330755596065748","0.0239398127891446","0.042211306424005"
"Other","1987","Couple + C. LE 16 ","direct migration background","14","","",""
"Other","1987","Couple + C. LE 16 ","indirect migration background","1","","",""
"Other","1987","Couple + C. GT 16 ","no migration background","193","0.109531721064849","0.0942529031525568","0.124810538977142"
"Other","1987","Couple + C. GT 16 ","direct migration background","36","0.0675508956152596","0.0454639645066936","0.0896378267238255"
"Other","1987","Couple + C. GT 16 ","indirect migration background","15","","",""
"Other","1987","Couple + C. LE and GT 16","no migration background","106","0.15224457271633","0.124731845626118","0.179757299806543"
"Other","1987","Couple + C. LE and GT 16","direct migration background","45","0.10050920692908","0.0754261862356347","0.125592227622526"
"Other","1987","Couple + C. LE and GT 16","indirect migration background","11","","",""
"Full-time","1988","1-pers.-HH","no migration background","331","0.325355862641772","0.294523771945719","0.356187953337825"
"Full-time","1988","1-pers.-HH","direct migration background","112","0.459817446999626","0.385551788038738","0.534083105960514"
"Full-time","1988","1-pers.-HH","indirect migration background","5","","",""
"Full-time","1988","(Married) couple without C. ","no migration background","819","0.394440669147588","0.372200129148042","0.416681209147133"
"Full-time","1988","(Married) couple without C. ","direct migration background","246","0.508560742948481","0.460635283012942","0.556486202884021"
"Full-time","1988","(Married) couple without C. ","indirect migration background","7","","",""
"Full-time","1988","Single parent ","no migration background","165","0.436656687009393","0.387807523924975","0.48550585009381"
"Full-time","1988","Single parent ","direct migration background","51","0.433509093475816","0.337806202731598","0.529211984220034"
"Full-time","1988","Single parent ","indirect migration background","5","","",""
"Full-time","1988","Couple + C. LE 16 ","no migration background","750","0.524704530173446","0.498794056716587","0.550615003630306"
"Full-time","1988","Couple + C. LE 16 ","direct migration background","459","0.549008312623754","0.513998405467663","0.584018219779845"
"Full-time","1988","Couple + C. LE 16 ","indirect migration background","10","","",""
"Full-time","1988","Couple + C. GT 16 ","no migration background","704","0.443261359352319","0.419167264373319","0.467355454331319"
"Full-time","1988","Couple + C. GT 16 ","direct migration background","244","0.423583464931788","0.379697937225684","0.467468992637892"
"Full-time","1988","Couple + C. GT 16 ","indirect migration background","27","","",""
"Full-time","1988","Couple + C. LE and GT 16","no migration background","212","0.418857777255273","0.37724509425695","0.460470460253595"
"Full-time","1988","Couple + C. LE and GT 16","direct migration background","253","0.503489267856186","0.459398867176613","0.547579668535759"
"Full-time","1988","Couple + C. LE and GT 16","indirect migration background","13","","",""
"Part-time","1988","1-pers.-HH","no migration background","23","","",""
"Part-time","1988","1-pers.-HH","direct migration background","5","","",""
"Part-time","1988","1-pers.-HH","indirect migration background","","","",""
"Part-time","1988","(Married) couple without C. ","no migration background","110","0.0580460145885705","0.0474051435124221","0.0686868856647188"
"Part-time","1988","(Married) couple without C. ","direct migration background","11","","",""
"Part-time","1988","(Married) couple without C. ","indirect migration background","1","","",""
"Part-time","1988","Single parent ","no migration background","29","","",""
"Part-time","1988","Single parent ","direct migration background","5","","",""
"Part-time","1988","Single parent ","indirect migration background","1","","",""
"Part-time","1988","Couple + C. LE 16 ","no migration background","177","0.128317848667864","0.11096548200002","0.145670215335707"
"Part-time","1988","Couple + C. LE 16 ","direct migration background","54","0.0912484500480011","0.0709878379960119","0.11150906209999"
"Part-time","1988","Couple + C. LE 16 ","indirect migration background","5","","",""
"Part-time","1988","Couple + C. GT 16 ","no migration background","135","0.083507626988928","0.0700897904280503","0.0969254635498056"
"Part-time","1988","Couple + C. GT 16 ","direct migration background","28","","",""
"Part-time","1988","Couple + C. GT 16 ","indirect migration background","2","","",""
"Part-time","1988","Couple + C. LE and GT 16","no migration background","41","0.0729827013421617","0.0510442939322968","0.0949211087520265"
"Part-time","1988","Couple + C. LE and GT 16","direct migration background","20","","",""
"Part-time","1988","Couple + C. LE and GT 16","indirect migration background","1","","",""
"Non-working","1988","1-pers.-HH","no migration background","508","0.629083892353562","0.597294779320402","0.660873005386722"
"Non-working","1988","1-pers.-HH","direct migration background","53","0.496623344247013","0.422118392104789","0.571128296389236"
