"erwst","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Part-time","2016","Couple + C. LE and GT 16","Rural Area","140","0.164581104297927","0.140749748549051","0.188412460046802","2"
"Part-time","2016","Single parent ","Urban Area","339","0.186873725191985","0.168815515388109","0.204931934995861","2"
"Part-time","2016","Single parent ","Rural Area","159","0.159145803436718","0.135099121775257","0.18319248509818","2"
"Part-time","2016","Couple + C. LE 16 ","Urban Area","983","0.234320891271253","0.222772652822006","0.245869129720499","2"
"Part-time","2016","Couple + C. LE 16 ","Rural Area","491","0.24339117860888","0.226816405524427","0.259965951693332","2"
"Part-time","2016","Couple + C. GT 16 ","Urban Area","283","0.128580877568652","0.11375421229759","0.143407542839713","2"
"Part-time","2016","Couple + C. GT 16 ","Rural Area","138","0.147597951261917","0.125722863140476","0.169473039383359","2"
"Full-time","2017","1-pers.-HH","Urban Area","1095","0.360079828299462","0.344089887500322","0.376069769098601","1"
"Full-time","2017","1-pers.-HH","Rural Area","479","0.332157771161787","0.309151602453579","0.355163939869995","1"
"Full-time","2017","(Married) couple without C. ","Urban Area","1860","0.378558077179511","0.365488975327076","0.391627179031947","1"
"Full-time","2017","(Married) couple without C. ","Rural Area","1047","0.352378263707297","0.335764305711444","0.36899222170315","1"
"Full-time","2017","Single parent ","Urban Area","422","0.2643406139241","0.244229553046702","0.284451674801498","1"
"Full-time","2017","Single parent ","Rural Area","267","0.345821995695469","0.315480543082847","0.376163448308091","1"
"Full-time","2017","Couple + C. LE 16 ","Urban Area","1921","0.48898436921452","0.475736113263537","0.502232625165504","1"
"Full-time","2017","Couple + C. LE 16 ","Rural Area","1160","0.548867525764573","0.530383384080087","0.567351667449059","1"
"Full-time","2017","Couple + C. GT 16 ","Urban Area","846","0.379437449485432","0.359593392234748","0.399281506736117","1"
"Full-time","2017","Couple + C. GT 16 ","Rural Area","473","0.415601029057735","0.38777523311605","0.44342682499942","1"
"Full-time","2017","Couple + C. LE and GT 16","Urban Area","553","0.35491756410245","0.334457526878293","0.375377601326608","1"
"Full-time","2017","Couple + C. LE and GT 16","Rural Area","323","0.390470892151628","0.361482428382892","0.419459355920363","1"
"Non-working","2017","1-pers.-HH","Rural Area","883","0.526612070403311","0.502223342541242","0.551000798265379","5"
"Non-working","2017","1-pers.-HH","Urban Area","1815","0.493604287793573","0.476950269747013","0.510258305840132","5"
"Non-working","2017","(Married) couple without C. ","Urban Area","2594","0.472623748178792","0.459171425846891","0.486076070510693","5"
"Non-working","2017","(Married) couple without C. ","Rural Area","1632","0.480901637077367","0.463525197220733","0.498278076934001","5"
"Non-working","2017","Single parent ","Urban Area","852","0.401269306791969","0.378915660468625","0.423622953115313","5"
"Non-working","2017","Single parent ","Rural Area","364","0.322310355156807","0.292496739527581","0.352123970786033","5"
"Non-working","2017","Couple + C. LE 16 ","Rural Area","962","0.174247887773363","0.160157527963927","0.188338247582798","5"
"Non-working","2017","Couple + C. GT 16 ","Rural Area","370","0.285615437209028","0.260111252991848","0.311119621426209","5"
"Non-working","2017","Couple + C. LE and GT 16","Urban Area","965","0.303036684407588","0.283385549935645","0.32268781887953","5"
"Non-working","2017","Couple + C. LE 16 ","Urban Area","2176","0.216048357480494","0.205141133010607","0.22695558195038","5"
"Non-working","2017","Couple + C. GT 16 ","Urban Area","770","0.324123096117991","0.304982459171445","0.343263733064537","5"
"Non-working","2017","Couple + C. LE and GT 16","Rural Area","456","0.290663145249097","0.263682341056566","0.317643949441627","5"
"Other","2017","1-pers.-HH","Urban Area","295","0.078622115458237","0.0696565886457478","0.0875876422707262","6"
"Other","2017","1-pers.-HH","Rural Area","122","0.0632282701120704","0.0513403003711728","0.075116239852968","6"
"Other","2017","(Married) couple without C. ","Urban Area","323","0.0574429589449266","0.05117319149784","0.0637127263920132","6"
"Other","2017","(Married) couple without C. ","Rural Area","189","0.0694632844046486","0.0606212488298483","0.0783053199794489","6"
"Other","2017","Single parent ","Urban Area","221","0.143429564876711","0.127444458748514","0.159414671004908","6"
"Other","2017","Single parent ","Rural Area","150","0.168932546870604","0.145030400810481","0.192834692930727","6"
"Other","2017","Couple + C. LE 16 ","Urban Area","276","0.0414597431419933","0.0361763538522004","0.0467431324317862","6"
"Other","2017","Couple + C. LE 16 ","Rural Area","165","0.062671117507144","0.0536679942754665","0.0716742407388214","6"
"Other","2017","Couple + C. GT 16 ","Urban Area","326","0.162710604260573","0.147616292427107","0.177804916094039","6"
"Other","2017","Couple + C. GT 16 ","Rural Area","184","0.154568145182902","0.134157634600522","0.174978655765281","6"
"Other","2017","Couple + C. LE and GT 16","Urban Area","298","0.178868367138121","0.162481036077568","0.195255698198674","6"
"Other","2017","Couple + C. LE and GT 16","Rural Area","162","0.165214589422409","0.143147489261783","0.187281689583036","6"
"Part-time","2017","1-pers.-HH","Urban Area","257","0.0676937684487289","0.0593254499993782","0.0760620868980795","2"
"Part-time","2017","1-pers.-HH","Rural Area","126","0.0780018883228319","0.0649024484116367","0.0911013282340271","2"
"Part-time","2017","(Married) couple without C. ","Rural Area","308","0.0972568148106876","0.0869517678660141","0.107561861755361","2"
"Part-time","2017","(Married) couple without C. ","Urban Area","514","0.0913752156967701","0.0836112124700099","0.0991392189235303","2"
"Part-time","2017","Couple + C. LE 16 ","Rural Area","497","0.214213468954921","0.19897332206683","0.229453615843012","2"
"Part-time","2017","Couple + C. GT 16 ","Urban Area","355","0.133728850136004","0.119809880927722","0.147647819344285","2"
"Part-time","2017","Single parent ","Urban Area","352","0.19096051440722","0.173035013915417","0.208886014899022","2"
"Part-time","2017","Single parent ","Rural Area","163","0.16293510227712","0.139376528891532","0.186493675662709","2"
"Part-time","2017","Couple + C. LE and GT 16","Urban Area","285","0.163177384351841","0.147376486959728","0.178978281743955","2"
"Part-time","2017","Couple + C. LE and GT 16","Rural Area","147","0.153651373176866","0.132223626015382","0.175079120338351","2"
"Part-time","2017","Couple + C. GT 16 ","Rural Area","178","0.144215388550335","0.124379913496058","0.164050863604612","2"
"Part-time","2017","Couple + C. LE 16 ","Urban Area","1096","0.253507530162993","0.241978247763357","0.265036812562628","2"
"Full-time","2018","1-pers.-HH","Urban Area","1162","0.356230471282305","0.340152581802626","0.372308360761984","1"
"Full-time","2018","1-pers.-HH","Rural Area","501","0.343700960754331","0.319855986117116","0.367545935391546","1"
"Full-time","2018","(Married) couple without C. ","Urban Area","1772","0.377199972503846","0.36390820352003","0.390491741487662","1"
"Full-time","2018","(Married) couple without C. ","Rural Area","968","0.339781397006559","0.323016314572052","0.356546479441065","1"
"Full-time","2018","Single parent ","Urban Area","443","0.273172792645278","0.252851611253076","0.293493974037481","1"
"Full-time","2018","Single parent ","Rural Area","240","0.344330345196184","0.312684307853677","0.37597638253869","1"
"Full-time","2018","Couple + C. LE 16 ","Urban Area","1811","0.520760279506285","0.506632069996453","0.534888489016117","1"
"Full-time","2018","Couple + C. LE 16 ","Rural Area","1101","0.552428376627195","0.532862290077019","0.571994463177371","1"
"Full-time","2018","Couple + C. GT 16 ","Urban Area","794","0.416076102355382","0.394913759572545","0.437238445138218","1"
"Full-time","2018","Couple + C. GT 16 ","Rural Area","462","0.410710454178196","0.382399706215312","0.439021202141079","1"
"Full-time","2018","Couple + C. LE and GT 16","Urban Area","554","0.353533558909583","0.333115839901673","0.373951277917492","1"
"Full-time","2018","Couple + C. LE and GT 16","Rural Area","293","0.415289965287251","0.384625298687452","0.445954631887051","1"
"Non-working","2018","(Married) couple without C. ","Urban Area","2466","0.461750597991515","0.448079035308845","0.475422160674186","5"
"Non-working","2018","1-pers.-HH","Rural Area","762","0.508676974203148","0.483577755314072","0.533776193092224","5"
"Non-working","2018","(Married) couple without C. ","Rural Area","1615","0.490831092971267","0.473135749919241","0.508526436023293","5"
"Non-working","2018","1-pers.-HH","Urban Area","1650","0.497367086696232","0.480580504514609","0.514153668877855","5"
"Non-working","2018","Single parent ","Rural Area","345","0.349524356194367","0.317767069696189","0.381281642692545","5"
"Non-working","2018","Single parent ","Urban Area","822","0.368224254192256","0.346227818493987","0.390220689890525","5"
"Non-working","2018","Couple + C. LE 16 ","Urban Area","1687","0.196758801385028","0.185515810214471","0.208001792555585","5"
"Non-working","2018","Couple + C. LE 16 ","Rural Area","706","0.148769041350716","0.134766247465852","0.162771835235579","5"
"Non-working","2018","Couple + C. GT 16 ","Urban Area","661","0.294031978738226","0.274471069792882","0.313592887683571","5"
"Non-working","2018","Couple + C. GT 16 ","Rural Area","356","0.297948388880043","0.271629100827351","0.324267676932734","5"
"Non-working","2018","Couple + C. LE and GT 16","Urban Area","925","0.311517692241346","0.291738586225929","0.331296798256763","5"
"Non-working","2018","Couple + C. LE and GT 16","Rural Area","394","0.285157441848695","0.257061744878989","0.313253138818401","5"
"Other","2018","1-pers.-HH","Urban Area","299","0.0734278877314552","0.0646706240207412","0.0821851514421691","6"
"Other","2018","1-pers.-HH","Rural Area","118","0.0591900533027097","0.047342438567212","0.0710376680382073","6"
"Other","2018","(Married) couple without C. ","Urban Area","327","0.0594228444042716","0.0529395375350137","0.0659061512735296","6"
"Other","2018","(Married) couple without C. ","Rural Area","176","0.0595346496948624","0.0511590036309402","0.0679102957587846","6"
"Other","2018","Single parent ","Urban Area","240","0.156847494938029","0.140262837553151","0.173432152322907","6"
"Other","2018","Single parent ","Rural Area","129","0.155098688643773","0.130988744733089","0.179208632554457","6"
"Other","2018","Couple + C. LE 16 ","Urban Area","282","0.0476503929531507","0.0416258619400204","0.0536749239662811","6"
"Other","2018","Couple + C. LE 16 ","Rural Area","132","0.0533761361232784","0.044531153189614","0.0622211190569429","6"
"Other","2018","Couple + C. GT 16 ","Urban Area","294","0.149957863119381","0.134629206963477","0.165286519275285","6"
"Other","2018","Couple + C. GT 16 ","Rural Area","165","0.141781258562853","0.121707554968846","0.161854962156861","6"
"Other","2018","Couple + C. LE and GT 16","Urban Area","322","0.161011223805524","0.145313920184865","0.176708527426184","6"
"Other","2018","Couple + C. LE and GT 16","Rural Area","157","0.141229742187076","0.119557999501903","0.162901484872248","6"
"Part-time","2018","(Married) couple without C. ","Rural Area","307","0.109852860327312","0.0987841097591605","0.120921610895464","2"
"Part-time","2018","1-pers.-HH","Urban Area","297","0.072974554290008","0.0642422300906711","0.081706878489345","2"
"Part-time","2018","1-pers.-HH","Rural Area","143","0.0884320117398113","0.0741774164099293","0.102686607069693","2"
"Part-time","2018","(Married) couple without C. ","Urban Area","543","0.101626585100367","0.0933403975534027","0.109912772647331","2"
"Part-time","2018","Single parent ","Rural Area","152","0.151046609965676","0.127196710113248","0.174896509818104","2"
"Part-time","2018","Couple + C. LE 16 ","Urban Area","1023","0.234830526155537","0.22284249422236","0.246818558088714","2"
"Part-time","2018","Couple + C. LE 16 ","Rural Area","542","0.245426445898811","0.228492967498762","0.26235992429886","2"
"Part-time","2018","Couple + C. GT 16 ","Urban Area","335","0.139934055787011","0.125039525213067","0.154828586360955","2"
"Part-time","2018","Couple + C. GT 16 ","Rural Area","177","0.149559898378908","0.129036534631906","0.170083262125911","2"
"Part-time","2018","Couple + C. LE and GT 16","Urban Area","305","0.173937525043547","0.157748451432541","0.190126598654552","2"
"Part-time","2018","Couple + C. LE and GT 16","Rural Area","148","0.158322850676978","0.135606591044202","0.181039110309754","2"
"Part-time","2018","Single parent ","Urban Area","342","0.201755458224437","0.183453596554951","0.220057319893923","2"
"Full-time","2019","1-pers.-HH","Urban Area","1110","0.349591114542509","0.332342925990239","0.366839303094779","1"
"Full-time","2019","1-pers.-HH","Rural Area","532","0.35712070010103","0.332609910814834","0.381631489387225","1"
"Full-time","2019","(Married) couple without C. ","Urban Area","1901","0.382805336512734","0.369371274580799","0.396239398444669","1"
"Full-time","2019","(Married) couple without C. ","Rural Area","1080","0.340286524105673","0.32376150077736","0.356811547433986","1"
"Full-time","2019","Single parent ","Urban Area","417","0.309392549030221","0.286365771349626","0.332419326710817","1"
"Full-time","2019","Single parent ","Rural Area","249","0.361068321512467","0.327511360065232","0.394625282959702","1"
"Full-time","2019","Couple + C. LE 16 ","Urban Area","1807","0.506009788712535","0.491008609467797","0.521010967957273","1"
"Full-time","2019","Couple + C. LE 16 ","Rural Area","1103","0.538305841477812","0.517976007253752","0.558635675701871","1"
"Full-time","2019","Couple + C. GT 16 ","Urban Area","823","0.42505025350842","0.403486963952438","0.446613543064403","1"
"Full-time","2019","Couple + C. GT 16 ","Rural Area","470","0.401313505870103","0.372516845308108","0.430110166432097","1"
