"erwst","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Full-time","1990","Mecklenburg-Western Pomerania","Single parent ","11","","","","1"
"Full-time","1990","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","128","0.791742864134013","0.729405804482969","0.854079923785057","1"
"Full-time","1990","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","89","0.649508298786807","0.569613403964983","0.72940319360863","1"
"Full-time","1990","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","22","","","","1"
"Full-time","1990","Saxony","1-pers.-HH","31","0.289341115933612","0.200465267044746","0.378216964822477","1"
"Full-time","1990","Saxony","(Married) couple without C. ","181","0.507402019774242","0.453048356475679","0.561755683072805","1"
"Full-time","1990","Saxony","Single parent ","39","0.680396729245007","0.558261544489157","0.802531914000857","1"
"Full-time","1990","Saxony","Couple + C. LE 16 ","345","0.774784687188","0.73597344367676","0.81359593069924","1"
"Full-time","1990","Saxony","Couple + C. GT 16 ","141","0.644622717063851","0.580496024830394","0.708749409297308","1"
"Full-time","1990","Saxony","Couple + C. LE and GT 16","54","0.69574151822402","0.595545401784066","0.795937634663974","1"
"Full-time","1990","Saxony-Anhalt","1-pers.-HH","22","","","","1"
"Full-time","1990","Saxony-Anhalt","(Married) couple without C. ","79","0.452625330664444","0.37549949633491","0.529751164993978","1"
"Full-time","1990","Saxony-Anhalt","Single parent ","26","","","","1"
"Full-time","1990","Saxony-Anhalt","Couple + C. LE 16 ","226","0.829813668705362","0.785153920590246","0.874473416820477","1"
"Full-time","1990","Saxony-Anhalt","Couple + C. GT 16 ","103","0.645594702206593","0.57170817838107","0.719481226032117","1"
"Full-time","1990","Saxony-Anhalt","Couple + C. LE and GT 16","35","0.666985477456577","0.541283825060004","0.79268712985315","1"
"Full-time","1990","Thuringia","1-pers.-HH","17","","","","1"
"Full-time","1990","Thuringia","(Married) couple without C. ","86","0.486418371238511","0.409213468937783","0.563623273539238","1"
"Full-time","1990","Thuringia","Single parent ","25","","","","1"
"Full-time","1990","Thuringia","Couple + C. LE 16 ","191","0.769139662243705","0.716589158758645","0.821690165728766","1"
"Full-time","1990","Thuringia","Couple + C. GT 16 ","85","0.597827708495419","0.516604869370601","0.679050547620237","1"
"Full-time","1990","Thuringia","Couple + C. LE and GT 16","34","0.610675556001692","0.479403810362299","0.741947301641085","1"
"Non-working","1990","Schleswig-Holstein","1-pers.-HH","15","","","","5"
"Non-working","1990","Schleswig-Holstein","(Married) couple without C. ","40","0.522195914624758","0.415376520020228","0.629015309229288","5"
"Non-working","1990","Schleswig-Holstein","Single parent ","6","","","","5"
"Non-working","1990","Schleswig-Holstein","Couple + C. LE 16 ","20","","","","5"
"Non-working","1990","Schleswig-Holstein","Couple + C. GT 16 ","22","","","","5"
"Non-working","1990","Schleswig-Holstein","Couple + C. LE and GT 16","5","","","","5"
"Non-working","1990","Hamburg","1-pers.-HH","27","","","","5"
"Non-working","1990","Hamburg","(Married) couple without C. ","23","","","","5"
"Non-working","1990","Berlin","Couple + C. GT 16 ","20","","","","5"
"Non-working","1990","Berlin","Couple + C. LE and GT 16","21","","","","5"
"Non-working","1990","Thuringia","(Married) couple without C. ","60","0.42635881458666","0.349967683875358","0.502749945297961","5"
"Non-working","1990","Hamburg","Single parent ","2","","","","5"
"Non-working","1990","Hamburg","Couple + C. LE 16 ","12","","","","5"
"Non-working","1990","Hamburg","Couple + C. GT 16 ","6","","","","5"
"Non-working","1990","Hamburg","Couple + C. LE and GT 16","1","","","","5"
"Non-working","1990","Lower Saxony","1-pers.-HH","55","0.586369644340175","0.493488372287036","0.679250916393314","5"
"Non-working","1990","Lower Saxony","(Married) couple without C. ","132","0.529572029280687","0.472126242827626","0.587017815733747","5"
"Non-working","1990","Bavaria","(Married) couple without C. ","172","0.540396723826931","0.490485684256474","0.590307763397389","5"
"Non-working","1990","Bavaria","Couple + C. GT 16 ","112","0.360365588431172","0.31006748199504","0.410663694867304","5"
"Non-working","1990","Bavaria","Couple + C. LE and GT 16","44","0.320015429020354","0.243824751930949","0.396206106109759","5"
"Non-working","1990","Berlin","1-pers.-HH","54","0.549669657461417","0.455399835001744","0.643939479921091","5"
"Non-working","1990","Berlin","(Married) couple without C. ","49","0.343553686163614","0.267044400590078","0.420062971737149","5"
"Non-working","1990","Berlin","Single parent ","8","","","","5"
"Non-working","1990","Berlin","Couple + C. LE 16 ","24","","","","5"
"Non-working","1990","Saxony","Couple + C. GT 16 ","36","0.184494487759892","0.132525249364641","0.236463726155143","5"
"Non-working","1990","Saxony-Anhalt","(Married) couple without C. ","66","0.455088305649829","0.377927100568643","0.532249510731015","5"
"Non-working","1990","Saxony-Anhalt","Single parent ","9","","","","5"
"Non-working","1990","Saxony-Anhalt","Couple + C. LE 16 ","18","","","","5"
"Non-working","1990","Saxony-Anhalt","Couple + C. GT 16 ","28","","","","5"
"Non-working","1990","Saxony-Anhalt","Couple + C. LE and GT 16","7","","","","5"
"Non-working","1990","Thuringia","1-pers.-HH","28","","","","5"
"Non-working","1990","Lower Saxony","Single parent ","19","","","","5"
"Non-working","1990","Lower Saxony","Couple + C. LE 16 ","55","0.306784608023407","0.238846673426109","0.374722542620704","5"
"Non-working","1990","Lower Saxony","Couple + C. GT 16 ","96","0.437544649558967","0.372867765842384","0.502221533275551","5"
"Non-working","1990","Lower Saxony","Couple + C. LE and GT 16","34","0.494866655582534","0.376032646411303","0.613700664753766","5"
"Non-working","1990","Bremen","1-pers.-HH","13","","","","5"
"Non-working","1990","Baden-Württemberg","(Married) couple without C. ","147","0.443671584266678","0.392842593384195","0.49450057514916","5"
"Non-working","1990","Baden-Württemberg","Couple + C. GT 16 ","144","0.310231985544858","0.26705785420913","0.353406116880585","5"
"Non-working","1990","Baden-Württemberg","Couple + C. LE and GT 16","51","0.285397616456571","0.221352088737652","0.34944314417549","5"
"Non-working","1990","Bavaria","1-pers.-HH","97","0.556662841923093","0.486936967713899","0.626388716132287","5"
"Non-working","1990","Bavaria","Single parent ","22","","","","5"
"Non-working","1990","Bavaria","Couple + C. LE 16 ","94","0.24887216266316","0.203576234995809","0.29416809033051","5"
"Non-working","1990","Saxony","Couple + C. LE and GT 16","6","","","","5"
"Non-working","1990","Saxony-Anhalt","1-pers.-HH","46","0.697572708287019","0.590735102422038","0.804410314152","5"
"Non-working","1990","Bremen","(Married) couple without C. ","26","","","","5"
"Non-working","1990","Bremen","Single parent ","5","","","","5"
"Non-working","1990","Bremen","Couple + C. LE 16 ","6","","","","5"
"Non-working","1990","Bremen","Couple + C. GT 16 ","3","","","","5"
"Non-working","1990","Bremen","Couple + C. LE and GT 16","5","","","","5"
"Non-working","1990","North Rhine-Westphalia","1-pers.-HH","140","0.580002681291214","0.520466032256001","0.639539330326426","5"
"Non-working","1990","North Rhine-Westphalia","(Married) couple without C. ","263","0.47811782961046","0.438412390713494","0.517823268507427","5"
"Non-working","1990","Rhineland-Palatinate,Saarland","(Married) couple without C. ","88","0.568230854833008","0.493772773952452","0.642688935713564","5"
"Non-working","1990","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","62","0.427365415785851","0.349233908152124","0.505496923419579","5"
"Non-working","1990","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","17","","","","5"
"Non-working","1990","Baden-Württemberg","1-pers.-HH","71","0.562158465759341","0.482763984117313","0.641552947401369","5"
"Non-working","1990","Baden-Württemberg","Single parent ","25","","","","5"
"Non-working","1990","Baden-Württemberg","Couple + C. LE 16 ","109","0.238400811826028","0.19876628231661","0.278035341335447","5"
"Non-working","1990","Mecklenburg-Western Pomerania","(Married) couple without C. ","32","0.372365090495426","0.277613585666756","0.467116595324096","5"
"Non-working","1990","Mecklenburg-Western Pomerania","Single parent ","2","","","","5"
"Non-working","1990","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","20","","","","5"
"Non-working","1990","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","24","","","","5"
"Non-working","1990","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","5","","","","5"
"Non-working","1990","Saxony","1-pers.-HH","64","0.673060177237399","0.581119234999534","0.765001119475263","5"
"Non-working","1990","Saxony","(Married) couple without C. ","103","0.368013475203274","0.315581987547155","0.420444962859394","5"
"Non-working","1990","Thuringia","Single parent ","4","","","","5"
"Non-working","1990","Thuringia","Couple + C. LE 16 ","21","","","","5"
"Non-working","1990","Thuringia","Couple + C. GT 16 ","33","0.240312111633586","0.169535542873776","0.311088680393396","5"
"Non-working","1990","Thuringia","Couple + C. LE and GT 16","7","","","","5"
"Non-working","1990","North Rhine-Westphalia","Single parent ","56","0.439946594676033","0.352224248886977","0.527668940465088","5"
"Non-working","1990","North Rhine-Westphalia","Couple + C. LE 16 ","184","0.308951643611227","0.27118454320599","0.346718744016463","5"
"Non-working","1990","North Rhine-Westphalia","Couple + C. GT 16 ","224","0.384054096674339","0.343914220761625","0.424193972587054","5"
"Non-working","1990","North Rhine-Westphalia","Couple + C. LE and GT 16","128","0.45717812075151","0.398513050150755","0.515843191352264","5"
"Non-working","1990","Hesse","1-pers.-HH","51","0.658616799808875","0.561723967266464","0.755509632351287","5"
"Non-working","1990","Hesse","(Married) couple without C. ","114","0.598343823481459","0.536192301018427","0.66049534594449","5"
"Non-working","1990","Hesse","Single parent ","18","","","","5"
"Non-working","1990","Hesse","Couple + C. GT 16 ","75","0.363613190482428","0.299610442133817","0.427615938831039","5"
"Non-working","1990","Hesse","Couple + C. LE and GT 16","28","","","","5"
"Non-working","1990","Rhineland-Palatinate,Saarland","1-pers.-HH","34","0.603926219164965","0.476959279257903","0.730893159072027","5"
"Non-working","1990","Rhineland-Palatinate,Saarland","Single parent ","18","","","","5"
"Non-working","1990","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","43","0.32221102524569","0.243086131415014","0.401335919076365","5"
"Non-working","1990","Brandenburg","Couple + C. GT 16 ","37","0.258984283359495","0.188406559584943","0.329562007134046","5"
"Non-working","1990","Brandenburg","Couple + C. LE and GT 16","12","","","","5"
"Non-working","1990","Mecklenburg-Western Pomerania","1-pers.-HH","15","","","","5"
"Non-working","1990","Saxony","Single parent ","11","","","","5"
"Non-working","1990","Saxony","Couple + C. LE 16 ","44","0.106617884031598","0.0779429952392656","0.135292772823931","5"
"Non-working","1990","Hesse","Couple + C. LE 16 ","69","0.282319743889798","0.224020023095875","0.340619464683721","5"
"Non-working","1990","Brandenburg","Couple + C. LE 16 ","32","0.146128230066874","0.101897058930482","0.190359401203266","5"
"Non-working","1990","Brandenburg","(Married) couple without C. ","42","0.329615958001495","0.254639388461948","0.404592527541042","5"
"Non-working","1990","Brandenburg","Single parent ","5","","","","5"
"Non-working","1990","Brandenburg","1-pers.-HH","26","","","","5"
"Other","1990","Schleswig-Holstein","1-pers.-HH","1","","","","6"
"Other","1990","Schleswig-Holstein","(Married) couple without C. ","","","","","6"
"Other","1990","Schleswig-Holstein","Single parent ","1","","","","6"
"Other","1990","Schleswig-Holstein","Couple + C. LE 16 ","2","","","","6"
"Other","1990","Schleswig-Holstein","Couple + C. GT 16 ","6","","","","6"
"Other","1990","Schleswig-Holstein","Couple + C. LE and GT 16","5","","","","6"
"Other","1990","Hamburg","Couple + C. LE 16 ","1","","","","6"
"Other","1990","Hamburg","1-pers.-HH","2","","","","6"
"Other","1990","Hamburg","(Married) couple without C. ","1","","","","6"
"Other","1990","Hamburg","Single parent ","1","","","","6"
"Other","1990","Rhineland-Palatinate,Saarland","Single parent ","4","","","","6"
"Other","1990","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","5","","","","6"
"Other","1990","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","13","","","","6"
"Other","1990","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","7","","","","6"
"Other","1990","Baden-Württemberg","1-pers.-HH","7","","","","6"
"Other","1990","Baden-Württemberg","(Married) couple without C. ","7","","","","6"
"Other","1990","Baden-Württemberg","Single parent ","8","","","","6"
"Other","1990","Baden-Württemberg","Couple + C. LE 16 ","15","","","","6"
"Other","1990","Baden-Württemberg","Couple + C. GT 16 ","39","0.103393684639698","0.0749767846167292","0.131810584662666","6"
"Other","1990","Baden-Württemberg","Couple + C. LE and GT 16","24","","","","6"
"Other","1990","Bavaria","1-pers.-HH","4","","","","6"
"Other","1990","Bavaria","(Married) couple without C. ","7","","","","6"
"Other","1990","Hesse","Couple + C. LE and GT 16","14","","","","6"
"Other","1990","Rhineland-Palatinate,Saarland","1-pers.-HH","1","","","","6"
"Other","1990","Rhineland-Palatinate,Saarland","(Married) couple without C. ","6","","","","6"
"Other","1990","Hesse","Single parent ","6","","","","6"
"Other","1990","Hesse","Couple + C. LE 16 ","6","","","","6"
"Other","1990","Hesse","Couple + C. GT 16 ","18","","","","6"
"Other","1990","North Rhine-Westphalia","Couple + C. LE and GT 16","27","","","","6"
"Other","1990","Hesse","1-pers.-HH","3","","","","6"
"Other","1990","Hesse","(Married) couple without C. ","4","","","","6"
"Other","1990","North Rhine-Westphalia","Single parent ","17","","","","6"
"Other","1990","North Rhine-Westphalia","Couple + C. LE 16 ","15","","","","6"
"Other","1990","North Rhine-Westphalia","Couple + C. GT 16 ","64","0.104529841487997","0.0792802565318129","0.12977942644418","6"
"Other","1990","Bremen","Couple + C. LE and GT 16","2","","","","6"
"Other","1990","North Rhine-Westphalia","1-pers.-HH","3","","","","6"
"Other","1990","North Rhine-Westphalia","(Married) couple without C. ","14","","","","6"
"Other","1990","Bremen","Single parent ","","","","","6"
"Other","1990","Bremen","Couple + C. LE 16 ","2","","","","6"
"Other","1990","Bremen","Couple + C. GT 16 ","3","","","","6"
"Other","1990","Lower Saxony","Couple + C. LE and GT 16","6","","","","6"
"Other","1990","Bremen","1-pers.-HH","1","","","","6"
"Other","1990","Bremen","(Married) couple without C. ","","","","","6"
"Other","1990","Lower Saxony","Single parent ","4","","","","6"
"Other","1990","Lower Saxony","Couple + C. LE 16 ","6","","","","6"
"Other","1990","Lower Saxony","Couple + C. GT 16 ","23","","","","6"
"Other","1990","Hamburg","Couple + C. LE and GT 16","","","","","6"
"Other","1990","Lower Saxony","1-pers.-HH","1","","","","6"
"Other","1990","Lower Saxony","(Married) couple without C. ","4","","","","6"
"Other","1990","Hamburg","Couple + C. GT 16 ","2","","","","6"
"Other","1990","Bavaria","Single parent ","7","","","","6"
"Other","1990","Bavaria","Couple + C. LE 16 ","9","","","","6"
"Other","1990","Bavaria","Couple + C. GT 16 ","30","0.0748168900661263","0.0472538102566426","0.10237996987561","6"
"Other","1990","Bavaria","Couple + C. LE and GT 16","18","","","","6"
"Other","1990","Berlin","1-pers.-HH","4","","","","6"
"Other","1990","Berlin","(Married) couple without C. ","2","","","","6"
"Other","1990","Berlin","Single parent ","4","","","","6"
"Other","1990","Berlin","Couple + C. LE 16 ","2","","","","6"
"Other","1990","Berlin","Couple + C. GT 16 ","5","","","","6"
"Other","1990","Berlin","Couple + C. LE and GT 16","8","","","","6"
"Other","1990","Brandenburg","1-pers.-HH","","","","","6"
"Other","1990","Brandenburg","(Married) couple without C. ","1","","","","6"
"Other","1990","Brandenburg","Single parent ","1","","","","6"
"Other","1990","Brandenburg","Couple + C. LE 16 ","","","","","6"
"Other","1990","Brandenburg","Couple + C. GT 16 ","10","","","","6"
"Other","1990","Brandenburg","Couple + C. LE and GT 16","6","","","","6"
"Other","1990","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","6"
"Other","1990","Mecklenburg-Western Pomerania","(Married) couple without C. ","1","","","","6"
"Other","1990","Mecklenburg-Western Pomerania","Single parent ","2","","","","6"
"Other","1990","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","1","","","","6"
"Other","1990","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","14","","","","6"
"Other","1990","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","5","","","","6"
"Other","1990","Saxony","1-pers.-HH","3","","","","6"
"Other","1990","Saxony","(Married) couple without C. ","1","","","","6"
"Other","1990","Saxony","Single parent ","4","","","","6"
"Other","1990","Saxony","Couple + C. LE 16 ","1","","","","6"
"Other","1990","Saxony","Couple + C. GT 16 ","13","","","","6"
"Other","1990","Saxony","Couple + C. LE and GT 16","14","","","","6"
"Other","1990","Saxony-Anhalt","1-pers.-HH","","","","","6"
"Other","1990","Saxony-Anhalt","(Married) couple without C. ","2","","","","6"
"Other","1990","Saxony-Anhalt","Single parent ","3","","","","6"
"Other","1990","Saxony-Anhalt","Couple + C. LE 16 ","","","","","6"
"Other","1990","Saxony-Anhalt","Couple + C. GT 16 ","15","","","","6"
"Other","1990","Saxony-Anhalt","Couple + C. LE and GT 16","9","","","","6"
"Other","1990","Thuringia","1-pers.-HH","1","","","","6"
"Other","1990","Thuringia","(Married) couple without C. ","1","","","","6"
"Other","1990","Thuringia","Single parent ","1","","","","6"
"Other","1990","Thuringia","Couple + C. LE 16 ","","","","","6"
"Other","1990","Thuringia","Couple + C. GT 16 ","10","","","","6"
"Other","1990","Thuringia","Couple + C. LE and GT 16","5","","","","6"
"Part-time","1990","Schleswig-Holstein","1-pers.-HH","1","","","","2"
"Part-time","1990","Schleswig-Holstein","(Married) couple without C. ","6","","","","2"
"Part-time","1990","Schleswig-Holstein","Couple + C. GT 16 ","5","","","","2"
"Part-time","1990","Schleswig-Holstein","Single parent ","2","","","","2"
"Part-time","1990","Schleswig-Holstein","Couple + C. LE 16 ","11","","","","2"
"Part-time","1990","Schleswig-Holstein","Couple + C. LE and GT 16","5","","","","2"
"Part-time","1990","Lower Saxony","Couple + C. GT 16 ","15","","","","2"
"Part-time","1990","Hamburg","1-pers.-HH","1","","","","2"
"Part-time","1990","Hamburg","(Married) couple without C. ","4","","","","2"
"Part-time","1990","Hamburg","Single parent ","","","","","2"
"Part-time","1990","Hamburg","Couple + C. LE 16 ","3","","","","2"
"Part-time","1990","Hamburg","Couple + C. GT 16 ","2","","","","2"
"Part-time","1990","Hamburg","Couple + C. LE and GT 16","","","","","2"
"Part-time","1990","Lower Saxony","1-pers.-HH","5","","","","2"
"Part-time","1990","Lower Saxony","Couple + C. LE 16 ","24","","","","2"
"Part-time","1990","Bremen","Single parent ","","","","","2"
"Part-time","1990","Lower Saxony","Single parent ","7","","","","2"
"Part-time","1990","Bremen","(Married) couple without C. ","1","","","","2"
"Part-time","1990","Lower Saxony","(Married) couple without C. ","12","","","","2"
"Part-time","1990","Bremen","1-pers.-HH","","","","","2"
"Part-time","1990","Lower Saxony","Couple + C. LE and GT 16","6","","","","2"
"Part-time","1990","Bremen","Couple + C. LE 16 ","1","","","","2"
"Part-time","1990","Bremen","Couple + C. LE and GT 16","","","","","2"
"Part-time","1990","North Rhine-Westphalia","1-pers.-HH","6","","","","2"
"Part-time","1990","North Rhine-Westphalia","(Married) couple without C. ","36","0.0638530322081449","0.0444191716776165","0.0832868927386733","2"
"Part-time","1990","North Rhine-Westphalia","Couple + C. LE 16 ","66","0.126665419549391","0.0994801571026558","0.153850681996127","2"
"Part-time","1990","Bremen","Couple + C. GT 16 ","","","","","2"
"Part-time","1990","North Rhine-Westphalia","Couple + C. GT 16 ","32","0.0699817882447308","0.0489271985004878","0.0910363779889738","2"
"Part-time","1990","North Rhine-Westphalia","Couple + C. LE and GT 16","16","","","","2"
"Part-time","1990","North Rhine-Westphalia","Single parent ","5","","","","2"
"Part-time","1990","Hesse","Single parent ","6","","","","2"
"Part-time","1990","Hesse","Couple + C. LE 16 ","23","","","","2"
"Part-time","1990","Hesse","(Married) couple without C. ","12","","","","2"
"Part-time","1990","Hesse","1-pers.-HH","2","","","","2"
"Part-time","1990","Rhineland-Palatinate,Saarland","(Married) couple without C. ","4","","","","2"
"Part-time","1990","Rhineland-Palatinate,Saarland","Single parent ","2","","","","2"
"Part-time","1990","Rhineland-Palatinate,Saarland","1-pers.-HH","4","","","","2"
"Part-time","1990","Hesse","Couple + C. GT 16 ","20","","","","2"
"Part-time","1990","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","16","","","","2"
"Part-time","1990","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","11","","","","2"
"Part-time","1990","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","2","","","","2"
"Part-time","1990","Baden-Württemberg","1-pers.-HH","2","","","","2"
"Part-time","1990","Baden-Württemberg","(Married) couple without C. ","30","0.075177905513593","0.048201177814853","0.102154633212333","2"
"Part-time","1990","Baden-Württemberg","Single parent ","8","","","","2"
"Part-time","1990","Hesse","Couple + C. LE and GT 16","9","","","","2"
"Part-time","1990","Baden-Württemberg","Couple + C. LE 16 ","53","0.16454110132133","0.130054027198707","0.199028175443953","2"
"Part-time","1990","Baden-Württemberg","Couple + C. GT 16 ","29","","","","2"
"Part-time","1990","Baden-Württemberg","Couple + C. LE and GT 16","19","","","","2"
"Part-time","1990","Bavaria","Single parent ","9","","","","2"
"Part-time","1990","Bavaria","1-pers.-HH","4","","","","2"
"Part-time","1990","Bavaria","(Married) couple without C. ","24","","","","2"
"Part-time","1990","Bavaria","Couple + C. LE 16 ","53","0.176130146682136","0.13622212283562","0.216038170528651","2"
"Part-time","1990","Bavaria","Couple + C. GT 16 ","28","","","","2"
"Part-time","1990","Berlin","1-pers.-HH","5","","","","2"
"Part-time","1990","Berlin","(Married) couple without C. ","15","","","","2"
"Part-time","1990","Bavaria","Couple + C. LE and GT 16","11","","","","2"
"Part-time","1990","Berlin","Single parent ","6","","","","2"
"Part-time","1990","Berlin","Couple + C. GT 16 ","7","","","","2"
"Part-time","1990","Berlin","Couple + C. LE and GT 16","3","","","","2"
"Part-time","1990","Brandenburg","1-pers.-HH","2","","","","2"
"Part-time","1990","Berlin","Couple + C. LE 16 ","16","","","","2"
"Part-time","1990","Brandenburg","(Married) couple without C. ","11","","","","2"
"Part-time","1990","Brandenburg","Single parent ","3","","","","2"
"Part-time","1990","Brandenburg","Couple + C. LE 16 ","19","","","","2"
"Part-time","1990","Brandenburg","Couple + C. GT 16 ","8","","","","2"
"Part-time","1990","Brandenburg","Couple + C. LE and GT 16","5","","","","2"
"Part-time","1990","Mecklenburg-Western Pomerania","(Married) couple without C. ","12","","","","2"
"Part-time","1990","Mecklenburg-Western Pomerania","Single parent ","1","","","","2"
"Part-time","1990","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","14","","","","2"
"Part-time","1990","Thuringia","(Married) couple without C. ","14","","","","2"
"Part-time","1990","Thuringia","Single parent ","1","","","","2"
"Part-time","1990","Thuringia","Couple + C. GT 16 ","12","","","","2"
"Part-time","1990","Thuringia","Couple + C. LE and GT 16","7","","","","2"
"Part-time","1990","Mecklenburg-Western Pomerania","1-pers.-HH","3","","","","2"
"Part-time","1990","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","4","","","","2"
"Part-time","1990","Saxony","1-pers.-HH","2","","","","2"
"Part-time","1990","Saxony","(Married) couple without C. ","40","0.121754972372547","0.086203498220917","0.157306446524177","2"
"Part-time","1990","Saxony-Anhalt","(Married) couple without C. ","13","","","","2"
"Part-time","1990","Saxony-Anhalt","Single parent ","4","","","","2"
"Part-time","1990","Saxony-Anhalt","Couple + C. GT 16 ","15","","","","2"
"Part-time","1990","Saxony-Anhalt","Couple + C. LE and GT 16","3","","","","2"
"Part-time","1990","Thuringia","1-pers.-HH","2","","","","2"
"Part-time","1990","Thuringia","Couple + C. LE 16 ","35","0.13906475235123","0.0959135012307693","0.18221600347169","2"
"Part-time","1990","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","10","","","","2"
"Part-time","1990","Saxony","Single parent ","2","","","","2"
"Part-time","1990","Saxony","Couple + C. GT 16 ","24","","","","2"
"Part-time","1990","Saxony","Couple + C. LE and GT 16","7","","","","2"
"Part-time","1990","Saxony-Anhalt","1-pers.-HH","3","","","","2"
"Part-time","1990","Saxony-Anhalt","Couple + C. LE 16 ","28","","","","2"
"Part-time","1990","Saxony","Couple + C. LE 16 ","55","0.114419672109896","0.0848441503315712","0.143995193888221","2"
"Full-time","1991","Schleswig-Holstein","1-pers.-HH","15","","","","1"
"Full-time","1991","Schleswig-Holstein","(Married) couple without C. ","36","0.366334440851375","0.26330119659528","0.46936768510747","1"
"Full-time","1991","Schleswig-Holstein","Single parent ","4","","","","1"
"Full-time","1991","Schleswig-Holstein","Couple + C. LE 16 ","37","0.490190293681351","0.377053500945444","0.603327086417259","1"
"Full-time","1991","Schleswig-Holstein","Couple + C. GT 16 ","12","","","","1"
"Full-time","1991","Schleswig-Holstein","Couple + C. LE and GT 16","14","","","","1"
"Full-time","1991","Hamburg","1-pers.-HH","22","","","","1"
"Full-time","1991","Hamburg","(Married) couple without C. ","22","","","","1"
"Full-time","1991","Hamburg","Single parent ","2","","","","1"
"Full-time","1991","Hamburg","Couple + C. LE 16 ","18","","","","1"
"Full-time","1991","Hamburg","Couple + C. GT 16 ","4","","","","1"
"Full-time","1991","Hamburg","Couple + C. LE and GT 16","5","","","","1"
"Full-time","1991","Lower Saxony","1-pers.-HH","48","0.357023354497149","0.265380342644953","0.448666366349344","1"
"Full-time","1991","Lower Saxony","(Married) couple without C. ","131","0.400870768160362","0.343468173388382","0.458273362932342","1"
"Full-time","1991","Lower Saxony","Single parent ","17","","","","1"
"Full-time","1991","Lower Saxony","Couple + C. LE 16 ","88","0.508975982178568","0.435118964080344","0.582833000276791","1"
"Full-time","1991","Lower Saxony","Couple + C. GT 16 ","91","0.426055348268348","0.359490004702327","0.492620691834369","1"
"Full-time","1991","Lower Saxony","Couple + C. LE and GT 16","31","0.383362735104958","0.278763411636726","0.487962058573191","1"
"Full-time","1991","Bremen","1-pers.-HH","7","","","","1"
"Full-time","1991","Bremen","(Married) couple without C. ","9","","","","1"
"Full-time","1991","Bremen","Single parent ","1","","","","1"
"Full-time","1991","Bremen","Couple + C. LE 16 ","8","","","","1"
"Full-time","1991","Bremen","Couple + C. GT 16 ","7","","","","1"
"Full-time","1991","Bremen","Couple + C. LE and GT 16","2","","","","1"
"Full-time","1991","North Rhine-Westphalia","1-pers.-HH","118","0.37339163951098","0.316118208986184","0.430665070035775","1"
"Full-time","1991","North Rhine-Westphalia","(Married) couple without C. ","286","0.417912638676917","0.378708389671299","0.457116887682534","1"
"Full-time","1991","North Rhine-Westphalia","Single parent ","46","0.382177632877119","0.296650936869511","0.467704328884728","1"
"Full-time","1991","North Rhine-Westphalia","Couple + C. LE 16 ","318","0.522912527308038","0.482813070393801","0.563011984222275","1"
"Full-time","1991","North Rhine-Westphalia","Couple + C. GT 16 ","236","0.427547985738958","0.386826976055379","0.468268995422537","1"
"Full-time","1991","North Rhine-Westphalia","Couple + C. LE and GT 16","93","0.390123065868067","0.32802246011042","0.452223671625714","1"
"Full-time","1991","Hesse","1-pers.-HH","36","0.253641860921603","0.167935196022041","0.339348525821165","1"
"Full-time","1991","Hesse","(Married) couple without C. ","108","0.351670248733016","0.292480857028412","0.41085964043762","1"
"Full-time","1991","Hesse","Single parent ","19","","","","1"
"Full-time","1991","Hesse","Couple + C. LE 16 ","131","0.586890461521612","0.521377178867213","0.65240374417601","1"
"Full-time","1991","Hesse","Couple + C. GT 16 ","95","0.452278774139154","0.381132517383967","0.52342503089434","1"
"Full-time","1991","Hesse","Couple + C. LE and GT 16","50","0.460084626222313","0.356538276040524","0.563630976404101","1"
"Full-time","1991","Rhineland-Palatinate,Saarland","1-pers.-HH","29","","","","1"
"Full-time","1991","Rhineland-Palatinate,Saarland","(Married) couple without C. ","75","0.383162653425062","0.309207070730841","0.457118236119284","1"
"Full-time","1991","Rhineland-Palatinate,Saarland","Single parent ","18","","","","1"
"Full-time","1991","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","75","0.504647327033866","0.423267767679801","0.586026886387931","1"
