"erwst","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Other","2009","Not Employed","no degree/no degree yet","57","0.0821216470732273","0.0592182479362771","0.105025046210177"
"Other","2009","Employed","lower secondary degree","312","0.114183359234316","0.102133600216061","0.126233118252571"
"Other","2009","Employed","secondary school degree","390","0.0961834151887768","0.0870428875375372","0.105323942840016"
"Other","2009","Employed","college entrance qualification","346","0.116797260636082","0.106369154588157","0.127225366684007"
"Other","2009","Employed","Other degree","68","0.18382810104028","0.148584046056514","0.219072156024046"
"Other","2009","Employed","no degree/no degree yet","40","0.327578190564736","0.247208771611973","0.407947609517499"
"Full-time","2010","Not Employed","lower secondary degree","15","","",""
"Full-time","2010","Not Employed","secondary school degree","27","","",""
"Full-time","2010","Not Employed","college entrance qualification","27","","",""
"Full-time","2010","Not Employed","Other degree","6","","",""
"Full-time","2010","Not Employed","no degree/no degree yet","3","","",""
"Full-time","2010","Employed","lower secondary degree","1978","0.600758391328303","0.58428207985904","0.617234702797566"
"Full-time","2010","Employed","secondary school degree","3107","0.63219626389397","0.619473212729882","0.644919315058058"
"Full-time","2010","Employed","college entrance qualification","3142","0.647648819948501","0.634666200754246","0.660631439142756"
"Full-time","2010","Employed","Other degree","509","0.518972280090864","0.486756456527075","0.551188103654653"
"Full-time","2010","Employed","no degree/no degree yet","62","0.319479063989715","0.258004720248609","0.380953407730821"
"Part-time","2010","Not Employed","lower secondary degree","27","","",""
"Part-time","2010","Not Employed","secondary school degree","45","0.00860249243838247","0.00454296050413634","0.0126620243726286"
"Part-time","2010","Not Employed","college entrance qualification","42","0.0100225421897058","0.00516898186584725","0.0148761025135644"
"Part-time","2010","Not Employed","Other degree","9","","",""
"Part-time","2010","Not Employed","no degree/no degree yet","2","","",""
"Part-time","2010","Employed","lower secondary degree","538","0.162447835592555","0.150038313135268","0.174857358049841"
"Part-time","2010","Employed","secondary school degree","1163","0.168706883204939","0.15882588691476","0.178587879495119"
"Part-time","2010","Employed","college entrance qualification","1030","0.159574453328381","0.149621866630796","0.169527040025965"
"Part-time","2010","Employed","Other degree","148","0.184896987966389","0.159865695612501","0.209928280320276"
"Part-time","2010","Employed","no degree/no degree yet","20","","",""
"Non-working","2010","Not Employed","lower secondary degree","3444","0.983402542633482","0.979185043765833","0.987620041501132"
"Non-working","2010","Not Employed","secondary school degree","1839","0.948327289628215","0.93859646498886","0.958058114267571"
"Non-working","2010","Not Employed","college entrance qualification","1510","0.957726929915547","0.947922743125482","0.967531116705612"
"Non-working","2010","Not Employed","Other degree","643","0.972922230561725","0.960595256480314","0.985249204643136"
"Non-working","2010","Not Employed","no degree/no degree yet","744","0.902379955757209","0.882450634238383","0.922309277276034"
"Non-working","2010","Employed","lower secondary degree","437","0.118187743535831","0.107326827455793","0.12904865961587"
"Non-working","2010","Employed","secondary school degree","641","0.0876215564457866","0.0801613605349331","0.0950817523566401"
"Non-working","2010","Employed","college entrance qualification","591","0.0820147821494479","0.0745577060360354","0.0894718582628603"
"Non-working","2010","Employed","Other degree","138","0.123248466561491","0.10205309009677","0.144443843026212"
"Non-working","2010","Employed","no degree/no degree yet","73","0.334985278495187","0.272758051990911","0.397212504999464"
"Other","2010","Not Employed","lower secondary degree","39","0.00845098111873423","0.00542908736745985","0.0114728748700086"
"Other","2010","Not Employed","secondary school degree","77","0.0293320854849328","0.0219147707238517","0.0367494002460138"
"Other","2010","Not Employed","college entrance qualification","39","0.0163331554572368","0.010157004579639","0.0225093063348345"
"Other","2010","Not Employed","Other degree","8","","",""
"Other","2010","Not Employed","no degree/no degree yet","103","0.0931336505185889","0.0736193382519987","0.112647962785179"
"Other","2010","Employed","lower secondary degree","441","0.118606029543311","0.107728491935578","0.129483567151045"
"Other","2010","Employed","secondary school degree","607","0.111475296455304","0.103171411677437","0.11977918123317"
"Other","2010","Employed","college entrance qualification","438","0.110761944573671","0.102232731377686","0.119291157769656"
"Other","2010","Employed","Other degree","129","0.172882265381256","0.148500171778118","0.197264358984395"
"Other","2010","Employed","no degree/no degree yet","66","0.26956135208888","0.211059092690662","0.328063611487097"
"Full-time","2011","Not Employed","lower secondary degree","16","","",""
"Full-time","2011","Not Employed","secondary school degree","26","","",""
"Full-time","2011","Not Employed","college entrance qualification","31","0.0168713926589429","0.0111285731995006","0.0226142121183852"
"Full-time","2011","Not Employed","Other degree","3","","",""
"Full-time","2011","Not Employed","no degree/no degree yet","4","","",""
"Full-time","2011","Employed","lower secondary degree","2298","0.609470150608288","0.594187962361813","0.624752338854764"
"Full-time","2011","Employed","secondary school degree","3719","0.647133058015549","0.635433883077938","0.658832232953161"
"Full-time","2011","Employed","college entrance qualification","3729","0.655729871278051","0.643749510806171","0.66771023174993"
"Full-time","2011","Employed","Other degree","612","0.556842437856189","0.527592600454913","0.586092275257466"
"Full-time","2011","Employed","no degree/no degree yet","92","0.3983454555291","0.340484543051117","0.456206368007083"
"Part-time","2011","Not Employed","lower secondary degree","20","","",""
"Part-time","2011","Not Employed","secondary school degree","56","0.00831300008211423","0.0046263125268954","0.0119996876373331"
"Part-time","2011","Not Employed","college entrance qualification","62","0.0182737736972925","0.012301305474972","0.024246241919613"
"Part-time","2011","Not Employed","Other degree","15","","",""
"Part-time","2011","Not Employed","no degree/no degree yet","","","",""
"Part-time","2011","Employed","lower secondary degree","677","0.152683950501385","0.141417123697647","0.163950777305123"
"Part-time","2011","Employed","secondary school degree","1496","0.172405845703625","0.163158062159005","0.181653629248245"
"Part-time","2011","Employed","college entrance qualification","1297","0.15703807354504","0.14786395833438","0.1662121887557"
"Part-time","2011","Employed","Other degree","214","0.186592958672862","0.163653677740061","0.209532239605664"
"Part-time","2011","Employed","no degree/no degree yet","40","0.110376744326377","0.0733407850631864","0.147412703589568"
"Non-working","2011","Not Employed","lower secondary degree","4218","0.985295576153179","0.981708735312","0.988882416994358"
"Non-working","2011","Not Employed","secondary school degree","2162","0.948123946517979","0.939118896012057","0.9571289970239"
"Non-working","2011","Not Employed","college entrance qualification","1800","0.946244229336709","0.936187455160684","0.956301003512734"
"Non-working","2011","Not Employed","Other degree","744","0.977779605977393","0.967415449844458","0.988143762110329"
"Non-working","2011","Not Employed","no degree/no degree yet","927","0.895980858936145","0.877541751151139","0.91441996672115"
"Non-working","2011","Employed","lower secondary degree","476","0.12426736133175","0.113933883448466","0.134600839215034"
"Non-working","2011","Employed","secondary school degree","540","0.0830632353548456","0.0763066530751146","0.0898198176345766"
"Non-working","2011","Employed","college entrance qualification","541","0.0941950699445946","0.086829791719316","0.101560348169873"
"Non-working","2011","Employed","Other degree","145","0.112216770983858","0.0936318566742267","0.130801685293489"
"Non-working","2011","Employed","no degree/no degree yet","68","0.232069973247375","0.182175545630731","0.281964400864019"
"Other","2011","Not Employed","lower secondary degree","72","0.00732050425696032","0.0047802343820882","0.00986077413183244"
"Other","2011","Not Employed","secondary school degree","86","0.031296553014337","0.0242266442936915","0.0383664617349825"
"Other","2011","Not Employed","college entrance qualification","39","0.0186106043070558","0.0125843778454293","0.0246368307686823"
"Other","2011","Not Employed","Other degree","15","","",""
"Other","2011","Not Employed","no degree/no degree yet","122","0.0958363249175073","0.0780567035252806","0.113615946309734"
"Other","2011","Employed","lower secondary degree","464","0.113578537558577","0.103639359397823","0.123517715719332"
"Other","2011","Employed","secondary school degree","654","0.0973978609259799","0.0901388768466822","0.104656845005278"
"Other","2011","Employed","college entrance qualification","475","0.0930369852323147","0.0857124455925224","0.100361524872107"
"Other","2011","Employed","Other degree","137","0.144347832487091","0.123654426815181","0.165041238159"
"Other","2011","Employed","no degree/no degree yet","75","0.259207826897148","0.207416863197092","0.310998790597204"
"Full-time","2012","Not Employed","lower secondary degree","50","0.00917871022535834","0.00628943539462443","0.0120679850560922"
"Full-time","2012","Not Employed","secondary school degree","55","0.0282991039382545","0.0215309366703685","0.0350672712061404"
"Full-time","2012","Not Employed","college entrance qualification","45","0.0219633913767426","0.0152919375913598","0.0286348451621254"
"Full-time","2012","Not Employed","Other degree","9","","",""
"Full-time","2012","Not Employed","no degree/no degree yet","5","","",""
"Full-time","2012","Employed","lower secondary degree","2179","0.605459284310402","0.589923598829848","0.620994969790956"
"Full-time","2012","Employed","secondary school degree","3521","0.628915713966233","0.616917784785362","0.640913643147105"
"Full-time","2012","Employed","college entrance qualification","3693","0.65930672217836","0.64731054661164","0.67130289774508"
"Full-time","2012","Employed","Other degree","639","0.578816509444607","0.55007909519121","0.607553923698004"
"Full-time","2012","Employed","no degree/no degree yet","92","0.36032022049198","0.305348426599725","0.415292014384235"
"Part-time","2012","Not Employed","lower secondary degree","20","","",""
"Part-time","2012","Not Employed","secondary school degree","53","0.00997317777277266","0.00591754428707936","0.014028811258466"
"Part-time","2012","Not Employed","college entrance qualification","47","0.0142413107530805","0.00884802396342033","0.0196345975427406"
"Part-time","2012","Not Employed","Other degree","14","","",""
"Part-time","2012","Not Employed","no degree/no degree yet","3","","",""
"Part-time","2012","Employed","lower secondary degree","694","0.160272072897476","0.148610953014063","0.171933192780889"
"Part-time","2012","Employed","secondary school degree","1508","0.180483854034741","0.170932350859217","0.190035357210264"
"Part-time","2012","Employed","college entrance qualification","1300","0.16053921671622","0.151247241240902","0.169831192191538"
"Part-time","2012","Employed","Other degree","231","0.198320488691937","0.175113128228307","0.221527849155567"
"Part-time","2012","Employed","no degree/no degree yet","41","0.13212984166311","0.0933557068609539","0.170903976465267"
"Non-working","2012","Not Employed","lower secondary degree","4061","0.981419950805861","0.977328745906456","0.985511155705267"
"Non-working","2012","Not Employed","secondary school degree","2125","0.943934080595771","0.934544661006996","0.953323500184546"
"Non-working","2012","Not Employed","college entrance qualification","1727","0.946675471352384","0.936448258351657","0.956902684353112"
"Non-working","2012","Not Employed","Other degree","693","0.967727654547812","0.954899146006061","0.980556163089563"
"Non-working","2012","Not Employed","no degree/no degree yet","889","0.885925611889554","0.866687916248811","0.905163307530297"
"Non-working","2012","Employed","lower secondary degree","451","0.112779304697289","0.102724524689654","0.122834084704923"
"Non-working","2012","Employed","secondary school degree","517","0.0876834011541552","0.0806590652558766","0.0947077370524337"
"Non-working","2012","Employed","college entrance qualification","483","0.0847302844042649","0.0776815498270604","0.0917790189814694"
"Non-working","2012","Employed","Other degree","121","0.104500601881235","0.086695944995137","0.122305258767333"
"Non-working","2012","Employed","no degree/no degree yet","70","0.223876205486959","0.176147050154763","0.271605360819154"
"Other","2012","Not Employed","lower secondary degree","54","0.00629737927462556","0.00390070782313519","0.00869405072611594"
"Other","2012","Not Employed","secondary school degree","73","0.0177936376932017","0.0123978831792102","0.0231893922071931"
"Other","2012","Not Employed","college entrance qualification","35","0.0171198265177925","0.0112151896596124","0.0230244633759726"
"Other","2012","Not Employed","Other degree","13","","",""
"Other","2012","Not Employed","no degree/no degree yet","152","0.105534354774367","0.0869417983162722","0.124126911232462"
"Other","2012","Employed","lower secondary degree","478","0.121489338094833","0.111104860921561","0.131873815268106"
"Other","2012","Employed","secondary school degree","682","0.102917030844871","0.0953707368789291","0.110463324810813"
"Other","2012","Employed","college entrance qualification","520","0.0954237767011543","0.0879872838702833","0.102860269532025"
"Other","2012","Employed","Other degree","143","0.118362399982221","0.099560856784316","0.137163943180127"
"Other","2012","Employed","no degree/no degree yet","90","0.283673732357951","0.232058334325162","0.33528913039074"
"Full-time","2013","Not Employed","lower secondary degree","269","0.0323105453399839","0.0270558975563769","0.0375651931235909"
"Full-time","2013","Not Employed","secondary school degree","275","0.0663146788729497","0.0569410217360742","0.0756883360098251"
"Full-time","2013","Not Employed","college entrance qualification","341","0.0885645853142746","0.0770481298066112","0.100081040821938"
"Full-time","2013","Not Employed","Other degree","1181","0.298728675857036","0.28274254889478","0.314714802819292"
"Full-time","2013","Not Employed","no degree/no degree yet","72","0.0353401861912208","0.0259901413340998","0.0446902310483418"
"Full-time","2013","Employed","lower secondary degree","1946","0.580186634218448","0.563808220265835","0.596565048171061"
"Full-time","2013","Employed","secondary school degree","3271","0.62329833192972","0.610892983001097","0.635703680858342"
"Full-time","2013","Employed","college entrance qualification","3451","0.657017759559644","0.644773456447195","0.669262062672094"
"Full-time","2013","Employed","Other degree","549","0.551385524000895","0.520575263238368","0.582195784763421"
"Full-time","2013","Employed","no degree/no degree yet","77","0.296861669656813","0.243251962000107","0.350471377313518"
"Part-time","2013","Not Employed","lower secondary degree","71","0.00681693716616205","0.00437174632498089","0.0092621280073432"
"Part-time","2013","Not Employed","secondary school degree","106","0.019695941963178","0.0144614716475175","0.0249304122788385"
"Part-time","2013","Not Employed","college entrance qualification","115","0.0316349538345081","0.0245403362244929","0.0387295714445233"
"Part-time","2013","Not Employed","Other degree","398","0.0868263961377464","0.0769916235279987","0.096661168747494"
"Part-time","2013","Not Employed","no degree/no degree yet","35","0.0198158374987284","0.0127583154938177","0.0268733595036392"
"Part-time","2013","Employed","lower secondary degree","622","0.156612032486675","0.144550954762796","0.168673110210555"
"Part-time","2013","Employed","secondary school degree","1467","0.197284167706718","0.187096160072099","0.207472175341337"
"Part-time","2013","Employed","college entrance qualification","1332","0.169393015110052","0.159717920069705","0.179068110150398"
"Part-time","2013","Employed","Other degree","203","0.19581531343997","0.171232460800132","0.220398166079807"
"Part-time","2013","Employed","no degree/no degree yet","45","0.15109387543054","0.109069694932422","0.193118055928659"
"Non-working","2013","Not Employed","lower secondary degree","3860","0.945591159223153","0.938850693560992","0.952331624885314"
"Non-working","2013","Not Employed","secondary school degree","2118","0.872109777159584","0.859528978476425","0.884690575842743"
"Non-working","2013","Not Employed","college entrance qualification","1759","0.838408945093536","0.823489164131694","0.853328726055378"
"Non-working","2013","Not Employed","Other degree","1342","0.55973889025862","0.542400464471873","0.577077316045367"
"Non-working","2013","Not Employed","no degree/no degree yet","1182","0.82617011098441","0.806979484602528","0.845360737366291"
"Non-working","2013","Employed","lower secondary degree","415","0.126064526516837","0.115049235247846","0.137079817785827"
"Non-working","2013","Employed","secondary school degree","459","0.0769884397623492","0.0701638184241916","0.0838130611005068"
"Non-working","2013","Employed","college entrance qualification","457","0.0752179132491468","0.0684150765488278","0.0820207499494658"
"Non-working","2013","Employed","Other degree","112","0.12302099030619","0.102673293346479","0.143368687265901"
"Non-working","2013","Employed","no degree/no degree yet","65","0.217411873923417","0.169010883776894","0.26581286406994"
"Other","2013","Not Employed","lower secondary degree","150","0.0152813582707012","0.0116359974525603","0.0189267190888421"
"Other","2013","Not Employed","secondary school degree","208","0.0418796020042885","0.034333628444766","0.049425575563811"
"Other","2013","Not Employed","college entrance qualification","123","0.0413915157576816","0.0333172667816755","0.0494657647336877"
"Other","2013","Not Employed","Other degree","228","0.0547060377465972","0.0467634351560028","0.0626486403371916"
"Other","2013","Not Employed","no degree/no degree yet","209","0.118673865325641","0.102296725660211","0.135051004991072"
"Other","2013","Employed","lower secondary degree","505","0.13713680677804","0.125720967620636","0.148552645935445"
"Other","2013","Employed","secondary school degree","664","0.102429060601213","0.0946664425702964","0.110191678632129"
"Other","2013","Employed","college entrance qualification","534","0.0983713120811576","0.090689604089992","0.106053020072323"
"Other","2013","Employed","Other degree","137","0.129778172252946","0.108959795429019","0.150596549076872"
"Other","2013","Employed","no degree/no degree yet","92","0.33463258098923","0.279264322159579","0.390000839818882"
"Full-time","2014","Not Employed","lower secondary degree","61","0.00992353464147005","0.0066887707728954","0.0131582985100447"
"Full-time","2014","Not Employed","secondary school degree","57","0.0211371054083168","0.0150198794258418","0.0272543313907918"
"Full-time","2014","Not Employed","college entrance qualification","54","0.0222292851842512","0.0152941570084934","0.029164413360009"
"Full-time","2014","Not Employed","Other degree","57","0.0610614253075804","0.0467810943439354","0.0753417562712254"
"Full-time","2014","Not Employed","no degree/no degree yet","4","","",""
"Full-time","2014","Employed","lower secondary degree","1872","0.574952698983004","0.558294356675176","0.591611041290832"
"Full-time","2014","Employed","secondary school degree","3079","0.60953584258769","0.596654459300691","0.622417225874688"
"Full-time","2014","Employed","college entrance qualification","3407","0.645631951808391","0.633246026243006","0.658017877373777"
"Full-time","2014","Employed","Other degree","1265","0.562756825193956","0.542173278410551","0.583340371977361"
"Full-time","2014","Employed","no degree/no degree yet","108","0.307338622553294","0.259001240519655","0.355676004586933"
"Part-time","2014","Not Employed","lower secondary degree","13","","",""
"Part-time","2014","Not Employed","secondary school degree","49","0.017805939161915","0.0121818534697276","0.0234300248541024"
"Part-time","2014","Not Employed","college entrance qualification","41","0.019573700228405","0.0130571586092484","0.0260902418475615"
"Part-time","2014","Not Employed","Other degree","35","0.0140417339037688","0.00702434010343777","0.0210591277040999"
"Part-time","2014","Not Employed","no degree/no degree yet","3","","",""
"Part-time","2014","Employed","lower secondary degree","605","0.164105423591528","0.151624856678084","0.176585990504972"
"Part-time","2014","Employed","secondary school degree","1332","0.205691384874207","0.195018668232067","0.216364101516348"
"Part-time","2014","Employed","college entrance qualification","1271","0.167365634481849","0.157699140389586","0.177032128574112"
"Part-time","2014","Employed","Other degree","453","0.181271352429313","0.165285607216572","0.197257097642053"
"Part-time","2014","Employed","no degree/no degree yet","41","0.117984741411661","0.0841887617147565","0.151780721108566"
"Non-working","2014","Not Employed","lower secondary degree","3468","0.976585927921901","0.971651137349618","0.981520718494183"
"Non-working","2014","Not Employed","secondary school degree","1920","0.934593270289469","0.924078655244158","0.94510788533478"
"Non-working","2014","Not Employed","college entrance qualification","1586","0.933944372940222","0.922260451040128","0.945628294840317"
"Non-working","2014","Not Employed","Other degree","955","0.905827872622181","0.888408991954254","0.923246753290107"
"Non-working","2014","Not Employed","no degree/no degree yet","943","0.892767801357329","0.874424822112092","0.911110780602565"
"Non-working","2014","Employed","lower secondary degree","394","0.117895389715306","0.107028492750791","0.12876228667982"
"Non-working","2014","Employed","secondary school degree","418","0.0768908010453528","0.0698562558585646","0.083925346232141"
"Non-working","2014","Employed","college entrance qualification","439","0.075546751555928","0.0687035543794341","0.0823899487324219"
"Non-working","2014","Employed","Other degree","241","0.120512125001361","0.107002956884892","0.13402129311783"
"Non-working","2014","Employed","no degree/no degree yet","99","0.261101671316546","0.215085419938852","0.30711792269424"
"Other","2014","Not Employed","lower secondary degree","65","0.0115398072139803","0.0080543970874691","0.0150252173404914"
"Other","2014","Not Employed","secondary school degree","98","0.0264636851402996","0.0196375941457929","0.0332897761348063"
"Other","2014","Not Employed","college entrance qualification","55","0.0242526416471214","0.0170162602654932","0.0314890230287497"
"Other","2014","Not Employed","Other degree","33","0.0190689681664701","0.0109121825681952","0.027225753764745"
"Other","2014","Not Employed","no degree/no degree yet","143","0.101823278480383","0.0838948408099661","0.119751716150801"
"Other","2014","Employed","lower secondary degree","512","0.143046487710163","0.131248326580995","0.15484464883933"
"Other","2014","Employed","secondary school degree","681","0.10788197149275","0.0996905761518957","0.116073366833605"
"Other","2014","Employed","college entrance qualification","612","0.111455662153831","0.10330675630755","0.119604568000113"
"Other","2014","Employed","Other degree","272","0.13545969737537","0.121259447769995","0.149659946980745"
"Other","2014","Employed","no degree/no degree yet","102","0.313574964718499","0.264969923334577","0.362180006102421"
"Full-time","2015","Not Employed","lower secondary degree","37","0.00660906072893189","0.00388629105461163","0.00933183040325215"
"Full-time","2015","Not Employed","secondary school degree","55","0.0196818307677202","0.0136688829753719","0.0256947785600685"
"Full-time","2015","Not Employed","college entrance qualification","81","0.0327112596736805","0.0244127054381383","0.0410098139092227"
"Full-time","2015","Not Employed","Other degree","646","0.184599520789324","0.168328210020764","0.200870831557884"
"Full-time","2015","Not Employed","no degree/no degree yet","41","0.0172934894234427","0.00954375978083932","0.025043219066046"
"Full-time","2015","Employed","lower secondary degree","1704","0.577825488509485","0.560362797753649","0.595288179265321"
"Full-time","2015","Employed","secondary school degree","2925","0.618866645820661","0.60573061681575","0.632002674825572"
"Full-time","2015","Employed","college entrance qualification","3203","0.633159914949309","0.620399849248345","0.645919980650274"
"Full-time","2015","Employed","Other degree","1081","0.555610502899734","0.533521959534779","0.57769904626469"
"Full-time","2015","Employed","no degree/no degree yet","95","0.336182866987827","0.282091706656919","0.390274027318735"
"Part-time","2015","Not Employed","lower secondary degree","16","","",""
"Part-time","2015","Not Employed","secondary school degree","21","","",""
"Part-time","2015","Not Employed","college entrance qualification","42","0.0163336996481816","0.0104202362189249","0.0222471630774382"
"Part-time","2015","Not Employed","Other degree","157","0.0416663672572662","0.0332858088390443","0.0500469256754881"
"Part-time","2015","Not Employed","no degree/no degree yet","22","","",""
"Part-time","2015","Employed","lower secondary degree","563","0.165466783064346","0.152328335973056","0.178605230155635"
"Part-time","2015","Employed","secondary school degree","1312","0.20664734312416","0.195695804603448","0.217598881644872"
"Part-time","2015","Employed","college entrance qualification","1285","0.182094496476174","0.171876687314831","0.192312305637516"
"Part-time","2015","Employed","Other degree","422","0.216666955081533","0.198353532174661","0.234980377988405"
"Part-time","2015","Employed","no degree/no degree yet","45","0.127847096100878","0.0896125419400963","0.166081650261659"
"Non-working","2015","Not Employed","lower secondary degree","3278","0.978558511839883","0.973691058487407","0.983425965192359"
"Non-working","2015","Not Employed","secondary school degree","1870","0.937768340711319","0.927310918703639","0.948225762718999"
"Non-working","2015","Not Employed","college entrance qualification","1572","0.927234944518543","0.915116913389537","0.939352975647548"
"Non-working","2015","Not Employed","Other degree","1245","0.72654140177523","0.707847595000398","0.745235208550061"
"Non-working","2015","Not Employed","no degree/no degree yet","862","0.818802166623386","0.795904073841788","0.841700259404985"
"Non-working","2015","Employed","lower secondary degree","362","0.111857515529887","0.10071352542123","0.123001505638544"
"Non-working","2015","Employed","secondary school degree","413","0.0727656518301946","0.0657400254661542","0.0797912781942351"
"Non-working","2015","Employed","college entrance qualification","466","0.0819209091076407","0.0746599290890137","0.0891818891262678"
"Non-working","2015","Employed","Other degree","217","0.107779832509129","0.0939948972511367","0.12156476776712"
"Non-working","2015","Employed","no degree/no degree yet","85","0.297875787806085","0.245511059129372","0.350240516482798"
"Other","2015","Not Employed","lower secondary degree","71","0.0131127914097157","0.00929016133115608","0.0169354214882753"
"Other","2015","Not Employed","secondary school degree","104","0.0352833923000197","0.0272968976564575","0.0432698869435818"
"Other","2015","Not Employed","college entrance qualification","70","0.0237200961595951","0.0166207045385548","0.0308194877806354"
"Other","2015","Not Employed","Other degree","136","0.0471927101781803","0.0382994342142265","0.0560859861421341"
"Other","2015","Not Employed","no degree/no degree yet","162","0.14261345980422","0.121825976774935","0.163400942833505"
"Other","2015","Employed","lower secondary degree","444","0.144850212896282","0.132406571821801","0.157293853970763"
"Other","2015","Employed","secondary school degree","601","0.101720359224984","0.0935444360341365","0.109896282415831"
"Other","2015","Employed","college entrance qualification","526","0.102824679466876","0.0947830297257891","0.110866329207963"
"Other","2015","Employed","Other degree","224","0.119942709509604","0.105500210018549","0.134385209000659"
"Other","2015","Employed","no degree/no degree yet","68","0.23809424910521","0.189325753424603","0.286862744785817"
"Full-time","2016","Not Employed","lower secondary degree","19","","",""
"Full-time","2016","Not Employed","secondary school degree","27","","",""
"Full-time","2016","Not Employed","college entrance qualification","24","","",""
"Full-time","2016","Not Employed","Other degree","130","0.0296406736923559","0.0239028467917267","0.0353785005929852"
"Full-time","2016","Not Employed","no degree/no degree yet","41","0.00898095623156307","0.00533638779461855","0.0126255246685076"
"Full-time","2016","Employed","lower secondary degree","1593","0.570677949854401","0.552534153746654","0.588821745962149"
"Full-time","2016","Employed","secondary school degree","2685","0.620968265613805","0.607259356345876","0.634677174881735"
"Full-time","2016","Employed","college entrance qualification","3078","0.644816963935919","0.631877804458345","0.657756123413493"
"Full-time","2016","Employed","Other degree","1335","0.563308799959634","0.543122431097793","0.583495168821475"
"Full-time","2016","Employed","no degree/no degree yet","114","0.396582829369733","0.342301986902644","0.450863671836822"
"Part-time","2016","Not Employed","lower secondary degree","16","","",""
"Part-time","2016","Not Employed","secondary school degree","29","","",""
"Part-time","2016","Not Employed","college entrance qualification","35","0.024391042490303","0.0168158569586309","0.031966228021975"
"Part-time","2016","Not Employed","Other degree","93","0.0211894394840128","0.016317003157257","0.0260618758107685"
"Part-time","2016","Not Employed","no degree/no degree yet","39","0.0122116160558781","0.00796872043648874","0.0164545116752675"
"Part-time","2016","Employed","lower secondary degree","559","0.18876954465137","0.1744252531995","0.203113836103239"
"Part-time","2016","Employed","secondary school degree","1236","0.208343022480618","0.196867078630042","0.219818966331194"
"Part-time","2016","Employed","college entrance qualification","1247","0.181073458610977","0.170661999383251","0.191484917838703"
"Part-time","2016","Employed","Other degree","484","0.207354917828952","0.190854525466431","0.223855310191473"
"Part-time","2016","Employed","no degree/no degree yet","46","0.144322760380741","0.105329172485786","0.183316348275696"
"Non-working","2016","Not Employed","lower secondary degree","2989","0.982900745330964","0.978325289905106","0.987476200756822"
"Non-working","2016","Not Employed","secondary school degree","1792","0.946922717610031","0.936941516371805","0.956903918848257"
"Non-working","2016","Not Employed","college entrance qualification","1474","0.935600685055476","0.923546826459445","0.947654543651506"
"Non-working","2016","Not Employed","Other degree","2962","0.913834911929804","0.904341186747241","0.923328637112367"
"Non-working","2016","Not Employed","no degree/no degree yet","2334","0.901520399858708","0.890009620289931","0.913031179427486"
"Non-working","2016","Employed","lower secondary degree","303","0.112447158425055","0.100867056944109","0.124027259906001"
"Non-working","2016","Employed","secondary school degree","348","0.0730664321747365","0.0657126007826959","0.0804202635667772"
"Non-working","2016","Employed","college entrance qualification","430","0.0765399331647606","0.0693518212506489","0.0837280450788722"
"Non-working","2016","Employed","Other degree","245","0.114593555828912","0.101629253393186","0.127557858264638"
"Non-working","2016","Employed","no degree/no degree yet","63","0.171198282614375","0.129401214684466","0.212995350544284"
"Other","2016","Not Employed","lower secondary degree","60","0.0111356742593424","0.0074321301596227","0.0148392183590621"
"Other","2016","Not Employed","secondary school degree","90","0.0292962374183409","0.0217883027576919","0.03680417207899"
"Other","2016","Not Employed","college entrance qualification","60","0.0304173504082972","0.0219841327157788","0.0388505681008156"
"Other","2016","Not Employed","Other degree","171","0.0353349748938274","0.0290886038990536","0.0415813458886013"
"Other","2016","Not Employed","no degree/no degree yet","160","0.0772870278538504","0.0669705740906104","0.0876034816170903"
"Other","2016","Employed","lower secondary degree","404","0.128105347069174","0.115854767112732","0.140355927025616"
"Other","2016","Employed","secondary school degree","542","0.0976222797308401","0.0892354260311608","0.106009133430519"
"Other","2016","Employed","college entrance qualification","500","0.097569644288344","0.0895468447755038","0.105592443801184"
"Other","2016","Employed","Other degree","255","0.114742726382502","0.101771081491116","0.127714371273888"
"Other","2016","Employed","no degree/no degree yet","89","0.287896127635151","0.237654884189339","0.338137371080964"
"Full-time","2017","Not Employed","lower secondary degree","30","0.0082243052323321","0.00502748396119517","0.011421126503469"
"Full-time","2017","Not Employed","secondary school degree","28","","",""
"Full-time","2017","Not Employed","college entrance qualification","33","0.0166327017857345","0.010698122349813","0.022567281221656"
"Full-time","2017","Not Employed","Other degree","195","0.0440728503638956","0.037480485704911","0.0506652150228802"
"Full-time","2017","Not Employed","no degree/no degree yet","91","0.0140949607932745","0.0100086983867752","0.0181812231997737"
"Full-time","2017","Employed","lower secondary degree","1718","0.572576907662338","0.555207089504933","0.589946725819743"
"Full-time","2017","Employed","secondary school degree","3259","0.632402685143324","0.619770099363695","0.645035270922952"
"Full-time","2017","Employed","college entrance qualification","3639","0.628284358099615","0.616246444243904","0.640322271955326"
"Full-time","2017","Employed","Other degree","1317","0.565191717722768","0.545174337131695","0.58520909831384"
"Full-time","2017","Employed","no degree/no degree yet","137","0.394130764149115","0.346242652338926","0.442018875959303"
"Part-time","2017","Not Employed","lower secondary degree","17","","",""
"Part-time","2017","Not Employed","secondary school degree","30","0.0146066632080831","0.00948277995251306","0.0197305464636531"
"Part-time","2017","Not Employed","college entrance qualification","32","0.0193630863076412","0.0129688000430782","0.0257573725722042"
