"erwst","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Non-working","1995","Thuringia","lower secondary degree","169","0.692551483114665","0.636570558099299","0.748532408130031"
"Non-working","1995","Thuringia","secondary school degree","70","0.29812901425642","0.247125556695242","0.349132471817598"
"Non-working","1995","Thuringia","college entrance qualification","","","",""
"Non-working","1995","Thuringia","Other degree","","","",""
"Non-working","1995","Thuringia","no degree/no degree yet","","","",""
"Other","1995","Schleswig-Holstein","lower secondary degree","","","",""
"Other","1995","Schleswig-Holstein","secondary school degree","","","",""
"Other","1995","Schleswig-Holstein","college entrance qualification","","","",""
"Other","1995","Schleswig-Holstein","Other degree","","","",""
"Other","1995","Schleswig-Holstein","no degree/no degree yet","","","",""
"Other","1995","Hamburg","lower secondary degree","","","",""
"Other","1995","Hamburg","secondary school degree","","","",""
"Other","1995","Hamburg","college entrance qualification","","","",""
"Other","1995","Hamburg","Other degree","","","",""
"Other","1995","Hamburg","no degree/no degree yet","","","",""
"Other","1995","Lower Saxony","lower secondary degree","","","",""
"Other","1995","Lower Saxony","secondary school degree","","","",""
"Other","1995","Lower Saxony","college entrance qualification","","","",""
"Other","1995","Lower Saxony","Other degree","","","",""
"Other","1995","Lower Saxony","no degree/no degree yet","","","",""
"Other","1995","Bremen","lower secondary degree","","","",""
"Other","1995","Bremen","secondary school degree","","","",""
"Other","1995","Bremen","college entrance qualification","","","",""
"Other","1995","Bremen","Other degree","","","",""
"Other","1995","Bremen","no degree/no degree yet","","","",""
"Other","1995","North Rhine-Westphalia","lower secondary degree","43","0.0376304047560784","0.0261144290890236","0.0491463804231332"
"Other","1995","North Rhine-Westphalia","secondary school degree","43","0.063157132084329","0.0418361273445005","0.0844781368241576"
"Other","1995","North Rhine-Westphalia","college entrance qualification","38","0.0857958998118164","0.0597456762322155","0.111846123391417"
"Other","1995","North Rhine-Westphalia","Other degree","","","",""
"Other","1995","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Other","1995","Hesse","lower secondary degree","","","",""
"Other","1995","Hesse","secondary school degree","","","",""
"Other","1995","Hesse","college entrance qualification","","","",""
"Other","1995","Hesse","Other degree","","","",""
"Other","1995","Hesse","no degree/no degree yet","","","",""
"Other","1995","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Other","1995","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Other","1995","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Other","1995","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Other","1995","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Other","1995","Baden-Württemberg","lower secondary degree","51","0.0455984842659174","0.0307377278817108","0.060459240650124"
"Other","1995","Baden-Württemberg","secondary school degree","","","",""
"Other","1995","Baden-Württemberg","college entrance qualification","","","",""
"Other","1995","Baden-Württemberg","Other degree","","","",""
"Other","1995","Baden-Württemberg","no degree/no degree yet","","","",""
"Other","1995","Bavaria","lower secondary degree","51","0.0518685455820398","0.0361333503936986","0.067603740770381"
"Other","1995","Bavaria","secondary school degree","","","",""
"Other","1995","Bavaria","college entrance qualification","","","",""
"Other","1995","Bavaria","Other degree","","","",""
"Other","1995","Bavaria","no degree/no degree yet","","","",""
"Other","1995","Berlin","lower secondary degree","","","",""
"Other","1995","Berlin","secondary school degree","","","",""
"Other","1995","Berlin","college entrance qualification","","","",""
"Other","1995","Berlin","Other degree","","","",""
"Other","1995","Berlin","no degree/no degree yet","","","",""
"Other","1995","Brandenburg","lower secondary degree","","","",""
"Other","1995","Brandenburg","secondary school degree","","","",""
"Other","1995","Brandenburg","college entrance qualification","","","",""
"Other","1995","Brandenburg","Other degree","","","",""
"Other","1995","Brandenburg","no degree/no degree yet","","","",""
"Other","1995","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Other","1995","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Other","1995","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Other","1995","Mecklenburg-Western Pomerania","Other degree","","","",""
"Other","1995","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Other","1995","Saxony","lower secondary degree","","","",""
"Other","1995","Saxony","secondary school degree","33","0.0518138270660886","0.0321280186145639","0.0714996355176134"
"Other","1995","Saxony","college entrance qualification","","","",""
"Other","1995","Saxony","Other degree","","","",""
"Other","1995","Saxony","no degree/no degree yet","","","",""
"Other","1995","Saxony-Anhalt","lower secondary degree","","","",""
"Other","1995","Saxony-Anhalt","secondary school degree","","","",""
"Other","1995","Saxony-Anhalt","college entrance qualification","","","",""
"Other","1995","Saxony-Anhalt","Other degree","","","",""
"Other","1995","Saxony-Anhalt","no degree/no degree yet","","","",""
"Other","1995","Thuringia","lower secondary degree","","","",""
"Other","1995","Thuringia","secondary school degree","","","",""
"Other","1995","Thuringia","college entrance qualification","","","",""
"Other","1995","Thuringia","Other degree","","","",""
"Other","1995","Thuringia","no degree/no degree yet","","","",""
"Full-time","1996","Schleswig-Holstein","lower secondary degree","56","0.392058116758684","0.310897199276456","0.473219034240912"
"Full-time","1996","Schleswig-Holstein","secondary school degree","35","0.387934064246512","0.281156217048347","0.494711911444678"
"Full-time","1996","Schleswig-Holstein","college entrance qualification","","","",""
"Full-time","1996","Schleswig-Holstein","Other degree","","","",""
"Full-time","1996","Schleswig-Holstein","no degree/no degree yet","","","",""
"Full-time","1996","Hamburg","lower secondary degree","","","",""
"Full-time","1996","Hamburg","secondary school degree","","","",""
"Full-time","1996","Hamburg","college entrance qualification","","","",""
"Full-time","1996","Hamburg","Other degree","","","",""
"Full-time","1996","Hamburg","no degree/no degree yet","","","",""
"Full-time","1996","Lower Saxony","lower secondary degree","172","0.336665651663531","0.292559979579449","0.380771323747614"
"Full-time","1996","Lower Saxony","secondary school degree","131","0.46648708715472","0.405964132961599","0.52701004134784"
"Full-time","1996","Lower Saxony","college entrance qualification","82","0.535451604478412","0.457684640955316","0.613218568001508"
"Full-time","1996","Lower Saxony","Other degree","44","0.473683301192699","0.375327924553122","0.572038677832277"
"Full-time","1996","Lower Saxony","no degree/no degree yet","","","",""
"Full-time","1996","Bremen","lower secondary degree","","","",""
"Full-time","1996","Bremen","secondary school degree","","","",""
"Full-time","1996","Bremen","college entrance qualification","","","",""
"Full-time","1996","Bremen","Other degree","","","",""
"Full-time","1996","Bremen","no degree/no degree yet","","","",""
"Full-time","1996","North Rhine-Westphalia","lower secondary degree","419","0.346416512132119","0.317343486457167","0.375489537807071"
"Full-time","1996","North Rhine-Westphalia","secondary school degree","249","0.506563298609985","0.462740947530206","0.550385649689763"
"Full-time","1996","North Rhine-Westphalia","college entrance qualification","243","0.527521198884447","0.480873215363068","0.574169182405826"
"Full-time","1996","North Rhine-Westphalia","Other degree","125","0.412316629780516","0.354659077453089","0.469974182107943"
"Full-time","1996","North Rhine-Westphalia","no degree/no degree yet","53","0.166902702259506","0.118070801552408","0.215734602966604"
"Full-time","1996","Hesse","lower secondary degree","129","0.280681301541938","0.23477296069128","0.326589642392596"
"Full-time","1996","Hesse","secondary school degree","88","0.478450903463465","0.403797406540976","0.553104400385953"
"Full-time","1996","Hesse","college entrance qualification","82","0.543121009716333","0.462319298502093","0.623922720930572"
"Full-time","1996","Hesse","Other degree","58","0.427986521349925","0.336758753978917","0.519214288720932"
"Full-time","1996","Hesse","no degree/no degree yet","","","",""
"Full-time","1996","Rhineland-Palatinate,Saarland","lower secondary degree","150","0.373270965567192","0.32425198192637","0.422289949208013"
"Full-time","1996","Rhineland-Palatinate,Saarland","secondary school degree","48","0.385868231279482","0.295308130800505","0.476428331758459"
"Full-time","1996","Rhineland-Palatinate,Saarland","college entrance qualification","42","0.48103634585687","0.37015507191436","0.59191761979938"
"Full-time","1996","Rhineland-Palatinate,Saarland","Other degree","42","0.513075630298524","0.403547784360704","0.622603476236343"
"Full-time","1996","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Full-time","1996","Baden-Württemberg","lower secondary degree","319","0.346755259405525","0.312039315207148","0.381471203603902"
"Full-time","1996","Baden-Württemberg","secondary school degree","132","0.463299874912588","0.404364142660261","0.522235607164915"
"Full-time","1996","Baden-Württemberg","college entrance qualification","111","0.520538710470601","0.453915661216417","0.587161759724784"
"Full-time","1996","Baden-Württemberg","Other degree","130","0.576933544051674","0.514688095707352","0.639178992395996"
"Full-time","1996","Baden-Württemberg","no degree/no degree yet","59","0.330128593092018","0.263955030431913","0.396302155752124"
"Full-time","1996","Bavaria","lower secondary degree","325","0.369545199042725","0.33497770134832","0.404112696737131"
"Full-time","1996","Bavaria","secondary school degree","171","0.418842758695545","0.368019075146403","0.469666442244687"
"Full-time","1996","Bavaria","college entrance qualification","123","0.478858453434773","0.414715115170932","0.543001791698613"
"Full-time","1996","Bavaria","Other degree","98","0.526231272582294","0.452672753063987","0.5997897921006"
"Full-time","1996","Bavaria","no degree/no degree yet","","","",""
"Full-time","1996","Berlin","lower secondary degree","59","0.392959534977832","0.311765630305481","0.474153439650182"
"Full-time","1996","Berlin","secondary school degree","110","0.518181424663093","0.448049868562928","0.588312980763258"
"Full-time","1996","Berlin","college entrance qualification","64","0.533293139787819","0.444401586170449","0.62218469340519"
"Full-time","1996","Berlin","Other degree","","","",""
"Full-time","1996","Berlin","no degree/no degree yet","","","",""
"Full-time","1996","Brandenburg","lower secondary degree","52","0.225554661890084","0.165969451419928","0.285139872360239"
"Full-time","1996","Brandenburg","secondary school degree","170","0.575858593967796","0.518978231638059","0.632738956297534"
"Full-time","1996","Brandenburg","college entrance qualification","52","0.642033624713376","0.538897918027317","0.745169331399434"
"Full-time","1996","Brandenburg","Other degree","","","",""
"Full-time","1996","Brandenburg","no degree/no degree yet","","","",""
"Full-time","1996","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Full-time","1996","Mecklenburg-Western Pomerania","secondary school degree","117","0.561832422062498","0.493240403982049","0.630424440142946"
"Full-time","1996","Mecklenburg-Western Pomerania","college entrance qualification","33","0.477866642414303","0.350408917277278","0.605324367551328"
"Full-time","1996","Mecklenburg-Western Pomerania","Other degree","","","",""
"Full-time","1996","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Full-time","1996","Saxony","lower secondary degree","109","0.213309146196773","0.173560275113193","0.253058017280353"
"Full-time","1996","Saxony","secondary school degree","312","0.603524861773148","0.560035251218914","0.647014472327381"
"Full-time","1996","Saxony","college entrance qualification","106","0.611722901265722","0.537360333679941","0.686085468851504"
"Full-time","1996","Saxony","Other degree","","","",""
"Full-time","1996","Saxony","no degree/no degree yet","","","",""
"Full-time","1996","Saxony-Anhalt","lower secondary degree","82","0.240604755223868","0.18854714242795","0.292662368019785"
"Full-time","1996","Saxony-Anhalt","secondary school degree","169","0.550615494876207","0.494232809287489","0.606998180464925"
"Full-time","1996","Saxony-Anhalt","college entrance qualification","58","0.620476686550279","0.516702243414732","0.724251129685826"
"Full-time","1996","Saxony-Anhalt","Other degree","","","",""
"Full-time","1996","Saxony-Anhalt","no degree/no degree yet","","","",""
"Full-time","1996","Thuringia","lower secondary degree","70","0.246340775216794","0.193764005529615","0.298917544903973"
"Full-time","1996","Thuringia","secondary school degree","192","0.569446947877021","0.51450415082479","0.624389744929251"
"Full-time","1996","Thuringia","college entrance qualification","40","0.614105159964557","0.494839898937075","0.733370420992039"
"Full-time","1996","Thuringia","Other degree","","","",""
"Full-time","1996","Thuringia","no degree/no degree yet","","","",""
"Part-time","1996","Schleswig-Holstein","lower secondary degree","","","",""
"Part-time","1996","Schleswig-Holstein","secondary school degree","","","",""
"Part-time","1996","Schleswig-Holstein","college entrance qualification","","","",""
"Part-time","1996","Schleswig-Holstein","Other degree","","","",""
"Part-time","1996","Schleswig-Holstein","no degree/no degree yet","","","",""
"Part-time","1996","Hamburg","lower secondary degree","","","",""
"Part-time","1996","Hamburg","secondary school degree","","","",""
"Part-time","1996","Hamburg","college entrance qualification","","","",""
"Part-time","1996","Hamburg","Other degree","","","",""
"Part-time","1996","Hamburg","no degree/no degree yet","","","",""
"Part-time","1996","Lower Saxony","lower secondary degree","41","0.0936711086384767","0.0664770181311371","0.120865199145816"
"Part-time","1996","Lower Saxony","secondary school degree","","","",""
"Part-time","1996","Lower Saxony","college entrance qualification","","","",""
"Part-time","1996","Lower Saxony","Other degree","","","",""
"Part-time","1996","Lower Saxony","no degree/no degree yet","","","",""
"Part-time","1996","Bremen","lower secondary degree","","","",""
"Part-time","1996","Bremen","secondary school degree","","","",""
"Part-time","1996","Bremen","college entrance qualification","","","",""
"Part-time","1996","Bremen","Other degree","","","",""
"Part-time","1996","Bremen","no degree/no degree yet","","","",""
"Part-time","1996","North Rhine-Westphalia","lower secondary degree","76","0.0639934020664091","0.0490397435703845","0.0789470605624337"
"Part-time","1996","North Rhine-Westphalia","secondary school degree","66","0.118531858484751","0.0901994205557226","0.146864296413779"
"Part-time","1996","North Rhine-Westphalia","college entrance qualification","47","0.119563881532447","0.0892479665266672","0.149879796538227"
"Part-time","1996","North Rhine-Westphalia","Other degree","","","",""
"Part-time","1996","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Part-time","1996","Hesse","lower secondary degree","38","0.0840805724657112","0.0557274661010152","0.112433678830407"
"Part-time","1996","Hesse","secondary school degree","","","",""
"Part-time","1996","Hesse","college entrance qualification","","","",""
"Part-time","1996","Hesse","Other degree","","","",""
"Part-time","1996","Hesse","no degree/no degree yet","","","",""
"Part-time","1996","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Part-time","1996","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Part-time","1996","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Part-time","1996","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Part-time","1996","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Part-time","1996","Baden-Württemberg","lower secondary degree","56","0.0802476048622021","0.0604309203450871","0.100064289379317"
"Part-time","1996","Baden-Württemberg","secondary school degree","","","",""
"Part-time","1996","Baden-Württemberg","college entrance qualification","","","",""
"Part-time","1996","Baden-Württemberg","Other degree","","","",""
"Part-time","1996","Baden-Württemberg","no degree/no degree yet","","","",""
"Part-time","1996","Bavaria","lower secondary degree","80","0.0899486146129682","0.069458830662834","0.110438398563102"
"Part-time","1996","Bavaria","secondary school degree","38","0.120864942836168","0.0872856318506016","0.154444253821735"
"Part-time","1996","Bavaria","college entrance qualification","","","",""
"Part-time","1996","Bavaria","Other degree","","","",""
"Part-time","1996","Bavaria","no degree/no degree yet","","","",""
"Part-time","1996","Berlin","lower secondary degree","","","",""
"Part-time","1996","Berlin","secondary school degree","","","",""
"Part-time","1996","Berlin","college entrance qualification","","","",""
"Part-time","1996","Berlin","Other degree","","","",""
"Part-time","1996","Berlin","no degree/no degree yet","","","",""
"Part-time","1996","Brandenburg","lower secondary degree","","","",""
"Part-time","1996","Brandenburg","secondary school degree","","","",""
"Part-time","1996","Brandenburg","college entrance qualification","","","",""
"Part-time","1996","Brandenburg","Other degree","","","",""
"Part-time","1996","Brandenburg","no degree/no degree yet","","","",""
"Part-time","1996","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Part-time","1996","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Part-time","1996","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Part-time","1996","Mecklenburg-Western Pomerania","Other degree","","","",""
"Part-time","1996","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Part-time","1996","Saxony","lower secondary degree","","","",""
"Part-time","1996","Saxony","secondary school degree","40","0.0857957584434859","0.0608966107528898","0.110694906134082"
"Part-time","1996","Saxony","college entrance qualification","","","",""
"Part-time","1996","Saxony","Other degree","","","",""
"Part-time","1996","Saxony","no degree/no degree yet","","","",""
"Part-time","1996","Saxony-Anhalt","lower secondary degree","","","",""
"Part-time","1996","Saxony-Anhalt","secondary school degree","","","",""
"Part-time","1996","Saxony-Anhalt","college entrance qualification","","","",""
"Part-time","1996","Saxony-Anhalt","Other degree","","","",""
"Part-time","1996","Saxony-Anhalt","no degree/no degree yet","","","",""
"Part-time","1996","Thuringia","lower secondary degree","","","",""
"Part-time","1996","Thuringia","secondary school degree","","","",""
"Part-time","1996","Thuringia","college entrance qualification","","","",""
"Part-time","1996","Thuringia","Other degree","","","",""
"Part-time","1996","Thuringia","no degree/no degree yet","","","",""
"Non-working","1996","Schleswig-Holstein","lower secondary degree","61","0.47027018005945","0.38729625744399","0.553244102674909"
"Non-working","1996","Schleswig-Holstein","secondary school degree","","","",""
"Non-working","1996","Schleswig-Holstein","college entrance qualification","","","",""
"Non-working","1996","Schleswig-Holstein","Other degree","","","",""
"Non-working","1996","Schleswig-Holstein","no degree/no degree yet","","","",""
"Non-working","1996","Hamburg","lower secondary degree","","","",""
"Non-working","1996","Hamburg","secondary school degree","","","",""
"Non-working","1996","Hamburg","college entrance qualification","","","",""
"Non-working","1996","Hamburg","Other degree","","","",""
"Non-working","1996","Hamburg","no degree/no degree yet","","","",""
"Non-working","1996","Lower Saxony","lower secondary degree","212","0.546355762538366","0.499890942486777","0.592820582589955"
"Non-working","1996","Lower Saxony","secondary school degree","82","0.368274081992559","0.309757660057238","0.42679050392788"
"Non-working","1996","Lower Saxony","college entrance qualification","49","0.305360503330872","0.23354706583598","0.377173940825763"
"Non-working","1996","Lower Saxony","Other degree","43","0.455752349166073","0.357646876788403","0.553857821543743"
"Non-working","1996","Lower Saxony","no degree/no degree yet","43","0.769492106768827","0.662027099951621","0.876957113586034"
"Non-working","1996","Bremen","lower secondary degree","35","0.749045824823238","0.630054743945789","0.868036905700687"
"Non-working","1996","Bremen","secondary school degree","","","",""
"Non-working","1996","Bremen","college entrance qualification","","","",""
"Non-working","1996","Bremen","Other degree","","","",""
"Non-working","1996","Bremen","no degree/no degree yet","","","",""
"Non-working","1996","North Rhine-Westphalia","lower secondary degree","482","0.55145793793379","0.521070212931178","0.581845662936402"
"Non-working","1996","North Rhine-Westphalia","secondary school degree","145","0.308428027735479","0.267946331729117","0.34890972374184"
"Non-working","1996","North Rhine-Westphalia","college entrance qualification","117","0.274635978770295","0.232931905618315","0.316340051922274"
"Non-working","1996","North Rhine-Westphalia","Other degree","131","0.487411911128298","0.428865348838098","0.545958473418499"
"Non-working","1996","North Rhine-Westphalia","no degree/no degree yet","156","0.769069309855634","0.713880929463814","0.824257690247455"
"Non-working","1996","Hesse","lower secondary degree","186","0.604330778578373","0.554370175446736","0.65429138171001"
"Non-working","1996","Hesse","secondary school degree","55","0.399443013444665","0.326246837210498","0.472639189678833"
"Non-working","1996","Hesse","college entrance qualification","39","0.277875024891257","0.205213818657057","0.350536231125458"
"Non-working","1996","Hesse","Other degree","43","0.438221611355272","0.346739057703583","0.529704165006961"
"Non-working","1996","Hesse","no degree/no degree yet","44","0.689463825579914","0.588697035762698","0.790230615397129"
"Non-working","1996","Rhineland-Palatinate,Saarland","lower secondary degree","179","0.534636653295796","0.484084723209354","0.585188583382238"
"Non-working","1996","Rhineland-Palatinate,Saarland","secondary school degree","38","0.438250050210814","0.345946350226407","0.530553750195221"
"Non-working","1996","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Non-working","1996","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Non-working","1996","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Non-working","1996","Baden-Württemberg","lower secondary degree","308","0.535381237098311","0.499001509928707","0.571760964267915"
"Non-working","1996","Baden-Württemberg","secondary school degree","86","0.360345093870801","0.303601881519022","0.41708830622258"
"Non-working","1996","Baden-Württemberg","college entrance qualification","67","0.300822109775183","0.239661763584209","0.361982455966158"
"Non-working","1996","Baden-Württemberg","Other degree","93","0.354686848588895","0.294410323312022","0.414963373865768"
"Non-working","1996","Baden-Württemberg","no degree/no degree yet","119","0.593163191628268","0.524036711730969","0.662289671525568"
"Non-working","1996","Bavaria","lower secondary degree","305","0.499015518581949","0.463207825313327","0.534823211850571"
"Non-working","1996","Bavaria","secondary school degree","121","0.385416759151607","0.335280784744454","0.43555273355876"
"Non-working","1996","Bavaria","college entrance qualification","72","0.355019808404567","0.293577204636037","0.416462412173097"
"Non-working","1996","Bavaria","Other degree","66","0.354320743204666","0.283856601852256","0.424784884557076"
"Non-working","1996","Bavaria","no degree/no degree yet","60","0.758901696963515","0.671016195795135","0.846787198131894"
"Non-working","1996","Berlin","lower secondary degree","74","0.58715288722511","0.505304350955778","0.669001423494442"
"Non-working","1996","Berlin","secondary school degree","63","0.390113760942779","0.321651563045386","0.458575958840172"
"Non-working","1996","Berlin","college entrance qualification","41","0.335037156648843","0.250936268480776","0.41913804481691"
"Non-working","1996","Berlin","Other degree","","","",""
"Non-working","1996","Berlin","no degree/no degree yet","","","",""
"Non-working","1996","Brandenburg","lower secondary degree","132","0.759373159554952","0.698431139664772","0.820315179445133"
"Non-working","1996","Brandenburg","secondary school degree","71","0.258416679086459","0.208033062389474","0.308800295783443"
"Non-working","1996","Brandenburg","college entrance qualification","","","",""
"Non-working","1996","Brandenburg","Other degree","","","",""
"Non-working","1996","Brandenburg","no degree/no degree yet","","","",""
"Non-working","1996","Mecklenburg-Western Pomerania","lower secondary degree","79","0.68894391623774","0.606117522488236","0.771770309987244"
"Non-working","1996","Mecklenburg-Western Pomerania","secondary school degree","61","0.344310769456614","0.278624531227466","0.409997007685762"
"Non-working","1996","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Non-working","1996","Mecklenburg-Western Pomerania","Other degree","","","",""
"Non-working","1996","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Non-working","1996","Saxony","lower secondary degree","271","0.740963805280607","0.698453254459085","0.783474356102129"
"Non-working","1996","Saxony","secondary school degree","104","0.262635549481226","0.223511138754034","0.301759960208417"
"Non-working","1996","Saxony","college entrance qualification","41","0.273115128811607","0.205130330604407","0.341099927018807"
"Non-working","1996","Saxony","Other degree","","","",""
"Non-working","1996","Saxony","no degree/no degree yet","35","0.942380167868446","0.867296359553905","1.01746397618299"
"Non-working","1996","Saxony-Anhalt","lower secondary degree","167","0.737080626900048","0.683468010606533","0.790693243193563"
"Non-working","1996","Saxony-Anhalt","secondary school degree","81","0.303235874824483","0.251134920570334","0.355336829078633"
"Non-working","1996","Saxony-Anhalt","college entrance qualification","","","",""
"Non-working","1996","Saxony-Anhalt","Other degree","","","",""
"Non-working","1996","Saxony-Anhalt","no degree/no degree yet","","","",""
"Non-working","1996","Thuringia","lower secondary degree","169","0.698055625061312","0.642035158014754","0.754076092107871"
"Non-working","1996","Thuringia","secondary school degree","77","0.295187433464716","0.24457507842372","0.345799788505712"
"Non-working","1996","Thuringia","college entrance qualification","","","",""
"Non-working","1996","Thuringia","Other degree","","","",""
"Non-working","1996","Thuringia","no degree/no degree yet","","","",""
"Other","1996","Schleswig-Holstein","lower secondary degree","","","",""
"Other","1996","Schleswig-Holstein","secondary school degree","","","",""
"Other","1996","Schleswig-Holstein","college entrance qualification","","","",""
"Other","1996","Schleswig-Holstein","Other degree","","","",""
"Other","1996","Schleswig-Holstein","no degree/no degree yet","","","",""
"Other","1996","Hamburg","lower secondary degree","","","",""
"Other","1996","Hamburg","secondary school degree","","","",""
"Other","1996","Hamburg","college entrance qualification","","","",""
"Other","1996","Hamburg","Other degree","","","",""
"Other","1996","Hamburg","no degree/no degree yet","","","",""
"Other","1996","Lower Saxony","lower secondary degree","","","",""
"Other","1996","Lower Saxony","secondary school degree","","","",""
"Other","1996","Lower Saxony","college entrance qualification","","","",""
"Other","1996","Lower Saxony","Other degree","","","",""
"Other","1996","Lower Saxony","no degree/no degree yet","","","",""
"Other","1996","Bremen","lower secondary degree","","","",""
"Other","1996","Bremen","secondary school degree","","","",""
"Other","1996","Bremen","college entrance qualification","","","",""
"Other","1996","Bremen","Other degree","","","",""
"Other","1996","Bremen","no degree/no degree yet","","","",""
"Other","1996","North Rhine-Westphalia","lower secondary degree","52","0.0381321478676817","0.0264305884343977","0.0498337073009657"
"Other","1996","North Rhine-Westphalia","secondary school degree","40","0.0664768151697862","0.0446414356161458","0.0883121947234267"
"Other","1996","North Rhine-Westphalia","college entrance qualification","33","0.078278940812811","0.0531806597636501","0.103377221861972"
"Other","1996","North Rhine-Westphalia","Other degree","","","",""
"Other","1996","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Other","1996","Hesse","lower secondary degree","","","",""
"Other","1996","Hesse","secondary school degree","","","",""
"Other","1996","Hesse","college entrance qualification","","","",""
"Other","1996","Hesse","Other degree","","","",""
"Other","1996","Hesse","no degree/no degree yet","","","",""
"Other","1996","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Other","1996","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Other","1996","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Other","1996","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Other","1996","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Other","1996","Baden-Württemberg","lower secondary degree","39","0.0376158986339614","0.0237374975982917","0.0514942996696311"
"Other","1996","Baden-Württemberg","secondary school degree","33","0.100851593638006","0.065260706269805","0.136442481006207"
"Other","1996","Baden-Württemberg","college entrance qualification","","","",""
"Other","1996","Baden-Württemberg","Other degree","","","",""
"Other","1996","Baden-Württemberg","no degree/no degree yet","","","",""
"Other","1996","Bavaria","lower secondary degree","39","0.0414906677623572","0.0272089460201969","0.0557723895045174"
"Other","1996","Bavaria","secondary school degree","32","0.0748755393166798","0.0477633948757956","0.101987683757564"
"Other","1996","Bavaria","college entrance qualification","","","",""
"Other","1996","Bavaria","Other degree","","","",""
"Other","1996","Bavaria","no degree/no degree yet","","","",""
"Other","1996","Berlin","lower secondary degree","","","",""
"Other","1996","Berlin","secondary school degree","","","",""
"Other","1996","Berlin","college entrance qualification","","","",""
"Other","1996","Berlin","Other degree","","","",""
"Other","1996","Berlin","no degree/no degree yet","","","",""
"Other","1996","Brandenburg","lower secondary degree","","","",""
"Other","1996","Brandenburg","secondary school degree","","","",""
"Other","1996","Brandenburg","college entrance qualification","","","",""
"Other","1996","Brandenburg","Other degree","","","",""
"Other","1996","Brandenburg","no degree/no degree yet","","","",""
"Other","1996","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Other","1996","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Other","1996","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Other","1996","Mecklenburg-Western Pomerania","Other degree","","","",""
"Other","1996","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Other","1996","Saxony","lower secondary degree","","","",""
"Other","1996","Saxony","secondary school degree","30","0.0480438303021406","0.0290305414984441","0.0670571191058372"
"Other","1996","Saxony","college entrance qualification","","","",""
"Other","1996","Saxony","Other degree","","","",""
"Other","1996","Saxony","no degree/no degree yet","","","",""
"Other","1996","Saxony-Anhalt","lower secondary degree","","","",""
"Other","1996","Saxony-Anhalt","secondary school degree","","","",""
"Other","1996","Saxony-Anhalt","college entrance qualification","","","",""
"Other","1996","Saxony-Anhalt","Other degree","","","",""
"Other","1996","Saxony-Anhalt","no degree/no degree yet","","","",""
"Other","1996","Thuringia","lower secondary degree","","","",""
"Other","1996","Thuringia","secondary school degree","","","",""
"Other","1996","Thuringia","college entrance qualification","","","",""
"Other","1996","Thuringia","Other degree","","","",""
"Other","1996","Thuringia","no degree/no degree yet","","","",""
"Full-time","1997","Schleswig-Holstein","lower secondary degree","54","0.37301557238475","0.289236612402321","0.456794532367179"
"Full-time","1997","Schleswig-Holstein","secondary school degree","36","0.402427465634939","0.29429062764643","0.510564303623447"
"Full-time","1997","Schleswig-Holstein","college entrance qualification","","","",""
"Full-time","1997","Schleswig-Holstein","Other degree","","","",""
"Full-time","1997","Schleswig-Holstein","no degree/no degree yet","","","",""
