"erwst","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Non-working","2002","North Rhine-Westphalia","2073","0.463622476578064","0.44964985137735","0.477595101778779"
"Non-working","2002","Hesse","632","0.440534108195627","0.416550763325141","0.464517453066113"
"Non-working","2002","Rhineland-Palatinate,Saarland","615","0.48655202975586","0.46019089405751","0.51291316545421"
"Non-working","2002","Baden-Württemberg","1098","0.415526082653748","0.397340456439734","0.433711708867763"
"Non-working","2002","Bavaria","1260","0.433417313492814","0.416440355816385","0.450394271169243"
"Non-working","2002","Berlin","348","0.453577279569943","0.419789855227169","0.487364703912716"
"Non-working","2002","Brandenburg","470","0.538282421813401","0.506909459540239","0.569655384086563"
"Non-working","2002","Mecklenburg-Western Pomerania","220","0.506159989271126","0.463146818836132","0.549173159706121"
"Non-working","2002","Saxony","734","0.50623904818897","0.482173707229968","0.530304389147971"
"Non-working","2002","Saxony-Anhalt","470","0.548966767952165","0.517717063741032","0.580216472163297"
"Non-working","2002","Thuringia","465","0.546642859112513","0.515330878021456","0.577954840203571"
"Other","2002","Schleswig-Holstein","56","0.0772326813459237","0.0578270603788425","0.0966383023130049"
"Other","2002","Hamburg","21","","",""
"Other","2002","Lower Saxony","126","0.0611345455848924","0.0506031742807511","0.0716659168890336"
"Other","2002","Bremen","12","","",""
"Other","2002","North Rhine-Westphalia","317","0.0582312690716864","0.0516696540827575","0.0647928840606152"
"Other","2002","Hesse","110","0.0622391364329097","0.0505680574889936","0.0739102153768259"
"Other","2002","Rhineland-Palatinate,Saarland","101","0.0735379783821914","0.0597715618620552","0.0873043949023275"
"Other","2002","Baden-Württemberg","203","0.0746298756627238","0.0649323565537669","0.0843273947716807"
"Other","2002","Bavaria","252","0.0744786438030677","0.065483995422639","0.0834732921834963"
"Other","2002","Berlin","45","0.0503243378714076","0.0354874862125803","0.0651611895302349"
"Other","2002","Brandenburg","70","0.0666565835040135","0.0509600235520894","0.0823531434559376"
"Other","2002","Mecklenburg-Western Pomerania","35","0.0473516555164275","0.0290791414713525","0.0656241695615025"
"Other","2002","Saxony","95","0.0649961523939135","0.0531300975557769","0.0768622072320501"
"Other","2002","Saxony-Anhalt","64","0.0572873928767768","0.0426929406528501","0.0718818451007036"
"Other","2002","Thuringia","48","0.0413129000151599","0.0287953377940836","0.0538304622362362"
"Full-time","2003","Schleswig-Holstein","260","0.374904259173159","0.338384352277467","0.411424166068851"
"Full-time","2003","Hamburg","127","0.382140564504492","0.326971404561605","0.437309724447378"
"Full-time","2003","Lower Saxony","747","0.357339147928616","0.335881527425106","0.378796768432127"
"Full-time","2003","Bremen","64","0.296591522126287","0.228724837716212","0.364458206536362"
"Full-time","2003","North Rhine-Westphalia","1806","0.369645573455222","0.355839530976929","0.383451615933515"
"Full-time","2003","Hesse","645","0.388598173515103","0.363972189997866","0.41322415703234"
"Full-time","2003","Rhineland-Palatinate,Saarland","480","0.334781674901608","0.309654631811172","0.359908717992044"
"Full-time","2003","Baden-Württemberg","1158","0.417292283720245","0.398716398250585","0.435868169189906"
"Full-time","2003","Bavaria","1306","0.395712294435866","0.37862200502683","0.412802583844901"
"Full-time","2003","Berlin","331","0.357789872430383","0.325198685605911","0.390381059254856"
"Full-time","2003","Brandenburg","356","0.338904748989721","0.308789543508481","0.369019954470961"
"Full-time","2003","Mecklenburg-Western Pomerania","205","0.347887257507503","0.307260540045516","0.38851397496949"
"Full-time","2003","Saxony","655","0.351188261152859","0.327958111324893","0.374418410980825"
"Full-time","2003","Saxony-Anhalt","353","0.316747632230711","0.286976597246113","0.346518667215308"
"Full-time","2003","Thuringia","378","0.357207845574857","0.326864664089171","0.387551027060543"
"Part-time","2003","Schleswig-Holstein","78","0.106355425552856","0.0830981712876169","0.129612679818095"
"Part-time","2003","Hamburg","34","0.0866706586048602","0.0547266280706655","0.118614689139055"
"Part-time","2003","Lower Saxony","213","0.100262041587941","0.0868134553559445","0.113710627819937"
"Part-time","2003","Bremen","19","","",""
"Part-time","2003","North Rhine-Westphalia","519","0.0950055976954937","0.0866190814876376","0.10339211390335"
"Part-time","2003","Hesse","185","0.107137444149","0.0915116252339268","0.122763263064074"
"Part-time","2003","Rhineland-Palatinate,Saarland","150","0.092875439445898","0.0774206765317613","0.108330202360035"
"Part-time","2003","Baden-Württemberg","274","0.0950847661377975","0.0840347379928427","0.106134794282752"
"Part-time","2003","Bavaria","368","0.0956173133345069","0.0853399394940444","0.105894687174969"
"Part-time","2003","Berlin","74","0.0940518700851695","0.0742054141975807","0.113898325972758"
"Part-time","2003","Brandenburg","74","0.0733877810783009","0.0567966545804327","0.0899789075761691"
"Part-time","2003","Mecklenburg-Western Pomerania","39","0.0623918387119655","0.0417615307245526","0.0830221466993784"
"Part-time","2003","Saxony","123","0.0709276220002186","0.0584349556831324","0.0834202883173047"
"Part-time","2003","Saxony-Anhalt","59","0.0542230374792049","0.0397308828723947","0.0687151920860151"
"Part-time","2003","Thuringia","73","0.0657666033775521","0.0500703595349866","0.0814628472201176"
"Non-working","2003","Schleswig-Holstein","282","0.430736769180669","0.393380908729476","0.468092629631861"
"Non-working","2003","Hamburg","122","0.465328132688349","0.408695952562839","0.521960312813859"
"Non-working","2003","Lower Saxony","829","0.484273446960294","0.461896263969962","0.506650629950627"
"Non-working","2003","Bremen","78","0.541835111832643","0.46780337454458","0.615866849120706"
"Non-working","2003","North Rhine-Westphalia","2055","0.474320750941338","0.460039030547427","0.488602471335249"
"Non-working","2003","Hesse","579","0.440414266793166","0.415333324592492","0.46549520899384"
"Non-working","2003","Rhineland-Palatinate,Saarland","624","0.484762245301842","0.45815213485688","0.511372355746804"
"Non-working","2003","Baden-Württemberg","1079","0.421909623141986","0.403305399622287","0.440513846661684"
"Non-working","2003","Bavaria","1235","0.438526240792462","0.421184196496304","0.455868285088621"
"Non-working","2003","Berlin","370","0.491896021726305","0.457905288590057","0.525886754862553"
"Non-working","2003","Brandenburg","453","0.525650986703971","0.493881314960146","0.557420658447797"
"Non-working","2003","Mecklenburg-Western Pomerania","248","0.533881668190704","0.491331456418815","0.576431879962594"
"Non-working","2003","Saxony","760","0.531672474228272","0.507388509333123","0.555956439123421"
"Non-working","2003","Saxony-Anhalt","478","0.57816898171296","0.546564889396861","0.609773074029058"
"Non-working","2003","Thuringia","444","0.519037228610797","0.487398405396317","0.550676051825277"
"Other","2003","Schleswig-Holstein","55","0.0880035460933166","0.0666316592726946","0.109375432913939"
"Other","2003","Hamburg","15","","",""
"Other","2003","Lower Saxony","127","0.0581253635231488","0.0476485375348313","0.0686021895114663"
"Other","2003","Bremen","13","","",""
"Other","2003","North Rhine-Westphalia","316","0.0610280779079457","0.0541814741235678","0.0678746816923235"
"Other","2003","Hesse","96","0.0638501155427302","0.0514982265828313","0.0762020045026291"
"Other","2003","Rhineland-Palatinate,Saarland","101","0.0875806403506518","0.0725291415857897","0.102632139115514"
"Other","2003","Baden-Württemberg","196","0.0657133269999714","0.0563792631377333","0.0750473908622094"
"Other","2003","Bavaria","236","0.0701441514371651","0.061218471439476","0.0790698314348542"
"Other","2003","Berlin","56","0.0562622357581428","0.0405953838148557","0.0719290877014298"
"Other","2003","Brandenburg","66","0.0620564832280067","0.0467068886955214","0.077406077760492"
"Other","2003","Mecklenburg-Western Pomerania","36","0.0558392355898273","0.0362542238414643","0.0754242473381903"
"Other","2003","Saxony","84","0.0462116426186499","0.0359946194664712","0.0564286657708287"
"Other","2003","Saxony-Anhalt","48","0.0508603485771249","0.0367998281245053","0.0649208690297445"
"Other","2003","Thuringia","63","0.0579883224367936","0.0431882530230843","0.0727883918505029"
"Full-time","2004","Schleswig-Holstein","251","0.356622462410265","0.320567044114147","0.392677880706382"
"Full-time","2004","Hamburg","116","0.376056936009502","0.321059905467547","0.431053966551457"
"Full-time","2004","Lower Saxony","721","0.357250369562206","0.335669677645378","0.378831061479033"
"Full-time","2004","Bremen","64","0.30663294563762","0.236908598133554","0.376357293141687"
"Full-time","2004","North Rhine-Westphalia","1763","0.374238285875347","0.36019409715664","0.388282474594054"
"Full-time","2004","Hesse","600","0.373292679082778","0.348371364587374","0.398213993578182"
"Full-time","2004","Rhineland-Palatinate,Saarland","477","0.348258411314668","0.322420046412106","0.374096776217229"
"Full-time","2004","Baden-Württemberg","1094","0.405117688826975","0.386334371025556","0.423901006628393"
"Full-time","2004","Bavaria","1238","0.388277302960272","0.371015196237804","0.405539409682741"
"Full-time","2004","Berlin","323","0.346992570840192","0.314251775447513","0.379733366232871"
"Full-time","2004","Brandenburg","321","0.297031591563306","0.267407556138379","0.326655626988233"
"Full-time","2004","Mecklenburg-Western Pomerania","207","0.341438584956915","0.300484340677385","0.382392829236444"
"Full-time","2004","Saxony","645","0.355962519159993","0.332353537508327","0.379571500811658"
"Full-time","2004","Saxony-Anhalt","352","0.290955717343282","0.261732755537992","0.320178679148571"
"Full-time","2004","Thuringia","363","0.338174748094598","0.308027701149745","0.368321795039451"
"Part-time","2004","Schleswig-Holstein","76","0.101428014618324","0.0787038124881852","0.124152216748462"
"Part-time","2004","Hamburg","30","0.0759337681326286","0.0458585362169621","0.106009000048295"
"Part-time","2004","Lower Saxony","204","0.0884762801971936","0.0756867227038906","0.101265837690497"
"Part-time","2004","Bremen","19","","",""
"Part-time","2004","North Rhine-Westphalia","479","0.0916110572029381","0.0832390822184393","0.0999830321874368"
"Part-time","2004","Hesse","179","0.118517152511989","0.101863428518264","0.135170876505713"
"Part-time","2004","Rhineland-Palatinate,Saarland","141","0.0853820932838074","0.0702262623662865","0.100537924201328"
"Part-time","2004","Baden-Württemberg","268","0.0934345666736613","0.0822988149032955","0.104570318444027"
"Part-time","2004","Bavaria","351","0.0892088154056231","0.0791125956871378","0.0993050351241084"
"Part-time","2004","Berlin","73","0.0960419167694995","0.075775609069902","0.116308224469097"
"Part-time","2004","Brandenburg","77","0.0899044217682554","0.0713601825331162","0.108448661003395"
"Part-time","2004","Mecklenburg-Western Pomerania","37","0.0804839525007109","0.0569887722587083","0.103979132742714"
"Part-time","2004","Saxony","126","0.0674167375236288","0.0550530727289584","0.0797804023182992"
"Part-time","2004","Saxony-Anhalt","65","0.0699543057122613","0.053543365190219","0.0863652462343035"
"Part-time","2004","Thuringia","66","0.0567351962875575","0.0419935624879704","0.0714768300871445"
"Non-working","2004","Schleswig-Holstein","302","0.470438273474412","0.432868129226277","0.508008417722546"
"Non-working","2004","Hamburg","132","0.479026291158014","0.422307425381358","0.53574515693467"
"Non-working","2004","Lower Saxony","825","0.491458294498428","0.468943669080257","0.513972919916598"
"Non-working","2004","Bremen","77","0.576475387865017","0.501757745120016","0.651193030610018"
"Non-working","2004","North Rhine-Westphalia","2001","0.466661082487279","0.452182685365998","0.481139479608561"
"Non-working","2004","Hesse","561","0.438667946889074","0.413100244793121","0.464235648985028"
"Non-working","2004","Rhineland-Palatinate,Saarland","596","0.495845660914278","0.468729293123477","0.522962028705079"
"Non-working","2004","Baden-Württemberg","1067","0.431321408263292","0.412371804968237","0.450271011558347"
"Non-working","2004","Bavaria","1228","0.448623282790128","0.431007148431711","0.466239417148544"
"Non-working","2004","Berlin","348","0.463795804411533","0.42949545152653","0.498096157296537"
"Non-working","2004","Brandenburg","455","0.542712476410475","0.510416042430606","0.575008910390345"
"Non-working","2004","Mecklenburg-Western Pomerania","243","0.535730154765568","0.492657388833968","0.578802920697167"
"Non-working","2004","Saxony","718","0.523546490440167","0.498919721308127","0.548173259572206"
"Non-working","2004","Saxony-Anhalt","460","0.584179020113823","0.552468725308328","0.615889314919317"
"Non-working","2004","Thuringia","453","0.531925513052866","0.500128566391075","0.563722459714658"
"Other","2004","Schleswig-Holstein","49","0.0715112494970003","0.052115402461573","0.0909070965324277"
"Other","2004","Hamburg","20","","",""
"Other","2004","Lower Saxony","144","0.0628150557421733","0.0518880132987901","0.0737420981855565"
"Other","2004","Bremen","8","","",""
"Other","2004","North Rhine-Westphalia","318","0.0674895744344358","0.0602090402107583","0.0747701086581133"
"Other","2004","Hesse","107","0.0695222215161593","0.0564174742728648","0.0826269687594539"
"Other","2004","Rhineland-Palatinate,Saarland","92","0.0705138344872465","0.0566291781922238","0.0843984907822692"
"Other","2004","Baden-Württemberg","195","0.0701263362360716","0.0603557926976316","0.0798968797745115"
"Other","2004","Bavaria","245","0.0738905988439771","0.0646250481310591","0.083156149556895"
"Other","2004","Berlin","68","0.0931697079787749","0.0731770538387812","0.113162362118769"
"Other","2004","Brandenburg","61","0.0703515102579633","0.053772023213721","0.0869309973022055"
"Other","2004","Mecklenburg-Western Pomerania","28","","",""
"Other","2004","Saxony","91","0.0530742528762119","0.042020253013539","0.0641282527388848"
"Other","2004","Saxony-Anhalt","51","0.0549109568306343","0.0402541294597189","0.0695677842015496"
"Other","2004","Thuringia","64","0.0731645425649785","0.0565704245786827","0.0897586605512742"
"Full-time","2005","Schleswig-Holstein","242","0.379275164056051","0.34208860616689","0.416461721945212"
"Full-time","2005","Hamburg","107","0.366702625978333","0.311429055562148","0.421976196394518"
"Full-time","2005","Lower Saxony","660","0.350076427499505","0.328016326141262","0.372136528857748"
"Full-time","2005","Bremen","51","0.278099318714398","0.205667713183549","0.350530924245248"
"Full-time","2005","North Rhine-Westphalia","1650","0.364858019177535","0.350600040004295","0.379115998350775"
"Full-time","2005","Hesse","570","0.404774358850069","0.378792113700249","0.430756603999888"
"Full-time","2005","Rhineland-Palatinate,Saarland","443","0.339933643050265","0.313589858478772","0.366277427621757"
"Full-time","2005","Baden-Württemberg","1032","0.393746607930564","0.374731054490121","0.412762161371007"
"Full-time","2005","Bavaria","1179","0.393554382421304","0.375822589997072","0.411286174845537"
"Full-time","2005","Berlin","299","0.355065974814714","0.321022069306438","0.389109880322991"
"Full-time","2005","Brandenburg","316","0.334215616250188","0.303207357315628","0.365223875184748"
"Full-time","2005","Mecklenburg-Western Pomerania","188","0.325164651805117","0.284308921551713","0.366020382058522"
"Full-time","2005","Saxony","607","0.342081848930324","0.318333798467047","0.365829899393602"
"Full-time","2005","Saxony-Anhalt","342","0.33222667757361","0.301437362407761","0.363015992739458"
"Full-time","2005","Thuringia","315","0.294535411571039","0.264655060250147","0.324415762891931"
"Part-time","2005","Schleswig-Holstein","68","0.103175329064043","0.0798621810168688","0.126488477111217"
"Part-time","2005","Hamburg","31","0.0906070971175541","0.0576830242733683","0.12353116996174"
"Part-time","2005","Lower Saxony","199","0.0858922474402634","0.0729332738665611","0.0988512210139658"
"Part-time","2005","Bremen","19","","",""
"Part-time","2005","North Rhine-Westphalia","474","0.100506822713913","0.0916013428254779","0.109412302602347"
"Part-time","2005","Hesse","162","0.103456940826309","0.0873358376998819","0.119578043952736"
"Part-time","2005","Rhineland-Palatinate,Saarland","136","0.0981186565132551","0.0815747605191406","0.11466255250737"
"Part-time","2005","Baden-Württemberg","249","0.0969157404035441","0.085401514077615","0.108429966729473"
"Part-time","2005","Bavaria","327","0.0913486971958298","0.0808917687336569","0.101805625658003"
"Part-time","2005","Berlin","65","0.093268863569262","0.0725800869579116","0.113957640180612"
"Part-time","2005","Brandenburg","78","0.084041161067211","0.0658029930883131","0.102279329046109"
"Part-time","2005","Mecklenburg-Western Pomerania","38","0.107832894000087","0.0807807845521647","0.134885003448009"
"Part-time","2005","Saxony","117","0.0618880989282011","0.0498264160069311","0.0739497818494712"
"Part-time","2005","Saxony-Anhalt","62","0.0627636592658157","0.0469093643312474","0.078617954200384"
"Part-time","2005","Thuringia","71","0.0627114563338384","0.046819058463287","0.0786038542043898"
"Non-working","2005","Schleswig-Holstein","294","0.446752168856506","0.408649761861761","0.48485457585125"
"Non-working","2005","Hamburg","133","0.465207812049044","0.407997713992894","0.522417910105194"
"Non-working","2005","Lower Saxony","798","0.486867470372877","0.463751343057075","0.509983597688678"
"Non-working","2005","Bremen","70","0.598247986817256","0.518996197304857","0.677499776329655"
"Non-working","2005","North Rhine-Westphalia","1942","0.463399568137344","0.448630131168994","0.478169005105693"
"Non-working","2005","Hesse","527","0.404442513784541","0.378463682574974","0.430421344994109"
"Non-working","2005","Rhineland-Palatinate,Saarland","554","0.462354560074953","0.434626285298257","0.490082834851649"
"Non-working","2005","Baden-Württemberg","1072","0.438801977931339","0.419488262841945","0.458115693020733"
"Non-working","2005","Bavaria","1162","0.439157367189969","0.421144413716069","0.457170320663868"
"Non-working","2005","Berlin","343","0.485182378777469","0.449626909537695","0.520737848017242"
"Non-working","2005","Brandenburg","440","0.523915680488146","0.491085758725454","0.556745602250838"
"Non-working","2005","Mecklenburg-Western Pomerania","245","0.513407344481115","0.469814398905522","0.557000290056708"
"Non-working","2005","Saxony","718","0.537925449865223","0.512968351878921","0.562882547851524"
"Non-working","2005","Saxony-Anhalt","452","0.565740000812096","0.533339509025833","0.598140492598359"
"Non-working","2005","Thuringia","457","0.579657401836251","0.547300515247043","0.61201428842546"
"Other","2005","Schleswig-Holstein","50","0.0707973380234006","0.0511400815625534","0.0904545944842478"
"Other","2005","Hamburg","21","","",""
"Other","2005","Lower Saxony","139","0.0771638546873549","0.0648224617409659","0.0895052476337439"
"Other","2005","Bremen","7","","",""
"Other","2005","North Rhine-Westphalia","313","0.0712355899712086","0.0636172225581684","0.0788539573842489"
"Other","2005","Hesse","112","0.0873261865390815","0.0723824429819906","0.102269930096172"
"Other","2005","Rhineland-Palatinate,Saarland","109","0.0995931403615272","0.0829390313162586","0.116247249406796"
"Other","2005","Baden-Württemberg","183","0.0705356737345529","0.0605702851319105","0.0805010623371952"
"Other","2005","Bavaria","248","0.0759395531928974","0.0663247911434502","0.0855543152423446"
"Other","2005","Berlin","52","0.0664827828385553","0.0487595491409169","0.0842060165361938"
"Other","2005","Brandenburg","55","0.0578275421944551","0.0424838534545632","0.0731712309343471"
"Other","2005","Mecklenburg-Western Pomerania","34","0.0535951097136805","0.0339523062209808","0.0732379132063802"
"Other","2005","Saxony","91","0.0581046022762522","0.0463938817320561","0.0698153228204484"
"Other","2005","Saxony-Anhalt","43","0.0392696623484784","0.0265727657969286","0.0519665589000283"
"Other","2005","Thuringia","51","0.0630957302588712","0.047157983337934","0.0790334771798084"
"Full-time","2006","Schleswig-Holstein","234","0.338524254702147","0.303009586537412","0.374038922866882"
"Full-time","2006","Hamburg","112","0.359985758493183","0.306810035777484","0.413161481208882"
"Full-time","2006","Lower Saxony","717","0.348885646924387","0.328007774452591","0.369763519396182"
"Full-time","2006","Bremen","54","0.293994463746813","0.220094318399768","0.367894609093858"
"Full-time","2006","North Rhine-Westphalia","1682","0.35799885354103","0.344182261253762","0.371815445828297"
"Full-time","2006","Hesse","593","0.391271938789004","0.366623658869166","0.415920218708842"
"Full-time","2006","Rhineland-Palatinate,Saarland","484","0.3647949324004","0.338757563072931","0.390832301727869"
"Full-time","2006","Baden-Württemberg","1085","0.392056329038561","0.373865628818731","0.41024702925839"
"Full-time","2006","Bavaria","1240","0.391754591264663","0.37481514472083","0.408694037808497"
"Full-time","2006","Berlin","301","0.354832263129976","0.321635593485331","0.388028932774622"
"Full-time","2006","Brandenburg","340","0.340035801783239","0.310022440697521","0.370049162868957"
"Full-time","2006","Mecklenburg-Western Pomerania","204","0.307830455775955","0.269802593601647","0.345858317950264"
"Full-time","2006","Saxony","605","0.338784793056689","0.31568733017242","0.361882255940957"
"Full-time","2006","Saxony-Anhalt","338","0.317803918895484","0.287894533779818","0.34771330401115"
"Full-time","2006","Thuringia","341","0.33379864469846","0.304137799893996","0.363459489502925"
"Part-time","2006","Schleswig-Holstein","73","0.101725787293518","0.0790388484831822","0.124412726103853"
"Part-time","2006","Hamburg","28","","",""
"Part-time","2006","Lower Saxony","223","0.0928910541300205","0.0801755751267906","0.10560653313325"
"Part-time","2006","Bremen","16","","",""
"Part-time","2006","North Rhine-Westphalia","495","0.100003085553398","0.0913570019063487","0.108649169200447"
"Part-time","2006","Hesse","192","0.114954901339546","0.0988454016699467","0.131064401009145"
"Part-time","2006","Rhineland-Palatinate,Saarland","149","0.0884690896463335","0.0731088777346609","0.103829301558006"
"Part-time","2006","Baden-Württemberg","303","0.0919163261064611","0.0811516052132404","0.102681046999682"
"Part-time","2006","Bavaria","365","0.0981357030912334","0.0878119676698298","0.108459438512637"
"Part-time","2006","Berlin","71","0.087333944334052","0.0677457622674433","0.106922126400661"
"Part-time","2006","Brandenburg","78","0.0735869091039427","0.0570446528348121","0.0901291653730733"
"Part-time","2006","Mecklenburg-Western Pomerania","40","0.0721477206291354","0.0508324622039502","0.0934629790543206"
"Part-time","2006","Saxony","135","0.0607156784933043","0.0490615481729467","0.0723698088136618"
"Part-time","2006","Saxony-Anhalt","64","0.0601511736261404","0.0448781752723012","0.0754241719799796"
"Part-time","2006","Thuringia","80","0.0761168788630312","0.0594372079259349","0.0927965498001276"
"Non-working","2006","Schleswig-Holstein","313","0.482474045047851","0.444971654778945","0.519976435316756"
"Non-working","2006","Hamburg","156","0.524836470022974","0.469512991990444","0.580159948055503"
"Non-working","2006","Lower Saxony","909","0.486849129624348","0.464954591481556","0.50874366776714"
"Non-working","2006","Bremen","70","0.593030008743081","0.513342327170394","0.672717690315768"
"Non-working","2006","North Rhine-Westphalia","2102","0.46963642016125","0.455253073305588","0.484019767016913"
"Non-working","2006","Hesse","604","0.413948901191246","0.389073120782225","0.438824681600267"
"Non-working","2006","Rhineland-Palatinate,Saarland","569","0.43309027232841","0.406288599764072","0.459891944892747"
"Non-working","2006","Baden-Württemberg","1182","0.438039881821289","0.419553450333563","0.456526313309014"
"Non-working","2006","Bavaria","1313","0.432730108373076","0.415536929834791","0.44992328691136"
"Non-working","2006","Berlin","350","0.463650193845969","0.429051003804148","0.498249383887789"
"Non-working","2006","Brandenburg","468","0.512635515885987","0.48096731388473","0.544303717887243"
"Non-working","2006","Mecklenburg-Western Pomerania","288","0.548886126483049","0.507891768043858","0.589880484922239"
"Non-working","2006","Saxony","765","0.531605627057209","0.507253801363284","0.555957452751135"
"Non-working","2006","Saxony-Anhalt","467","0.564433013247937","0.532583196934737","0.596282829561137"
"Non-working","2006","Thuringia","481","0.528780684408372","0.497383709243648","0.560177659573096"
"Other","2006","Schleswig-Holstein","62","0.0772759129564847","0.0572351659822909","0.0973166599306785"
"Other","2006","Hamburg","17","","",""
"Other","2006","Lower Saxony","153","0.0713741693212444","0.0600968216968546","0.0826515169456342"
"Other","2006","Bremen","6","","",""
"Other","2006","North Rhine-Westphalia","346","0.0723616407443222","0.0648948191497585","0.0798284623388859"
"Other","2006","Hesse","117","0.0798242586802036","0.0661363076772853","0.093512209683122"
"Other","2006","Rhineland-Palatinate,Saarland","111","0.113645705624857","0.096478645850342","0.130812765399372"
"Other","2006","Baden-Württemberg","197","0.0779874630336896","0.0679961096214688","0.0879788164459104"
"Other","2006","Bavaria","272","0.0773795972710275","0.0681075100313765","0.0866516845106785"
"Other","2006","Berlin","76","0.0941835986900031","0.0739182362384617","0.114448961141545"
"Other","2006","Brandenburg","71","0.0737417732268316","0.0571835036214849","0.0903000428321783"
"Other","2006","Mecklenburg-Western Pomerania","34","0.0711356971118608","0.0499589228212661","0.0923124714024555"
"Other","2006","Saxony","108","0.0688939013927977","0.0565338327546166","0.0812539700309788"
"Other","2006","Saxony-Anhalt","62","0.0576118942304383","0.0426445679586099","0.0725792205022668"
"Other","2006","Thuringia","69","0.0613037920301366","0.0462153403150239","0.0763922437452493"
"Full-time","2007","Schleswig-Holstein","205","0.329264330122547","0.292596817053946","0.365931843191148"
"Full-time","2007","Hamburg","111","0.391719856592005","0.33648323897932","0.446956474204691"
"Full-time","2007","Lower Saxony","674","0.362711053388886","0.340925941964185","0.384496164813587"
"Full-time","2007","Bremen","54","0.312397032206545","0.237979154950997","0.386814909462092"
"Full-time","2007","North Rhine-Westphalia","1580","0.367628032886045","0.353203264473953","0.382052801298136"
"Full-time","2007","Hesse","541","0.359992270434936","0.335009006670638","0.384975534199234"
"Full-time","2007","Rhineland-Palatinate,Saarland","448","0.37428139881143","0.346889183651355","0.401673613971505"
"Full-time","2007","Baden-Württemberg","1004","0.387820396898348","0.368912308993758","0.406728484802938"
"Full-time","2007","Bavaria","1190","0.393833354307717","0.37641603625496","0.411250672360475"
"Full-time","2007","Berlin","308","0.373067715103814","0.338841840075881","0.407293590131746"
"Full-time","2007","Brandenburg","312","0.340363645619391","0.309075198326183","0.3716520929126"
"Full-time","2007","Mecklenburg-Western Pomerania","194","0.324814282388404","0.284602028906012","0.365026535870797"
"Full-time","2007","Saxony","596","0.358371329650514","0.334406274481151","0.382336384819877"
"Full-time","2007","Saxony-Anhalt","340","0.345565801446065","0.314340430219275","0.376791172672855"
"Full-time","2007","Thuringia","329","0.359945402968315","0.329130063165298","0.390760742771331"
"Part-time","2007","Schleswig-Holstein","76","0.101605100102184","0.0780315601230393","0.12517864008133"
"Part-time","2007","Hamburg","35","0.085758529657649","0.0540733199798118","0.117443739335486"
"Part-time","2007","Lower Saxony","221","0.10401546948608","0.0901826592283657","0.117848279743795"
"Part-time","2007","Bremen","17","","",""
"Part-time","2007","North Rhine-Westphalia","497","0.10337060928768","0.0942626043434213","0.112478614231939"
"Part-time","2007","Hesse","185","0.128097091852449","0.110702522793463","0.145491660911436"
"Part-time","2007","Rhineland-Palatinate,Saarland","144","0.106881600810607","0.08939342572802","0.124369775893194"
"Part-time","2007","Baden-Württemberg","282","0.0978158573761168","0.0862880930442058","0.109343621708028"
"Part-time","2007","Bavaria","362","0.109772567485129","0.098628944383985","0.120916190586273"
"Part-time","2007","Berlin","70","0.0911501315630459","0.070780877115573","0.111519386010519"
"Part-time","2007","Brandenburg","69","0.0614245366897661","0.0455695573752615","0.0772795160042707"
"Part-time","2007","Mecklenburg-Western Pomerania","48","0.104381093457685","0.0781267128501672","0.130635474065204"
"Part-time","2007","Saxony","143","0.0744557961717585","0.0613362817282547","0.0875753106152622"
"Part-time","2007","Saxony-Anhalt","66","0.072661460462047","0.0556171100215723","0.0897058109025217"
"Part-time","2007","Thuringia","79","0.0770799951008282","0.0599564767358473","0.094203513465809"
"Non-working","2007","Schleswig-Holstein","303","0.497398090036498","0.458386151136011","0.536410028936986"
"Non-working","2007","Hamburg","136","0.478040056995455","0.421515366120829","0.53456474787008"
"Non-working","2007","Lower Saxony","818","0.457451664874487","0.434877950734296","0.480025379014678"
"Non-working","2007","Bremen","69","0.549448971814229","0.469559300957067","0.629338642671392"
"Non-working","2007","North Rhine-Westphalia","1898","0.458850317268268","0.443942555064953","0.473758079471584"
"Non-working","2007","Hesse","567","0.413311701050984","0.387681468943101","0.438941933158866"
"Non-working","2007","Rhineland-Palatinate,Saarland","517","0.428877990461264","0.400864332118545","0.456891648803982"
"Non-working","2007","Baden-Württemberg","1089","0.436353322090545","0.417108429972024","0.455598214209067"
"Non-working","2007","Bavaria","1224","0.41804774069195","0.400465037820645","0.435630443563255"
"Non-working","2007","Berlin","322","0.453694071505522","0.418461047644308","0.488927095366736"
"Non-working","2007","Brandenburg","447","0.538465645974558","0.505547061372339","0.571384230576777"
"Non-working","2007","Mecklenburg-Western Pomerania","246","0.513422467910477","0.470504150236969","0.556340785583985"
"Non-working","2007","Saxony","697","0.493127130738808","0.468141006517384","0.518113254960232"
"Non-working","2007","Saxony-Anhalt","433","0.527413953663218","0.49463270485901","0.560195202467426"
"Non-working","2007","Thuringia","457","0.500239634387469","0.468139260615041","0.532340008159896"
"Other","2007","Schleswig-Holstein","47","0.0717324797387703","0.0515985795638549","0.0918663799136857"
"Other","2007","Hamburg","18","","",""
"Other","2007","Lower Saxony","158","0.0758218122505466","0.0638272021682569","0.0878164223328363"
"Other","2007","Bremen","9","","",""
"Other","2007","North Rhine-Westphalia","317","0.0701510405580067","0.0625101936587356","0.0777918874572777"
"Other","2007","Hesse","125","0.0985989366616308","0.0830820308380784","0.114115842485183"
