"erwst","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Full-time","1987","(2b) intermediate general qualification","76","0.191513329797907","0.154450371712463","0.228576287883351"
"Full-time","1987","(2a) intermediate vocational","731","0.520500842339949","0.493672081056454","0.547329603623445"
"Full-time","1987","(2c_gen) general maturity certificate","77","0.127646144621175","0.0941830113553516","0.161109277886999"
"Full-time","1987","(2c_voc) vocational maturity certificate","231","0.511925805450202","0.46330395216835","0.560547658732054"
"Full-time","1987","(3a) lower tertiary education","158","0.594424455469398","0.533438106886857","0.655410804051939"
"Full-time","1987","(3b) higher tertiary education","355","0.68692972102047","0.646076851657881","0.727782590383058"
"Part-time","1987","(0) in school","","","",""
"Part-time","1987","(1a) inadequately completed","34","0.0320850908830667","0.0200453150741007","0.0441248666920327"
"Part-time","1987","(1b) general elementary school","175","0.0778121698802913","0.0672136731958977","0.0884106665646849"
"Part-time","1987","(1c) basic vocational qualification","240","0.0640440758202399","0.0560363799812876","0.0720517716591921"
"Part-time","1987","(2b) intermediate general qualification","","","",""
"Part-time","1987","(2a) intermediate vocational","120","0.0802904537272365","0.0656971614110862","0.0948837460433868"
"Part-time","1987","(2c_gen) general maturity certificate","","","",""
"Part-time","1987","(2c_voc) vocational maturity certificate","","","",""
"Part-time","1987","(3a) lower tertiary education","","","",""
"Part-time","1987","(3b) higher tertiary education","37","0.0705081680516339","0.0479560157458691","0.0930603203573986"
"Non-working","1987","(0) in school","182","0.929521974090455","0.893318172788806","0.965725775392105"
"Non-working","1987","(1a) inadequately completed","352","0.478578190503005","0.444449531724456","0.512706849281554"
"Non-working","1987","(1b) general elementary school","1238","0.615307794604109","0.596058549010118","0.634557040198099"
"Non-working","1987","(1c) basic vocational qualification","1264","0.420078245935092","0.403935025222231","0.436221466647953"
"Non-working","1987","(2b) intermediate general qualification","195","0.463948697280757","0.416976345950097","0.510921048611418"
"Non-working","1987","(2a) intermediate vocational","428","0.364696630297547","0.338847113259501","0.390546147335592"
"Non-working","1987","(2c_gen) general maturity certificate","209","0.593451094666751","0.544194398895967","0.642707790437535"
"Non-working","1987","(2c_voc) vocational maturity certificate","133","0.373900475829001","0.326836916385829","0.420964035272173"
"Non-working","1987","(3a) lower tertiary education","74","0.341918623028408","0.283000406000179","0.400836840056638"
"Non-working","1987","(3b) higher tertiary education","87","0.211094074057772","0.17514430361163","0.247043844503914"
"Other","1987","(0) in school","","","",""
"Other","1987","(1a) inadequately completed","","","",""
"Other","1987","(1b) general elementary school","192","0.0648356239765634","0.0550933208897856","0.0745779270633411"
"Other","1987","(1c) basic vocational qualification","85","0.0194230364970166","0.014909262662464","0.0239368103315692"
"Other","1987","(2b) intermediate general qualification","144","0.299763995020718","0.256610488021566","0.34291750201987"
"Other","1987","(2a) intermediate vocational","53","0.0345120736352677","0.0247091655771398","0.0443149816933956"
"Other","1987","(2c_gen) general maturity certificate","82","0.240365637275488","0.197515235223244","0.283216039327733"
"Other","1987","(2c_voc) vocational maturity certificate","","","",""
"Other","1987","(3a) lower tertiary education","","","",""
"Other","1987","(3b) higher tertiary education","","","",""
"Full-time","1988","(0) in school","","","",""
"Full-time","1988","(1a) inadequately completed","367","0.434567139712812","0.39923205335424","0.469902226071385"
"Full-time","1988","(1b) general elementary school","797","0.228593026994642","0.211578752631661","0.245607301357623"
"Full-time","1988","(1c) basic vocational qualification","1874","0.489649041848105","0.472929480955093","0.506368602741118"
"Full-time","1988","(2b) intermediate general qualification","86","0.228192059607333","0.188340238078068","0.268043881136598"
"Full-time","1988","(2a) intermediate vocational","699","0.517784541753041","0.490389134017724","0.545179949488357"
"Full-time","1988","(2c_gen) general maturity certificate","68","0.135949709555704","0.100043238742177","0.171856180369231"
"Full-time","1988","(2c_voc) vocational maturity certificate","223","0.533424684265576","0.484038839013491","0.582810529517662"
"Full-time","1988","(3a) lower tertiary education","156","0.642322095630874","0.580777118082207","0.703867073179541"
"Full-time","1988","(3b) higher tertiary education","331","0.689602248933004","0.647730578480617","0.731473919385391"
"Part-time","1988","(0) in school","","","",""
"Part-time","1988","(1a) inadequately completed","37","0.0377740976605381","0.0241839941542999","0.0513642011667763"
"Part-time","1988","(1b) general elementary school","174","0.0783670785368004","0.0674781291132573","0.0892560279603435"
"Part-time","1988","(1c) basic vocational qualification","228","0.0632047522641889","0.0550662375729533","0.0713432669554244"
"Part-time","1988","(2b) intermediate general qualification","","","",""
"Part-time","1988","(2a) intermediate vocational","121","0.0873670402335193","0.0718858427620261","0.102848237705012"
"Part-time","1988","(2c_gen) general maturity certificate","","","",""
"Part-time","1988","(2c_voc) vocational maturity certificate","","","",""
"Part-time","1988","(3a) lower tertiary education","","","",""
"Part-time","1988","(3b) higher tertiary education","41","0.0810435596308742","0.056345184274337","0.105741934987411"
"Non-working","1988","(0) in school","156","0.961243022968098","0.93161205514418","0.990873990792017"
"Non-working","1988","(1a) inadequately completed","341","0.519626039394322","0.48401190647271","0.555240172315934"
"Non-working","1988","(1b) general elementary school","1173","0.625885921174379","0.606279885902203","0.645491956446555"
"Non-working","1988","(1c) basic vocational qualification","1237","0.423920266930455","0.407391847164287","0.440448686696624"
"Non-working","1988","(2b) intermediate general qualification","177","0.43751723314417","0.390409144453287","0.484625321835053"
"Non-working","1988","(2a) intermediate vocational","413","0.367436527311541","0.341004779436674","0.393868275186407"
"Non-working","1988","(2c_gen) general maturity certificate","200","0.593423441317865","0.54196370156431","0.64488318107142"
"Non-working","1988","(2c_voc) vocational maturity certificate","125","0.360484796460884","0.312954122674818","0.408015470246949"
"Non-working","1988","(3a) lower tertiary education","62","0.298326030646539","0.239579342522313","0.357072718770766"
"Non-working","1988","(3b) higher tertiary education","85","0.206623766774883","0.169980734921186","0.24326679862858"
"Other","1988","(0) in school","","","",""
"Other","1988","(1a) inadequately completed","","","",""
"Other","1988","(1b) general elementary school","196","0.0671539732941787","0.0570129681698564","0.0772949784185011"
"Other","1988","(1c) basic vocational qualification","95","0.0232259389572503","0.0181882465722144","0.0282636313422862"
"Other","1988","(2b) intermediate general qualification","143","0.286257366343955","0.243334131284375","0.329180601403534"
"Other","1988","(2a) intermediate vocational","45","0.0274118907018996","0.0184599615235301","0.0363638198802691"
"Other","1988","(2c_gen) general maturity certificate","63","0.209245264881452","0.166630235825217","0.251860293937686"
"Other","1988","(2c_voc) vocational maturity certificate","","","",""
"Other","1988","(3a) lower tertiary education","","","",""
"Other","1988","(3b) higher tertiary education","","","",""
"Full-time","1989","(0) in school","","","",""
"Full-time","1989","(1a) inadequately completed","345","0.414246036473112","0.378290377096667","0.450201695849557"
"Full-time","1989","(1b) general elementary school","783","0.227785320276838","0.210346867222684","0.245223773330991"
"Full-time","1989","(1c) basic vocational qualification","1826","0.494432391390018","0.477381900693146","0.51148288208689"
"Full-time","1989","(2b) intermediate general qualification","96","0.267742148628613","0.223965530658245","0.31151876659898"
"Full-time","1989","(2a) intermediate vocational","709","0.538989147653019","0.511476262666647","0.566502032639391"
"Full-time","1989","(2c_gen) general maturity certificate","84","0.186917111269618","0.146249123962653","0.227585098576583"
"Full-time","1989","(2c_voc) vocational maturity certificate","231","0.542846888351801","0.494270309517119","0.591423467186482"
"Full-time","1989","(3a) lower tertiary education","153","0.629104864850497","0.567081229056632","0.691128500644362"
"Full-time","1989","(3b) higher tertiary education","328","0.670997723343113","0.628338287514222","0.713657159172005"
"Part-time","1989","(0) in school","","","",""
"Part-time","1989","(1a) inadequately completed","34","0.0423110385675273","0.0276177319214507","0.0570043452136039"
"Part-time","1989","(1b) general elementary school","162","0.0769307124917022","0.0658506275009347","0.0880107974824697"
"Part-time","1989","(1c) basic vocational qualification","231","0.0673887564633438","0.0588393129187292","0.0759382000079585"
"Part-time","1989","(2b) intermediate general qualification","","","",""
"Part-time","1989","(2a) intermediate vocational","117","0.0840163415101649","0.0687048924532657","0.0993277905670641"
"Part-time","1989","(2c_gen) general maturity certificate","","","",""
"Part-time","1989","(2c_voc) vocational maturity certificate","","","",""
"Part-time","1989","(3a) lower tertiary education","","","",""
"Part-time","1989","(3b) higher tertiary education","41","0.079168185491062","0.054653821170583","0.103682549811541"
"Non-working","1989","(0) in school","164","0.950640905528216","0.918638428254555","0.982643382801877"
"Non-working","1989","(1a) inadequately completed","327","0.501202964631896","0.464706633691221","0.53769929557257"
"Non-working","1989","(1b) general elementary school","1093","0.622527059570886","0.602371349960688","0.642682769181085"
"Non-working","1989","(1c) basic vocational qualification","1162","0.418250496077094","0.401428402390066","0.435072589764123"
"Non-working","1989","(2b) intermediate general qualification","154","0.415748902634746","0.367022186917607","0.464475618351884"
"Non-working","1989","(2a) intermediate vocational","394","0.351133287762422","0.324787918105953","0.377478657418891"
"Non-working","1989","(2c_gen) general maturity certificate","191","0.549848669208333","0.497949357689623","0.601747980727042"
"Non-working","1989","(2c_voc) vocational maturity certificate","135","0.363040052793814","0.31614891817491","0.409931187412718"
"Non-working","1989","(3a) lower tertiary education","61","0.296761777928623","0.238104035215107","0.355419520642139"
"Non-working","1989","(3b) higher tertiary education","83","0.217565269945823","0.180104734795942","0.255025805095704"
"Other","1989","(0) in school","","","",""
"Other","1989","(1a) inadequately completed","","","",""
"Other","1989","(1b) general elementary school","184","0.0727569076605738","0.061957250143964","0.0835565651771835"
"Other","1989","(1c) basic vocational qualification","84","0.0199283560695437","0.0151623076143775","0.0246944045247099"
"Other","1989","(2b) intermediate general qualification","121","0.254077120259892","0.211036198922841","0.297118041596943"
"Other","1989","(2a) intermediate vocational","41","0.0258612230743939","0.0171007916645567","0.0346216544842311"
"Other","1989","(2c_gen) general maturity certificate","56","0.191168905435227","0.150148657168187","0.232189153702267"
"Other","1989","(2c_voc) vocational maturity certificate","","","",""
"Other","1989","(3a) lower tertiary education","","","",""
"Other","1989","(3b) higher tertiary education","","","",""
"Full-time","1990","(0) in school","","","",""
"Full-time","1990","(1a) inadequately completed","333","0.408125373622871","0.372569470006456","0.443681277239286"
"Full-time","1990","(1b) general elementary school","870","0.23761862526485","0.220911053696558","0.254326196833142"
"Full-time","1990","(1c) basic vocational qualification","2572","0.498786075388327","0.484305558102593","0.513266592674061"
"Full-time","1990","(2b) intermediate general qualification","102","0.226756060152827","0.191601023613079","0.261911096692574"
"Full-time","1990","(2a) intermediate vocational","1807","0.612633732997143","0.594128037242005","0.631139428752281"
"Full-time","1990","(2c_gen) general maturity certificate","85","0.176634637401506","0.138737402603334","0.214531872199678"
"Full-time","1990","(2c_voc) vocational maturity certificate","284","0.54654531587123","0.502777998204155","0.590312633538304"
"Full-time","1990","(3a) lower tertiary education","660","0.705784943891551","0.675897346584154","0.735672541198948"
"Full-time","1990","(3b) higher tertiary education","600","0.687196730494069","0.655168987489275","0.719224473498864"
"Part-time","1990","(0) in school","","","",""
"Part-time","1990","(1a) inadequately completed","38","0.0393030545894999","0.025245608771651","0.0533605004073488"
"Part-time","1990","(1b) general elementary school","195","0.0760648304153677","0.0656584511032316","0.0864712097275037"
"Part-time","1990","(1c) basic vocational qualification","392","0.0807303573745579","0.0728407525862343","0.0886199621628815"
"Part-time","1990","(2b) intermediate general qualification","","","",""
"Part-time","1990","(2a) intermediate vocational","282","0.0942779777454188","0.0831773725084649","0.105378582982373"
"Part-time","1990","(2c_gen) general maturity certificate","","","",""
"Part-time","1990","(2c_voc) vocational maturity certificate","36","0.0679613670988707","0.0458346029352514","0.09008813126249"
"Part-time","1990","(3a) lower tertiary education","63","0.0638888800836989","0.0478490892210314","0.0799286709463663"
"Part-time","1990","(3b) higher tertiary education","65","0.0959161362335169","0.0755738225130326","0.116258449954001"
"Non-working","1990","(0) in school","155","0.935048586128393","0.897216030232328","0.972881142024458"
"Non-working","1990","(1a) inadequately completed","349","0.527738312604488","0.491622222289997","0.563854402918979"
"Non-working","1990","(1b) general elementary school","1266","0.625626035953601","0.606628504259288","0.644623567647915"
"Non-working","1990","(1c) basic vocational qualification","1526","0.401746549929267","0.387548325527963","0.415944774330572"
"Non-working","1990","(2b) intermediate general qualification","189","0.389771107143258","0.348826091203098","0.430716123083418"
"Non-working","1990","(2a) intermediate vocational","529","0.275666252375188","0.258691430468593","0.292641074281783"
"Non-working","1990","(2c_gen) general maturity certificate","220","0.576565505043923","0.527464459992958","0.625666550094887"
"Non-working","1990","(2c_voc) vocational maturity certificate","159","0.341635494568445","0.299940435457301","0.38333055367959"
"Non-working","1990","(3a) lower tertiary education","160","0.212903196434213","0.186054232789659","0.239752160078768"
"Non-working","1990","(3b) higher tertiary education","134","0.207159110985491","0.179163162220292","0.235155059750691"
"Other","1990","(0) in school","","","",""
"Other","1990","(1a) inadequately completed","","","",""
"Other","1990","(1b) general elementary school","162","0.0606905083661808","0.0513180893858963","0.0700629273464653"
"Other","1990","(1c) basic vocational qualification","90","0.0187370173078476","0.0148100409296679","0.0226639936860273"
"Other","1990","(2b) intermediate general qualification","227","0.324516663925823","0.285209142389052","0.363824185462593"
"Other","1990","(2a) intermediate vocational","44","0.0174220368822497","0.0124518005499946","0.0223922732145048"
"Other","1990","(2c_gen) general maturity certificate","65","0.189858227961327","0.150884808234106","0.228831647688548"
"Other","1990","(2c_voc) vocational maturity certificate","","","",""
"Other","1990","(3a) lower tertiary education","","","",""
"Other","1990","(3b) higher tertiary education","","","",""
"Full-time","1991","(0) in school","","","",""
"Full-time","1991","(1a) inadequately completed","330","0.408666058431975","0.373054314756188","0.444277802107763"
"Full-time","1991","(1b) general elementary school","814","0.234367325957682","0.21732744738228","0.251407204533083"
"Full-time","1991","(1c) basic vocational qualification","2379","0.478365165197871","0.463665231073588","0.493065099322155"
"Full-time","1991","(2b) intermediate general qualification","110","0.221668663359604","0.186504514856425","0.256832811862782"
"Full-time","1991","(2a) intermediate vocational","1688","0.585899852856752","0.567049767001242","0.604749938712262"
"Full-time","1991","(2c_gen) general maturity certificate","80","0.200625685788767","0.160829481452259","0.240421890125275"
"Full-time","1991","(2c_voc) vocational maturity certificate","302","0.559939108156593","0.516730438086522","0.603147778226664"
"Full-time","1991","(3a) lower tertiary education","613","0.639123652442382","0.607571808731932","0.670675496152831"
"Full-time","1991","(3b) higher tertiary education","569","0.6619298899549","0.629026001554671","0.694833778355128"
"Part-time","1991","(0) in school","","","",""
"Part-time","1991","(1a) inadequately completed","45","0.0546809791263359","0.0382107405544937","0.0711512176981781"
"Part-time","1991","(1b) general elementary school","169","0.0736207437783283","0.0631155940941187","0.0841258934625379"
"Part-time","1991","(1c) basic vocational qualification","333","0.0716205900233226","0.0640324730077391","0.079208707038906"
"Part-time","1991","(2b) intermediate general qualification","","","",""
"Part-time","1991","(2a) intermediate vocational","232","0.0868441118636051","0.0760672678534767","0.0976209558737334"
"Part-time","1991","(2c_gen) general maturity certificate","","","",""
"Part-time","1991","(2c_voc) vocational maturity certificate","30","0.0654206832014879","0.0438973399566913","0.0869440264462845"
"Part-time","1991","(3a) lower tertiary education","58","0.0794521428802164","0.061684530098532","0.0972197556619009"
"Part-time","1991","(3b) higher tertiary education","54","0.0825910124764319","0.0634446740961625","0.101737350856701"
"Non-working","1991","(0) in school","142","0.917383975336665","0.873761520940969","0.961006429732361"
"Non-working","1991","(1a) inadequately completed","332","0.497604561985444","0.461383800979062","0.533825322991827"
"Non-working","1991","(1b) general elementary school","1204","0.623377216199853","0.603886109861888","0.642868322537817"
"Non-working","1991","(1c) basic vocational qualification","1612","0.424342732332615","0.40979843640132","0.43888702826391"
"Non-working","1991","(2b) intermediate general qualification","219","0.454811833834493","0.412656281445354","0.496967386223632"
"Non-working","1991","(2a) intermediate vocational","629","0.298347485480229","0.280838088890911","0.315856882069546"
"Non-working","1991","(2c_gen) general maturity certificate","211","0.53266050347026","0.483079560627462","0.582241446313057"
"Non-working","1991","(2c_voc) vocational maturity certificate","146","0.316841426070473","0.276344146269928","0.357338705871018"
"Non-working","1991","(3a) lower tertiary education","210","0.269722335946961","0.24056448223823","0.298880189655692"
"Non-working","1991","(3b) higher tertiary education","151","0.224253590640642","0.195242274637958","0.253264906643326"
"Other","1991","(0) in school","","","",""
"Other","1991","(1a) inadequately completed","","","",""
"Other","1991","(1b) general elementary school","187","0.0686347140641375","0.0584642757172353","0.0788051524110398"
"Other","1991","(1c) basic vocational qualification","112","0.0256715124461911","0.021017465597819","0.0303255592945632"
"Other","1991","(2b) intermediate general qualification","181","0.262254423382925","0.225016932119976","0.299491914645873"
"Other","1991","(2a) intermediate vocational","74","0.028908549799414","0.0224965697284811","0.035320529870347"
"Other","1991","(2c_gen) general maturity certificate","72","0.20793160711889","0.167602845417905","0.248260368819874"
"Other","1991","(2c_voc) vocational maturity certificate","","","",""
"Other","1991","(3a) lower tertiary education","","","",""
"Other","1991","(3b) higher tertiary education","","","",""
"Full-time","1992","(0) in school","","","",""
"Full-time","1992","(1a) inadequately completed","299","0.378263864659509","0.343084568732902","0.413443160586117"
"Full-time","1992","(1b) general elementary school","754","0.225653335577823","0.208528997653078","0.242777673502568"
"Full-time","1992","(1c) basic vocational qualification","2191","0.459788243347724","0.444883398697375","0.474693087998073"
"Full-time","1992","(2b) intermediate general qualification","105","0.224215788136402","0.189200846771555","0.25923072950125"
"Full-time","1992","(2a) intermediate vocational","1567","0.550922788332639","0.531696168909262","0.570149407756015"
"Full-time","1992","(2c_gen) general maturity certificate","89","0.225132773568204","0.183303366244057","0.266962180892352"
"Full-time","1992","(2c_voc) vocational maturity certificate","285","0.531468718856172","0.488661108074655","0.57427632963769"
"Full-time","1992","(3a) lower tertiary education","573","0.622826175797463","0.590638233479994","0.655014118114932"
