"erwst","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Other","1987","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Other","1987","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Other","1987","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Other","1987","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Other","1987","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Full-time","1988","lower secondary degree","(0) in school","","","",""
"Full-time","1988","lower secondary degree","(1a) inadequately completed","","","",""
"Full-time","1988","lower secondary degree","(1b) general elementary school","453","0.206629109803054","0.187729370312174","0.225528849293934"
"Full-time","1988","lower secondary degree","(1c) basic vocational qualification","1627","0.484134293566943","0.466550666845434","0.501717920288452"
"Full-time","1988","lower secondary degree","(2b) intermediate general qualification","","","",""
"Full-time","1988","lower secondary degree","(2a) intermediate vocational","","","",""
"Full-time","1988","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Full-time","1988","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Full-time","1988","lower secondary degree","(3a) lower tertiary education","","","",""
"Full-time","1988","lower secondary degree","(3b) higher tertiary education","","","",""
"Full-time","1988","secondary school degree","(0) in school","","","",""
"Full-time","1988","secondary school degree","(1a) inadequately completed","","","",""
"Full-time","1988","secondary school degree","(1b) general elementary school","","","",""
"Full-time","1988","secondary school degree","(1c) basic vocational qualification","","","",""
"Full-time","1988","secondary school degree","(2b) intermediate general qualification","86","0.228192059607333","0.188340238078068","0.268043881136598"
"Full-time","1988","secondary school degree","(2a) intermediate vocational","699","0.517784541753041","0.490389134017724","0.545179949488357"
"Full-time","1988","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Full-time","1988","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Full-time","1988","secondary school degree","(3a) lower tertiary education","32","0.65585828583049","0.521457707987365","0.790258863673616"
"Full-time","1988","secondary school degree","(3b) higher tertiary education","","","",""
"Full-time","1988","college entrance qualification","(0) in school","","","",""
"Full-time","1988","college entrance qualification","(1a) inadequately completed","","","",""
"Full-time","1988","college entrance qualification","(1b) general elementary school","","","",""
"Full-time","1988","college entrance qualification","(1c) basic vocational qualification","","","",""
"Full-time","1988","college entrance qualification","(2b) intermediate general qualification","","","",""
"Full-time","1988","college entrance qualification","(2a) intermediate vocational","","","",""
"Full-time","1988","college entrance qualification","(2c_gen) general maturity certificate","32","0.116089716263373","0.0787684954536639","0.153410937073082"
"Full-time","1988","college entrance qualification","(2c_voc) vocational maturity certificate","169","0.526072309263816","0.470488794223134","0.581655824304498"
"Full-time","1988","college entrance qualification","(3a) lower tertiary education","115","0.644412770436755","0.572665533146214","0.716160007727296"
"Full-time","1988","college entrance qualification","(3b) higher tertiary education","296","0.694078116649407","0.649850909895825","0.738305323402989"
"Full-time","1988","Other degree","(0) in school","","","",""
"Full-time","1988","Other degree","(1a) inadequately completed","","","",""
"Full-time","1988","Other degree","(1b) general elementary school","344","0.529327403901424","0.488600459260253","0.570054348542596"
"Full-time","1988","Other degree","(1c) basic vocational qualification","247","0.718188707152249","0.669723220684744","0.766654193619753"
"Full-time","1988","Other degree","(2b) intermediate general qualification","","","",""
"Full-time","1988","Other degree","(2a) intermediate vocational","","","",""
"Full-time","1988","Other degree","(2c_gen) general maturity certificate","33","0.557810820252954","0.428879572393024","0.686742068112884"
"Full-time","1988","Other degree","(2c_voc) vocational maturity certificate","49","0.672438091424214","0.566222001679043","0.778654181169384"
"Full-time","1988","Other degree","(3a) lower tertiary education","","","",""
"Full-time","1988","Other degree","(3b) higher tertiary education","","","",""
"Full-time","1988","no degree/no degree yet","(0) in school","","","",""
"Full-time","1988","no degree/no degree yet","(1a) inadequately completed","362","0.431874428916469","0.396376893115532","0.467371964717406"
"Full-time","1988","no degree/no degree yet","(1b) general elementary school","","","",""
"Full-time","1988","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Full-time","1988","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Full-time","1988","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Full-time","1988","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Full-time","1988","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Full-time","1988","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Full-time","1988","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Part-time","1988","lower secondary degree","(0) in school","","","",""
"Part-time","1988","lower secondary degree","(1a) inadequately completed","","","",""
"Part-time","1988","lower secondary degree","(1b) general elementary school","143","0.0810533326223136","0.0683138284166317","0.0937928368279954"
"Part-time","1988","lower secondary degree","(1c) basic vocational qualification","217","0.0639228346795697","0.0553160479483471","0.0725296214107922"
"Part-time","1988","lower secondary degree","(2b) intermediate general qualification","","","",""
"Part-time","1988","lower secondary degree","(2a) intermediate vocational","","","",""
"Part-time","1988","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Part-time","1988","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Part-time","1988","lower secondary degree","(3a) lower tertiary education","","","",""
"Part-time","1988","lower secondary degree","(3b) higher tertiary education","","","",""
"Part-time","1988","secondary school degree","(0) in school","","","",""
"Part-time","1988","secondary school degree","(1a) inadequately completed","","","",""
"Part-time","1988","secondary school degree","(1b) general elementary school","","","",""
"Part-time","1988","secondary school degree","(1c) basic vocational qualification","","","",""
"Part-time","1988","secondary school degree","(2b) intermediate general qualification","","","",""
"Part-time","1988","secondary school degree","(2a) intermediate vocational","121","0.0873670402335193","0.0718858427620261","0.102848237705012"
"Part-time","1988","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Part-time","1988","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Part-time","1988","secondary school degree","(3a) lower tertiary education","","","",""
"Part-time","1988","secondary school degree","(3b) higher tertiary education","","","",""
"Part-time","1988","college entrance qualification","(0) in school","","","",""
"Part-time","1988","college entrance qualification","(1a) inadequately completed","","","",""
"Part-time","1988","college entrance qualification","(1b) general elementary school","","","",""
"Part-time","1988","college entrance qualification","(1c) basic vocational qualification","","","",""
"Part-time","1988","college entrance qualification","(2b) intermediate general qualification","","","",""
"Part-time","1988","college entrance qualification","(2a) intermediate vocational","","","",""
"Part-time","1988","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Part-time","1988","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Part-time","1988","college entrance qualification","(3a) lower tertiary education","","","",""
"Part-time","1988","college entrance qualification","(3b) higher tertiary education","40","0.0855205517426177","0.0586793296578444","0.112361773827391"
"Part-time","1988","Other degree","(0) in school","","","",""
"Part-time","1988","Other degree","(1a) inadequately completed","","","",""
"Part-time","1988","Other degree","(1b) general elementary school","31","0.041586346685858","0.0252966849777816","0.0578760083939343"
"Part-time","1988","Other degree","(1c) basic vocational qualification","","","",""
"Part-time","1988","Other degree","(2b) intermediate general qualification","","","",""
"Part-time","1988","Other degree","(2a) intermediate vocational","","","",""
"Part-time","1988","Other degree","(2c_gen) general maturity certificate","","","",""
"Part-time","1988","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Part-time","1988","Other degree","(3a) lower tertiary education","","","",""
"Part-time","1988","Other degree","(3b) higher tertiary education","","","",""
"Part-time","1988","no degree/no degree yet","(0) in school","","","",""
"Part-time","1988","no degree/no degree yet","(1a) inadequately completed","37","0.0380642992979251","0.0243514016824986","0.0517771969133515"
"Part-time","1988","no degree/no degree yet","(1b) general elementary school","","","",""
"Part-time","1988","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Part-time","1988","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Part-time","1988","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Part-time","1988","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Part-time","1988","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Part-time","1988","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Part-time","1988","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Non-working","1988","lower secondary degree","(0) in school","","","",""
"Non-working","1988","lower secondary degree","(1a) inadequately completed","","","",""
"Non-working","1988","lower secondary degree","(1b) general elementary school","990","0.6446368324401","0.622295159027521","0.66697850585268"
"Non-working","1988","lower secondary degree","(1c) basic vocational qualification","1167","0.428471106712484","0.411059571349029","0.44588264207594"
"Non-working","1988","lower secondary degree","(2b) intermediate general qualification","","","",""
"Non-working","1988","lower secondary degree","(2a) intermediate vocational","","","",""
"Non-working","1988","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Non-working","1988","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Non-working","1988","lower secondary degree","(3a) lower tertiary education","","","",""
"Non-working","1988","lower secondary degree","(3b) higher tertiary education","","","",""
"Non-working","1988","secondary school degree","(0) in school","","","",""
"Non-working","1988","secondary school degree","(1a) inadequately completed","","","",""
"Non-working","1988","secondary school degree","(1b) general elementary school","","","",""
"Non-working","1988","secondary school degree","(1c) basic vocational qualification","","","",""
"Non-working","1988","secondary school degree","(2b) intermediate general qualification","177","0.43751723314417","0.390409144453287","0.484625321835053"
"Non-working","1988","secondary school degree","(2a) intermediate vocational","413","0.367436527311541","0.341004779436674","0.393868275186407"
"Non-working","1988","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Non-working","1988","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Non-working","1988","secondary school degree","(3a) lower tertiary education","","","",""
"Non-working","1988","secondary school degree","(3b) higher tertiary education","","","",""
"Non-working","1988","college entrance qualification","(0) in school","","","",""
"Non-working","1988","college entrance qualification","(1a) inadequately completed","","","",""
"Non-working","1988","college entrance qualification","(1b) general elementary school","","","",""
"Non-working","1988","college entrance qualification","(1c) basic vocational qualification","","","",""
"Non-working","1988","college entrance qualification","(2b) intermediate general qualification","","","",""
"Non-working","1988","college entrance qualification","(2a) intermediate vocational","","","",""
"Non-working","1988","college entrance qualification","(2c_gen) general maturity certificate","172","0.601119658686418","0.544069526475668","0.658169790897168"
"Non-working","1988","college entrance qualification","(2c_voc) vocational maturity certificate","103","0.365117869470398","0.311522121014504","0.418713617926292"
"Non-working","1988","college entrance qualification","(3a) lower tertiary education","44","0.286670019027485","0.218892383783803","0.354447654271166"
"Non-working","1988","college entrance qualification","(3b) higher tertiary education","70","0.19729297525532","0.15909728116186","0.235488669348781"
"Non-working","1988","Other degree","(0) in school","","","",""
"Non-working","1988","Other degree","(1a) inadequately completed","","","",""
"Non-working","1988","Other degree","(1b) general elementary school","183","0.369144668384967","0.329769413920349","0.408519922849585"
"Non-working","1988","Other degree","(1c) basic vocational qualification","70","0.235326454917272","0.189627370078133","0.28102553975641"
"Non-working","1988","Other degree","(2b) intermediate general qualification","","","",""
"Non-working","1988","Other degree","(2a) intermediate vocational","","","",""
"Non-working","1988","Other degree","(2c_gen) general maturity certificate","","","",""
"Non-working","1988","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Non-working","1988","Other degree","(3a) lower tertiary education","","","",""
"Non-working","1988","Other degree","(3b) higher tertiary education","","","",""
"Non-working","1988","no degree/no degree yet","(0) in school","156","0.961243022968098","0.93161205514418","0.990873990792017"
"Non-working","1988","no degree/no degree yet","(1a) inadequately completed","339","0.522596959353075","0.486801880642726","0.558392038063423"
"Non-working","1988","no degree/no degree yet","(1b) general elementary school","","","",""
"Non-working","1988","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Non-working","1988","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Non-working","1988","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Non-working","1988","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Non-working","1988","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Non-working","1988","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Non-working","1988","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Other","1988","lower secondary degree","(0) in school","","","",""
"Other","1988","lower secondary degree","(1a) inadequately completed","","","",""
"Other","1988","lower secondary degree","(1b) general elementary school","177","0.0676807251345318","0.0559550794231202","0.0794063708459434"
"Other","1988","lower secondary degree","(1c) basic vocational qualification","92","0.0234717650410035","0.018144890354873","0.028798639727134"
"Other","1988","lower secondary degree","(2b) intermediate general qualification","","","",""
"Other","1988","lower secondary degree","(2a) intermediate vocational","","","",""
"Other","1988","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Other","1988","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Other","1988","lower secondary degree","(3a) lower tertiary education","","","",""
"Other","1988","lower secondary degree","(3b) higher tertiary education","","","",""
"Other","1988","secondary school degree","(0) in school","","","",""
"Other","1988","secondary school degree","(1a) inadequately completed","","","",""
"Other","1988","secondary school degree","(1b) general elementary school","","","",""
"Other","1988","secondary school degree","(1c) basic vocational qualification","","","",""
"Other","1988","secondary school degree","(2b) intermediate general qualification","143","0.286257366343955","0.243334131284375","0.329180601403534"
"Other","1988","secondary school degree","(2a) intermediate vocational","45","0.0274118907018996","0.0184599615235301","0.0363638198802691"
"Other","1988","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Other","1988","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Other","1988","secondary school degree","(3a) lower tertiary education","","","",""
"Other","1988","secondary school degree","(3b) higher tertiary education","","","",""
"Other","1988","college entrance qualification","(0) in school","","","",""
"Other","1988","college entrance qualification","(1a) inadequately completed","","","",""
"Other","1988","college entrance qualification","(1b) general elementary school","","","",""
"Other","1988","college entrance qualification","(1c) basic vocational qualification","","","",""
"Other","1988","college entrance qualification","(2b) intermediate general qualification","","","",""
"Other","1988","college entrance qualification","(2a) intermediate vocational","","","",""
"Other","1988","college entrance qualification","(2c_gen) general maturity certificate","63","0.219503418339297","0.171279663820357","0.267727172858236"
"Other","1988","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Other","1988","college entrance qualification","(3a) lower tertiary education","","","",""
"Other","1988","college entrance qualification","(3b) higher tertiary education","","","",""
"Other","1988","Other degree","(0) in school","","","",""
"Other","1988","Other degree","(1a) inadequately completed","","","",""
"Other","1988","Other degree","(1b) general elementary school","","","",""
"Other","1988","Other degree","(1c) basic vocational qualification","","","",""
"Other","1988","Other degree","(2b) intermediate general qualification","","","",""
"Other","1988","Other degree","(2a) intermediate vocational","","","",""
"Other","1988","Other degree","(2c_gen) general maturity certificate","","","",""
"Other","1988","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Other","1988","Other degree","(3a) lower tertiary education","","","",""
"Other","1988","Other degree","(3b) higher tertiary education","","","",""
"Other","1988","no degree/no degree yet","(0) in school","","","",""
"Other","1988","no degree/no degree yet","(1a) inadequately completed","","","",""
"Other","1988","no degree/no degree yet","(1b) general elementary school","","","",""
"Other","1988","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Other","1988","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Other","1988","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Other","1988","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Other","1988","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Other","1988","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Other","1988","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Full-time","1989","lower secondary degree","(0) in school","","","",""
"Full-time","1989","lower secondary degree","(1a) inadequately completed","","","",""
"Full-time","1989","lower secondary degree","(1b) general elementary school","444","0.199311461490981","0.180111519826678","0.218511403155283"
"Full-time","1989","lower secondary degree","(1c) basic vocational qualification","1587","0.488658151262522","0.470731931256464","0.506584371268579"
"Full-time","1989","lower secondary degree","(2b) intermediate general qualification","","","",""
"Full-time","1989","lower secondary degree","(2a) intermediate vocational","","","",""
"Full-time","1989","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Full-time","1989","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Full-time","1989","lower secondary degree","(3a) lower tertiary education","","","",""
"Full-time","1989","lower secondary degree","(3b) higher tertiary education","","","",""
"Full-time","1989","secondary school degree","(0) in school","","","",""
"Full-time","1989","secondary school degree","(1a) inadequately completed","","","",""
"Full-time","1989","secondary school degree","(1b) general elementary school","","","",""
"Full-time","1989","secondary school degree","(1c) basic vocational qualification","","","",""
"Full-time","1989","secondary school degree","(2b) intermediate general qualification","96","0.267742148628613","0.223965530658245","0.31151876659898"
"Full-time","1989","secondary school degree","(2a) intermediate vocational","709","0.538989147653019","0.511476262666647","0.566502032639391"
"Full-time","1989","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Full-time","1989","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Full-time","1989","secondary school degree","(3a) lower tertiary education","30","0.65191544205389","0.511161759704395","0.792669124403384"
"Full-time","1989","secondary school degree","(3b) higher tertiary education","","","",""
"Full-time","1989","college entrance qualification","(0) in school","","","",""
"Full-time","1989","college entrance qualification","(1a) inadequately completed","","","",""
"Full-time","1989","college entrance qualification","(1b) general elementary school","","","",""
"Full-time","1989","college entrance qualification","(1c) basic vocational qualification","","","",""
"Full-time","1989","college entrance qualification","(2b) intermediate general qualification","","","",""
"Full-time","1989","college entrance qualification","(2a) intermediate vocational","","","",""
"Full-time","1989","college entrance qualification","(2c_gen) general maturity certificate","47","0.169541786542517","0.126280797951685","0.212802775133349"
"Full-time","1989","college entrance qualification","(2c_voc) vocational maturity certificate","181","0.538790234886936","0.484510878319624","0.593069591454248"
"Full-time","1989","college entrance qualification","(3a) lower tertiary education","115","0.631584315452658","0.560115959723472","0.703052671181843"
"Full-time","1989","college entrance qualification","(3b) higher tertiary education","294","0.681384821743383","0.636610307410317","0.726159336076448"
"Full-time","1989","Other degree","(0) in school","","","",""
"Full-time","1989","Other degree","(1a) inadequately completed","","","",""
"Full-time","1989","Other degree","(1b) general elementary school","339","0.580373285115548","0.539463475506402","0.621283094724694"
"Full-time","1989","Other degree","(1c) basic vocational qualification","239","0.716960174931428","0.667292270185212","0.766628079677644"
"Full-time","1989","Other degree","(2b) intermediate general qualification","","","",""
"Full-time","1989","Other degree","(2a) intermediate vocational","","","",""
"Full-time","1989","Other degree","(2c_gen) general maturity certificate","31","0.562372970220866","0.427535465300382","0.69721047514135"
"Full-time","1989","Other degree","(2c_voc) vocational maturity certificate","46","0.620013928180217","0.508668799154074","0.73135905720636"
"Full-time","1989","Other degree","(3a) lower tertiary education","","","",""
"Full-time","1989","Other degree","(3b) higher tertiary education","","","",""
"Full-time","1989","no degree/no degree yet","(0) in school","","","",""
"Full-time","1989","no degree/no degree yet","(1a) inadequately completed","340","0.416507184646918","0.380296469730391","0.452717899563444"
"Full-time","1989","no degree/no degree yet","(1b) general elementary school","","","",""
"Full-time","1989","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Full-time","1989","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Full-time","1989","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Full-time","1989","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Full-time","1989","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Full-time","1989","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Full-time","1989","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Part-time","1989","lower secondary degree","(0) in school","","","",""
"Part-time","1989","lower secondary degree","(1a) inadequately completed","","","",""
"Part-time","1989","lower secondary degree","(1b) general elementary school","132","0.0796272777799584","0.0666161551499642","0.0926384004099526"
"Part-time","1989","lower secondary degree","(1c) basic vocational qualification","216","0.0673654015153608","0.058376539943071","0.0763542630876505"
"Part-time","1989","lower secondary degree","(2b) intermediate general qualification","","","",""
"Part-time","1989","lower secondary degree","(2a) intermediate vocational","","","",""
"Part-time","1989","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Part-time","1989","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Part-time","1989","lower secondary degree","(3a) lower tertiary education","","","",""
"Part-time","1989","lower secondary degree","(3b) higher tertiary education","","","",""
"Part-time","1989","secondary school degree","(0) in school","","","",""
"Part-time","1989","secondary school degree","(1a) inadequately completed","","","",""
"Part-time","1989","secondary school degree","(1b) general elementary school","","","",""
"Part-time","1989","secondary school degree","(1c) basic vocational qualification","","","",""
"Part-time","1989","secondary school degree","(2b) intermediate general qualification","","","",""
"Part-time","1989","secondary school degree","(2a) intermediate vocational","117","0.0840163415101649","0.0687048924532657","0.0993277905670641"
"Part-time","1989","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Part-time","1989","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Part-time","1989","secondary school degree","(3a) lower tertiary education","","","",""
"Part-time","1989","secondary school degree","(3b) higher tertiary education","","","",""
"Part-time","1989","college entrance qualification","(0) in school","","","",""
"Part-time","1989","college entrance qualification","(1a) inadequately completed","","","",""
"Part-time","1989","college entrance qualification","(1b) general elementary school","","","",""
"Part-time","1989","college entrance qualification","(1c) basic vocational qualification","","","",""
"Part-time","1989","college entrance qualification","(2b) intermediate general qualification","","","",""
"Part-time","1989","college entrance qualification","(2a) intermediate vocational","","","",""
"Part-time","1989","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Part-time","1989","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Part-time","1989","college entrance qualification","(3a) lower tertiary education","","","",""
"Part-time","1989","college entrance qualification","(3b) higher tertiary education","37","0.0824396676503983","0.0560102948548395","0.108869040445957"
"Part-time","1989","Other degree","(0) in school","","","",""
"Part-time","1989","Other degree","(1a) inadequately completed","","","",""
"Part-time","1989","Other degree","(1b) general elementary school","30","0.0435395070990134","0.0266227365355919","0.0604562776624349"
"Part-time","1989","Other degree","(1c) basic vocational qualification","","","",""
"Part-time","1989","Other degree","(2b) intermediate general qualification","","","",""
"Part-time","1989","Other degree","(2a) intermediate vocational","","","",""
"Part-time","1989","Other degree","(2c_gen) general maturity certificate","","","",""
"Part-time","1989","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Part-time","1989","Other degree","(3a) lower tertiary education","","","",""
"Part-time","1989","Other degree","(3b) higher tertiary education","","","",""
"Part-time","1989","no degree/no degree yet","(0) in school","","","",""
"Part-time","1989","no degree/no degree yet","(1a) inadequately completed","34","0.0428911657212013","0.0280087757093569","0.0577735557330456"
"Part-time","1989","no degree/no degree yet","(1b) general elementary school","","","",""
"Part-time","1989","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Part-time","1989","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Part-time","1989","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Part-time","1989","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Part-time","1989","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Part-time","1989","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Part-time","1989","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Non-working","1989","lower secondary degree","(0) in school","","","",""
"Non-working","1989","lower secondary degree","(1a) inadequately completed","","","",""
"Non-working","1989","lower secondary degree","(1b) general elementary school","914","0.645258644242785","0.622264100707998","0.668253187777572"
"Non-working","1989","lower secondary degree","(1c) basic vocational qualification","1103","0.424025237584137","0.406302612103802","0.441747863064472"
"Non-working","1989","lower secondary degree","(2b) intermediate general qualification","","","",""
"Non-working","1989","lower secondary degree","(2a) intermediate vocational","","","",""
"Non-working","1989","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Non-working","1989","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Non-working","1989","lower secondary degree","(3a) lower tertiary education","","","",""
"Non-working","1989","lower secondary degree","(3b) higher tertiary education","","","",""
"Non-working","1989","secondary school degree","(0) in school","","","",""
"Non-working","1989","secondary school degree","(1a) inadequately completed","","","",""
"Non-working","1989","secondary school degree","(1b) general elementary school","","","",""
"Non-working","1989","secondary school degree","(1c) basic vocational qualification","","","",""
"Non-working","1989","secondary school degree","(2b) intermediate general qualification","154","0.415748902634746","0.367022186917607","0.464475618351884"
"Non-working","1989","secondary school degree","(2a) intermediate vocational","394","0.351133287762422","0.324787918105953","0.377478657418891"
"Non-working","1989","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Non-working","1989","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Non-working","1989","secondary school degree","(3a) lower tertiary education","","","",""
"Non-working","1989","secondary school degree","(3b) higher tertiary education","","","",""
"Non-working","1989","college entrance qualification","(0) in school","","","",""
"Non-working","1989","college entrance qualification","(1a) inadequately completed","","","",""
"Non-working","1989","college entrance qualification","(1b) general elementary school","","","",""
"Non-working","1989","college entrance qualification","(1c) basic vocational qualification","","","",""
"Non-working","1989","college entrance qualification","(2b) intermediate general qualification","","","",""
"Non-working","1989","college entrance qualification","(2a) intermediate vocational","","","",""
"Non-working","1989","college entrance qualification","(2c_gen) general maturity certificate","166","0.555721301535122","0.498434386294308","0.613008216775936"
"Non-working","1989","college entrance qualification","(2c_voc) vocational maturity certificate","111","0.365948820820899","0.313498527744208","0.41839911389759"
"Non-working","1989","college entrance qualification","(3a) lower tertiary education","44","0.280153886478568","0.213619336370987","0.346688436586149"
"Non-working","1989","college entrance qualification","(3b) higher tertiary education","72","0.205611836243293","0.166775177062229","0.244448495424357"
"Non-working","1989","Other degree","(0) in school","","","",""
"Non-working","1989","Other degree","(1a) inadequately completed","","","",""
"Non-working","1989","Other degree","(1b) general elementary school","179","0.341044902996992","0.30174641154123","0.380343394452754"
"Non-working","1989","Other degree","(1c) basic vocational qualification","59","0.195703390360521","0.151960060116671","0.239446720604371"
"Non-working","1989","Other degree","(2b) intermediate general qualification","","","",""
"Non-working","1989","Other degree","(2a) intermediate vocational","","","",""
"Non-working","1989","Other degree","(2c_gen) general maturity certificate","","","",""
"Non-working","1989","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Non-working","1989","Other degree","(3a) lower tertiary education","","","",""
"Non-working","1989","Other degree","(3b) higher tertiary education","","","",""
"Non-working","1989","no degree/no degree yet","(0) in school","164","0.950640905528216","0.918638428254555","0.982643382801877"
"Non-working","1989","no degree/no degree yet","(1a) inadequately completed","324","0.498426726836716","0.461700530753994","0.535152922919438"
"Non-working","1989","no degree/no degree yet","(1b) general elementary school","","","",""
"Non-working","1989","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Non-working","1989","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Non-working","1989","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Non-working","1989","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Non-working","1989","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Non-working","1989","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Non-working","1989","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Other","1989","lower secondary degree","(0) in school","","","",""
"Other","1989","lower secondary degree","(1a) inadequately completed","","","",""
"Other","1989","lower secondary degree","(1b) general elementary school","173","0.0758026164862759","0.0630814647758204","0.0885237681967314"
"Other","1989","lower secondary degree","(1c) basic vocational qualification","81","0.0199512096379804","0.0149365790640684","0.0249658402118923"
"Other","1989","lower secondary degree","(2b) intermediate general qualification","","","",""
"Other","1989","lower secondary degree","(2a) intermediate vocational","","","",""
"Other","1989","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Other","1989","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Other","1989","lower secondary degree","(3a) lower tertiary education","","","",""
"Other","1989","lower secondary degree","(3b) higher tertiary education","","","",""
"Other","1989","secondary school degree","(0) in school","","","",""
"Other","1989","secondary school degree","(1a) inadequately completed","","","",""
"Other","1989","secondary school degree","(1b) general elementary school","","","",""
"Other","1989","secondary school degree","(1c) basic vocational qualification","","","",""
