"ple0019","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"No","2009","Bavaria","Female","1296","0.936708716161274","0.923876217302996","0.949541215019553"
"No","2009","Berlin","Male","300","0.93864956253026","0.912274402461675","0.965024722598846"
"No","2009","Berlin","Female","343","0.927406279950483","0.900896341217651","0.953916218683315"
"No","2009","Brandenburg","Male","374","0.972049990054829","0.955542388129116","0.988557591980543"
"No","2009","Brandenburg","Female","388","0.936794863578914","0.913298647905826","0.960291079252003"
"No","2009","Mecklenburg-Western Pomerania","Male","219","0.952546918536546","0.924766919270823","0.980326917802268"
"No","2009","Mecklenburg-Western Pomerania","Female","237","0.917955064405794","0.884004434954548","0.951905693857041"
"No","2009","Saxony","Male","663","0.981428690750788","0.971259078542158","0.991598302959418"
"No","2009","Saxony","Female","664","0.92394147896107","0.904261353062833","0.943621604859308"
"No","2009","Saxony-Anhalt","Male","359","0.97619720307686","0.960644077335009","0.99175032881871"
"No","2009","Saxony-Anhalt","Female","381","0.948836571784673","0.927325052005129","0.970348091564217"
"No","2009","Thuringia","Male","378","0.935298854121076","0.91097776589949","0.959619942342661"
"No","2009","Thuringia","Female","406","0.944070068774414","0.922401487632907","0.965738649915921"
"Yes","2010","Schleswig-Holstein","Male","","","",""
"Yes","2010","Schleswig-Holstein","Female","","","",""
"Yes","2010","Hamburg","Male","","","",""
"Yes","2010","Hamburg","Female","","","",""
"Yes","2010","Lower Saxony","Male","","","",""
"Yes","2010","Lower Saxony","Female","","","",""
"Yes","2010","Bremen","Male","","","",""
"Yes","2010","Bremen","Female","","","",""
"Yes","2010","North Rhine-Westphalia","Male","","","",""
"Yes","2010","North Rhine-Westphalia","Female","","","",""
"Yes","2010","Hesse","Male","","","",""
"Yes","2010","Hesse","Female","","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","Male","","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","Female","","","",""
"Yes","2010","Baden-Württemberg","Male","","","",""
"Yes","2010","Baden-Württemberg","Female","","","",""
"Yes","2010","Bavaria","Male","","","",""
"Yes","2010","Bavaria","Female","","","",""
"Yes","2010","Berlin","Male","","","",""
"Yes","2010","Berlin","Female","","","",""
"Yes","2010","Brandenburg","Male","","","",""
"Yes","2010","Brandenburg","Female","","","",""
"Yes","2010","Mecklenburg-Western Pomerania","Male","","","",""
"Yes","2010","Mecklenburg-Western Pomerania","Female","","","",""
"Yes","2010","Saxony","Male","","","",""
"Yes","2010","Saxony","Female","","","",""
"Yes","2010","Saxony-Anhalt","Male","","","",""
"Yes","2010","Saxony-Anhalt","Female","","","",""
"Yes","2010","Thuringia","Male","","","",""
"Yes","2010","Thuringia","Female","","","",""
"No","2010","Schleswig-Holstein","Male","","","",""
"No","2010","Schleswig-Holstein","Female","","","",""
"No","2010","Hamburg","Male","","","",""
"No","2010","Hamburg","Female","","","",""
"No","2010","Lower Saxony","Male","","","",""
"No","2010","Lower Saxony","Female","","","",""
"No","2010","Bremen","Male","","","",""
"No","2010","Bremen","Female","","","",""
"No","2010","North Rhine-Westphalia","Male","","","",""
"No","2010","North Rhine-Westphalia","Female","","","",""
"No","2010","Hesse","Male","","","",""
"No","2010","Hesse","Female","","","",""
"No","2010","Rhineland-Palatinate,Saarland","Male","","","",""
"No","2010","Rhineland-Palatinate,Saarland","Female","","","",""
"No","2010","Baden-Württemberg","Male","","","",""
"No","2010","Baden-Württemberg","Female","","","",""
"No","2010","Bavaria","Male","","","",""
"No","2010","Bavaria","Female","","","",""
"No","2010","Berlin","Male","","","",""
"No","2010","Berlin","Female","","","",""
"No","2010","Brandenburg","Male","","","",""
"No","2010","Brandenburg","Female","","","",""
"No","2010","Mecklenburg-Western Pomerania","Male","","","",""
"No","2010","Mecklenburg-Western Pomerania","Female","","","",""
"No","2010","Saxony","Male","","","",""
"No","2010","Saxony","Female","","","",""
"No","2010","Saxony-Anhalt","Male","","","",""
"No","2010","Saxony-Anhalt","Female","","","",""
"No","2010","Thuringia","Male","","","",""
"No","2010","Thuringia","Female","","","",""
"Yes","2011","Schleswig-Holstein","Male","9","","",""
"Yes","2011","Schleswig-Holstein","Female","21","","",""
"Yes","2011","Hamburg","Male","4","","",""
"Yes","2011","Hamburg","Female","17","","",""
"Yes","2011","Lower Saxony","Male","29","","",""
"Yes","2011","Lower Saxony","Female","72","0.0651446693916669","0.0499552644582284","0.0803340743251053"
"Yes","2011","Bremen","Male","4","","",""
"Yes","2011","Bremen","Female","2","","",""
"Yes","2011","North Rhine-Westphalia","Male","94","0.0499339423202377","0.040332873442449","0.0595350111980265"
"Yes","2011","North Rhine-Westphalia","Female","162","0.0748584377867005","0.0638063677284606","0.0859105078449404"
"Yes","2011","Hesse","Male","39","0.0625788970098959","0.0441007916807733","0.0810570023390185"
"Yes","2011","Hesse","Female","57","0.093155180017188","0.0724504227082674","0.113859937326108"
"Yes","2011","Rhineland-Palatinate,Saarland","Male","24","","",""
"Yes","2011","Rhineland-Palatinate,Saarland","Female","50","0.0982019108638929","0.0755328399542567","0.120870981773529"
"Yes","2011","Baden-Württemberg","Male","37","0.0315416320170002","0.0215312142618385","0.0415520497721619"
"Yes","2011","Baden-Württemberg","Female","89","0.0704630444648186","0.0566984606176529","0.0842276283119843"
"Yes","2011","Bavaria","Male","73","0.0565337863334079","0.0448966575700975","0.0681709150967182"
"Yes","2011","Bavaria","Female","147","0.0812966542006112","0.0682594083577657","0.0943339000434567"
"Yes","2011","Berlin","Male","22","","",""
"Yes","2011","Berlin","Female","32","0.0814161614002214","0.0553858194033471","0.107446503397096"
"Yes","2011","Brandenburg","Male","15","","",""
"Yes","2011","Brandenburg","Female","42","0.0956053012266724","0.0689361225020835","0.122274479951261"
"Yes","2011","Mecklenburg-Western Pomerania","Male","3","","",""
"Yes","2011","Mecklenburg-Western Pomerania","Female","29","","",""
"Yes","2011","Saxony","Male","25","","",""
"Yes","2011","Saxony","Female","50","0.0806525462149858","0.0608177525016993","0.100487339928272"
"Yes","2011","Saxony-Anhalt","Male","13","","",""
"Yes","2011","Saxony-Anhalt","Female","33","0.0612898005266438","0.0393703810727938","0.0832092199804937"
"Yes","2011","Thuringia","Male","17","","",""
"Yes","2011","Thuringia","Female","34","0.081458501865299","0.0567551867872103","0.106161816943388"
"No","2011","Schleswig-Holstein","Male","299","0.967588257278333","0.947810856299759","0.987365658256906"
"No","2011","Schleswig-Holstein","Female","324","0.939359170471309","0.91417446072309","0.964543880219529"
"No","2011","Hamburg","Male","148","0.975115527349065","0.950351655159112","0.999879399539019"
"No","2011","Hamburg","Female","146","0.91139411059368","0.867768783885754","0.955019437301605"
"No","2011","Lower Saxony","Male","877","0.967908941565222","0.956432869578822","0.979385013551622"
"No","2011","Lower Saxony","Female","942","0.934855330608333","0.919665925674895","0.950044735541772"
"No","2011","Bremen","Male","57","0.937319681866341","0.876493208449127","0.998146155283555"
"No","2011","Bremen","Female","64","0.911694059918379","0.843240562023695","0.980147557813064"
"No","2011","North Rhine-Westphalia","Male","1883","0.950066057679762","0.940464988801973","0.959667126557551"
"No","2011","North Rhine-Westphalia","Female","2016","0.9251415622133","0.91408949215506","0.936193632271539"
"No","2011","Hesse","Male","621","0.937421102990104","0.918942997660981","0.955899208319227"
"No","2011","Hesse","Female","700","0.906844819982812","0.886140062673891","0.927549577291732"
"No","2011","Rhineland-Palatinate,Saarland","Male","526","0.945797483641348","0.926875112868871","0.964719854413825"
"No","2011","Rhineland-Palatinate,Saarland","Female","612","0.901798089136107","0.879129018226471","0.924467160045743"
"No","2011","Baden-Württemberg","Male","1134","0.968458367983","0.958447950227838","0.978468785738162"
"No","2011","Baden-Württemberg","Female","1239","0.929536955535181","0.915772371688016","0.943301539382347"
"No","2011","Bavaria","Male","1440","0.943466213666592","0.931829084903282","0.955103342429903"
"No","2011","Bavaria","Female","1541","0.918703345799389","0.905666099956543","0.931740591642234"
"No","2011","Berlin","Male","337","0.945188444449057","0.92164358337627","0.968733305521843"
"No","2011","Berlin","Female","392","0.918583838599779","0.892553496602904","0.944614180596653"
"No","2011","Brandenburg","Male","407","0.95965807122114","0.94088529709083","0.978430845351449"
"No","2011","Brandenburg","Female","425","0.904394698773328","0.877725520048739","0.931063877497916"
"No","2011","Mecklenburg-Western Pomerania","Male","242","0.988579353329881","0.975274313941023","1.00188439271874"
"No","2011","Mecklenburg-Western Pomerania","Female","245","0.87271726859539","0.833253883310276","0.912180653880503"
"No","2011","Saxony","Male","661","0.94916559385504","0.932728088627015","0.965603099083065"
"No","2011","Saxony","Female","674","0.919347453785014","0.899512660071728","0.939182247498301"
"No","2011","Saxony-Anhalt","Male","397","0.974901680528603","0.959760529421259","0.990042831635948"
"No","2011","Saxony-Anhalt","Female","427","0.938710199473356","0.916790780019506","0.960629618927206"
"No","2011","Thuringia","Male","402","0.952764235950248","0.932451460147623","0.973077011752873"
"No","2011","Thuringia","Female","437","0.918541498134701","0.893838183056612","0.94324481321279"
"Yes","2012","Schleswig-Holstein","Male","","","",""
"Yes","2012","Schleswig-Holstein","Female","","","",""
"Yes","2012","Hamburg","Male","","","",""
"Yes","2012","Hamburg","Female","","","",""
"Yes","2012","Lower Saxony","Male","","","",""
"Yes","2012","Lower Saxony","Female","","","",""
"Yes","2012","Bremen","Male","","","",""
"Yes","2012","Bremen","Female","","","",""
"Yes","2012","North Rhine-Westphalia","Male","","","",""
"Yes","2012","North Rhine-Westphalia","Female","","","",""
"Yes","2012","Hesse","Male","","","",""
"Yes","2012","Hesse","Female","","","",""
"Yes","2012","Rhineland-Palatinate,Saarland","Male","","","",""
"Yes","2012","Rhineland-Palatinate,Saarland","Female","","","",""
"Yes","2012","Baden-Württemberg","Male","","","",""
"Yes","2012","Baden-Württemberg","Female","","","",""
"Yes","2012","Bavaria","Male","","","",""
"Yes","2012","Bavaria","Female","","","",""
"Yes","2012","Berlin","Male","","","",""
"Yes","2012","Berlin","Female","","","",""
"Yes","2012","Brandenburg","Male","","","",""
"Yes","2012","Brandenburg","Female","","","",""
"Yes","2012","Mecklenburg-Western Pomerania","Male","","","",""
"Yes","2012","Mecklenburg-Western Pomerania","Female","","","",""
"Yes","2012","Saxony","Male","","","",""
"Yes","2012","Saxony","Female","","","",""
"Yes","2012","Saxony-Anhalt","Male","","","",""
"Yes","2012","Saxony-Anhalt","Female","","","",""
"Yes","2012","Thuringia","Male","","","",""
"Yes","2012","Thuringia","Female","","","",""
"No","2012","Schleswig-Holstein","Male","","","",""
"No","2012","Schleswig-Holstein","Female","","","",""
"No","2012","Hamburg","Male","","","",""
"No","2012","Hamburg","Female","","","",""
"No","2012","Lower Saxony","Male","","","",""
"No","2012","Lower Saxony","Female","","","",""
"No","2012","Bremen","Male","","","",""
"No","2012","Bremen","Female","","","",""
"No","2012","North Rhine-Westphalia","Male","","","",""
"No","2012","North Rhine-Westphalia","Female","","","",""
"No","2012","Hesse","Male","","","",""
"No","2012","Hesse","Female","","","",""
"No","2012","Rhineland-Palatinate,Saarland","Male","","","",""
"No","2012","Rhineland-Palatinate,Saarland","Female","","","",""
"No","2012","Baden-Württemberg","Male","","","",""
"No","2012","Baden-Württemberg","Female","","","",""
"No","2012","Bavaria","Male","","","",""
"No","2012","Bavaria","Female","","","",""
"No","2012","Berlin","Male","","","",""
"No","2012","Berlin","Female","","","",""
"No","2012","Brandenburg","Male","","","",""
"No","2012","Brandenburg","Female","","","",""
"No","2012","Mecklenburg-Western Pomerania","Male","","","",""
"No","2012","Mecklenburg-Western Pomerania","Female","","","",""
"No","2012","Saxony","Male","","","",""
"No","2012","Saxony","Female","","","",""
"No","2012","Saxony-Anhalt","Male","","","",""
"No","2012","Saxony-Anhalt","Female","","","",""
"No","2012","Thuringia","Male","","","",""
"No","2012","Thuringia","Female","","","",""
"Yes","2013","Schleswig-Holstein","Male","9","","",""
"Yes","2013","Schleswig-Holstein","Female","25","","",""
"Yes","2013","Hamburg","Male","7","","",""
"Yes","2013","Hamburg","Female","13","","",""
"Yes","2013","Lower Saxony","Male","38","0.0462103735252554","0.0320046568900067","0.0604160901605041"
"Yes","2013","Lower Saxony","Female","89","0.0910931384697632","0.0727474206002712","0.109438856339255"
"Yes","2013","Bremen","Male","3","","",""
"Yes","2013","Bremen","Female","4","","",""
"Yes","2013","North Rhine-Westphalia","Male","107","0.0658901614034937","0.0543324800511007","0.0774478427558867"
"Yes","2013","North Rhine-Westphalia","Female","183","0.0945394346378896","0.0816031940371383","0.107475675238641"
"Yes","2013","Hesse","Male","36","0.0638637061805665","0.0442828679044707","0.0834445444566623"
"Yes","2013","Hesse","Female","61","0.0985868568924001","0.0764398559237305","0.12073385786107"
"Yes","2013","Rhineland-Palatinate,Saarland","Male","27","","",""
"Yes","2013","Rhineland-Palatinate,Saarland","Female","58","0.106652298763438","0.0820562256073729","0.131248371919502"
"Yes","2013","Baden-Württemberg","Male","45","0.0577770687955978","0.0432577298991963","0.0722964076919993"
"Yes","2013","Baden-Württemberg","Female","98","0.0831829875759667","0.0671872623010183","0.099178712850915"
"Yes","2013","Bavaria","Male","84","0.070785497810945","0.0572640186108552","0.0843069770110348"
"Yes","2013","Bavaria","Female","136","0.10129017132645","0.0864273576942547","0.116152984958645"
"Yes","2013","Berlin","Male","31","0.0656561743697469","0.0402119892806568","0.0911003594588369"
"Yes","2013","Berlin","Female","42","0.104703049344889","0.0749945149616146","0.134411583728164"
"Yes","2013","Brandenburg","Male","15","","",""
"Yes","2013","Brandenburg","Female","29","","",""
"Yes","2013","Mecklenburg-Western Pomerania","Male","8","","",""
"Yes","2013","Mecklenburg-Western Pomerania","Female","31","0.102370390831784","0.0643349071469078","0.14040587451666"
"Yes","2013","Saxony","Male","26","","",""
"Yes","2013","Saxony","Female","65","0.103619042771978","0.0808625893262477","0.126375496217708"
"Yes","2013","Saxony-Anhalt","Male","6","","",""
"Yes","2013","Saxony-Anhalt","Female","30","0.0747700042956147","0.0492171486679292","0.1003228599233"
"Yes","2013","Thuringia","Male","17","","",""
"Yes","2013","Thuringia","Female","34","0.0766603860294626","0.0516873650770853","0.10163340698184"
"No","2013","Schleswig-Holstein","Male","252","0.969440949450524","0.948559605546347","0.990322293354702"
"No","2013","Schleswig-Holstein","Female","307","0.925419707509013","0.897160468522397","0.953678946495629"
"No","2013","Hamburg","Male","141","0.901033612668515","0.852924030166686","0.949143195170344"
"No","2013","Hamburg","Female","151","0.909711262803681","0.865848625344726","0.953573900262637"
"No","2013","Lower Saxony","Male","801","0.953789626474745","0.939583909839496","0.967995343109993"
"No","2013","Lower Saxony","Female","856","0.908906861530237","0.890561143660745","0.927252579399729"
"No","2013","Bremen","Male","53","0.957396104154194","0.904499893355398","1.01029231495299"
"No","2013","Bremen","Female","60","0.88870117824711","0.811649648506755","0.965752707987464"
"No","2013","North Rhine-Westphalia","Male","1663","0.934109838596506","0.922552157244113","0.945667519948899"
"No","2013","North Rhine-Westphalia","Female","1782","0.90546056536211","0.892524324761359","0.918396805962862"
"No","2013","Hesse","Male","563","0.936136293819434","0.916555455543338","0.955717132095529"
"No","2013","Hesse","Female","635","0.9014131431076","0.87926614213893","0.92356014407627"
"No","2013","Rhineland-Palatinate,Saarland","Male","471","0.957785953512308","0.940125732129108","0.975446174895508"
"No","2013","Rhineland-Palatinate,Saarland","Female","547","0.893347701236562","0.868751628080498","0.917943774392627"
"No","2013","Baden-Württemberg","Male","947","0.942222931204402","0.927703592308001","0.956742270100804"
"No","2013","Baden-Württemberg","Female","1047","0.916817012424033","0.900821287149085","0.932812737698982"
"No","2013","Bavaria","Male","1298","0.929214502189055","0.915693022988965","0.942735981389145"
"No","2013","Bavaria","Female","1447","0.89870982867355","0.883847015041355","0.913572642305745"
"No","2013","Berlin","Male","333","0.934343825630253","0.908899640541163","0.959788010719343"
"No","2013","Berlin","Female","366","0.895296950655111","0.865588416271836","0.925005485038385"
"No","2013","Brandenburg","Male","358","0.938006158019622","0.913534082968906","0.962478233070339"
"No","2013","Brandenburg","Female","385","0.909993302831535","0.882425355447988","0.937561250215081"
"No","2013","Mecklenburg-Western Pomerania","Male","203","0.94817798219763","0.918268495754789","0.978087468640471"
"No","2013","Mecklenburg-Western Pomerania","Female","213","0.897629609168216","0.85959412548334","0.935665092853092"
"No","2013","Saxony","Male","627","0.960400292578835","0.945442633484741","0.97535795167293"
"No","2013","Saxony","Female","624","0.896380957228022","0.873624503782292","0.919137410673752"
"No","2013","Saxony-Anhalt","Male","351","0.984721630446397","0.971998053308092","0.997445207584703"
"No","2013","Saxony-Anhalt","Female","377","0.925229995704385","0.8996771400767","0.950782851332071"
"No","2013","Thuringia","Male","354","0.939770000347492","0.91556091646924","0.963979084225745"
"No","2013","Thuringia","Female","402","0.923339613970537","0.89836659301816","0.948312634922915"
"Yes","2014","Schleswig-Holstein","Male","","","",""
"Yes","2014","Schleswig-Holstein","Female","","","",""
"Yes","2014","Hamburg","Male","","","",""
"Yes","2014","Hamburg","Female","","","",""
"Yes","2014","Lower Saxony","Male","","","",""
"Yes","2014","Lower Saxony","Female","","","",""
"Yes","2014","Bremen","Male","","","",""
"Yes","2014","Bremen","Female","","","",""
"Yes","2014","North Rhine-Westphalia","Male","","","",""
"Yes","2014","North Rhine-Westphalia","Female","","","",""
"Yes","2014","Hesse","Male","","","",""
"Yes","2014","Hesse","Female","","","",""
"Yes","2014","Rhineland-Palatinate,Saarland","Male","","","",""
"Yes","2014","Rhineland-Palatinate,Saarland","Female","","","",""
"Yes","2014","Baden-Württemberg","Male","","","",""
"Yes","2014","Baden-Württemberg","Female","","","",""
"Yes","2014","Bavaria","Male","","","",""
"Yes","2014","Bavaria","Female","","","",""
"Yes","2014","Berlin","Male","","","",""
"Yes","2014","Berlin","Female","","","",""
"Yes","2014","Brandenburg","Male","","","",""
"Yes","2014","Brandenburg","Female","","","",""
"Yes","2014","Mecklenburg-Western Pomerania","Male","","","",""
"Yes","2014","Mecklenburg-Western Pomerania","Female","","","",""
"Yes","2014","Saxony","Male","","","",""
"Yes","2014","Saxony","Female","","","",""
"Yes","2014","Saxony-Anhalt","Male","","","",""
"Yes","2014","Saxony-Anhalt","Female","","","",""
"Yes","2014","Thuringia","Male","","","",""
"Yes","2014","Thuringia","Female","","","",""
"No","2014","Schleswig-Holstein","Male","","","",""
"No","2014","Schleswig-Holstein","Female","","","",""
"No","2014","Hamburg","Male","","","",""
"No","2014","Hamburg","Female","","","",""
"No","2014","Lower Saxony","Male","","","",""
"No","2014","Lower Saxony","Female","","","",""
"No","2014","Bremen","Male","","","",""
"No","2014","Bremen","Female","","","",""
"No","2014","North Rhine-Westphalia","Male","","","",""
"No","2014","North Rhine-Westphalia","Female","","","",""
"No","2014","Hesse","Male","","","",""
"No","2014","Hesse","Female","","","",""
"No","2014","Rhineland-Palatinate,Saarland","Male","","","",""
"No","2014","Rhineland-Palatinate,Saarland","Female","","","",""
"No","2014","Baden-Württemberg","Male","","","",""
"No","2014","Baden-Württemberg","Female","","","",""
"No","2014","Bavaria","Male","","","",""
"No","2014","Bavaria","Female","","","",""
"No","2014","Berlin","Male","","","",""
"No","2014","Berlin","Female","","","",""
"No","2014","Brandenburg","Male","","","",""
"No","2014","Brandenburg","Female","","","",""
"No","2014","Mecklenburg-Western Pomerania","Male","","","",""
"No","2014","Mecklenburg-Western Pomerania","Female","","","",""
"No","2014","Saxony","Male","","","",""
"No","2014","Saxony","Female","","","",""
"No","2014","Saxony-Anhalt","Male","","","",""
"No","2014","Saxony-Anhalt","Female","","","",""
"No","2014","Thuringia","Male","","","",""
"No","2014","Thuringia","Female","","","",""
"Yes","2015","Schleswig-Holstein","Male","17","","",""
"Yes","2015","Schleswig-Holstein","Female","51","0.0812597088486457","0.0568670813214307","0.105652336375861"
"Yes","2015","Hamburg","Male","7","","",""
"Yes","2015","Hamburg","Female","19","","",""
"Yes","2015","Lower Saxony","Male","48","0.0465709192671937","0.0342246811097459","0.0589171574246415"
"Yes","2015","Lower Saxony","Female","116","0.0932718333308973","0.0775298098721911","0.109013856789604"
"Yes","2015","Bremen","Male","8","","",""
"Yes","2015","Bremen","Female","11","","",""
"Yes","2015","North Rhine-Westphalia","Male","144","0.0723683724183856","0.0619305203260886","0.0828062245106825"
"Yes","2015","North Rhine-Westphalia","Female","257","0.099425495422365","0.0883833044548376","0.110467686389892"
"Yes","2015","Hesse","Male","44","0.0607677478354029","0.0441189485187321","0.0774165471520737"
"Yes","2015","Hesse","Female","100","0.110628607999332","0.0903817362353534","0.13087547976331"
"Yes","2015","Rhineland-Palatinate,Saarland","Male","25","","",""
"Yes","2015","Rhineland-Palatinate,Saarland","Female","82","0.123088384299577","0.100518863637258","0.145657904961896"
"Yes","2015","Baden-Württemberg","Male","57","0.0524421514515871","0.0406979589089032","0.0641863439942709"
"Yes","2015","Baden-Württemberg","Female","143","0.09339096961875","0.0792171425693434","0.107564796668157"
"Yes","2015","Bavaria","Male","109","0.0817805665147233","0.0692664101996312","0.0942947228298154"
"Yes","2015","Bavaria","Female","212","0.106176123990872","0.0933178343754618","0.119034413606281"
"Yes","2015","Berlin","Male","42","0.102597841826389","0.0735439880112731","0.131651695641504"
"Yes","2015","Berlin","Female","51","0.111877907705936","0.0841652357287705","0.139590579683101"
"Yes","2015","Brandenburg","Male","17","","",""
"Yes","2015","Brandenburg","Female","52","0.0802243172719197","0.0574603263119642","0.102988308231875"
"Yes","2015","Mecklenburg-Western Pomerania","Male","10","","",""
"Yes","2015","Mecklenburg-Western Pomerania","Female","39","0.140023980773468","0.101519153943461","0.178528807603474"
"Yes","2015","Saxony","Male","32","0.0384042482021633","0.024454376005916","0.0523541203984107"
"Yes","2015","Saxony","Female","76","0.0972539034712478","0.0767086723219965","0.117799134620499"
"Yes","2015","Saxony-Anhalt","Male","14","","",""
"Yes","2015","Saxony-Anhalt","Female","45","0.0952824429350018","0.0693125418267969","0.121252344043207"
"Yes","2015","Thuringia","Male","25","","",""
"Yes","2015","Thuringia","Female","47","0.118848475974569","0.0905116413929551","0.147185310556183"
"No","2015","Schleswig-Holstein","Male","377","0.965587644996797","0.947588452259793","0.983586837733802"
"No","2015","Schleswig-Holstein","Female","431","0.918740291151354","0.894347663624139","0.943132918678569"
"No","2015","Hamburg","Male","189","0.932413553522826","0.89726931395641","0.967557793089242"
"No","2015","Hamburg","Female","213","0.908054032896088","0.870872585928756","0.94523547986342"
"No","2015","Lower Saxony","Male","1071","0.953429080732806","0.941082842575359","0.965775318890254"
"No","2015","Lower Saxony","Female","1195","0.906728166669103","0.890986143210396","0.922470190127809"
"No","2015","Bremen","Male","64","0.845671384815303","0.76222531436821","0.929117455262395"
"No","2015","Bremen","Female","89","0.912331666564363","0.856901543726631","0.967761789402095"
"No","2015","North Rhine-Westphalia","Male","2223","0.927631627581614","0.917193775489317","0.938069479673911"
"No","2015","North Rhine-Westphalia","Female","2564","0.900574504577635","0.889532313610108","0.911616695545163"
"No","2015","Hesse","Male","747","0.939232252164597","0.922583452847926","0.955881051481268"
"No","2015","Hesse","Female","822","0.889371392000668","0.86912452023669","0.909618263764646"
"No","2015","Rhineland-Palatinate,Saarland","Male","664","0.957685492964233","0.942654260987726","0.972716724940741"
"No","2015","Rhineland-Palatinate,Saarland","Female","732","0.876911615700423","0.854342095038103","0.899481136362742"
"No","2015","Baden-Württemberg","Male","1327","0.947557848548413","0.935813656005729","0.959302041091097"
"No","2015","Baden-Württemberg","Female","1476","0.90660903038125","0.892435203331843","0.920782857430657"
"No","2015","Bavaria","Male","1733","0.918219433485277","0.905705277170185","0.930733589800369"
"No","2015","Bavaria","Female","1993","0.893823876009128","0.880965586393719","0.906682165624538"
"No","2015","Berlin","Male","377","0.897402158173611","0.868348304358496","0.926456011988727"
"No","2015","Berlin","Female","446","0.888122092294064","0.860409420316899","0.915834764271229"
"No","2015","Brandenburg","Male","426","0.950357946657107","0.930131727826574","0.970584165487639"
"No","2015","Brandenburg","Female","495","0.91977568272808","0.897011691768125","0.942539673688036"
"No","2015","Mecklenburg-Western Pomerania","Male","240","0.95413461933518","0.928203252149885","0.980065986520475"
"No","2015","Mecklenburg-Western Pomerania","Female","273","0.859976019226532","0.821471192396526","0.898480846056539"
