"ple0019","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Lower Saxony","Couple + C. GT 16 ","252","0.95835962510476","0.934307872726402","0.982411377483119","2"
"No","2009","Schleswig-Holstein","Single parent ","27","","","","2"
"No","2009","Schleswig-Holstein","Couple + C. LE 16 ","70","0.99597678055446","0.981252625425737","1.01070093568318","2"
"No","2009","Schleswig-Holstein","Couple + C. GT 16 ","74","0.981209494985225","0.950681984284746","1.0117370056857","2"
"No","2009","Berlin","Couple + C. LE and GT 16","10","","","","2"
"No","2009","Brandenburg","1-pers.-HH","126","0.942532238449424","0.903126820399788","0.98193765649906","2"
"No","2009","Brandenburg","(Married) couple without C. ","309","0.964174804789154","0.943779747876769","0.984569861701539","2"
"No","2009","Brandenburg","Couple + C. LE 16 ","98","0.956690320134456","0.917187674597763","0.996192965671149","2"
"No","2009","Hamburg","Couple + C. LE and GT 16","25","","","","2"
"No","2009","Brandenburg","Single parent ","43","0.982875884475353","0.945385267337844","1.02036650161286","2"
"No","2009","Schleswig-Holstein","(Married) couple without C. ","207","0.961996078500355","0.936437910645177","0.987554246355532","2"
"No","2009","Lower Saxony","Single parent ","54","0.907516439169661","0.835403737247157","0.979629141092165","2"
"No","2009","Lower Saxony","Couple + C. LE 16 ","284","0.965999565153469","0.945248280776843","0.986750849530096","2"
"No","2009","Berlin","Single parent ","51","0.956457050773158","0.902523575771209","1.01039052577511","2"
"No","2009","Schleswig-Holstein","Couple + C. LE and GT 16","25","","","","2"
"No","2009","Saxony","1-pers.-HH","204","0.937127706307236","0.904905973985768","0.969349438628704","2"
"No","2009","Saxony","(Married) couple without C. ","530","0.958450473053217","0.941681111784549","0.975219834321885","2"
"No","2009","Schleswig-Holstein","1-pers.-HH","95","1","1","1","2"
"No","2009","Hamburg","1-pers.-HH","72","0.930695755334037","0.874691847878671","0.986699662789402","2"
"No","2009","Hamburg","(Married) couple without C. ","98","0.92975945188956","0.880879284052628","0.978639619726493","2"
"No","2009","Hamburg","Single parent ","13","","","","2"
"No","2009","Hamburg","Couple + C. LE 16 ","22","","","","2"
"No","2009","Hamburg","Couple + C. GT 16 ","20","","","","2"
"No","2009","Lower Saxony","1-pers.-HH","235","0.955675040349973","0.930007815765623","0.981342264934323","2"
"No","2009","Lower Saxony","(Married) couple without C. ","598","0.962861391502128","0.948036115662823","0.977686667341434","2"
"No","2009","Berlin","Couple + C. LE 16 ","78","0.956989163587173","0.912806892530125","1.00117143464422","2"
"No","2009","Berlin","Couple + C. GT 16 ","83","0.949684255989262","0.904012435446951","0.995356076531573","2"
"No","2009","Brandenburg","Couple + C. GT 16 ","136","0.973463511286113","0.946934558807617","0.99999246376461","2"
"No","2009","Brandenburg","Couple + C. LE and GT 16","38","1","1","1","2"
"No","2009","Mecklenburg-Western Pomerania","1-pers.-HH","75","0.808933092080859","0.723840803648062","0.894025380513655","2"
"No","2009","Mecklenburg-Western Pomerania","(Married) couple without C. ","212","0.976534851141849","0.956486365952815","0.996583336330883","2"
"No","2009","Mecklenburg-Western Pomerania","Single parent ","26","","","","2"
"No","2009","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","44","0.972246824529777","0.924777420132291","1.01971622892726","2"
"No","2009","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","61","0.995481042443892","0.978785986665978","1.01217609822181","2"
"No","2009","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","34","0.981303536477312","0.936429464097042","1.02617760885758","2"
"No","2009","Bavaria","Couple + C. LE and GT 16","184","0.945733323564396","0.913689197275662","0.977777449853129","2"
"No","2009","Berlin","1-pers.-HH","157","0.923655718968887","0.883619960986647","0.963691476951126","2"
"No","2009","Berlin","(Married) couple without C. ","257","0.923134478876619","0.891651195523072","0.954617762230166","2"
"No","2009","Lower Saxony","Couple + C. LE and GT 16","111","0.973663183049086","0.944522138605541","1.00280422749263","2"
"No","2009","Bremen","1-pers.-HH","21","","","","2"
"No","2009","Bremen","(Married) couple without C. ","51","0.860493275258348","0.768082519334795","0.952904031181901","2"
"No","2009","Bremen","Single parent ","13","","","","2"
"No","2009","Bremen","Couple + C. LE 16 ","17","","","","2"
"No","2009","Saxony","Single parent ","69","0.822297411054335","0.734000973479442","0.910593848629227","2"
"No","2009","Saxony","Couple + C. LE 16 ","198","0.997019051626792","0.989444611993861","1.00459349125972","2"
"No","2009","Saxony","Couple + C. GT 16 ","233","0.974707011032831","0.954965423378821","0.994448598686842","2"
"No","2009","Saxony","Couple + C. LE and GT 16","73","0.979358365760714","0.947805148519331","1.0109115830021","2"
