"ple0019","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","2015","35-65 y.","East Germany","2729","0.9014637655638","0.890797019004378","0.912130512123221","2"
"No","2015","66 and older","West Germany","3499","0.936365261408011","0.928511596041306","0.944218926774717","2"
"No","2015","66 and older","East Germany","1185","0.950145541840236","0.938031632581888","0.962259451098585","2"
"Yes","2015","16-34 y.","West Germany","241","0.0556376341099218","0.0490969558630361","0.0621783123568076","1"
"Yes","2015","16-34 y.","East Germany","69","0.058393045849006","0.0442235103256921","0.0725625813723199","1"
"Yes","2015","35-65 y.","West Germany","1053","0.105492796964827","0.0998661628861282","0.111119431043525","1"
"Yes","2015","35-65 y.","East Germany","270","0.0985362344362004","0.0878694878767788","0.109202980995622","1"
"Yes","2015","66 and older","West Germany","212","0.0636347385919889","0.0557810732252835","0.0714884039586942","1"
"Yes","2015","66 and older","East Germany","55","0.0498544581597637","0.037740548901415","0.0619683674181124","1"
"No","2016","16-34 y.","West Germany","","","","","2"
"No","2016","16-34 y.","East Germany","","","","","2"
"No","2016","35-65 y.","West Germany","","","","","2"
"No","2016","35-65 y.","East Germany","","","","","2"
"No","2016","66 and older","West Germany","","","","","2"
"No","2016","66 and older","East Germany","","","","","2"
"Yes","2016","35-65 y.","West Germany","","","","","1"
"Yes","2016","35-65 y.","East Germany","","","","","1"
"Yes","2016","16-34 y.","West Germany","","","","","1"
"Yes","2016","16-34 y.","East Germany","","","","","1"
"Yes","2016","66 and older","West Germany","","","","","1"
"Yes","2016","66 and older","East Germany","","","","","1"
"No","2017","16-34 y.","West Germany","4836","0.935188053683477","0.928444479839059","0.941931627527895","2"
"No","2017","16-34 y.","East Germany","1045","0.93741900129552","0.923265628344991","0.951572374246049","2"
"No","2017","35-65 y.","West Germany","11007","0.891110726237893","0.885576900162069","0.896644552313716","2"
"No","2017","35-65 y.","East Germany","2990","0.90580730598148","0.895800358807232","0.915814253155728","2"
"No","2017","66 and older","West Germany","3569","0.936944035719912","0.929206705898621","0.944681365541203","2"
"No","2017","66 and older","East Germany","1190","0.951152214459557","0.939164545402209","0.963139883516905","2"
"Yes","2017","35-65 y.","West Germany","1165","0.108889273762107","0.103355447686284","0.114423099837931","1"
"Yes","2017","35-65 y.","East Germany","283","0.0941926940185199","0.0841857468442723","0.104199641192768","1"
"Yes","2017","66 and older","West Germany","222","0.063055964280088","0.0553186344587973","0.0707932941013787","1"
"Yes","2017","16-34 y.","West Germany","284","0.064811946316523","0.058068372472105","0.071555520160941","1"
"Yes","2017","16-34 y.","East Germany","80","0.0625809987044802","0.0484276257539513","0.0767343716550091","1"
"Yes","2017","66 and older","East Germany","52","0.0488477855404429","0.0368601164830945","0.0608354545977914","1"
"No","2018","16-34 y.","West Germany","","","","","2"
"No","2018","16-34 y.","East Germany","","","","","2"
"No","2018","35-65 y.","West Germany","","","","","2"
"No","2018","35-65 y.","East Germany","","","","","2"
"No","2018","66 and older","West Germany","","","","","2"
"No","2018","66 and older","East Germany","","","","","2"
"Yes","2018","35-65 y.","West Germany","","","","","1"
"Yes","2018","35-65 y.","East Germany","","","","","1"
"Yes","2018","66 and older","West Germany","","","","","1"
"Yes","2018","16-34 y.","West Germany","","","","","1"
"Yes","2018","66 and older","East Germany","","","","","1"
"Yes","2018","16-34 y.","East Germany","","","","","1"
"No","2019","16-34 y.","West Germany","4117","0.919660603847662","0.911693962490365","0.927627245204959","2"
"No","2019","16-34 y.","East Germany","864","0.90805894412919","0.889800140464443","0.926317747793936","2"
"No","2019","35-65 y.","West Germany","10594","0.881985075688347","0.876170609131843","0.887799542244852","2"
"No","2019","35-65 y.","East Germany","2983","0.897176664756702","0.886818599752704","0.9075347297607","2"
"No","2019","66 and older","West Germany","3640","0.921561966668035","0.913144409418697","0.929979523917373","2"
"No","2019","66 and older","East Germany","1241","0.946635001929348","0.93450083642623","0.958769167432466","2"
"Yes","2019","35-65 y.","West Germany","1233","0.118014924311653","0.112200457755149","0.123829390868157","1"
"Yes","2019","35-65 y.","East Germany","320","0.102823335243298","0.0924652702393002","0.113181400247296","1"
"Yes","2019","16-34 y.","West Germany","355","0.0803393961523381","0.0723727547950413","0.088306037509635","1"
"Yes","2019","66 and older","West Germany","279","0.0784380333319646","0.0700204760826267","0.0868555905813026","1"
"Yes","2019","66 and older","East Germany","77","0.0533649980706521","0.041230832567534","0.0654991635737703","1"
"Yes","2019","16-34 y.","East Germany","98","0.0919410558708102","0.073682252206064","0.110199859535556","1"
