"ple0019","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes","2016","secondary school degree","West Germany","","","",""
"Yes","2016","secondary school degree","East Germany","","","",""
"Yes","2016","college entrance qualification","West Germany","","","",""
"Yes","2016","college entrance qualification","East Germany","","","",""
"Yes","2016","Other degree","West Germany","","","",""
"Yes","2016","Other degree","East Germany","","","",""
"Yes","2016","no degree/no degree yet","West Germany","","","",""
"Yes","2016","no degree/no degree yet","East Germany","","","",""
"Yes","2017","lower secondary degree","West Germany","429","1","1","1"
"Yes","2017","lower secondary degree","East Germany","69","1","1","1"
"Yes","2017","secondary school degree","West Germany","474","1","1","1"
"Yes","2017","secondary school degree","East Germany","214","1","1","1"
"Yes","2017","college entrance qualification","West Germany","450","1","1","1"
"Yes","2017","college entrance qualification","East Germany","90","1","1","1"
"Yes","2017","Other degree","West Germany","186","1","1","1"
"Yes","2017","Other degree","East Germany","18","","",""
"Yes","2017","no degree/no degree yet","West Germany","73","1","1","1"
"Yes","2017","no degree/no degree yet","East Germany","12","","",""
"Yes","2018","lower secondary degree","West Germany","","","",""
"Yes","2018","lower secondary degree","East Germany","","","",""
"Yes","2018","secondary school degree","West Germany","","","",""
"Yes","2018","secondary school degree","East Germany","","","",""
"Yes","2018","college entrance qualification","West Germany","","","",""
"Yes","2018","college entrance qualification","East Germany","","","",""
"Yes","2018","Other degree","West Germany","","","",""
"Yes","2018","Other degree","East Germany","","","",""
"Yes","2018","no degree/no degree yet","West Germany","","","",""
"Yes","2018","no degree/no degree yet","East Germany","","","",""
"Yes","2019","lower secondary degree","West Germany","460","1","1","1"
"Yes","2019","lower secondary degree","East Germany","81","1","1","1"
"Yes","2019","secondary school degree","West Germany","527","1","1","1"
"Yes","2019","secondary school degree","East Germany","231","1","1","1"
"Yes","2019","college entrance qualification","West Germany","560","1","1","1"
"Yes","2019","college entrance qualification","East Germany","134","1","1","1"
"Yes","2019","Other degree","West Germany","168","1","1","1"
"Yes","2019","Other degree","East Germany","14","","",""
"Yes","2019","no degree/no degree yet","West Germany","70","1","1","1"
"Yes","2019","no degree/no degree yet","East Germany","13","","",""
