"ple0019","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Yes","2013","general elemantary","Urban Area","106","0.0876047528859033","0.0718561109007717","0.103353394871035","1"
"Yes","2013","general elemantary","Rural Area","50","0.0901595408578341","0.0677590911375176","0.112559990578151","1"
"Yes","2013","middle vocational","Urban Area","449","0.0843721825520261","0.0771855670279071","0.0915587980761452","1"
"Yes","2013","middle vocational","Rural Area","247","0.0700882667182998","0.0618766411144927","0.0782998923221069","1"
"Yes","2013","vocational + Abi","Urban Area","72","0.0918194624350052","0.0718588650458353","0.111780059824175","1"
"Yes","2013","vocational + Abi","Rural Area","14","","","","1"
"Yes","2013","higher education","Urban Area","213","0.0643293241412478","0.0558182837143237","0.0728403645681718","1"
"Yes","2013","higher education","Rural Area","73","0.0671800380531731","0.0534981307058671","0.0808619454004791","1"
"No","2014","in school","Urban Area","","","","","2"
"No","2014","in school","Rural Area","","","","","2"
"No","2014","general elemantary","Urban Area","","","","","2"
"No","2014","general elemantary","Rural Area","","","","","2"
"No","2014","inadequately","Urban Area","","","","","2"
"No","2014","inadequately","Rural Area","","","","","2"
"No","2014","middle vocational","Urban Area","","","","","2"
"No","2014","middle vocational","Rural Area","","","","","2"
"No","2014","vocational + Abi","Urban Area","","","","","2"
"No","2014","vocational + Abi","Rural Area","","","","","2"
"No","2014","higher vocational","Urban Area","","","","","2"
"No","2014","higher vocational","Rural Area","","","","","2"
"No","2014","higher education","Urban Area","","","","","2"
"No","2014","higher education","Rural Area","","","","","2"
"Yes","2014","in school","Urban Area","","","","","1"
"Yes","2014","in school","Rural Area","","","","","1"
"Yes","2014","inadequately","Urban Area","","","","","1"
"Yes","2014","inadequately","Rural Area","","","","","1"
"Yes","2014","general elemantary","Urban Area","","","","","1"
"Yes","2014","general elemantary","Rural Area","","","","","1"
"Yes","2014","middle vocational","Urban Area","","","","","1"
"Yes","2014","middle vocational","Rural Area","","","","","1"
"Yes","2014","higher vocational","Urban Area","","","","","1"
"Yes","2014","higher vocational","Rural Area","","","","","1"
"Yes","2014","vocational + Abi","Urban Area","","","","","1"
"Yes","2014","vocational + Abi","Rural Area","","","","","1"
"Yes","2014","higher education","Urban Area","","","","","1"
"Yes","2014","higher education","Rural Area","","","","","1"
"No","2015","in school","Urban Area","226","0.949944068722857","0.921944785018512","0.977943352427203","2"
"No","2015","in school","Rural Area","117","0.968484450337994","0.937095023949461","0.999873876726527","2"
"No","2015","general elemantary","Urban Area","1636","0.905233279844569","0.891649659187513","0.918816900501626","2"
"No","2015","general elemantary","Rural Area","833","0.920284061429459","0.902608290917648","0.937959831941269","2"
"No","2015","middle vocational","Urban Area","6539","0.911811653554035","0.905218028932556","0.918405278175514","2"
"No","2015","middle vocational","Rural Area","4246","0.916856562393564","0.90888302910983","0.924830095677298","2"
"No","2015","vocational + Abi","Urban Area","1302","0.911471868453255","0.896759287491612","0.926184449414899","2"
"No","2015","vocational + Abi","Rural Area","499","0.924240241788249","0.901690998000253","0.946789485576244","2"
"No","2015","higher vocational","Urban Area","847","0.921581056632271","0.904275503438331","0.93888660982621","2"
"No","2015","higher vocational","Rural Area","565","0.926368585232384","0.905557540354335","0.947179630110433","2"
"No","2015","higher education","Urban Area","3980","0.930840564154966","0.923221411715033","0.9384597165949","2"
"No","2015","higher education","Rural Area","1525","0.925834016858444","0.913124649163577","0.938543384553311","2"
"No","2015","inadequately","Urban Area","256","0.878835154380038","0.840816486097437","0.916853822662639","2"
"No","2015","inadequately","Rural Area","115","0.876574519445462","0.81981351522604","0.933335523664884","2"
"Yes","2015","middle vocational","Urban Area","566","0.0881883464459651","0.0815947218244858","0.0947819710674445","1"
"Yes","2015","middle vocational","Rural Area","360","0.0831434376064355","0.0751699043227016","0.0911169708901695","1"
"Yes","2015","higher vocational","Urban Area","80","0.0784189433677291","0.0611133901737897","0.0957244965616686","1"
"Yes","2015","higher vocational","Rural Area","40","0.0736314147676158","0.0528203698895666","0.094442459645665","1"
"Yes","2015","in school","Urban Area","7","","","","1"
"Yes","2015","in school","Rural Area","2","","","","1"
"Yes","2015","inadequately","Urban Area","27","","","","1"
"Yes","2015","inadequately","Rural Area","14","","","","1"
"Yes","2015","general elemantary","Urban Area","150","0.0947667201554306","0.0811830994983738","0.108350340812487","1"
"Yes","2015","general elemantary","Rural Area","69","0.0797159385705414","0.0620401680587313","0.0973917090823516","1"
"Yes","2015","vocational + Abi","Urban Area","130","0.0885281315467446","0.0738155505851007","0.103240712508388","1"
"Yes","2015","vocational + Abi","Rural Area","30","0.0757597582117511","0.0532105144237557","0.0983090019997466","1"
"Yes","2015","higher education","Urban Area","280","0.0691594358450336","0.0615402834051","0.0767785882849672","1"
"Yes","2015","higher education","Rural Area","108","0.074165983141556","0.0614566154466888","0.0868753508364233","1"
"No","2016","in school","Urban Area","","","","","2"
"No","2016","in school","Rural Area","","","","","2"
"No","2016","general elemantary","Urban Area","","","","","2"
"No","2016","general elemantary","Rural Area","","","","","2"
"No","2016","middle vocational","Urban Area","","","","","2"
"No","2016","middle vocational","Rural Area","","","","","2"
"No","2016","vocational + Abi","Urban Area","","","","","2"
"No","2016","vocational + Abi","Rural Area","","","","","2"
"No","2016","higher vocational","Urban Area","","","","","2"
"No","2016","higher vocational","Rural Area","","","","","2"
"No","2016","higher education","Urban Area","","","","","2"
"No","2016","higher education","Rural Area","","","","","2"
"No","2016","inadequately","Urban Area","","","","","2"
"No","2016","inadequately","Rural Area","","","","","2"
"Yes","2016","middle vocational","Urban Area","","","","","1"
"Yes","2016","middle vocational","Rural Area","","","","","1"
"Yes","2016","higher vocational","Urban Area","","","","","1"
"Yes","2016","higher vocational","Rural Area","","","","","1"
"Yes","2016","in school","Urban Area","","","","","1"
"Yes","2016","in school","Rural Area","","","","","1"
"Yes","2016","inadequately","Urban Area","","","","","1"
"Yes","2016","inadequately","Rural Area","","","","","1"
"Yes","2016","general elemantary","Urban Area","","","","","1"
"Yes","2016","general elemantary","Rural Area","","","","","1"
"Yes","2016","vocational + Abi","Urban Area","","","","","1"
"Yes","2016","vocational + Abi","Rural Area","","","","","1"
"Yes","2016","higher education","Urban Area","","","","","1"
"Yes","2016","higher education","Rural Area","","","","","1"
"No","2017","in school","Urban Area","289","0.976096105224045","0.958605900015905","0.993586310432184","2"
"No","2017","in school","Rural Area","114","0.957322047091565","0.921005426349739","0.993638667833392","2"
"No","2017","inadequately","Urban Area","269","0.806582013842789","0.763440751329112","0.849723276356465","2"
"No","2017","inadequately","Rural Area","124","0.869545856731603","0.812731722854605","0.926359990608601","2"
"No","2017","general elemantary","Urban Area","1576","0.896145221675711","0.881856036767169","0.910434406584253","2"
"No","2017","general elemantary","Rural Area","934","0.913655663639205","0.896376477893345","0.930934849385066","2"
"No","2017","middle vocational","Urban Area","6662","0.91433557891416","0.907900063518562","0.920771094309758","2"
"No","2017","middle vocational","Rural Area","4504","0.917726214888531","0.910010400726137","0.925442029050925","2"
"No","2017","vocational + Abi","Urban Area","1447","0.894736022536814","0.879726645408801","0.909745399664828","2"
"No","2017","vocational + Abi","Rural Area","586","0.92288236901192","0.901883192660947","0.943881545362893","2"
"No","2017","higher vocational","Urban Area","819","0.910461570231859","0.891859582738934","0.929063557724783","2"
"No","2017","higher vocational","Rural Area","604","0.943847420981302","0.926025487152951","0.961669354809653","2"
"No","2017","higher education","Urban Area","4406","0.926285013931626","0.918825620484153","0.9337444073791","2"
"No","2017","higher education","Rural Area","1726","0.926119578348668","0.914167666127124","0.938071490570213","2"
"Yes","2017","in school","Urban Area","4","","","","1"
"Yes","2017","in school","Rural Area","5","","","","1"
"Yes","2017","inadequately","Urban Area","53","0.193417986157211","0.150276723643535","0.236559248670888","1"
"Yes","2017","inadequately","Rural Area","11","","","","1"
"Yes","2017","middle vocational","Urban Area","603","0.08566442108584","0.0792289056902416","0.0920999364814383","1"
"Yes","2017","middle vocational","Rural Area","368","0.082273785111469","0.0745579709490749","0.0899895992738632","1"
"Yes","2017","higher vocational","Urban Area","86","0.0895384297681412","0.0709364422752167","0.108140417261066","1"
"Yes","2017","higher vocational","Rural Area","37","0.0561525790186983","0.0383306451903472","0.0739745128470495","1"
"Yes","2017","general elemantary","Urban Area","175","0.103854778324289","0.0895655934157466","0.118143963232831","1"
"Yes","2017","vocational + Abi","Urban Area","159","0.105263977463186","0.0902546003351724","0.120273354591199","1"
"Yes","2017","higher education","Urban Area","308","0.0737149860683736","0.0662555926208998","0.0811743795158473","1"
"Yes","2017","general elemantary","Rural Area","81","0.0863443363607945","0.0690651506149342","0.103623522106655","1"
"Yes","2017","vocational + Abi","Rural Area","34","0.0771176309880797","0.0561184546371067","0.0981168073390528","1"
"Yes","2017","higher education","Rural Area","114","0.0738804216513316","0.061928509429787","0.0858323338728762","1"
"No","2018","in school","Urban Area","","","","","2"
"No","2018","in school","Rural Area","","","","","2"
"No","2018","inadequately","Urban Area","","","","","2"
"No","2018","inadequately","Rural Area","","","","","2"
"No","2018","general elemantary","Urban Area","","","","","2"
"No","2018","general elemantary","Rural Area","","","","","2"
"No","2018","middle vocational","Urban Area","","","","","2"
"No","2018","middle vocational","Rural Area","","","","","2"
"No","2018","vocational + Abi","Urban Area","","","","","2"
"No","2018","vocational + Abi","Rural Area","","","","","2"
"No","2018","higher vocational","Urban Area","","","","","2"
"No","2018","higher vocational","Rural Area","","","","","2"
"No","2018","higher education","Urban Area","","","","","2"
"No","2018","higher education","Rural Area","","","","","2"
"Yes","2018","inadequately","Urban Area","","","","","1"
"Yes","2018","inadequately","Rural Area","","","","","1"
"Yes","2018","middle vocational","Urban Area","","","","","1"
"Yes","2018","middle vocational","Rural Area","","","","","1"
"Yes","2018","higher vocational","Urban Area","","","","","1"
"Yes","2018","higher vocational","Rural Area","","","","","1"
"Yes","2018","in school","Urban Area","","","","","1"
"Yes","2018","in school","Rural Area","","","","","1"
"Yes","2018","general elemantary","Urban Area","","","","","1"
"Yes","2018","general elemantary","Rural Area","","","","","1"
"Yes","2018","vocational + Abi","Urban Area","","","","","1"
"Yes","2018","vocational + Abi","Rural Area","","","","","1"
"Yes","2018","higher education","Urban Area","","","","","1"
"Yes","2018","higher education","Rural Area","","","","","1"
"No","2019","in school","Urban Area","223","0.925236275875559","0.891680763194009","0.95879178855711","2"
"No","2019","in school","Rural Area","81","0.971121294216585","0.935520127582049","1.00672246085112","2"
"No","2019","inadequately","Urban Area","222","0.861707134724542","0.819986592071944","0.90342767737714","2"
"No","2019","inadequately","Rural Area","97","0.81873952801968","0.746748863761478","0.890730192277881","2"
"No","2019","general elemantary","Urban Area","1266","0.887929422154197","0.871498895155394","0.904359949153","2"
"No","2019","general elemantary","Rural Area","829","0.898802945814367","0.879218779827974","0.918387111800761","2"
"No","2019","middle vocational","Urban Area","5628","0.899147564348236","0.891682526340562","0.90661260235591","2"
"No","2019","middle vocational","Rural Area","3944","0.907961868150169","0.899350503092417","0.916573233207922","2"
"No","2019","vocational + Abi","Urban Area","1302","0.907301836225084","0.89233857057986","0.922265101870308","2"
"No","2019","vocational + Abi","Rural Area","558","0.9068570624062","0.883602035249058","0.930112089563343","2"
"No","2019","higher vocational","Urban Area","834","0.913843438272647","0.895622573667599","0.932064302877695","2"
"No","2019","higher vocational","Rural Area","650","0.938584142492144","0.920721519915377","0.956446765068911","2"
"No","2019","higher education","Urban Area","4188","0.924931585764965","0.917228465662639","0.932634705867291","2"
"No","2019","higher education","Rural Area","1785","0.92226507795206","0.910254024696047","0.934276131208072","2"
"Yes","2019","inadequately","Urban Area","41","0.138292865275458","0.0965723226228596","0.180013407928056","1"
"Yes","2019","inadequately","Rural Area","13","","","","1"
"Yes","2019","middle vocational","Urban Area","623","0.100852435651764","0.0933873976440905","0.108317473659438","1"
"Yes","2019","middle vocational","Rural Area","385","0.0920381318498305","0.0834267667920779","0.100649496907583","1"
"Yes","2019","higher vocational","Urban Area","77","0.0861565617273525","0.0679356971223045","0.104377426332401","1"
"Yes","2019","higher vocational","Rural Area","44","0.0614158575078557","0.0435532349310888","0.0792784800846227","1"
"Yes","2019","in school","Urban Area","13","","","","1"
"Yes","2019","general elemantary","Urban Area","150","0.112070577845803","0.0956400508470004","0.128501104844606","1"
"Yes","2019","vocational + Abi","Urban Area","141","0.0926981637749164","0.0777348981296925","0.10766142942014","1"
"Yes","2019","higher education","Urban Area","307","0.0750684142350348","0.0673652941327087","0.0827715343373609","1"
"Yes","2019","higher education","Rural Area","124","0.0777349220479402","0.0657238687919275","0.089745975303953","1"
"Yes","2019","in school","Rural Area","4","","","","1"
"Yes","2019","general elemantary","Rural Area","82","0.101197054185633","0.0816128881992387","0.120781220172026","1"
"Yes","2019","vocational + Abi","Rural Area","42","0.0931429375937995","0.069887910436657","0.116397964750942","1"
