"plh0172","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"5 on Scale 1 to 10","2008","no migration background","Rural Area","726","0.123006426106804","0.114768236242997","0.131244615970612","5"
"5 on Scale 1 to 10","2008","no migration background","Urban Area","1179","0.116554453302833","0.110447471746348","0.122661434859318","5"
"5 on Scale 1 to 10","2008","direct migration background","Rural Area","40","0.146810408629653","0.109679414623231","0.183941402636075","5"
"5 on Scale 1 to 10","2008","indirect migration background","Urban Area","82","0.134396872946504","0.108375505608879","0.160418240284129","5"
"5 on Scale 1 to 10","2008","indirect migration background","Rural Area","9","","","","5"
"6 on Scale 1 to 10","2008","indirect migration background","Urban Area","63","0.130240588990998","0.104563317834646","0.15591786014735","6"
"6 on Scale 1 to 10","2008","no migration background","Urban Area","1112","0.10579553242336","0.0999419146381209","0.111649150208598","6"
"6 on Scale 1 to 10","2008","no migration background","Rural Area","673","0.10882157969185","0.101010527587148","0.116632631796552","6"
"6 on Scale 1 to 10","2008","direct migration background","Urban Area","151","0.0929551256928574","0.0785736560088237","0.107336595376891","6"
"6 on Scale 1 to 10","2008","direct migration background","Rural Area","40","0.120069165686879","0.0859675157291906","0.154170815644568","6"
"6 on Scale 1 to 10","2008","indirect migration background","Rural Area","5","","","","6"
"7 on Scale 1 to 10","2008","no migration background","Rural Area","886","0.14400701424363","0.135200650556998","0.152813377930263","7"
"7 on Scale 1 to 10","2008","no migration background","Urban Area","1712","0.147935397319968","0.141178542420219","0.154692252219717","7"
"7 on Scale 1 to 10","2008","direct migration background","Urban Area","241","0.14777602878011","0.130199582108944","0.165352475451277","7"
"7 on Scale 1 to 10","2008","direct migration background","Rural Area","60","0.151988054822021","0.114322784311612","0.189653325332431","7"
"7 on Scale 1 to 10","2008","indirect migration background","Urban Area","86","0.146646318611783","0.119657974500356","0.17363466272321","7"
"7 on Scale 1 to 10","2008","indirect migration background","Rural Area","13","","","","7"
"8 on Scale 1 to 10","2008","direct migration background","Urban Area","342","0.21250234990522","0.192241450798584","0.232763249011857","8"
"8 on Scale 1 to 10","2008","indirect migration background","Urban Area","132","0.168412544887615","0.139861808963385","0.196963280811844","8"
"8 on Scale 1 to 10","2008","no migration background","Rural Area","1361","0.216337021969646","0.20600941315146","0.226664630787832","8"
"8 on Scale 1 to 10","2008","direct migration background","Rural Area","74","0.157004456555547","0.118836051988967","0.195172861122127","8"
"8 on Scale 1 to 10","2008","indirect migration background","Rural Area","23","","","","8"
"8 on Scale 1 to 10","2008","no migration background","Urban Area","2347","0.215953122232101","0.208122017391911","0.223784227072291","8"
"9 on Scale 1 to 10","2008","no migration background","Urban Area","1469","0.132120970589417","0.125676492452565","0.138565448726269","9"
"9 on Scale 1 to 10","2008","no migration background","Rural Area","823","0.134666301904437","0.126103991533674","0.1432286122752","9"
"9 on Scale 1 to 10","2008","direct migration background","Urban Area","205","0.114159739057643","0.0984095270773586","0.129909951037927","9"
"9 on Scale 1 to 10","2008","direct migration background","Rural Area","40","0.113524243345921","0.0802419597383455","0.146806526953496","9"
"9 on Scale 1 to 10","2008","indirect migration background","Urban Area","107","0.148886234080662","0.121728270399407","0.176044197761918","9"
"9 on Scale 1 to 10","2008","indirect migration background","Rural Area","21","","","","9"
"0 Completely dissatisfied","2009","direct migration background","Urban Area","12","","","","0"
"0 Completely dissatisfied","2009","direct migration background","Rural Area","4","","","","0"
"0 Completely dissatisfied","2009","indirect migration background","Urban Area","1","","","","0"
"0 Completely dissatisfied","2009","indirect migration background","Rural Area","","","","","0"
"0 Completely dissatisfied","2009","no migration background","Rural Area","31","0.007305129133694","0.00511657280055967","0.00949368546682833","0"
"0 Completely dissatisfied","2009","no migration background","Urban Area","66","0.00786784497083302","0.00612746869962552","0.00960822124204052","0"
"1 on Scale 1 to 10","2009","indirect migration background","Urban Area","6","","","","1"
"1 on Scale 1 to 10","2009","no migration background","Urban Area","99","0.0123424797912624","0.0101676018243877","0.0145173577581371","1"
"1 on Scale 1 to 10","2009","no migration background","Rural Area","58","0.011255927755806","0.00854468448577473","0.0139671710258372","1"
"1 on Scale 1 to 10","2009","direct migration background","Urban Area","16","","","","1"
"1 on Scale 1 to 10","2009","direct migration background","Rural Area","2","","","","1"
"1 on Scale 1 to 10","2009","indirect migration background","Rural Area","3","","","","1"
"10 Completely satisfied","2009","indirect migration background","Urban Area","79","0.156332667382611","0.127200592939188","0.185464741826035","10"
"10 Completely satisfied","2009","indirect migration background","Rural Area","20","","","","10"
"10 Completely satisfied","2009","no migration background","Urban Area","1018","0.0963737323261174","0.0905606796759275","0.102186784976307","10"
"10 Completely satisfied","2009","no migration background","Rural Area","555","0.0963703401324491","0.0887862615086134","0.103954418756285","10"
"10 Completely satisfied","2009","direct migration background","Urban Area","129","0.0961068454129429","0.0803786887623604","0.111835002063525","10"
"10 Completely satisfied","2009","direct migration background","Rural Area","34","0.117151771271108","0.081636898043207","0.15266664449901","10"
"2 on Scale 1 to 10","2009","direct migration background","Urban Area","39","0.0406621083492084","0.0301225390914048","0.051201677607012","2"
"2 on Scale 1 to 10","2009","indirect migration background","Urban Area","15","","","","2"
"2 on Scale 1 to 10","2009","indirect migration background","Rural Area","2","","","","2"
"2 on Scale 1 to 10","2009","no migration background","Urban Area","287","0.0307576091726449","0.0273564811398324","0.0341587372054574","2"
"2 on Scale 1 to 10","2009","no migration background","Rural Area","165","0.0294528643241897","0.025107682276051","0.0337980463723284","2"
"2 on Scale 1 to 10","2009","direct migration background","Rural Area","11","","","","2"
"3 on Scale 1 to 10","2009","no migration background","Urban Area","574","0.0670684045118887","0.0621410435089895","0.0719957655147879","3"
"3 on Scale 1 to 10","2009","no migration background","Rural Area","326","0.0565163037406679","0.0505817240328577","0.0624508834484782","3"
"3 on Scale 1 to 10","2009","direct migration background","Urban Area","74","0.0590314936461444","0.0464546533466574","0.0716083339456313","3"
"3 on Scale 1 to 10","2009","direct migration background","Rural Area","20","","","","3"
"3 on Scale 1 to 10","2009","indirect migration background","Urban Area","23","","","","3"
"3 on Scale 1 to 10","2009","indirect migration background","Rural Area","5","","","","3"
"4 on Scale 1 to 10","2009","indirect migration background","Urban Area","35","0.0720497000387573","0.0513082377014989","0.0927911623760157","4"
"4 on Scale 1 to 10","2009","no migration background","Urban Area","602","0.0621040105823053","0.0573499177629843","0.0668581034016262","4"
"4 on Scale 1 to 10","2009","no migration background","Rural Area","418","0.0693210763758381","0.062793251719754","0.0758489010319222","4"
"4 on Scale 1 to 10","2009","direct migration background","Urban Area","103","0.0819161984981586","0.0672820258803137","0.0965503711160034","4"
"4 on Scale 1 to 10","2009","direct migration background","Rural Area","26","","","","4"
"4 on Scale 1 to 10","2009","indirect migration background","Rural Area","6","","","","4"
"5 on Scale 1 to 10","2009","no migration background","Urban Area","1083","0.117810540022767","0.111460104667694","0.12416097537784","5"
"5 on Scale 1 to 10","2009","no migration background","Rural Area","725","0.128264110252054","0.1196703955487","0.136857824955407","5"
"5 on Scale 1 to 10","2009","direct migration background","Urban Area","156","0.12623448637177","0.108511839886077","0.143957132857463","5"
"5 on Scale 1 to 10","2009","indirect migration background","Urban Area","69","0.117898158351197","0.0920295062343666","0.143766810468028","5"
"5 on Scale 1 to 10","2009","direct migration background","Rural Area","34","0.109864555568698","0.0753303346390551","0.144398776498342","5"
"5 on Scale 1 to 10","2009","indirect migration background","Rural Area","11","","","","5"
"6 on Scale 1 to 10","2009","no migration background","Urban Area","1033","0.111672823533203","0.105468553145256","0.11787709392115","6"
"6 on Scale 1 to 10","2009","direct migration background","Urban Area","136","0.0948792179541889","0.0792412278966141","0.110517208011764","6"
"6 on Scale 1 to 10","2009","direct migration background","Rural Area","31","0.0654435631014979","0.0381331009748014","0.0927540252281943","6"
"6 on Scale 1 to 10","2009","indirect migration background","Urban Area","46","0.0768354737155334","0.0554715329101799","0.0981994145208869","6"
"6 on Scale 1 to 10","2009","indirect migration background","Rural Area","8","","","","6"
"6 on Scale 1 to 10","2009","no migration background","Rural Area","595","0.0975630415303775","0.089937213730721","0.105188869330034","6"
"7 on Scale 1 to 10","2009","no migration background","Rural Area","939","0.154864767898226","0.145567072619387","0.164162463177065","7"
"7 on Scale 1 to 10","2009","no migration background","Urban Area","1577","0.144124980605432","0.137206586466584","0.151043374744281","7"
"7 on Scale 1 to 10","2009","direct migration background","Urban Area","217","0.158047183140087","0.138581064172624","0.17751330210755","7"
"7 on Scale 1 to 10","2009","direct migration background","Rural Area","51","0.146806558140791","0.107723431777641","0.185889684503941","7"
"7 on Scale 1 to 10","2009","indirect migration background","Urban Area","88","0.149482848603601","0.120880733759804","0.178084963447398","7"
"7 on Scale 1 to 10","2009","indirect migration background","Rural Area","22","","","","7"
"8 on Scale 1 to 10","2009","direct migration background","Urban Area","278","0.185980714425095","0.165217555930757","0.206743872919434","8"
"8 on Scale 1 to 10","2009","indirect migration background","Urban Area","133","0.196738643130722","0.164850135227593","0.228627151033851","8"
"8 on Scale 1 to 10","2009","indirect migration background","Rural Area","25","","","","8"
"8 on Scale 1 to 10","2009","no migration background","Rural Area","1302","0.229956474690274","0.219141728040476","0.240771221340072","8"
"8 on Scale 1 to 10","2009","no migration background","Urban Area","2123","0.206725880178616","0.198748880739581","0.214702879617652","8"
"8 on Scale 1 to 10","2009","direct migration background","Rural Area","73","0.215648001565527","0.170230730391957","0.261065272739097","8"
"9 on Scale 1 to 10","2009","no migration background","Urban Area","1438","0.14315169430493","0.13625278062291","0.15005060798695","9"
"9 on Scale 1 to 10","2009","direct migration background","Urban Area","189","0.140969073808094","0.122399221956594","0.159538925659595","9"
"9 on Scale 1 to 10","2009","direct migration background","Rural Area","29","","","","9"
"9 on Scale 1 to 10","2009","indirect migration background","Urban Area","102","0.159154516625436","0.129809895456365","0.188499137794507","9"
"9 on Scale 1 to 10","2009","indirect migration background","Rural Area","16","","","","9"
"9 on Scale 1 to 10","2009","no migration background","Rural Area","702","0.119129964166424","0.110804617698167","0.127455310634681","9"
"0 Completely dissatisfied","2010","no migration background","Urban Area","104","0.00891583503692041","0.0072714886449626","0.0105601814288782","0"
"0 Completely dissatisfied","2010","no migration background","Rural Area","53","0.00764441314638626","0.00566278295624386","0.00962604333652865","0"
"0 Completely dissatisfied","2010","direct migration background","Urban Area","25","","","","0"
"0 Completely dissatisfied","2010","direct migration background","Rural Area","3","","","","0"
"0 Completely dissatisfied","2010","indirect migration background","Urban Area","6","","","","0"
"0 Completely dissatisfied","2010","indirect migration background","Rural Area","2","","","","0"
"1 on Scale 1 to 10","2010","no migration background","Urban Area","120","0.0101990429306506","0.00844148085254184","0.0119566050087594","1"
"1 on Scale 1 to 10","2010","indirect migration background","Urban Area","12","","","","1"
"1 on Scale 1 to 10","2010","no migration background","Rural Area","78","0.0114716171079813","0.00904878250066764","0.013894451715295","1"
"1 on Scale 1 to 10","2010","direct migration background","Urban Area","29","","","","1"
"1 on Scale 1 to 10","2010","direct migration background","Rural Area","9","","","","1"
"1 on Scale 1 to 10","2010","indirect migration background","Rural Area","1","","","","1"
"10 Completely satisfied","2010","no migration background","Urban Area","1457","0.101842085776022","0.0965515820808758","0.107132589471169","10"
"10 Completely satisfied","2010","no migration background","Rural Area","834","0.10116162782957","0.0943009728068527","0.108022282852287","10"
"10 Completely satisfied","2010","direct migration background","Urban Area","316","0.121114522847355","0.107754727612232","0.134474318082478","10"
"10 Completely satisfied","2010","indirect migration background","Urban Area","160","0.147527811239629","0.124965060578611","0.170090561900648","10"
"10 Completely satisfied","2010","indirect migration background","Rural Area","27","","","","10"
"10 Completely satisfied","2010","direct migration background","Rural Area","102","0.0878021418429819","0.0654351483025334","0.11016913538343","10"
"2 on Scale 1 to 10","2010","direct migration background","Urban Area","75","0.0493893357417691","0.0405166830894011","0.0582619883941371","2"
"2 on Scale 1 to 10","2010","no migration background","Urban Area","369","0.0301178862882702","0.0271281784598322","0.0331075941167083","2"
"2 on Scale 1 to 10","2010","indirect migration background","Urban Area","30","0.0313139882191828","0.0202330714983255","0.0423949049400401","2"
"2 on Scale 1 to 10","2010","no migration background","Rural Area","233","0.0307149555551049","0.0267892513175135","0.0346406597926964","2"
"2 on Scale 1 to 10","2010","indirect migration background","Rural Area","5","","","","2"
"2 on Scale 1 to 10","2010","direct migration background","Rural Area","10","","","","2"
"3 on Scale 1 to 10","2010","no migration background","Urban Area","707","0.0620410172926075","0.0578212509141225","0.0662607836710925","3"
"3 on Scale 1 to 10","2010","no migration background","Rural Area","445","0.0668434482137924","0.0611611561427638","0.0725257402848211","3"
"3 on Scale 1 to 10","2010","direct migration background","Urban Area","112","0.055586318249993","0.0462042057493173","0.0649684307506688","3"
"3 on Scale 1 to 10","2010","direct migration background","Rural Area","44","0.0925555170302087","0.0696509692819791","0.115460064778438","3"
"3 on Scale 1 to 10","2010","indirect migration background","Urban Area","38","0.0417048224082679","0.0289856816296945","0.0544239631868414","3"
"3 on Scale 1 to 10","2010","indirect migration background","Rural Area","13","","","","3"
"4 on Scale 1 to 10","2010","no migration background","Urban Area","808","0.0683938571727502","0.0639783382612084","0.0728093760842919","4"
"4 on Scale 1 to 10","2010","no migration background","Rural Area","444","0.0642049215074955","0.0586280400483833","0.0697818029666077","4"
"4 on Scale 1 to 10","2010","indirect migration background","Urban Area","67","0.0904188425295106","0.0721729469966782","0.108664738062343","4"
"4 on Scale 1 to 10","2010","indirect migration background","Rural Area","15","","","","4"
"4 on Scale 1 to 10","2010","direct migration background","Urban Area","144","0.0677504906015588","0.0574594841521618","0.0780414970509557","4"
"4 on Scale 1 to 10","2010","direct migration background","Rural Area","37","0.085749392248954","0.06362055028074","0.107878234217168","4"
"5 on Scale 1 to 10","2010","no migration background","Urban Area","1473","0.126188745102095","0.12038008242464","0.13199740777955","5"
"5 on Scale 1 to 10","2010","direct migration background","Urban Area","261","0.100977738180424","0.0886400557121946","0.113315420648654","5"
"5 on Scale 1 to 10","2010","no migration background","Rural Area","906","0.125853906336914","0.118307464383968","0.133400348289859","5"
"5 on Scale 1 to 10","2010","direct migration background","Rural Area","65","0.123393170967981","0.0974000444661612","0.149386297469801","5"
"5 on Scale 1 to 10","2010","indirect migration background","Urban Area","100","0.0936298794685981","0.0750956298829633","0.112164129054233","5"
"5 on Scale 1 to 10","2010","indirect migration background","Rural Area","22","","","","5"
"6 on Scale 1 to 10","2010","no migration background","Urban Area","1297","0.105495436524728","0.100121838868179","0.110869034181278","6"
"6 on Scale 1 to 10","2010","indirect migration background","Urban Area","87","0.0969776424648098","0.0781498220439227","0.115805462885697","6"
"6 on Scale 1 to 10","2010","no migration background","Rural Area","786","0.110520049246276","0.103386502824337","0.117653595668215","6"
"6 on Scale 1 to 10","2010","direct migration background","Urban Area","227","0.101764924338875","0.0893846688144159","0.114145179863335","6"
"6 on Scale 1 to 10","2010","direct migration background","Rural Area","62","0.0809500849468407","0.0593930643254387","0.102507105568243","6"
"6 on Scale 1 to 10","2010","indirect migration background","Rural Area","22","","","","6"
"7 on Scale 1 to 10","2010","no migration background","Urban Area","1891","0.137867999696791","0.13183718966166","0.143898809731923","7"
"7 on Scale 1 to 10","2010","no migration background","Rural Area","1190","0.14593292790611","0.137900635457615","0.153965220354604","7"
"7 on Scale 1 to 10","2010","direct migration background","Urban Area","336","0.160794612595894","0.145752618119357","0.175836607072431","7"
"7 on Scale 1 to 10","2010","direct migration background","Rural Area","97","0.12745273804115","0.101096732023276","0.153808744059025","7"
"7 on Scale 1 to 10","2010","indirect migration background","Urban Area","135","0.147806657561321","0.125226287693965","0.170387027428678","7"
"7 on Scale 1 to 10","2010","indirect migration background","Rural Area","31","0.219708088479503","0.162035815092768","0.277380361866238","7"
"8 on Scale 1 to 10","2010","no migration background","Urban Area","2653","0.215761950307879","0.20856632711031","0.222957573505448","8"
"8 on Scale 1 to 10","2010","no migration background","Rural Area","1545","0.216417620189225","0.207048355365049","0.2257868850134","8"
"8 on Scale 1 to 10","2010","direct migration background","Urban Area","460","0.192708881605569","0.176557804176539","0.2088599590346","8"
"8 on Scale 1 to 10","2010","direct migration background","Rural Area","117","0.240416813828258","0.206642959709654","0.274190667946861","8"
"8 on Scale 1 to 10","2010","indirect migration background","Urban Area","193","0.196366627524528","0.171092404863194","0.221640850185863","8"
"8 on Scale 1 to 10","2010","indirect migration background","Rural Area","34","0.240643814167931","0.181101513054103","0.300186115281759","8"
"9 on Scale 1 to 10","2010","no migration background","Urban Area","1675","0.133176143871286","0.127232734095084","0.139119553647487","9"
"9 on Scale 1 to 10","2010","no migration background","Rural Area","907","0.119234512961145","0.11186144884648","0.126607577075811","9"
"9 on Scale 1 to 10","2010","direct migration background","Urban Area","306","0.128427517621673","0.114727650793725","0.142127384449622","9"
"9 on Scale 1 to 10","2010","direct migration background","Rural Area","69","0.130397713452475","0.103783976646049","0.157011450258901","9"
"9 on Scale 1 to 10","2010","indirect migration background","Urban Area","121","0.13877128179671","0.116776278252068","0.160766285341352","9"
"9 on Scale 1 to 10","2010","indirect migration background","Rural Area","26","","","","9"
"0 Completely dissatisfied","2011","direct migration background","Urban Area","17","","","","0"
"0 Completely dissatisfied","2011","direct migration background","Rural Area","8","","","","0"
"0 Completely dissatisfied","2011","indirect migration background","Urban Area","6","","","","0"
"0 Completely dissatisfied","2011","indirect migration background","Rural Area","","","","","0"
"0 Completely dissatisfied","2011","no migration background","Rural Area","56","0.00599764081393676","0.00432696289551691","0.00766831873235661","0"
"0 Completely dissatisfied","2011","no migration background","Urban Area","100","0.00970604357479611","0.00805571858605838","0.0113563685635338","0"
"1 on Scale 1 to 10","2011","indirect migration background","Urban Area","12","","","","1"
"1 on Scale 1 to 10","2011","no migration background","Urban Area","146","0.0116696520954252","0.00986186903361566","0.0134774351572348","1"
"1 on Scale 1 to 10","2011","no migration background","Rural Area","97","0.0140651822747126","0.0115171461404035","0.0166132184090217","1"
"1 on Scale 1 to 10","2011","direct migration background","Urban Area","24","","","","1"
"1 on Scale 1 to 10","2011","direct migration background","Rural Area","8","","","","1"
"1 on Scale 1 to 10","2011","indirect migration background","Rural Area","5","","","","1"
"10 Completely satisfied","2011","indirect migration background","Urban Area","134","0.125511053527644","0.104853077533001","0.146169029522287","10"
"10 Completely satisfied","2011","indirect migration background","Rural Area","38","0.129886458292233","0.0865341723731181","0.173238744211348","10"
"10 Completely satisfied","2011","no migration background","Urban Area","1601","0.114749008703368","0.109383956216323","0.120114061190412","10"
"10 Completely satisfied","2011","no migration background","Rural Area","880","0.102845110022146","0.096272553400346","0.109417666643945","10"
"10 Completely satisfied","2011","direct migration background","Urban Area","308","0.120387835397293","0.106872560025611","0.133903110768975","10"
"10 Completely satisfied","2011","direct migration background","Rural Area","87","0.0795946676001181","0.0593255727483293","0.0998637624519069","10"
"2 on Scale 1 to 10","2011","direct migration background","Urban Area","82","0.0459501869778378","0.0372542346677547","0.0546461392879209","2"
"2 on Scale 1 to 10","2011","indirect migration background","Urban Area","27","","","","2"
"2 on Scale 1 to 10","2011","indirect migration background","Rural Area","8","","","","2"
"2 on Scale 1 to 10","2011","no migration background","Urban Area","396","0.0351353434992823","0.0320359865664166","0.038234700432148","2"
"2 on Scale 1 to 10","2011","no migration background","Rural Area","247","0.0296474117725427","0.0259774040738672","0.0333174194712182","2"
"2 on Scale 1 to 10","2011","direct migration background","Rural Area","17","","","","2"
"3 on Scale 1 to 10","2011","no migration background","Urban Area","744","0.0601970818622407","0.0561932815697538","0.0642008821547276","3"
"3 on Scale 1 to 10","2011","no migration background","Rural Area","464","0.0568223271086845","0.0518131652851251","0.0618314889322438","3"
"3 on Scale 1 to 10","2011","direct migration background","Urban Area","115","0.0557826019029805","0.0462508360484915","0.0653143677574696","3"
"3 on Scale 1 to 10","2011","direct migration background","Rural Area","40","0.0697583782169056","0.050681870324916","0.0888348861088951","3"
"3 on Scale 1 to 10","2011","indirect migration background","Urban Area","49","0.058623126964753","0.0439748726577907","0.0732713812717154","3"
"3 on Scale 1 to 10","2011","indirect migration background","Rural Area","8","","","","3"
"4 on Scale 1 to 10","2011","indirect migration background","Urban Area","56","0.0520386362939409","0.0381893341304545","0.0658879384574273","4"
"4 on Scale 1 to 10","2011","no migration background","Urban Area","829","0.0649500259653255","0.0608016952823366","0.0690983566483144","4"
"4 on Scale 1 to 10","2011","no migration background","Rural Area","564","0.0728433278132004","0.0672201702681351","0.0784664853582658","4"
"4 on Scale 1 to 10","2011","direct migration background","Urban Area","137","0.0571257833495652","0.047486806289376","0.0667647604097545","4"
"4 on Scale 1 to 10","2011","direct migration background","Rural Area","37","0.0909585809958996","0.0694249890372079","0.112492172954591","4"
"4 on Scale 1 to 10","2011","indirect migration background","Rural Area","16","","","","4"
"5 on Scale 1 to 10","2011","no migration background","Urban Area","1567","0.121379714657736","0.11588253460341","0.126876894712062","5"
"5 on Scale 1 to 10","2011","no migration background","Rural Area","982","0.124978258986435","0.117822833633638","0.132133684339232","5"
"5 on Scale 1 to 10","2011","direct migration background","Urban Area","276","0.130698651484601","0.1166992743764","0.144698028592802","5"
"5 on Scale 1 to 10","2011","indirect migration background","Urban Area","113","0.0870731329920152","0.0694926946855638","0.104653571298467","5"
"5 on Scale 1 to 10","2011","indirect migration background","Rural Area","23","","","","5"
"5 on Scale 1 to 10","2011","direct migration background","Rural Area","97","0.163040558360731","0.13537733147324","0.190703785248221","5"
"6 on Scale 1 to 10","2011","no migration background","Urban Area","1402","0.0989214104601893","0.0938957542290916","0.103947066691287","6"
"6 on Scale 1 to 10","2011","direct migration background","Urban Area","226","0.0997745954872911","0.0873273400318648","0.112221850942717","6"
"6 on Scale 1 to 10","2011","direct migration background","Rural Area","73","0.10486284833773","0.0819194142764526","0.127806282399007","6"
"6 on Scale 1 to 10","2011","indirect migration background","Urban Area","110","0.110291192946341","0.090758416452402","0.129823969440279","6"
"6 on Scale 1 to 10","2011","indirect migration background","Rural Area","22","","","","6"
"6 on Scale 1 to 10","2011","no migration background","Rural Area","863","0.108899539129998","0.102159147147166","0.11563993111283","6"
"7 on Scale 1 to 10","2011","no migration background","Urban Area","2161","0.153255757494404","0.147191874417878","0.159319640570931","7"
"7 on Scale 1 to 10","2011","no migration background","Rural Area","1188","0.145326220617338","0.137700498451828","0.152951942782847","7"
"7 on Scale 1 to 10","2011","direct migration background","Urban Area","314","0.142161870592357","0.127658056641515","0.156665684543199","7"
"7 on Scale 1 to 10","2011","direct migration background","Rural Area","100","0.124501919256044","0.0997779367500055","0.149225901762082","7"
"7 on Scale 1 to 10","2011","indirect migration background","Urban Area","139","0.159628493655585","0.136790366542906","0.182466620768264","7"
"7 on Scale 1 to 10","2011","indirect migration background","Rural Area","33","0.202720253319075","0.150876547558588","0.254563959079563","7"
"8 on Scale 1 to 10","2011","direct migration background","Urban Area","436","0.206290732822443","0.189484956949587","0.223096508695299","8"
"8 on Scale 1 to 10","2011","indirect migration background","Urban Area","203","0.18836796236266","0.163986894151639","0.212749030573682","8"
"8 on Scale 1 to 10","2011","indirect migration background","Rural Area","40","0.226721768407548","0.172726388204093","0.280717148611003","8"
"8 on Scale 1 to 10","2011","direct migration background","Rural Area","134","0.190560563867587","0.161149448166042","0.219971679569132","8"
"8 on Scale 1 to 10","2011","no migration background","Rural Area","1792","0.212117901176648","0.203272285310931","0.220963517042365","8"
"8 on Scale 1 to 10","2011","no migration background","Urban Area","2823","0.202018318042642","0.195259696481039","0.208776939604244","8"
"9 on Scale 1 to 10","2011","no migration background","Urban Area","1788","0.128017643644591","0.122393517457087","0.133641769832095","9"
"9 on Scale 1 to 10","2011","direct migration background","Urban Area","292","0.123357407765797","0.1096995720831","0.137015243448494","9"
"9 on Scale 1 to 10","2011","direct migration background","Rural Area","84","0.124775285566448","0.10002803942899","0.149522531703905","9"
"9 on Scale 1 to 10","2011","indirect migration background","Urban Area","139","0.174249193950303","0.150596559994502","0.197901827906105","9"
"9 on Scale 1 to 10","2011","indirect migration background","Rural Area","38","0.202280704690832","0.150478961024952","0.254082448356713","9"
"9 on Scale 1 to 10","2011","no migration background","Rural Area","1072","0.126457080284359","0.119265530396607","0.133648630172111","9"
