"plh0172","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","2008","Rural Area","Female","26","","","","0"
"0 Completely dissatisfied","2008","Rural Area","Male","13","","","","0"
"0 Completely dissatisfied","2008","Urban Area","Female","58","0.00968510710042419","0.00735015558907824","0.0120200586117701","0"
"0 Completely dissatisfied","2008","Urban Area","Male","27","","","","0"
"1 on Scale 1 to 10","2008","Urban Area","Female","67","0.0108300182668656","0.00836233704622356","0.0132976994875075","1"
"1 on Scale 1 to 10","2008","Rural Area","Male","29","","","","1"
"1 on Scale 1 to 10","2008","Urban Area","Male","40","0.00688544530058458","0.00480586168605069","0.00896502891511847","1"
"1 on Scale 1 to 10","2008","Rural Area","Female","45","0.0111504343707276","0.00762243805475059","0.0146784306867045","1"
"10 Completely satisfied","2008","Urban Area","Female","674","0.101126951273123","0.0939387267451255","0.10831517580112","10"
"10 Completely satisfied","2008","Rural Area","Male","318","0.10514062565402","0.0944544106368667","0.115826840671174","10"
"10 Completely satisfied","2008","Rural Area","Female","325","0.103178467980499","0.0929581438960508","0.113398792064947","10"
"10 Completely satisfied","2008","Urban Area","Male","724","0.115757811089492","0.107711969712437","0.123803652466546","10"
"2 on Scale 1 to 10","2008","Urban Area","Female","239","0.0378374345687685","0.0332883494115362","0.0423865197260008","2"
"2 on Scale 1 to 10","2008","Rural Area","Male","82","0.0356254771859106","0.029167976764175","0.0420829776076463","2"
"2 on Scale 1 to 10","2008","Rural Area","Female","118","0.0332591970884494","0.0272345998086609","0.0392837943682378","2"
"2 on Scale 1 to 10","2008","Urban Area","Male","162","0.0344416289911424","0.0298555470939796","0.0390277108883051","2"
"3 on Scale 1 to 10","2008","Rural Area","Male","175","0.0597154620502772","0.0514601350696757","0.0679707890308786","3"
"3 on Scale 1 to 10","2008","Urban Area","Female","395","0.0691665910190957","0.0631170397153343","0.0752161423228571","3"
"3 on Scale 1 to 10","2008","Rural Area","Female","220","0.074925079504592","0.0660796448964292","0.0837705141127549","3"
"3 on Scale 1 to 10","2008","Urban Area","Male","258","0.0459994534438125","0.0407312644734952","0.0512676424141297","3"
"4 on Scale 1 to 10","2008","Rural Area","Male","193","0.0536848961273231","0.045832446152961","0.0615373461016851","4"
"4 on Scale 1 to 10","2008","Rural Area","Female","230","0.0601908626075354","0.0521998423480107","0.06818188286706","4"
