"plh0172","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","2008","1-pers.-HH","no migration background","24","","","","0"
"0 Completely dissatisfied","2008","1-pers.-HH","direct migration background","3","","","","0"
"0 Completely dissatisfied","2008","1-pers.-HH","indirect migration background","1","","","","0"
"0 Completely dissatisfied","2008","(Married) couple without C. ","no migration background","45","0.00809617045036085","0.00589013584867876","0.0103022050520429","0"
"0 Completely dissatisfied","2008","(Married) couple without C. ","direct migration background","8","","","","0"
"0 Completely dissatisfied","2008","(Married) couple without C. ","indirect migration background","","","","","0"
"0 Completely dissatisfied","2008","Single parent ","no migration background","7","","","","0"
"0 Completely dissatisfied","2008","Single parent ","direct migration background","1","","","","0"
"0 Completely dissatisfied","2008","Single parent ","indirect migration background","","","","","0"
"0 Completely dissatisfied","2008","Couple + C. LE 16 ","no migration background","17","","","","0"
"0 Completely dissatisfied","2008","Couple + C. LE 16 ","direct migration background","2","","","","0"
"0 Completely dissatisfied","2008","Couple + C. LE 16 ","indirect migration background","2","","","","0"
"0 Completely dissatisfied","2008","Couple + C. GT 16 ","no migration background","9","","","","0"
"0 Completely dissatisfied","2008","Couple + C. GT 16 ","direct migration background","1","","","","0"
"0 Completely dissatisfied","2008","Couple + C. GT 16 ","indirect migration background","2","","","","0"
"0 Completely dissatisfied","2008","Couple + C. LE and GT 16","no migration background","","","","","0"
"0 Completely dissatisfied","2008","Couple + C. LE and GT 16","direct migration background","","","","","0"
"0 Completely dissatisfied","2008","Couple + C. LE and GT 16","indirect migration background","","","","","0"
"1 on Scale 1 to 10","2008","Couple + C. GT 16 ","direct migration background","4","","","","1"
"1 on Scale 1 to 10","2008","Single parent ","indirect migration background","1","","","","1"
"1 on Scale 1 to 10","2008","Couple + C. GT 16 ","no migration background","25","","","","1"
"1 on Scale 1 to 10","2008","1-pers.-HH","direct migration background","5","","","","1"
"1 on Scale 1 to 10","2008","1-pers.-HH","no migration background","38","0.0127857792938545","0.0085920633470393","0.0169794952406697","1"
"1 on Scale 1 to 10","2008","Single parent ","direct migration background","","","","","1"
"1 on Scale 1 to 10","2008","Couple + C. LE 16 ","indirect migration background","","","","","1"
"1 on Scale 1 to 10","2008","Couple + C. LE 16 ","no migration background","20","","","","1"
"1 on Scale 1 to 10","2008","Couple + C. LE 16 ","direct migration background","3","","","","1"
"1 on Scale 1 to 10","2008","1-pers.-HH","indirect migration background","2","","","","1"
"1 on Scale 1 to 10","2008","(Married) couple without C. ","no migration background","54","0.00801379548933241","0.0058189211610109","0.0102086698176539","1"
"1 on Scale 1 to 10","2008","(Married) couple without C. ","direct migration background","7","","","","1"
"1 on Scale 1 to 10","2008","(Married) couple without C. ","indirect migration background","1","","","","1"
"1 on Scale 1 to 10","2008","Single parent ","no migration background","8","","","","1"
"1 on Scale 1 to 10","2008","Couple + C. LE and GT 16","no migration background","8","","","","1"
"1 on Scale 1 to 10","2008","Couple + C. LE and GT 16","direct migration background","1","","","","1"
"1 on Scale 1 to 10","2008","Couple + C. GT 16 ","indirect migration background","","","","","1"
"1 on Scale 1 to 10","2008","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"10 Completely satisfied","2008","1-pers.-HH","no migration background","280","0.0934471326730913","0.082582644639229","0.104311620706954","10"
"10 Completely satisfied","2008","1-pers.-HH","direct migration background","22","","","","10"
"10 Completely satisfied","2008","(Married) couple without C. ","direct migration background","49","0.0635475413550352","0.0440768362909101","0.0830182464191602","10"
"10 Completely satisfied","2008","Couple + C. GT 16 ","direct migration background","37","0.178471186626645","0.137158201497562","0.219784171755728","10"
"10 Completely satisfied","2008","Couple + C. GT 16 ","indirect migration background","34","0.192280113051095","0.133555168989172","0.251005057113018","10"
"10 Completely satisfied","2008","Single parent ","indirect migration background","19","","","","10"
"10 Completely satisfied","2008","(Married) couple without C. ","no migration background","579","0.101235253466526","0.0938097378293465","0.108660769103706","10"
"10 Completely satisfied","2008","(Married) couple without C. ","indirect migration background","14","","","","10"
"10 Completely satisfied","2008","Couple + C. GT 16 ","no migration background","341","0.125448720920878","0.11331797957675","0.137579462265007","10"
"10 Completely satisfied","2008","Couple + C. LE 16 ","no migration background","266","0.0940346374053525","0.082795988384534","0.105273286426171","10"
"10 Completely satisfied","2008","Couple + C. LE and GT 16","direct migration background","19","","","","10"
"10 Completely satisfied","2008","Couple + C. LE 16 ","indirect migration background","20","","","","10"
"10 Completely satisfied","2008","Single parent ","direct migration background","7","","","","10"
"10 Completely satisfied","2008","1-pers.-HH","indirect migration background","13","","","","10"
"10 Completely satisfied","2008","Couple + C. LE 16 ","direct migration background","63","0.164566041698673","0.129721910824441","0.199410172572905","10"
"10 Completely satisfied","2008","Couple + C. LE and GT 16","no migration background","122","0.1295805721194","0.108369179537404","0.150791964701397","10"
"10 Completely satisfied","2008","Couple + C. LE and GT 16","indirect migration background","15","","","","10"
"10 Completely satisfied","2008","Single parent ","no migration background","104","0.115738655987326","0.0946974249256359","0.136779887049016","10"
"2 on Scale 1 to 10","2008","Single parent ","direct migration background","7","","","","2"
"2 on Scale 1 to 10","2008","1-pers.-HH","no migration background","114","0.0437499317036059","0.0361150179190025","0.0513848454882093","2"
"2 on Scale 1 to 10","2008","1-pers.-HH","direct migration background","15","","","","2"
"2 on Scale 1 to 10","2008","Single parent ","indirect migration background","2","","","","2"
"2 on Scale 1 to 10","2008","Couple + C. LE 16 ","no migration background","58","0.0251873741819811","0.0191539146474083","0.0312208337165539","2"
"2 on Scale 1 to 10","2008","Couple + C. LE 16 ","direct migration background","15","","","","2"
"2 on Scale 1 to 10","2008","Couple + C. LE 16 ","indirect migration background","6","","","","2"
"2 on Scale 1 to 10","2008","Couple + C. GT 16 ","no migration background","57","0.0296951878523455","0.0234785049548002","0.0359118707498908","2"
"2 on Scale 1 to 10","2008","Couple + C. GT 16 ","direct migration background","8","","","","2"
