"plh0172","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","2008","in school","","","","","0"
"0 Completely dissatisfied","2008","inadequately","5","","","","0"
"0 Completely dissatisfied","2008","general elemantary","20","","","","0"
"0 Completely dissatisfied","2008","middle vocational","64","0.00787291020802771","0.00612061341936873","0.00962520699668669","0"
"0 Completely dissatisfied","2008","vocational + Abi","5","","","","0"
"0 Completely dissatisfied","2008","higher vocational","10","","","","0"
"0 Completely dissatisfied","2008","higher education","19","","","","0"
"1 on Scale 1 to 10","2008","in school","1","","","","1"
"1 on Scale 1 to 10","2008","inadequately","3","","","","1"
"1 on Scale 1 to 10","2008","general elemantary","30","0.0127352117332348","0.0078610570170256","0.017609366449444","1"
"1 on Scale 1 to 10","2008","middle vocational","89","0.00750065222148662","0.00578996350233115","0.00921134094064208","1"
"1 on Scale 1 to 10","2008","vocational + Abi","10","","","","1"
"1 on Scale 1 to 10","2008","higher vocational","13","","","","1"
"1 on Scale 1 to 10","2008","higher education","33","0.0102086404549243","0.00716968608378114","0.0132475948260675","1"
"10 Completely satisfied","2008","general elemantary","220","0.119245371057114","0.105158075267384","0.133332666846844","10"
"10 Completely satisfied","2008","vocational + Abi","105","0.0977635102225934","0.0801965948923081","0.115330425552879","10"
"10 Completely satisfied","2008","inadequately","28","","","","10"
"10 Completely satisfied","2008","higher education","410","0.0994424894927042","0.0903953743767761","0.108489604608632","10"
"10 Completely satisfied","2008","middle vocational","1015","0.103007254335137","0.096980482738493","0.109034025931782","10"
"10 Completely satisfied","2008","higher vocational","128","0.0901643385052075","0.0752672020155395","0.105061474994875","10"
"10 Completely satisfied","2008","in school","72","0.216712052786316","0.173671383678686","0.259752721893945","10"
"2 on Scale 1 to 10","2008","vocational + Abi","33","0.026953670115646","0.0173746158224673","0.0365327244088248","2"
"2 on Scale 1 to 10","2008","in school","8","","","","2"
"2 on Scale 1 to 10","2008","inadequately","4","","","","2"
"2 on Scale 1 to 10","2008","general elemantary","78","0.0468113864969422","0.0376292324008118","0.0559935405930725","2"
"2 on Scale 1 to 10","2008","middle vocational","312","0.0387069459870857","0.0348824103043938","0.0425314816697776","2"
"2 on Scale 1 to 10","2008","higher vocational","43","0.0346801212771823","0.0251635644031449","0.0441966781512198","2"
"2 on Scale 1 to 10","2008","higher education","113","0.0219682358504775","0.0175368204037358","0.0263996512972191","2"
"3 on Scale 1 to 10","2008","in school","7","","","","3"
"3 on Scale 1 to 10","2008","inadequately","13","","","","3"
"3 on Scale 1 to 10","2008","general elemantary","118","0.0679031761569862","0.056967265333192","0.0788390869807803","3"
"3 on Scale 1 to 10","2008","middle vocational","572","0.0667180300544349","0.0617705459553223","0.0716655141535475","3"
"3 on Scale 1 to 10","2008","vocational + Abi","51","0.0465169038833152","0.0340600370893916","0.0589737706772387","3"
"3 on Scale 1 to 10","2008","higher vocational","100","0.0782300429186957","0.0642630800783448","0.0921970057590465","3"
"3 on Scale 1 to 10","2008","higher education","180","0.0453121291833452","0.0390242189449197","0.0516000394217707","3"
"4 on Scale 1 to 10","2008","vocational + Abi","55","0.0553598295965924","0.041833576851229","0.0688860823419559","4"
"4 on Scale 1 to 10","2008","inadequately","7","","","","4"
"4 on Scale 1 to 10","2008","in school","15","","","","4"
"4 on Scale 1 to 10","2008","general elemantary","143","0.0773422695161792","0.0657302389592255","0.0889543000731329","4"
"4 on Scale 1 to 10","2008","middle vocational","671","0.0682053713215314","0.0632070318120751","0.0732037108309877","4"
"4 on Scale 1 to 10","2008","higher vocational","80","0.0554108469336795","0.0435115092290184","0.0673101846383405","4"
