"plh0172","year","migback","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","2008","direct migration background","15","","","","0"
"0 Completely dissatisfied","2008","indirect migration background","5","","","","0"
"0 Completely dissatisfied","2008","no migration background","104","0.00755421645640627","0.00624146658196572","0.00886696633084681","0"
"1 on Scale 1 to 10","2008","direct migration background","21","","","","1"
"1 on Scale 1 to 10","2008","indirect migration background","4","","","","1"
"1 on Scale 1 to 10","2008","no migration background","156","0.00974027467194962","0.00825127693505111","0.0112292724088481","1"
"10 Completely satisfied","2008","indirect migration background","115","0.14812783150566","0.123086126717198","0.173169536294121","10"
"10 Completely satisfied","2008","direct migration background","203","0.116974778791131","0.102580285810854","0.131369271771407","10"
"10 Completely satisfied","2008","no migration background","1723","0.103071581192236","0.0984617795412289","0.107681382843242","10"
"2 on Scale 1 to 10","2008","indirect migration background","21","","","","2"
"2 on Scale 1 to 10","2008","direct migration background","71","0.0465759384173113","0.0371377734756406","0.056014103358982","2"
"2 on Scale 1 to 10","2008","no migration background","509","0.0340282771780983","0.0312795219710261","0.0367770323851704","2"
"3 on Scale 1 to 10","2008","no migration background","886","0.0595419308870371","0.0559542397048785","0.0631296220691958","3"
"3 on Scale 1 to 10","2008","indirect migration background","37","0.0620761135093788","0.0450661100658304","0.0790861169529272","3"
"3 on Scale 1 to 10","2008","direct migration background","125","0.0696292153448651","0.0582296712040938","0.0810287594856363","3"
"4 on Scale 1 to 10","2008","no migration background","1046","0.0647893640329701","0.0610573741763636","0.0685213538895767","4"
"4 on Scale 1 to 10","2008","indirect migration background","50","0.0451350388707426","0.0305002576968456","0.0597698200446396","4"
"4 on Scale 1 to 10","2008","direct migration background","114","0.0664109540162222","0.0552587312704357","0.0775631767620087","4"
"5 on Scale 1 to 10","2008","direct migration background","213","0.119276261096808","0.104759806450312","0.133792715743305","5"
"5 on Scale 1 to 10","2008","indirect migration background","91","0.115674250588732","0.0931275588714198","0.138220942306045","5"
"5 on Scale 1 to 10","2008","no migration background","1905","0.118772523513521","0.11386755883373","0.123677488193312","5"
"6 on Scale 1 to 10","2008","direct migration background","191","0.0981547943306883","0.0848292345792527","0.111480354082124","6"
"6 on Scale 1 to 10","2008","indirect migration background","68","0.115234484578015","0.0927250974990607","0.137743871656969","6"
"6 on Scale 1 to 10","2008","no migration background","1785","0.106835832112509","0.102152467265515","0.111519196959504","6"
"7 on Scale 1 to 10","2008","indirect migration background","99","0.136163737330302","0.111986604795958","0.160340869864645","7"
"7 on Scale 1 to 10","2008","direct migration background","301","0.148583770441503","0.132653602605783","0.164513938277224","7"
"7 on Scale 1 to 10","2008","no migration background","2598","0.14658489108838","0.141222498013174","0.151947284163586","7"
"8 on Scale 1 to 10","2008","indirect migration background","155","0.171221000751253","0.144665394016934","0.197776607485573","8"
"8 on Scale 1 to 10","2008","no migration background","3708","0.216085099938395","0.209845155138476","0.222325044738314","8"
"8 on Scale 1 to 10","2008","direct migration background","416","0.201859500090895","0.18388205491887","0.219836945262921","8"
"9 on Scale 1 to 10","2008","no migration background","2292","0.132996008928497","0.127847710302964","0.13814430755403","9"
"9 on Scale 1 to 10","2008","indirect migration background","128","0.167669573045743","0.141334570852953","0.194004575238532","9"
"9 on Scale 1 to 10","2008","direct migration background","245","0.114037869829654","0.0998016125065982","0.128274127152711","9"
"0 Completely dissatisfied","2009","direct migration background","16","","","","0"
"0 Completely dissatisfied","2009","no migration background","97","0.0076742158409104","0.00630988020197211","0.00903855147984868","0"
"0 Completely dissatisfied","2009","indirect migration background","1","","","","0"
"1 on Scale 1 to 10","2009","direct migration background","18","","","","1"
"1 on Scale 1 to 10","2009","no migration background","157","0.0119685999191217","0.0102684620958236","0.0136687377424198","1"
"1 on Scale 1 to 10","2009","indirect migration background","9","","","","1"
