"plh0172","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"2 on Scale 1 to 10","2008","1-pers.-HH","Female","78","0.0447327903998334","0.0350724906688233","0.0543930901308435","2"
"2 on Scale 1 to 10","2008","(Married) couple without C. ","Male","91","0.0312181752516786","0.025471496476631","0.0369648540267263","2"
"2 on Scale 1 to 10","2008","(Married) couple without C. ","Female","148","0.0379302525737534","0.0316560541301262","0.0442044510173806","2"
"2 on Scale 1 to 10","2008","Single parent ","Male","10","","","","2"
"2 on Scale 1 to 10","2008","Single parent ","Female","27","","","","2"
"2 on Scale 1 to 10","2008","Couple + C. GT 16 ","Male","37","0.032001275077867","0.0238203343376396","0.0401822158180945","2"
"2 on Scale 1 to 10","2008","Couple + C. GT 16 ","Female","30","0.0204537279346741","0.0134941186644329","0.0274133372049154","2"
"2 on Scale 1 to 10","2008","Couple + C. LE and GT 16","Male","16","","","","2"
"2 on Scale 1 to 10","2008","Couple + C. LE and GT 16","Female","16","","","","2"
"3 on Scale 1 to 10","2008","1-pers.-HH","Male","76","0.056864371756363","0.0442317885288141","0.0694969549839119","3"
"3 on Scale 1 to 10","2008","1-pers.-HH","Female","139","0.0864548528580851","0.0733215225596578","0.0995881831565124","3"
"3 on Scale 1 to 10","2008","Single parent ","Male","19","","","","3"
"3 on Scale 1 to 10","2008","Couple + C. LE 16 ","Male","66","0.0475351086800094","0.0369829986780698","0.0580872186819491","3"
"3 on Scale 1 to 10","2008","(Married) couple without C. ","Female","213","0.0665689077594519","0.0583816408041","0.0747561747148038","3"
"3 on Scale 1 to 10","2008","Couple + C. LE and GT 16","Female","25","","","","3"
"3 on Scale 1 to 10","2008","Single parent ","Female","49","0.0765090280714063","0.0577585601372262","0.0952594960055865","3"
"3 on Scale 1 to 10","2008","(Married) couple without C. ","Male","173","0.0559910428853223","0.0483939487223044","0.0635881370483402","3"
"3 on Scale 1 to 10","2008","Couple + C. LE 16 ","Female","103","0.0761945520270449","0.0633892453847651","0.0889998586693246","3"
"3 on Scale 1 to 10","2008","Couple + C. GT 16 ","Male","71","0.0341181742616524","0.0256802212730526","0.0425561272502521","3"
"3 on Scale 1 to 10","2008","Couple + C. GT 16 ","Female","70","0.048399018734781","0.0378470897106935","0.0589509477588685","3"
"3 on Scale 1 to 10","2008","Couple + C. LE and GT 16","Male","20","","","","3"
"4 on Scale 1 to 10","2008","(Married) couple without C. ","Female","260","0.0772504411484259","0.0684813514715419","0.0860195308253098","4"
"4 on Scale 1 to 10","2008","(Married) couple without C. ","Male","214","0.0639043441836381","0.055822220738729","0.0719864676285472","4"
"4 on Scale 1 to 10","2008","1-pers.-HH","Male","89","0.0694526081790069","0.0555850978577327","0.0833201185002811","4"
"4 on Scale 1 to 10","2008","1-pers.-HH","Female","125","0.0724957347491982","0.0603777791488426","0.0846136903495538","4"
"4 on Scale 1 to 10","2008","Couple + C. LE and GT 16","Female","28","","","","4"
"4 on Scale 1 to 10","2008","Single parent ","Male","16","","","","4"
"4 on Scale 1 to 10","2008","Single parent ","Female","50","0.0576374223965293","0.0411974633324223","0.0740773814606364","4"
"4 on Scale 1 to 10","2008","Couple + C. LE 16 ","Male","85","0.0459439854057668","0.035561320305188","0.0563266505063457","4"
"4 on Scale 1 to 10","2008","Couple + C. LE 16 ","Female","84","0.057151611508108","0.0459476157655363","0.0683556072506797","4"
"4 on Scale 1 to 10","2008","Couple + C. GT 16 ","Male","97","0.0545835137414778","0.0440244711168924","0.0651425563660633","4"
"4 on Scale 1 to 10","2008","Couple + C. GT 16 ","Female","110","0.0726975117047311","0.0599314591488428","0.0854635642606194","4"
"4 on Scale 1 to 10","2008","Couple + C. LE and GT 16","Male","34","0.0495560729906642","0.0324177064492081","0.0666944395321203","4"
"5 on Scale 1 to 10","2008","1-pers.-HH","Female","242","0.133227198828625","0.117346695720761","0.14910770193649","5"
"5 on Scale 1 to 10","2008","(Married) couple without C. ","Female","473","0.134012253258666","0.12282328009013","0.145201226427202","5"
"5 on Scale 1 to 10","2008","1-pers.-HH","Male","148","0.120115808478793","0.102382171585456","0.137849445372131","5"
"5 on Scale 1 to 10","2008","(Married) couple without C. ","Male","365","0.114916801682392","0.104378175813569","0.125455427551214","5"
"5 on Scale 1 to 10","2008","Single parent ","Male","22","","","","5"
"5 on Scale 1 to 10","2008","Single parent ","Female","98","0.146024031644448","0.121113991179785","0.17093407210911","5"
"5 on Scale 1 to 10","2008","Couple + C. LE 16 ","Male","163","0.117793659613729","0.101807151186993","0.133780168040466","5"
"5 on Scale 1 to 10","2008","Couple + C. LE 16 ","Female","194","0.120480992295382","0.104769420080315","0.136192564510449","5"
"5 on Scale 1 to 10","2008","Couple + C. GT 16 ","Male","163","0.0888590779266156","0.0756331579662588","0.102084997886972","5"
"5 on Scale 1 to 10","2008","Couple + C. GT 16 ","Female","187","0.108712506987168","0.0934074551775542","0.124017558796781","5"
"5 on Scale 1 to 10","2008","Couple + C. LE and GT 16","Male","57","0.0927069228583279","0.0698041736969534","0.115609672019702","5"
"5 on Scale 1 to 10","2008","Couple + C. LE and GT 16","Female","60","0.109036057325744","0.0840757565869709","0.133996358064518","5"
"6 on Scale 1 to 10","2008","1-pers.-HH","Female","182","0.117037514958917","0.102014785605123","0.13206024431271","6"
"6 on Scale 1 to 10","2008","1-pers.-HH","Male","125","0.111072952412156","0.0939325036484898","0.128213401175822","6"
"6 on Scale 1 to 10","2008","Couple + C. LE and GT 16","Female","68","0.115596340445094","0.0899909154844524","0.141201765405736","6"
"6 on Scale 1 to 10","2008","(Married) couple without C. ","Male","402","0.106723905688667","0.0965209997125724","0.116926811664763","6"
"6 on Scale 1 to 10","2008","(Married) couple without C. ","Female","398","0.0993029853440556","0.089480246034103","0.109125724654008","6"
"6 on Scale 1 to 10","2008","Single parent ","Male","33","0.106921118723729","0.0727963693007318","0.141045868146726","6"
"6 on Scale 1 to 10","2008","Single parent ","Female","75","0.111286910869969","0.0891027874469173","0.133471034293021","6"
"6 on Scale 1 to 10","2008","Couple + C. LE 16 ","Male","166","0.102400350045171","0.0873654815392322","0.117435218551109","6"
"6 on Scale 1 to 10","2008","Couple + C. LE 16 ","Female","158","0.0974432626730711","0.0831295950626163","0.111756930283526","6"
"6 on Scale 1 to 10","2008","Couple + C. GT 16 ","Male","179","0.0986223315801243","0.0847636076789388","0.11248105548131","6"
"6 on Scale 1 to 10","2008","Couple + C. GT 16 ","Female","146","0.0999386373118859","0.0851921387225298","0.114685135901242","6"
"6 on Scale 1 to 10","2008","Couple + C. LE and GT 16","Male","58","0.0961476039133515","0.0728679926134759","0.119427215213227","6"
"7 on Scale 1 to 10","2008","1-pers.-HH","Female","229","0.127156918450958","0.111588185993351","0.142725650908565","7"
"7 on Scale 1 to 10","2008","Couple + C. LE and GT 16","Female","91","0.119711400443421","0.0937148948803172","0.145707906006525","7"
"7 on Scale 1 to 10","2008","1-pers.-HH","Male","187","0.137230882651606","0.118461145371946","0.156000619931265","7"
"7 on Scale 1 to 10","2008","(Married) couple without C. ","Male","569","0.155706403379393","0.143725207794847","0.167687598963939","7"
"7 on Scale 1 to 10","2008","(Married) couple without C. ","Female","549","0.14990731524278","0.138182482481694","0.161632148003867","7"
"7 on Scale 1 to 10","2008","Single parent ","Male","34","0.10808940295045","0.0738011754624778","0.142377630438422","7"
"7 on Scale 1 to 10","2008","Single parent ","Female","102","0.110394504335198","0.0882884162418935","0.132500592428502","7"
"7 on Scale 1 to 10","2008","Couple + C. LE 16 ","Male","265","0.155206109401102","0.137248961291293","0.17316325751091","7"
"7 on Scale 1 to 10","2008","Couple + C. LE 16 ","Female","273","0.168032763838553","0.14998647681786","0.186079050859245","7"
"7 on Scale 1 to 10","2008","Couple + C. GT 16 ","Male","298","0.170812597217166","0.153319427542512","0.18830576689182","7"
"7 on Scale 1 to 10","2008","Couple + C. GT 16 ","Female","250","0.14572995804639","0.1283816090355","0.163078307057281","7"
"7 on Scale 1 to 10","2008","Couple + C. LE and GT 16","Male","93","0.152422332450196","0.124038450683839","0.180806214216553","7"
"8 on Scale 1 to 10","2008","1-pers.-HH","Male","270","0.198798350216038","0.177028157411954","0.220568543020121","8"
"8 on Scale 1 to 10","2008","1-pers.-HH","Female","356","0.188644134671249","0.170361342829601","0.206926926512896","8"
"8 on Scale 1 to 10","2008","(Married) couple without C. ","Male","817","0.227043994377695","0.213200919413093","0.240887069342297","8"
"8 on Scale 1 to 10","2008","(Married) couple without C. ","Female","747","0.216249419097946","0.202727805634011","0.229771032561882","8"
"8 on Scale 1 to 10","2008","Single parent ","Male","73","0.202661307224656","0.158269824228051","0.247052790221261","8"
"8 on Scale 1 to 10","2008","Single parent ","Female","164","0.175985284355014","0.149122866417387","0.20284770229264","8"
"8 on Scale 1 to 10","2008","Couple + C. LE 16 ","Male","365","0.2268964223441","0.206126243226897","0.247666601461304","8"
"8 on Scale 1 to 10","2008","Couple + C. LE 16 ","Female","348","0.188457118971259","0.16958156209827","0.207332675844249","8"
"8 on Scale 1 to 10","2008","Couple + C. GT 16 ","Male","407","0.212462810068575","0.193449435274448","0.231476184862702","8"
"8 on Scale 1 to 10","2008","Couple + C. GT 16 ","Female","353","0.220671698232843","0.200281582766639","0.241061813699046","8"
"8 on Scale 1 to 10","2008","Couple + C. LE and GT 16","Male","142","0.252623760866083","0.218310303714725","0.286937218017441","8"
"8 on Scale 1 to 10","2008","Couple + C. LE and GT 16","Female","146","0.290161830859202","0.253817682599061","0.326505979119344","8"
"9 on Scale 1 to 10","2008","1-pers.-HH","Male","186","0.153347387145512","0.133692263208442","0.173002511082581","9"
"9 on Scale 1 to 10","2008","1-pers.-HH","Female","176","0.10102941366433","0.0869458737604529","0.115112953568207","9"
"9 on Scale 1 to 10","2008","(Married) couple without C. ","Male","479","0.124464087362913","0.113555734318418","0.135372440407407","9"
"9 on Scale 1 to 10","2008","(Married) couple without C. ","Female","424","0.112982950960937","0.102585316514434","0.12338058540744","9"
"9 on Scale 1 to 10","2008","Single parent ","Male","60","0.193700720357371","0.150058527118609","0.237342913596133","9"
"9 on Scale 1 to 10","2008","Single parent ","Female","108","0.139297527636369","0.114872353411054","0.163722701861683","9"
"9 on Scale 1 to 10","2008","Couple + C. LE 16 ","Male","232","0.149653353257734","0.131962499019177","0.167344207496291","9"
"9 on Scale 1 to 10","2008","Couple + C. LE 16 ","Female","237","0.137270800613563","0.120661012393559","0.153880588833567","9"
"9 on Scale 1 to 10","2008","Couple + C. GT 16 ","Male","291","0.151750853684376","0.135074177355928","0.168427530012825","9"
"9 on Scale 1 to 10","2008","Couple + C. GT 16 ","Female","225","0.144701263811318","0.127403848232153","0.161998679390482","9"
"9 on Scale 1 to 10","2008","Couple + C. LE and GT 16","Female","96","0.133008060269698","0.105813553287037","0.16020256725236","9"
"9 on Scale 1 to 10","2008","Couple + C. LE and GT 16","Male","100","0.149005919037536","0.120885436752083","0.177126401322989","9"
"0 Completely dissatisfied","2009","1-pers.-HH","Female","15","","","","0"
"0 Completely dissatisfied","2009","(Married) couple without C. ","Male","23","","","","0"
"0 Completely dissatisfied","2009","(Married) couple without C. ","Female","33","0.014255392155942","0.0102483766226002","0.0182624076892838","0"
"0 Completely dissatisfied","2009","Single parent ","Male","","","","","0"
"0 Completely dissatisfied","2009","Single parent ","Female","4","","","","0"
"0 Completely dissatisfied","2009","Couple + C. LE 16 ","Male","4","","","","0"
"0 Completely dissatisfied","2009","Couple + C. LE 16 ","Female","7","","","","0"
"0 Completely dissatisfied","2009","Couple + C. GT 16 ","Male","6","","","","0"
"0 Completely dissatisfied","2009","Couple + C. GT 16 ","Female","3","","","","0"
"0 Completely dissatisfied","2009","Couple + C. LE and GT 16","Male","2","","","","0"
"0 Completely dissatisfied","2009","Couple + C. LE and GT 16","Female","1","","","","0"
"0 Completely dissatisfied","2009","1-pers.-HH","Male","12","","","","0"
"1 on Scale 1 to 10","2009","Single parent ","Female","10","","","","1"
"1 on Scale 1 to 10","2009","(Married) couple without C. ","Female","41","0.0115137284760715","0.00790758875821182","0.0151198681939311","1"
"1 on Scale 1 to 10","2009","Couple + C. GT 16 ","Male","12","","","","1"
"1 on Scale 1 to 10","2009","Couple + C. LE 16 ","Male","9","","","","1"
"1 on Scale 1 to 10","2009","Couple + C. LE and GT 16","Female","5","","","","1"
"1 on Scale 1 to 10","2009","Couple + C. LE 16 ","Female","10","","","","1"
"1 on Scale 1 to 10","2009","1-pers.-HH","Female","31","0.0170659416323402","0.0108800206635064","0.023251862601174","1"
"1 on Scale 1 to 10","2009","(Married) couple without C. ","Male","27","","","","1"
"1 on Scale 1 to 10","2009","Single parent ","Male","5","","","","1"
"1 on Scale 1 to 10","2009","1-pers.-HH","Male","13","","","","1"
"1 on Scale 1 to 10","2009","Couple + C. GT 16 ","Female","13","","","","1"
"1 on Scale 1 to 10","2009","Couple + C. LE and GT 16","Male","4","","","","1"
"10 Completely satisfied","2009","Couple + C. LE and GT 16","Female","62","0.0978413207045177","0.0737659614189637","0.121916679990072","10"
"10 Completely satisfied","2009","1-pers.-HH","Male","144","0.109109048510262","0.0916356444116857","0.126582452608838","10"
"10 Completely satisfied","2009","1-pers.-HH","Female","160","0.0920929263151585","0.078282379196614","0.105903473433703","10"
"10 Completely satisfied","2009","(Married) couple without C. ","Male","311","0.0941385895158904","0.0841857794423239","0.104091399589457","10"
"10 Completely satisfied","2009","(Married) couple without C. ","Female","275","0.0811822803390041","0.0719503070222581","0.09041425365575","10"
"10 Completely satisfied","2009","Single parent ","Male","43","0.150169845190342","0.109054255138691","0.191285435241992","10"
"10 Completely satisfied","2009","Single parent ","Female","85","0.116839297251235","0.0931104796655623","0.140568114836907","10"
"10 Completely satisfied","2009","Couple + C. LE 16 ","Male","122","0.0810641944981327","0.0666797159246078","0.0954486730716576","10"
"10 Completely satisfied","2009","Couple + C. LE 16 ","Female","150","0.0914939518381745","0.0767655952423616","0.106222308433987","10"
"10 Completely satisfied","2009","Couple + C. GT 16 ","Male","215","0.142506538375452","0.125864901408544","0.15914817534236","10"
"10 Completely satisfied","2009","Couple + C. GT 16 ","Female","160","0.12587220446845","0.10886915615156","0.142875252785339","10"
"10 Completely satisfied","2009","Couple + C. LE and GT 16","Male","76","0.104650675383164","0.08005510598755","0.129246244778777","10"
"2 on Scale 1 to 10","2009","Single parent ","Female","12","","","","2"
"2 on Scale 1 to 10","2009","Couple + C. LE 16 ","Female","38","0.0363579854522802","0.0267959146473655","0.045920056257195","2"
"2 on Scale 1 to 10","2009","Couple + C. LE 16 ","Male","34","0.0365405430931269","0.0266517970925595","0.0464292890936943","2"
"2 on Scale 1 to 10","2009","1-pers.-HH","Male","37","0.03443180292242","0.0242128541761901","0.0446507516686499","2"
"2 on Scale 1 to 10","2009","1-pers.-HH","Female","70","0.036724335029479","0.0277411713630366","0.0457074986959214","2"
"2 on Scale 1 to 10","2009","(Married) couple without C. ","Male","96","0.0345606698963859","0.0283350218793388","0.040786317913433","2"
"2 on Scale 1 to 10","2009","(Married) couple without C. ","Female","125","0.0388101099476788","0.0322814166030071","0.0453388032923506","2"
"2 on Scale 1 to 10","2009","Single parent ","Male","7","","","","2"
"2 on Scale 1 to 10","2009","Couple + C. GT 16 ","Male","33","0.0145198454891793","0.00882518051881875","0.0202145104595399","2"
"2 on Scale 1 to 10","2009","Couple + C. GT 16 ","Female","40","0.0368571448377253","0.0271992915669791","0.0465149981084715","2"
"2 on Scale 1 to 10","2009","Couple + C. LE and GT 16","Male","9","","","","2"
"2 on Scale 1 to 10","2009","Couple + C. LE and GT 16","Female","8","","","","2"
"3 on Scale 1 to 10","2009","(Married) couple without C. ","Female","250","0.0722077483325311","0.0634585853187107","0.0809569113463514","3"
"3 on Scale 1 to 10","2009","Single parent ","Male","10","","","","3"
"3 on Scale 1 to 10","2009","Couple + C. LE 16 ","Male","65","0.0472778857627879","0.0360925468550945","0.0584632246704813","3"
"3 on Scale 1 to 10","2009","Single parent ","Female","44","0.0867039024896929","0.0659171385058697","0.107490666473516","3"
"3 on Scale 1 to 10","2009","1-pers.-HH","Female","131","0.0899008781897891","0.0762392216696721","0.103562534709906","3"
"3 on Scale 1 to 10","2009","(Married) couple without C. ","Male","155","0.0576103127912158","0.0496689255715369","0.0655517000108947","3"
"3 on Scale 1 to 10","2009","Couple + C. LE and GT 16","Female","17","","","","3"
"3 on Scale 1 to 10","2009","1-pers.-HH","Male","73","0.0645144008080312","0.0507460554933894","0.078282746122673","3"
"3 on Scale 1 to 10","2009","Couple + C. LE 16 ","Female","93","0.0636482217124065","0.0511770619456084","0.0761193814792046","3"
"3 on Scale 1 to 10","2009","Couple + C. GT 16 ","Male","70","0.043508799806031","0.0337971663878365","0.0532204332242254","3"
"3 on Scale 1 to 10","2009","Couple + C. GT 16 ","Female","66","0.0424060465551806","0.0320765538048543","0.0527355393055069","3"
"3 on Scale 1 to 10","2009","Couple + C. LE and GT 16","Male","26","","","","3"
"4 on Scale 1 to 10","2009","(Married) couple without C. ","Female","252","0.0741162162794419","0.0652613074234662","0.0829711251354175","4"
"4 on Scale 1 to 10","2009","1-pers.-HH","Female","127","0.0741997417245247","0.0616816856386963","0.0867177978103532","4"
"4 on Scale 1 to 10","2009","(Married) couple without C. ","Male","217","0.0688281531379215","0.0601997789644812","0.0774565273113617","4"
"4 on Scale 1 to 10","2009","Single parent ","Male","18","","","","4"
"4 on Scale 1 to 10","2009","Couple + C. LE and GT 16","Female","38","0.0820896617618245","0.0598455780030031","0.104333745520646","4"
"4 on Scale 1 to 10","2009","1-pers.-HH","Male","89","0.0740705101797063","0.0593931994541749","0.0887478209052378","4"
"4 on Scale 1 to 10","2009","Single parent ","Female","40","0.0547459271846225","0.0379419552389392","0.0715498991303057","4"
"4 on Scale 1 to 10","2009","Couple + C. LE 16 ","Male","75","0.0543077920686255","0.0423639794981204","0.0662516046391306","4"
"4 on Scale 1 to 10","2009","Couple + C. LE 16 ","Female","80","0.061020244652498","0.0487921364576358","0.0732483528473601","4"
"4 on Scale 1 to 10","2009","Couple + C. GT 16 ","Male","110","0.0650971263140639","0.0533528193030989","0.0768414333250288","4"
"4 on Scale 1 to 10","2009","Couple + C. GT 16 ","Female","95","0.0501501185912897","0.0389624942983618","0.0613377428842177","4"
"4 on Scale 1 to 10","2009","Couple + C. LE and GT 16","Male","28","","","","4"
"5 on Scale 1 to 10","2009","1-pers.-HH","Female","237","0.146726830922096","0.129827252881826","0.163626408962365","5"
"5 on Scale 1 to 10","2009","(Married) couple without C. ","Female","442","0.133367367725629","0.12187547547755","0.144859259973707","5"
"5 on Scale 1 to 10","2009","1-pers.-HH","Male","142","0.118896268535003","0.10075646850499","0.137036068565017","5"
"5 on Scale 1 to 10","2009","(Married) couple without C. ","Male","350","0.111117038113711","0.100405702855218","0.121828373372204","5"
"5 on Scale 1 to 10","2009","Single parent ","Male","17","","","","5"
"5 on Scale 1 to 10","2009","Single parent ","Female","103","0.159845491865613","0.132775287239001","0.186915696492225","5"
"5 on Scale 1 to 10","2009","Couple + C. LE 16 ","Male","149","0.122164022398856","0.104905033435128","0.139423011362584","5"
"5 on Scale 1 to 10","2009","Couple + C. LE 16 ","Female","176","0.124035775068515","0.107196986137933","0.140874563999096","5"
"5 on Scale 1 to 10","2009","Couple + C. GT 16 ","Male","159","0.0830943700184395","0.069953886095446","0.0962348539414331","5"
"5 on Scale 1 to 10","2009","Couple + C. GT 16 ","Female","168","0.127967831271134","0.11084438944523","0.145091273097038","5"
"5 on Scale 1 to 10","2009","Couple + C. LE and GT 16","Male","41","0.0701351175376796","0.049615592883185","0.0906546421921742","5"
"5 on Scale 1 to 10","2009","Couple + C. LE and GT 16","Female","61","0.0939245089655318","0.0702848168404406","0.117564201090623","5"
"6 on Scale 1 to 10","2009","Couple + C. LE and GT 16","Female","58","0.105397887148555","0.0805149827943594","0.13028079150275","6"
"6 on Scale 1 to 10","2009","1-pers.-HH","Female","169","0.0928595213536908","0.0789974687969838","0.106721573910398","6"
"6 on Scale 1 to 10","2009","(Married) couple without C. ","Male","306","0.0936696716778154","0.0837391114655724","0.103600231890058","6"
"6 on Scale 1 to 10","2009","1-pers.-HH","Male","121","0.109261174664138","0.0917770865518518","0.126745262776424","6"
"6 on Scale 1 to 10","2009","(Married) couple without C. ","Female","359","0.106098051834843","0.0956881200627827","0.116507983606904","6"
"6 on Scale 1 to 10","2009","Single parent ","Male","25","","","","6"
"6 on Scale 1 to 10","2009","Single parent ","Female","77","0.112640720399134","0.0892868310177478","0.13599460978052","6"
"6 on Scale 1 to 10","2009","Couple + C. LE 16 ","Male","145","0.1135385446904","0.0968184554579674","0.130258633922832","6"
"6 on Scale 1 to 10","2009","Couple + C. LE 16 ","Female","167","0.100793984024903","0.0854145237820803","0.116173444267726","6"
"6 on Scale 1 to 10","2009","Couple + C. GT 16 ","Male","179","0.111279265019243","0.0963081888315002","0.126250341206986","6"
"6 on Scale 1 to 10","2009","Couple + C. GT 16 ","Female","149","0.0995210193672329","0.0841759589579928","0.114866079776473","6"
"6 on Scale 1 to 10","2009","Couple + C. LE and GT 16","Male","67","0.131804230138594","0.10462337504346","0.158985085233727","6"
"7 on Scale 1 to 10","2009","Couple + C. LE and GT 16","Female","84","0.145411814973237","0.116845879707427","0.173977750239048","7"
"7 on Scale 1 to 10","2009","1-pers.-HH","Male","179","0.135982546159745","0.116772088796155","0.155193003523336","7"
"7 on Scale 1 to 10","2009","1-pers.-HH","Female","239","0.138163711333518","0.121682602354924","0.154644820312111","7"
"7 on Scale 1 to 10","2009","(Married) couple without C. ","Male","586","0.161775737589053","0.149225041843287","0.17432643333482","7"
"7 on Scale 1 to 10","2009","(Married) couple without C. ","Female","532","0.147188031209302","0.135212021815589","0.159164040603014","7"
"7 on Scale 1 to 10","2009","Single parent ","Male","41","0.109038196498446","0.073165174424982","0.144911218571911","7"
"7 on Scale 1 to 10","2009","Single parent ","Female","109","0.144758258010444","0.118766965296253","0.170749550724635","7"
"7 on Scale 1 to 10","2009","Couple + C. LE 16 ","Male","252","0.179053291970655","0.158847045836469","0.199259538104841","7"
"7 on Scale 1 to 10","2009","Couple + C. LE 16 ","Female","226","0.145037218365677","0.127048197660027","0.163026239071327","7"
"7 on Scale 1 to 10","2009","Couple + C. GT 16 ","Male","269","0.156450560939844","0.139156098298425","0.173745023581263","7"
"7 on Scale 1 to 10","2009","Couple + C. GT 16 ","Female","224","0.140652044736255","0.122831049514957","0.158473039957552","7"
"7 on Scale 1 to 10","2009","Couple + C. LE and GT 16","Male","105","0.165590435567045","0.13572307333016","0.19545779780393","7"
"8 on Scale 1 to 10","2009","1-pers.-HH","Female","310","0.192109519213153","0.173293500536668","0.210925537889639","8"
"8 on Scale 1 to 10","2009","(Married) couple without C. ","Male","779","0.220454623124311","0.206325627224409","0.234583619024213","8"
"8 on Scale 1 to 10","2009","(Married) couple without C. ","Female","686","0.204136444815022","0.190511686138366","0.217761203491677","8"
"8 on Scale 1 to 10","2009","Single parent ","Male","79","0.323164910213968","0.269337606706973","0.376992213720962","8"
"8 on Scale 1 to 10","2009","Single parent ","Female","133","0.157182396641426","0.130296129245429","0.184068664037424","8"
"8 on Scale 1 to 10","2009","Couple + C. LE 16 ","Male","328","0.201925803521638","0.180768781139539","0.223082825903738","8"
"8 on Scale 1 to 10","2009","Couple + C. LE 16 ","Female","317","0.222720206880436","0.201465129741132","0.24397528401974","8"
"8 on Scale 1 to 10","2009","Couple + C. GT 16 ","Male","348","0.199235227527485","0.180220120052024","0.218250335002947","8"
"8 on Scale 1 to 10","2009","Couple + C. GT 16 ","Female","318","0.224657647198656","0.2032641511241","0.246051143273212","8"
"8 on Scale 1 to 10","2009","Couple + C. LE and GT 16","Male","146","0.268471243724356","0.232862701298851","0.304079786149861","8"
"8 on Scale 1 to 10","2009","Couple + C. LE and GT 16","Female","144","0.247750246902458","0.212767151624142","0.282733342180774","8"
