"plh0172","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","2008","16-34 y.","1-pers.-HH","3","","","","0"
"0 Completely dissatisfied","2008","16-34 y.","(Married) couple without C. ","5","","","","0"
"0 Completely dissatisfied","2008","16-34 y.","Single parent ","2","","","","0"
"0 Completely dissatisfied","2008","16-34 y.","Couple + C. LE 16 ","5","","","","0"
"0 Completely dissatisfied","2008","16-34 y.","Couple + C. GT 16 ","3","","","","0"
"0 Completely dissatisfied","2008","16-34 y.","Couple + C. LE and GT 16","","","","","0"
"0 Completely dissatisfied","2008","35-65 y.","1-pers.-HH","11","","","","0"
"0 Completely dissatisfied","2008","35-65 y.","(Married) couple without C. ","26","","","","0"
"0 Completely dissatisfied","2008","35-65 y.","Single parent ","5","","","","0"
"0 Completely dissatisfied","2008","35-65 y.","Couple + C. LE 16 ","16","","","","0"
"0 Completely dissatisfied","2008","35-65 y.","Couple + C. GT 16 ","7","","","","0"
"0 Completely dissatisfied","2008","35-65 y.","Couple + C. LE and GT 16","","","","","0"
"0 Completely dissatisfied","2008","66 and older","1-pers.-HH","14","","","","0"
"0 Completely dissatisfied","2008","66 and older","(Married) couple without C. ","22","","","","0"
"0 Completely dissatisfied","2008","66 and older","Single parent ","1","","","","0"
"0 Completely dissatisfied","2008","66 and older","Couple + C. LE 16 ","","","","","0"
"0 Completely dissatisfied","2008","66 and older","Couple + C. GT 16 ","2","","","","0"
"0 Completely dissatisfied","2008","66 and older","Couple + C. LE and GT 16","","","","","0"
"1 on Scale 1 to 10","2008","66 and older","(Married) couple without C. ","25","","","","1"
"1 on Scale 1 to 10","2008","35-65 y.","Single parent ","5","","","","1"
"1 on Scale 1 to 10","2008","66 and older","1-pers.-HH","22","","","","1"
"1 on Scale 1 to 10","2008","16-34 y.","(Married) couple without C. ","2","","","","1"
"1 on Scale 1 to 10","2008","16-34 y.","1-pers.-HH","2","","","","1"
"1 on Scale 1 to 10","2008","35-65 y.","(Married) couple without C. ","35","0.00987049399124485","0.00658170333586191","0.0131592846466278","1"
"1 on Scale 1 to 10","2008","35-65 y.","Couple + C. LE and GT 16","8","","","","1"
"1 on Scale 1 to 10","2008","35-65 y.","Couple + C. LE 16 ","17","","","","1"
"1 on Scale 1 to 10","2008","35-65 y.","Couple + C. GT 16 ","24","","","","1"
"1 on Scale 1 to 10","2008","16-34 y.","Single parent ","2","","","","1"
"1 on Scale 1 to 10","2008","16-34 y.","Couple + C. LE 16 ","6","","","","1"
"1 on Scale 1 to 10","2008","16-34 y.","Couple + C. GT 16 ","3","","","","1"
"1 on Scale 1 to 10","2008","16-34 y.","Couple + C. LE and GT 16","1","","","","1"
"1 on Scale 1 to 10","2008","35-65 y.","1-pers.-HH","21","","","","1"
"1 on Scale 1 to 10","2008","66 and older","Couple + C. LE 16 ","","","","","1"
"1 on Scale 1 to 10","2008","66 and older","Couple + C. GT 16 ","2","","","","1"
"1 on Scale 1 to 10","2008","66 and older","Single parent ","2","","","","1"
"1 on Scale 1 to 10","2008","66 and older","Couple + C. LE and GT 16","","","","","1"
"10 Completely satisfied","2008","16-34 y.","1-pers.-HH","67","0.104218719651163","0.0798918831144711","0.128545556187856","10"
"10 Completely satisfied","2008","16-34 y.","(Married) couple without C. ","101","0.115939499788965","0.0939190198150907","0.13795997976284","10"
