"plh0172","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","2008","Not Employed","1-pers.-HH","21","","","","0"
"0 Completely dissatisfied","2008","Not Employed","(Married) couple without C. ","33","0.00841237715031351","0.00545143913083928","0.0113733151697877","0"
"0 Completely dissatisfied","2008","Not Employed","Single parent ","4","","","","0"
"0 Completely dissatisfied","2008","Not Employed","Couple + C. LE 16 ","4","","","","0"
"0 Completely dissatisfied","2008","Not Employed","Couple + C. GT 16 ","5","","","","0"
"0 Completely dissatisfied","2008","Not Employed","Couple + C. LE and GT 16","","","","","0"
"0 Completely dissatisfied","2008","Employed","1-pers.-HH","7","","","","0"
"0 Completely dissatisfied","2008","Employed","(Married) couple without C. ","20","","","","0"
"0 Completely dissatisfied","2008","Employed","Single parent ","4","","","","0"
"0 Completely dissatisfied","2008","Employed","Couple + C. LE 16 ","17","","","","0"
"0 Completely dissatisfied","2008","Employed","Couple + C. GT 16 ","7","","","","0"
"0 Completely dissatisfied","2008","Employed","Couple + C. LE and GT 16","","","","","0"
"1 on Scale 1 to 10","2008","Not Employed","Couple + C. LE 16 ","4","","","","1"
"1 on Scale 1 to 10","2008","Not Employed","(Married) couple without C. ","39","0.0101120836575548","0.00686855500512339","0.0133556123099862","1"
"1 on Scale 1 to 10","2008","Employed","1-pers.-HH","14","","","","1"
"1 on Scale 1 to 10","2008","Employed","Couple + C. LE and GT 16","6","","","","1"
"1 on Scale 1 to 10","2008","Employed","Couple + C. LE 16 ","19","","","","1"
"1 on Scale 1 to 10","2008","Employed","(Married) couple without C. ","23","","","","1"
"1 on Scale 1 to 10","2008","Not Employed","1-pers.-HH","31","0.0192606693457251","0.0123985343802733","0.0261228043111768","1"
"1 on Scale 1 to 10","2008","Employed","Single parent ","5","","","","1"
"1 on Scale 1 to 10","2008","Not Employed","Single parent ","4","","","","1"
"1 on Scale 1 to 10","2008","Not Employed","Couple + C. GT 16 ","11","","","","1"
"1 on Scale 1 to 10","2008","Not Employed","Couple + C. LE and GT 16","3","","","","1"
"1 on Scale 1 to 10","2008","Employed","Couple + C. GT 16 ","18","","","","1"
"10 Completely satisfied","2008","Employed","Couple + C. LE and GT 16","109","0.123093152663832","0.101770346939913","0.14441595838775","10"
"10 Completely satisfied","2008","Not Employed","1-pers.-HH","157","0.0913509247771411","0.0769662071781601","0.105735642376122","10"
"10 Completely satisfied","2008","Not Employed","(Married) couple without C. ","312","0.0933649161925959","0.0839327267110474","0.102797105674144","10"
"10 Completely satisfied","2008","Not Employed","Single parent ","46","0.142735388009036","0.107518436107572","0.1779523399105","10"
"10 Completely satisfied","2008","Not Employed","Couple + C. LE 16 ","48","0.118579211616656","0.0901278420675522","0.14703058116576","10"
"10 Completely satisfied","2008","Not Employed","Couple + C. GT 16 ","123","0.16947836728784","0.145340065475424","0.193616669100255","10"
"10 Completely satisfied","2008","Not Employed","Couple + C. LE and GT 16","47","0.182398531169516","0.138916654827152","0.22588040751188","10"
"10 Completely satisfied","2008","Employed","1-pers.-HH","158","0.0959133829539391","0.0810558023161227","0.110770963591756","10"
"10 Completely satisfied","2008","Employed","(Married) couple without C. ","330","0.10107524143123","0.0909788709650305","0.111171611897429","10"
"10 Completely satisfied","2008","Employed","Single parent ","84","0.117787622146762","0.0940428578531613","0.141532386440363","10"
"10 Completely satisfied","2008","Employed","Couple + C. LE 16 ","301","0.103898039563006","0.0924205854724129","0.115375493653599","10"
"10 Completely satisfied","2008","Employed","Couple + C. GT 16 ","289","0.126717481964009","0.113515539334021","0.139919424593997","10"
