"plh0172","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","2008","Not Employed","no migration background","56","0.00875751944913591","0.00648690397321704","0.0110281349250548","0"
"0 Completely dissatisfied","2008","Not Employed","direct migration background","10","","","","0"
"0 Completely dissatisfied","2008","Not Employed","indirect migration background","3","","","","0"
"0 Completely dissatisfied","2008","Employed","no migration background","48","0.00676041654068913","0.00517359881369073","0.00834723426768753","0"
"0 Completely dissatisfied","2008","Employed","direct migration background","5","","","","0"
"0 Completely dissatisfied","2008","Employed","indirect migration background","2","","","","0"
"1 on Scale 1 to 10","2008","Employed","direct migration background","7","","","","1"
"1 on Scale 1 to 10","2008","Not Employed","direct migration background","14","","","","1"
"1 on Scale 1 to 10","2008","Not Employed","no migration background","80","0.0123168283123973","0.00962887725729265","0.015004779367502","1"
"1 on Scale 1 to 10","2008","Not Employed","indirect migration background","","","","","1"
"1 on Scale 1 to 10","2008","Employed","no migration background","76","0.00804056306565797","0.00631113105130336","0.00976999508001258","1"
"1 on Scale 1 to 10","2008","Employed","indirect migration background","4","","","","1"
"10 Completely satisfied","2008","Not Employed","direct migration background","69","0.110353387904813","0.0886952224741009","0.132011553335526","10"
"10 Completely satisfied","2008","Employed","direct migration background","134","0.12175097564767","0.102522886605631","0.140979064689708","10"
"10 Completely satisfied","2008","Employed","indirect migration background","78","0.142408463039189","0.113618041854551","0.171198884223827","10"
"10 Completely satisfied","2008","Not Employed","indirect migration background","37","0.164152429550828","0.113692095880872","0.214612763220784","10"
"10 Completely satisfied","2008","Not Employed","no migration background","641","0.103746268573279","0.0963149681882875","0.11117756895827","10"
"10 Completely satisfied","2008","Employed","no migration background","1082","0.102626500618645","0.0967498525058948","0.108503148731395","10"
"2 on Scale 1 to 10","2008","Not Employed","indirect migration background","8","","","","2"
"2 on Scale 1 to 10","2008","Not Employed","direct migration background","44","0.0625032797291207","0.0457709525330737","0.0792356069251677","2"
"2 on Scale 1 to 10","2008","Employed","direct migration background","27","","","","2"
"2 on Scale 1 to 10","2008","Employed","indirect migration background","13","","","","2"
"2 on Scale 1 to 10","2008","Not Employed","no migration background","254","0.0423521470086979","0.0374441564254998","0.047260137591896","2"
"2 on Scale 1 to 10","2008","Employed","no migration background","255","0.0285371521581384","0.0253128798025537","0.031761424513723","2"
"3 on Scale 1 to 10","2008","Not Employed","no migration background","395","0.0680317216217542","0.061895240799083","0.0741682024444254","3"
"3 on Scale 1 to 10","2008","Not Employed","direct migration background","63","0.0842204327643531","0.065023834527841","0.103417031000865","3"
"3 on Scale 1 to 10","2008","Not Employed","indirect migration background","7","","","","3"
"3 on Scale 1 to 10","2008","Employed","no migration background","491","0.053941350475958","0.0495668018929864","0.0583158990589296","3"
"3 on Scale 1 to 10","2008","Employed","direct migration background","62","0.0591041567931869","0.0452375292873098","0.0729707842990641","3"
"3 on Scale 1 to 10","2008","Employed","indirect migration background","30","0.0629231610349286","0.0429184287709288","0.0829278932989285","3"
"4 on Scale 1 to 10","2008","Employed","direct migration background","58","0.0639350479997908","0.0495499259261065","0.0783201700734751","4"
"4 on Scale 1 to 10","2008","Not Employed","direct migration background","56","0.0698433798615121","0.0522252125024478","0.0874615472205764","4"
"4 on Scale 1 to 10","2008","Employed","indirect migration background","37","0.0417867299962806","0.0253016841465515","0.0582717758460096","4"
"4 on Scale 1 to 10","2008","Not Employed","no migration background","436","0.067228494740937","0.0611257189549727","0.0733312705269014","4"
"4 on Scale 1 to 10","2008","Not Employed","indirect migration background","13","","","","4"
"4 on Scale 1 to 10","2008","Employed","no migration background","610","0.0631803081575126","0.0584691012125691","0.0678915151024562","4"
"5 on Scale 1 to 10","2008","Not Employed","indirect migration background","22","","","","5"
"5 on Scale 1 to 10","2008","Not Employed","direct migration background","104","0.132066323829461","0.108663978643237","0.155468669015684","5"
"5 on Scale 1 to 10","2008","Not Employed","no migration background","832","0.13374564891525","0.125450472417103","0.142040825413397","5"
"5 on Scale 1 to 10","2008","Employed","no migration background","1073","0.108894989963179","0.10286270709529","0.114927272831068","5"
"5 on Scale 1 to 10","2008","Employed","direct migration background","109","0.110050426454594","0.0916482315527841","0.128452621356403","5"
"5 on Scale 1 to 10","2008","Employed","indirect migration background","69","0.119095332443684","0.0924112851613549","0.145779379726013","5"
"6 on Scale 1 to 10","2008","Employed","direct migration background","112","0.0971749591956395","0.0797580918886949","0.114591826502584","6"
"6 on Scale 1 to 10","2008","Not Employed","no migration background","728","0.11476430873391","0.106996545746015","0.122532071721805","6"
"6 on Scale 1 to 10","2008","Not Employed","direct migration background","79","0.0995131703834725","0.0788213342411227","0.120205006525822","6"
"6 on Scale 1 to 10","2008","Not Employed","indirect migration background","11","","","","6"
"6 on Scale 1 to 10","2008","Employed","no migration background","1057","0.101605541726913","0.0957548726269336","0.107456210826892","6"
"6 on Scale 1 to 10","2008","Employed","indirect migration background","57","0.129239266789777","0.10160254438243","0.156875989197124","6"
"7 on Scale 1 to 10","2008","Not Employed","direct migration background","121","0.145586554603473","0.121207619134514","0.169965490072432","7"
"7 on Scale 1 to 10","2008","Not Employed","no migration background","915","0.131696273471728","0.123455164421999","0.139937382521456","7"
"7 on Scale 1 to 10","2008","Not Employed","indirect migration background","27","","","","7"
"7 on Scale 1 to 10","2008","Employed","no migration background","1683","0.156406676192092","0.149372592737591","0.163440759646592","7"
"7 on Scale 1 to 10","2008","Employed","direct migration background","180","0.150745747148475","0.129706390236524","0.171785104060425","7"
"7 on Scale 1 to 10","2008","Employed","indirect migration background","72","0.133860486709269","0.105808734040791","0.161912239377746","7"
"8 on Scale 1 to 10","2008","Not Employed","indirect migration background","36","0.125949715843185","0.0807506224831541","0.171148809203216","8"
"8 on Scale 1 to 10","2008","Employed","direct migration background","253","0.221667487573034","0.197243045772735","0.246091929373334","8"
"8 on Scale 1 to 10","2008","Not Employed","direct migration background","163","0.174399068343624","0.148170340057007","0.200627796630241","8"
