"plh0172","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","2008","Full Time","1-pers.-HH","4","","","","0"
"0 Completely dissatisfied","2008","Full Time","(Married) couple without C. ","10","","","","0"
"0 Completely dissatisfied","2008","Full Time","Single parent ","","","","","0"
"0 Completely dissatisfied","2008","Full Time","Couple + C. LE 16 ","5","","","","0"
"0 Completely dissatisfied","2008","Full Time","Couple + C. GT 16 ","1","","","","0"
"0 Completely dissatisfied","2008","Full Time","Couple + C. LE and GT 16","","","","","0"
"0 Completely dissatisfied","2008","Part Time","1-pers.-HH","3","","","","0"
"0 Completely dissatisfied","2008","Part Time","(Married) couple without C. ","10","","","","0"
"0 Completely dissatisfied","2008","Part Time","Single parent ","4","","","","0"
"0 Completely dissatisfied","2008","Part Time","Couple + C. LE 16 ","12","","","","0"
"0 Completely dissatisfied","2008","Part Time","Couple + C. GT 16 ","6","","","","0"
"0 Completely dissatisfied","2008","Part Time","Couple + C. LE and GT 16","","","","","0"
"0 Completely dissatisfied","2008","Not Working","1-pers.-HH","21","","","","0"
"0 Completely dissatisfied","2008","Not Working","(Married) couple without C. ","33","0.00841237715031351","0.00545143913083928","0.0113733151697877","0"
"0 Completely dissatisfied","2008","Not Working","Single parent ","4","","","","0"
"0 Completely dissatisfied","2008","Not Working","Couple + C. LE 16 ","4","","","","0"
"0 Completely dissatisfied","2008","Not Working","Couple + C. GT 16 ","5","","","","0"
"0 Completely dissatisfied","2008","Not Working","Couple + C. LE and GT 16","","","","","0"
"1 on Scale 1 to 10","2008","Not Working","(Married) couple without C. ","39","0.0101120836575548","0.00686855500512339","0.0133556123099862","1"
"1 on Scale 1 to 10","2008","Part Time","Single parent ","4","","","","1"
"1 on Scale 1 to 10","2008","Not Working","1-pers.-HH","31","0.0192606693457251","0.0123985343802733","0.0261228043111768","1"
"1 on Scale 1 to 10","2008","Full Time","(Married) couple without C. ","16","","","","1"
"1 on Scale 1 to 10","2008","Full Time","1-pers.-HH","8","","","","1"
"1 on Scale 1 to 10","2008","Part Time","(Married) couple without C. ","7","","","","1"
"1 on Scale 1 to 10","2008","Part Time","Couple + C. LE and GT 16","1","","","","1"
"1 on Scale 1 to 10","2008","Part Time","Couple + C. LE 16 ","7","","","","1"
"1 on Scale 1 to 10","2008","Part Time","Couple + C. GT 16 ","8","","","","1"
"1 on Scale 1 to 10","2008","Full Time","Single parent ","1","","","","1"
"1 on Scale 1 to 10","2008","Full Time","Couple + C. LE 16 ","12","","","","1"
"1 on Scale 1 to 10","2008","Full Time","Couple + C. GT 16 ","10","","","","1"
"1 on Scale 1 to 10","2008","Full Time","Couple + C. LE and GT 16","5","","","","1"
"1 on Scale 1 to 10","2008","Part Time","1-pers.-HH","6","","","","1"
"1 on Scale 1 to 10","2008","Not Working","Couple + C. LE 16 ","4","","","","1"
"1 on Scale 1 to 10","2008","Not Working","Couple + C. GT 16 ","11","","","","1"
"1 on Scale 1 to 10","2008","Not Working","Single parent ","4","","","","1"
"1 on Scale 1 to 10","2008","Not Working","Couple + C. LE and GT 16","3","","","","1"
"10 Completely satisfied","2008","Full Time","1-pers.-HH","99","0.0827638661199139","0.0661301705827724","0.0993975616570553","10"
"10 Completely satisfied","2008","Full Time","(Married) couple without C. ","233","0.102671963451814","0.0903790111088554","0.114964915794773","10"
"10 Completely satisfied","2008","Full Time","Couple + C. GT 16 ","181","0.124505792735538","0.107978625146587","0.14103296032449","10"
"10 Completely satisfied","2008","Not Working","(Married) couple without C. ","312","0.0933649161925959","0.0839327267110474","0.102797105674144","10"
"10 Completely satisfied","2008","Not Working","Single parent ","46","0.142735388009036","0.107518436107572","0.1779523399105","10"
"10 Completely satisfied","2008","Part Time","Single parent ","40","0.11068292718347","0.0784966837373136","0.142869170629626","10"
"10 Completely satisfied","2008","Full Time","Couple + C. LE 16 ","166","0.0980902869875084","0.0833916093841729","0.112788964590844","10"
