"plh0172","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"2 on Scale 1 to 10","2008","inadequately","West Germany","4","","","","2"
"2 on Scale 1 to 10","2008","general elemantary","West Germany","71","0.0490782248271205","0.0388895256142261","0.059266924040015","2"
"2 on Scale 1 to 10","2008","higher education","East Germany","44","0.0294680462235573","0.0200666335316181","0.0388694589154965","2"
"2 on Scale 1 to 10","2008","in school","West Germany","5","","","","2"
"2 on Scale 1 to 10","2008","in school","East Germany","3","","","","2"
"2 on Scale 1 to 10","2008","higher vocational","West Germany","25","","","","2"
"2 on Scale 1 to 10","2008","higher vocational","East Germany","18","","","","2"
"2 on Scale 1 to 10","2008","higher education","West Germany","69","0.01982794328185","0.0148057638152902","0.0248501227484098","2"
"2 on Scale 1 to 10","2008","middle vocational","West Germany","227","0.0383280918633799","0.0339097296447061","0.0427464540820537","2"
"2 on Scale 1 to 10","2008","middle vocational","East Germany","85","0.0402461117692093","0.0325711554600281","0.0479210680783905","2"
"2 on Scale 1 to 10","2008","vocational + Abi","West Germany","29","","","","2"
"2 on Scale 1 to 10","2008","vocational + Abi","East Germany","4","","","","2"
"3 on Scale 1 to 10","2008","in school","West Germany","5","","","","3"
"3 on Scale 1 to 10","2008","in school","East Germany","2","","","","3"
"3 on Scale 1 to 10","2008","inadequately","West Germany","12","","","","3"
"3 on Scale 1 to 10","2008","inadequately","East Germany","1","","","","3"
"3 on Scale 1 to 10","2008","general elemantary","West Germany","94","0.0665297980698718","0.0547764863557637","0.0782831097839798","3"
"3 on Scale 1 to 10","2008","general elemantary","East Germany","24","","","","3"
"3 on Scale 1 to 10","2008","middle vocational","West Germany","390","0.0617506507889574","0.056211168761013","0.0672901328169019","3"
"3 on Scale 1 to 10","2008","middle vocational","East Germany","182","0.0868989379919449","0.0758987358563418","0.0978991401275481","3"
"3 on Scale 1 to 10","2008","vocational + Abi","West Germany","44","0.0432229719890109","0.0301741907111633","0.0562717532668585","3"
"3 on Scale 1 to 10","2008","vocational + Abi","East Germany","7","","","","3"
"3 on Scale 1 to 10","2008","higher vocational","West Germany","70","0.079455432143923","0.0630580637995962","0.0958528004882498","3"
"3 on Scale 1 to 10","2008","higher vocational","East Germany","30","0.0737235228269329","0.0472747324518555","0.10017231320201","3"
"3 on Scale 1 to 10","2008","higher education","West Germany","124","0.0453933530595428","0.0378942280303702","0.0528924780887153","3"
"3 on Scale 1 to 10","2008","higher education","East Germany","56","0.0450275121743543","0.0334996989098188","0.0565553254388898","3"
"4 on Scale 1 to 10","2008","in school","East Germany","5","","","","4"
"4 on Scale 1 to 10","2008","middle vocational","East Germany","201","0.0722053337252376","0.0620978143428038","0.0823128531076714","4"
"4 on Scale 1 to 10","2008","in school","West Germany","10","","","","4"
"4 on Scale 1 to 10","2008","higher education","East Germany","83","0.0727486415759973","0.0583100872942399","0.0871871958577547","4"
"4 on Scale 1 to 10","2008","inadequately","West Germany","5","","","","4"
"4 on Scale 1 to 10","2008","inadequately","East Germany","2","","","","4"
"4 on Scale 1 to 10","2008","general elemantary","West Germany","120","0.0746001752500757","0.0622083137001555","0.086992036799996","4"
"4 on Scale 1 to 10","2008","general elemantary","East Germany","23","","","","4"
"4 on Scale 1 to 10","2008","middle vocational","West Germany","470","0.0672208105491228","0.0614580503386284","0.0729835707596172","4"
"4 on Scale 1 to 10","2008","vocational + Abi","West Germany","40","0.0476995531137772","0.0340237947603177","0.0613753114672366","4"
"4 on Scale 1 to 10","2008","vocational + Abi","East Germany","15","","","","4"
"4 on Scale 1 to 10","2008","higher vocational","West Germany","55","0.0545008946716085","0.0407376027093979","0.0682641866338192","4"
"4 on Scale 1 to 10","2008","higher vocational","East Germany","25","","","","4"
"4 on Scale 1 to 10","2008","higher education","West Germany","137","0.050726217392857","0.0428209927089284","0.0586314420767856","4"
"5 on Scale 1 to 10","2008","general elemantary","West Germany","242","0.136833841638217","0.120625227458282","0.153042455818152","5"
"5 on Scale 1 to 10","2008","in school","West Germany","20","","","","5"
"5 on Scale 1 to 10","2008","inadequately","East Germany","3","","","","5"
"5 on Scale 1 to 10","2008","general elemantary","East Germany","36","0.113854477939816","0.0782655455956915","0.149443410283941","5"
"5 on Scale 1 to 10","2008","higher education","East Germany","144","0.117881616161467","0.0999549717519742","0.135808260570959","5"
"5 on Scale 1 to 10","2008","inadequately","West Germany","21","","","","5"
"5 on Scale 1 to 10","2008","in school","East Germany","4","","","","5"
"5 on Scale 1 to 10","2008","higher vocational","East Germany","50","0.096088774571742","0.066260256704837","0.125917292438647","5"
"5 on Scale 1 to 10","2008","higher education","West Germany","256","0.0938444875978273","0.0833391990040479","0.104349776191607","5"
"5 on Scale 1 to 10","2008","middle vocational","West Germany","815","0.117662690085285","0.110247437296356","0.125077942874214","5"
"5 on Scale 1 to 10","2008","middle vocational","East Germany","335","0.138856974524237","0.125353189959152","0.152360759089321","5"
"5 on Scale 1 to 10","2008","vocational + Abi","West Germany","104","0.10924716037799","0.0892305306503451","0.129263790105636","5"
"5 on Scale 1 to 10","2008","vocational + Abi","East Germany","24","","","","5"
"5 on Scale 1 to 10","2008","higher vocational","West Germany","122","0.144575550347943","0.12325353741597","0.165897563279915","5"
"6 on Scale 1 to 10","2008","higher education","West Germany","331","0.122317098798956","0.110513494548272","0.13412070304964","6"
"6 on Scale 1 to 10","2008","higher education","East Germany","147","0.11357175246767","0.0959329342753567","0.131210570659983","6"
"6 on Scale 1 to 10","2008","higher vocational","West Germany","107","0.0924204622381745","0.0748607917572213","0.109980132719128","6"
"6 on Scale 1 to 10","2008","higher vocational","East Germany","49","0.12822675444269","0.0943872846006861","0.162066224284695","6"
"6 on Scale 1 to 10","2008","in school","West Germany","24","","","","6"
"6 on Scale 1 to 10","2008","in school","East Germany","8","","","","6"
"6 on Scale 1 to 10","2008","inadequately","West Germany","18","","","","6"
"6 on Scale 1 to 10","2008","inadequately","East Germany","1","","","","6"
"6 on Scale 1 to 10","2008","general elemantary","West Germany","178","0.103902763804918","0.0895116952808768","0.118293832328959","6"
"6 on Scale 1 to 10","2008","general elemantary","East Germany","26","","","","6"
"6 on Scale 1 to 10","2008","middle vocational","West Germany","766","0.107791804762053","0.100654812465066","0.11492879705904","6"
"6 on Scale 1 to 10","2008","middle vocational","East Germany","264","0.0896445553978702","0.0784887363023535","0.100800374493387","6"
"6 on Scale 1 to 10","2008","vocational + Abi","West Germany","91","0.105644999692988","0.0859213758212935","0.125368623564682","6"
"6 on Scale 1 to 10","2008","vocational + Abi","East Germany","17","","","","6"
"7 on Scale 1 to 10","2008","in school","West Germany","36","0.115208976499428","0.0771261019497846","0.153291851049071","7"
"7 on Scale 1 to 10","2008","in school","East Germany","16","","","","7"
"7 on Scale 1 to 10","2008","inadequately","West Germany","31","0.179391714002486","0.121373736033506","0.237409691971467","7"
"7 on Scale 1 to 10","2008","inadequately","East Germany","2","","","","7"
"7 on Scale 1 to 10","2008","general elemantary","West Germany","244","0.132897473159139","0.11688731913851","0.148907627179769","7"
"7 on Scale 1 to 10","2008","general elemantary","East Germany","37","0.0982290630849022","0.064882160884597","0.131575965285207","7"
"7 on Scale 1 to 10","2008","middle vocational","West Germany","1096","0.141674428791501","0.133649133652079","0.149699723930923","7"
"7 on Scale 1 to 10","2008","middle vocational","East Germany","385","0.154105132513397","0.140005728546689","0.168204536480104","7"
"7 on Scale 1 to 10","2008","vocational + Abi","West Germany","163","0.151966341557908","0.12893137860018","0.175001304515636","7"
"7 on Scale 1 to 10","2008","vocational + Abi","East Germany","32","0.129255410475145","0.0780665010782559","0.180444319872035","7"
"7 on Scale 1 to 10","2008","higher vocational","West Germany","152","0.143707614560317","0.122438917909655","0.164976311210979","7"
"7 on Scale 1 to 10","2008","higher vocational","East Germany","66","0.209729322086739","0.168524317405933","0.250934326767545","7"
"7 on Scale 1 to 10","2008","higher education","West Germany","485","0.160001544232343","0.146794562825543","0.173208525639143","7"
"7 on Scale 1 to 10","2008","higher education","East Germany","211","0.170885526515646","0.149960191712993","0.191810861318298","7"
"8 on Scale 1 to 10","2008","higher education","West Germany","716","0.225528029483384","0.210472177016924","0.240583881949844","8"
"8 on Scale 1 to 10","2008","in school","West Germany","54","0.207637449198767","0.159255760569308","0.256019137828226","8"
"8 on Scale 1 to 10","2008","in school","East Germany","15","","","","8"
"8 on Scale 1 to 10","2008","higher vocational","West Germany","252","0.226047565969623","0.200687697395961","0.251407434543286","8"
"8 on Scale 1 to 10","2008","higher vocational","East Germany","67","0.175420650485036","0.136927004949207","0.213914296020865","8"
"8 on Scale 1 to 10","2008","inadequately","West Germany","27","","","","8"
"8 on Scale 1 to 10","2008","inadequately","East Germany","4","","","","8"
"8 on Scale 1 to 10","2008","general elemantary","West Germany","334","0.176279565224467","0.158307713467237","0.194251416981697","8"
"8 on Scale 1 to 10","2008","higher education","East Germany","292","0.24323383075384","0.219382897830892","0.267084763676788","8"
"8 on Scale 1 to 10","2008","general elemantary","East Germany","70","0.200597972338754","0.155730327862249","0.24546561681526","8"
"8 on Scale 1 to 10","2008","middle vocational","West Germany","1607","0.213869156785118","0.204432661032343","0.223305652537893","8"
"8 on Scale 1 to 10","2008","middle vocational","East Germany","523","0.208489718347076","0.192626013940204","0.224353422753949","8"
"8 on Scale 1 to 10","2008","vocational + Abi","West Germany","211","0.23817315777982","0.210840503273006","0.265505812286635","8"
"8 on Scale 1 to 10","2008","vocational + Abi","East Germany","40","0.260185978360713","0.193242335406532","0.327129621314895","8"
"9 on Scale 1 to 10","2008","higher education","East Germany","158","0.117634965610244","0.0997245820501682","0.13554534917032","9"
"9 on Scale 1 to 10","2008","general elemantary","East Germany","37","0.139222706222135","0.100435561141659","0.178009851302612","9"
"9 on Scale 1 to 10","2008","higher vocational","West Germany","142","0.123202315248162","0.103274986865195","0.143129643631129","9"
"9 on Scale 1 to 10","2008","higher education","West Germany","488","0.160946427329567","0.147707958679495","0.174184895979639","9"
"9 on Scale 1 to 10","2008","inadequately","East Germany","2","","","","9"
"9 on Scale 1 to 10","2008","general elemantary","West Germany","220","0.118461407985448","0.103220493296215","0.13370232267468","9"
"9 on Scale 1 to 10","2008","higher vocational","East Germany","39","0.110597979984074","0.0788544580204892","0.142341501947659","9"
"9 on Scale 1 to 10","2008","in school","West Germany","52","0.177770648201491","0.132167720524027","0.223373575878955","9"
"9 on Scale 1 to 10","2008","in school","East Germany","20","","","","9"
"9 on Scale 1 to 10","2008","inadequately","West Germany","18","","","","9"
"9 on Scale 1 to 10","2008","middle vocational","West Germany","965","0.12693776555506","0.119276380710686","0.134599150399434","9"
"9 on Scale 1 to 10","2008","middle vocational","East Germany","293","0.117107736448502","0.104550887897039","0.129664584999965","9"
"9 on Scale 1 to 10","2008","vocational + Abi","West Germany","144","0.152964645787505","0.129867752349881","0.17606153922513","9"
"9 on Scale 1 to 10","2008","vocational + Abi","East Germany","13","","","","9"
"0 Completely dissatisfied","2009","in school","West Germany","","","","","0"
"0 Completely dissatisfied","2009","in school","East Germany","","","","","0"
"0 Completely dissatisfied","2009","inadequately","West Germany","2","","","","0"
"0 Completely dissatisfied","2009","inadequately","East Germany","","","","","0"
"0 Completely dissatisfied","2009","general elemantary","West Germany","12","","","","0"
"0 Completely dissatisfied","2009","general elemantary","East Germany","4","","","","0"
"0 Completely dissatisfied","2009","middle vocational","West Germany","54","0.0101792026893822","0.00777461618457048","0.012583789194194","0"
"0 Completely dissatisfied","2009","middle vocational","East Germany","14","","","","0"
"0 Completely dissatisfied","2009","vocational + Abi","West Germany","4","","","","0"
"0 Completely dissatisfied","2009","vocational + Abi","East Germany","","","","","0"
"0 Completely dissatisfied","2009","higher vocational","West Germany","3","","","","0"
"0 Completely dissatisfied","2009","higher vocational","East Germany","3","","","","0"
"0 Completely dissatisfied","2009","higher education","West Germany","13","","","","0"
"0 Completely dissatisfied","2009","higher education","East Germany","3","","","","0"
"1 on Scale 1 to 10","2009","inadequately","East Germany","","","","","1"
"1 on Scale 1 to 10","2009","inadequately","West Germany","2","","","","1"
"1 on Scale 1 to 10","2009","general elemantary","West Germany","21","","","","1"
"1 on Scale 1 to 10","2009","in school","West Germany","3","","","","1"
"1 on Scale 1 to 10","2009","in school","East Germany","","","","","1"
"1 on Scale 1 to 10","2009","higher education","West Germany","20","","","","1"
"1 on Scale 1 to 10","2009","general elemantary","East Germany","2","","","","1"
"1 on Scale 1 to 10","2009","middle vocational","West Germany","70","0.0128116692842773","0.0101176040767385","0.015505734491816","1"
"1 on Scale 1 to 10","2009","middle vocational","East Germany","27","","","","1"
"1 on Scale 1 to 10","2009","vocational + Abi","West Germany","6","","","","1"
"1 on Scale 1 to 10","2009","vocational + Abi","East Germany","1","","","","1"
"1 on Scale 1 to 10","2009","higher vocational","West Germany","10","","","","1"
"1 on Scale 1 to 10","2009","higher vocational","East Germany","2","","","","1"
"1 on Scale 1 to 10","2009","higher education","East Germany","16","","","","1"
"10 Completely satisfied","2009","in school","West Germany","41","0.161867494892596","0.116923217442334","0.206811772342857","10"
"10 Completely satisfied","2009","in school","East Germany","8","","","","10"
"10 Completely satisfied","2009","inadequately","West Germany","21","","","","10"
"10 Completely satisfied","2009","inadequately","East Germany","3","","","","10"
"10 Completely satisfied","2009","general elemantary","West Germany","142","0.0904947217513083","0.0761801168868585","0.104809326615758","10"
"10 Completely satisfied","2009","general elemantary","East Germany","29","","","","10"
"10 Completely satisfied","2009","middle vocational","West Germany","702","0.0971952712142994","0.0900990896716152","0.104291452756984","10"
"10 Completely satisfied","2009","middle vocational","East Germany","184","0.0843362498992685","0.0732277347170549","0.095444765081482","10"
"10 Completely satisfied","2009","vocational + Abi","West Germany","83","0.0781990342555737","0.060139209986202","0.0962588585249455","10"
"10 Completely satisfied","2009","vocational + Abi","East Germany","14","","","","10"
"10 Completely satisfied","2009","higher vocational","West Germany","94","0.0953384846324686","0.0768090736305422","0.113867895634395","10"
"10 Completely satisfied","2009","higher vocational","East Germany","24","","","","10"
"10 Completely satisfied","2009","higher education","West Germany","332","0.125041437710277","0.112870076670541","0.137212798750012","10"
"10 Completely satisfied","2009","higher education","East Germany","97","0.0812246075310506","0.065813177310413","0.0966360377516883","10"
"2 on Scale 1 to 10","2009","general elemantary","East Germany","8","","","","2"
"2 on Scale 1 to 10","2009","inadequately","West Germany","4","","","","2"
"2 on Scale 1 to 10","2009","general elemantary","West Germany","57","0.0539188032630687","0.0426494379946556","0.0651881685314818","2"
"2 on Scale 1 to 10","2009","inadequately","East Germany","1","","","","2"
"2 on Scale 1 to 10","2009","in school","West Germany","4","","","","2"
"2 on Scale 1 to 10","2009","in school","East Germany","","","","","2"
"2 on Scale 1 to 10","2009","middle vocational","West Germany","205","0.0299425000293539","0.0258597949866391","0.0340252050720688","2"
"2 on Scale 1 to 10","2009","middle vocational","East Germany","76","0.0353065410994944","0.027929144814983","0.0426839373840059","2"
"2 on Scale 1 to 10","2009","vocational + Abi","West Germany","22","","","","2"
"2 on Scale 1 to 10","2009","vocational + Abi","East Germany","5","","","","2"
"2 on Scale 1 to 10","2009","higher vocational","West Germany","27","","","","2"
"2 on Scale 1 to 10","2009","higher vocational","East Germany","11","","","","2"
"2 on Scale 1 to 10","2009","higher education","West Germany","58","0.023524172702315","0.0179470994207764","0.0291012459838536","2"
"2 on Scale 1 to 10","2009","higher education","East Germany","38","0.0333662550346084","0.0232346286905717","0.0434978813786451","2"
"3 on Scale 1 to 10","2009","in school","West Germany","4","","","","3"
"3 on Scale 1 to 10","2009","in school","East Germany","1","","","","3"
"3 on Scale 1 to 10","2009","inadequately","West Germany","12","","","","3"
"3 on Scale 1 to 10","2009","inadequately","East Germany","","","","","3"
"3 on Scale 1 to 10","2009","general elemantary","West Germany","92","0.0731085433310504","0.060119904732198","0.0860971819299027","3"
"3 on Scale 1 to 10","2009","general elemantary","East Germany","16","","","","3"
"3 on Scale 1 to 10","2009","middle vocational","West Germany","388","0.0638924525915487","0.0580338655036892","0.0697510396794081","3"
"3 on Scale 1 to 10","2009","middle vocational","East Germany","163","0.0688037017267569","0.0586854056814302","0.0789219977720836","3"
"3 on Scale 1 to 10","2009","vocational + Abi","West Germany","40","0.0524163000096489","0.0374251062502958","0.0674074937690021","3"
"3 on Scale 1 to 10","2009","higher vocational","East Germany","31","0.0931565793113054","0.0636603436226381","0.122652814999973","3"
"3 on Scale 1 to 10","2009","higher education","West Germany","118","0.0473329736391634","0.0395190190199221","0.0551469282584047","3"
"3 on Scale 1 to 10","2009","vocational + Abi","East Germany","11","","","","3"
"3 on Scale 1 to 10","2009","higher vocational","West Germany","55","0.0598964395578626","0.0449246819696515","0.0748681971460737","3"
"3 on Scale 1 to 10","2009","higher education","East Germany","77","0.0652518913156823","0.0513190944413343","0.0791846881900303","3"
"4 on Scale 1 to 10","2009","in school","West Germany","12","","","","4"
"4 on Scale 1 to 10","2009","in school","East Germany","5","","","","4"
"4 on Scale 1 to 10","2009","inadequately","West Germany","17","","","","4"
"4 on Scale 1 to 10","2009","inadequately","East Germany","","","","","4"
"4 on Scale 1 to 10","2009","general elemantary","West Germany","118","0.0829547715533243","0.0691927830224913","0.0967167600841572","4"
"4 on Scale 1 to 10","2009","general elemantary","East Germany","20","","","","4"
"4 on Scale 1 to 10","2009","middle vocational","West Germany","417","0.0592126284231508","0.0535585979297779","0.0648666589165238","4"
"4 on Scale 1 to 10","2009","middle vocational","East Germany","190","0.0760521509324675","0.0654557022444081","0.0866485996205269","4"
"4 on Scale 1 to 10","2009","vocational + Abi","West Germany","57","0.0782018503642089","0.0601417284989549","0.096261972229463","4"
"4 on Scale 1 to 10","2009","vocational + Abi","East Germany","8","","","","4"
"4 on Scale 1 to 10","2009","higher vocational","West Germany","64","0.0783594248359568","0.0614039152283497","0.0953149344435638","4"
"4 on Scale 1 to 10","2009","higher vocational","East Germany","28","","","","4"
"4 on Scale 1 to 10","2009","higher education","West Germany","153","0.059750038472979","0.0510281770942381","0.0684718998517199","4"
"4 on Scale 1 to 10","2009","higher education","East Germany","87","0.08140780765872","0.0659805454711659","0.0968350698462741","4"
"5 on Scale 1 to 10","2009","inadequately","East Germany","4","","","","5"
"5 on Scale 1 to 10","2009","general elemantary","East Germany","32","0.116892724825717","0.0781360418901017","0.155649407761333","5"
"5 on Scale 1 to 10","2009","general elemantary","West Germany","230","0.152470042440414","0.134533657429511","0.170406427451316","5"
"5 on Scale 1 to 10","2009","higher vocational","West Germany","102","0.128625814489594","0.107503045558827","0.149748583420361","5"
"5 on Scale 1 to 10","2009","higher vocational","East Germany","52","0.113063310500554","0.0809266433915427","0.145199977609564","5"
"5 on Scale 1 to 10","2009","higher education","East Germany","139","0.116635571013122","0.098527177668072","0.134743964358172","5"
"5 on Scale 1 to 10","2009","higher education","West Germany","235","0.0917230105589213","0.0811019782628693","0.102344042854973","5"
"5 on Scale 1 to 10","2009","in school","West Germany","14","","","","5"
"5 on Scale 1 to 10","2009","in school","East Germany","2","","","","5"
"5 on Scale 1 to 10","2009","inadequately","West Germany","20","","","","5"
"5 on Scale 1 to 10","2009","middle vocational","West Germany","805","0.127966107464527","0.119963723250471","0.135968491678582","5"
"5 on Scale 1 to 10","2009","middle vocational","East Germany","306","0.124279881303694","0.111092336811081","0.137467425796306","5"
"5 on Scale 1 to 10","2009","vocational + Abi","West Germany","94","0.101381937569352","0.0810788489010276","0.121685026237676","5"
"5 on Scale 1 to 10","2009","vocational + Abi","East Germany","19","","","","5"
"6 on Scale 1 to 10","2009","in school","West Germany","23","","","","6"
"6 on Scale 1 to 10","2009","in school","East Germany","6","","","","6"
"6 on Scale 1 to 10","2009","inadequately","West Germany","12","","","","6"
"6 on Scale 1 to 10","2009","inadequately","East Germany","2","","","","6"
"6 on Scale 1 to 10","2009","general elemantary","West Germany","162","0.10585008443283","0.090499818550109","0.121200350315551","6"
"6 on Scale 1 to 10","2009","general elemantary","East Germany","40","0.126622938262121","0.0865082693730054","0.166737607151236","6"
"6 on Scale 1 to 10","2009","middle vocational","West Germany","663","0.0947234813407799","0.0877085295554517","0.101738433126108","6"
"6 on Scale 1 to 10","2009","middle vocational","East Germany","266","0.115825084726254","0.103032707210948","0.128617462241559","6"
"6 on Scale 1 to 10","2009","vocational + Abi","West Germany","93","0.107238525355966","0.0864253960199788","0.128051654691954","6"
"6 on Scale 1 to 10","2009","vocational + Abi","East Germany","21","","","","6"
"6 on Scale 1 to 10","2009","higher vocational","West Germany","91","0.105022198318812","0.0856788737768323","0.124365522860793","6"
"6 on Scale 1 to 10","2009","higher vocational","East Germany","35","0.104699398911922","0.073628758318748","0.135770039505096","6"
"6 on Scale 1 to 10","2009","higher education","West Germany","276","0.102988159589119","0.0918037990220724","0.114172520156166","6"
"6 on Scale 1 to 10","2009","higher education","East Germany","131","0.128502221541099","0.109623050718846","0.147381392363352","6"
"7 on Scale 1 to 10","2009","in school","West Germany","41","0.140001213787656","0.0976609989181325","0.182341428657179","7"
"7 on Scale 1 to 10","2009","in school","East Germany","8","","","","7"
"7 on Scale 1 to 10","2009","inadequately","West Germany","19","","","","7"
"7 on Scale 1 to 10","2009","inadequately","East Germany","1","","","","7"
"7 on Scale 1 to 10","2009","general elemantary","West Germany","232","0.135793397528553","0.118700596185016","0.152886198872091","7"
"7 on Scale 1 to 10","2009","general elemantary","East Germany","42","0.147708896734437","0.104908929921097","0.190508863547777","7"
"7 on Scale 1 to 10","2009","middle vocational","West Germany","1007","0.14382700908433","0.135420683176307","0.152233334992353","7"
"7 on Scale 1 to 10","2009","middle vocational","East Germany","381","0.146787847708143","0.132641171060788","0.160934524355498","7"
"7 on Scale 1 to 10","2009","vocational + Abi","West Germany","128","0.167796864465705","0.142660594021432","0.192933134909978","7"
"7 on Scale 1 to 10","2009","higher vocational","West Germany","177","0.155021505716697","0.132186388899387","0.177856622534007","7"
"7 on Scale 1 to 10","2009","higher vocational","East Germany","77","0.190749118085585","0.150877254466501","0.230620981704668","7"
"7 on Scale 1 to 10","2009","higher education","West Germany","499","0.163257863026862","0.149657475075346","0.176858250978378","7"
"7 on Scale 1 to 10","2009","vocational + Abi","East Germany","28","","","","7"
"7 on Scale 1 to 10","2009","higher education","East Germany","211","0.154919190985221","0.134506691544222","0.175331690426219","7"
"8 on Scale 1 to 10","2009","in school","West Germany","58","0.225468201598743","0.174476381415663","0.276460021781824","8"
"8 on Scale 1 to 10","2009","in school","East Germany","12","","","","8"
"8 on Scale 1 to 10","2009","inadequately","West Germany","31","0.231567092270772","0.164060861427271","0.299073323114273","8"
"8 on Scale 1 to 10","2009","inadequately","East Germany","2","","","","8"
"8 on Scale 1 to 10","2009","general elemantary","West Germany","313","0.180533729629001","0.161342188707166","0.199725270550836","8"
"8 on Scale 1 to 10","2009","general elemantary","East Germany","40","0.186224254166563","0.139265494174518","0.233183014158609","8"
"8 on Scale 1 to 10","2009","middle vocational","West Germany","1495","0.223148813457218","0.213174765669721","0.233122861244714","8"
"8 on Scale 1 to 10","2009","middle vocational","East Germany","510","0.228131746695078","0.211357411710994","0.244906081679162","8"
"8 on Scale 1 to 10","2009","vocational + Abi","West Germany","176","0.189824219870655","0.163445137393598","0.216203302347711","8"
"8 on Scale 1 to 10","2009","vocational + Abi","East Germany","34","0.191245707188011","0.128724055266993","0.25376735910903","8"
"8 on Scale 1 to 10","2009","higher vocational","West Germany","220","0.209890025919004","0.184196476304718","0.235583575533289","8"
"8 on Scale 1 to 10","2009","higher vocational","East Germany","78","0.225853483206474","0.183419025783606","0.268287940629343","8"
"8 on Scale 1 to 10","2009","higher education","West Germany","647","0.208897571578671","0.193938608935167","0.223856534222174","8"
"8 on Scale 1 to 10","2009","higher education","East Germany","247","0.178332237052975","0.156737023211524","0.199927450894427","8"
"9 on Scale 1 to 10","2009","higher education","East Germany","161","0.141039833201223","0.12140388575734","0.160675780645106","9"
"9 on Scale 1 to 10","2009","higher education","West Germany","486","0.165503707421714","0.151828482051997","0.179178932791431","9"
"9 on Scale 1 to 10","2009","inadequately","East Germany","3","","","","9"
"9 on Scale 1 to 10","2009","general elemantary","West Germany","164","0.104768697281457","0.0894878114992222","0.120049583063691","9"
"9 on Scale 1 to 10","2009","higher vocational","West Germany","122","0.12536352656619","0.104471343306492","0.146255709825888","9"
