"plh0172","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","2008","1-pers.-HH","28","","","","0"
"0 Completely dissatisfied","2008","(Married) couple without C. ","53","0.00781196764277366","0.00576109191647293","0.00986284336907439","0"
"0 Completely dissatisfied","2008","Single parent ","8","","","","0"
"0 Completely dissatisfied","2008","Couple + C. LE 16 ","21","","","","0"
"0 Completely dissatisfied","2008","Couple + C. GT 16 ","12","","","","0"
"0 Completely dissatisfied","2008","Couple + C. LE and GT 16","","","","","0"
"1 on Scale 1 to 10","2008","Couple + C. GT 16 ","29","","","","1"
"1 on Scale 1 to 10","2008","(Married) couple without C. ","62","0.008070396134144","0.00598614528529127","0.0101546469829967","1"
"1 on Scale 1 to 10","2008","1-pers.-HH","45","0.0141268990245972","0.00993865381471267","0.0183151442344817","1"
"1 on Scale 1 to 10","2008","Single parent ","9","","","","1"
"1 on Scale 1 to 10","2008","Couple + C. LE 16 ","23","","","","1"
"1 on Scale 1 to 10","2008","Couple + C. LE and GT 16","9","","","","1"
"10 Completely satisfied","2008","(Married) couple without C. ","642","0.0971519739730677","0.0902528289218294","0.104051119024306","10"
"10 Completely satisfied","2008","Couple + C. GT 16 ","412","0.138464292836792","0.126798021590023","0.150130564083561","10"
"10 Completely satisfied","2008","Couple + C. LE and GT 16","156","0.137729336952159","0.118351960095846","0.157106713808472","10"
"10 Completely satisfied","2008","Single parent ","130","0.126777511803853","0.10699793994863","0.146557083659076","10"
"10 Completely satisfied","2008","1-pers.-HH","315","0.0936582092335427","0.0833182911310475","0.103998127336038","10"
"10 Completely satisfied","2008","Couple + C. LE 16 ","349","0.106188448299202","0.0955325625070434","0.11684433409136","10"
"2 on Scale 1 to 10","2008","Single parent ","37","0.0457632312127223","0.0333404243590224","0.0581860380664223","2"
"2 on Scale 1 to 10","2008","(Married) couple without C. ","239","0.034517173609105","0.030264598186686","0.038769749031524","2"
"2 on Scale 1 to 10","2008","Couple + C. GT 16 ","67","0.0268041184765058","0.0213487080618817","0.0322595288911298","2"
"2 on Scale 1 to 10","2008","Couple + C. LE and GT 16","32","0.0198419406406828","0.0120004237419875","0.0276834575393781","2"
"2 on Scale 1 to 10","2008","1-pers.-HH","132","0.0466714569022427","0.0391855374732493","0.054157376331236","2"
"2 on Scale 1 to 10","2008","Couple + C. LE 16 ","79","0.0306933680016517","0.0247274015955692","0.0366593344077342","2"
"3 on Scale 1 to 10","2008","1-pers.-HH","215","0.07333943566019","0.0640876131217554","0.0825912581986247","3"
"3 on Scale 1 to 10","2008","(Married) couple without C. ","386","0.0611900829395935","0.0556067761742497","0.0667733897049373","3"
"3 on Scale 1 to 10","2008","Single parent ","68","0.0701751127933773","0.054989739873934","0.0853604857128205","3"
"3 on Scale 1 to 10","2008","Couple + C. LE 16 ","169","0.0615825767281396","0.0532677175594604","0.0698974358968188","3"
"3 on Scale 1 to 10","2008","Couple + C. GT 16 ","141","0.0405454946446036","0.033883411820236","0.0472075774689713","3"
"3 on Scale 1 to 10","2008","Couple + C. LE and GT 16","45","0.0439765856604541","0.0324472317588854","0.0555059395620228","3"
"4 on Scale 1 to 10","2008","Couple + C. GT 16 ","207","0.0627360056018173","0.054545401556916","0.0709266096467185","4"
"4 on Scale 1 to 10","2008","(Married) couple without C. ","474","0.0704639754054188","0.0645021559713183","0.0764257948395194","4"
"4 on Scale 1 to 10","2008","Couple + C. LE and GT 16","62","0.038701959475503","0.0278563126644764","0.0495476062865297","4"
"4 on Scale 1 to 10","2008","1-pers.-HH","214","0.0711469268532787","0.0620236730805956","0.0802701806259618","4"
"4 on Scale 1 to 10","2008","Single parent ","66","0.0580391120222487","0.0441392613749078","0.0719389626695896","4"
"4 on Scale 1 to 10","2008","Couple + C. LE 16 ","169","0.0514374197220447","0.0437972937437866","0.0590775457003029","4"
"5 on Scale 1 to 10","2008","Single parent ","120","0.122084590862303","0.10262247377862","0.141546707945986","5"
"5 on Scale 1 to 10","2008","(Married) couple without C. ","838","0.124302251277447","0.116616634094857","0.131987868460037","5"
"5 on Scale 1 to 10","2008","1-pers.-HH","390","0.127415824762372","0.115582316386594","0.13924933313815","5"
"5 on Scale 1 to 10","2008","Couple + C. LE 16 ","357","0.119110859655722","0.107907088079898","0.130314631231546","5"
"5 on Scale 1 to 10","2008","Couple + C. GT 16 ","350","0.097794428319407","0.0877613005858928","0.107827556052921","5"
"5 on Scale 1 to 10","2008","Couple + C. LE and GT 16","117","0.100214553951816","0.0833297962415902","0.117099311662042","5"
"6 on Scale 1 to 10","2008","Couple + C. GT 16 ","325","0.0992147558359774","0.0891169899268296","0.109312521745125","6"
"6 on Scale 1 to 10","2008","1-pers.-HH","307","0.114393836205104","0.103097963261039","0.125689709149169","6"
"6 on Scale 1 to 10","2008","(Married) couple without C. ","800","0.103076509681033","0.0959934698155792","0.110159549546488","6"
"6 on Scale 1 to 10","2008","Single parent ","108","0.109976028205899","0.0913773026275017","0.128574753784296","6"
"6 on Scale 1 to 10","2008","Couple + C. LE 16 ","324","0.099970626423949","0.089595521757661","0.110345731090237","6"
"6 on Scale 1 to 10","2008","Couple + C. LE and GT 16","126","0.105089531570701","0.0878458706483251","0.122333192493078","6"
"7 on Scale 1 to 10","2008","(Married) couple without C. ","1118","0.152856140886985","0.144473474860199","0.16123880691377","7"
"7 on Scale 1 to 10","2008","1-pers.-HH","416","0.131622011224339","0.119623790807816","0.143620231640862","7"
"7 on Scale 1 to 10","2008","Single parent ","136","0.109702369358778","0.0911239427335501","0.128280795984006","7"
"7 on Scale 1 to 10","2008","Couple + C. LE 16 ","538","0.161493112822371","0.148765168754643","0.174221056890099","7"
"7 on Scale 1 to 10","2008","Couple + C. GT 16 ","548","0.159523757939917","0.147155687797246","0.171891828082589","7"
"7 on Scale 1 to 10","2008","Couple + C. LE and GT 16","184","0.137382857411205","0.118025981463551","0.156739733358859","7"
"8 on Scale 1 to 10","2008","Single parent ","237","0.183995087560206","0.160960373813405","0.207029801307006","8"
"8 on Scale 1 to 10","2008","Couple + C. GT 16 ","760","0.216157350284236","0.20225379135523","0.230060909213242","8"
"8 on Scale 1 to 10","2008","(Married) couple without C. ","1564","0.221738440760205","0.212061336515803","0.231415545004607","8"
"8 on Scale 1 to 10","2008","Couple + C. LE 16 ","713","0.208055341609076","0.194015416528159","0.222095266689992","8"
"8 on Scale 1 to 10","2008","Couple + C. LE and GT 16","288","0.269882604684917","0.244922652650538","0.294842556719296","8"
"8 on Scale 1 to 10","2008","1-pers.-HH","626","0.193144797324534","0.179134818453743","0.207154776195325","8"
"9 on Scale 1 to 10","2008","1-pers.-HH","362","0.124218359014535","0.112512885581599","0.135923832447471","9"
"9 on Scale 1 to 10","2008","(Married) couple without C. ","903","0.118821087690227","0.111283351315143","0.126358824065311","9"
"9 on Scale 1 to 10","2008","Single parent ","168","0.155632753826524","0.134082642940994","0.177182864712054","9"
"9 on Scale 1 to 10","2008","Couple + C. LE 16 ","469","0.143584026979585","0.131455072047675","0.155712981911495","9"
"9 on Scale 1 to 10","2008","Couple + C. GT 16 ","516","0.148578074037639","0.136564387113979","0.1605917609613","9"
"9 on Scale 1 to 10","2008","Couple + C. LE and GT 16","196","0.141650598266903","0.122044046832856","0.16125714970095","9"
"0 Completely dissatisfied","2009","Single parent ","4","","","","0"
"0 Completely dissatisfied","2009","Couple + C. LE 16 ","11","","","","0"
"0 Completely dissatisfied","2009","Couple + C. GT 16 ","9","","","","0"
"0 Completely dissatisfied","2009","Couple + C. LE and GT 16","3","","","","0"
"0 Completely dissatisfied","2009","(Married) couple without C. ","56","0.0111003373883323","0.00858577777374908","0.0136148970029155","0"
"0 Completely dissatisfied","2009","1-pers.-HH","27","","","","0"
"1 on Scale 1 to 10","2009","Couple + C. GT 16 ","25","","","","1"
"1 on Scale 1 to 10","2009","1-pers.-HH","44","0.0170100478410251","0.0123094523248137","0.0217106433572366","1"
"1 on Scale 1 to 10","2009","(Married) couple without C. ","68","0.009947723606282","0.0075659051803415","0.0123295420322225","1"
"1 on Scale 1 to 10","2009","Single parent ","15","","","","1"
"1 on Scale 1 to 10","2009","Couple + C. LE 16 ","19","","","","1"
"1 on Scale 1 to 10","2009","Couple + C. LE and GT 16","9","","","","1"
"10 Completely satisfied","2009","Couple + C. GT 16 ","375","0.135134287296253","0.123209025612574","0.147059548979932","10"
"10 Completely satisfied","2009","Couple + C. LE and GT 16","138","0.101501124099993","0.0842704891147774","0.118731759085209","10"
"10 Completely satisfied","2009","1-pers.-HH","304","0.0997348333215936","0.0888421662076822","0.110627500435505","10"
"10 Completely satisfied","2009","(Married) couple without C. ","586","0.087739357456596","0.0809492847222184","0.0945294301909736","10"
"10 Completely satisfied","2009","Single parent ","128","0.126489768038391","0.105825663266324","0.147153872810458","10"
"10 Completely satisfied","2009","Couple + C. LE 16 ","272","0.0862148267826455","0.0759190748931685","0.0965105786721225","10"
"2 on Scale 1 to 10","2009","Single parent ","19","","","","2"
"2 on Scale 1 to 10","2009","Couple + C. GT 16 ","73","0.0244196214675484","0.0190355378964189","0.0298037050386778","2"
"2 on Scale 1 to 10","2009","Couple + C. LE and GT 16","17","","","","2"
"2 on Scale 1 to 10","2009","1-pers.-HH","107","0.0356947633697002","0.0289504911513297","0.0424390355880706","2"
"2 on Scale 1 to 10","2009","(Married) couple without C. ","221","0.0366595047295956","0.0321492513834832","0.041169758075708","2"
