"plh0172","year","age_gr","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","2008","16-34 y.","18","","","","0"
"0 Completely dissatisfied","2008","35-65 y.","66","0.00685005158444667","0.0052860561371483","0.00841404703174504","0"
"0 Completely dissatisfied","2008","66 and older","40","0.00955056868321551","0.00665999425211076","0.0124411431143203","0"
"1 on Scale 1 to 10","2008","16-34 y.","16","","","","1"
"1 on Scale 1 to 10","2008","35-65 y.","112","0.0108385292069264","0.00887516927685441","0.0128018891369985","1"
"1 on Scale 1 to 10","2008","66 and older","53","0.0129364623697376","0.00957805243007486","0.0162948723094004","1"
"10 Completely satisfied","2008","35-65 y.","992","0.0901409819632048","0.084710612909428","0.0955713510169816","10"
"10 Completely satisfied","2008","16-34 y.","645","0.153964277171658","0.143259914145827","0.164668640197488","10"
"10 Completely satisfied","2008","66 and older","404","0.0978342570877929","0.0890046367688903","0.106663877406695","10"
"2 on Scale 1 to 10","2008","35-65 y.","352","0.0380388741473172","0.0344116554658657","0.0416660928287687","2"
"2 on Scale 1 to 10","2008","16-34 y.","70","0.021750880193059","0.0174245501632979","0.02607721022282","2"
"2 on Scale 1 to 10","2008","66 and older","179","0.0439441422928125","0.0378523439742516","0.0500359406113734","2"
"3 on Scale 1 to 10","2008","66 and older","262","0.0702820606328701","0.0626849012826029","0.0778792199831373","3"
"3 on Scale 1 to 10","2008","35-65 y.","625","0.0664692615222836","0.0617458488597268","0.0711926741848403","3"
"3 on Scale 1 to 10","2008","16-34 y.","161","0.0390912448505074","0.0333429727123132","0.0448395169887016","3"
"4 on Scale 1 to 10","2008","66 and older","315","0.0711549515456404","0.0635143494025177","0.0787955536887631","4"
"4 on Scale 1 to 10","2008","35-65 y.","672","0.0663712703557465","0.0616510929672435","0.0710914477442495","4"
"4 on Scale 1 to 10","2008","16-34 y.","223","0.0517659106966656","0.0451948389877866","0.0583369824055445","4"
"5 on Scale 1 to 10","2008","16-34 y.","408","0.0926616576077272","0.0840618020013399","0.101261513214115","5"
"5 on Scale 1 to 10","2008","35-65 y.","1217","0.1237105843256","0.117467368285768","0.129953800365431","5"
"5 on Scale 1 to 10","2008","66 and older","584","0.133266772396291","0.123165942669299","0.143367602123282","5"
"6 on Scale 1 to 10","2008","16-34 y.","405","0.101805488924967","0.0928368344987958","0.110774143351138","6"
"6 on Scale 1 to 10","2008","35-65 y.","1141","0.106405236923789","0.100558238721084","0.112252235126495","6"
"6 on Scale 1 to 10","2008","66 and older","498","0.109746592812663","0.100456806325574","0.119036379299753","6"
"7 on Scale 1 to 10","2008","35-65 y.","1738","0.153149187201288","0.146320425561067","0.15997794884151","7"
"7 on Scale 1 to 10","2008","16-34 y.","638","0.143229111472343","0.132839375895407","0.15361884704928","7"
"7 on Scale 1 to 10","2008","66 and older","622","0.134344050822949","0.124208782148301","0.144479319497597","7"
"8 on Scale 1 to 10","2008","35-65 y.","2419","0.21801420674911","0.210184905921764","0.225843507576456","8"
"8 on Scale 1 to 10","2008","66 and older","913","0.207043231008498","0.195000952676833","0.219085509340163","8"
"8 on Scale 1 to 10","2008","16-34 y.","947","0.204238488931087","0.192281639669229","0.216195338192945","8"
"9 on Scale 1 to 10","2008","66 and older","479","0.10989691034753","0.100601548878731","0.11919227181633","9"
"9 on Scale 1 to 10","2008","35-65 y.","1350","0.120011816020288","0.113849675814843","0.126173956225732","9"
"9 on Scale 1 to 10","2008","16-34 y.","836","0.182141836274626","0.170694607906622","0.19358906464263","9"
"0 Completely dissatisfied","2009","16-34 y.","6","","","","0"
"0 Completely dissatisfied","2009","66 and older","43","0.00980987731736409","0.00683132975231947","0.0127884248824087","0"
"0 Completely dissatisfied","2009","35-65 y.","65","0.00957974088769503","0.00765992959720008","0.01149955217819","0"
"1 on Scale 1 to 10","2009","16-34 y.","21","","","","1"
"1 on Scale 1 to 10","2009","66 and older","59","0.0141543263196887","0.0105843730918237","0.0177242795475538","1"
"1 on Scale 1 to 10","2009","35-65 y.","104","0.0111361718546808","0.00906789767484039","0.0132044460345212","1"
"10 Completely satisfied","2009","16-34 y.","561","0.142625046085323","0.131788237795216","0.15346185437543","10"
"10 Completely satisfied","2009","35-65 y.","924","0.087514080110885","0.0819444807700251","0.0930836794517449","10"
"10 Completely satisfied","2009","66 and older","350","0.0858633081265883","0.0773964392150389","0.0943301770381377","10"
"2 on Scale 1 to 10","2009","16-34 y.","52","0.0171479217405914","0.013124756022712","0.0211710874584708","2"
"2 on Scale 1 to 10","2009","35-65 y.","292","0.03352081991102","0.0299732948641015","0.0370683449579385","2"
"2 on Scale 1 to 10","2009","66 and older","175","0.0429735529294558","0.0368447443498669","0.0491023615090447","2"
"3 on Scale 1 to 10","2009","16-34 y.","148","0.0361588204827922","0.0303734928128943","0.04194414815269","3"
"3 on Scale 1 to 10","2009","35-65 y.","597","0.0643031705684197","0.0594686248111613","0.069137716325678","3"
"3 on Scale 1 to 10","2009","66 and older","277","0.0829914088497796","0.0746542758896881","0.0913285418098711","3"
"4 on Scale 1 to 10","2009","16-34 y.","198","0.042079810816616","0.0358579592222626","0.0483016624109694","4"
"4 on Scale 1 to 10","2009","35-65 y.","684","0.0742130438952372","0.0690468874490945","0.0793792003413799","4"
"4 on Scale 1 to 10","2009","66 and older","308","0.0765003274901183","0.0684675918044348","0.0845330631758017","4"
"5 on Scale 1 to 10","2009","16-34 y.","352","0.0911007590285105","0.0821833854013436","0.100018132655677","5"
"5 on Scale 1 to 10","2009","66 and older","575","0.144521559399725","0.133895204634916","0.155147914164534","5"
"5 on Scale 1 to 10","2009","35-65 y.","1151","0.123727234548733","0.117237540652703","0.130216928444762","5"
"6 on Scale 1 to 10","2009","16-34 y.","438","0.118472860165641","0.108457988791709","0.128487731539572","6"
"6 on Scale 1 to 10","2009","35-65 y.","990","0.101864346751407","0.0959028683718647","0.107825825130948","6"
"6 on Scale 1 to 10","2009","66 and older","421","0.0897385102862733","0.0811010518719628","0.0983759687005839","6"
"7 on Scale 1 to 10","2009","16-34 y.","600","0.144355466247894","0.133464124077889","0.155246808417899","7"
"7 on Scale 1 to 10","2009","35-65 y.","1625","0.153415792104374","0.146312788788733","0.160518795420015","7"
"7 on Scale 1 to 10","2009","66 and older","669","0.143833541937989","0.13322824948439","0.154438834391588","7"
"8 on Scale 1 to 10","2009","16-34 y.","918","0.230286401821003","0.217239216775194","0.243333586866811","8"
"8 on Scale 1 to 10","2009","35-65 y.","2163","0.210172493342634","0.202142300626213","0.218202686059055","8"
"8 on Scale 1 to 10","2009","66 and older","853","0.193485998079718","0.181547651471672","0.205424344687764","8"
"9 on Scale 1 to 10","2009","16-34 y.","706","0.168941007655103","0.157329153779435","0.180552861530771","9"
"9 on Scale 1 to 10","2009","35-65 y.","1294","0.130553106024916","0.123912816170788","0.137193395879043","9"
"9 on Scale 1 to 10","2009","66 and older","476","0.1161275892633","0.106445346866803","0.125809831659798","9"
"0 Completely dissatisfied","2010","35-65 y.","115","0.00910562741764613","0.00749607589545543","0.0107151789398368","0"
"0 Completely dissatisfied","2010","16-34 y.","42","0.00669681412604485","0.00472661010915324","0.00866701814293645","0"
"0 Completely dissatisfied","2010","66 and older","36","0.00929646674347143","0.00634664875418752","0.0122462847327553","0"
"1 on Scale 1 to 10","2010","16-34 y.","46","0.00355735141403043","0.00211913016221615","0.00499557266584471","1"
"1 on Scale 1 to 10","2010","35-65 y.","143","0.0103295841619773","0.0086163253373561","0.0120428429865986","1"
"1 on Scale 1 to 10","2010","66 and older","60","0.0179681332017794","0.0138851398431738","0.0220511265603851","1"
"10 Completely satisfied","2010","16-34 y.","1000","0.144259782435819","0.135772282744329","0.152747282127309","10"
"10 Completely satisfied","2010","35-65 y.","1558","0.0969886764578337","0.0919739946801549","0.102003358235513","10"
"10 Completely satisfied","2010","66 and older","338","0.082494105006749","0.074037806734495","0.090950403279003","10"
"2 on Scale 1 to 10","2010","35-65 y.","415","0.0332685058331456","0.030229679747084","0.0363073319192073","2"
"2 on Scale 1 to 10","2010","16-34 y.","155","0.0190171339171495","0.0157177002098906","0.0223165676244085","2"
"2 on Scale 1 to 10","2010","66 and older","152","0.0414075680248704","0.0352837642825186","0.0475313717672222","2"
"3 on Scale 1 to 10","2010","16-34 y.","308","0.041898932128463","0.037058955073904","0.046738909183022","3"
"3 on Scale 1 to 10","2010","35-65 y.","774","0.0667546240077349","0.0625252619524643","0.0709839860630055","3"
"3 on Scale 1 to 10","2010","66 and older","277","0.074831313448405","0.0667437714218836","0.0829188554749265","3"
"4 on Scale 1 to 10","2010","35-65 y.","881","0.0754266265074068","0.0709518711435945","0.0799013818712191","4"
"4 on Scale 1 to 10","2010","16-34 y.","366","0.0530386332780135","0.0476248800410771","0.0584523865149499","4"
"4 on Scale 1 to 10","2010","66 and older","268","0.0684171387838115","0.0606572123713559","0.076177065196267","4"
"5 on Scale 1 to 10","2010","35-65 y.","1587","0.126949367115163","0.12130817032714","0.132590563903186","5"
"5 on Scale 1 to 10","2010","66 and older","568","0.147331232999441","0.136436866203531","0.158225599795351","5"
"5 on Scale 1 to 10","2010","16-34 y.","672","0.0845573943922354","0.0778364930561214","0.0912782957283493","5"
"6 on Scale 1 to 10","2010","16-34 y.","674","0.105706801281364","0.0982795589679694","0.113134043594758","6"
"6 on Scale 1 to 10","2010","35-65 y.","1396","0.110530506669892","0.105217469267103","0.115843544072681","6"
"6 on Scale 1 to 10","2010","66 and older","411","0.0943062614142872","0.0853231796896176","0.103289343138957","6"
"7 on Scale 1 to 10","2010","35-65 y.","2047","0.140751418554515","0.134858613604258","0.146644223504773","7"
"7 on Scale 1 to 10","2010","16-34 y.","1008","0.148719532897004","0.140124322656578","0.157314743137431","7"
"7 on Scale 1 to 10","2010","66 and older","625","0.142895115243198","0.132138142195068","0.153652088291327","7"
"8 on Scale 1 to 10","2010","35-65 y.","2785","0.210915185905304","0.204002417106156","0.217827954704452","8"
"8 on Scale 1 to 10","2010","16-34 y.","1344","0.230293625874517","0.220123187706584","0.240464064042451","8"
