"plh0172","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","2008","Not Employed","in school","","","","","0"
"0 Completely dissatisfied","2008","Not Employed","inadequately","4","","","","0"
"0 Completely dissatisfied","2008","Not Employed","general elemantary","14","","","","0"
"0 Completely dissatisfied","2008","Not Employed","middle vocational","34","0.00766998711152564","0.00491671806641649","0.0104232561566348","0"
"0 Completely dissatisfied","2008","Not Employed","vocational + Abi","3","","","","0"
"0 Completely dissatisfied","2008","Not Employed","higher vocational","7","","","","0"
"0 Completely dissatisfied","2008","Not Employed","higher education","7","","","","0"
"0 Completely dissatisfied","2008","Employed","in school","","","","","0"
"0 Completely dissatisfied","2008","Employed","inadequately","1","","","","0"
"0 Completely dissatisfied","2008","Employed","general elemantary","6","","","","0"
"0 Completely dissatisfied","2008","Employed","middle vocational","30","0.00800343673424339","0.00573271425953337","0.0102741592089534","0"
"0 Completely dissatisfied","2008","Employed","vocational + Abi","2","","","","0"
"0 Completely dissatisfied","2008","Employed","higher vocational","3","","","","0"
"0 Completely dissatisfied","2008","Employed","higher education","12","","","","0"
"1 on Scale 1 to 10","2008","Not Employed","general elemantary","21","","","","1"
"1 on Scale 1 to 10","2008","Not Employed","middle vocational","48","0.0116064625732101","0.00822629557086648","0.0149866295755538","1"
"1 on Scale 1 to 10","2008","Employed","middle vocational","41","0.00485966570122921","0.00308745204592883","0.0066318793565296","1"
"1 on Scale 1 to 10","2008","Employed","vocational + Abi","6","","","","1"
"1 on Scale 1 to 10","2008","Not Employed","vocational + Abi","4","","","","1"
"1 on Scale 1 to 10","2008","Not Employed","in school","1","","","","1"
"1 on Scale 1 to 10","2008","Not Employed","inadequately","1","","","","1"
"1 on Scale 1 to 10","2008","Employed","higher vocational","8","","","","1"
"1 on Scale 1 to 10","2008","Employed","higher education","21","","","","1"
"1 on Scale 1 to 10","2008","Not Employed","higher vocational","5","","","","1"
"1 on Scale 1 to 10","2008","Not Employed","higher education","12","","","","1"
"1 on Scale 1 to 10","2008","Employed","in school","","","","","1"
"1 on Scale 1 to 10","2008","Employed","inadequately","2","","","","1"
"1 on Scale 1 to 10","2008","Employed","general elemantary","9","","","","1"
"10 Completely satisfied","2008","Not Employed","in school","66","0.249975997406363","0.199968101356941","0.299983893455786","10"
"10 Completely satisfied","2008","Not Employed","inadequately","17","","","","10"
"10 Completely satisfied","2008","Not Employed","general elemantary","106","0.103871837462368","0.0866313616522518","0.121112313272484","10"
"10 Completely satisfied","2008","Not Employed","middle vocational","353","0.096431183619526","0.0871155448970743","0.105746822341978","10"
"10 Completely satisfied","2008","Not Employed","vocational + Abi","24","","","","10"
"10 Completely satisfied","2008","Not Employed","higher vocational","41","0.103600331552878","0.0756606528705469","0.131540010235209","10"
"10 Completely satisfied","2008","Not Employed","higher education","117","0.104573403523529","0.0869564020951988","0.12219040495186","10"
"10 Completely satisfied","2008","Employed","in school","6","","","","10"
"10 Completely satisfied","2008","Employed","inadequately","11","","","","10"
"10 Completely satisfied","2008","Employed","general elemantary","114","0.141974495923554","0.1182299258198","0.165719066027308","10"
"10 Completely satisfied","2008","Employed","middle vocational","662","0.107237190115999","0.0993520126037441","0.115122367628255","10"
"10 Completely satisfied","2008","Employed","vocational + Abi","81","0.0866209583891561","0.0676220320664589","0.105619884711853","10"
"10 Completely satisfied","2008","Employed","higher vocational","87","0.0832389893996188","0.0657917622932881","0.10068621650595","10"
"10 Completely satisfied","2008","Employed","higher education","293","0.0974420102660134","0.0869069641255764","0.10797705640645","10"
"2 on Scale 1 to 10","2008","Not Employed","middle vocational","162","0.0431439901952814","0.0367317952068822","0.0495561851836805","2"
"2 on Scale 1 to 10","2008","Not Employed","higher vocational","20","","","","2"
"2 on Scale 1 to 10","2008","Not Employed","general elemantary","64","0.0648844277854111","0.0509651032270459","0.0788037523437763","2"
"2 on Scale 1 to 10","2008","Not Employed","vocational + Abi","10","","","","2"
"2 on Scale 1 to 10","2008","Employed","higher education","76","0.017443657563493","0.0127929045634691","0.022094410563517","2"
"2 on Scale 1 to 10","2008","Not Employed","in school","6","","","","2"
"2 on Scale 1 to 10","2008","Not Employed","inadequately","2","","","","2"
"2 on Scale 1 to 10","2008","Employed","middle vocational","150","0.0358528994189797","0.0311147963073658","0.0405910025305935","2"
"2 on Scale 1 to 10","2008","Employed","vocational + Abi","23","","","","2"
"2 on Scale 1 to 10","2008","Employed","higher vocational","23","","","","2"
"2 on Scale 1 to 10","2008","Not Employed","higher education","37","0.0335730662863615","0.0232028840232206","0.0439432485495024","2"
"2 on Scale 1 to 10","2008","Employed","in school","2","","","","2"
"2 on Scale 1 to 10","2008","Employed","inadequately","2","","","","2"
"2 on Scale 1 to 10","2008","Employed","general elemantary","14","","","","2"
"3 on Scale 1 to 10","2008","Not Employed","in school","6","","","","3"
"3 on Scale 1 to 10","2008","Not Employed","inadequately","8","","","","3"
"3 on Scale 1 to 10","2008","Not Employed","general elemantary","73","0.0658780742879231","0.051860027404759","0.0798961211710872","3"
"3 on Scale 1 to 10","2008","Not Employed","middle vocational","279","0.0835151293810606","0.0747840386619578","0.0922462201001634","3"
"3 on Scale 1 to 10","2008","Not Employed","vocational + Abi","16","","","","3"
"3 on Scale 1 to 10","2008","Not Employed","higher vocational","26","","","","3"
"3 on Scale 1 to 10","2008","Not Employed","higher education","54","0.0487467001382902","0.0363494012402151","0.0611439990363653","3"
"3 on Scale 1 to 10","2008","Employed","in school","1","","","","3"
"3 on Scale 1 to 10","2008","Employed","inadequately","5","","","","3"
"3 on Scale 1 to 10","2008","Employed","general elemantary","45","0.0708972043656295","0.0534367523136558","0.0883576564176031","3"
"3 on Scale 1 to 10","2008","Employed","middle vocational","293","0.055913606785732","0.0500584929959712","0.0617687205754928","3"
"3 on Scale 1 to 10","2008","Employed","vocational + Abi","35","0.0455224631716877","0.0314429454801096","0.0596019808632659","3"
"3 on Scale 1 to 10","2008","Employed","higher vocational","74","0.0831957887350326","0.0657526787602565","0.100638898709809","3"
