"transab_cat2","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","2010","Full Time","Male","495","0.0367766655371522","0.0321194589141501","0.0414338721601542"
"Low transfer dependency","2010","Full Time","Female","133","0.026701432128074","0.020849232512021","0.0325536317441271"
"Low transfer dependency","2010","Part Time","Male","263","0.140958659592466","0.123584664902662","0.158332654282271"
"Low transfer dependency","2010","Part Time","Female","516","0.0753222437635357","0.0677917066657883","0.0828527808612831"
"Low transfer dependency","2010","Not Working","Male","203","0.0609202961993289","0.0526421929031809","0.0691983994954769"
"Low transfer dependency","2010","Not Working","Female","593","0.0690410993568613","0.0623470117017308","0.0757351870119918"
"High transfer dependency","2010","Full Time","Male","81","0.00705912856164312","0.0049874943557472","0.00913076276753905"
"High transfer dependency","2010","Full Time","Female","35","0.00630195455766491","0.00342923214398024","0.00917467697134957"
"High transfer dependency","2010","Part Time","Male","138","0.0646089317875326","0.0523348316727877","0.0768830319022775"
"High transfer dependency","2010","Part Time","Female","283","0.0496912747563199","0.0434905629033204","0.0558919866093193"
"High transfer dependency","2010","Not Working","Male","101","0.0266256472188158","0.0210539353797526","0.032197359057879"
"High transfer dependency","2010","Not Working","Female","307","0.0296376929028687","0.025159926353907","0.0341154594518305"
"Very high transfer dependency","2010","Full Time","Male","9","","",""
"Very high transfer dependency","2010","Full Time","Female","10","","",""
"Very high transfer dependency","2010","Part Time","Male","124","0.0737758272560367","0.0607242838759501","0.0868273706361233"
"Very high transfer dependency","2010","Part Time","Female","147","0.0270281054787667","0.0224008117000508","0.0316553992574826"
"Very high transfer dependency","2010","Not Working","Male","339","0.0899825471363109","0.0800787299960579","0.099886364276564"
"Very high transfer dependency","2010","Not Working","Female","631","0.062418981567749","0.0560314209591816","0.0688065421763165"
"Very low transfer dependency","2011","Full Time","Male","6449","0.950384111209459","0.945362710259049","0.955405512159869"
"Very low transfer dependency","2011","Full Time","Female","3195","0.967741333031421","0.961796235073121","0.973686430989721"
"Very low transfer dependency","2011","Part Time","Male","1258","0.735023636613333","0.714983721209638","0.755063552017027"
"Very low transfer dependency","2011","Part Time","Female","4464","0.835988714416862","0.826370054433528","0.845607374400196"
"Very low transfer dependency","2011","Not Working","Male","3211","0.819744236494731","0.807846628090402","0.83164184489906"
"Very low transfer dependency","2011","Not Working","Female","4826","0.83669502680924","0.827758214998026","0.845631838620455"
"Low transfer dependency","2011","Full Time","Male","623","0.0385240432682823","0.0340736327392817","0.042974453797283"
"Low transfer dependency","2011","Full Time","Female","156","0.0247913636368402","0.019559515392005","0.0300232118816754"
"Low transfer dependency","2011","Part Time","Male","289","0.130999307359287","0.115678338686238","0.146320276032336"
"Low transfer dependency","2011","Part Time","Female","691","0.0891290084814577","0.0817275812713603","0.0965304356915552"
"Low transfer dependency","2011","Not Working","Male","250","0.0512393745065347","0.0444151054550223","0.058063643558047"
"Low transfer dependency","2011","Not Working","Female","651","0.059229810426955","0.0535227659308461","0.064936854923064"
"High transfer dependency","2011","Full Time","Male","94","0.0101856788957716","0.00786381485170306","0.0125075429398402"
"High transfer dependency","2011","Full Time","Female","34","0.00657664295695564","0.00385691492821747","0.0092963709856938"
"High transfer dependency","2011","Part Time","Male","203","0.0920340300072105","0.0789074778311803","0.105160582183241"
"High transfer dependency","2011","Part Time","Female","357","0.0500825449044041","0.0444167137553782","0.05574837605343"
"High transfer dependency","2011","Not Working","Male","150","0.0386280540952335","0.0326635678344751","0.0445925403559918"
"High transfer dependency","2011","Not Working","Female","369","0.0381240950791974","0.033494333692313","0.0427538564660817"
"Very high transfer dependency","2011","Full Time","Male","18","","",""
"Very high transfer dependency","2011","Full Time","Female","8","","",""
"Very high transfer dependency","2011","Part Time","Male","113","0.0419430260201699","0.0328403892769163","0.0510456627634235"
"Very high transfer dependency","2011","Part Time","Female","181","0.0247997321972766","0.0207600434871266","0.0288394209074266"
"Very high transfer dependency","2011","Not Working","Male","399","0.0903883349035005","0.0815135035631669","0.099263166243834"
"Very high transfer dependency","2011","Not Working","Female","726","0.0659510676846071","0.0599504626341515","0.0719516727350628"
"Very low transfer dependency","2012","Full Time","Male","6399","0.957417739626339","0.952667988253111","0.962167490999567"
"Very low transfer dependency","2012","Full Time","Female","3263","0.969041310316088","0.963265851432231","0.974816769199944"
"Very low transfer dependency","2012","Part Time","Male","1213","0.747334437429668","0.727004312155498","0.767664562703839"
"Very low transfer dependency","2012","Part Time","Female","4559","0.850035539825797","0.840725820597287","0.859345259054307"
"Very low transfer dependency","2012","Not Working","Male","3339","0.828228505428341","0.816657736387898","0.839799274468784"
"Very low transfer dependency","2012","Not Working","Female","4694","0.842483559531962","0.833411494548795","0.851555624515128"
"Low transfer dependency","2012","Full Time","Male","450","0.0348847866258336","0.030568468931412","0.0392011043202553"
"Low transfer dependency","2012","Full Time","Female","140","0.0233721174229165","0.018334355326112","0.028409879519721"
"Low transfer dependency","2012","Part Time","Male","256","0.124199116065252","0.108768918998745","0.139629313131758"
"Low transfer dependency","2012","Part Time","Female","594","0.0841960668531918","0.0769555257808172","0.0914366079255663"
"Low transfer dependency","2012","Not Working","Male","241","0.0504774024740598","0.0437613706951654","0.0571934342529541"
"Low transfer dependency","2012","Not Working","Female","546","0.0552132911712503","0.0495254010805334","0.0609011812619672"
"High transfer dependency","2012","Full Time","Male","81","0.00688494519919103","0.00493978303679915","0.0088301073615829"
"High transfer dependency","2012","Full Time","Female","43","0.00692961122320627","0.00416350714970152","0.00969571529671103"
"High transfer dependency","2012","Part Time","Male","171","0.0778667909331792","0.0653301120945075","0.090403469771851"
"High transfer dependency","2012","Part Time","Female","328","0.0410104645423892","0.035839421585471","0.0461815074993075"
"High transfer dependency","2012","Not Working","Male","156","0.0395283113439012","0.0335509707144693","0.0455056519733332"
"High transfer dependency","2012","Not Working","Female","339","0.0402966965871358","0.0353992951084904","0.0451940980657813"
"Very high transfer dependency","2012","Full Time","Male","12","","",""
"Very high transfer dependency","2012","Full Time","Female","9","","",""
"Very high transfer dependency","2012","Part Time","Male","115","0.0505996555719009","0.0403453087175741","0.0608540024262277"
"Very high transfer dependency","2012","Part Time","Female","169","0.0247579287786219","0.0207062292039843","0.0288096283532594"
"Very high transfer dependency","2012","Not Working","Male","346","0.0817657807536983","0.0733600761946016","0.090171485312795"
"Very high transfer dependency","2012","Not Working","Female","615","0.0620064527096522","0.0560005145069442","0.0680123909123602"
"Very low transfer dependency","2013","Full Time","Male","5902","0.959881422209841","0.955060875100168","0.964701969319513"
"Very low transfer dependency","2013","Full Time","Female","3135","0.970771488261607","0.965030418144343","0.976512558378871"
"Very low transfer dependency","2013","Part Time","Male","1245","0.779338144109797","0.759607840437239","0.799068447782355"
"Very low transfer dependency","2013","Part Time","Female","4426","0.864576382143044","0.855458408169756","0.873694356116333"
"Very low transfer dependency","2013","Not Working","Male","4784","0.817515744767885","0.80783258314558","0.82719890639019"
"Very low transfer dependency","2013","Not Working","Female","6037","0.830456973620791","0.822306533225386","0.838607414016195"
"Low transfer dependency","2013","Full Time","Male","370","0.0313217950870767","0.0270429372251531","0.0356006529490002"
"Low transfer dependency","2013","Full Time","Female","131","0.0215572206053633","0.0166073357902659","0.0265071054204608"
"Low transfer dependency","2013","Part Time","Male","223","0.118087769654908","0.102733742207939","0.133441797101876"
"Low transfer dependency","2013","Part Time","Female","511","0.0743340730397132","0.0673441794797323","0.0813239665996941"
"Low transfer dependency","2013","Not Working","Male","453","0.0592876889304953","0.0533670702257526","0.0652083076352379"
"Low transfer dependency","2013","Not Working","Female","789","0.0671993292754575","0.0617610759259317","0.0726375826249833"
"High transfer dependency","2013","Full Time","Male","76","0.006294634605246","0.00435183121013458","0.00823743800035742"
"High transfer dependency","2013","Full Time","Female","35","0.00664081722853533","0.00387263349214163","0.00940900096492904"
"High transfer dependency","2013","Part Time","Male","145","0.0726171930730134","0.0602703360564078","0.084964050089619"
"High transfer dependency","2013","Part Time","Female","292","0.0354628838648165","0.0305345972690381","0.0403911704605948"
"High transfer dependency","2013","Not Working","Male","317","0.03706167273268","0.0323256021829118","0.0417977432824481"
"High transfer dependency","2013","Not Working","Female","515","0.0377017428071468","0.0335644324075133","0.0418390532067802"
"Very high transfer dependency","2013","Full Time","Male","18","","",""
"Very high transfer dependency","2013","Full Time","Female","6","","",""
"Very high transfer dependency","2013","Part Time","Male","84","0.029956893162282","0.0218463288549877","0.0380674574695763"
"Very high transfer dependency","2013","Part Time","Female","181","0.025626660952426","0.0214159234713141","0.0298373984335379"
"Very high transfer dependency","2013","Not Working","Male","558","0.0861348935689399","0.0791011419752038","0.0931686451626759"
"Very high transfer dependency","2013","Not Working","Female","801","0.0646419542966051","0.059300878710845","0.0699830298823652"
"Very low transfer dependency","2014","Full Time","Male","6195","0.957525836402645","0.952692965866274","0.962358706939017"
"Very low transfer dependency","2014","Full Time","Female","3308","0.962369844270452","0.956067109510572","0.968672579030333"
"Very low transfer dependency","2014","Part Time","Male","1347","0.7559081642434","0.736699571297341","0.775116757189459"
"Very low transfer dependency","2014","Part Time","Female","4507","0.839261930970854","0.829598980915889","0.848924881025819"
"Very low transfer dependency","2014","Not Working","Male","3183","0.798155014627016","0.785834457671533","0.810475571582499"
"Very low transfer dependency","2014","Not Working","Female","4310","0.8387440843304","0.829281835411725","0.848206333249075"
"Low transfer dependency","2014","Full Time","Male","397","0.0337845201049454","0.0294547646727567","0.0381142755371342"
"Low transfer dependency","2014","Full Time","Female","135","0.0251450855941214","0.0199596341494536","0.0303305370387891"
"Low transfer dependency","2014","Part Time","Male","269","0.124946478356977","0.110160034894645","0.139732921819308"
"Low transfer dependency","2014","Part Time","Female","562","0.0926026332251395","0.0849763658942595","0.100228900556019"
"Low transfer dependency","2014","Not Working","Male","275","0.0580789706014194","0.0508994666811934","0.0652584745216454"
"Low transfer dependency","2014","Not Working","Female","545","0.0584215522704225","0.0523871173717285","0.0644559871691165"
"High transfer dependency","2014","Full Time","Male","81","0.00720154742764031","0.00517521380146403","0.0092278810538166"
"High transfer dependency","2014","Full Time","Female","46","0.00919327164327673","0.00603230771298796","0.0123542355735655"
"High transfer dependency","2014","Part Time","Male","178","0.0730046003205568","0.0613714239661005","0.0846377766750132"
"High transfer dependency","2014","Part Time","Female","300","0.0435102446352422","0.0381431713750581","0.0488773178954263"
"High transfer dependency","2014","Not Working","Male","201","0.0406921313461351","0.0346273945520509","0.0467568681402194"
"High transfer dependency","2014","Not Working","Female","331","0.0337164527273731","0.0290724225137086","0.0383604829410376"
"Very high transfer dependency","2014","Full Time","Male","16","","",""
"Very high transfer dependency","2014","Full Time","Female","13","","",""
"Very high transfer dependency","2014","Part Time","Male","127","0.0461407570790665","0.0367593298774109","0.0555221842807221"
"Very high transfer dependency","2014","Part Time","Female","181","0.0246251911687642","0.0205478488740775","0.0287025334634508"
"Very high transfer dependency","2014","Not Working","Male","418","0.103073883425429","0.0937406873510498","0.112407079499809"
"Very high transfer dependency","2014","Not Working","Female","617","0.0691179106718042","0.062591649589368","0.0756441717542404"
"Very low transfer dependency","2015","Full Time","Male","5848","0.961591993251531","0.956816817159298","0.966367169343763"
"Very low transfer dependency","2015","Full Time","Female","3083","0.973800510925358","0.968302279751795","0.979298742098921"
"Very low transfer dependency","2015","Part Time","Male","1312","0.769844528330019","0.750360887633776","0.789328169026262"
"Very low transfer dependency","2015","Part Time","Female","4431","0.854579295756385","0.845066105898732","0.864092485614038"
"Very low transfer dependency","2015","Not Working","Male","3531","0.803958598197217","0.792421917722107","0.815495278672328"
"Very low transfer dependency","2015","Not Working","Female","4608","0.837240759491783","0.828053621937899","0.846427897045667"
"Low transfer dependency","2015","Full Time","Male","302","0.0303210771311638","0.0260604907175983","0.0345816635447293"
"Low transfer dependency","2015","Full Time","Female","117","0.0166694688021277","0.0122623756736301","0.0210765619306253"
"Low transfer dependency","2015","Part Time","Male","211","0.104679987965233","0.09050969190071","0.118850284029757"
"Low transfer dependency","2015","Part Time","Female","446","0.0791159328997294","0.0718319097856297","0.0863999560138292"
"Low transfer dependency","2015","Not Working","Male","299","0.0555406688467116","0.0488850674196714","0.0621962702737519"
"Low transfer dependency","2015","Not Working","Female","552","0.0612080559299018","0.0552422217216147","0.0671738901381888"
"High transfer dependency","2015","Full Time","Male","60","0.0065755770144629","0.00456732857410655","0.00858382545481925"
"High transfer dependency","2015","Full Time","Female","31","0.00591909581820874","0.00327863251198651","0.00855955912443098"
"High transfer dependency","2015","Part Time","Male","168","0.0744934480278787","0.062339797805213","0.0866470982505445"
"High transfer dependency","2015","Part Time","Female","269","0.0444450587776267","0.0388837573769005","0.0500063601783529"
"High transfer dependency","2015","Not Working","Male","198","0.031149540612966","0.0261012503181655","0.0361978309077665"
"High transfer dependency","2015","Not Working","Female","340","0.0340863836373139","0.0295705096154213","0.0386022576592065"
"Very high transfer dependency","2015","Full Time","Male","12","","",""
"Very high transfer dependency","2015","Full Time","Female","11","","",""
"Very high transfer dependency","2015","Part Time","Male","102","0.050982035676869","0.0408007236089821","0.0611633477447558"
"Very high transfer dependency","2015","Part Time","Female","129","0.0218597125662589","0.0179136891686158","0.0258057359639021"
"Very high transfer dependency","2015","Not Working","Male","521","0.109351192343105","0.100282281560499","0.118420103125712"
"Very high transfer dependency","2015","Not Working","Female","702","0.0674648009410013","0.0612223742843712","0.0737072275976313"
"Very low transfer dependency","2016","Full Time","Male","5521","0.958381208323992","0.953290736594497","0.963471680053486"
"Very low transfer dependency","2016","Full Time","Female","3071","0.967186278643772","0.961036869621521","0.973335687666022"
"Very low transfer dependency","2016","Part Time","Male","1352","0.772847262174681","0.753517998424607","0.792176525924754"
"Very low transfer dependency","2016","Part Time","Female","4237","0.857332498080162","0.847717085310725","0.8669479108496"
"Very low transfer dependency","2016","Not Working","Male","2829","0.784585239473949","0.771209666261405","0.797960812686494"
"Very low transfer dependency","2016","Not Working","Female","3806","0.84226400179075","0.832235880071629","0.852292123509872"
"Low transfer dependency","2016","Full Time","Male","320","0.032975744744314","0.0284241861125792","0.0375273033760487"
"Low transfer dependency","2016","Full Time","Female","118","0.0211926827819861","0.0162211289435186","0.0261642366204536"
"Low transfer dependency","2016","Part Time","Male","223","0.113989595577214","0.0993286660815114","0.128650525072917"
"Low transfer dependency","2016","Part Time","Female","487","0.0834572052783497","0.0758532587676746","0.0910611517890248"
"Low transfer dependency","2016","Not Working","Male","243","0.0681822917242808","0.0599814980796353","0.0763830853689263"
"Low transfer dependency","2016","Not Working","Female","453","0.0620117230347906","0.0553763449763154","0.0686471010932658"
"High transfer dependency","2016","Full Time","Male","62","0.00761606585203713","0.00540016992527841","0.00983196177879586"
"High transfer dependency","2016","Full Time","Female","26","","",""
"High transfer dependency","2016","Part Time","Male","119","0.0609967332859342","0.0499560404413017","0.0720374261305668"
"High transfer dependency","2016","Part Time","Female","225","0.0392971604692301","0.0339551358770189","0.0446391850614412"
"High transfer dependency","2016","Not Working","Male","149","0.0391046184115333","0.0327978528699255","0.0454113839531411"
"High transfer dependency","2016","Not Working","Female","255","0.0322157817240383","0.0273578246535881","0.0370737387944885"
"Very high transfer dependency","2016","Full Time","Male","10","","",""
"Very high transfer dependency","2016","Full Time","Female","9","","",""
"Very high transfer dependency","2016","Part Time","Male","111","0.0521664089621711","0.0419082126312966","0.0624246052930456"
"Very high transfer dependency","2016","Part Time","Female","133","0.019913136172258","0.0160722372651283","0.0237540350793877"
"Very high transfer dependency","2016","Not Working","Male","408","0.108127850390237","0.0980242841580887","0.118231416622385"
"Very high transfer dependency","2016","Not Working","Female","561","0.0635084934504209","0.0567988739155286","0.0702181129853132"
"Very low transfer dependency","2017","Full Time","Male","6288","0.963213394830562","0.958704408563424","0.967722381097701"
"Very low transfer dependency","2017","Full Time","Female","3565","0.969374660916678","0.963840040287712","0.974909281545644"
"Very low transfer dependency","2017","Part Time","Male","1595","0.78774150811954","0.770465183344002","0.805017832895078"
"Very low transfer dependency","2017","Part Time","Female","4736","0.878825042944002","0.870252016974682","0.887398068913323"
"Very low transfer dependency","2017","Not Working","Male","3021","0.787655719129009","0.776306306960994","0.799005131297023"
"Very low transfer dependency","2017","Not Working","Female","3993","0.828753185208303","0.819230433486459","0.838275936930146"
"Low transfer dependency","2017","Full Time","Male","326","0.0296539629333036","0.0255906760260317","0.0337172498405756"
"Low transfer dependency","2017","Full Time","Female","113","0.0188776217415865","0.0145060581172244","0.0232491853659487"
"Low transfer dependency","2017","Part Time","Male","247","0.107348924142655","0.0942701610816644","0.120427687203645"
"Low transfer dependency","2017","Part Time","Female","450","0.0652817469705515","0.058792224571972","0.071771269369131"
"Low transfer dependency","2017","Not Working","Male","259","0.0482766743411312","0.0423281547278054","0.0542251939544569"
"Low transfer dependency","2017","Not Working","Female","489","0.0667569308447424","0.0604475873418968","0.073066274347588"
"High transfer dependency","2017","Full Time","Male","67","0.00604118955316223","0.00418501751729766","0.0078973615890268"
"High transfer dependency","2017","Full Time","Female","38","0.00909393305047872","0.00604467841338","0.0121431876875774"
"High transfer dependency","2017","Part Time","Male","171","0.0555889216365516","0.0459083362798635","0.0652695069932397"
"High transfer dependency","2017","Part Time","Female","255","0.0395527811301136","0.0344324062925812","0.0446731559676459"
"High transfer dependency","2017","Not Working","Male","250","0.0442256731393691","0.0385200934580051","0.049931252820733"
"High transfer dependency","2017","Not Working","Female","318","0.0335900819623643","0.0290357484989364","0.0381444154257921"
"Very high transfer dependency","2017","Full Time","Male","14","","",""
"Very high transfer dependency","2017","Full Time","Female","7","","",""
"Very high transfer dependency","2017","Part Time","Male","139","0.0493206461012536","0.0401719675741183","0.0584693246283889"
"Very high transfer dependency","2017","Part Time","Female","125","0.0163404289553325","0.0130097664536076","0.0196710914570573"
"Very high transfer dependency","2017","Not Working","Male","1458","0.119841933390491","0.110828928456071","0.128854938324911"
"Very high transfer dependency","2017","Not Working","Female","1212","0.0708998019845907","0.0644120775870202","0.0773875263821612"
"Very low transfer dependency","2018","Full Time","Male","5975","0.959274143052258","0.954432455709057","0.964115830395458"
"Very low transfer dependency","2018","Full Time","Female","3482","0.977305842744056","0.972444371356436","0.982167314131676"
"Very low transfer dependency","2018","Part Time","Male","1624","0.793400541178197","0.777027949965012","0.809773132391383"
"Very low transfer dependency","2018","Part Time","Female","4620","0.880861648673792","0.872268913768473","0.889454383579112"
"Very low transfer dependency","2018","Not Working","Male","2932","0.795475785353888","0.784675565773626","0.806276004934149"
"Very low transfer dependency","2018","Not Working","Female","3747","0.821984950624528","0.812475555769686","0.831494345479369"
"Low transfer dependency","2018","Full Time","Male","307","0.0307821776882478","0.026551103676532","0.0350132516999636"
"Low transfer dependency","2018","Full Time","Female","85","0.0136191988263088","0.0098357005374905","0.0174026971151271"
"Low transfer dependency","2018","Part Time","Male","287","0.0890857847113663","0.0775658630094264","0.100605706413306"
"Low transfer dependency","2018","Part Time","Female","464","0.070804442309124","0.0640008922387594","0.0776079923794885"
"Low transfer dependency","2018","Not Working","Male","278","0.0499058011308101","0.0440753040077911","0.0557362982538291"
"Low transfer dependency","2018","Not Working","Female","465","0.0615690824446343","0.0555935709984073","0.0675445938908613"
"High transfer dependency","2018","Full Time","Male","95","0.00842625658950165","0.00618717404061982","0.0106653391383835"
"High transfer dependency","2018","Full Time","Female","28","","",""
"High transfer dependency","2018","Part Time","Male","255","0.0765287924800193","0.0657782422499176","0.087279342710121"
"High transfer dependency","2018","Part Time","Female","262","0.0304267409059415","0.0258708868591402","0.0349825949527428"
"High transfer dependency","2018","Not Working","Male","271","0.0359113071571372","0.0309291108231266","0.0408935034911477"
"High transfer dependency","2018","Not Working","Female","427","0.0389429287290311","0.0341336330095596","0.0437522244485025"
"Very high transfer dependency","2018","Full Time","Male","25","","",""
"Very high transfer dependency","2018","Full Time","Female","10","","",""
"Very high transfer dependency","2018","Part Time","Male","183","0.0409848816304169","0.0329675259308405","0.0490022373299934"
"Very high transfer dependency","2018","Part Time","Female","114","0.0179071681111421","0.0143896082601463","0.0214247279621379"
"Very high transfer dependency","2018","Not Working","Male","1877","0.118707106358165","0.110046561215441","0.127367651500889"
"Very high transfer dependency","2018","Not Working","Female","1577","0.077503038201807","0.0708559043492489","0.0841501720543651"
"Very low transfer dependency","2019","Full Time","Male","6670","0.959953493288903","0.955389310608551","0.964517675969254"
"Very low transfer dependency","2019","Full Time","Female","3575","0.972774371556566","0.9675419195311","0.978006823582031"
"Very low transfer dependency","2019","Part Time","Male","1710","0.791086207586669","0.774905866129832","0.807266549043507"
"Very low transfer dependency","2019","Part Time","Female","4538","0.885457068166339","0.876830934685204","0.894083201647475"
"Very low transfer dependency","2019","Not Working","Male","2986","0.793394029006957","0.782162815046608","0.804625242967305"
"Very low transfer dependency","2019","Not Working","Female","3733","0.825849152432872","0.816215448180291","0.835482856685453"
"Low transfer dependency","2019","Full Time","Male","291","0.0309452070571639","0.0269140801915089","0.0349763339228188"
"Low transfer dependency","2019","Full Time","Female","103","0.0212896229146389","0.0166485187104318","0.025930727118846"
"Low transfer dependency","2019","Part Time","Male","229","0.0990894233968199","0.0871976475902203","0.11098119920342"
"Low transfer dependency","2019","Part Time","Female","394","0.0723871071653292","0.0653683168082344","0.079405897522424"
"Low transfer dependency","2019","Not Working","Male","251","0.0584305472016308","0.0519239044917691","0.0649371899114925"
"Low transfer dependency","2019","Not Working","Female","417","0.0649791642236431","0.0587176718693161","0.07124065657797"
"High transfer dependency","2019","Full Time","Male","100","0.0078382074740172","0.00578536686814661","0.00989104807988779"
"High transfer dependency","2019","Full Time","Female","32","0.00432600289909088","0.00221585826385421","0.00643614753432755"
"High transfer dependency","2019","Part Time","Male","263","0.0724790850188134","0.0621595429379406","0.0827986270996861"
"High transfer dependency","2019","Part Time","Female","200","0.0272957022326302","0.022882174850378","0.0317092296148824"
"High transfer dependency","2019","Not Working","Male","198","0.0374370582517992","0.0321711143404135","0.042703002163185"
"High transfer dependency","2019","Not Working","Female","341","0.0373530059918738","0.0325360080804584","0.0421700039032892"
"Very high transfer dependency","2019","Full Time","Male","28","","",""
"Very high transfer dependency","2019","Full Time","Female","6","","",""
"Very high transfer dependency","2019","Part Time","Male","223","0.0373452839976974","0.0297987875117284","0.0448917804836665"
"Very high transfer dependency","2019","Part Time","Female","104","0.0148601224357012","0.0115828811633969","0.0181373637080055"
"Very high transfer dependency","2019","Not Working","Male","1557","0.110738365539613","0.102033248085608","0.119443482993619"
"Very high transfer dependency","2019","Not Working","Female","1462","0.0718186773516111","0.065260015148277","0.0783773395549451"
