"transab_cat2","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","2001","35-65 y.","Single parent ","62","0.0929306320355718","0.0690958953138658","0.116765368757278"
"Low transfer dependency","2001","35-65 y.","Couple + C. LE 16 ","236","0.0702191385757836","0.0610833949669665","0.0793548821846007"
"Low transfer dependency","2001","35-65 y.","Couple + C. GT 16 ","126","0.0506421936233094","0.0413151434807603","0.0599692437658585"
"Low transfer dependency","2001","35-65 y.","Couple + C. LE and GT 16","122","0.0912783273542287","0.0740378225492547","0.108518832159203"
"Low transfer dependency","2001","66 and older","1-pers.-HH","23","","",""
"Low transfer dependency","2001","66 and older","(Married) couple without C. ","22","","",""
"Low transfer dependency","2001","66 and older","Single parent ","7","","",""
"Low transfer dependency","2001","66 and older","Couple + C. LE 16 ","","","",""
"Low transfer dependency","2001","66 and older","Couple + C. GT 16 ","5","","",""
"Low transfer dependency","2001","66 and older","Couple + C. LE and GT 16","","","",""
"High transfer dependency","2001","16-34 y.","1-pers.-HH","23","","",""
"High transfer dependency","2001","16-34 y.","(Married) couple without C. ","13","","",""
"High transfer dependency","2001","16-34 y.","Single parent ","34","0.0578944144011792","0.036825351789383","0.0789634770129754"
"High transfer dependency","2001","16-34 y.","Couple + C. LE 16 ","69","0.0427434426128858","0.0331504727124518","0.0523364125133199"
"High transfer dependency","2001","16-34 y.","Couple + C. GT 16 ","18","","",""
"High transfer dependency","2001","16-34 y.","Couple + C. LE and GT 16","14","","",""
"High transfer dependency","2001","35-65 y.","1-pers.-HH","23","","",""
"High transfer dependency","2001","35-65 y.","(Married) couple without C. ","81","0.0176182140432611","0.0134479165803698","0.0217885115061523"
"High transfer dependency","2001","35-65 y.","Single parent ","33","0.0515038883614576","0.0333592444500983","0.069648532272817"
"High transfer dependency","2001","35-65 y.","Couple + C. LE 16 ","50","0.0151979416692068","0.010823801324211","0.0195720820142025"
"High transfer dependency","2001","35-65 y.","Couple + C. GT 16 ","28","","",""
"High transfer dependency","2001","35-65 y.","Couple + C. LE and GT 16","21","","",""
"High transfer dependency","2001","66 and older","1-pers.-HH","7","","",""
"High transfer dependency","2001","66 and older","(Married) couple without C. ","6","","",""
"High transfer dependency","2001","66 and older","Single parent ","3","","",""
"High transfer dependency","2001","66 and older","Couple + C. LE 16 ","","","",""
"High transfer dependency","2001","66 and older","Couple + C. GT 16 ","","","",""
"High transfer dependency","2001","66 and older","Couple + C. LE and GT 16","","","",""
"Very high transfer dependency","2001","16-34 y.","1-pers.-HH","40","0.0439067679105441","0.0289927402546804","0.0588207955664078"
"Very high transfer dependency","2001","16-34 y.","(Married) couple without C. ","12","","",""
"Very high transfer dependency","2001","16-34 y.","Single parent ","72","0.153309991345499","0.120806909703235","0.185813072987763"
"Very high transfer dependency","2001","16-34 y.","Couple + C. LE 16 ","59","0.0373586340827576","0.0283650683681231","0.0463521997973921"
"Very high transfer dependency","2001","16-34 y.","Couple + C. GT 16 ","10","","",""
"Very high transfer dependency","2001","16-34 y.","Couple + C. LE and GT 16","12","","",""
"Very high transfer dependency","2001","35-65 y.","1-pers.-HH","100","0.074003085630632","0.0594504314001505","0.0885557398611134"
"Very high transfer dependency","2001","35-65 y.","(Married) couple without C. ","81","0.0222778292463241","0.0175995072577031","0.0269561512349451"
"Very high transfer dependency","2001","35-65 y.","Single parent ","50","0.0776518004344291","0.0556816070209596","0.0996219938478985"
"Very high transfer dependency","2001","35-65 y.","Couple + C. LE 16 ","70","0.023435838962629","0.0180268450031616","0.0288448329220963"
"Very high transfer dependency","2001","35-65 y.","Couple + C. GT 16 ","18","","",""
"Very high transfer dependency","2001","35-65 y.","Couple + C. LE and GT 16","18","","",""
"Very high transfer dependency","2001","66 and older","1-pers.-HH","3","","",""
"Very high transfer dependency","2001","66 and older","(Married) couple without C. ","4","","",""
"Very high transfer dependency","2001","66 and older","Single parent ","","","",""
"Very high transfer dependency","2001","66 and older","Couple + C. LE 16 ","","","",""
"Very high transfer dependency","2001","66 and older","Couple + C. GT 16 ","","","",""
"Very high transfer dependency","2001","66 and older","Couple + C. LE and GT 16","","","",""
"Very low transfer dependency","2002","16-34 y.","1-pers.-HH","614","0.868446380192386","0.843653790613845","0.893238969770927"
"Very low transfer dependency","2002","16-34 y.","(Married) couple without C. ","937","0.892900030174727","0.873968651114788","0.911831409234666"
"Very low transfer dependency","2002","16-34 y.","Single parent ","320","0.660707920466393","0.618218528250473","0.703197312682313"
"Very low transfer dependency","2002","16-34 y.","Couple + C. LE 16 ","1178","0.800568827981185","0.780177385927974","0.820960270034395"
"Very low transfer dependency","2002","16-34 y.","Couple + C. GT 16 ","1358","0.895058714378725","0.879465699497365","0.910651729260084"
"Very low transfer dependency","2002","16-34 y.","Couple + C. LE and GT 16","627","0.837806162096199","0.810805119734092","0.864807204458305"
"Very low transfer dependency","2002","35-65 y.","1-pers.-HH","1078","0.869300525606498","0.850614584481264","0.887986466731733"
"Very low transfer dependency","2002","35-65 y.","(Married) couple without C. ","3959","0.921446642126641","0.913368531489334","0.929524752763947"
"Very low transfer dependency","2002","35-65 y.","Single parent ","437","0.756659279770451","0.721555836293697","0.791762723247205"
"Very low transfer dependency","2002","35-65 y.","Couple + C. LE 16 ","2921","0.88377398373596","0.872726394423065","0.894821573048854"
"Very low transfer dependency","2002","35-65 y.","Couple + C. GT 16 ","2140","0.897536394209398","0.885236099983238","0.909836688435557"
"Very low transfer dependency","2002","35-65 y.","Couple + C. LE and GT 16","1061","0.847473767946284","0.827216036527301","0.867731499365267"
"Very low transfer dependency","2002","66 and older","1-pers.-HH","1011","0.961961911828739","0.950369587385914","0.973554236271564"
"Very low transfer dependency","2002","66 and older","(Married) couple without C. ","2140","0.984553770383573","0.979361592075129","0.989745948692017"
"Very low transfer dependency","2002","66 and older","Single parent ","69","0.902448642349274","0.836176557174476","0.968720727524072"
"Very low transfer dependency","2002","66 and older","Couple + C. LE 16 ","5","","",""
"Very low transfer dependency","2002","66 and older","Couple + C. GT 16 ","159","0.962551681128557","0.933756617207174","0.99134674504994"
"Very low transfer dependency","2002","66 and older","Couple + C. LE and GT 16","5","","",""
"Low transfer dependency","2002","16-34 y.","1-pers.-HH","33","0.0490645936811541","0.0332208211946567","0.0649083661676515"
"Low transfer dependency","2002","16-34 y.","(Married) couple without C. ","59","0.0595012875506573","0.045019290897954","0.0739832842033606"
"Low transfer dependency","2002","16-34 y.","Single parent ","48","0.099613352282766","0.0727375026671814","0.126489201898351"
"Low transfer dependency","2002","16-34 y.","Couple + C. LE 16 ","199","0.124929663219642","0.108056117730543","0.141803208708741"
"Low transfer dependency","2002","16-34 y.","Couple + C. GT 16 ","96","0.0813728304779197","0.0674624024049116","0.0952832585509278"
"Low transfer dependency","2002","16-34 y.","Couple + C. LE and GT 16","58","0.0947210094960236","0.0732720633115696","0.116169955680478"
"Low transfer dependency","2002","35-65 y.","1-pers.-HH","51","0.0405945116490776","0.0296542465835289","0.0515347767146263"
"Low transfer dependency","2002","35-65 y.","(Married) couple without C. ","159","0.0393500514359689","0.0335122736714042","0.0451878292005336"
"Low transfer dependency","2002","35-65 y.","Single parent ","54","0.0857639501707332","0.062856660701341","0.108671239640125"
"Low transfer dependency","2002","35-65 y.","Couple + C. LE 16 ","201","0.0690155016691577","0.0602779493722249","0.0777530539660905"
"Low transfer dependency","2002","35-65 y.","Couple + C. GT 16 ","139","0.073460391858724","0.0628785013479869","0.0840422823694611"
"Low transfer dependency","2002","35-65 y.","Couple + C. LE and GT 16","104","0.099650233442651","0.0827730413205763","0.116527425564726"
"Low transfer dependency","2002","66 and older","1-pers.-HH","23","","",""
"Low transfer dependency","2002","66 and older","(Married) couple without C. ","16","","",""
"Low transfer dependency","2002","66 and older","Single parent ","6","","",""
"Low transfer dependency","2002","66 and older","Couple + C. LE 16 ","","","",""
"Low transfer dependency","2002","66 and older","Couple + C. GT 16 ","7","","",""
"Low transfer dependency","2002","66 and older","Couple + C. LE and GT 16","","","",""
"High transfer dependency","2002","16-34 y.","1-pers.-HH","27","","",""
"High transfer dependency","2002","16-34 y.","(Married) couple without C. ","20","","",""
"High transfer dependency","2002","16-34 y.","Single parent ","39","0.0995925297406404","0.0727191785161058","0.126465880965175"
"High transfer dependency","2002","16-34 y.","Couple + C. LE 16 ","58","0.0398789281386686","0.0298930371684825","0.0498648191088546"
"High transfer dependency","2002","16-34 y.","Couple + C. GT 16 ","20","","",""
"High transfer dependency","2002","16-34 y.","Couple + C. LE and GT 16","21","","",""
"High transfer dependency","2002","35-65 y.","1-pers.-HH","28","","",""
"High transfer dependency","2002","35-65 y.","(Married) couple without C. ","58","0.015442364579239","0.0117400800098698","0.0191446491486081"
"High transfer dependency","2002","35-65 y.","Single parent ","32","0.0789972524186872","0.0569309990273569","0.101063505810018"
"High transfer dependency","2002","35-65 y.","Couple + C. LE 16 ","53","0.0205559205194862","0.0156648544849237","0.0254469865540488"
"High transfer dependency","2002","35-65 y.","Couple + C. GT 16 ","36","0.019472236178662","0.0138676634341634","0.0250768089231606"
"High transfer dependency","2002","35-65 y.","Couple + C. LE and GT 16","31","0.0379122394082313","0.0271512434120355","0.0486732354044272"
"High transfer dependency","2002","66 and older","1-pers.-HH","9","","",""
"High transfer dependency","2002","66 and older","(Married) couple without C. ","7","","",""
"High transfer dependency","2002","66 and older","Single parent ","2","","",""
"High transfer dependency","2002","66 and older","Couple + C. LE 16 ","","","",""
"High transfer dependency","2002","66 and older","Couple + C. GT 16 ","1","","",""
"High transfer dependency","2002","66 and older","Couple + C. LE and GT 16","","","",""
"Very high transfer dependency","2002","16-34 y.","1-pers.-HH","40","0.048637342094102","0.0328591604148105","0.0644155237733934"
"Very high transfer dependency","2002","16-34 y.","(Married) couple without C. ","9","","",""
"Very high transfer dependency","2002","16-34 y.","Single parent ","70","0.140086197510201","0.108939354425597","0.171233040594805"
"Very high transfer dependency","2002","16-34 y.","Couple + C. LE 16 ","40","0.0346225806605046","0.0252926080923861","0.0439525532286231"
"Very high transfer dependency","2002","16-34 y.","Couple + C. GT 16 ","10","","",""
"Very high transfer dependency","2002","16-34 y.","Couple + C. LE and GT 16","10","","",""
"Very high transfer dependency","2002","35-65 y.","1-pers.-HH","93","0.0701004293619635","0.055946681747873","0.084254176976054"
"Very high transfer dependency","2002","35-65 y.","(Married) couple without C. ","85","0.0237609418581512","0.0191879309285052","0.0283339527877971"
"Very high transfer dependency","2002","35-65 y.","Single parent ","51","0.078579517640129","0.056566693952402","0.100592341327856"
"Very high transfer dependency","2002","35-65 y.","Couple + C. LE 16 ","58","0.0266545940753965","0.0211023983563643","0.0322067897944286"
"Very high transfer dependency","2002","35-65 y.","Couple + C. GT 16 ","20","","",""
"Very high transfer dependency","2002","35-65 y.","Couple + C. LE and GT 16","14","","",""
"Very high transfer dependency","2002","66 and older","1-pers.-HH","3","","",""
"Very high transfer dependency","2002","66 and older","(Married) couple without C. ","4","","",""
"Very high transfer dependency","2002","66 and older","Single parent ","","","",""
"Very high transfer dependency","2002","66 and older","Couple + C. LE 16 ","","","",""
"Very high transfer dependency","2002","66 and older","Couple + C. GT 16 ","","","",""
"Very high transfer dependency","2002","66 and older","Couple + C. LE and GT 16","","","",""
"Very low transfer dependency","2003","16-34 y.","1-pers.-HH","553","0.841333398722601","0.813667963040339","0.868998834404864"
"Very low transfer dependency","2003","16-34 y.","(Married) couple without C. ","910","0.879318164914479","0.85931701457854","0.899319315250418"
"Very low transfer dependency","2003","16-34 y.","Single parent ","294","0.630805365726241","0.58689526023853","0.674715471213952"
"Very low transfer dependency","2003","16-34 y.","Couple + C. LE 16 ","1049","0.776006335160633","0.753864682260349","0.798147988060917"
"Very low transfer dependency","2003","16-34 y.","Couple + C. GT 16 ","1331","0.897340439292058","0.881787794661623","0.912893083922493"
"Very low transfer dependency","2003","16-34 y.","Couple + C. LE and GT 16","562","0.821549270798938","0.792556704404102","0.850541837193774"
"Very low transfer dependency","2003","35-65 y.","1-pers.-HH","1086","0.874656803350285","0.856249856886603","0.893063749813966"
"Very low transfer dependency","2003","35-65 y.","(Married) couple without C. ","3750","0.923526876548512","0.915347280705342","0.931706472391682"
"Very low transfer dependency","2003","35-65 y.","Single parent ","421","0.720226819520337","0.683375898401441","0.757077740639233"
"Very low transfer dependency","2003","35-65 y.","Couple + C. LE 16 ","2631","0.863801582123599","0.851451345053592","0.876151819193607"
"Very low transfer dependency","2003","35-65 y.","Couple + C. GT 16 ","2103","0.896402583082547","0.883943126760439","0.908862039404656"
"Very low transfer dependency","2003","35-65 y.","Couple + C. LE and GT 16","966","0.826711335448667","0.804797529786974","0.84862514111036"
"Very low transfer dependency","2003","66 and older","1-pers.-HH","1034","0.958046619573983","0.946039739935811","0.970053499212155"
"Very low transfer dependency","2003","66 and older","(Married) couple without C. ","2207","0.983778500404699","0.978541248167898","0.989015752641501"
"Very low transfer dependency","2003","66 and older","Single parent ","67","0.889708615320356","0.818336770301802","0.96108046033891"
"Very low transfer dependency","2003","66 and older","Couple + C. LE 16 ","5","","",""
"Very low transfer dependency","2003","66 and older","Couple + C. GT 16 ","167","0.940880219788024","0.906135002462821","0.975625437113227"
"Very low transfer dependency","2003","66 and older","Couple + C. LE and GT 16","2","","",""
"Low transfer dependency","2003","16-34 y.","1-pers.-HH","40","0.055789933442153","0.0384110078232385","0.0731688590610674"
"Low transfer dependency","2003","16-34 y.","(Married) couple without C. ","73","0.0546756617461941","0.0407168502413661","0.0686344732510222"
"Low transfer dependency","2003","16-34 y.","Single parent ","58","0.11799899064073","0.088645294922497","0.147352686358962"
"Low transfer dependency","2003","16-34 y.","Couple + C. LE 16 ","183","0.1245231273168","0.106988082275721","0.14205817235788"
"Low transfer dependency","2003","16-34 y.","Couple + C. GT 16 ","85","0.0671357750304305","0.0543121104320194","0.0799594396288415"
"Low transfer dependency","2003","16-34 y.","Couple + C. LE and GT 16","83","0.13072844802975","0.105202993993909","0.156253902065591"
"Low transfer dependency","2003","35-65 y.","1-pers.-HH","36","0.0243993355370602","0.0158222928774687","0.0329763781966516"
"Low transfer dependency","2003","35-65 y.","(Married) couple without C. ","172","0.0400401889622148","0.0340058841122792","0.0460744938121505"
"Low transfer dependency","2003","35-65 y.","Single parent ","65","0.111419371342202","0.0855884774357382","0.137250265248667"
"Low transfer dependency","2003","35-65 y.","Couple + C. LE 16 ","225","0.0849372268677126","0.0748990059826157","0.0949754477528095"
"Low transfer dependency","2003","35-65 y.","Couple + C. GT 16 ","123","0.0681833169639644","0.0578776196652723","0.0784890142626564"
"Low transfer dependency","2003","35-65 y.","Couple + C. LE and GT 16","138","0.127887088880613","0.108551585143704","0.147222592617522"
"Low transfer dependency","2003","66 and older","1-pers.-HH","27","","",""
"Low transfer dependency","2003","66 and older","(Married) couple without C. ","19","","",""
"Low transfer dependency","2003","66 and older","Single parent ","6","","",""
"Low transfer dependency","2003","66 and older","Couple + C. LE 16 ","","","",""
"Low transfer dependency","2003","66 and older","Couple + C. GT 16 ","10","","",""
"Low transfer dependency","2003","66 and older","Couple + C. LE and GT 16","","","",""
"High transfer dependency","2003","16-34 y.","1-pers.-HH","29","","",""
"High transfer dependency","2003","16-34 y.","(Married) couple without C. ","23","","",""
"High transfer dependency","2003","16-34 y.","Single parent ","43","0.0892854266832212","0.0633394195551791","0.115231433811263"
"High transfer dependency","2003","16-34 y.","Couple + C. LE 16 ","63","0.0385264951776062","0.0283051524930585","0.0487478378621539"
"High transfer dependency","2003","16-34 y.","Couple + C. GT 16 ","30","0.0236705160624377","0.0158806858202277","0.0314603463046478"
"High transfer dependency","2003","16-34 y.","Couple + C. LE and GT 16","9","","",""
"High transfer dependency","2003","35-65 y.","1-pers.-HH","22","","",""
"High transfer dependency","2003","35-65 y.","(Married) couple without C. ","57","0.0135058842724143","0.0099531606527164","0.0170586078921122"
"High transfer dependency","2003","35-65 y.","Single parent ","33","0.0642916296178136","0.0441563280957392","0.084426931139888"
"High transfer dependency","2003","35-65 y.","Couple + C. LE 16 ","47","0.0187970185609555","0.0139070487269035","0.0236869883950076"
"High transfer dependency","2003","35-65 y.","Couple + C. GT 16 ","42","0.0202112195338088","0.0144576737999545","0.0259647652676632"
"High transfer dependency","2003","35-65 y.","Couple + C. LE and GT 16","18","","",""
"High transfer dependency","2003","66 and older","1-pers.-HH","9","","",""
"High transfer dependency","2003","66 and older","(Married) couple without C. ","5","","",""
"High transfer dependency","2003","66 and older","Single parent ","1","","",""
"High transfer dependency","2003","66 and older","Couple + C. LE 16 ","","","",""
"High transfer dependency","2003","66 and older","Couple + C. GT 16 ","","","",""
"High transfer dependency","2003","66 and older","Couple + C. LE and GT 16","","","",""
"Very high transfer dependency","2003","16-34 y.","1-pers.-HH","48","0.0667281119204373","0.0478321415142733","0.0856240823266013"
"Very high transfer dependency","2003","16-34 y.","(Married) couple without C. ","13","","",""
"Very high transfer dependency","2003","16-34 y.","Single parent ","69","0.161910216949808","0.128392725963935","0.19542770793568"
"Very high transfer dependency","2003","16-34 y.","Couple + C. LE 16 ","67","0.060944042344961","0.0482391525589142","0.0736489321310077"
"Very high transfer dependency","2003","16-34 y.","Couple + C. GT 16 ","17","","",""
"Very high transfer dependency","2003","16-34 y.","Couple + C. LE and GT 16","16","","",""
"Very high transfer dependency","2003","35-65 y.","1-pers.-HH","99","0.0828338962619435","0.067511010296804","0.0981567822270829"
"Very high transfer dependency","2003","35-65 y.","(Married) couple without C. ","76","0.0229270502168586","0.0183203468538009","0.0275337535799163"
"Very high transfer dependency","2003","35-65 y.","Single parent ","51","0.104062179519647","0.078995543377464","0.12912881566183"
"Very high transfer dependency","2003","35-65 y.","Couple + C. LE 16 ","60","0.0324641724477324","0.0260827431558264","0.0388456017396383"
"Very high transfer dependency","2003","35-65 y.","Couple + C. GT 16 ","30","0.0152028804196797","0.0102001234759277","0.0202056373634316"
"Very high transfer dependency","2003","35-65 y.","Couple + C. LE and GT 16","24","","",""
"Very high transfer dependency","2003","66 and older","1-pers.-HH","1","","",""
"Very high transfer dependency","2003","66 and older","(Married) couple without C. ","4","","",""
"Very high transfer dependency","2003","66 and older","Single parent ","","","",""
"Very high transfer dependency","2003","66 and older","Couple + C. LE 16 ","","","",""
"Very high transfer dependency","2003","66 and older","Couple + C. GT 16 ","","","",""
"Very high transfer dependency","2003","66 and older","Couple + C. LE and GT 16","","","",""
"Very low transfer dependency","2004","16-34 y.","1-pers.-HH","518","0.821354195609844","0.791815352477534","0.850893038742153"
"Very low transfer dependency","2004","16-34 y.","(Married) couple without C. ","939","0.866743198549477","0.84594794000839","0.887538457090565"
"Very low transfer dependency","2004","16-34 y.","Single parent ","290","0.642738143646791","0.598659266091692","0.686817021201889"
"Very low transfer dependency","2004","16-34 y.","Couple + C. LE 16 ","869","0.733782015703561","0.708754259888975","0.758809771518147"
"Very low transfer dependency","2004","16-34 y.","Couple + C. GT 16 ","1312","0.879872474904074","0.863098111160067","0.896646838648082"
"Very low transfer dependency","2004","16-34 y.","Couple + C. LE and GT 16","528","0.781822930648657","0.750193877213712","0.813451984083602"
"Very low transfer dependency","2004","35-65 y.","1-pers.-HH","1028","0.848849865739626","0.82860030680968","0.869099424669572"
"Very low transfer dependency","2004","35-65 y.","(Married) couple without C. ","3631","0.926281031132837","0.918071418106409","0.934490644159265"
"Very low transfer dependency","2004","35-65 y.","Single parent ","405","0.734009201028435","0.697148583124969","0.770869818931901"
"Very low transfer dependency","2004","35-65 y.","Couple + C. LE 16 ","2502","0.870216590771483","0.857795386572689","0.882637794970277"
"Very low transfer dependency","2004","35-65 y.","Couple + C. GT 16 ","2076","0.880645374091508","0.867361026274001","0.893929721909015"
"Very low transfer dependency","2004","35-65 y.","Couple + C. LE and GT 16","906","0.808085591597672","0.784887259944877","0.831283923250467"
"Very low transfer dependency","2004","66 and older","1-pers.-HH","1046","0.966358021129039","0.95559963410912","0.977116408148959"
"Very low transfer dependency","2004","66 and older","(Married) couple without C. ","2310","0.97780226175503","0.971841916351843","0.983762607158216"
"Very low transfer dependency","2004","66 and older","Single parent ","64","0.904806004623925","0.836054598405549","0.973557410842301"
"Very low transfer dependency","2004","66 and older","Couple + C. LE 16 ","4","","",""
"Very low transfer dependency","2004","66 and older","Couple + C. GT 16 ","158","0.953922889730712","0.922125672955628","0.985720106505795"
"Very low transfer dependency","2004","66 and older","Couple + C. LE and GT 16","3","","",""
"Low transfer dependency","2004","16-34 y.","1-pers.-HH","58","0.085436390586254","0.0638807845943527","0.106991996578155"
"Low transfer dependency","2004","16-34 y.","(Married) couple without C. ","53","0.0633140892117903","0.048412877452896","0.0782153009706845"
"Low transfer dependency","2004","16-34 y.","Single parent ","56","0.124917346994097","0.0945045699586526","0.155330124029542"
"Low transfer dependency","2004","16-34 y.","Couple + C. LE 16 ","204","0.158228915760412","0.137562764219656","0.178895067301167"
"Low transfer dependency","2004","16-34 y.","Couple + C. GT 16 ","85","0.0809773526521803","0.0669019826643753","0.0950527226399852"
"Low transfer dependency","2004","16-34 y.","Couple + C. LE and GT 16","89","0.142453969473313","0.115687355278985","0.169220583667641"
"Low transfer dependency","2004","35-65 y.","1-pers.-HH","30","0.0273540627486029","0.018132932316094","0.0365751931811118"
"Low transfer dependency","2004","35-65 y.","(Married) couple without C. ","137","0.0340860490369031","0.0283854666476066","0.0397866314261997"
"Low transfer dependency","2004","35-65 y.","Single parent ","63","0.118196427171752","0.0912645482276339","0.14512830611587"
"Low transfer dependency","2004","35-65 y.","Couple + C. LE 16 ","209","0.0851460667502152","0.0748303690175893","0.095461764482841"
"Low transfer dependency","2004","35-65 y.","Couple + C. GT 16 ","142","0.0759995557239318","0.0651412591922297","0.0868578522556339"
"Low transfer dependency","2004","35-65 y.","Couple + C. LE and GT 16","139","0.128139236733061","0.108449545141424","0.147828928324697"
"Low transfer dependency","2004","66 and older","1-pers.-HH","22","","",""
"Low transfer dependency","2004","66 and older","(Married) couple without C. ","32","0.0176765048722709","0.0123454026427768","0.023007607101765"
"Low transfer dependency","2004","66 and older","Single parent ","5","","",""
"Low transfer dependency","2004","66 and older","Couple + C. LE 16 ","","","",""
"Low transfer dependency","2004","66 and older","Couple + C. GT 16 ","9","","",""
"Low transfer dependency","2004","66 and older","Couple + C. LE and GT 16","","","",""
"High transfer dependency","2004","16-34 y.","1-pers.-HH","25","","",""
"High transfer dependency","2004","16-34 y.","(Married) couple without C. ","22","","",""
"High transfer dependency","2004","16-34 y.","Single parent ","37","0.0768179503663242","0.052321948978571","0.101313951754077"
"High transfer dependency","2004","16-34 y.","Couple + C. LE 16 ","51","0.0333289882092797","0.0231648609377183","0.0434931154808411"
"High transfer dependency","2004","16-34 y.","Couple + C. GT 16 ","29","","",""
"High transfer dependency","2004","16-34 y.","Couple + C. LE and GT 16","20","","",""
"High transfer dependency","2004","35-65 y.","1-pers.-HH","28","","",""
"High transfer dependency","2004","35-65 y.","(Married) couple without C. ","52","0.017704184400829","0.0135611285828072","0.0218472402188507"
"High transfer dependency","2004","35-65 y.","Single parent ","31","0.0645333006480232","0.0440365670089719","0.0850300342870744"
"High transfer dependency","2004","35-65 y.","Couple + C. LE 16 ","44","0.0167974441571339","0.0120475543422016","0.0215473339720662"
"High transfer dependency","2004","35-65 y.","Couple + C. GT 16 ","44","0.0212261281998815","0.0153200844991287","0.0271321719006344"
"High transfer dependency","2004","35-65 y.","Couple + C. LE and GT 16","30","0.0325657946915235","0.0221097882976316","0.0430218010854153"
"High transfer dependency","2004","66 and older","1-pers.-HH","7","","",""
"High transfer dependency","2004","66 and older","(Married) couple without C. ","4","","",""
"High transfer dependency","2004","66 and older","Single parent ","1","","",""
"High transfer dependency","2004","66 and older","Couple + C. LE 16 ","","","",""
"High transfer dependency","2004","66 and older","Couple + C. GT 16 ","","","",""
"High transfer dependency","2004","66 and older","Couple + C. LE and GT 16","","","",""
"Very high transfer dependency","2004","16-34 y.","1-pers.-HH","45","0.0670789510407733","0.0477882767074851","0.0863696253740615"
"Very high transfer dependency","2004","16-34 y.","(Married) couple without C. ","12","","",""
"Very high transfer dependency","2004","16-34 y.","Single parent ","71","0.155526558992788","0.122190408810501","0.188862709175074"
"Very high transfer dependency","2004","16-34 y.","Couple + C. LE 16 ","74","0.0746600803267478","0.0597762552413266","0.0895439054121689"
"Very high transfer dependency","2004","16-34 y.","Couple + C. GT 16 ","17","","",""
"Very high transfer dependency","2004","16-34 y.","Couple + C. LE and GT 16","18","","",""
"Very high transfer dependency","2004","35-65 y.","1-pers.-HH","116","0.10471488594444","0.0874055362876918","0.122024235601189"
"Very high transfer dependency","2004","35-65 y.","(Married) couple without C. ","72","0.021928735429431","0.0173277196896707","0.0265297511691914"
"Very high transfer dependency","2004","35-65 y.","Single parent ","53","0.0832610711517903","0.0602136474480772","0.106308494855503"
"Very high transfer dependency","2004","35-65 y.","Couple + C. LE 16 ","57","0.0278398983211679","0.0217593442907294","0.0339204523516064"
"Very high transfer dependency","2004","35-65 y.","Couple + C. GT 16 ","26","","",""
"Very high transfer dependency","2004","35-65 y.","Couple + C. LE and GT 16","32","0.0312093769777436","0.0209662679961986","0.0414524859592887"
"Very high transfer dependency","2004","66 and older","1-pers.-HH","4","","",""
"Very high transfer dependency","2004","66 and older","(Married) couple without C. ","1","","",""
"Very high transfer dependency","2004","66 and older","Single parent ","","","",""
"Very high transfer dependency","2004","66 and older","Couple + C. LE 16 ","","","",""
"Very high transfer dependency","2004","66 and older","Couple + C. GT 16 ","","","",""
"Very high transfer dependency","2004","66 and older","Couple + C. LE and GT 16","","","",""
"Very low transfer dependency","2005","16-34 y.","1-pers.-HH","525","0.756308592734576","0.724206056284072","0.788411129185079"
"Very low transfer dependency","2005","16-34 y.","(Married) couple without C. ","862","0.887856098804304","0.8677164744507","0.907995723157908"
"Very low transfer dependency","2005","16-34 y.","Single parent ","285","0.624639099674715","0.580098171441687","0.669180027907744"
"Very low transfer dependency","2005","16-34 y.","Couple + C. LE 16 ","762","0.734914125430624","0.708590372623926","0.761237878237323"
"Very low transfer dependency","2005","16-34 y.","Couple + C. GT 16 ","1215","0.89048812483389","0.873730407903853","0.907245841763927"
"Very low transfer dependency","2005","16-34 y.","Couple + C. LE and GT 16","488","0.744276554518055","0.710128437304263","0.778424671731848"
"Very low transfer dependency","2005","35-65 y.","1-pers.-HH","1016","0.846301840068438","0.825793200747294","0.866810479389583"
"Very low transfer dependency","2005","35-65 y.","(Married) couple without C. ","3428","0.917428476423692","0.90858388290658","0.926273069940803"
"Very low transfer dependency","2005","35-65 y.","Single parent ","407","0.693546145234348","0.655798400854533","0.731293889614163"
"Very low transfer dependency","2005","35-65 y.","Couple + C. LE 16 ","2322","0.877427510057021","0.864807339253724","0.890047680860317"
"Very low transfer dependency","2005","35-65 y.","Couple + C. GT 16 ","1931","0.883351606160872","0.869722651420532","0.896980560901212"
"Very low transfer dependency","2005","35-65 y.","Couple + C. LE and GT 16","852","0.797584473943722","0.773292825380155","0.821876122507288"
"Very low transfer dependency","2005","66 and older","1-pers.-HH","1049","0.959414880500604","0.947662644549052","0.971167116452156"
"Very low transfer dependency","2005","66 and older","(Married) couple without C. ","2320","0.974527059389166","0.968182491432679","0.980871627345654"
"Very low transfer dependency","2005","66 and older","Single parent ","56","0.922242685304679","0.855585728388298","0.988899642221059"
"Very low transfer dependency","2005","66 and older","Couple + C. LE 16 ","4","","",""
"Very low transfer dependency","2005","66 and older","Couple + C. GT 16 ","153","0.922756995299934","0.88214378689455","0.963370203705318"
"Very low transfer dependency","2005","66 and older","Couple + C. LE and GT 16","3","","",""
"Low transfer dependency","2005","16-34 y.","1-pers.-HH","57","0.093935946421685","0.0721204509743577","0.115751441869012"
"Low transfer dependency","2005","16-34 y.","(Married) couple without C. ","47","0.0757005267500525","0.0588175878727976","0.0925834656273074"
