"transab_cat2","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","2014","Not Employed","(2c_gen) general maturity certificate","65","0.149058403516409","0.118879788171778","0.17923701886104"
"Very high transfer dependency","2014","Not Employed","(2c_voc) vocational maturity certificate","69","0.105704393686232","0.0790726146514173","0.132336172721046"
"Very high transfer dependency","2014","Not Employed","(3a) lower tertiary education","11","","",""
"Very high transfer dependency","2014","Not Employed","(3b) higher tertiary education","75","0.0591979519457737","0.0446867393408501","0.0737091645506974"
"Very high transfer dependency","2014","Employed","(0) in school","6","","",""
"Very high transfer dependency","2014","Employed","(1a) inadequately completed","29","","",""
"Very high transfer dependency","2014","Employed","(1b) general elementary school","73","0.0484356368626751","0.0357946842710119","0.0610765894543382"
"Very high transfer dependency","2014","Employed","(1c) basic vocational qualification","58","0.00928748302256599","0.00591894148525032","0.0126560245598817"
"Very high transfer dependency","2014","Employed","(2b) intermediate general qualification","20","","",""
"Very high transfer dependency","2014","Employed","(2a) intermediate vocational","49","0.00903801484989186","0.00628484489033483","0.0117911848094489"
"Very high transfer dependency","2014","Employed","(2c_gen) general maturity certificate","33","0.0296686090736605","0.0186928293066142","0.0406443888407069"
"Very high transfer dependency","2014","Employed","(2c_voc) vocational maturity certificate","21","","",""
"Very high transfer dependency","2014","Employed","(3a) lower tertiary education","4","","",""
"Very high transfer dependency","2014","Employed","(3b) higher tertiary education","25","","",""
"Very low transfer dependency","2015","Not Employed","(0) in school","494","0.779597981659992","0.748780380843884","0.810415582476101"
"Very low transfer dependency","2015","Not Employed","(1a) inadequately completed","127","0.448892093324799","0.398348522609877","0.49943566403972"
"Very low transfer dependency","2015","Not Employed","(1b) general elementary school","890","0.767316711406921","0.745175103349326","0.789458319464516"
"Very low transfer dependency","2015","Not Employed","(1c) basic vocational qualification","2269","0.874731654482501","0.862224764362365","0.887238544602636"
"Very low transfer dependency","2015","Not Employed","(2b) intermediate general qualification","242","0.731103532698037","0.686227500942443","0.77597956445363"
"Very low transfer dependency","2015","Not Employed","(2a) intermediate vocational","1135","0.834131050644049","0.814798107052349","0.853463994235749"
"Very low transfer dependency","2015","Not Employed","(2c_gen) general maturity certificate","544","0.747288390656737","0.716830387388814","0.777746393924659"
"Very low transfer dependency","2015","Not Employed","(2c_voc) vocational maturity certificate","452","0.789186474536712","0.757684033335992","0.820688915737432"
"Very low transfer dependency","2015","Not Employed","(3a) lower tertiary education","515","0.958469493766544","0.941749843545128","0.97518914398796"
"Very low transfer dependency","2015","Not Employed","(3b) higher tertiary education","1277","0.885259945771239","0.869071927910378","0.901447963632101"
"Very low transfer dependency","2015","Employed","(0) in school","65","0.869861563047538","0.794711284955723","0.945011841139353"
"Very low transfer dependency","2015","Employed","(1a) inadequately completed","124","0.609553262429275","0.54227742142758","0.676829103430969"
"Very low transfer dependency","2015","Employed","(1b) general elementary school","643","0.775704498623315","0.748498626493911","0.80291037075272"
"Very low transfer dependency","2015","Employed","(1c) basic vocational qualification","2523","0.919739759455281","0.909784057855076","0.929695461055486"
"Very low transfer dependency","2015","Employed","(2b) intermediate general qualification","371","0.889234663800971","0.860492101660906","0.917977225941037"
"Very low transfer dependency","2015","Employed","(2a) intermediate vocational","3966","0.938384142207027","0.931247537744982","0.945520746669072"
"Very low transfer dependency","2015","Employed","(2c_gen) general maturity certificate","656","0.846438788432427","0.821377518739742","0.871500058125113"
"Very low transfer dependency","2015","Employed","(2c_voc) vocational maturity certificate","1774","0.933607531470776","0.922562937216237","0.944652125725315"
"Very low transfer dependency","2015","Employed","(3a) lower tertiary education","1338","0.939170333717396","0.926672353620662","0.95166831381413"
"Very low transfer dependency","2015","Employed","(3b) higher tertiary education","2800","0.939639943124936","0.93109938928507","0.948180496964803"
"Low transfer dependency","2015","Not Employed","(0) in school","64","0.0664551779883754","0.0479374504963392","0.0849729054804116"
"Low transfer dependency","2015","Not Employed","(1a) inadequately completed","58","0.18387084892493","0.144505644874194","0.223236052975667"
"Low transfer dependency","2015","Not Employed","(1b) general elementary school","162","0.0744358772951665","0.0606817308105771","0.0881900237797559"
"Low transfer dependency","2015","Not Employed","(1c) basic vocational qualification","149","0.0500518322125528","0.0418132745282801","0.0582903898968255"
"Low transfer dependency","2015","Not Employed","(2b) intermediate general qualification","39","0.0622246448366328","0.0377755335135683","0.0866737561596973"
"Low transfer dependency","2015","Not Employed","(2a) intermediate vocational","107","0.0532614079660869","0.0415900966187201","0.0649327193134538"
"Low transfer dependency","2015","Not Employed","(2c_gen) general maturity certificate","85","0.0775853968857366","0.0588355471120316","0.0963352466594416"
"Low transfer dependency","2015","Not Employed","(2c_voc) vocational maturity certificate","66","0.0667231274208613","0.0474501591547387","0.0859960956869838"
"Low transfer dependency","2015","Not Employed","(3a) lower tertiary education","14","","",""
"Low transfer dependency","2015","Not Employed","(3b) higher tertiary education","66","0.0291095814462487","0.0205706440362408","0.0376485188562566"
"Low transfer dependency","2015","Employed","(0) in school","7","","",""
"Low transfer dependency","2015","Employed","(1a) inadequately completed","36","0.164917218134446","0.113740766412051","0.216093669856842"
"Low transfer dependency","2015","Employed","(1b) general elementary school","129","0.105531293140664","0.0854922296421075","0.125570356639221"
"Low transfer dependency","2015","Employed","(1c) basic vocational qualification","194","0.0444885595165233","0.0369336149900979","0.0520435040429488"
"Low transfer dependency","2015","Employed","(2b) intermediate general qualification","41","0.0412349466842135","0.0230251889217236","0.0594447044467035"
"Low transfer dependency","2015","Employed","(2a) intermediate vocational","249","0.0340492229128793","0.0286666967666938","0.0394317490590649"
"Low transfer dependency","2015","Employed","(2c_gen) general maturity certificate","72","0.0976807530259362","0.0770436307795174","0.118317875272355"
"Low transfer dependency","2015","Employed","(2c_voc) vocational maturity certificate","117","0.0448783982531386","0.03569388400533","0.0540629125009471"
"Low transfer dependency","2015","Employed","(3a) lower tertiary education","51","0.0508281351603943","0.0393430440389509","0.0623132262818377"
"Low transfer dependency","2015","Employed","(3b) higher tertiary education","124","0.0396863704364605","0.032685408490832","0.046687332382089"
"High transfer dependency","2015","Not Employed","(0) in school","46","0.0700126025426541","0.0510419473139695","0.0889832577713386"
"High transfer dependency","2015","Not Employed","(1a) inadequately completed","52","0.113713749666033","0.0814533222365436","0.145974177095523"
"High transfer dependency","2015","Not Employed","(1b) general elementary school","99","0.0398059810256482","0.0295614307569491","0.0500505312943472"
"High transfer dependency","2015","Not Employed","(1c) basic vocational qualification","86","0.0165438977625426","0.0117245568283597","0.0213632386967256"
"High transfer dependency","2015","Not Employed","(2b) intermediate general qualification","29","","",""
"High transfer dependency","2015","Not Employed","(2a) intermediate vocational","55","0.0282019281219332","0.0195974267129849","0.0368064295308814"
"High transfer dependency","2015","Not Employed","(2c_gen) general maturity certificate","66","0.0639867944603579","0.0468341581459847","0.081139430774731"
"High transfer dependency","2015","Not Employed","(2c_voc) vocational maturity certificate","43","0.0441606382969095","0.028292890694784","0.060028385899035"
"High transfer dependency","2015","Not Employed","(3a) lower tertiary education","7","","",""
"High transfer dependency","2015","Not Employed","(3b) higher tertiary education","36","0.0280492325011417","0.0196626819936034","0.0364357830086799"
"High transfer dependency","2015","Employed","(0) in school","5","","",""
"High transfer dependency","2015","Employed","(1a) inadequately completed","30","0.184212145928714","0.130753229131773","0.237671062725655"
"High transfer dependency","2015","Employed","(1b) general elementary school","87","0.0838519386600006","0.0657742208308623","0.101929656489139"
"High transfer dependency","2015","Employed","(1c) basic vocational qualification","101","0.0233284891169146","0.0177974500224674","0.0288595282113618"
"High transfer dependency","2015","Employed","(2b) intermediate general qualification","32","0.0510795661861725","0.0309166264784064","0.0712425058939387"
"High transfer dependency","2015","Employed","(2a) intermediate vocational","96","0.0149212401370635","0.0113229764579868","0.0185195038161402"
"High transfer dependency","2015","Employed","(2c_gen) general maturity certificate","44","0.0385175870616586","0.0251404019911351","0.0518947721321822"
"High transfer dependency","2015","Employed","(2c_voc) vocational maturity certificate","40","0.0143281178972928","0.00905619631789063","0.019600039476695"
"High transfer dependency","2015","Employed","(3a) lower tertiary education","12","","",""
"High transfer dependency","2015","Employed","(3b) higher tertiary education","43","0.0147633130063628","0.0104382475842401","0.0190883784284854"
"Very high transfer dependency","2015","Not Employed","(0) in school","91","0.0839342378089783","0.0633189885547924","0.104549487063164"
"Very high transfer dependency","2015","Not Employed","(1a) inadequately completed","135","0.253523308084238","0.209316038343732","0.297730577824743"
"Very high transfer dependency","2015","Not Employed","(1b) general elementary school","248","0.118441430272264","0.101509103501305","0.135373757043224"
"Very high transfer dependency","2015","Not Employed","(1c) basic vocational qualification","187","0.0586726155424038","0.0497933036102465","0.0675519274745611"
"Very high transfer dependency","2015","Not Employed","(2b) intermediate general qualification","65","0.154540716677027","0.117955951931111","0.191125481422943"
"Very high transfer dependency","2015","Not Employed","(2a) intermediate vocational","125","0.084405613267931","0.0699566888796632","0.0988545376561987"
"Very high transfer dependency","2015","Not Employed","(2c_gen) general maturity certificate","87","0.111139417997169","0.0891103766971238","0.133168459297214"
"Very high transfer dependency","2015","Not Employed","(2c_voc) vocational maturity certificate","83","0.0999297597455175","0.0767669745207391","0.123092544970296"
"Very high transfer dependency","2015","Not Employed","(3a) lower tertiary education","11","","",""
"Very high transfer dependency","2015","Not Employed","(3b) higher tertiary education","110","0.0575812402813701","0.0457491026963419","0.0694133778663983"
"Very high transfer dependency","2015","Employed","(0) in school","","","",""
"Very high transfer dependency","2015","Employed","(1a) inadequately completed","12","","",""
"Very high transfer dependency","2015","Employed","(1b) general elementary school","44","0.0349122695760196","0.0229399953958212","0.046884543756218"
"Very high transfer dependency","2015","Employed","(1c) basic vocational qualification","43","0.0124431919112807","0.00838122758052621","0.0165051562420352"
"Very high transfer dependency","2015","Employed","(2b) intermediate general qualification","14","","",""
"Very high transfer dependency","2015","Employed","(2a) intermediate vocational","50","0.0126453947430301","0.00932906411969495","0.0159617253663653"
"Very high transfer dependency","2015","Employed","(2c_gen) general maturity certificate","23","","",""
"Very high transfer dependency","2015","Employed","(2c_voc) vocational maturity certificate","21","","",""
"Very high transfer dependency","2015","Employed","(3a) lower tertiary education","4","","",""
"Very high transfer dependency","2015","Employed","(3b) higher tertiary education","20","","",""
"Very low transfer dependency","2016","Not Employed","(0) in school","482","0.819669546100276","0.789836905961023","0.849502186239529"
"Very low transfer dependency","2016","Not Employed","(1a) inadequately completed","88","0.453532960516085","0.39169789417259","0.51536802685958"
"Very low transfer dependency","2016","Not Employed","(1b) general elementary school","679","0.777613615854647","0.752614912460675","0.80261231924862"
"Very low transfer dependency","2016","Not Employed","(1c) basic vocational qualification","1988","0.873307931329992","0.859859470702513","0.88675639195747"
"Very low transfer dependency","2016","Not Employed","(2b) intermediate general qualification","225","0.731652158297126","0.685623907119619","0.777680409474634"
"Very low transfer dependency","2016","Not Employed","(2a) intermediate vocational","1076","0.822931134549393","0.802353985065228","0.843508284033559"
"Very low transfer dependency","2016","Not Employed","(2c_gen) general maturity certificate","297","0.688641244318014","0.646279990618056","0.731002498017972"
"Very low transfer dependency","2016","Not Employed","(2c_voc) vocational maturity certificate","309","0.781973745791446","0.744403885198582","0.819543606384311"
"Very low transfer dependency","2016","Not Employed","(3a) lower tertiary education","497","0.954499626382863","0.936690173343034","0.972309079422693"
"Very low transfer dependency","2016","Not Employed","(3b) higher tertiary education","837","0.872402782259569","0.85158815500495","0.893217409514188"
"Very low transfer dependency","2016","Employed","(0) in school","56","0.873268590918099","0.795336716346927","0.95120046548927"
"Very low transfer dependency","2016","Employed","(1a) inadequately completed","127","0.645809065142606","0.584133535125162","0.70748459516005"
"Very low transfer dependency","2016","Employed","(1b) general elementary school","652","0.785109003643154","0.758421897463018","0.811796109823289"
"Very low transfer dependency","2016","Employed","(1c) basic vocational qualification","2379","0.921787631917767","0.911684027125637","0.931891236709897"
"Very low transfer dependency","2016","Employed","(2b) intermediate general qualification","338","0.832933090684346","0.797592281942049","0.868273899426644"
"Very low transfer dependency","2016","Employed","(2a) intermediate vocational","3622","0.928421475629765","0.920418649100302","0.936424302159227"
"Very low transfer dependency","2016","Employed","(2c_gen) general maturity certificate","669","0.832393906711548","0.806671302852279","0.858116510570816"
"Very low transfer dependency","2016","Employed","(2c_voc) vocational maturity certificate","1791","0.935112193364674","0.924229185298088","0.945995201431261"
"Very low transfer dependency","2016","Employed","(3a) lower tertiary education","1243","0.962121954221505","0.951748621991675","0.972495286451335"
"Very low transfer dependency","2016","Employed","(3b) higher tertiary education","2898","0.942086974830108","0.93384723684702","0.950326712813196"
"Low transfer dependency","2016","Not Employed","(0) in school","61","0.0755738216782329","0.0550641096925752","0.0960835336638906"
"Low transfer dependency","2016","Not Employed","(1a) inadequately completed","32","0.14920091327078","0.104947409083534","0.193454417458026"
"Low transfer dependency","2016","Not Employed","(1b) general elementary school","111","0.0700401026454191","0.0546979267997968","0.0853822784910414"
"Low transfer dependency","2016","Not Employed","(1c) basic vocational qualification","128","0.0529990447681076","0.0439412309520425","0.0620568585841728"
"Low transfer dependency","2016","Not Employed","(2b) intermediate general qualification","44","0.0895775346127298","0.0599125499845577","0.119242519240902"
"Low transfer dependency","2016","Not Employed","(2a) intermediate vocational","86","0.0639538647282801","0.0507647882156767","0.0771429412408834"
"Low transfer dependency","2016","Not Employed","(2c_gen) general maturity certificate","63","0.111239247497343","0.0824743253187459","0.140004169675941"
"Low transfer dependency","2016","Not Employed","(2c_voc) vocational maturity certificate","61","0.0805855571749563","0.0558185592316585","0.105352555118254"
"Low transfer dependency","2016","Not Employed","(3a) lower tertiary education","17","","",""
"Low transfer dependency","2016","Not Employed","(3b) higher tertiary education","53","0.039151333131985","0.0270511961185206","0.0512514701454494"
"Low transfer dependency","2016","Employed","(0) in school","7","","",""
"Low transfer dependency","2016","Employed","(1a) inadequately completed","46","0.114238647574616","0.0732175769318262","0.155259718217406"
"Low transfer dependency","2016","Employed","(1b) general elementary school","123","0.0983959502109616","0.0790440358349947","0.117747864586929"
"Low transfer dependency","2016","Employed","(1c) basic vocational qualification","210","0.0485207873080358","0.0404356617996256","0.056605912816446"
"Low transfer dependency","2016","Employed","(2b) intermediate general qualification","57","0.0790564976124656","0.0534935172935999","0.104619477931331"
"Low transfer dependency","2016","Employed","(2a) intermediate vocational","255","0.049075530222211","0.0423691996728379","0.0557818607715842"
"Low transfer dependency","2016","Employed","(2c_gen) general maturity certificate","89","0.112907424577235","0.0911127040522631","0.134702145102208"
"Low transfer dependency","2016","Employed","(2c_voc) vocational maturity certificate","119","0.0430854939957254","0.0341145602050985","0.0520564277863522"
"Low transfer dependency","2016","Employed","(3a) lower tertiary education","51","0.0322237713325068","0.0226278848556023","0.0418196578094114"
"Low transfer dependency","2016","Employed","(3b) higher tertiary education","124","0.0350449767779871","0.0285579423895807","0.0415320111663935"
"High transfer dependency","2016","Not Employed","(0) in school","38","0.0473378116039381","0.0308595533801893","0.0638160698276869"
"High transfer dependency","2016","Not Employed","(1a) inadequately completed","30","0.117933231503154","0.0778726501737594","0.157993812832549"
"High transfer dependency","2016","Not Employed","(1b) general elementary school","82","0.0368070450585137","0.0254881617171806","0.0481259283998468"
"High transfer dependency","2016","Not Employed","(1c) basic vocational qualification","70","0.0252470204442242","0.0189044322996594","0.031589608588789"
"High transfer dependency","2016","Not Employed","(2b) intermediate general qualification","26","","",""
"High transfer dependency","2016","Not Employed","(2a) intermediate vocational","60","0.0318259905748009","0.0223636181270052","0.0412883630225966"
"High transfer dependency","2016","Not Employed","(2c_gen) general maturity certificate","35","0.0796105875723975","0.0548470337800251","0.10437414136477"
"High transfer dependency","2016","Not Employed","(2c_voc) vocational maturity certificate","24","","",""
"High transfer dependency","2016","Not Employed","(3a) lower tertiary education","3","","",""
"High transfer dependency","2016","Not Employed","(3b) higher tertiary education","15","","",""
"High transfer dependency","2016","Employed","(0) in school","6","","",""
"High transfer dependency","2016","Employed","(1a) inadequately completed","31","0.124160835250457","0.0816356127503484","0.166686057750566"
"High transfer dependency","2016","Employed","(1b) general elementary school","91","0.0866191224786877","0.0683440022747634","0.104894242682612"
"High transfer dependency","2016","Employed","(1c) basic vocational qualification","78","0.0181923149052843","0.0131633293265644","0.0232213004840042"
"High transfer dependency","2016","Employed","(2b) intermediate general qualification","22","","",""
"High transfer dependency","2016","Employed","(2a) intermediate vocational","64","0.0130880197343139","0.0095597999988908","0.016616239469737"
"High transfer dependency","2016","Employed","(2c_gen) general maturity certificate","33","0.036978953508434","0.0239832205358383","0.0499746864810297"
"High transfer dependency","2016","Employed","(2c_voc) vocational maturity certificate","31","0.0117967828997148","0.00702654027019106","0.0165670255292386"
"High transfer dependency","2016","Employed","(3a) lower tertiary education","7","","",""
"High transfer dependency","2016","Employed","(3b) higher tertiary education","40","0.0128643735944081","0.00888914130532271","0.0168396058834935"
"Very high transfer dependency","2016","Not Employed","(0) in school","57","0.057418820617553","0.0393668645660552","0.0754707766690508"
"Very high transfer dependency","2016","Not Employed","(1a) inadequately completed","99","0.279332894709981","0.22360446471959","0.335061324700371"
"Very high transfer dependency","2016","Not Employed","(1b) general elementary school","191","0.11553923644142","0.0963222408252954","0.134756232057544"
"Very high transfer dependency","2016","Not Employed","(1c) basic vocational qualification","164","0.0484460034576764","0.039765201335911","0.0571268055794418"
"Very high transfer dependency","2016","Not Employed","(2b) intermediate general qualification","61","0.134442165865794","0.0990066395221593","0.169877692209429"
"Very high transfer dependency","2016","Not Employed","(2a) intermediate vocational","100","0.0812890101475257","0.0665578233419329","0.0960201969531185"
"Very high transfer dependency","2016","Not Employed","(2c_gen) general maturity certificate","64","0.120508920612245","0.0907260149464257","0.150291826278065"
"Very high transfer dependency","2016","Not Employed","(2c_voc) vocational maturity certificate","70","0.102222961348445","0.0746586227140874","0.129787299982802"
"Very high transfer dependency","2016","Not Employed","(3a) lower tertiary education","9","","",""
"Very high transfer dependency","2016","Not Employed","(3b) higher tertiary education","82","0.066458452374014","0.0509191523435656","0.0819977524044624"
"Very high transfer dependency","2016","Employed","(0) in school","1","","",""
"Very high transfer dependency","2016","Employed","(1a) inadequately completed","27","","",""
"Very high transfer dependency","2016","Employed","(1b) general elementary school","44","0.0298759236671969","0.0188147373713261","0.0409371099630677"
"Very high transfer dependency","2016","Employed","(1c) basic vocational qualification","46","0.0114992658689132","0.00748739681053776","0.0155111349272887"
"Very high transfer dependency","2016","Employed","(2b) intermediate general qualification","11","","",""
"Very high transfer dependency","2016","Employed","(2a) intermediate vocational","45","0.0094149744137103","0.00641695186331163","0.012412996964109"
"Very high transfer dependency","2016","Employed","(2c_gen) general maturity certificate","19","","",""
"Very high transfer dependency","2016","Employed","(2c_voc) vocational maturity certificate","27","","",""
"Very high transfer dependency","2016","Employed","(3a) lower tertiary education","","","",""
"Very high transfer dependency","2016","Employed","(3b) higher tertiary education","25","","",""
"Very low transfer dependency","2017","Not Employed","(0) in school","552","0.83754706373771","0.810452854078156","0.864641273397265"
"Very low transfer dependency","2017","Not Employed","(1a) inadequately completed","110","0.41551901944992","0.384805428873469","0.44623261002637"
"Very low transfer dependency","2017","Not Employed","(1b) general elementary school","675","0.744901084389135","0.722180107717735","0.767622061060535"
"Very low transfer dependency","2017","Not Employed","(1c) basic vocational qualification","1990","0.882441341596524","0.869449511534824","0.895433171658225"
"Very low transfer dependency","2017","Not Employed","(2b) intermediate general qualification","254","0.717084894947055","0.673486598750553","0.760683191143556"
"Very low transfer dependency","2017","Not Employed","(2a) intermediate vocational","1183","0.843132322483517","0.824355128047385","0.86190951691965"
"Very low transfer dependency","2017","Not Employed","(2c_gen) general maturity certificate","375","0.745813479014283","0.715432556155763","0.776194401872802"
"Very low transfer dependency","2017","Not Employed","(2c_voc) vocational maturity certificate","329","0.739301346632438","0.701495118234777","0.7771075750301"
"Very low transfer dependency","2017","Not Employed","(3a) lower tertiary education","503","0.931220514456133","0.909894721554636","0.95254630735763"
"Very low transfer dependency","2017","Not Employed","(3b) higher tertiary education","875","0.84709203320109","0.828117354752485","0.866066711649694"
"Very low transfer dependency","2017","Employed","(0) in school","66","0.721391374020348","0.625519503745045","0.817263244295652"
"Very low transfer dependency","2017","Employed","(1a) inadequately completed","163","0.655340377285062","0.600922330661871","0.709758423908254"
"Very low transfer dependency","2017","Employed","(1b) general elementary school","730","0.782488426200316","0.757219996166917","0.807756856233715"
"Very low transfer dependency","2017","Employed","(1c) basic vocational qualification","2510","0.922475181979806","0.912662337219355","0.932288026740257"
"Very low transfer dependency","2017","Employed","(2b) intermediate general qualification","382","0.863636978462823","0.832775607939453","0.894498348986194"
"Very low transfer dependency","2017","Employed","(2a) intermediate vocational","4307","0.943922133403522","0.937324920490199","0.950519346316845"
"Very low transfer dependency","2017","Employed","(2c_gen) general maturity certificate","828","0.861099043392573","0.8397596691669","0.882438417618245"
"Very low transfer dependency","2017","Employed","(2c_voc) vocational maturity certificate","2011","0.936317968057866","0.926086344171589","0.946549591944142"
"Very low transfer dependency","2017","Employed","(3a) lower tertiary education","1460","0.977673302710723","0.970201554215169","0.985145051206276"
"Very low transfer dependency","2017","Employed","(3b) higher tertiary education","3280","0.951986426675401","0.944894396755344","0.959078456595457"
"Low transfer dependency","2017","Not Employed","(0) in school","63","0.0703820161368108","0.0515935552842213","0.0891704769894003"
"Low transfer dependency","2017","Not Employed","(1a) inadequately completed","52","0.112303596615642","0.0926256848938308","0.131981508337454"
"Low transfer dependency","2017","Not Employed","(1b) general elementary school","111","0.0620513268731299","0.0494768924799216","0.0746257612663382"
"Low transfer dependency","2017","Not Employed","(1c) basic vocational qualification","132","0.0469130739990333","0.0383837757844307","0.0554423722136359"
"Low transfer dependency","2017","Not Employed","(2b) intermediate general qualification","55","0.0843636564030268","0.0574609872347536","0.1112663255713"
"Low transfer dependency","2017","Not Employed","(2a) intermediate vocational","94","0.0517956118581142","0.0403533056728395","0.0632379180433889"
"Low transfer dependency","2017","Not Employed","(2c_gen) general maturity certificate","55","0.0643991870495739","0.0472716436292791","0.0815267304698686"
"Low transfer dependency","2017","Not Employed","(2c_voc) vocational maturity certificate","45","0.0660798392954747","0.0446867957311412","0.0874728828598083"
"Low transfer dependency","2017","Not Employed","(3a) lower tertiary education","21","","",""
"Low transfer dependency","2017","Not Employed","(3b) higher tertiary education","76","0.0598608796451108","0.0473536340160738","0.0723681252741478"
"Low transfer dependency","2017","Employed","(0) in school","10","","",""
"Low transfer dependency","2017","Employed","(1a) inadequately completed","57","0.133748635442259","0.0947741018543412","0.172723169030177"
"Low transfer dependency","2017","Employed","(1b) general elementary school","147","0.133862213524674","0.11300671350833","0.154717713541019"
"Low transfer dependency","2017","Employed","(1c) basic vocational qualification","196","0.040977040468832","0.0337028946660939","0.04825118627157"
"Low transfer dependency","2017","Employed","(2b) intermediate general qualification","54","0.0866579337487942","0.0613578370359839","0.111958030461604"
"Low transfer dependency","2017","Employed","(2a) intermediate vocational","243","0.0348337231961484","0.0295760003182369","0.0400914460740599"
"Low transfer dependency","2017","Employed","(2c_gen) general maturity certificate","91","0.0703526705941563","0.0545728553184868","0.0861324858698258"
"Low transfer dependency","2017","Employed","(2c_voc) vocational maturity certificate","113","0.0390768213445884","0.0309573382581882","0.0471963044309886"
"Low transfer dependency","2017","Employed","(3a) lower tertiary education","31","0.0162426343798578","0.0098499191693154","0.0226353495904002"
"Low transfer dependency","2017","Employed","(3b) higher tertiary education","147","0.0356890275000839","0.0295351467279122","0.0418429082722555"
"High transfer dependency","2017","Not Employed","(0) in school","44","0.0443463002360637","0.0292250721793703","0.059467528292757"
"High transfer dependency","2017","Not Employed","(1a) inadequately completed","75","0.0998674730983411","0.0811815221869944","0.118553424009688"
"High transfer dependency","2017","Not Employed","(1b) general elementary school","113","0.0518019799397341","0.040250274982176","0.0633536848972922"
"High transfer dependency","2017","Not Employed","(1c) basic vocational qualification","75","0.0263220800905777","0.0198645288436752","0.0327796313374802"
"High transfer dependency","2017","Not Employed","(2b) intermediate general qualification","31","0.056936383422087","0.0345067799202115","0.0793659869239625"
"High transfer dependency","2017","Not Employed","(2a) intermediate vocational","53","0.0231108519479796","0.0153529065090366","0.0308687973869226"
"High transfer dependency","2017","Not Employed","(2c_gen) general maturity certificate","56","0.0544178120966435","0.0385896762446806","0.0702459479486063"
"High transfer dependency","2017","Not Employed","(2c_voc) vocational maturity certificate","33","0.0668915272129568","0.0453768500660229","0.0884062043598906"
"High transfer dependency","2017","Not Employed","(3a) lower tertiary education","9","","",""
"High transfer dependency","2017","Not Employed","(3b) higher tertiary education","38","0.0210712780269398","0.0134992006415468","0.0286433554123329"
"High transfer dependency","2017","Employed","(0) in school","6","","",""
"High transfer dependency","2017","Employed","(1a) inadequately completed","28","","",""
"High transfer dependency","2017","Employed","(1b) general elementary school","95","0.0578885871495064","0.0435849751725786","0.0721921991264343"
"High transfer dependency","2017","Employed","(1c) basic vocational qualification","102","0.0254447392763489","0.0196664478327667","0.0312230307199311"
"High transfer dependency","2017","Employed","(2b) intermediate general qualification","28","","",""
"High transfer dependency","2017","Employed","(2a) intermediate vocational","84","0.0140531343664141","0.0106778526360842","0.017428416096744"
"High transfer dependency","2017","Employed","(2c_gen) general maturity certificate","56","0.046068908981011","0.0331339524544885","0.0590038655075336"
"High transfer dependency","2017","Employed","(2c_voc) vocational maturity certificate","42","0.0178067678634631","0.0122654195521415","0.0233481161747846"
"High transfer dependency","2017","Employed","(3a) lower tertiary education","10","","",""
"High transfer dependency","2017","Employed","(3b) higher tertiary education","45","0.0102457283740308","0.00690525297276084","0.0135862037753008"
"Very high transfer dependency","2017","Not Employed","(0) in school","53","0.0477246198894152","0.0320657429381153","0.0633834968407152"
"Very high transfer dependency","2017","Not Employed","(1a) inadequately completed","752","0.372309910836097","0.342181593324706","0.402438228347488"
"Very high transfer dependency","2017","Not Employed","(1b) general elementary school","515","0.141245608798001","0.12309273664008","0.159398480955921"
"Very high transfer dependency","2017","Not Employed","(1c) basic vocational qualification","164","0.0443235043138647","0.0360216980418993","0.05262531058583"
"Very high transfer dependency","2017","Not Employed","(2b) intermediate general qualification","70","0.141615065227832","0.107866762631296","0.175363367824367"
"Very high transfer dependency","2017","Not Employed","(2a) intermediate vocational","111","0.0819612137103887","0.0677983587980174","0.09612406862276"
"Very high transfer dependency","2017","Not Employed","(2c_gen) general maturity certificate","303","0.1353695218395","0.111497714157369","0.159241329521631"
"Very high transfer dependency","2017","Not Employed","(2c_voc) vocational maturity certificate","111","0.12772728685913","0.0989830225158956","0.156471551202365"
"Very high transfer dependency","2017","Not Employed","(3a) lower tertiary education","8","","",""
"Very high transfer dependency","2017","Not Employed","(3b) higher tertiary education","393","0.0719758091268598","0.0583498526955404","0.0856017655581792"
"Very high transfer dependency","2017","Employed","(0) in school","2","","",""
"Very high transfer dependency","2017","Employed","(1a) inadequately completed","45","0.149235370587995","0.108435867101974","0.190034874074017"
"Very high transfer dependency","2017","Employed","(1b) general elementary school","52","0.025760773125503","0.0160576763002093","0.0354638699507968"
"Very high transfer dependency","2017","Employed","(1c) basic vocational qualification","45","0.0111030382750127","0.00725806217204447","0.0149480143779809"
"Very high transfer dependency","2017","Employed","(2b) intermediate general qualification","11","","",""
"Very high transfer dependency","2017","Employed","(2a) intermediate vocational","38","0.00719100903391551","0.00476817066937232","0.0096138473984587"
"Very high transfer dependency","2017","Employed","(2c_gen) general maturity certificate","34","0.0224793770322599","0.0133328208164111","0.0316259332481087"
"Very high transfer dependency","2017","Employed","(2c_voc) vocational maturity certificate","22","","",""
"Very high transfer dependency","2017","Employed","(3a) lower tertiary education","1","","",""
"Very high transfer dependency","2017","Employed","(3b) higher tertiary education","19","","",""
"Very low transfer dependency","2018","Not Employed","(0) in school","458","0.818152338811392","0.787542987809004","0.848761689813779"
"Very low transfer dependency","2018","Not Employed","(1a) inadequately completed","108","0.335638155988762","0.311214601172876","0.360061710804648"
