"transab_cat2","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","1984","(1b) general elementary school","East Germany","","","",""
"Low transfer dependency","1984","(1c) basic vocational qualification","West Germany","151","0.0293415821768475","0.0242654482370715","0.0344177161166235"
"Low transfer dependency","1984","(1c) basic vocational qualification","East Germany","","","",""
"Low transfer dependency","1984","(2b) intermediate general qualification","West Germany","15","","",""
"Low transfer dependency","1984","(2b) intermediate general qualification","East Germany","","","",""
"Low transfer dependency","1984","(2a) intermediate vocational","West Germany","32","0.0211622653481112","0.0136419254186897","0.0286826052775327"
"Low transfer dependency","1984","(2a) intermediate vocational","East Germany","","","",""
"Low transfer dependency","1984","(2c_gen) general maturity certificate","West Germany","20","","",""
"Low transfer dependency","1984","(2c_gen) general maturity certificate","East Germany","","","",""
"Low transfer dependency","1984","(2c_voc) vocational maturity certificate","West Germany","19","","",""
"Low transfer dependency","1984","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Low transfer dependency","1984","(3a) lower tertiary education","West Germany","6","","",""
"Low transfer dependency","1984","(3a) lower tertiary education","East Germany","","","",""
"Low transfer dependency","1984","(3b) higher tertiary education","West Germany","12","","",""
"Low transfer dependency","1984","(3b) higher tertiary education","East Germany","","","",""
"High transfer dependency","1984","(0) in school","West Germany","1","","",""
"High transfer dependency","1984","(0) in school","East Germany","","","",""
"High transfer dependency","1984","(1a) inadequately completed","West Germany","17","","",""
"High transfer dependency","1984","(1a) inadequately completed","East Germany","","","",""
"High transfer dependency","1984","(1b) general elementary school","West Germany","44","0.012873792348847","0.00882771796632893","0.0169198667313651"
"High transfer dependency","1984","(1b) general elementary school","East Germany","","","",""
"High transfer dependency","1984","(1c) basic vocational qualification","West Germany","29","","",""
"High transfer dependency","1984","(1c) basic vocational qualification","East Germany","","","",""
"High transfer dependency","1984","(2b) intermediate general qualification","West Germany","2","","",""
"High transfer dependency","1984","(2b) intermediate general qualification","East Germany","","","",""
"High transfer dependency","1984","(2a) intermediate vocational","West Germany","8","","",""
"High transfer dependency","1984","(2a) intermediate vocational","East Germany","","","",""
"High transfer dependency","1984","(2c_gen) general maturity certificate","West Germany","15","","",""
"High transfer dependency","1984","(2c_gen) general maturity certificate","East Germany","","","",""
"High transfer dependency","1984","(2c_voc) vocational maturity certificate","West Germany","11","","",""
"High transfer dependency","1984","(2c_voc) vocational maturity certificate","East Germany","","","",""
"High transfer dependency","1984","(3a) lower tertiary education","West Germany","","","",""
"High transfer dependency","1984","(3a) lower tertiary education","East Germany","","","",""
"High transfer dependency","1984","(3b) higher tertiary education","West Germany","4","","",""
"High transfer dependency","1984","(3b) higher tertiary education","East Germany","","","",""
"Very high transfer dependency","1984","(0) in school","West Germany","2","","",""
"Very high transfer dependency","1984","(0) in school","East Germany","","","",""
"Very high transfer dependency","1984","(1a) inadequately completed","West Germany","37","0.0453691083110567","0.0330762664332047","0.0576619501889086"
"Very high transfer dependency","1984","(1a) inadequately completed","East Germany","","","",""
"Very high transfer dependency","1984","(1b) general elementary school","West Germany","62","0.0218409141492226","0.0165948400085822","0.027086988289863"
"Very high transfer dependency","1984","(1b) general elementary school","East Germany","","","",""
"Very high transfer dependency","1984","(1c) basic vocational qualification","West Germany","57","0.0139580367660038","0.0104293105503371","0.0174867629816706"
"Very high transfer dependency","1984","(1c) basic vocational qualification","East Germany","","","",""
"Very high transfer dependency","1984","(2b) intermediate general qualification","West Germany","6","","",""
"Very high transfer dependency","1984","(2b) intermediate general qualification","East Germany","","","",""
"Very high transfer dependency","1984","(2a) intermediate vocational","West Germany","13","","",""
"Very high transfer dependency","1984","(2a) intermediate vocational","East Germany","","","",""
"Very high transfer dependency","1984","(2c_gen) general maturity certificate","West Germany","17","","",""
"Very high transfer dependency","1984","(2c_gen) general maturity certificate","East Germany","","","",""
"Very high transfer dependency","1984","(2c_voc) vocational maturity certificate","West Germany","12","","",""
"Very high transfer dependency","1984","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Very high transfer dependency","1984","(3a) lower tertiary education","West Germany","5","","",""
"Very high transfer dependency","1984","(3a) lower tertiary education","East Germany","","","",""
"Very high transfer dependency","1984","(3b) higher tertiary education","West Germany","3","","",""
"Very high transfer dependency","1984","(3b) higher tertiary education","East Germany","","","",""
"Very low transfer dependency","1985","(0) in school","West Germany","173","0.929543847590316","0.892864492637389","0.966223202543242"
"Very low transfer dependency","1985","(0) in school","East Germany","","","",""
"Very low transfer dependency","1985","(1a) inadequately completed","West Germany","813","0.863964423051142","0.841641134489469","0.886287711612815"
"Very low transfer dependency","1985","(1a) inadequately completed","East Germany","","","",""
"Very low transfer dependency","1985","(1b) general elementary school","West Germany","2425","0.929350161366269","0.91954223890429","0.939158083828248"
"Very low transfer dependency","1985","(1b) general elementary school","East Germany","","","",""
"Very low transfer dependency","1985","(1c) basic vocational qualification","West Germany","3635","0.952497115335434","0.94575875932181","0.959235471349057"
"Very low transfer dependency","1985","(1c) basic vocational qualification","East Germany","","","",""
"Very low transfer dependency","1985","(2b) intermediate general qualification","West Germany","443","0.949773531892651","0.930111188732008","0.969435875053294"
"Very low transfer dependency","1985","(2b) intermediate general qualification","East Germany","","","",""
"Very low transfer dependency","1985","(2a) intermediate vocational","West Germany","1303","0.974126178844328","0.965629061899226","0.982623295789429"
"Very low transfer dependency","1985","(2a) intermediate vocational","East Germany","","","",""
"Very low transfer dependency","1985","(2c_gen) general maturity certificate","West Germany","325","0.886225612638874","0.853957688847981","0.918493536429766"
"Very low transfer dependency","1985","(2c_gen) general maturity certificate","East Germany","","","",""
"Very low transfer dependency","1985","(2c_voc) vocational maturity certificate","West Germany","377","0.921921304361495","0.89607722174193","0.947765386981061"
"Very low transfer dependency","1985","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Very low transfer dependency","1985","(3a) lower tertiary education","West Germany","239","0.963076312368618","0.939606742227383","0.986545882509853"
"Very low transfer dependency","1985","(3a) lower tertiary education","East Germany","","","",""
"Very low transfer dependency","1985","(3b) higher tertiary education","West Germany","503","0.991993524425498","0.984258919896488","0.999728128954507"
"Very low transfer dependency","1985","(3b) higher tertiary education","East Germany","","","",""
"Low transfer dependency","1985","(0) in school","West Germany","8","","",""
"Low transfer dependency","1985","(0) in school","East Germany","","","",""
"Low transfer dependency","1985","(1a) inadequately completed","West Germany","54","0.0777254806752156","0.0602915302990172","0.095159431051414"
"Low transfer dependency","1985","(1a) inadequately completed","East Germany","","","",""
"Low transfer dependency","1985","(1b) general elementary school","West Germany","100","0.0318968276372718","0.0251706812541339","0.0386229740204098"
"Low transfer dependency","1985","(1b) general elementary school","East Germany","","","",""
"Low transfer dependency","1985","(1c) basic vocational qualification","West Germany","108","0.0240614871770279","0.0192070980318171","0.0289158763222388"
"Low transfer dependency","1985","(1c) basic vocational qualification","East Germany","","","",""
"Low transfer dependency","1985","(2b) intermediate general qualification","West Germany","15","","",""
"Low transfer dependency","1985","(2b) intermediate general qualification","East Germany","","","",""
"Low transfer dependency","1985","(2a) intermediate vocational","West Germany","19","","",""
"Low transfer dependency","1985","(2a) intermediate vocational","East Germany","","","",""
"Low transfer dependency","1985","(2c_gen) general maturity certificate","West Germany","13","","",""
"Low transfer dependency","1985","(2c_gen) general maturity certificate","East Germany","","","",""
"Low transfer dependency","1985","(2c_voc) vocational maturity certificate","West Germany","19","","",""
"Low transfer dependency","1985","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Low transfer dependency","1985","(3a) lower tertiary education","West Germany","4","","",""
"Low transfer dependency","1985","(3a) lower tertiary education","East Germany","","","",""
"Low transfer dependency","1985","(3b) higher tertiary education","West Germany","6","","",""
"Low transfer dependency","1985","(3b) higher tertiary education","East Germany","","","",""
"High transfer dependency","1985","(0) in school","West Germany","2","","",""
"High transfer dependency","1985","(0) in school","East Germany","","","",""
"High transfer dependency","1985","(1a) inadequately completed","West Germany","11","","",""
"High transfer dependency","1985","(1a) inadequately completed","East Germany","","","",""
"High transfer dependency","1985","(1b) general elementary school","West Germany","35","0.012407152786883","0.00817016921185479","0.0166441363619112"
"High transfer dependency","1985","(1b) general elementary school","East Germany","","","",""
"High transfer dependency","1985","(1c) basic vocational qualification","West Germany","37","0.00959154973179226","0.00650400195570298","0.0126790975078815"
"High transfer dependency","1985","(1c) basic vocational qualification","East Germany","","","",""
"High transfer dependency","1985","(2b) intermediate general qualification","West Germany","9","","",""
"High transfer dependency","1985","(2b) intermediate general qualification","East Germany","","","",""
"High transfer dependency","1985","(2a) intermediate vocational","West Germany","4","","",""
"High transfer dependency","1985","(2a) intermediate vocational","East Germany","","","",""
"High transfer dependency","1985","(2c_gen) general maturity certificate","West Germany","20","","",""
"High transfer dependency","1985","(2c_gen) general maturity certificate","East Germany","","","",""
"High transfer dependency","1985","(2c_voc) vocational maturity certificate","West Germany","11","","",""
"High transfer dependency","1985","(2c_voc) vocational maturity certificate","East Germany","","","",""
"High transfer dependency","1985","(3a) lower tertiary education","West Germany","3","","",""
"High transfer dependency","1985","(3a) lower tertiary education","East Germany","","","",""
"High transfer dependency","1985","(3b) higher tertiary education","West Germany","1","","",""
"High transfer dependency","1985","(3b) higher tertiary education","East Germany","","","",""
"Very high transfer dependency","1985","(0) in school","West Germany","4","","",""
"Very high transfer dependency","1985","(0) in school","East Germany","","","",""
"Very high transfer dependency","1985","(1a) inadequately completed","West Germany","28","","",""
"Very high transfer dependency","1985","(1a) inadequately completed","East Germany","","","",""
"Very high transfer dependency","1985","(1b) general elementary school","West Germany","62","0.0263458582095759","0.020215437491976","0.0324762789271758"
"Very high transfer dependency","1985","(1b) general elementary school","East Germany","","","",""
"Very high transfer dependency","1985","(1c) basic vocational qualification","West Germany","48","0.0138498477557462","0.0101476795288933","0.017552015982599"
"Very high transfer dependency","1985","(1c) basic vocational qualification","East Germany","","","",""
"Very high transfer dependency","1985","(2b) intermediate general qualification","West Germany","7","","",""
"Very high transfer dependency","1985","(2b) intermediate general qualification","East Germany","","","",""
"Very high transfer dependency","1985","(2a) intermediate vocational","West Germany","15","","",""
"Very high transfer dependency","1985","(2a) intermediate vocational","East Germany","","","",""
"Very high transfer dependency","1985","(2c_gen) general maturity certificate","West Germany","14","","",""
"Very high transfer dependency","1985","(2c_gen) general maturity certificate","East Germany","","","",""
"Very high transfer dependency","1985","(2c_voc) vocational maturity certificate","West Germany","7","","",""
"Very high transfer dependency","1985","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Very high transfer dependency","1985","(3a) lower tertiary education","West Germany","2","","",""
"Very high transfer dependency","1985","(3a) lower tertiary education","East Germany","","","",""
"Very high transfer dependency","1985","(3b) higher tertiary education","West Germany","","","",""
"Very high transfer dependency","1985","(3b) higher tertiary education","East Germany","","","",""
"Very low transfer dependency","1986","(0) in school","West Germany","180","0.952676584256773","0.922325098612514","0.983028069901031"
"Very low transfer dependency","1986","(0) in school","East Germany","","","",""
"Very low transfer dependency","1986","(1a) inadequately completed","West Germany","745","0.866777968917615","0.843893104527656","0.889662833307574"
"Very low transfer dependency","1986","(1a) inadequately completed","East Germany","","","",""
"Very low transfer dependency","1986","(1b) general elementary school","West Germany","2301","0.933858310691142","0.924049198757395","0.94366742262489"
"Very low transfer dependency","1986","(1b) general elementary school","East Germany","","","",""
"Very low transfer dependency","1986","(1c) basic vocational qualification","West Germany","3457","0.952795616132733","0.945887098862685","0.95970413340278"
"Very low transfer dependency","1986","(1c) basic vocational qualification","East Germany","","","",""
"Very low transfer dependency","1986","(2b) intermediate general qualification","West Germany","437","0.951964845250301","0.932486697851686","0.971442992648915"
"Very low transfer dependency","1986","(2b) intermediate general qualification","East Germany","","","",""
"Very low transfer dependency","1986","(2a) intermediate vocational","West Germany","1264","0.966011943435497","0.956188478226856","0.975835408644139"
"Very low transfer dependency","1986","(2a) intermediate vocational","East Germany","","","",""
"Very low transfer dependency","1986","(2c_gen) general maturity certificate","West Germany","361","0.895403808000779","0.865525020245802","0.925282595755755"
"Very low transfer dependency","1986","(2c_gen) general maturity certificate","East Germany","","","",""
"Very low transfer dependency","1986","(2c_voc) vocational maturity certificate","West Germany","374","0.915971737470081","0.889150370469117","0.942793104471045"
"Very low transfer dependency","1986","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Very low transfer dependency","1986","(3a) lower tertiary education","West Germany","236","0.946667543746566","0.918588968046088","0.974746119447045"
"Very low transfer dependency","1986","(3a) lower tertiary education","East Germany","","","",""
"Very low transfer dependency","1986","(3b) higher tertiary education","West Germany","490","0.979147664836153","0.966635551409993","0.991659778262313"
"Very low transfer dependency","1986","(3b) higher tertiary education","East Germany","","","",""
"Low transfer dependency","1986","(0) in school","West Germany","3","","",""
"Low transfer dependency","1986","(0) in school","East Germany","","","",""
"Low transfer dependency","1986","(1a) inadequately completed","West Germany","58","0.0590929719101785","0.04321307575199","0.0749728680683669"
"Low transfer dependency","1986","(1a) inadequately completed","East Germany","","","",""
"Low transfer dependency","1986","(1b) general elementary school","West Germany","74","0.0267573077261495","0.0203881304453868","0.0331264850069122"
"Low transfer dependency","1986","(1b) general elementary school","East Germany","","","",""
"Low transfer dependency","1986","(1c) basic vocational qualification","West Germany","94","0.0253373322004729","0.0202181402485145","0.0304565241524313"
"Low transfer dependency","1986","(1c) basic vocational qualification","East Germany","","","",""
"Low transfer dependency","1986","(2b) intermediate general qualification","West Germany","16","","",""
"Low transfer dependency","1986","(2b) intermediate general qualification","East Germany","","","",""
"Low transfer dependency","1986","(2a) intermediate vocational","West Germany","29","","",""
"Low transfer dependency","1986","(2a) intermediate vocational","East Germany","","","",""
"Low transfer dependency","1986","(2c_gen) general maturity certificate","West Germany","15","","",""
"Low transfer dependency","1986","(2c_gen) general maturity certificate","East Germany","","","",""
"Low transfer dependency","1986","(2c_voc) vocational maturity certificate","West Germany","20","","",""
"Low transfer dependency","1986","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Low transfer dependency","1986","(3a) lower tertiary education","West Germany","6","","",""
"Low transfer dependency","1986","(3a) lower tertiary education","East Germany","","","",""
"Low transfer dependency","1986","(3b) higher tertiary education","West Germany","4","","",""
"Low transfer dependency","1986","(3b) higher tertiary education","East Germany","","","",""
"High transfer dependency","1986","(0) in school","West Germany","2","","",""
"High transfer dependency","1986","(0) in school","East Germany","","","",""
"High transfer dependency","1986","(1a) inadequately completed","West Germany","19","","",""
"High transfer dependency","1986","(1a) inadequately completed","East Germany","","","",""
"High transfer dependency","1986","(1b) general elementary school","West Germany","37","0.0151514080782846","0.0103301232770691","0.0199726928795001"
"High transfer dependency","1986","(1b) general elementary school","East Germany","","","",""
"High transfer dependency","1986","(1c) basic vocational qualification","West Germany","32","0.0103102254580703","0.00701960776515441","0.0136008431509863"
"High transfer dependency","1986","(1c) basic vocational qualification","East Germany","","","",""
"High transfer dependency","1986","(2b) intermediate general qualification","West Germany","6","","",""
"High transfer dependency","1986","(2b) intermediate general qualification","East Germany","","","",""
"High transfer dependency","1986","(2a) intermediate vocational","West Germany","6","","",""
"High transfer dependency","1986","(2a) intermediate vocational","East Germany","","","",""
"High transfer dependency","1986","(2c_gen) general maturity certificate","West Germany","8","","",""
"High transfer dependency","1986","(2c_gen) general maturity certificate","East Germany","","","",""
"High transfer dependency","1986","(2c_voc) vocational maturity certificate","West Germany","8","","",""
"High transfer dependency","1986","(2c_voc) vocational maturity certificate","East Germany","","","",""
"High transfer dependency","1986","(3a) lower tertiary education","West Germany","","","",""
"High transfer dependency","1986","(3a) lower tertiary education","East Germany","","","",""
"High transfer dependency","1986","(3b) higher tertiary education","West Germany","3","","",""
"High transfer dependency","1986","(3b) higher tertiary education","East Germany","","","",""
"Very high transfer dependency","1986","(0) in school","West Germany","3","","",""
"Very high transfer dependency","1986","(0) in school","East Germany","","","",""
"Very high transfer dependency","1986","(1a) inadequately completed","West Germany","25","","",""
"Very high transfer dependency","1986","(1a) inadequately completed","East Germany","","","",""
"Very high transfer dependency","1986","(1b) general elementary school","West Germany","54","0.0242329735044234","0.0181638220170927","0.0303021249917542"
"Very high transfer dependency","1986","(1b) general elementary school","East Germany","","","",""
"Very high transfer dependency","1986","(1c) basic vocational qualification","West Germany","37","0.0115568262087242","0.00807514542743424","0.0150385069900142"
"Very high transfer dependency","1986","(1c) basic vocational qualification","East Germany","","","",""
"Very high transfer dependency","1986","(2b) intermediate general qualification","West Germany","4","","",""
"Very high transfer dependency","1986","(2b) intermediate general qualification","East Germany","","","",""
"Very high transfer dependency","1986","(2a) intermediate vocational","West Germany","8","","",""
"Very high transfer dependency","1986","(2a) intermediate vocational","East Germany","","","",""
"Very high transfer dependency","1986","(2c_gen) general maturity certificate","West Germany","19","","",""
"Very high transfer dependency","1986","(2c_gen) general maturity certificate","East Germany","","","",""
"Very high transfer dependency","1986","(2c_voc) vocational maturity certificate","West Germany","9","","",""
"Very high transfer dependency","1986","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Very high transfer dependency","1986","(3a) lower tertiary education","West Germany","4","","",""
"Very high transfer dependency","1986","(3a) lower tertiary education","East Germany","","","",""
"Very high transfer dependency","1986","(3b) higher tertiary education","West Germany","4","","",""
"Very high transfer dependency","1986","(3b) higher tertiary education","East Germany","","","",""
"Very low transfer dependency","1987","(0) in school","West Germany","177","0.942297415638393","0.909053756454539","0.975541074822248"
"Very low transfer dependency","1987","(0) in school","East Germany","","","",""
"Very low transfer dependency","1987","(1a) inadequately completed","West Germany","738","0.885154986573351","0.86331904760723","0.906990925539471"
"Very low transfer dependency","1987","(1a) inadequately completed","East Germany","","","",""
"Very low transfer dependency","1987","(1b) general elementary school","West Germany","2269","0.931679302070225","0.921678886902665","0.941679717237784"
"Very low transfer dependency","1987","(1b) general elementary school","East Germany","","","",""
"Very low transfer dependency","1987","(1c) basic vocational qualification","West Germany","3417","0.951463653435719","0.944427191709905","0.958500115161532"
"Very low transfer dependency","1987","(1c) basic vocational qualification","East Germany","","","",""
"Very low transfer dependency","1987","(2b) intermediate general qualification","West Germany","409","0.952151892818035","0.932047561096007","0.972256224540064"
"Very low transfer dependency","1987","(2b) intermediate general qualification","East Germany","","","",""
"Very low transfer dependency","1987","(2a) intermediate vocational","West Germany","1288","0.971640453534717","0.962719224171356","0.980561682898078"
"Very low transfer dependency","1987","(2a) intermediate vocational","East Germany","","","",""
"Very low transfer dependency","1987","(2c_gen) general maturity certificate","West Germany","346","0.912771717302285","0.884401279265761","0.941142155338808"
"Very low transfer dependency","1987","(2c_gen) general maturity certificate","East Germany","","","",""
"Very low transfer dependency","1987","(2c_voc) vocational maturity certificate","West Germany","382","0.946179723103448","0.924202118200409","0.968157328006486"
"Very low transfer dependency","1987","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Very low transfer dependency","1987","(3a) lower tertiary education","West Germany","240","0.962859972498598","0.939324391296318","0.986395553700879"
"Very low transfer dependency","1987","(3a) lower tertiary education","East Germany","","","",""
"Very low transfer dependency","1987","(3b) higher tertiary education","West Germany","478","0.957300837879281","0.939490203535564","0.975111472222998"
"Very low transfer dependency","1987","(3b) higher tertiary education","East Germany","","","",""
"Low transfer dependency","1987","(0) in school","West Germany","8","","",""
"Low transfer dependency","1987","(0) in school","East Germany","","","",""
"Low transfer dependency","1987","(1a) inadequately completed","West Germany","38","0.0424736561961005","0.0286621408776878","0.0562851715145131"
"Low transfer dependency","1987","(1a) inadequately completed","East Germany","","","",""
"Low transfer dependency","1987","(1b) general elementary school","West Germany","107","0.0386794337233939","0.0310360998669377","0.04632276757985"
"Low transfer dependency","1987","(1b) general elementary school","East Germany","","","",""
"Low transfer dependency","1987","(1c) basic vocational qualification","West Germany","98","0.0269899240452272","0.0216837170608346","0.0322961310296198"
"Low transfer dependency","1987","(1c) basic vocational qualification","East Germany","","","",""
"Low transfer dependency","1987","(2b) intermediate general qualification","West Germany","12","","",""
"Low transfer dependency","1987","(2b) intermediate general qualification","East Germany","","","",""
"Low transfer dependency","1987","(2a) intermediate vocational","West Germany","26","","",""
"Low transfer dependency","1987","(2a) intermediate vocational","East Germany","","","",""
"Low transfer dependency","1987","(2c_gen) general maturity certificate","West Germany","15","","",""
"Low transfer dependency","1987","(2c_gen) general maturity certificate","East Germany","","","",""
"Low transfer dependency","1987","(2c_voc) vocational maturity certificate","West Germany","11","","",""
"Low transfer dependency","1987","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Low transfer dependency","1987","(3a) lower tertiary education","West Germany","4","","",""
"Low transfer dependency","1987","(3a) lower tertiary education","East Germany","","","",""
"Low transfer dependency","1987","(3b) higher tertiary education","West Germany","12","","",""
"Low transfer dependency","1987","(3b) higher tertiary education","East Germany","","","",""
"High transfer dependency","1987","(0) in school","West Germany","3","","",""
"High transfer dependency","1987","(0) in school","East Germany","","","",""
"High transfer dependency","1987","(1a) inadequately completed","West Germany","21","","",""
"High transfer dependency","1987","(1a) inadequately completed","East Germany","","","",""
"High transfer dependency","1987","(1b) general elementary school","West Germany","27","","",""
"High transfer dependency","1987","(1b) general elementary school","East Germany","","","",""
"High transfer dependency","1987","(1c) basic vocational qualification","West Germany","29","","",""
"High transfer dependency","1987","(1c) basic vocational qualification","East Germany","","","",""
"High transfer dependency","1987","(2b) intermediate general qualification","West Germany","4","","",""
"High transfer dependency","1987","(2b) intermediate general qualification","East Germany","","","",""
"High transfer dependency","1987","(2a) intermediate vocational","West Germany","9","","",""
"High transfer dependency","1987","(2a) intermediate vocational","East Germany","","","",""
"High transfer dependency","1987","(2c_gen) general maturity certificate","West Germany","7","","",""
"High transfer dependency","1987","(2c_gen) general maturity certificate","East Germany","","","",""
"High transfer dependency","1987","(2c_voc) vocational maturity certificate","West Germany","8","","",""
"High transfer dependency","1987","(2c_voc) vocational maturity certificate","East Germany","","","",""
"High transfer dependency","1987","(3a) lower tertiary education","West Germany","2","","",""
"High transfer dependency","1987","(3a) lower tertiary education","East Germany","","","",""
"High transfer dependency","1987","(3b) higher tertiary education","West Germany","","","",""
"High transfer dependency","1987","(3b) higher tertiary education","East Germany","","","",""
"Very high transfer dependency","1987","(0) in school","West Germany","1","","",""
"Very high transfer dependency","1987","(0) in school","East Germany","","","",""
"Very high transfer dependency","1987","(1a) inadequately completed","West Germany","22","","",""
"Very high transfer dependency","1987","(1a) inadequately completed","East Germany","","","",""
"Very high transfer dependency","1987","(1b) general elementary school","West Germany","42","0.0187672855620505","0.0133883616618772","0.0241462094622238"
"Very high transfer dependency","1987","(1b) general elementary school","East Germany","","","",""
"Very high transfer dependency","1987","(1c) basic vocational qualification","West Germany","39","0.0131949332616263","0.0094586140649142","0.0169312524583383"
"Very high transfer dependency","1987","(1c) basic vocational qualification","East Germany","","","",""
"Very high transfer dependency","1987","(2b) intermediate general qualification","West Germany","8","","",""
"Very high transfer dependency","1987","(2b) intermediate general qualification","East Germany","","","",""
"Very high transfer dependency","1987","(2a) intermediate vocational","West Germany","7","","",""
"Very high transfer dependency","1987","(2a) intermediate vocational","East Germany","","","",""
"Very high transfer dependency","1987","(2c_gen) general maturity certificate","West Germany","12","","",""
"Very high transfer dependency","1987","(2c_gen) general maturity certificate","East Germany","","","",""
"Very high transfer dependency","1987","(2c_voc) vocational maturity certificate","West Germany","4","","",""
"Very high transfer dependency","1987","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Very high transfer dependency","1987","(3a) lower tertiary education","West Germany","2","","",""
"Very high transfer dependency","1987","(3a) lower tertiary education","East Germany","","","",""
"Very high transfer dependency","1987","(3b) higher tertiary education","West Germany","5","","",""
"Very high transfer dependency","1987","(3b) higher tertiary education","East Germany","","","",""
"Very low transfer dependency","1988","(0) in school","West Germany","151","0.920078122637849","0.87844878706009","0.961707458215608"
"Very low transfer dependency","1988","(0) in school","East Germany","","","",""
"Very low transfer dependency","1988","(1a) inadequately completed","West Germany","662","0.8477042298871","0.821955050796217","0.873453408977983"
"Very low transfer dependency","1988","(1a) inadequately completed","East Germany","","","",""
"Very low transfer dependency","1988","(1b) general elementary school","West Germany","2153","0.9302407998188","0.919897274816838","0.940584324820762"
"Very low transfer dependency","1988","(1b) general elementary school","East Germany","","","",""
"Very low transfer dependency","1988","(1c) basic vocational qualification","West Germany","3283","0.955753774581913","0.948861760395653","0.962645788768173"
"Very low transfer dependency","1988","(1c) basic vocational qualification","East Germany","","","",""
"Very low transfer dependency","1988","(2b) intermediate general qualification","West Germany","402","0.935185889170714","0.911806829049339","0.958564949292089"
"Very low transfer dependency","1988","(2b) intermediate general qualification","East Germany","","","",""
"Very low transfer dependency","1988","(2a) intermediate vocational","West Germany","1242","0.977872155491307","0.969794711180465","0.98594959980215"
"Very low transfer dependency","1988","(2a) intermediate vocational","East Germany","","","",""
"Very low transfer dependency","1988","(2c_gen) general maturity certificate","West Germany","314","0.917204249685879","0.888251119623198","0.946157379748559"
"Very low transfer dependency","1988","(2c_gen) general maturity certificate","East Germany","","","",""
"Very low transfer dependency","1988","(2c_voc) vocational maturity certificate","West Germany","373","0.96896765400936","0.951757778383857","0.986177529634864"
"Very low transfer dependency","1988","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Very low transfer dependency","1988","(3a) lower tertiary education","West Germany","228","0.97959297502688","0.961438537013798","0.997747413039962"
"Very low transfer dependency","1988","(3a) lower tertiary education","East Germany","","","",""
"Very low transfer dependency","1988","(3b) higher tertiary education","West Germany","460","0.983019795557588","0.971314624799585","0.994724966315591"
"Very low transfer dependency","1988","(3b) higher tertiary education","East Germany","","","",""
