"transab_cat2","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2002","Employed","Female","6282","0.909498175387731","0.902685644565612","0.916310706209851"
"Very low transfer dependency","2002","Employed","Male","7377","0.922726349841278","0.916849241829453","0.928603457853104"
"Very low transfer dependency","2002","Not Employed","Female","4361","0.864542072226609","0.855126963322672","0.873957181130546"
"Very low transfer dependency","2002","Not Employed","Male","2659","0.834189581369182","0.821230681260185","0.847148481478179"
"High transfer dependency","2003","Employed","Female","123","0.02197789072535","0.0184148140690509","0.0255409673816491"
"High transfer dependency","2003","Employed","Male","103","0.0162566711223715","0.0133873630592567","0.0191259791854863"
"High transfer dependency","2003","Not Employed","Female","114","0.0212569909520635","0.0172468916517245","0.0252670902524025"
"High transfer dependency","2003","Not Employed","Male","98","0.027690688077882","0.0219921629325494","0.0333892132232145"
"Low transfer dependency","2003","Employed","Female","398","0.0638695398711304","0.0579269890191846","0.0698120907230763"
"Low transfer dependency","2003","Employed","Male","449","0.0610748482579821","0.055641504868476","0.0665081916474883"
"Low transfer dependency","2003","Not Employed","Female","351","0.0609868430392623","0.0543337467068541","0.0676399393716706"
"Low transfer dependency","2003","Not Employed","Male","207","0.0544529668189405","0.0465726130543052","0.0623333205835757"
"Very high transfer dependency","2003","Employed","Female","72","0.0143754505784169","0.0114826112456682","0.0172682899111656"
"Very high transfer dependency","2003","Employed","Male","43","0.00890793510844163","0.00677603922741149","0.0110398309894718"
"Very high transfer dependency","2003","Not Employed","Female","254","0.0568115131046508","0.0503759386333123","0.0632470875759893"
"Very high transfer dependency","2003","Not Employed","Male","210","0.0854837922544919","0.0757735298503096","0.0951940546586742"
"Very low transfer dependency","2003","Employed","Female","5911","0.899777118825103","0.892479036820857","0.907075200829349"
"Very low transfer dependency","2003","Employed","Male","6867","0.913760545511205","0.907391275355836","0.920129815666574"
"Very low transfer dependency","2003","Not Employed","Female","4251","0.860944652904023","0.851325178133621","0.870564127674426"
"Very low transfer dependency","2003","Not Employed","Male","2670","0.832372552848686","0.819400018963984","0.845345086733387"
"High transfer dependency","2004","Employed","Female","129","0.0244768257843311","0.0206593080302027","0.0282943435384596"
"High transfer dependency","2004","Employed","Male","112","0.0197125695379713","0.0164800217731956","0.022945117302747"
"High transfer dependency","2004","Not Employed","Female","103","0.0195747249219561","0.0157017791765231","0.0234476706673891"
"High transfer dependency","2004","Not Employed","Male","96","0.0260027727805135","0.0205229782230885","0.0314825673379384"
"Low transfer dependency","2004","Employed","Female","398","0.0720675669870216","0.0656788620720288","0.0784562719020143"
"Low transfer dependency","2004","Employed","Male","436","0.0607817182897456","0.0552256654157278","0.0663377711637634"
"Low transfer dependency","2004","Not Employed","Female","346","0.0610063278994099","0.0543151110454276","0.0676975447533923"
"Low transfer dependency","2004","Not Employed","Male","208","0.0632010788757026","0.054822680181119","0.0715794775702863"
"Very high transfer dependency","2004","Employed","Female","68","0.0154137132370673","0.0123702696892401","0.0184571567848945"
"Very high transfer dependency","2004","Employed","Male","48","0.0103045662513923","0.0079562193292322","0.0126529131735523"
"Very high transfer dependency","2004","Not Employed","Female","269","0.0572956900839636","0.0507983581639495","0.0637930220039777"
"Very high transfer dependency","2004","Not Employed","Male","224","0.0825574131892081","0.0730810199965409","0.0920338063818753"
"Very low transfer dependency","2004","Employed","Female","5699","0.88804189399158","0.880252041743462","0.895831746239698"
"Very low transfer dependency","2004","Employed","Male","6508","0.909201145920891","0.902519756491716","0.915882535350065"
"Very low transfer dependency","2004","Not Employed","Female","4197","0.86212325709467","0.852484600264449","0.871761913924891"
"Very low transfer dependency","2004","Not Employed","Male","2712","0.828238735154576","0.815251521967876","0.841225948341275"
"High transfer dependency","2005","Employed","Female","125","0.0235685228022816","0.0197509796463194","0.0273860659582438"
"High transfer dependency","2005","Employed","Male","97","0.0183788973569474","0.0151646208556474","0.0215931738582475"
"High transfer dependency","2005","Not Employed","Female","138","0.0290030350072464","0.0242023058174473","0.0338037641970456"
"High transfer dependency","2005","Not Employed","Male","110","0.0331096916381607","0.0268713274998354","0.0393480557764859"
"Low transfer dependency","2005","Employed","Female","387","0.0707756811571834","0.0643221234096587","0.0772292389047081"
"Low transfer dependency","2005","Employed","Male","436","0.068302427626239","0.0622656230664457","0.0743392321860322"
"Low transfer dependency","2005","Not Employed","Female","347","0.0679198796209766","0.0607220489639823","0.075117710277971"
"Low transfer dependency","2005","Not Employed","Male","218","0.0626779371559864","0.0542269718878584","0.0711289024241143"
"Very high transfer dependency","2005","Employed","Female","78","0.0174847954867407","0.0141864449697697","0.0207831460037118"
"Very high transfer dependency","2005","Employed","Male","56","0.014064402249387","0.0112464315233909","0.016882372975383"
"Very high transfer dependency","2005","Not Employed","Female","268","0.0597945433646467","0.0530115919093221","0.0665774948199713"
"Very high transfer dependency","2005","Not Employed","Male","216","0.0880013109932957","0.0781238294291923","0.097878792557399"
"Very low transfer dependency","2005","Employed","Female","5476","0.888171000553794","0.880240101864633","0.896101899242956"
"Very low transfer dependency","2005","Employed","Male","6119","0.899254272767427","0.892051393469647","0.906457152065206"
"Very low transfer dependency","2005","Not Employed","Female","3941","0.84328254200713","0.832882818514536","0.853682265499725"
"Very low transfer dependency","2005","Not Employed","Male","2616","0.816211060212557","0.802706965549303","0.829715154875812"
"High transfer dependency","2006","Employed","Female","147","0.028761680662427","0.0246685221985435","0.0328548391263105"
"High transfer dependency","2006","Employed","Male","137","0.0223252501314652","0.0188640599709334","0.025786440291997"
"High transfer dependency","2006","Not Employed","Female","166","0.0340673099241847","0.029145346223664","0.0389892736247053"
"High transfer dependency","2006","Not Employed","Male","108","0.030166776388017","0.0245871197900072","0.0357464329860268"
"Low transfer dependency","2006","Employed","Female","384","0.0640524853904949","0.0580562004144171","0.0700487703665727"
"Low transfer dependency","2006","Employed","Male","438","0.0706133451944167","0.0646116808450284","0.0766150095438049"
"Low transfer dependency","2006","Not Employed","Female","314","0.0606314292182714","0.0541560833671597","0.067106775069383"
"Low transfer dependency","2006","Not Employed","Male","218","0.0545238292170448","0.0471173303919569","0.0619303280421328"
"Very high transfer dependency","2006","Employed","Female","111","0.024006017791159","0.0202573914228481","0.02775464415947"
"Very high transfer dependency","2006","Employed","Male","71","0.0149558169974405","0.0121122529092868","0.0177993810855942"
"Very high transfer dependency","2006","Not Employed","Female","332","0.0735127808788578","0.0664317384632369","0.0805938232944787"
"Very high transfer dependency","2006","Not Employed","Male","269","0.101197238765072","0.0913591435741058","0.111035333956039"
"Very low transfer dependency","2006","Employed","Female","5763","0.883179816155919","0.875313488459973","0.891046143851865"
"Very low transfer dependency","2006","Employed","Male","6353","0.892105587676678","0.884837206399911","0.899373968953444"
"Very low transfer dependency","2006","Not Employed","Female","4406","0.831788479978686","0.821639313604942","0.841937646352431"
"Very low transfer dependency","2006","Not Employed","Male","3015","0.814112155629866","0.801422141510173","0.826802169749558"
"High transfer dependency","2007","Employed","Female","139","0.0289938175855282","0.0247581178303265","0.0332295173407298"
"High transfer dependency","2007","Employed","Male","121","0.0259031942557181","0.0220421717841072","0.029764216727329"
"High transfer dependency","2007","Not Employed","Female","135","0.0298353552908829","0.025058542575813","0.0346121680059528"
"High transfer dependency","2007","Not Employed","Male","93","0.030766308019679","0.024983931667492","0.036548684371866"
"Low transfer dependency","2007","Employed","Female","361","0.0703512242878348","0.063895324953817","0.0768071236218527"
"Low transfer dependency","2007","Employed","Male","377","0.0610522608469677","0.0552326198550666","0.0668719018388688"
"Low transfer dependency","2007","Not Employed","Female","302","0.0600615512993698","0.053390444930174","0.0667326576685656"
"Low transfer dependency","2007","Not Employed","Male","197","0.0547149792218702","0.0470996458659472","0.0623303125777932"
"Very high transfer dependency","2007","Employed","Female","94","0.0214410942651798","0.0177844860624025","0.0250977024679571"
"Very high transfer dependency","2007","Employed","Male","66","0.0116863326247956","0.00907410432118052","0.0142985609284106"
"Very high transfer dependency","2007","Not Employed","Female","309","0.0708147183718633","0.0636125575889392","0.0780168791547873"
"Very high transfer dependency","2007","Not Employed","Male","244","0.0990337880368185","0.0890314769081761","0.109036099165461"
"Very low transfer dependency","2007","Employed","Female","5434","0.879213863861457","0.87098732265572","0.887440405067194"
"Very low transfer dependency","2007","Employed","Male","5938","0.901358212272519","0.894110452574998","0.908605971970039"
"Very low transfer dependency","2007","Not Employed","Female","4127","0.839288375037884","0.828976701967312","0.849600048108456"
"Very low transfer dependency","2007","Not Employed","Male","2892","0.815484924721632","0.802495847236372","0.828474002206893"
"High transfer dependency","2008","Employed","Female","110","0.0289170929669767","0.0245698733655906","0.0332643125683628"
"High transfer dependency","2008","Employed","Male","115","0.0251626693504464","0.0212458132520314","0.0290795254488613"
"High transfer dependency","2008","Not Employed","Female","107","0.0234660036133932","0.0190529203271591","0.0278790868996274"
"High transfer dependency","2008","Not Employed","Male","62","0.0223748596754325","0.0172400612417685","0.0275096581090964"
"Low transfer dependency","2008","Employed","Female","319","0.0590181002215721","0.0529046081065787","0.0651315923365655"
"Low transfer dependency","2008","Employed","Male","318","0.0555395290883408","0.0498117511224594","0.0612673070542221"
"Low transfer dependency","2008","Not Employed","Female","245","0.0585800333073307","0.0517338994977718","0.0654261671168896"
"Low transfer dependency","2008","Not Employed","Male","178","0.0589656546097175","0.0507874238876571","0.067143885331778"
"Very high transfer dependency","2008","Employed","Female","88","0.0200019684546951","0.0163698911829206","0.0236340457264695"
"Very high transfer dependency","2008","Employed","Male","57","0.00938408970395658","0.00697284154126895","0.0117953378666442"
"Very high transfer dependency","2008","Not Employed","Female","280","0.0738814012118611","0.0662557008159839","0.0815071016077384"
"Very high transfer dependency","2008","Not Employed","Male","189","0.0871168981804539","0.0773261507973404","0.0969076455635674"
"Very low transfer dependency","2008","Employed","Female","5191","0.892062838356756","0.88401295978179","0.900112716931722"
"Very low transfer dependency","2008","Employed","Male","5652","0.909913711857256","0.902753553355406","0.917073870359107"
"Very low transfer dependency","2008","Not Employed","Female","3888","0.844072561867415","0.833496352565392","0.854648771169438"
"Very low transfer dependency","2008","Not Employed","Male","2758","0.831542587534396","0.818548542417712","0.84453663265108"
"High transfer dependency","2009","Employed","Female","119","0.0232189625890452","0.019224376497666","0.0272135486804244"
"High transfer dependency","2009","Employed","Male","80","0.0166203568756153","0.0133147891507263","0.0199259246005044"
"High transfer dependency","2009","Not Employed","Female","84","0.0233750702567806","0.0187372052800316","0.0280129352335296"
"High transfer dependency","2009","Not Employed","Male","56","0.0220127012651215","0.0167596940569775","0.0272657084732655"
"Low transfer dependency","2009","Employed","Female","301","0.0615176597534451","0.0551443544246857","0.0678909650822044"
"Low transfer dependency","2009","Employed","Male","292","0.0559932868220198","0.0500487119374504","0.0619378617065892"
"Low transfer dependency","2009","Not Employed","Female","249","0.0666725499937337","0.0590153800202321","0.0743297199672353"
"Low transfer dependency","2009","Not Employed","Male","160","0.0646733940693913","0.0558679920199525","0.0734787961188302"
"Very high transfer dependency","2009","Employed","Female","77","0.02080138839677","0.0170158005759199","0.0245869762176202"
"Very high transfer dependency","2009","Employed","Male","51","0.0102071621587178","0.00760825993431007","0.0128060643831255"
"Very high transfer dependency","2009","Not Employed","Female","196","0.0529149001015157","0.0460432469916649","0.0597865532113665"
"Very high transfer dependency","2009","Not Employed","Male","162","0.0817136161759104","0.0719065070670354","0.0915207252847854"
"Very low transfer dependency","2009","Employed","Female","4963","0.89446198926074","0.886312372872072","0.902611605649407"
"Very low transfer dependency","2009","Employed","Male","5323","0.917179194143647","0.910052926925458","0.924305461361837"
"Very low transfer dependency","2009","Not Employed","Female","3548","0.85703747964797","0.846292917044794","0.867782042251146"
"Very low transfer dependency","2009","Not Employed","Male","2619","0.831600288489577","0.818202512664594","0.84499806431456"
"High transfer dependency","2010","Employed","Female","318","0.0300544966649087","0.0262242313621485","0.0338847619676688"
"High transfer dependency","2010","Employed","Male","219","0.0196802630025808","0.0166007437607047","0.0227597822444569"
"High transfer dependency","2010","Not Employed","Female","307","0.0296376929028687","0.025159926353907","0.0341154594518305"
"High transfer dependency","2010","Not Employed","Male","101","0.0266256472188158","0.0210539353797526","0.032197359057879"
"Low transfer dependency","2010","Employed","Female","649","0.0533178407367406","0.0482777444575444","0.0583579370159368"
"Low transfer dependency","2010","Employed","Male","758","0.0596246142631622","0.0543747627796322","0.0648744657466922"
"Low transfer dependency","2010","Not Employed","Female","593","0.0690410993568613","0.0623470117017308","0.0757351870119918"
"Low transfer dependency","2010","Not Employed","Male","203","0.0609202961993289","0.0526421929031809","0.0691983994954769"
"Very high transfer dependency","2010","Employed","Female","157","0.0163536598918582","0.0135083640397167","0.0191989557439997"
"Very high transfer dependency","2010","Employed","Male","133","0.0166926114929727","0.013852140269231","0.0195330827167144"
"Very high transfer dependency","2010","Not Employed","Female","631","0.062418981567749","0.0560314209591816","0.0688065421763165"
"Very high transfer dependency","2010","Not Employed","Male","339","0.0899825471363109","0.0800787299960579","0.099886364276564"
"Very low transfer dependency","2010","Employed","Female","6509","0.900274002706493","0.893552103307553","0.906995902105432"
"Very low transfer dependency","2010","Employed","Male","6705","0.904002511241284","0.897471230462159","0.91053379202041"
"Very low transfer dependency","2010","Not Employed","Female","3979","0.838902226172521","0.829195500978112","0.84860895136693"
"Very low transfer dependency","2010","Not Employed","Male","2564","0.822471509445544","0.809246588862987","0.835696430028101"
"High transfer dependency","2011","Employed","Female","391","0.0300395352627215","0.0265297112089463","0.0335493593164968"
"High transfer dependency","2011","Employed","Male","297","0.0279750610807789","0.0245770873162793","0.0313730348452785"
"High transfer dependency","2011","Not Employed","Female","369","0.0381240950791974","0.033494333692313","0.0427538564660817"
"High transfer dependency","2011","Not Employed","Male","150","0.0386280540952335","0.0326635678344751","0.0445925403559918"
"Low transfer dependency","2011","Employed","Female","847","0.0594888912049225","0.0546252489074291","0.0643525335024159"
"Low transfer dependency","2011","Employed","Male","912","0.0586231386469362","0.0537823949480323","0.0634638823458402"
"Low transfer dependency","2011","Not Employed","Female","651","0.059229810426955","0.0535227659308461","0.064936854923064"
"Low transfer dependency","2011","Not Employed","Male","250","0.0512393745065347","0.0444151054550223","0.058063643558047"
"Very high transfer dependency","2011","Employed","Female","189","0.0137849104004371","0.0113874606120746","0.0161823601887996"
"Very high transfer dependency","2011","Employed","Male","131","0.00982534905977353","0.00779287181524229","0.0118578263043048"
"Very high transfer dependency","2011","Not Employed","Female","726","0.0659510676846071","0.0599504626341515","0.0719516727350628"
"Very high transfer dependency","2011","Not Employed","Male","399","0.0903883349035005","0.0815135035631669","0.099263166243834"
"Very low transfer dependency","2011","Employed","Female","7659","0.896686663131919","0.890428306981071","0.902945019282767"
"Very low transfer dependency","2011","Employed","Male","7707","0.903576451212511","0.897494123675423","0.9096587787496"
"Very low transfer dependency","2011","Not Employed","Female","4826","0.83669502680924","0.827758214998026","0.845631838620455"
"Very low transfer dependency","2011","Not Employed","Male","3211","0.819744236494731","0.807846628090402","0.83164184489906"
"High transfer dependency","2012","Employed","Female","371","0.0254321963715098","0.0221984490654102","0.0286659436776094"
"High transfer dependency","2012","Employed","Male","252","0.0222037870566306","0.0191070733367814","0.0253005007764798"
"High transfer dependency","2012","Not Employed","Female","339","0.0402966965871358","0.0353992951084904","0.0451940980657813"
"High transfer dependency","2012","Not Employed","Male","156","0.0395283113439012","0.0335509707144693","0.0455056519733332"
"Low transfer dependency","2012","Employed","Female","734","0.0563935999794089","0.0516553445975648","0.0611318553612531"
"Low transfer dependency","2012","Employed","Male","706","0.0541600262894111","0.0494032621095704","0.0589167904692517"
"Low transfer dependency","2012","Not Employed","Female","546","0.0552132911712503","0.0495254010805334","0.0609011812619672"
"Low transfer dependency","2012","Not Employed","Male","241","0.0504774024740598","0.0437613706951654","0.0571934342529541"
"Very high transfer dependency","2012","Employed","Female","178","0.0137414399856882","0.0113502194514409","0.0161326605199356"
"Very high transfer dependency","2012","Employed","Male","127","0.0115572635934799","0.00931096946225309","0.0138035577247067"
"Very high transfer dependency","2012","Not Employed","Female","615","0.0620064527096522","0.0560005145069442","0.0680123909123602"
"Very high transfer dependency","2012","Not Employed","Male","346","0.0817657807536983","0.0733600761946016","0.090171485312795"
"Very low transfer dependency","2012","Employed","Female","7822","0.904432763663393","0.89839396190618","0.910471565420606"
"Very low transfer dependency","2012","Employed","Male","7612","0.912078923060479","0.906127428164735","0.918030417956222"
"Very low transfer dependency","2012","Not Employed","Female","4694","0.842483559531962","0.833411494548795","0.851555624515128"
"Very low transfer dependency","2012","Not Employed","Male","3339","0.828228505428341","0.816657736387898","0.839799274468784"
"High transfer dependency","2013","Employed","Female","327","0.0223095634198544","0.0192092129697808","0.0254099138699281"
"High transfer dependency","2013","Employed","Male","221","0.0205686051646746","0.0174705496742088","0.0236666606551404"
"High transfer dependency","2013","Not Employed","Female","515","0.0377017428071468","0.0335644324075133","0.0418390532067802"
"High transfer dependency","2013","Not Employed","Male","317","0.03706167273268","0.0323256021829118","0.0417977432824481"
"Low transfer dependency","2013","Employed","Female","642","0.0502486783001274","0.0456627016116253","0.0548346549886294"
"Low transfer dependency","2013","Employed","Male","593","0.0499956067607209","0.0452386578222726","0.0547525556991693"
"Low transfer dependency","2013","Not Employed","Female","789","0.0671993292754575","0.0617610759259317","0.0726375826249833"
"Low transfer dependency","2013","Not Employed","Male","453","0.0592876889304953","0.0533670702257526","0.0652083076352379"
"Very high transfer dependency","2013","Employed","Female","187","0.0144018749560457","0.0119008154756938","0.0169029344363976"
"Very high transfer dependency","2013","Employed","Male","102","0.00841097055312497","0.00641759708262835","0.0104043440236216"
"Very high transfer dependency","2013","Not Employed","Female","801","0.0646419542966051","0.059300878710845","0.0699830298823652"
"Very high transfer dependency","2013","Not Employed","Male","558","0.0861348935689399","0.0791011419752038","0.0931686451626759"
"Very low transfer dependency","2013","Employed","Female","7561","0.913039883323972","0.907124682424107","0.918955084223838"
"Very low transfer dependency","2013","Employed","Male","7147","0.921024817521479","0.915137997659918","0.926911637383041"
"Very low transfer dependency","2013","Not Employed","Female","6037","0.830456973620791","0.822306533225386","0.838607414016195"
"Very low transfer dependency","2013","Not Employed","Male","4784","0.817515744767885","0.80783258314558","0.82719890639019"
"High transfer dependency","2014","Employed","Female","346","0.0282417261900731","0.0248290069496877","0.0316544454304584"
"High transfer dependency","2014","Employed","Male","259","0.0226109203399929","0.019470850001946","0.0257509906780399"
"High transfer dependency","2014","Not Employed","Female","331","0.0337164527273731","0.0290724225137086","0.0383604829410376"
"High transfer dependency","2014","Not Employed","Male","201","0.0406921313461351","0.0346273945520509","0.0467568681402194"
"Low transfer dependency","2014","Employed","Female","697","0.06258900671702","0.0575991293862485","0.0675788840477914"
"Low transfer dependency","2014","Employed","Male","666","0.0551322927137918","0.0503113158739215","0.0599532695536621"
"Low transfer dependency","2014","Not Employed","Female","545","0.0584215522704225","0.0523871173717285","0.0644559871691165"
"Low transfer dependency","2014","Not Employed","Male","275","0.0580789706014194","0.0508994666811934","0.0652584745216454"
"Very high transfer dependency","2014","Employed","Female","194","0.0151334070403333","0.0126184366391001","0.0176483774415666"
"Very high transfer dependency","2014","Employed","Male","143","0.0119445942794931","0.0096499103933351","0.0142392781656511"
"Very high transfer dependency","2014","Not Employed","Female","617","0.0691179106718042","0.062591649589368","0.0756441717542404"
"Very high transfer dependency","2014","Not Employed","Male","418","0.103073883425429","0.0937406873510498","0.112407079499809"
"Very low transfer dependency","2014","Employed","Female","7815","0.894035860052574","0.887695225156","0.900376494949147"
"Very low transfer dependency","2014","Employed","Male","7542","0.910312192666722","0.90427676014885","0.916347625184594"
"Very low transfer dependency","2014","Not Employed","Female","4310","0.8387440843304","0.829281835411725","0.848206333249075"
"Very low transfer dependency","2014","Not Employed","Male","3183","0.798155014627016","0.785834457671533","0.810475571582499"
"High transfer dependency","2015","Employed","Female","300","0.0277692594288624","0.0242796920316088","0.0312588268261161"
"High transfer dependency","2015","Employed","Male","228","0.0218170956543292","0.0186189014660135","0.0250152898426448"
"High transfer dependency","2015","Not Employed","Female","340","0.0340863836373139","0.0295705096154213","0.0386022576592065"
"High transfer dependency","2015","Not Employed","Male","198","0.031149540612966","0.0261012503181655","0.0361978309077665"
"Low transfer dependency","2015","Employed","Female","563","0.0520862462848007","0.0473672383259089","0.0568052542436925"
"Low transfer dependency","2015","Employed","Male","513","0.0470080360803593","0.0423743458126917","0.0516417263480269"
"Low transfer dependency","2015","Not Employed","Female","552","0.0612080559299018","0.0552422217216147","0.0671738901381888"
"Low transfer dependency","2015","Not Employed","Male","299","0.0555406688467116","0.0488850674196714","0.0621962702737519"
"Very high transfer dependency","2015","Employed","Female","140","0.0139608021812387","0.0114690373957468","0.0164525669667305"
"Very high transfer dependency","2015","Employed","Male","114","0.0126131190002427","0.0101699627065165","0.015056275293969"
"Very high transfer dependency","2015","Not Employed","Female","702","0.0674648009410013","0.0612223742843712","0.0737072275976313"
"Very high transfer dependency","2015","Not Employed","Male","521","0.109351192343105","0.100282281560499","0.118420103125712"
"Very low transfer dependency","2015","Employed","Female","7514","0.906183692105098","0.899991391125788","0.912375993084408"
"Very low transfer dependency","2015","Employed","Male","7160","0.918561749265069","0.912573984583826","0.924549513946312"
"Very low transfer dependency","2015","Not Employed","Female","4608","0.837240759491783","0.828053621937899","0.846427897045667"
"Very low transfer dependency","2015","Not Employed","Male","3531","0.803958598197217","0.792421917722107","0.815495278672328"
"High transfer dependency","2016","Employed","Female","251","0.0256615114674448","0.0222609692317055","0.0290620537031841"
"High transfer dependency","2016","Employed","Male","181","0.0201208163242347","0.0169882175905248","0.0232534150579445"
"High transfer dependency","2016","Not Employed","Female","255","0.0322157817240383","0.0273578246535881","0.0370737387944885"
"High transfer dependency","2016","Not Employed","Male","149","0.0391046184115333","0.0327978528699255","0.0454113839531411"
"Low transfer dependency","2016","Employed","Female","605","0.0560496104915265","0.051102939657754","0.0609962813252989"
"Low transfer dependency","2016","Employed","Male","543","0.0519537388039002","0.0470024430103233","0.056905034597477"
"Low transfer dependency","2016","Not Employed","Female","453","0.0620117230347906","0.0553763449763154","0.0686471010932658"
"Low transfer dependency","2016","Not Employed","Male","243","0.0681822917242808","0.0599814980796353","0.0763830853689263"
"Very high transfer dependency","2016","Employed","Female","142","0.0126009476412202","0.0102021142572443","0.014999781025196"
"Very high transfer dependency","2016","Employed","Male","121","0.0130067073682744","0.0104789435729027","0.015534471163646"
"Very high transfer dependency","2016","Not Employed","Female","561","0.0635084934504209","0.0567988739155286","0.0702181129853132"
"Very high transfer dependency","2016","Not Employed","Male","408","0.108127850390237","0.0980242841580887","0.118231416622385"
"Very low transfer dependency","2016","Employed","Female","7308","0.905687930399809","0.899402644239144","0.911973216560473"
"Very low transfer dependency","2016","Employed","Male","6873","0.914918737503591","0.90869424529381","0.921143229713372"
"Very low transfer dependency","2016","Not Employed","Female","3806","0.84226400179075","0.832235880071629","0.852292123509872"
"Very low transfer dependency","2016","Not Employed","Male","2829","0.784585239473949","0.771209666261405","0.797960812686494"
"High transfer dependency","2017","Employed","Female","293","0.0259006554410205","0.0226705208962539","0.0291307899857872"
"High transfer dependency","2017","Employed","Male","238","0.0181177177556784","0.0153384426720085","0.0208969928393484"
"High transfer dependency","2017","Not Employed","Female","318","0.0335900819623643","0.0290357484989364","0.0381444154257921"
"High transfer dependency","2017","Not Employed","Male","250","0.0442256731393691","0.0385200934580051","0.049931252820733"
"Low transfer dependency","2017","Employed","Female","563","0.0444827020276202","0.0402901499457993","0.0486752541094411"
"Low transfer dependency","2017","Employed","Male","573","0.0485909626865715","0.0441106176036996","0.0530713077694435"
"Low transfer dependency","2017","Not Employed","Female","489","0.0667569308447424","0.0604475873418968","0.073066274347588"
"Low transfer dependency","2017","Not Employed","Male","259","0.0482766743411312","0.0423281547278054","0.0542251939544569"
"Very high transfer dependency","2017","Employed","Female","132","0.0102058636320678","0.00816195758537579","0.0122497696787597"
"Very high transfer dependency","2017","Employed","Male","153","0.0128466065519771","0.0105000198216424","0.0151931932823117"
"Very high transfer dependency","2017","Not Employed","Female","1212","0.0708998019845907","0.0644120775870202","0.0773875263821612"
"Very high transfer dependency","2017","Not Employed","Male","1458","0.119841933390491","0.110828928456071","0.128854938324911"
"Very low transfer dependency","2017","Employed","Female","8301","0.919410778899292","0.91387527852806","0.924946279270523"
"Very low transfer dependency","2017","Employed","Male","7883","0.920444713005773","0.914805955028306","0.92608347098324"
"Very low transfer dependency","2017","Not Employed","Female","3993","0.828753185208303","0.819230433486459","0.838275936930146"
"Very low transfer dependency","2017","Not Employed","Male","3021","0.787655719129009","0.776306306960994","0.799005131297023"
"High transfer dependency","2018","Employed","Female","290","0.0196968342836531","0.0168363299840289","0.0225573385832773"
"High transfer dependency","2018","Employed","Male","350","0.0257209866113541","0.0224042977321155","0.0290376754905927"
"High transfer dependency","2018","Not Employed","Female","427","0.0389429287290311","0.0341336330095596","0.0437522244485025"
"High transfer dependency","2018","Not Employed","Male","271","0.0359113071571372","0.0309291108231266","0.0408935034911477"
"Low transfer dependency","2018","Employed","Female","549","0.0454440510825519","0.0411565583119577","0.049731543853146"
"Low transfer dependency","2018","Employed","Male","594","0.0455884566260254","0.0412181235650434","0.0499587896870075"
"Low transfer dependency","2018","Not Employed","Female","465","0.0615690824446343","0.0555935709984073","0.0675445938908613"
"Low transfer dependency","2018","Not Employed","Male","278","0.0499058011308101","0.0440753040077911","0.0557362982538291"
"Very high transfer dependency","2018","Employed","Female","124","0.0112265980893719","0.0090577124056328","0.013395483773111"
"Very high transfer dependency","2018","Employed","Male","208","0.0115402366290267","0.00930251477231799","0.0137779584857353"
"Very high transfer dependency","2018","Not Employed","Female","1577","0.077503038201807","0.0708559043492489","0.0841501720543651"
"Very high transfer dependency","2018","Not Employed","Male","1877","0.118707106358165","0.110046561215441","0.127367651500889"
"Very low transfer dependency","2018","Employed","Female","8102","0.923632516544423","0.918165277871356","0.929099755217491"
"Very low transfer dependency","2018","Employed","Male","7599","0.917150320133594","0.911374882115025","0.922925758152163"
"Very low transfer dependency","2018","Not Employed","Female","3747","0.821984950624528","0.812475555769686","0.831494345479369"
"Very low transfer dependency","2018","Not Employed","Male","2932","0.795475785353888","0.784675565773626","0.806276004934149"
"High transfer dependency","2019","Employed","Female","232","0.0170950719395655","0.0144098556266809","0.0197802882524502"
"High transfer dependency","2019","Employed","Male","363","0.0234875237690424","0.0204443690585405","0.0265306784795444"
"High transfer dependency","2019","Not Employed","Female","341","0.0373530059918738","0.0325360080804584","0.0421700039032892"
"High transfer dependency","2019","Not Employed","Male","198","0.0374370582517992","0.0321711143404135","0.042703002163185"
"Low transfer dependency","2019","Employed","Female","497","0.0496951886435262","0.0451934871874769","0.0541968900995755"
"Low transfer dependency","2019","Employed","Male","520","0.0474426686585613","0.0431710090862436","0.051714328230879"
"Low transfer dependency","2019","Not Employed","Female","417","0.0649791642236431","0.0587176718693161","0.07124065657797"
"Low transfer dependency","2019","Not Employed","Male","251","0.0584305472016308","0.0519239044917691","0.0649371899114925"
"Very high transfer dependency","2019","Employed","Female","110","0.0089758672037474","0.00702211995828298","0.0109296144492118"
"Very high transfer dependency","2019","Employed","Male","251","0.00999845676377297","0.00799928117683217","0.0119976323507138"
"Very high transfer dependency","2019","Not Employed","Female","1462","0.0718186773516111","0.065260015148277","0.0783773395549451"
"Very high transfer dependency","2019","Not Employed","Male","1557","0.110738365539613","0.102033248085608","0.119443482993619"
"Very low transfer dependency","2019","Employed","Female","8113","0.924233872213161","0.918752156097208","0.929715588329113"
"Very low transfer dependency","2019","Employed","Male","8380","0.919071350808623","0.913591202934255","0.924551498682992"
"Very low transfer dependency","2019","Not Employed","Female","3733","0.825849152432872","0.816215448180291","0.835482856685453"
"Very low transfer dependency","2019","Not Employed","Male","2986","0.793394029006957","0.782162815046608","0.804625242967305"
