"transab_cat2","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","1993","Not Employed","Couple + C. LE 16 ","33","0.0487611662536555","0.031427015374139","0.0660953171331719"
"High transfer dependency","1993","Not Employed","Couple + C. GT 16 ","13","","",""
"High transfer dependency","1993","Not Employed","Couple + C. LE and GT 16","14","","",""
"High transfer dependency","1993","Employed","1-pers.-HH","12","","",""
"High transfer dependency","1993","Employed","(Married) couple without C. ","25","","",""
"High transfer dependency","1993","Employed","Single parent ","16","","",""
"High transfer dependency","1993","Employed","Couple + C. LE 16 ","38","0.013158519505689","0.00869252219176825","0.0176245168196097"
"High transfer dependency","1993","Employed","Couple + C. GT 16 ","3","","",""
"High transfer dependency","1993","Employed","Couple + C. LE and GT 16","8","","",""
"Very high transfer dependency","1993","Not Employed","1-pers.-HH","47","0.0527501719020718","0.0363309602418364","0.0691693835623071"
"Very high transfer dependency","1993","Not Employed","(Married) couple without C. ","27","","",""
"Very high transfer dependency","1993","Not Employed","Single parent ","35","0.161615678601852","0.110213882211935","0.213017474991769"
"Very high transfer dependency","1993","Not Employed","Couple + C. LE 16 ","28","","",""
"Very high transfer dependency","1993","Not Employed","Couple + C. GT 16 ","12","","",""
"Very high transfer dependency","1993","Not Employed","Couple + C. LE and GT 16","7","","",""
"Very high transfer dependency","1993","Employed","1-pers.-HH","2","","",""
"Very high transfer dependency","1993","Employed","(Married) couple without C. ","5","","",""
"Very high transfer dependency","1993","Employed","Single parent ","7","","",""
"Very high transfer dependency","1993","Employed","Couple + C. LE 16 ","12","","",""
"Very high transfer dependency","1993","Employed","Couple + C. GT 16 ","1","","",""
"Very high transfer dependency","1993","Employed","Couple + C. LE and GT 16","2","","",""
"Very low transfer dependency","1994","Not Employed","1-pers.-HH","657","0.920630513780726","0.900994565999597","0.940266461561855"
"Very low transfer dependency","1994","Not Employed","(Married) couple without C. ","1387","0.93606662946737","0.923756220455685","0.948377038479055"
"Very low transfer dependency","1994","Not Employed","Single parent ","135","0.698609214268062","0.634855764058269","0.762362664477854"
"Very low transfer dependency","1994","Not Employed","Couple + C. LE 16 ","465","0.768018704870156","0.73551948237817","0.800517927362142"
"Very low transfer dependency","1994","Not Employed","Couple + C. GT 16 ","669","0.893120749716606","0.871603473779714","0.914638025653497"
"Very low transfer dependency","1994","Not Employed","Couple + C. LE and GT 16","269","0.889057510442326","0.855017624528797","0.923097396355855"
"Very low transfer dependency","1994","Employed","1-pers.-HH","641","0.94307537707502","0.925673430970567","0.960477323179473"
"Very low transfer dependency","1994","Employed","(Married) couple without C. ","1792","0.967152531795189","0.959089202582671","0.975215861007707"
"Very low transfer dependency","1994","Employed","Single parent ","337","0.903323495813702","0.873453422343656","0.933193569283748"
"Very low transfer dependency","1994","Employed","Couple + C. LE 16 ","2137","0.922907895376149","0.912146310847579","0.93366947990472"
"Very low transfer dependency","1994","Employed","Couple + C. GT 16 ","1579","0.956739715920625","0.946935295558582","0.966544136282668"
"Very low transfer dependency","1994","Employed","Couple + C. LE and GT 16","786","0.948057870043529","0.933139687078498","0.96297605300856"
"Low transfer dependency","1994","Not Employed","1-pers.-HH","16","","",""
"Low transfer dependency","1994","Not Employed","(Married) couple without C. ","62","0.0275991870945752","0.0193554126148194","0.035842961574331"
"Low transfer dependency","1994","Not Employed","Single parent ","18","","",""
"Low transfer dependency","1994","Not Employed","Couple + C. LE 16 ","101","0.123626563389588","0.0982833844997414","0.148969742279435"
"Low transfer dependency","1994","Not Employed","Couple + C. GT 16 ","90","0.0809986176113566","0.0619973582485118","0.0999998769742015"
"Low transfer dependency","1994","Not Employed","Couple + C. LE and GT 16","36","0.0704748586601543","0.0427338727420872","0.0982158445782214"
"Low transfer dependency","1994","Employed","1-pers.-HH","19","","",""
"Low transfer dependency","1994","Employed","(Married) couple without C. ","64","0.0240161187514536","0.0170900198549023","0.0309422176480049"
"Low transfer dependency","1994","Employed","Single parent ","24","","",""
"Low transfer dependency","1994","Employed","Couple + C. LE 16 ","174","0.0583143824189133","0.048860005801182","0.0677687590366446"
"Low transfer dependency","1994","Employed","Couple + C. GT 16 ","62","0.0293295502832888","0.0211980825196896","0.037461018046888"
"Low transfer dependency","1994","Employed","Couple + C. LE and GT 16","48","0.0403846586779229","0.0271505277254492","0.0536187896303967"
"High transfer dependency","1994","Not Employed","1-pers.-HH","11","","",""
"High transfer dependency","1994","Not Employed","(Married) couple without C. ","35","0.0162260564579906","0.00986821857448789","0.0225838943414934"
"High transfer dependency","1994","Not Employed","Single parent ","8","","",""
"High transfer dependency","1994","Not Employed","Couple + C. LE 16 ","33","0.0497139333383076","0.0329788903733281","0.0664489763032872"
"High transfer dependency","1994","Not Employed","Couple + C. GT 16 ","16","","",""
"High transfer dependency","1994","Not Employed","Couple + C. LE and GT 16","14","","",""
"High transfer dependency","1994","Employed","1-pers.-HH","11","","",""
"High transfer dependency","1994","Employed","(Married) couple without C. ","16","","",""
"High transfer dependency","1994","Employed","Single parent ","6","","",""
"High transfer dependency","1994","Employed","Couple + C. LE 16 ","43","0.0170430248700636","0.0118210751868005","0.0222649745533267"
"High transfer dependency","1994","Employed","Couple + C. GT 16 ","12","","",""
"High transfer dependency","1994","Employed","Couple + C. LE and GT 16","12","","",""
"Very high transfer dependency","1994","Not Employed","1-pers.-HH","44","0.0563610485818151","0.039608732322664","0.0731133648409661"
"Very high transfer dependency","1994","Not Employed","(Married) couple without C. ","33","0.0201081269800642","0.013044460455285","0.0271717935048434"
"Very high transfer dependency","1994","Not Employed","Single parent ","38","0.1951766675399","0.140110382140974","0.250242952938825"
"Very high transfer dependency","1994","Not Employed","Couple + C. LE 16 ","49","0.0586407984019484","0.0405508132056368","0.0767307835982601"
"Very high transfer dependency","1994","Not Employed","Couple + C. GT 16 ","17","","",""
"Very high transfer dependency","1994","Not Employed","Couple + C. LE and GT 16","8","","",""
"Very high transfer dependency","1994","Employed","1-pers.-HH","10","","",""
"Very high transfer dependency","1994","Employed","(Married) couple without C. ","5","","",""
"Very high transfer dependency","1994","Employed","Single parent ","9","","",""
"Very high transfer dependency","1994","Employed","Couple + C. LE 16 ","6","","",""
"Very high transfer dependency","1994","Employed","Couple + C. GT 16 ","1","","",""
"Very high transfer dependency","1994","Employed","Couple + C. LE and GT 16","4","","",""
"Very low transfer dependency","1995","Not Employed","1-pers.-HH","655","0.896099311250165","0.874114663265148","0.918083959235182"
"Very low transfer dependency","1995","Not Employed","(Married) couple without C. ","1407","0.931871716868696","0.91931996340256","0.944423470334833"
"Very low transfer dependency","1995","Not Employed","Single parent ","138","0.670467256103618","0.60863577103269","0.732298741174546"
"Very low transfer dependency","1995","Not Employed","Couple + C. LE 16 ","517","0.747131351313014","0.715382514613888","0.778880188012141"
"Very low transfer dependency","1995","Not Employed","Couple + C. GT 16 ","698","0.888001058728012","0.866309848832434","0.909692268623591"
"Very low transfer dependency","1995","Not Employed","Couple + C. LE and GT 16","312","0.809301862182884","0.770657928018074","0.847945796347694"
"Very low transfer dependency","1995","Employed","1-pers.-HH","669","0.931575961603966","0.913057177303337","0.950094745904596"
"Very low transfer dependency","1995","Employed","(Married) couple without C. ","1884","0.968452124093125","0.960729592673764","0.976174655512487"
"Very low transfer dependency","1995","Employed","Single parent ","340","0.90344797753791","0.874060352437455","0.932835602638365"
"Very low transfer dependency","1995","Employed","Couple + C. LE 16 ","2209","0.930712573424673","0.920578257342808","0.940846889506538"
"Very low transfer dependency","1995","Employed","Couple + C. GT 16 ","1593","0.958297178150091","0.948709296126812","0.96788506017337"
"Very low transfer dependency","1995","Employed","Couple + C. LE and GT 16","793","0.953809950995785","0.939699406772163","0.967920495219407"
"Low transfer dependency","1995","Not Employed","1-pers.-HH","15","","",""
"Low transfer dependency","1995","Not Employed","(Married) couple without C. ","67","0.0299331493551436","0.0214444793429585","0.0384218193673288"
"Low transfer dependency","1995","Not Employed","Single parent ","19","","",""
"Low transfer dependency","1995","Not Employed","Couple + C. LE 16 ","88","0.104740005764828","0.0823727487291304","0.127107262800525"
"Low transfer dependency","1995","Not Employed","Couple + C. GT 16 ","84","0.0789022902385693","0.0603598139509939","0.0974447665261446"
"Low transfer dependency","1995","Not Employed","Couple + C. LE and GT 16","37","0.0628380541767971","0.0389670040626528","0.0867091042909413"
"Low transfer dependency","1995","Employed","1-pers.-HH","31","0.0500063400137731","0.0340191596960905","0.0659935203314556"
"Low transfer dependency","1995","Employed","(Married) couple without C. ","67","0.0254513315264406","0.0184932011140716","0.0324094619388096"
"Low transfer dependency","1995","Employed","Single parent ","29","","",""
"Low transfer dependency","1995","Employed","Couple + C. LE 16 ","144","0.0486413932811227","0.0400565065747614","0.057226279987484"
"Low transfer dependency","1995","Employed","Couple + C. GT 16 ","62","0.0320313967312275","0.0235862260919531","0.0404765673705019"
"Low transfer dependency","1995","Employed","Couple + C. LE and GT 16","44","0.0346785749240067","0.0223785717923796","0.0469785780556337"
"High transfer dependency","1995","Not Employed","1-pers.-HH","13","","",""
"High transfer dependency","1995","Not Employed","(Married) couple without C. ","25","","",""
"High transfer dependency","1995","Not Employed","Single parent ","22","","",""
"High transfer dependency","1995","Not Employed","Couple + C. LE 16 ","29","","",""
"High transfer dependency","1995","Not Employed","Couple + C. GT 16 ","17","","",""
"High transfer dependency","1995","Not Employed","Couple + C. LE and GT 16","23","","",""
"High transfer dependency","1995","Employed","1-pers.-HH","9","","",""
"High transfer dependency","1995","Employed","(Married) couple without C. ","14","","",""
"High transfer dependency","1995","Employed","Single parent ","12","","",""
"High transfer dependency","1995","Employed","Couple + C. LE 16 ","41","0.0150479384298962","0.0101894017160725","0.0199064751437199"
"High transfer dependency","1995","Employed","Couple + C. GT 16 ","12","","",""
"High transfer dependency","1995","Employed","Couple + C. LE and GT 16","9","","",""
"Very high transfer dependency","1995","Not Employed","1-pers.-HH","57","0.0738043764975116","0.0549668163834335","0.0926419366115897"
"Very high transfer dependency","1995","Not Employed","(Married) couple without C. ","49","0.0274336431657029","0.0192966495228343","0.0355706368085716"
"Very high transfer dependency","1995","Not Employed","Single parent ","43","0.184076463666633","0.13309697612263","0.235055951210636"
"Very high transfer dependency","1995","Not Employed","Couple + C. LE 16 ","86","0.113311731795013","0.0901588655663595","0.136464598023666"
"Very high transfer dependency","1995","Not Employed","Couple + C. GT 16 ","13","","",""
"Very high transfer dependency","1995","Not Employed","Couple + C. LE and GT 16","25","","",""
"Very high transfer dependency","1995","Employed","1-pers.-HH","5","","",""
"Very high transfer dependency","1995","Employed","(Married) couple without C. ","3","","",""
"Very high transfer dependency","1995","Employed","Single parent ","7","","",""
"Very high transfer dependency","1995","Employed","Couple + C. LE 16 ","18","","",""
"Very high transfer dependency","1995","Employed","Couple + C. GT 16 ","3","","",""
"Very high transfer dependency","1995","Employed","Couple + C. LE and GT 16","4","","",""
"Very low transfer dependency","1996","Not Employed","1-pers.-HH","641","0.89725935675626","0.875368840192112","0.919149873320408"
"Very low transfer dependency","1996","Not Employed","(Married) couple without C. ","1324","0.88653890523768","0.870765162712994","0.902312647762365"
"Very low transfer dependency","1996","Not Employed","Single parent ","145","0.662019220591289","0.600349046797228","0.723689394385349"
"Very low transfer dependency","1996","Not Employed","Couple + C. LE 16 ","497","0.797608116868078","0.766932259356434","0.828283974379723"
"Very low transfer dependency","1996","Not Employed","Couple + C. GT 16 ","632","0.856936402773791","0.832442830525297","0.881429975022284"
"Very low transfer dependency","1996","Not Employed","Couple + C. LE and GT 16","284","0.8279801122596","0.788442234762754","0.867517989756446"
"Very low transfer dependency","1996","Employed","1-pers.-HH","705","0.963702029944799","0.950235628936424","0.977168430953173"
"Very low transfer dependency","1996","Employed","(Married) couple without C. ","1889","0.952442853827698","0.943110789891123","0.961774917764273"
"Very low transfer dependency","1996","Employed","Single parent ","380","0.906228584540353","0.878546588279767","0.93391058080094"
"Very low transfer dependency","1996","Employed","Couple + C. LE 16 ","2148","0.934859849415049","0.924816112003111","0.944903586826987"
"Very low transfer dependency","1996","Employed","Couple + C. GT 16 ","1456","0.943894869424793","0.93250812112853","0.955281617721056"
"Very low transfer dependency","1996","Employed","Couple + C. LE and GT 16","823","0.924463026195976","0.907169783614113","0.941756268777839"
"Low transfer dependency","1996","Not Employed","1-pers.-HH","21","","",""
"Low transfer dependency","1996","Not Employed","(Married) couple without C. ","102","0.0491143511335506","0.0383662754718322","0.0598624267952689"
"Low transfer dependency","1996","Not Employed","Single parent ","16","","",""
"Low transfer dependency","1996","Not Employed","Couple + C. LE 16 ","83","0.101055141120373","0.0780433132580983","0.124066968982647"
"Low transfer dependency","1996","Not Employed","Couple + C. GT 16 ","98","0.0991214625299114","0.0782174222504061","0.120025502809417"
"Low transfer dependency","1996","Not Employed","Couple + C. LE and GT 16","31","0.0867666697482365","0.0572762190390627","0.11625712045741"
"Low transfer dependency","1996","Employed","1-pers.-HH","22","","",""
"Low transfer dependency","1996","Employed","(Married) couple without C. ","77","0.0333788546353038","0.0255027004419818","0.0412550088286257"
"Low transfer dependency","1996","Employed","Single parent ","25","","",""
"Low transfer dependency","1996","Employed","Couple + C. LE 16 ","134","0.0534892457875403","0.0443313914764227","0.0626471000986579"
"Low transfer dependency","1996","Employed","Couple + C. GT 16 ","87","0.0426809234767314","0.0326790379512008","0.0526828090022619"
"Low transfer dependency","1996","Employed","Couple + C. LE and GT 16","49","0.0528727566096853","0.0382283421766862","0.0675171710426845"
"High transfer dependency","1996","Not Employed","1-pers.-HH","16","","",""
"High transfer dependency","1996","Not Employed","(Married) couple without C. ","44","0.0245126491112204","0.0168219059396735","0.0322033922827672"
"High transfer dependency","1996","Not Employed","Single parent ","19","","",""
"High transfer dependency","1996","Not Employed","Couple + C. LE 16 ","31","0.042103224827512","0.0267703913194256","0.0574360583355984"
"High transfer dependency","1996","Not Employed","Couple + C. GT 16 ","32","0.0285239239509435","0.0168790725054297","0.0401687753964573"
"High transfer dependency","1996","Not Employed","Couple + C. LE and GT 16","14","","",""
"High transfer dependency","1996","Employed","1-pers.-HH","10","","",""
"High transfer dependency","1996","Employed","(Married) couple without C. ","25","","",""
"High transfer dependency","1996","Employed","Single parent ","17","","",""
"High transfer dependency","1996","Employed","Couple + C. LE 16 ","32","0.0106064213364586","0.00643708723311211","0.0147757554398051"
"High transfer dependency","1996","Employed","Couple + C. GT 16 ","21","","",""
"High transfer dependency","1996","Employed","Couple + C. LE and GT 16","19","","",""
"Very high transfer dependency","1996","Not Employed","1-pers.-HH","61","0.0633077060742618","0.0457506120810795","0.080864800067444"
"Very high transfer dependency","1996","Not Employed","(Married) couple without C. ","83","0.0398340945175494","0.0301074514712587","0.0495607375638401"
"Very high transfer dependency","1996","Not Employed","Single parent ","46","0.222594618286596","0.168360201676805","0.276829034896387"
"Very high transfer dependency","1996","Not Employed","Couple + C. LE 16 ","48","0.0592335171840369","0.0412103935302298","0.0772566408378439"
"Very high transfer dependency","1996","Not Employed","Couple + C. GT 16 ","23","","",""
"Very high transfer dependency","1996","Not Employed","Couple + C. LE and GT 16","21","","",""
"Very high transfer dependency","1996","Employed","1-pers.-HH","4","","",""
"Very high transfer dependency","1996","Employed","(Married) couple without C. ","7","","",""
"Very high transfer dependency","1996","Employed","Single parent ","4","","",""
"Very high transfer dependency","1996","Employed","Couple + C. LE 16 ","5","","",""
"Very high transfer dependency","1996","Employed","Couple + C. GT 16 ","5","","",""
"Very high transfer dependency","1996","Employed","Couple + C. LE and GT 16","6","","",""
"Very low transfer dependency","1997","Not Employed","1-pers.-HH","636","0.882318391096211","0.859054555951962","0.90558222624046"
"Very low transfer dependency","1997","Not Employed","(Married) couple without C. ","1385","0.879442988151067","0.863674457556543","0.89521151874559"
"Very low transfer dependency","1997","Not Employed","Single parent ","134","0.59873194440339","0.532751738083808","0.664712150722972"
"Very low transfer dependency","1997","Not Employed","Couple + C. LE 16 ","451","0.725808141364258","0.691539586347972","0.760076696380544"
"Very low transfer dependency","1997","Not Employed","Couple + C. GT 16 ","653","0.857950476031927","0.833637590726529","0.882263361337326"
"Very low transfer dependency","1997","Not Employed","Couple + C. LE and GT 16","279","0.797814771440509","0.75603561541372","0.839593927467297"
"Very low transfer dependency","1997","Employed","1-pers.-HH","673","0.939246899495087","0.921798485734323","0.956695313255851"
"Very low transfer dependency","1997","Employed","(Married) couple without C. ","1829","0.943973622836771","0.933784685810944","0.954162559862598"
"Very low transfer dependency","1997","Employed","Single parent ","347","0.847430629309194","0.812710187811758","0.88215107080663"
"Very low transfer dependency","1997","Employed","Couple + C. LE 16 ","1920","0.895926471428634","0.883063969150585","0.908788973706682"
"Very low transfer dependency","1997","Employed","Couple + C. GT 16 ","1456","0.941231700285527","0.929575699919477","0.952887700651577"
"Very low transfer dependency","1997","Employed","Couple + C. LE and GT 16","759","0.922125884127642","0.904047128323032","0.940204639932253"
"Low transfer dependency","1997","Not Employed","1-pers.-HH","17","","",""
"Low transfer dependency","1997","Not Employed","(Married) couple without C. ","130","0.0591874303170637","0.04775976690193","0.0706150937321975"
"Low transfer dependency","1997","Not Employed","Single parent ","18","","",""
"Low transfer dependency","1997","Not Employed","Couple + C. LE 16 ","102","0.13605205797044","0.109715807634017","0.162388308306863"
"Low transfer dependency","1997","Not Employed","Couple + C. GT 16 ","85","0.0796532874222257","0.0607967005955651","0.0985098742488862"
"Low transfer dependency","1997","Not Employed","Couple + C. LE and GT 16","41","0.108367238633807","0.0760320106969789","0.140702466570635"
"Low transfer dependency","1997","Employed","1-pers.-HH","26","","",""
"Low transfer dependency","1997","Employed","(Married) couple without C. ","92","0.0445090693526327","0.0353723513789944","0.0536457873262711"
"Low transfer dependency","1997","Employed","Single parent ","39","0.0811593514447304","0.0547906424855907","0.10752806040387"
"Low transfer dependency","1997","Employed","Couple + C. LE 16 ","194","0.0825415079327307","0.0709497700415305","0.0941332458239309"
"Low transfer dependency","1997","Employed","Couple + C. GT 16 ","90","0.0445288092372307","0.0343062636518329","0.0547513548226285"
"Low transfer dependency","1997","Employed","Couple + C. LE and GT 16","66","0.0600616335884771","0.0440319434873264","0.0760913236896278"
"High transfer dependency","1997","Not Employed","1-pers.-HH","19","","",""
"High transfer dependency","1997","Not Employed","(Married) couple without C. ","56","0.0270164081006769","0.0191648164493174","0.0348679997520364"
"High transfer dependency","1997","Not Employed","Single parent ","16","","",""
"High transfer dependency","1997","Not Employed","Couple + C. LE 16 ","35","0.0490540333995654","0.0324630213659248","0.065645045433206"
"High transfer dependency","1997","Not Employed","Couple + C. GT 16 ","23","","",""
"High transfer dependency","1997","Not Employed","Couple + C. LE and GT 16","18","","",""
"High transfer dependency","1997","Employed","1-pers.-HH","13","","",""
"High transfer dependency","1997","Employed","(Married) couple without C. ","30","0.0100574552310106","0.00563664648380076","0.0144782639782205"
"High transfer dependency","1997","Employed","Single parent ","20","","",""
"High transfer dependency","1997","Employed","Couple + C. LE 16 ","35","0.0144977464492964","0.00946276121124911","0.0195327316873437"
"High transfer dependency","1997","Employed","Couple + C. GT 16 ","13","","",""
"High transfer dependency","1997","Employed","Couple + C. LE and GT 16","14","","",""
"Very high transfer dependency","1997","Not Employed","1-pers.-HH","65","0.0762963310819744","0.0571302858604709","0.095462376303478"
"Very high transfer dependency","1997","Not Employed","(Married) couple without C. ","67","0.0343531734311923","0.0255328658097478","0.0431734810526368"
"Very high transfer dependency","1997","Not Employed","Single parent ","44","0.246283957622698","0.188287415337887","0.30428049990751"
"Very high transfer dependency","1997","Not Employed","Couple + C. LE 16 ","63","0.0890857672657368","0.0672030875921713","0.110968446939302"
"Very high transfer dependency","1997","Not Employed","Couple + C. GT 16 ","31","0.0381873228899663","0.0248401171359633","0.0515345286439693"
"Very high transfer dependency","1997","Not Employed","Couple + C. LE and GT 16","17","","",""
"Very high transfer dependency","1997","Employed","1-pers.-HH","8","","",""
"Very high transfer dependency","1997","Employed","(Married) couple without C. ","6","","",""
"Very high transfer dependency","1997","Employed","Single parent ","6","","",""
"Very high transfer dependency","1997","Employed","Couple + C. LE 16 ","16","","",""
"Very high transfer dependency","1997","Employed","Couple + C. GT 16 ","5","","",""
"Very high transfer dependency","1997","Employed","Couple + C. LE and GT 16","5","","",""
"Very low transfer dependency","1998","Not Employed","1-pers.-HH","776","0.875250036565941","0.853733603617244","0.896766469514638"
"Very low transfer dependency","1998","Not Employed","(Married) couple without C. ","1710","0.898969267024186","0.885671346816656","0.912267187231715"
"Very low transfer dependency","1998","Not Employed","Single parent ","146","0.540775764723151","0.480085473864435","0.601466055581867"
"Very low transfer dependency","1998","Not Employed","Couple + C. LE 16 ","476","0.709292165089264","0.676077733963589","0.74250659621494"
"Very low transfer dependency","1998","Not Employed","Couple + C. GT 16 ","716","0.876598926987349","0.854436217949343","0.898761636025355"
"Very low transfer dependency","1998","Not Employed","Couple + C. LE and GT 16","301","0.815768655588877","0.777094600945201","0.854442710232553"
"Very low transfer dependency","1998","Employed","1-pers.-HH","801","0.943126944939853","0.927575646746094","0.958678243133611"
"Very low transfer dependency","1998","Employed","(Married) couple without C. ","2060","0.948632571411951","0.939376742905264","0.957888399918638"
"Very low transfer dependency","1998","Employed","Single parent ","377","0.874110274420247","0.843289301672316","0.904931247168178"
"Very low transfer dependency","1998","Employed","Couple + C. LE 16 ","2083","0.905768029397125","0.893976128488162","0.917559930306089"
"Very low transfer dependency","1998","Employed","Couple + C. GT 16 ","1604","0.938903492091937","0.927554905979133","0.95025207820474"
"Very low transfer dependency","1998","Employed","Couple + C. LE and GT 16","777","0.92316397127881","0.905322400500806","0.941005542056814"
"Low transfer dependency","1998","Not Employed","1-pers.-HH","22","","",""
"Low transfer dependency","1998","Not Employed","(Married) couple without C. ","149","0.0569912525582028","0.0467619385555767","0.0672205665608289"
"Low transfer dependency","1998","Not Employed","Single parent ","34","0.122181351006344","0.0822969501921971","0.162065751820491"
"Low transfer dependency","1998","Not Employed","Couple + C. LE 16 ","130","0.132295416247842","0.107512967695273","0.157077864800411"
"Low transfer dependency","1998","Not Employed","Couple + C. GT 16 ","80","0.079175703280216","0.0609809044018494","0.0973705021585827"
"Low transfer dependency","1998","Not Employed","Couple + C. LE and GT 16","49","0.0903219458643809","0.0617266272363652","0.118917264492397"
"Low transfer dependency","1998","Employed","1-pers.-HH","27","","",""
"Low transfer dependency","1998","Employed","(Married) couple without C. ","94","0.0395557897049844","0.0313831289567856","0.0477284504531831"
"Low transfer dependency","1998","Employed","Single parent ","37","0.0708799379860981","0.0470366761068568","0.0947231998653394"
"Low transfer dependency","1998","Employed","Couple + C. LE 16 ","216","0.072202542562537","0.0617558449173819","0.0826492402076921"
"Low transfer dependency","1998","Employed","Couple + C. GT 16 ","81","0.0483577580370247","0.0381930941862942","0.0585224218877551"
"Low transfer dependency","1998","Employed","Couple + C. LE and GT 16","59","0.0569065143861898","0.041387305676137","0.0724257230962427"
"High transfer dependency","1998","Not Employed","1-pers.-HH","18","","",""
"High transfer dependency","1998","Not Employed","(Married) couple without C. ","43","0.0187067573690088","0.0127283815974578","0.0246851331405598"
"High transfer dependency","1998","Not Employed","Single parent ","13","","",""
"High transfer dependency","1998","Not Employed","Couple + C. LE 16 ","42","0.0490621292325195","0.0332629277836676","0.0648613306813715"
"High transfer dependency","1998","Not Employed","Couple + C. GT 16 ","25","","",""
"High transfer dependency","1998","Not Employed","Couple + C. LE and GT 16","20","","",""
"High transfer dependency","1998","Employed","1-pers.-HH","14","","",""
"High transfer dependency","1998","Employed","(Married) couple without C. ","25","","",""
"High transfer dependency","1998","Employed","Single parent ","22","","",""
"High transfer dependency","1998","Employed","Couple + C. LE 16 ","48","0.0181651235217638","0.0127748029302147","0.0235554441133129"
"High transfer dependency","1998","Employed","Couple + C. GT 16 ","22","","",""
"High transfer dependency","1998","Employed","Couple + C. LE and GT 16","11","","",""
"Very high transfer dependency","1998","Not Employed","1-pers.-HH","90","0.0891088391835168","0.0705573990521733","0.10766027931486"
"Very high transfer dependency","1998","Not Employed","(Married) couple without C. ","71","0.0253327230486027","0.0183992045474988","0.0322662415497066"
"Very high transfer dependency","1998","Not Employed","Single parent ","66","0.293123025542221","0.237686616064357","0.348559435020085"
"Very high transfer dependency","1998","Not Employed","Couple + C. LE 16 ","70","0.109350289430374","0.0865232650383127","0.132177313822436"
"Very high transfer dependency","1998","Not Employed","Couple + C. GT 16 ","25","","",""
"Very high transfer dependency","1998","Not Employed","Couple + C. LE and GT 16","16","","",""
"Very high transfer dependency","1998","Employed","1-pers.-HH","10","","",""
"Very high transfer dependency","1998","Employed","(Married) couple without C. ","6","","",""
"Very high transfer dependency","1998","Employed","Single parent ","9","","",""
"Very high transfer dependency","1998","Employed","Couple + C. LE 16 ","11","","",""
"Very high transfer dependency","1998","Employed","Couple + C. GT 16 ","4","","",""
"Very high transfer dependency","1998","Employed","Couple + C. LE and GT 16","9","","",""
"Very low transfer dependency","1999","Not Employed","1-pers.-HH","729","0.893481779859897","0.872606999652678","0.914356560067116"
"Very low transfer dependency","1999","Not Employed","(Married) couple without C. ","1679","0.918760427729548","0.90640750696629","0.931113348492805"
"Very low transfer dependency","1999","Not Employed","Single parent ","127","0.513580806785986","0.451870519993674","0.575291093578299"
"Very low transfer dependency","1999","Not Employed","Couple + C. LE 16 ","431","0.723239382367903","0.688413940061606","0.7580648246742"
"Very low transfer dependency","1999","Not Employed","Couple + C. GT 16 ","665","0.908324610658918","0.887889328978248","0.928759892339588"
"Very low transfer dependency","1999","Not Employed","Couple + C. LE and GT 16","232","0.763671025027202","0.717341433409767","0.810000616644637"
"Very low transfer dependency","1999","Employed","1-pers.-HH","784","0.919661856044785","0.901431542435944","0.937892169653625"
"Very low transfer dependency","1999","Employed","(Married) couple without C. ","2136","0.960882789186183","0.952866641637518","0.968898936734848"
"Very low transfer dependency","1999","Employed","Single parent ","379","0.852064110650284","0.819654744430391","0.884473476870178"
"Very low transfer dependency","1999","Employed","Couple + C. LE 16 ","2087","0.900761168025376","0.888673018884006","0.912849317166746"
"Very low transfer dependency","1999","Employed","Couple + C. GT 16 ","1639","0.96281348494334","0.953899674808124","0.971727295078556"
"Very low transfer dependency","1999","Employed","Couple + C. LE and GT 16","734","0.913121734121767","0.894040552126159","0.932202916117375"
"Low transfer dependency","1999","Not Employed","1-pers.-HH","16","","",""
"Low transfer dependency","1999","Not Employed","(Married) couple without C. ","115","0.0485981981291213","0.0388757245997239","0.0583206716585187"
"Low transfer dependency","1999","Not Employed","Single parent ","44","0.134952208638425","0.0927672264796768","0.177137190797174"
"Low transfer dependency","1999","Not Employed","Couple + C. LE 16 ","121","0.153327936923825","0.125281885685299","0.181373988162351"
"Low transfer dependency","1999","Not Employed","Couple + C. GT 16 ","61","0.055392979217604","0.0391940371383256","0.0715919212968824"
"Low transfer dependency","1999","Not Employed","Couple + C. LE and GT 16","47","0.135294475532689","0.0979934322914838","0.172595518773895"
"Low transfer dependency","1999","Employed","1-pers.-HH","33","0.0452236528861058","0.0312871823491421","0.0591601234230695"
"Low transfer dependency","1999","Employed","(Married) couple without C. ","80","0.0288830637133247","0.0219583161188803","0.0358078113077692"
"Low transfer dependency","1999","Employed","Single parent ","50","0.0954992951025299","0.0686704383809616","0.122328151824098"
"Low transfer dependency","1999","Employed","Couple + C. LE 16 ","210","0.074275923970832","0.0636741395034031","0.084877708438261"
"Low transfer dependency","1999","Employed","Couple + C. GT 16 ","76","0.0324121678067891","0.0240696182416953","0.0407547173718828"
"Low transfer dependency","1999","Employed","Couple + C. LE and GT 16","81","0.0698597720124934","0.0525905346879319","0.0871290093370549"
"High transfer dependency","1999","Not Employed","1-pers.-HH","17","","",""
"High transfer dependency","1999","Not Employed","(Married) couple without C. ","40","0.0141242301258583","0.00878869246264219","0.0194597677890743"
"High transfer dependency","1999","Not Employed","Single parent ","14","","",""
