"transab_cat2","year","sex","n","percent","lower_confidence","upper_confidence","value"
"Very high transfer dependency","1990","Male","57","0.0112967705569601","0.00826502466518298","0.0143285164487372","3"
"Very low transfer dependency","1990","Female","4554","0.954030803309976","0.948104581701896","0.959957024918055","0"
"Very low transfer dependency","1990","Male","4448","0.959171073564008","0.953494128597165","0.964848018530852","0"
"High transfer dependency","1991","Male","37","0.00610526458825502","0.00386414646866246","0.00834638270784757","2"
"High transfer dependency","1991","Female","54","0.0120955649530059","0.00900024496525406","0.0151908849407577","2"
"Low transfer dependency","1991","Female","147","0.0257911015593597","0.0213026556332676","0.0302795474854519","1"
"Low transfer dependency","1991","Male","133","0.0232174722101675","0.0188848710139221","0.0275500734064129","1"
"Very high transfer dependency","1991","Female","58","0.0118458660356723","0.00878227521225567","0.014909456859089","3"
"Very high transfer dependency","1991","Male","53","0.0122792168771641","0.00911078234566211","0.015447651408666","3"
"Very low transfer dependency","1991","Female","4532","0.950267467451962","0.944111756426635","0.956423178477289","0"
"Very low transfer dependency","1991","Male","4418","0.958398046324413","0.952653283150728","0.964142809498099","0"
"High transfer dependency","1992","Male","74","0.010535359095515","0.00804444688523686","0.0130262713057931","2"
"High transfer dependency","1992","Female","94","0.0123656372191836","0.00975298702901075","0.0149782874093565","2"
"Low transfer dependency","1992","Male","312","0.0334506143906143","0.0290638159088627","0.0378374128723658","1"
"Low transfer dependency","1992","Female","330","0.0316066545177098","0.0274705635496324","0.0357427454857872","1"
"Very high transfer dependency","1992","Female","90","0.0145913621722947","0.0117565060623663","0.0174262182822231","3"
"Very high transfer dependency","1992","Male","68","0.0115703979173432","0.00896135856458854","0.0141794372700979","3"
"Very low transfer dependency","1992","Female","6359","0.941436346090812","0.935885176667236","0.946987515514388","0"
"Very low transfer dependency","1992","Male","6000","0.944443628596528","0.938855214656187","0.950032042536868","0"
"High transfer dependency","1993","Female","108","0.0130921451549451","0.0103786463408583","0.0158056439690318","2"
"High transfer dependency","1993","Male","104","0.0140445057579985","0.0111515750416565","0.0169374364743406","2"
"Low transfer dependency","1993","Male","378","0.0406556702237603","0.0358005055369351","0.0455108349105855","1"
"Low transfer dependency","1993","Female","406","0.0407069121778201","0.03598958862065","0.0454242357349902","1"
"Very high transfer dependency","1993","Female","117","0.0167105459362296","0.0136505423363178","0.0197705495361415","3"
"Very high transfer dependency","1993","Male","87","0.0135665813421329","0.0107226097971826","0.0164105528870832","3"
"Very low transfer dependency","1993","Female","6110","0.929490396731005","0.92337911202639","0.935601681435621","0"
"Very low transfer dependency","1993","Male","5787","0.931733242676108","0.92553303010604","0.937933455246177","0"
"High transfer dependency","1994","Female","119","0.0150618058907792","0.0121383717931882","0.0179852399883701","2"
"High transfer dependency","1994","Male","110","0.0160530653653325","0.0129254594488712","0.0191806712817937","2"
"Low transfer dependency","1994","Male","371","0.0425203132351873","0.0374990821062537","0.0475415443641209","1"
"Low transfer dependency","1994","Female","406","0.0396162347192186","0.0349344730839419","0.0442979963544953","1"
"Very high transfer dependency","1994","Female","131","0.0205025294734777","0.0171011453731049","0.0239039135738506","3"
"Very high transfer dependency","1994","Male","105","0.019748881125384","0.0162864023363685","0.0232113599143996","3"
"Very low transfer dependency","1994","Female","6012","0.924819429916524","0.918490481216667","0.931148378616382","0"
"Very low transfer dependency","1994","Male","5617","0.921677740274096","0.914991540409951","0.928363940138241","0"
"High transfer dependency","1995","Female","136","0.0159452630469076","0.0129857774611473","0.018904748632668","2"
"High transfer dependency","1995","Male","112","0.0160217321890578","0.0129453554191126","0.019098108959003","2"
"Low transfer dependency","1995","Male","373","0.0448143257960078","0.0397450680943518","0.0498835834976638","1"
"Low transfer dependency","1995","Female","394","0.039856480553424","0.0352347107833379","0.04447825032351","1"
"Very high transfer dependency","1995","Male","148","0.0260238521973695","0.0221230674259783","0.0299246369687607","3"
"Very high transfer dependency","1995","Female","187","0.0275046690779179","0.0236406636182658","0.03136867453757","3"
"Very low transfer dependency","1995","Female","6165","0.91669358732175","0.910164656451736","0.923222518191765","0"
"Very low transfer dependency","1995","Male","5766","0.913140089817565","0.906239750790762","0.920040428844367","0"
"High transfer dependency","1996","Female","170","0.022283402840411","0.018763483887012","0.02580332179381","2"
"High transfer dependency","1996","Male","136","0.0173218722712892","0.0140925054321901","0.0205512391103883","2"
"Low transfer dependency","1996","Female","430","0.0468689840897995","0.0418287061530894","0.0519092620265095","1"
"Low transfer dependency","1996","Male","406","0.0508582765208298","0.0454200076877757","0.0562965453538839","1"
"Very high transfer dependency","1996","Male","147","0.02365701410165","0.0198952159364354","0.0274188122668646","3"
"Very high transfer dependency","1996","Female","185","0.0259879148731726","0.0221938626466132","0.029781967099732","3"
"Very low transfer dependency","1996","Female","5970","0.904859698196617","0.897862755785109","0.911856640608125","0"
"Very low transfer dependency","1996","Male","5581","0.908162837106231","0.901014493614215","0.915311180598247","0"
"High transfer dependency","1997","Female","174","0.0265694279852145","0.0226933507449709","0.030445505225458","2"
"High transfer dependency","1997","Male","146","0.0189699405490333","0.0155701482855078","0.0223697328125587","2"
"Low transfer dependency","1997","Female","503","0.05733364613058","0.0517304914260847","0.0629368008350754","1"
"Low transfer dependency","1997","Male","488","0.064034245399286","0.0579330579737726","0.0701354328247994","1"
"Very high transfer dependency","1997","Male","157","0.0264352861176132","0.022437195262334","0.0304333769728924","3"
"Very high transfer dependency","1997","Female","198","0.0326931934452925","0.0284071198531107","0.0369792670374744","3"
"Very low transfer dependency","1997","Female","5738","0.883403732438913","0.875668546305621","0.891138918572205","0"
"Very low transfer dependency","1997","Male","5394","0.890560527934068","0.882780216978669","0.898340838889466","0"
"High transfer dependency","1998","Female","171","0.019919907720694","0.0167258017204406","0.0231140137209473","2"
"High transfer dependency","1998","Male","152","0.0189510103067084","0.015723921760156","0.0221780988532608","2"
"Low transfer dependency","1998","Female","535","0.053638459316913","0.048488052093782","0.0587888665400439","1"
"Low transfer dependency","1998","Male","516","0.0608037427440695","0.0551479604538374","0.0664595250343015","1"
"Very high transfer dependency","1998","Male","180","0.0302392308897005","0.0261863202652582","0.0342921415141427","3"
"Very high transfer dependency","1998","Female","214","0.0317584684251527","0.0277498334779892","0.0357671033723162","3"
"Very low transfer dependency","1998","Male","6010","0.890006016059522","0.882600926968013","0.89741110515103","0"
"Very low transfer dependency","1998","Female","6431","0.89468316453724","0.887666052465881","0.9017002766086","0"
"High transfer dependency","1999","Female","171","0.020347527335832","0.0170562768214767","0.0236387778501873","2"
"High transfer dependency","1999","Male","145","0.0173563937517436","0.0142045226057441","0.0205082648977432","2"
"Low transfer dependency","1999","Female","510","0.0532702149424775","0.0480351226188611","0.0585053072660939","1"
"Low transfer dependency","1999","Male","468","0.0561394874740007","0.0505839149493049","0.0616950599986966","1"
"Very high transfer dependency","1999","Female","180","0.0262569628297538","0.0225294982308762","0.0299844274286313","3"
"Very high transfer dependency","1999","Male","141","0.0233268860079537","0.0196840158596339","0.0269697561562735","3"
"Very low transfer dependency","1999","Male","5841","0.903177232766302","0.896040228979805","0.910314236552798","0"
"Very low transfer dependency","1999","Female","6208","0.900125294891937","0.893135759017181","0.907114830766693","0"
"High transfer dependency","2000","Female","257","0.0178771729085941","0.0155559708855816","0.0201983749316066","2"
"High transfer dependency","2000","Male","211","0.0160543106240517","0.0137638695787908","0.0183447516693127","2"
"Low transfer dependency","2000","Female","806","0.0526799451561583","0.048766568588633","0.0565933217236835","1"
"Low transfer dependency","2000","Male","748","0.0534947877276552","0.0493941163920159","0.0575954590632944","1"
"Very high transfer dependency","2000","Female","339","0.0254062361954284","0.022649706996829","0.0281627653940278","3"
"Very high transfer dependency","2000","Male","279","0.0256056561655509","0.0227271109535549","0.028484201377547","3"
"Very low transfer dependency","2000","Male","10329","0.904845245482742","0.899497876849977","0.910192614115507","0"
"Very low transfer dependency","2000","Female","11116","0.904036645739819","0.898876923241711","0.909196368237928","0"
"High transfer dependency","2001","Female","244","0.0190122217652789","0.0165046220173089","0.0215198215132489","2"
"High transfer dependency","2001","Male","199","0.0168833770258685","0.0144190048183025","0.0193477492334345","2"
"Low transfer dependency","2001","Female","761","0.0532726966243286","0.0491491132961704","0.0573962799524868","1"
"Low transfer dependency","2001","Male","704","0.0533475247309796","0.0490489295520311","0.0576461199099281","1"
"Very high transfer dependency","2001","Female","310","0.0273458716979475","0.0243512974425807","0.0303404459533142","3"
"Very high transfer dependency","2001","Male","247","0.0262742487514769","0.0232146984018662","0.0293337991010876","3"
"Very low transfer dependency","2001","Male","9349","0.903494849491675","0.897846621615008","0.909143077368342","0"
"Very low transfer dependency","2001","Female","10079","0.900369209912445","0.894869787388064","0.905868632436826","0"
"High transfer dependency","2002","Male","197","0.0215464783456654","0.0188446219700775","0.0242483347212532","2"
"High transfer dependency","2002","Female","262","0.0271842658525434","0.0242610035216168","0.03010752818347","2"
"Low transfer dependency","2002","Female","704","0.0580748131081414","0.0538704926771037","0.0622791335391791","1"
"Low transfer dependency","2002","Male","623","0.0565116800179214","0.0522149171767286","0.0608084428591142","1"
"Very high transfer dependency","2002","Female","279","0.0268948727083907","0.0239867795156398","0.0298029659011416","3"
"Very high transfer dependency","2002","Male","238","0.027128751342554","0.0241056925243072","0.0301518101608009","3"
"Very low transfer dependency","2002","Female","10643","0.887846048330925","0.882173609570176","0.893518487091673","0"
"Very low transfer dependency","2002","Male","10036","0.894813090293859","0.88910420886852","0.900521971719199","0"
"High transfer dependency","2003","Male","201","0.0200013829507536","0.0173420224868649","0.0226607434146423","2"
"High transfer dependency","2003","Female","237","0.021624559176624","0.0189631167792967","0.0242860015739512","2"
"Low transfer dependency","2003","Female","749","0.0624566558977202","0.0580289811626065","0.0668843306328339","1"
"Low transfer dependency","2003","Male","656","0.0589061408083248","0.0544338378093479","0.0633784438073018","1"
"Very high transfer dependency","2003","Female","326","0.0351744579437169","0.0318036906523586","0.0385452252350752","3"
"Very high transfer dependency","2003","Male","253","0.0339870056694761","0.0305452312680293","0.0374287800709229","3"
"Very low transfer dependency","2003","Female","10162","0.880744326981939","0.874814321165522","0.886674332798355","0"
"Very low transfer dependency","2003","Male","9537","0.887105470571445","0.881094307059428","0.893116634083463","0"
"High transfer dependency","2004","Male","208","0.0218639086658719","0.0190457374212884","0.0246820799104555","2"
"High transfer dependency","2004","Female","232","0.0220847923358253","0.019364209734249","0.0248053749374016","2"
"Low transfer dependency","2004","Female","744","0.0666701150327857","0.0620521797244248","0.0712880503411466","1"
"Low transfer dependency","2004","Male","644","0.0616091740797061","0.0569755755207663","0.0662427726386459","1"
"Very high transfer dependency","2004","Female","337","0.0358504794970715","0.0324086897573244","0.0392922692368186","3"
"Very high transfer dependency","2004","Male","272","0.0350160693182976","0.0314736695366453","0.0385584690999499","3"
"Very low transfer dependency","2004","Female","9896","0.875394613134317","0.86928047846421","0.881508747804425","0"
"Very low transfer dependency","2004","Male","9220","0.881510847936124","0.875282728083686","0.887738967788562","0"
"High transfer dependency","2005","Male","207","0.0232421785895474","0.0202693806839886","0.0262149764951061","2"
"High transfer dependency","2005","Female","263","0.0261462543101976","0.0231312109282903","0.0291612976921049","2"
"Low transfer dependency","2005","Male","654","0.0664455366518126","0.0615315241489534","0.0713595491546717","1"
"Low transfer dependency","2005","Female","734","0.069421099674505","0.0646186336573615","0.0742235656916485","1"
"Very high transfer dependency","2005","Female","346","0.0375534173029223","0.0339612628292106","0.041145571776634","3"
"Very high transfer dependency","2005","Male","272","0.0384742184362363","0.0346793310685099","0.0422691058039626","3"
"Very low transfer dependency","2005","Female","9417","0.866879228712375","0.860460571742739","0.873297885682011","0"
"Very low transfer dependency","2005","Male","8735","0.871838066322404","0.865242820918555","0.878433311726252","0"
"High transfer dependency","2006","Female","313","0.0313428863788584","0.0281751903337929","0.0345105824239238","2"
"High transfer dependency","2006","Male","245","0.0249931611832925","0.022022690351212","0.027963632015373","2"
"Low transfer dependency","2006","Male","656","0.0651392326186006","0.0604434752082579","0.0698349900289434","1"
"Low transfer dependency","2006","Female","698","0.0623881305491898","0.057991180757145","0.0667850803412347","1"
"Very high transfer dependency","2006","Female","443","0.0480912174120702","0.0442014868015425","0.0519809480225979","3"
"Very high transfer dependency","2006","Male","340","0.0442976102570018","0.0403823345369873","0.0482128859770163","3"
"Very low transfer dependency","2006","Female","10169","0.858177765659882","0.8518354221126","0.864520109207163","0"
"Very low transfer dependency","2006","Male","9368","0.865569995941105","0.859079018959653","0.872060972922558","0"
"High transfer dependency","2007","Female","274","0.029399342443735","0.0262282856504307","0.0325703992370393","2"
"High transfer dependency","2007","Male","214","0.0275620613117019","0.0243417044453618","0.030782418178042","2"
"Low transfer dependency","2007","Male","574","0.0588905372635565","0.0542596945003075","0.0635213800268055","1"
"Low transfer dependency","2007","Female","663","0.0653927795822793","0.0607519631943069","0.0700335959702517","1"
"Very high transfer dependency","2007","Female","403","0.0452335301686647","0.041332370353928","0.0491346899834015","3"
"Very high transfer dependency","2007","Male","310","0.0414816084994451","0.0375592685970177","0.0454039484018725","3"
"Very low transfer dependency","2007","Female","9561","0.859974347805321","0.853460142053156","0.866488553557486","0"
"Very low transfer dependency","2007","Male","8830","0.872065792925297","0.865495493326435","0.878636092524158","0"
"High transfer dependency","2008","Female","217","0.0263571092892129","0.0232525392029406","0.0294616793754852","2"
"High transfer dependency","2008","Male","177","0.0242390372182239","0.0211182802643349","0.0273597941721128","2"
"Low transfer dependency","2008","Male","496","0.0566746423096389","0.0519826672723224","0.0613666173469554","1"
"Low transfer dependency","2008","Female","564","0.0588123717740116","0.0542527881710241","0.063371955376999","1"
"Very high transfer dependency","2008","Male","246","0.0351378275865229","0.031401451031452","0.0388742041415938","3"
"Very high transfer dependency","2008","Female","368","0.0453052536292162","0.0412747503327074","0.049335756925725","3"
"Very low transfer dependency","2008","Female","9079","0.869525265307559","0.862997612526796","0.876052918088322","0"
"Very low transfer dependency","2008","Male","8410","0.883948492885614","0.877449150492151","0.890447835279078","0"
"High transfer dependency","2009","Female","203","0.0232884234756823","0.020261542023303","0.0263153049280615","2"
"High transfer dependency","2009","Male","136","0.0184031445019761","0.0155858616672955","0.0212204273366567","2"
"Low transfer dependency","2009","Female","550","0.0638113539185139","0.0589059715666708","0.0687167362703569","1"
"Low transfer dependency","2009","Male","452","0.058863056754781","0.053929437070471","0.063796676439091","1"
"Very high transfer dependency","2009","Male","213","0.0338482377685901","0.0300576325294085","0.0376388430077717","3"
"Very high transfer dependency","2009","Female","273","0.0350904558615547","0.0313974499243506","0.0387834617987587","3"
"Very low transfer dependency","2009","Female","8511","0.877809766744249","0.871236811866414","0.884382721622085","0"
"Very low transfer dependency","2009","Male","7942","0.888885560974653","0.882297979089534","0.895473142859772","0"
"High transfer dependency","2010","Female","625","0.0298701651117357","0.0269598864227361","0.0327804438007352","2"
"High transfer dependency","2010","Male","320","0.0219801581494958","0.0192429543951961","0.0247173619037955","2"
"Low transfer dependency","2010","Female","1242","0.0602714552343703","0.0562027344700719","0.0643401759986687","1"
"Low transfer dependency","2010","Male","961","0.0600536664947104","0.0556182012491067","0.0644891317403141","1"
"Very high transfer dependency","2010","Male","472","0.0409618472985046","0.037261643904579","0.0446620506924301","3"
"Very high transfer dependency","2010","Female","788","0.0367260582847424","0.0335104517495061","0.0399416648199788","3"
"Very low transfer dependency","2010","Female","10488","0.873132321369152","0.867442267652734","0.878822375085569","0"
"Very low transfer dependency","2010","Male","9269","0.877004328057289","0.870872871285679","0.8831357848289","0"
"High transfer dependency","2011","Female","760","0.0336148805335065","0.0307918157155855","0.0364379453514276","2"
"High transfer dependency","2011","Male","447","0.0314235175040185","0.028431109912746","0.0344159250952909","2"
"Low transfer dependency","2011","Female","1498","0.0593743143751031","0.0556727298796837","0.0630758988705225","1"
"Low transfer dependency","2011","Male","1162","0.0562329569540444","0.0522815273140409","0.0601843865940479","1"
"Very high transfer dependency","2011","Male","530","0.0359042121202486","0.0327129742123763","0.0390954500281209","3"
"Very high transfer dependency","2011","Female","915","0.0368550623907636","0.0339040274940727","0.0398060972874545","3"
"Very low transfer dependency","2011","Male","10918","0.876439313421689","0.870794787518815","0.882083839324562","0"
"Very low transfer dependency","2011","Female","12485","0.870155742700627","0.864890846476058","0.875420638925196","0"
"High transfer dependency","2012","Female","710","0.0319068388950246","0.0291218912541392","0.0346917865359101","2"
"High transfer dependency","2012","Male","408","0.0278811630250472","0.0250267633833843","0.03073556266671","2"
"Low transfer dependency","2012","Female","1280","0.0558794839654612","0.0522398603046131","0.0595191076263093","1"
"Low transfer dependency","2012","Male","947","0.0529532029675519","0.0490705239128656","0.0568358820222381","1"
"Very high transfer dependency","2012","Female","793","0.0347645957761568","0.0318618982533199","0.0376672932989937","3"
"Very high transfer dependency","2012","Male","473","0.0345651189027573","0.0313978847164047","0.03773235308911","3"
"Very low transfer dependency","2012","Male","10951","0.884600515104644","0.879060956196547","0.89014007401274","0"
"Very low transfer dependency","2012","Female","12516","0.877449081363358","0.872252881872163","0.882645280854552","0"
"High transfer dependency","2013","Female","842","0.0296799248973472","0.0271182672214733","0.0322415825732211","2"
"High transfer dependency","2013","Male","538","0.0271468969691946","0.0244716105260075","0.0298221834123818","2"
"Low transfer dependency","2013","Female","1431","0.058365295305653","0.0548265381748509","0.0619040524364552","1"
"Low transfer dependency","2013","Male","1046","0.0537017716528682","0.0499907381295984","0.0574128051761379","1"
"Very high transfer dependency","2013","Female","988","0.0384587376056291","0.0355559606889099","0.0413615145223482","3"
"Very high transfer dependency","2013","Male","660","0.0394113071298044","0.0362082424250147","0.0426143718345941","3"
"Very low transfer dependency","2013","Male","11931","0.879740024248133","0.874385458092397","0.885094590403869","0"
"Very low transfer dependency","2013","Female","13598","0.873496042191371","0.868478226410654","0.878513857972087","0"
"High transfer dependency","2014","Female","677","0.0305928991430856","0.0278235661568077","0.0333622321293635","2"
"High transfer dependency","2014","Male","460","0.0286849703864086","0.025780440306793","0.0315895004660242","2"
"Low transfer dependency","2014","Male","941","0.0561221749154892","0.0521172557097412","0.0601270941212372","1"
"Low transfer dependency","2014","Female","1242","0.0607992540944928","0.0569565220410244","0.0646419861479613","1"
"Very high transfer dependency","2014","Female","811","0.0383175613456398","0.0352306330875612","0.0414044896037185","3"
"Very high transfer dependency","2014","Male","561","0.0425578017012011","0.039045316551879","0.0460702868505231","3"
"Very low transfer dependency","2014","Male","10725","0.872635052996901","0.866833958929387","0.878436147064416","0"
"Very low transfer dependency","2014","Female","12125","0.870290285416782","0.864887346188358","0.875693224645205","0"
"High transfer dependency","2015","Male","426","0.0250558026855487","0.0223228748333326","0.0277887305377648","2"
"High transfer dependency","2015","Female","640","0.030503313724974","0.027725164218774","0.0332814632311741","2"
"Low transfer dependency","2015","Female","1115","0.0560341697426195","0.0523187015646007","0.0597496379206384","1"
"Low transfer dependency","2015","Male","812","0.0499691784024069","0.0461593617199541","0.0537789950848598","1"
"Very high transfer dependency","2015","Female","842","0.03711735773425","0.0340632514713507","0.0401714639971493","3"
"Very high transfer dependency","2015","Male","635","0.0461848442781085","0.0425148450033062","0.0498548435529108","3"
"Very low transfer dependency","2015","Female","12122","0.876345158798156","0.871027112715543","0.88166320488077","0"
"Very low transfer dependency","2015","Male","10691","0.878790174633936","0.873083335427396","0.884497013840476","0"
"High transfer dependency","2016","Male","330","0.0263167372599071","0.0233714175868678","0.0292620569329463","2"
"High transfer dependency","2016","Female","506","0.0283673339927996","0.025554370341582","0.0311802976440172","2"
"Low transfer dependency","2016","Female","1058","0.0585109704578836","0.0545342039890253","0.0624877369267419","1"
"Low transfer dependency","2016","Male","786","0.0572504033146585","0.052975807890815","0.061524998738502","1"
"Very high transfer dependency","2016","Female","703","0.0336172894715705","0.0305633549006271","0.0366712240425139","3"
"Very high transfer dependency","2016","Male","529","0.0440522839479623","0.0402764851097947","0.0478280827861298","3"
"Very low transfer dependency","2016","Female","11114","0.879504406077746","0.873988607497068","0.885020204658424","0"
"Very low transfer dependency","2016","Male","9702","0.872380575477472","0.866241274175368","0.878519876779576","0"
"High transfer dependency","2017","Male","488","0.0265406579338255","0.0238622713539933","0.0292190445136577","2"
"High transfer dependency","2017","Female","611","0.0290583965374439","0.0263969327488607","0.0317198603260271","2"
"Low transfer dependency","2017","Female","1052","0.0536298403131256","0.0500602205752967","0.0571994600509546","1"
"Low transfer dependency","2017","Male","832","0.0484895670815374","0.044910338457818","0.0520687957052568","1"
"Very high transfer dependency","2017","Male","1611","0.0473654045220808","0.0438258198218636","0.050904989222298","3"
"Very high transfer dependency","2017","Female","1344","0.0351304458369388","0.0322132585280059","0.0380476331458717","3"
"Very low transfer dependency","2017","Female","12294","0.882181317312492","0.877073043209885","0.887289591415099","0"
"Very low transfer dependency","2017","Male","10904","0.877604370462556","0.872143135609579","0.883065605315534","0"
"High transfer dependency","2018","Male","621","0.0289226384704814","0.0261573156118924","0.0316879613290704","2"
"High transfer dependency","2018","Female","717","0.0273717838894578","0.0247847793751766","0.0299587884037389","2"
"Low transfer dependency","2018","Male","872","0.0469449040506314","0.0434546808097807","0.0504351272914821","1"
"Low transfer dependency","2018","Female","1014","0.0518743844391318","0.0483581192488667","0.055390649629397","1"
"Very high transfer dependency","2018","Female","1701","0.0376562895448885","0.0346380335519657","0.0406745455378112","3"
"Very high transfer dependency","2018","Male","2085","0.0452105226777942","0.0417822642662226","0.0486387810893658","3"
"Very low transfer dependency","2018","Female","11849","0.883097542126522","0.878003197016992","0.888191887236052","0"
"Very low transfer dependency","2018","Male","10531","0.878921934801093","0.873539139532144","0.884304730070043","0"
"High transfer dependency","2019","Female","573","0.0251568515241147","0.0226427800754979","0.0276709229727314","2"
"High transfer dependency","2019","Male","561","0.0279716358308417","0.0252883146661226","0.0306549569955609","2"
"Low transfer dependency","2019","Male","771","0.0509747491569799","0.0473955102546376","0.0545539880593222","1"
"Low transfer dependency","2019","Female","914","0.0557775483740089","0.0520932993850269","0.059461797362991","1"
"Very high transfer dependency","2019","Female","1572","0.0339845814476374","0.0310757732014557","0.036893389693819","3"
"Very high transfer dependency","2019","Male","1808","0.0423815474400024","0.0391031703034489","0.045659924576556","3"
"Very low transfer dependency","2019","Female","11846","0.885081018654239","0.879961024110044","0.890201013198434","0"
"Very low transfer dependency","2019","Male","11366","0.878672067572176","0.873358721994177","0.883985413150175","0"
